WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Remark,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,CLEARFORK..MAP.,SPRABERRY_U..MAP.,SPRABERRY_L..MAP.,WOLFCAMP..MA,WOLFCAMP_L..,WFMP_ATB..MA,CLINE..MAP.,STRAWN..MAP.,ATOKA..MAP.,BEND..MAP.,ATOKA_L..MAP,MISSISSIPPIA,WOODFORD..MA,DEVINOAN_UNC
575,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37887.0,2003.0,31.8106,-102.025,10500.0,80,80,WFMP,SPBR_L --> WFMP,3.0,5.0,213950.0,6000.0,0.0,0.0,153760.0,219950.0,51.75635454,5.0,FRAC,9778.0,10338.0,101154.0,GAL,WTR,38834.0,LB,SAND,,,GELA,,,6757.0,7641.0,8193.0,9183.0,9503.96,9883.0,10337.0,,,,,,,,6762.41,7648.56,8203.01,9194.62,9511.05,9896.72,10341.81,10676.62,10807.1,10925.53,11164.94,11675.55,11888.66,11976.23
2461,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40256.0,2010.0,31.51108,-102.10522,10790.0,80,Over 160,WFMP,SPBR_U --> WFMP,1.0,2.0,0.0,14490.0,0.0,0.0,657000.0,14490.0,51.888,2.0,FRAC,7830.0,10300.0,,,,657000.0,LB,SAND,,,,,,6888.0,7706.0,8353.0,9121.0,9494.0,9696.0,10322.11,10582.44,,,,,,,6887.7,7730.03,8347.07,9125.07,9494.68,9702.95,10320.0,10589.25,10747.82,10921.3,11353.17,11610.89,11994.01,12087.7
1850,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38938.0,2006.0,31.60448,-101.65667,8355.0,160,40,SPBR_L,SPBR_U --> SPBR_L,3.0,6.0,0.0,8750.0,194310.0,0.0,470360.0,203060.0,42.556,6.0,FRAC,6589.0,6623.0,52965.0,GAL,X-LINKGEL,133792.0,LB,SAND,,31.0,,20/40,20# BORATE,5600.0,6586.0,7138.0,8153.0,,,,,,,,,,,5721.29,6585.98,7140.05,8153.88,8461.29,8803.02,9895.08,10274.31,10379.95,10459.61,10587.67,10783.79,10929.99,10972.8
220,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40657.0,2011.0,31.73674,-101.6095,10800.0,80,40,ATOKA,SPBR_U --> ATOKA,1.0,2.0,891450.0,4404.0,0.0,0.0,791000.0,895854.0,56.668,2.0,ACID,6508.0,10375.0,4404.0,GAL,A,0.0,,,,,HCL,,,5491.0,6478.0,7031.0,8087.0,8368.0,,,10057.0,10218.0,,,,10698.0,10730.0,5753.91,6480.0,7032.43,8083.61,8365.51,8955.5,9748.27,10056.51,10214.64,10297.5,10389.88,10510.56,10693.94,10728.66
1070,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,39542.0,2008.0,31.82227,-102.07407,10119.0,80,80,WFMP,SPBR_U --> WFMP,1.0,2.0,235000.0,9500.0,0.0,0.0,309000.0,244500.0,34.504,2.0,FRAC,7932.0,9893.0,235000.0,GAL,FLUD,309000.0,LB,SAND,,,GELA,20/40,DETAILS: 115000 GAL DELTA FRAC 200 120000 GAL WTR BRADY SD,6886.0,7742.0,8300.0,9214.0,9559.0,9931.0,,,,,,,,,6888.23,7750.84,8310.52,9227.2,9562.68,9918.83,10315.75,10552.66,10735.41,10829.01,11098.86,11609.8,11792.73,11932.62
1302,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40738.0,2011.0,31.79699,-101.95311,10697.0,80,160,WFMP,SPBR_L --> WFMP,3.0,6.0,0.0,12000.0,895353.0,0.0,941476.0,907353.0,51.432,6.0,FRAC,9184.0,10560.0,739002.0,GAL,GEL,573578.0,LB,SAND,,,XLNK,,DETAILS: 10# LINEAR GEL 20/40 30/50 SD,6558.0,7432.0,7996.0,9007.0,9347.0,9740.53,10348.0,,,,,,,,6570.94,7434.69,7999.24,9014.53,9344.56,9737.95,10351.16,10599.59,10762.37,10833.37,11016.37,11376.92,11648.77,11729.21
2668,B,APACHE CORPORATION,UPTON,40951.0,2012.0,31.55422,-102.02257,10887.0,40,160,WFMP,SPBR_U --> WFMP,9.0,9.0,0.0,0.0,600000.0,344000.0,858000.0,944000.0,68.532,9.0,FRAC,10451.0,10704.0,100000.0,GAL,X-LINKGEL,88625.0,LB,SAND,,,XLNK,20/40,DETAILS: 18000 GAL 10# XL GEL 82000 GAL 10# XL GEL WHITE SD,,,,,,,,,,,,,,,6695.56,7566.8,8165.9,9115.15,9443.17,9770.29,10414.74,10716.37,10834.32,10866.1,11195.47,11571.19,11683.84,11785.91
1393,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40805.0,2011.0,31.84726,-102.04626,10140.0,40,40,WFMP,SPBR_U --> WFMP,1.0,3.0,534500.0,11000.0,0.0,0.0,500000.0,545500.0,34.888,3.0,FRAC,7952.0,10030.0,534000.0,GAL,W,500000.0,LB,SAND,,,GELA,,DETAILS: 70000 GAL TREATED WTR 464000 GAL HYBOR GR15 220000# CRC 20/40 SD 280000# 20/40 PREMIUM BROWN SD,,,,,,,,,,,,,,,6911.64,7776.43,8346.78,9310.21,9636.92,9979.81,10406.77,10675.9,10914.6,10947.77,11228.07,11702.57,11893.72,12003.23
1700,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38397.0,2005.0,31.45886,-101.71693,9350.0,80,20,WFMP,SPBR_U --> WFMP,5.0,10.0,0.0,11000.0,350616.0,0.0,511960.0,361616.0,26.428,10.0,FRAC,8998.0,9008.0,74802.0,GAL,GEL,15355.0,LB,SAND,,31.0,,20/40,10# LINEAR,,,,,,,,,,,,,,,5619.94,6539.65,7118.27,8108.52,8434.82,8719.44,9927.81,10278.82,10419.29,10471.17,10610.42,10834.53,10959.51,10999.1
2135,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40295.0,2010.0,31.5636,-101.42951,8547.0,40,40,WFMP,SPBR_U --> WFMP,,1.0,,,,,,,39.816,1.0,ACID,5844.0,8276.0,,,A,0.0,,,,,HCL,,HCL W/ PROPPANT,4189.0,5805.04,6335.2,7418.9,,,,,,,,,,,4194.81,5813.61,6338.81,7427.52,7646.15,8145.8,9242.59,9605.61,9701.18,,9785.91,9946.17,10063.72,10095.48
879,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38858.0,2006.0,31.77,-102.088,10435.0,40,160,WFMP,CLFK --> WFMP,1.0,1.0,555702.0,0.0,0.0,0.0,746360.0,555702.0,39.92,1.0,FRAC,7845.0,10294.0,555702.0,GAL,FLUD,746360.0,LB,SAND,,,GELA,20/40,DETAILS: SLICK WTR AMBOR 1020 AMGEL 1010; 499520# BRADY SD 246840# OTTAWA SD,6959.0,7841.0,8403.0,9302.0,9666.0,9918.0,,,,,,,,,6974.94,7839.39,8399.36,9302.89,9669.85,9920.75,10381.71,10606.11,10668.6,10849.19,11140.03,11695.09,11919.22,12016.7
1711,E,APACHE CORPORATION,REAGAN,38435.0,2005.0,31.52303,-101.66633,8310.0,40,40,WFMP,CLFK --> WFMP,2.0,2.0,383200.0,0.0,0.0,0.0,100450.0,383200.0,37.72,2.0,FRAC,7945.0,8162.0,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,SLICK WATER,,6556.0,7112.0,,,,,,,,,,,,5619.84,6525.04,7087.63,8111.46,8349.43,8677.91,9821.88,10228.46,10288.03,10376.54,10528.42,10662.16,10794.17,10866.8
2178,F,APACHE CORPORATION,REAGAN,40589.0,2011.0,31.49649,-101.48185,9795.0,80,40,WFMP,CLFK --> WFMP,5.0,5.0,695900.0,0.0,246000.0,0.0,860188.0,941900.0,45.544,5.0,FRAC,9306.0,9630.0,113000.0,GAL,GEL,85000.0,LB,SAND,,,,20/40,,,,,,,,,,,,,,,,4425.28,5876.65,6425.59,7458.26,7772.27,8238.35,9327.15,9716.02,9817.08,,9837.78,10075.39,10210.29,10248.69
647,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38065.0,2004.0,31.73587,-102.05482,10500.0,80,80,WFMP,SPBR_U --> WFMP,4.0,7.0,0.0,9000.0,281277.0,0.0,171260.0,290277.0,50.42609975,7.0,FRAC,10071.0,10298.0,66931.0,GAL,GEL,17231.0,LB,SAND,,,,,,6844.0,7718.0,8264.0,9182.0,9543.0,9945.0,,,,,,,,,6846.71,7739.36,8337.02,9228.77,9578.21,9949.11,10457.98,10659.23,10853.4,11004.67,11278.03,11832.45,12034.71,12108.73
714,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38190.0,2004.0,31.74256,-101.97648,11077.0,40,40,WFMP,SPBR_U --> WFMP,1.0,1.0,410088.0,0.0,0.0,0.0,350780.0,410088.0,54.928,1.0,FRAC,8129.0,10583.0,410088.0,GAL,FLUD,350780.0,LB,SAND,,,HCL,,DETAILS: SLICK WATER AMBOR 1020 AMGEL 1010 20% HCL 300740# 20/40 50040# 16/30 BRADY SD,6653.0,7493.0,8127.0,9099.0,9445.0,9790.0,10488.71,10745.08,10892.69,,,,,,6652.54,7511.06,8129.99,9090.5,9426.46,9789.51,10486.4,10734.2,10894.57,10968.01,11228.48,11725.16,11913.69,11986.65
2687,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40960.0,2012.0,31.51205,-102.07032,10950.0,80,40,WFMP,SPBR_U --> WFMP,1.0,1.0,1101408.0,0.0,0.0,0.0,702544.0,1101408.0,66.256,1.0,FRAC,7890.0,10420.0,1101408.0,GAL,FLUD,702544.0,LB,SAND,,,,,1101395 GAL,,,,,,,,,,,,,,,6817.98,7669.71,8297.22,9167.16,9497.93,9807.97,10481.1,10757.41,10920.93,11075.43,11421.57,11542.7,11733.9,11824.21
2204,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40553.0,2011.0,31.54922,-101.44252,8585.0,40,40,WFMP,SPBR_U --> WFMP,7.0,7.0,,,,,,,30.608,7.0,FRAC,8179.0,8376.0,,,A,0.0,,,,,HCL,,W/ PROP,,,,,,,,,,,,,,,4275.71,5824.8,6361.26,7442.59,7582.61,8196.06,9318.0,9639.35,9726.54,,9789.74,9988.66,10114.33,10138.93
1666,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,38257.0,2004.0,31.63272,-101.76269,8710.0,Over 160,40,WFMP,CLFK --> WFMP,3.0,6.0,0.0,5000.0,195174.0,0.0,472660.0,200174.0,45.8702266,6.0,FRAC,6896.0,7088.0,54558.0,GAL,X-LINKGEL,135440.0,LB,SAND,,30.0,,20/40,20# BORATE,6021.0,6877.0,7474.0,8473.0,,,,,,,,,,,6019.56,6883.71,7476.15,8476.82,8801.65,9232.93,10190.32,10520.16,10671.08,10676.23,10850.1,11188.63,11348.31,11405.02
1106,A,ATHLON ENERGY OPERATING LLC,MIDLAND,39808.0,2008.0,31.77224,-102.06153,10187.0,80,40,WFMP,CLFK --> WFMP,8.0,16.0,0.0,22400.0,0.0,0.0,538500.0,22400.0,45.716,16.0,FRAC,9675.0,9858.0,,,,107300.0,LB,SAND,,,,,,6846.0,7705.0,8278.0,9212.0,9570.0,9881.0,,,,,,,,,6845.09,7707.24,8279.67,9213.37,9572.05,9892.01,10378.58,10649.59,10796.13,10910.53,11196.1,11723.02,11938.48,12027.95
2647,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40938.0,2012.0,31.51815,-101.98781,10890.0,40,160,ATOKA,SPBR_U --> ATOKA,2.0,4.0,0.0,15000.0,1180850.0,0.0,1361638.0,1195850.0,55.148,4.0,FRAC,9187.0,10704.0,875446.0,GAL,X-LINKGEL,747186.0,LB,SAND,,,,,XL ASSIST GEL,,,,,,,,,,,,,,,6595.34,7496.06,8099.9,9023.56,9349.85,9698.17,10439.33,10749.46,10668.04,10763.9,10957.49,11334.11,11396.43,11486.38
1902,E,APACHE CORPORATION,REAGAN,39294.0,2007.0,31.46071,-101.70873,8524.0,80,20,WFMP,SPBR_U --> WFMP,2.0,2.0,457002.0,0.0,0.0,0.0,344375.0,457002.0,19.43242355,2.0,FRAC,7896.0,8323.0,234108.0,GAL,W,163125.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR WHITE SD,,,,,,,,,,,,,,,5550.94,6491.88,7069.06,8057.66,8372.62,8669.3,9871.31,10221.98,10357.72,10415.98,10568.63,10770.01,10897.69,10937.32
1648,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,38243.0,2004.0,31.59831,-101.58431,8116.0,160,40,WFMP,CLFK --> WFMP,3.0,6.0,0.0,5000.0,207988.0,0.0,470270.0,212988.0,44.236,6.0,FRAC,6325.0,6671.0,63844.0,GAL,X-LINKGEL,134547.0,LB,SAND,,31.5,,20/40,20# BORATE,,,,,,,,,,,,,,,5197.38,6333.52,6891.2,7933.82,8201.8,8539.45,9700.74,10085.94,10183.74,10315.44,10307.83,10554.93,10671.2,10708.92
1891,E,APACHE CORPORATION,REAGAN,38985.0,2006.0,31.5507,-101.6618,8365.0,80,40,WFMP,CLFK --> WFMP,2.0,2.0,353400.0,0.0,0.0,0.0,123000.0,353400.0,38.252,2.0,FRAC,7969.0,8181.0,128000.0,GAL,W,61500.0,LB,SAND,,,,20/40,DETAILS: SLICK WTR MESH B SD,,,,,,,,,,,,,,,5623.34,6539.15,7106.64,8141.55,8409.66,8728.59,9864.45,10263.32,10327.26,10425.38,10565.32,10698.18,10850.68,10898.0
2238,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40937.0,2012.0,31.64411,-101.43121,8330.0,40,160,WFMP,SPBR_U --> WFMP,,1.0,,,,,,,33.152,2.0,FRAC,5979.0,8030.0,543922.0,GAL,FLUD,703045.0,LB,SAND,,,BIOC,,,,,,,,,,,,,,,,,4475.57,5946.63,6484.05,7572.24,7867.85,8196.22,9238.49,9626.74,9731.01,,9897.65,9989.47,10083.08,10111.61
1165,A,ATHLON ENERGY OPERATING LLC,MIDLAND,40358.0,2010.0,31.71104,-102.09558,10200.0,40,40,WFMP,SPBR_U --> WFMP,6.0,12.0,0.0,16500.0,667968.0,0.0,710000.0,684468.0,39.1,12.0,FRAC,9940.0,10002.0,122010.0,GAL,X-LINKGEL,80000.0,LB,SAND,,,XLNK,20/40,15#,6936.0,7814.0,8354.0,9233.0,9629.0,,,,,,,,,,6942.56,7816.65,8370.05,9260.38,9608.75,10072.51,10343.29,10479.98,10635.9,10730.0,10914.18,11749.04,11957.64,12038.5
2716,B,JM COX RESOURCES LIMITED PARTNERSHIP,UPTON,41127.0,2012.0,31.56123,-102.13598,11285.0,160,40,ATOKA,SPBR_U --> ATOKA,12.0,19.0,0.0,14000.0,1159998.0,0.0,1110849.0,1173998.0,67.192,19.0,FRAC,10954.0,11160.0,145698.0,GAL,X-LINKGEL,97974.0,LB,SAND,,,XLNK,40/70,DETAILS: 9# XL GEL OTTAWA SD,,,,,,,,,,,,,,,6898.04,7718.05,8320.91,9142.14,9453.48,9717.25,10142.86,10373.09,10560.75,10687.86,11073.2,11551.18,11712.99,11819.48
1953,E,APACHE CORPORATION,REAGAN,39307.0,2007.0,31.52841,-101.67709,8298.0,40,20,WFMP,SPBR_U --> WFMP,2.0,2.0,240240.0,0.0,0.0,0.0,160527.0,240240.0,38.724,2.0,FRAC,8001.0,8203.0,81040.0,GAL,W,97727.0,LB,SAND,,,SFAC,,DETAILS: SLK WTR 48652# BROWN SD 49075# WHITE SD,,6578.0,7153.0,8176.0,,,,,,,,,,,5646.84,6576.61,7148.18,8172.44,8416.03,8740.59,9876.48,10291.09,10339.88,10415.29,10590.88,10752.49,10883.94,10928.55
154,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40134.0,2009.0,31.9457,-101.75215,10560.0,80,40,ATOKA,SPBR_U --> ATOKA,1.0,3.0,9828.0,14070.0,1016148.0,0.0,1373343.945,1040046.0,69.756,3.0,FRAC,6879.0,10450.0,1016148.0,GAL,X-LINKGEL,1226000.0,LB,SAND,,,,,DETAILS: 1810 BBL ASTMAX 1030 822 BBL ASTGEL 1012 9839 BBL ASTMAX 1012 1022 BBL ASTGEL 1017 8597 BBL ASTMAX 1017 400840# 20/40 OTT 75275# 20/40 POSIPROP 550560# 20/40 BRADY 199600# 16/30 BRADY,5749.0,6843.0,7459.0,8331.0,8610.0,9079.0,9810.0,10139.0,10279.0,,,,,,5754.56,6846.56,7399.07,8364.1,8629.08,9072.42,9811.15,10145.77,10296.15,10302.4,10319.56,10651.22,10840.99,10883.98
653,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38167.0,2004.0,31.85985,-101.94259,11750.0,40,20,WFMP,SPBR_U --> WFMP,1.0,1.0,305340.0,0.0,0.0,0.0,434510.0,305340.0,67.268,1.0,FRAC,8048.0,9839.0,305340.0,GAL,FLUD,434510.0,LB,SAND,,,,,DETAILS: 20% HCL SLICK WATER AMBOR 1025 AMGEL 1010 AMBORMAX D 1035 381680# 20/40 52830# 16/30 BRADY SD,6588.0,,,,,,10191.28,10423.83,10564.84,10641.53,10851.82,,,,6594.76,7443.42,8045.74,8985.21,9324.1,9749.91,10190.06,10433.44,10622.83,10639.25,10846.83,11195.84,11437.75,11559.84
1609,E,APACHE CORPORATION,REAGAN,37896.0,2003.0,31.45611,-101.65859,8200.0,40,40,WFMP,SPBR_U --> WFMP,1.0,1.0,0.0,0.0,90365.0,0.0,135000.0,90365.0,39.324,1.0,FRAC,6387.0,8071.0,90365.0,GAL,GEL,135000.0,LB,SAND,,,,20/40,AM GEL MAX/ AM BOR MAX BRADY SD,,,,,,,,,,,,,,,5437.71,6382.78,6936.95,7945.47,8279.96,8596.46,9831.79,10168.75,10278.59,10366.76,10490.26,10668.94,10811.42,10845.61
2074,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,39999.0,2009.0,31.59646,-101.44187,8225.0,80,20,WFMP,SPBR_U --> WFMP,6.0,6.0,,,,,,,18.776,6.0,FRAC,7864.0,8048.0,,,A,0.0,,,,,HCL,,W/ PROPPANT,4544.0,,,,,,,,,,,,,,4544.93,5907.71,6426.92,7535.22,7815.47,8190.99,9251.46,9642.35,9739.74,,9817.92,10006.44,10116.04,10148.54
1090,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39621.0,2008.0,31.82494,-101.96168,10249.0,40,80,WFMP,SPBR_L --> WFMP,6.0,12.0,0.0,17000.0,592456.0,0.0,532452.0,609456.0,33.668,12.0,FRAC,8289.0,8343.0,56928.0,GAL,X-LINKGEL,172207.0,LB,SAND,,,,20/40,20# BORATE,6596.0,7471.0,8027.0,9039.0,9380.0,,10029.0,,,,,,,,6613.37,7472.33,8030.64,9043.99,9380.91,9696.3,10055.23,10571.25,10720.92,10797.33,11022.23,11291.66,11573.07,11669.79
1763,E,APACHE CORPORATION,REAGAN,38549.0,2005.0,31.44212,-101.66592,8272.0,40,20,WFMP,SPBR_U --> WFMP,2.0,2.0,383200.0,0.0,0.0,0.0,100450.0,383200.0,18.104,2.0,FRAC,7784.0,7993.0,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,SLICK WATER,,,,7981.46,,,,,,,,,,,5426.64,6405.32,6971.23,7967.86,8303.33,8592.22,9869.14,10203.7,10321.15,,10517.77,10739.21,10881.16,10913.59
14,E,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,37810.0,2003.0,31.67106,-101.68159,8530.0,80,40,WFMP,SPBR_L --> WFMP,2.0,5.0,0.0,3500.0,146370.0,0.0,335820.0,149870.0,24.156,5.0,ACID,7410.0,7734.0,1000.0,GAL,A,0.0,,,,,SCIN,,7.5%,5691.0,6686.0,7245.0,8267.0,,,,,,,,,,,5790.62,6685.92,7243.89,8265.53,8524.7,8980.57,9956.08,10289.24,10413.24,10511.71,10691.05,10836.67,10993.99,11046.85
2524,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40582.0,2011.0,31.53418,-102.12263,11304.0,40,Over 160,ATOKA,SPBR_U --> ATOKA,1.0,1.0,1658769.0,0.0,0.0,0.0,998750.0,1658769.0,86.264,1.0,FRAC,7965.0,11200.0,1658790.0,GAL,FLUD,998750.0,LB,SAND,,,,,1658773 GAL,,,,,,,10276.05,10503.84,10671.97,10821.11,11238.72,,,,6933.44,7782.59,8364.74,9147.88,9545.07,9799.51,10276.34,10506.24,10668.51,10821.91,11239.06,11637.22,11856.6,11961.74
826,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38879.0,2006.0,31.83454,-102.21098,11176.0,80,Over 160,WFMP,SPBR_L --> WFMP,1.0,1.0,606396.0,0.0,0.0,0.0,550420.0,606396.0,39.916,1.0,FRAC,8577.0,10512.0,606396.0,GAL,FLUD,550420.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR AMBOR 1020 AMGEL 1010; 200420# BRADY SD 350000# OTTAWA SD,7171.0,7991.0,8566.0,9364.0,9692.0,,10192.0,,,,,,,,7170.13,7993.77,8565.53,9365.93,9697.57,9967.73,10187.55,10526.52,10741.77,10851.31,11220.75,11835.29,12094.85,12196.32
563,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37887.0,2003.0,31.81317,-101.96294,10500.0,40,160,WFMP,SPBR_L --> WFMP,4.0,8.0,0.0,10000.0,297146.0,0.0,371530.0,307146.0,32.21359276,8.0,FRAC,10044.0,10054.0,81405.0,GAL,GEL,15706.0,LB,SAND,,,GELA,20/40,10#,6637.0,7497.7,8043.91,9068.0,9410.0,,10384.0,,,,,,,,6639.48,7502.5,8059.03,9075.48,9416.07,9818.76,10336.92,10629.04,10779.39,10855.33,11061.85,11372.12,11646.5,11738.94
2537,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40589.0,2011.0,31.52273,-102.10431,10605.0,40,Over 160,WFMP,SPBR_U --> WFMP,1.0,1.0,1177806.0,0.0,0.0,0.0,733702.0,1177806.0,54.86,1.0,FRAC,7920.0,10490.0,1177806.0,GAL,FLUD,733702.0,LB,SAND,,,,,1177796 GAL,6880.0,7691.0,8404.0,9139.0,9507.0,9755.0,10306.86,,,,,,,,6903.58,7729.33,8355.24,9142.46,9514.39,9753.92,10312.21,10612.83,10780.62,10894.03,11283.26,11638.38,11950.44,12046.37
1768,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,38658.0,2005.0,31.57201,-101.56736,8065.0,Over 160,40,WFMP,SPBR_U --> WFMP,3.0,6.0,0.0,5000.0,163803.0,0.0,477347.0,168803.0,21.156,6.0,FRAC,6269.0,6593.0,47787.0,GAL,X-LINKGEL,155581.0,LB,SAND,,30.5,XLNK,20/40,20# BORATE,4840.0,,,,,,,,,,,,,,4839.2,6257.21,6808.42,7851.54,8069.46,8445.69,9636.42,10021.62,10109.06,10282.95,10225.55,10452.54,10559.7,10595.07
182,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40550.0,2011.0,31.844,-101.652,10510.0,80,160,ATOKA,SPBR_U --> ATOKA,1.0,2.0,1038996.0,12600.0,0.0,0.0,5208000.0,1051596.0,53.388,2.0,FRAC,6602.0,10419.0,1038996.0,GAL,FLUD,4650000.0,LB,SAND,,,GELA,,DETAILS: 388 BBL ASSGEL1012 1532 BBL ASTGEL1017 237 BBL 10# BRINE 6609 BBL ASTBORMAX1012 15132 BBL ASTBORMAX1017 840 BBL AST BORMAX1020 250540# 20/40 TLC 191570# 30/70 WHITE SD 4063680# 30/50 BRADY SD 144160# 16/30 BRADY SD,,,,,,,,,,,,,,,5899.36,6571.83,7104.95,8128.76,8560.77,8985.21,9789.01,10072.23,10198.64,10330.11,10363.37,10546.09,10713.81,10769.22
2552,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40751.0,2011.0,31.50106,-101.99378,10850.0,80,80,ATOKA,CLFK --> ATOKA,4.0,8.0,0.0,16500.0,1142166.0,0.0,1208765.0,1158666.0,52.52,8.0,FRAC,9094.0,10627.0,824176.0,GAL,GEL,577838.0,LB,SAND,,,GELA,,10# LINEAR,,,,,,,10415.84,10730.15,,,,,,,6601.03,7467.36,8084.01,8991.28,9329.28,9607.08,10416.96,10680.14,10657.51,10864.3,10952.51,11294.3,11360.65,11447.41
1219,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40359.0,2010.0,31.72054,-102.072,10576.0,80,160,WFMP,SPBR_L --> WFMP,1.0,2.0,0.0,8500.0,886620.0,0.0,793130.0,895120.0,42.65727819,2.0,FRAC,8319.0,10452.0,886620.0,GAL,GEL,793130.0,LB,SAND,,,GELA,,DETAILS: 204 BBL 435 BBL ASTGEL 1012 6378 BBL ASTMAX 1012 1275 ASTGEL 1017 12818 BBL ASTMAX 1017 199620# 20/40 SLC 350660# 20/40 BRADY 98950# 16/30 BRADY 143900# 30/50 POSI-PROP,,,,,,,10379.15,,,,,,,,6858.24,7766.07,8324.99,9241.19,9583.93,9948.95,10380.87,10526.19,10754.87,10815.32,11078.71,11806.56,12006.41,12082.58
2166,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,40410.0,2010.0,31.54529,-101.41709,8478.0,40,160,WFMP,SPBR_U --> WFMP,8.0,8.0,,,,,,,29.072,8.0,FRAC,8030.0,8232.0,,,A,0.0,,,,,HCL,,W/PROP,,,,,,,,,,,,,,,4111.21,5714.52,6239.83,7303.71,7556.88,8090.77,9179.35,9540.91,9626.79,,9733.73,9852.87,9974.1,10000.92
2071,E,APACHE CORPORATION,REAGAN,39867.0,2009.0,31.48339,-101.65834,8177.0,20,40,SPBR_L,SPBR_U --> SPBR_L,2.0,2.0,297000.0,0.0,0.0,0.0,268625.0,297000.0,17.03817508,2.0,FRAC,7455.0,8016.0,159000.0,GAL,W,87500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR WHITE SD,,,,,,,,,,,,,,,5491.53,6434.63,7001.57,8023.3,8301.89,8637.27,9818.68,10187.39,10277.67,10372.74,10506.35,10644.28,10784.4,10827.23
2288,B,PIONEER NATURAL RESOURCES USA INC,UPTON,38826.0,2006.0,31.54026,-102.07952,9455.0,40,40,WFMP,SPBR_U --> WFMP,3.0,6.0,0.0,4000.0,202468.0,0.0,470820.0,206468.0,28.94866663,6.0,FRAC,7750.0,7917.0,53463.0,GAL,X-LINKGEL,135580.0,LB,SAND,,32.0,,20/40,20# BORATE,6845.0,7706.0,,9211.0,,,,,,,,,,,6844.38,7714.49,8310.05,9215.75,9504.34,9771.4,10398.13,10724.26,10849.41,10956.33,11213.42,11625.93,11826.75,11921.7
