Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,Class
0,10000,280780,190200,290780,23932,70351,758,50.9170981511221,48.1210657990625,50.0247607149579,38546,2005,31.7168,-102.0396,10530,44.1646661294716,47.6641071277034,45.572731767735,4,8,0,28.53084338,49.8051695977933,41.0841740484749,8,46.2993373360375,8400,8534,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6782,7678,8247,9197,9529,9867,10377.97,10701.35,10867.93,10976.91,11288.39,11871.85,12048.86,12090.08,1
0,7000,208341,169384,215341,95114,45931,759,50.9170981511221,48.1210657990625,50.0247607149579,38482,2005,31.7223,-102.0551,10513,48.5997313820817,55.0971911518644,40.7605692326044,3,6,0,17.388,45.6894734043355,41.0841740484749,6,46.2993373360375,9678,10138,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6814,7708,8260,9210,9560,9860,10404.69,10605.14,10801.17,10903.63,11201.72,11829.33,12020.45,12081.5,1
0,10000,288510,193420,298510,79913,30226,760,57.1815579561387,48.1210657990625,50.0247607149579,38472,2005,31.7297,-101.9668,10510,44.1646661294716,59.7140833134848,45.572731767735,4,8,0,65.73508381,49.8051695977933,41.0841740484749,8,46.2993373360375,10120,10177,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6650,7517,8093,9094,9468,9958,10459.55,10776.23,10938.67,10969.7,11222.64,11816.89,11982.37,12031.34,1
0,10000,287175,181757,297175,81172,30640,761,50.9170981511221,48.1210657990625,50.0247607149579,38560,2005,31.737,-101.968,10520,48.5997313820817,47.6641071277034,45.572731767735,4,8,0,11.199,49.8051695977933,41.0841740484749,8,46.2993373360375,10265,10305,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6637,7504,8095,9103,9455,9873,10459.41,10752.98,10910.41,10964.06,11219.62,11766.37,11945.73,11996.65,1
407484,0,0,349430,407484,407484,349430,763,50.9170981511221,48.1210657990625,50.0247607149579,38347,2004,31.78249,-102.208,11005,48.5997313820817,53.6855631306289,45.572731767735,1,1,0,27.99322887,49.8051695977933,41.0841740484749,1,46.2993373360375,8741,10542,57.459789077293,46.5028002169063,46.4885978294857,44.2500420302041,NA,7249,8076,8618,9398.86,9879.68,10170.75,10211,10717.96,10845.85,10765.56,10911.09,11417.34,11696.32,11810.64,1
0,10008,267522,190900,277530,56939,16120,764,50.9170981511221,48.1210657990625,50.0247607149579,38328,2004,31.7314,-101.9924,10510,48.5997313820817,59.7140833134848,45.572731767735,4,8,0,46.11910418,49.8051695977933,41.0841740484749,8,46.2993373360375,10112,10117,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6732,7545,8143,9136,9424,9842,10497.33,10802.48,10968.51,11041.8,11298.14,11853.56,12023,12063.92,1
0,10000,275566,191540,285566,24352,72750,765,57.1815579561387,48.1210657990625,50.0247607149579,38536,2005,31.6603,-102.07,10510,44.4812271666837,47.6641071277034,45.572731767735,4,8,0,42.732,49.8051695977933,41.0841740484749,8,46.2993373360375,8475,8655,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6894,7747,8314,9236,9547,10055,10441.64,10610.36,10872.52,10893.94,11135.95,11834.33,11988.16,12079.84,1
0,10000,291913,188640,301913,24369,72199,766,57.1815579561387,48.1210657990625,50.0247607149579,38546,2005,31.6579,-102.0781,10500,44.4812271666837,47.6641071277034,45.572731767735,4,8,0,46.864,49.8051695977933,41.0841740484749,8,46.2993373360375,8426,8649,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6894,7740,8264,9219,9560,10048,10400.39,10544.5,10817.58,10887.07,11150.19,11777.41,11932.94,12027.32,1
152000,2000,0,175000,154000,152000,175000,767,50.9170981511221,47.0209348228125,50.0247607149579,38485,2005,31.85368,-102.03837,11478,44.1646661294716,55.0971911518644,40.7605692326044,1,2,0,74.9528507,45.6894734043355,41.0841740484749,2,46.2993373360375,7938,8665,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6915.64,7787,8344,9315,9642,10061.13,10415,10746,10940.5,11013.31,11240,11755.57,11912.58,12014.88,1
0,0,453978,350670,453978,453978,350670,770,57.1815579561387,48.1210657990625,50.0247607149579,38586,2005,31.68745,-102.00262,11250,48.5997313820817,39.9132468291517,45.572731767735,1,1,0,91.768,49.8051695977933,41.0841740484749,1,46.2993373360375,8290,10734,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,NA,6787,7682,8252,9246,9594,10080,10602,10905,11066,11171,11299.3,12043.09,12150.3,12214.29,1
0,0,502194,500460,502194,502194,500460,771,57.1815579561387,48.1210657990625,50.0247607149579,38585,2005,31.69,-102.00783,11265,48.5997313820817,39.9132468291517,40.7605692326044,1,1,0,68.128,45.6894734043355,41.0841740484749,1,46.2993373360375,8225,10876,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,6768,7665,8233,9227,9568,10026,10567,10882,11040,11133,11258.43,12007.04,12124,12185.36,1
430542,0,0,350840,430542,430542,350840,772,50.9170981511221,48.1210657990625,50.0247607149579,38465,2005,31.81789,-102.07704,10937,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,48.18907111,49.8051695977933,41.0841740484749,1,46.2993373360375,8390,10533,57.459789077293,46.5028002169063,46.4885978294857,36.9588168142941,NA,6917,7776.32,8347.91,9265.69,9572.05,9898,10310.46,10553.32,10707.87,10833.62,11107.47,11611.27,11796.67,11934.13,1
0,8000,522000,334000,530000,367000,149000,776,50.9170981511221,47.0209348228125,50.0247607149579,38368,2005,31.77459,-102.03484,10125,44.1646661294716,47.6641071277034,40.7605692326044,2,4,0,49.55407614,45.6894734043355,41.0841740484749,4,46.2993373360375,9388,10007,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,NA,6812,7705,8276,9236,9594,9863,10437.16,10697.82,10880.14,10959.8,11233.74,11743.2,11951.3,12031.99,1
0,0,579516,401720,579516,579516,401720,778,50.9170981511221,48.1210657990625,50.0247607149579,38627,2005,31.81568,-102.03594,10980,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,77.38134441,49.8051695977933,41.0841740484749,1,46.2993373360375,8296,10611,46.9919495209192,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6803,7669,8230,9154.02,9548,9923,10350.48,10612.66,10774.53,10909.05,11171.74,11674.5,11883.82,11973.19,1
513870,0,0,498480,513870,513870,498480,779,50.9170981511221,48.1210657990625,50.0247607149579,39000,2006,31.81528,-102.07181,10897,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,59.04,49.8051695977933,41.0841740484749,1,46.2993373360375,8328,10494,57.459789077293,46.5028002169063,46.4885978294857,36.9588168142941,NA,6883,7738,8305,9228,9556,9916,10292,10545,10697.97,10831.32,11128.86,11611.57,11807.35,11935.42,1
0,10000,285717,188421,295717,79913,29909,780,57.1815579561387,48.1210657990625,50.0247607149579,38377,2005,31.70681,-102.04947,10515,48.5997313820817,39.9132468291517,45.572731767735,4,8,0,29.68,49.8051695977933,41.0841740484749,8,46.2993373360375,10115,10174,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6841,7700,8290,9235,9579,9910,10462.28,10696.82,10898.08,10919.78,11201.21,11908.52,12084.4,12143.43,1
0,3500,138030,337440,153212,71868,181700,781,50.9104396193166,47.2149192475855,50.0247607149579,38565,2005,31.78416,-101.86358,8985,39.3953253532759,39.9132468291517,45.572731767735,2,4,0,25.23054799,49.8051695977933,41.0841740484749,4,46.2993373360375,7915,8144,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6321,7214,7771,8781,9121.95,9497.36,10230.64,10486.38,10635.54,10673.02,10822.58,11254.1,11465.17,11531.12,1
602154,0,0,648106,602154,602154,648106,782,50.9170981511221,48.1210657990625,50.0247607149579,38966,2006,31.73401,-102.0632,10592,48.5997313820817,47.6641071277034,45.572731767735,1,1,0,48.27209734,49.8051695977933,41.0841740484749,1,46.2993373360375,8341,10511,35.81895018376,46.5028002169063,46.4885978294857,44.2500420302041,NA,6832,7720,8339,9225,9586,9978,10407.93,10597.78,10801.55,10927.94,11200.21,11796.69,11998.3,12082.88,1
0,10000,287630,190640,297630,80935,31379,787,57.1815579561387,48.1210657990625,50.0247607149579,38511,2005,31.6835,-101.9893,10515,39.3953253532759,53.6855631306289,45.572731767735,4,8,0,48.6,49.8051695977933,41.0841740484749,8,46.2993373360375,10165,10314,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6739,7596,8209,9224,9575,9986,10610.46,10896.7,11054.49,11143.41,11369.17,12065.25,12149.48,12216.05,1
447678,0,0,397760,447678,447678,397760,788,50.9170981511221,48.1210657990625,50.0247607149579,38579,2005,31.74965,-101.99676,11102,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,52.128,49.8051695977933,41.0841740484749,1,46.2993373360375,8160,10743,35.81895018376,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6650,7563,8116,9132,9491,9847,10475,10778,10945,11032.2,11287.84,11721.87,11915.88,11965.06,1
0,3500,150962,370720,154462,73935,178500,790,50.9104396193166,47.2149192475855,50.0247607149579,38548,2005,31.78865,-101.82521,8850,44.1646661294716,41.1683860955319,45.572731767735,2,4,0,31.136,49.8051695977933,41.0841740484749,4,46.2993373360375,7836,8018,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6193,7120,7707,8708,9009.49,9403.99,10202.68,10478.98,10630.74,10656.14,10802.32,11155.6,11376.66,11469.83,1
0,3500,134241,336760,153212,69658,183962,796,50.9104396193166,47.2149192475855,50.0247607149579,38615,2005,31.81198,-101.85492,8814,43.4336303913043,41.1683860955319,45.572731767735,2,4,0,33.076,49.8051695977933,41.0841740484749,4,46.2993373360375,7803,7957,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6167,7058,7628,8648,8965.02,9402.41,10073.23,10348.5,10490.38,10526.12,10656.29,11140.91,11255.62,11355.97,1
494718,0,0,572780,494718,494718,572780,797,57.1815579561387,48.1210657990625,50.0247607149579,38724,2006,31.6788,-101.9875,10600,48.5997313820817,53.6855631306289,45.572731767735,1,1,0,75.82,49.8051695977933,41.0841740484749,1,46.2993373360375,8232,10433,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6718,7541,8207,9196,9546,9993,10607.58,10892.25,11048.33,11136.51,11403.19,12071.44,12148.59,12219.15,1
0,10000,287063,181077,297063,80552,30304,803,57.1815579561387,48.1210657990625,50.0247607149579,38476,2005,31.6865,-101.9583,10520,48.5997313820817,39.9132468291517,45.572731767735,4,8,0,43.884,49.8051695977933,41.0841740484749,8,46.2993373360375,10135,10362,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6645,7369,7982,9137,9461,10022,10463.61,10831.49,10991.41,11010.22,11281.7,11961.55,12053.12,12119.52,1
384174,0,0,134520,384174,384174,134520,804,57.1815579561387,48.1210657990625,50.0247607149579,38817,2006,31.683,-101.9571,10611,48.5997313820817,47.6641071277034,45.572731767735,1,1,0,39.33313857,49.8051695977933,41.0841740484749,1,46.2993373360375,8128,10387,57.459789077293,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6652,7457,7965,9095,9462,9996,10476.86,10830.75,10990.7,11015.82,11292.21,11961.93,12051.11,12120.48,1
0,15000,426000,264000,441000,152000,175000,805,50.9170981511221,47.0209348228125,50.0247607149579,38520,2005,31.84666,-102.06198,11485,44.1646661294716,47.6641071277034,40.7605692326044,2,4,0,83.324,45.6894734043355,41.0841740484749,4,46.2993373360375,9433,9995,45.6145114608116,46.5028002169063,46.4885978294857,NA,NA,6935.17,7774,8324,9279,9603,10011.96,10354,10620,10807,10899.67,11137,11643.17,11860.77,11982.63,1
0,0,463554,350660,463554,463554,350660,809,50.9170981511221,48.1210657990625,50.0247607149579,38610,2005,31.79904,-102.04291,11015,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,29.26985004,49.8051695977933,41.0841740484749,1,46.2993373360375,8294,10663,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6814.62,7701.66,8259.06,9227.3,9539.04,9941.61,10389.65,10672.07,10824.35,10927.13,11263.19,11670.45,11890.5,11980.31,1
665322,0,0,613250,665322,665322,613250,810,50.9170981511221,48.1210657990625,50.0247607149579,38778,2006,31.77891,-102.06478,10849,44.1646661294716,39.9132468291517,45.572731767735,1,1,0,43.964,49.8051695977933,41.0841740484749,1,46.2993373360375,8356,10543,35.81895018376,46.5028002169063,46.4885978294857,44.2500420302041,NA,6940,7773,8315,9263,9641,9938,10388,10644,10796.61,10930.38,11215.83,11727.42,11946.1,12039.38,1
0,10000,320415,155654,330415,72793,29955,817,57.1815579561387,48.1210657990625,50.0247607149579,38559,2005,31.6863,-102.0874,10500,44.1646661294716,39.9132468291517,45.572731767735,4,8,0,33.832,49.8051695977933,41.0841740484749,8,46.2993373360375,10252,10388,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6937,7762,8349,9249,9614,9984,10378.81,10499.83,10806.71,10805.34,11076.1,11817.34,12005.7,12092.87,1
0,6000,435500,496700,441500,435500,496700,818,50.9170981511221,44.52772543375,50.0247607149579,38769,2006,31.7972,-102.03435,10999,48.5997313820817,59.7140833134848,53.2831107625641,1,2,0,41.82115739,49.8051695977933,59.5113455050573,2,46.2993373360375,8278,10521,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,6772.08,7663.18,8226.64,9198.11,9521.3,9951.14,10355.47,10655.51,10838.82,10917.38,11186.79,11665.92,11882.99,11971.05,1
0,10000,283385,190699,293385,73684,30409,819,50.9170981511221,48.1210657990625,50.0247607149579,38573,2005,31.813,-102.0309,10540,44.1646661294716,47.6641071277034,45.572731767735,4,8,0,41.208,49.8051695977933,41.0841740484749,8,46.2993373360375,10289,10437,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6792,7685,8237,9234,9543,9908,10326,10445.99,10593.37,10706.89,10956.03,11467.97,11679.9,11970.43,1
569856,9000,0,601330,578856,569856,601330,820,57.1815579561387,48.1210657990625,50.0247607149579,38789,2006,31.7203,-101.991,10630,48.5997313820817,59.7140833134848,40.7605692326044,1,2,0,32.128,45.6894734043355,41.0841740484749,2,46.2993373360375,8208,10598,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6706,7595,8162,9182,9497,9865,10543.37,10812.14,10977.85,11035.86,11246.17,11887.68,12037.97,12080.49,1
0,10000,288653,182317,298653,81757,30149,821,50.9170981511221,48.1210657990625,50.0247607149579,38613,2005,31.8043,-102.0359,10510,48.5997313820817,39.9132468291517,45.572731767735,4,8,0,57.032,49.8051695977933,41.0841740484749,8,46.2993373360375,10262,10376,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6787,7684,8244,9220,9529,9843,10336,10662.21,10813.57,10926.66,11211.15,11691.07,11912.12,11990.25,1
0,13944,524202,495000,538146,65814,30600,823,50.9170981511221,48.1210657990625,50.0247607149579,38632,2005,31.8207,-101.9963,10550,44.1646661294716,47.6641071277034,45.572731767735,6,12,0,43.372,49.8051695977933,41.0841740484749,12,46.2993373360375,9938,10409,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6740,7635,8204,9200,9545,9943,10410,10680.65,10850.89,10947.11,11132.99,11575.34,11794.71,11901.19,1
414750,0,0,396520,414750,414750,396520,824,50.9170981511221,48.1210657990625,50.0247607149579,38669,2005,31.7577,-101.9758,10610,44.1646661294716,47.6641071277034,40.7605692326044,1,1,0,37.848,45.6894734043355,41.0841740484749,1,46.2993373360375,8121,10541,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6617,7505,8082,9093,9433,9732,10471.25,10747.43,10888,10961.82,11193.68,11645.79,11858.31,11925.28,1
606396,0,0,550420,606396,606396,550420,826,50.9170981511221,48.1210657990625,50.0247607149579,38879,2006,31.83454,-102.21098,11176,44.1646661294716,53.6855631306289,45.572731767735,1,1,0,39.916,49.8051695977933,41.0841740484749,1,46.2993373360375,8577,10512,57.459789077293,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,7171,7991,8566,9364,9692,9967.73,10192,10526.52,10741.77,10851.31,11220.75,11835.29,12094.85,12196.32,1
611730,0,0,630500,611730,611730,630500,827,50.9170981511221,48.1210657990625,50.0247607149579,39079,2006,31.74388,-102.02048,10621,48.5997313820817,39.9132468291517,40.7605692326044,1,1,0,25.465,45.6894734043355,41.0841740484749,1,46.2993373360375,8249,10368,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,6749,7676,8212,9202,9522,9955,10498.47,10770.57,10858.71,11034.49,11297.26,11801.67,11993.51,12013.86,1
505386,0,0,497280,505386,505386,497280,829,50.9170981511221,48.1210657990625,50.0247607149579,38684,2005,31.78289,-102.19,10714,44.1646661294716,47.6641071277034,45.572731767735,1,1,0,42.156,49.8051695977933,41.0841740484749,1,46.2993373360375,8632,10675,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,7225,8042.29,8607.82,9411.31,9859.38,9886.46,10341,10737.25,11183.38,11126.97,11092.54,11588.36,11839.19,11953.52,1
579726,0,0,600100,579726,579726,600100,830,50.9170981511221,48.1210657990625,50.0247607149579,38824,2006,31.78545,-102.19527,10713,44.1646661294716,59.7140833134848,45.572731767735,1,1,0,20.72,49.8051695977933,41.0841740484749,1,46.2993373360375,8721,10638,57.459789077293,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,7217,8052.3,8608.48,9396.33,9853.6,9900.45,10327.05,10685.83,11111.09,11070.48,11060.32,11589.08,11846.05,11960.49,1
0,15960,458304,421620,474264,49980,7900,831,50.9170981511221,48.1210657990625,50.0247607149579,38630,2005,31.76821,-101.99774,10530,44.1646661294716,59.7140833134848,45.572731767735,6,12,0,55.664,49.8051695977933,41.0841740484749,12,46.2993373360375,9998,10383,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6682,7598,8155,9155,9491,9824,10467.36,10759.43,10925.16,11021.84,11282,11687.41,11894.29,11971.46,1
0,14112,445242,422040,459354,74718,231940,832,50.9170981511221,48.1210657990625,50.0247607149579,38626,2005,31.8385,-101.9844,10530,44.1646661294716,47.6641071277034,45.572731767735,6,12,0,21.948,49.8051695977933,41.0841740484749,12,46.2993373360375,8173,8494,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6665.59,7565,8128,9127,9460,9737.01,10317,10604.62,10748.98,10847.09,11035.54,11433.62,11666.31,11774.32,1
0,12000,445406,544020,457406,23277.5,NA,833,50.9104396193166,47.2149192475855,50.0247607149579,38771,2006,31.81577,-101.96765,10515,NA,NA,40.4855503116667,4,9,0,23.084,47.142803834728,41.0841740484749,9,23.084,9264,10088,23.084,NA,NA,23.084,NA,6688,7549,8139,9150,9496,9830.25,10469,10655.72,10807.53,10881.69,11089.12,11397.44,11665.31,11761.85,1
0,17000,492531,748661,509531,70619,79021,835,50.9104396193166,47.2149192475855,50.0247607149579,38703,2005,31.82037,-101.96493,10501,48.5997313820817,59.7140833134848,45.572731767735,6,12,0,58.856,49.8051695977933,41.0841740484749,12,46.2993373360375,9982,10172,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6641,7508,8067,9082,9417,9761.83,10421,10623.88,10771.52,10843.76,11062.62,11353.53,11626.74,11726.2,1
0,19500,432360,667460,451860,45988,31008,836,50.9104396193166,47.2149192475855,50.0247607149579,38734,2006,31.80842,-101.96577,10526,48.5997313820817,39.9132468291517,45.572731767735,6,12,0,27.448,49.8051695977933,41.0841740484749,12,46.2993373360375,10095,10102,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6669,7530.93,8095.57,9111.47,9446.46,9878.29,10424.97,10662.38,10820.39,10890.53,11086.31,11418.66,11685.84,11778.39,1
0,15500,535081,803880,550581,94222,107963,837,50.9104396193166,47.2149192475855,50.0247607149579,38677,2005,31.8063,-101.9607,10485,48.5997313820817,59.7140833134848,45.572731767735,6,12,0,71.588,49.8051695977933,41.0841740484749,12,46.2993373360375,9989,10070,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6606,7478,8041,9053,9378,9814.67,10363,10632.31,10790.75,10859.33,11055.43,11389.38,11661.29,11750.53,1
510972,0,0,589080,510972,510972,589080,839,50.9170981511221,48.1210657990625,50.0247607149579,38930,2006,31.8173,-102.02647,10817,44.1646661294716,59.7140833134848,67.5302083073333,1,1,0,21.7819457,49.8051695977933,56.5692692866102,1,46.2993373360375,8262,10762,57.459789077293,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6773,7671,8219,9219,9524,9925,10377,10688.98,10790.26,10911.68,11143.26,11660.18,11864.57,11956.62,1
0,6500,271293,486900,277793,55136,136020,841,50.9104396193166,47.2149192475855,50.0247607149579,38977,2006,31.92039,-101.95716,9426,43.4336303913043,41.1683860955319,40.7605692326044,4,7,0,17.98007424,45.6894734043355,41.0841740484749,7,46.2993373360375,7551,7707,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6672,7505,8084,9113,9388.59,9782.19,10141.75,10556.51,10592.69,10665.15,10844.62,11247.94,11507.23,11613.86,1
0,14250,393163,682912,407413,63760,71950,843,50.9170981511221,47.2149192475855,50.0247607149579,38799,2006,31.87755,-102.02808,10330,48.5997313820817,55.0971911518644,45.572731767735,5,9,0,34.48,49.8051695977933,41.0841740484749,9,46.2993373360375,9766,9830,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,6855,7742,8301,9289,9653,9978,10357.43,10682.56,10860.74,10937.9,11170.56,11661.37,11854.61,11956.72,1
0,10000,346404,505860,356404,80304,17682,844,50.9170981511221,47.2149192475855,50.0247607149579,38714,2005,31.8856,-102.02622,10125,48.5997313820817,55.0971911518644,40.7605692326044,5,10,0,39.184,45.6894734043355,41.0841740484749,10,46.2993373360375,9704,9925,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,6836,7709,8261,9252,9577,9925,10351.96,10657.94,10816.42,10899.82,11158.95,11615.49,11831.2,11933.02,1
0,11000,400032,775660,411032,99077,147198,845,50.9170981511221,47.2149192475855,50.0247607149579,38814,2006,31.87629,-102.04972,10331,48.5997313820817,55.0971911518644,40.7605692326044,5,10,0,33.2316135,45.6894734043355,41.0841740484749,10,46.2993373360375,9780,10175,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6874,7734,8315,9264,9574,9963,10353.75,10640.05,10812.07,10906.03,11116.38,11601.87,11813.12,11919.64,1
0,15500,428634,533020,444134,79469,16036,846,50.9170981511221,47.2149192475855,50.0247607149579,38726,2006,31.88431,-101.99888,10090,48.5997313820817,55.0971911518644,40.7605692326044,6,12,0,44.904,45.6894734043355,41.0841740484749,12,46.2993373360375,9957,9966,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,6798,7675,8237,9260,9570,9966,10384.35,10667.81,10847.75,10894.59,11109.08,11533.9,11762.33,11868.65,1
481000,19250,0,289000,500250,481000,289000,848,50.9170981511221,47.0209348228125,50.0247607149579,38687,2005,31.85538,-102.04329,10125,44.1646661294716,55.0971911518644,40.7605692326044,1,2,0,67.94976138,45.6894734043355,41.0841740484749,2,46.2993373360375,7944,10024,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6921,7784,8347,9330.79,9631.59,10018.52,10400.19,10703.04,10890.59,10976.16,11222.41,11706.99,11881.58,11987.62,1
0,15500,480958,603272,496458,78539,16505,850,50.9104396193166,47.2149192475855,50.0247607149579,38751,2006,31.82868,-101.9136,10022,48.5997313820817,39.9132468291517,45.572731767735,6,12,0,40.26411279,49.8051695977933,41.0841740484749,12,46.2993373360375,9711,9783,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6392,7235,7798,8791,9141,9505.67,10105.25,10361.62,10508.29,10573.11,10744.26,11048.2,11339.56,11418.99,1
0,26000,416619,686660,553119,107325,136000,853,50.9104396193166,47.2149192475855,50.0247607149579,38746,2006,31.85219,-101.92604,10012,48.5997313820817,47.6641071277034,45.572731767735,5,10,0,59.18129168,49.8051695977933,41.0841740484749,10,46.2993373360375,9616,9904,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6508,7360,7910,8927,9253,9686.19,10175.91,10440.97,10584.5,10644.19,10806.69,11076.95,11354.07,11453.2,1
503000,9250,0,307000,512250,503000,307000,855,50.9170981511221,47.0209348228125,50.0247607149579,38715,2005,31.77903,-102.03206,10127,44.1646661294716,59.7140833134848,40.7605692326044,1,2,0,32.93505397,45.6894734043355,41.0841740484749,2,46.2993373360375,7819,9818,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6775,7665,8225,9199,9535,9815,10419.05,10676.16,10874.04,10937.23,11203.08,11711.72,11919.41,12006.54,1
0,16000,450247,633024,466247,65360,71459,856,50.9104396193166,47.2149192475855,50.0247607149579,38754,2006,31.78182,-101.95272,10510,48.5997313820817,59.7140833134848,45.572731767735,6,12,0,28.836,49.8051695977933,41.0841740484749,12,46.2993373360375,10010,10387,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6574,7433,8008,9018,9359,9688,10409,10659.92,10797.5,10883.87,11030.54,11473.07,11718.78,11789.86,1
0,12750,450268,399440,463018,80417,16773,862,50.9104396193166,47.2149192475855,50.0247607149579,38879,2006,31.83892,-101.96636,10336,48.5997313820817,47.6641071277034,45.572731767735,6,11,0,52.692,49.8051695977933,41.0841740484749,11,46.2993373360375,9834,9984,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,6651.38,7513,8056,9071,9404,9697.81,10139.68,10593.22,10777.29,10848.27,11030.76,11302.39,11568.14,11673.31,1
0,15750,450349,405820,466099,80698,17493,864,50.9104396193166,47.2149192475855,50.0247607149579,38802,2006,31.85266,-101.97081,10380,48.5997313820817,59.7140833134848,45.572731767735,6,12,0,37.752,49.8051695977933,41.0841740484749,12,46.2993373360375,9838,10147,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6676,7528,8083,9108,9437,9770.12,10330,10573.1,10722.94,10829.63,10975.33,11316.35,11565.56,11677.04,1
0,5000,567900,550300,572900,567900,550300,865,50.9170981511221,44.52772543375,50.0247607149579,38776,2006,31.76849,-101.97813,11026,48.5997313820817,41.1683860955319,53.2831107625641,1,2,0,35.284,49.8051695977933,59.5113455050573,2,46.2993373360375,8210,10678,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6634,7504,8074,9085,9427,9739,10415,10724,10884,10897.04,11115.7,11560.3,11781.74,11876.93,1
13294,0,0,538660,153212,23277.5,538660,866,50.9170981511221,48.1210657990625,50.0247607149579,38754,2006,31.71644,-102.08857,10609,48.5997313820817,47.6641071277034,59.9755520332727,1,1,0,32.14,45.6894734043355,56.5692692866102,1,46.2993373360375,8317,10580,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6910,7768,8309,9219,9573,10010,10304.16,10495.87,10663.12,10735.87,10952.37,11748.29,11953.57,12043.63,1
