WellID,EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Treatment.Records,Deepest_Zone,Depth.Top,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,BEND..KHW.
1479,123.4073116,0,13500,1398355.9,1392470,983084,50.9104396193166,47.2149192475855,41035,31.92695,-101.84699,10428,48.5997313820817,39.9132468291517,40.7605692326044,6,41.0841740484749,8710,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10448.38
1492,120.0347822,0,15000,1398355.9,1408201.2,130878,50.9104396193166,47.2149192475855,41061,31.79764,-101.79802,11279,44.1646661294716,41.1683860955319,64.6750664149306,10,59.5113455050573,10632,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,10613.6
1496,166.34,1075580.1,0,787968,1121190,1121190,50.9170981511221,118.1616,41006,31.73586,-102.11627,10395,44.4812271666837,47.6641071277034,40.7605692326044,1,41.0841740484749,7845,57.459789077293,46.5028002169063,46.4885978294857,50.0758554558694,10703.83
1509,159.2121528,440916,0,936100,440916,440916,50.9170981511221,159.2121528,41062,31.77747,-102.00503,11509,44.1646661294716,47.6641071277034,53.2831107625641,1,59.5113455050573,8410,57.459789077293,46.5028002169063,46.4885978294857,51.8840728299614,10944.49
1513,125.6,1075580.1,0,802974,1161972,1161972,50.9170981511221,118.1616,41085,31.72785,-102.14918,10667,44.1646661294716,39.9132468291517,40.7605692326044,1,41.0841740484749,8007,57.459789077293,46.5028002169063,46.4885978294857,43.5173355467243,10701.71
2179,137.964,0,7752.72409783074,936636.240844985,1066366.23586362,636604.00532791,37.4785431919082,42.0641074122059,40453,31.64136,-101.43021,8275,48.5997313820817,59.7140833134848,40.7605692326044,7,41.0841740484749,7842,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10129.4488044768
2242,126.068,199371.767441655,6275.88920347762,915174.320899956,1072394.94799092,716898.325289096,37.4785431919082,42.0641074122059,41002,31.65067,-101.41874,8270,48.5997313820817,53.6855631306289,40.7605692326044,1,41.0841740484749,5937,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,10253.1029491377
2249,109.772,0,8064,555880,906108,898044,37.4785431919082,48.1210657990625,41012,31.53831,-101.48093,9983,48.5997313820817,39.9132468291517,40.4855503116667,2,41.0841740484749,7815,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,10206.3090748363
2299,111.2084996,742140,0,854000,742140,742140,57.1815579561387,48.1210657990625,38910,31.6266,-102.0368,10405,44.1646661294716,59.7140833134848,40.7605692326044,2,41.0841740484749,7745,57.459789077293,46.5028002169063,46.4885978294857,42.737671591592,10909.84
2309,142.2787642,1075580.1,0,800960,1136226,1136226,57.1815579561387,48.1210657990625,39238,31.6251,-102.0586,10406,48.5997313820817,47.6641071277034,40.7605692326044,1,41.0841740484749,7746,57.459789077293,46.5028002169063,46.4885978294857,47.8474538327758,10814.65
2310,200.612,1075580.1,0,947126,1318170,1231011.6,57.1815579561387,48.1210657990625,39016,31.6206,-102.0615,10410,44.1646661294716,47.6641071277034,40.7605692326044,1,41.0841740484749,7746,57.459789077293,46.5028002169063,46.4885978294857,46.9724067441005,10799.64
2419,118.884,0,26000,1256640,256952,219452,57.1815579561387,101.899864313182,40360,31.62739191,-102.0014106,11000,44.1646661294716,39.9132468291517,59.9755520332727,2,56.5692692866102,7708,46.9919495209192,46.5028002169063,46.4885978294857,44.8704497419362,11084.61
2420,163.868,0,26000,1398355.9,218931,23277.5,57.1815579561387,101.899864313182,40384,31.63445,-102.00351,11000,48.5997313820817,59.7140833134848,67.5302083073333,17,56.5692692866102,10950,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,11037.87
2523,128.1435505,1075580.1,0,732500,1139905.184,1139922,57.1815579561387,72.5015994800833,40578,31.49245,-102.05501,10665,44.1646661294716,39.9132468291517,40.7605692326044,1,41.0841740484749,7655,57.459789077293,46.5028002169063,46.4885978294857,50.6257730492418,10765.54
2589,131.4437137,1075580.1,0,923839,1408201.2,1231011.6,57.1815579561387,72.5015994800833,40648,31.53826,-102.10538,11244,48.5997313820817,59.7140833134848,64.6750664149306,1,59.5113455050573,7945,57.459789077293,46.5028002169063,46.4885978294857,52.6124837923984,10908.12
2606,140.7955167,1075580.1,0,870000,1361934,1231011.6,57.1815579561387,72.5015994800833,40846,31.51306,-102.09707,11389,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7920,57.459789077293,46.5028002169063,46.4885978294857,50.0758567244577,10965.77
2624,164.402811,1075580.1,0,993500,1408201.2,1231011.6,57.1815579561387,72.5015994800833,40812,31.53259,-102.09487,11465,44.1646661294716,55.0971911518644,64.6750664149306,1,59.5113455050573,7910,57.459789077293,46.5028002169063,46.4885978294857,49.6885559675349,10926.31
2627,113.072,1075580.1,0,909874,1143828,1143828,57.1815579561387,85.256,40687,31.53937,-102.12832,10725,48.5997313820817,59.7140833134848,40.7605692326044,1,41.0841740484749,7795,57.459789077293,46.5028002169063,46.4885978294857,44.250038490201,10769.17
2634,115.2346599,1075580.1,0,776000,1255367.367,1231011.6,57.1815579561387,72.5015994800833,40886,31.50942,-102.06507,11490,48.5997313820817,59.7140833134848,64.6750664149306,1,59.5113455050573,7740,57.459789077293,46.5028002169063,46.4885978294857,47.7721887651195,11128
2644,163.956,1075580.1,0,699035,1075620,1075620,57.1815579561387,72.5015994800833,40859,31.5197,-102.11672,10610,48.5997313820817,53.6855631306289,40.7605692326044,1,41.0841740484749,7780,57.459789077293,46.5028002169063,46.4885978294857,49.6718698465891,10819.62
2645,176.1857485,1075580.1,0,699004,1181544,1181544,57.1815579561387,72.5015994800833,40927,31.51511,-102.08872,11517,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7920,57.459789077293,46.5028002169063,46.4885978294857,49.1039831277844,10976.52
2667,167.076,1075580.1,0,708500,1128204,1128204,57.1815579561387,72.5015994800833,40995,31.53319,-102.12608,11463,39.3953253532759,53.6855631306289,40.7605692326044,1,41.0841740484749,7945,57.459789077293,46.5028002169063,46.4885978294857,49.5259440830805,10773.85
2690,126.008,0,13500,1372691,1343454,972264,57.1815579561387,47.2149192475855,41072,31.49912,-102.03958,10844,48.5997313820817,59.7140833134848,36.3453506504094,6,41.0841740484749,9072,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,10700.96
2698,128.3355706,0,0,719500,920354,143501,57.1815579561387,32.2985667405982,41040,31.5172,-102.03305,10878,48.5997313820817,39.9132468291517,50.6046402510526,6,56.5692692866102,10310,45.6145114608116,46.5028002169063,38.0055308655556,48.7225007616148,10786.01
2703,113.412,1075580.1,0,1398355.9,1242612,1231011.6,57.1815579561387,101.899864313182,40953,31.63928,-102.00131,10472,44.1646661294716,53.6855631306289,45.572731767735,1,41.0841740484749,8369,57.459789077293,46.5028002169063,46.4885978294857,49.2797631998759,11040.32
2709,107.56,1075580.1,0,586160,1092882,1092882,57.1815579561387,101.899864313182,41088,31.59239,-101.95375,12014,48.5997313820817,41.1683860955319,61.3417020506667,1,68.9704655163636,9430,57.459789077293,46.5028002169063,46.4885978294857,47.6535466084202,10850.14
2719,125.684,1075580.1,0,1341760,1408201.2,1231011.6,57.1815579561387,101.899864313182,41019,31.63574,-101.99403,12200,44.1646661294716,39.9132468291517,53.2831107625641,1,59.5113455050573,8960,57.459789077293,46.5028002169063,46.4885978294857,0,11057.52
2720,116.856,1075580.1,0,1288000,1408201.2,1231011.6,57.1815579561387,101.899864313182,41067,31.63226,-101.99906,12040,44.1646661294716,59.7140833134848,53.2831107625641,1,59.5113455050573,8988,57.459789077293,46.5028002169063,46.4885978294857,62.5374169440145,11060.94
2725,137.532,0,0,891950,1408201.2,1231011.6,57.1815579561387,72.5015994800833,41079,31.52309,-102.11833,11465,48.5997313820817,53.6855631306289,64.6750664149306,1,59.5113455050573,7840,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,10798.31
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.4812254986377,39.913245332405,67.5302057749506,1,56.5692671652627,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10312.1896132929
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.6294423676152,48.3539345944261,69.7165458149371,1,62.4589375317019,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10467.355304763
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.2949600781584,46.7087106871876,78.5975512244452,1,71.8273721097563,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10331.26952295
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,48.7224986980737,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.7857217420418,48.0559161505915,70.5023179051171,1,64.4011079898499,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10537.3811606713
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,48.7224984229349,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,0,0,0,1,0,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,0
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,46.1854352342016,45.6121357669916,72.5885996530512,1,61.70079799505,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10252.8229761719
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.4812264823571,39.9132462151018,67.530207268407,1,56.5692684163138,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10312.1898413509
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.1646654670016,59.7140824177736,107.375796403363,1,100.836731158782,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10035.4998494675
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,48.7224990076048,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.3487123159009,45.6784015341756,58.3387052790169,1,50.0871353478926,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10616.9883824351
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.1646647026132,59.7140813842606,107.375794544936,1,100.836729413531,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10035.4996757762
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,46.5994626442225,51.4091464482652,67.5642565585434,1,58.6239322687426,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10451.7529023706
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,46.7191843745541,49.9674781935641,81.191326625077,1,74.0967995003986,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10273.2576987079
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.5889648073059,52.0474554860723,82.2613222497324,1,73.4761827382831,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10250.1892017615
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.8657868008884,54.5409938081261,86.3821784008015,1,83.1333473770522,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10208.2504886028
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.2695580889426,54.3113618425109,92.8675219481396,1,84.441421622716,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10122.4937226364
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.3050365270544,49.7355653907359,77.4222499526251,1,69.3300083233617,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10357.9259820758
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.1646657126365,48.4616373530665,81.4674881849838,1,75.7629015407743,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10386.2572053432
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.3074126252719,50.0469763118,82.9402900161436,1,74.7832605654519,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10254.5230288321
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.4104598594361,42.0717486787325,63.8872948662106,1,55.1697828620575,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10442.0083049573
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,0,11031.23
1500,286.748,405048,0,304380,405048,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,1,59.5113455050573,10857,57.459789077293,46.5028002169063,46.4885978294857,48.722499262461,11031.23
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,44.4812227185614,39.9132428378274,67.5302015543132,1,56.5692636296838,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10312.1889687811
462,333.52,0,0,1398355.9,1408201.2,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,45.5339597806648,51.18823527416,80.1442218332303,1,71.2553400664452,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,10273.0933651916
