Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Base,Fluid.Type,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Total.Height,Geology.Score
0,12500,368534,388286,381034,80312,21685,944.847058823529,255.117647058824,616,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37950,2003,31.74378,-101.97116,10520,40,80,3,5,10,0,46.92,2,4,10,FRAC,9893,GEL,SAND,NA,50,NA,20/40,85,1577,5602
0,9500,299893,367600,309393,74852,15488,453.648484848485,93.8666666666667,617,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37984,2003,31.762,-101.9903,10500,40,80,2,4,8,0,56.28002967,3,4,8,FRAC,10297,GEL,SAND,NA,51,NA,20/40,165,1021,4459
0,9500,281505,372160,291005,64319,16800,618.451923076923,161.538461538462,618,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37973,2003,31.73105,-101.94476,10502,160,40,2,4,8,0,36.512,3,4,8,FRAC,10400,GEL,SAND,NA,55,NA,20/40,104,955,4561
0,9500,279774,372173,289274,74024,17549,902.731707317073,214.012195121951,619,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,37984,2003,31.73682,-101.94974,10520,40,40,3,4,8,0,27.604,2,4,8,FRAC,10348,GEL,SAND,NA,61,NA,20/40,82,1599,5643
0,9000,83000,291000,92000,83000,291000,42.4987199180748,149.00153609831,621,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38047,2004,31.7743,-101.98676,11000,80,80,2,1,2,0,36.296,3,4,2,FRAC,10147,GEL,SAND,NA,NA,NA,NA,1953,1015,4369
382200,0,0,464414,382200,382200,464414,248.666232921275,302.156148340924,622,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38074,2004,31.86862,-101.93597,11100,40,Sub 20,2,1,1,0,74.212,3,4,1,FRAC,9765,FLUD,SAND,NA,NA,NA,NA,1537,957.300000000001,4226.54
0,10000,274131,173000,284131,68601,18000,381.116666666667,100,626,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38006,2004,31.7354,-101.9914,10515,40,80,2,4,8,0,31.67528813,3,4,8,FRAC,10265,GEL,SAND,NA,NA,NA,NA,180,987,4169
0,7300,277449,174500,284749,68636,19000,350.183673469388,96.9387755102041,627,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37959,2003,31.6806,-102.0678,10525,80,40,2,4,8,0,34.74,3,4,8,FRAC,10384,GEL,SAND,NA,NA,GELA,NA,196,931,4169
0,10000,255364,170000,265364,38028,18000,138.283636363636,65.4545454545455,630,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37986,2003,31.8236,-102.0512,10503,160,80,2,4,8,0,23.48530212,3,4,8,FRAC,10283,GEL,SAND,NA,NA,NA,NA,275,951.940000000001,4267.22
0,10000,270233,169528,280233,66935,16981,518.875968992248,131.635658914729,633,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37993,2004,31.6752,-102.0392,10525,160,80,3,4,8,0,41.116,2,4,8,FRAC,10224,GEL,SAND,NA,NA,GELA,NA,129,1495,5492
0,10000,278112,166000,288112,67765,18000,996.544117647059,264.705882352941,634,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38006,2004,31.6662,-102.0454,10525,160,80,2,4,8,0,34.972,3,4,8,FRAC,10172,GEL,SAND,NA,NA,NA,NA,68,950,4318
0,10000,271890,161048,281890,65370,14548,453.958333333333,101.027777777778,635,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37978,2003,31.6715,-101.9753,10520,20,40,2,4,8,0,59.83319228,3,4,8,FRAC,10248,GEL,SAND,NA,NA,GELA,NA,144,998,4466
0,10000,283927,191500,293927,76686,30500,649.881355932203,258.474576271186,636,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38128,2004,31.6721,-101.9724,10510,20,80,2,4,8,0,40.024,3,4,8,FRAC,10251,GEL,SAND,NA,NA,NA,NA,118,998,4430
0,14000,760000,1746269.87999999,774000,760000,1215760,348.783845800826,1284.99311610831,639,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38013,2004,31.78972,-102.01826,11000,80,160,2,1,2,0,53.41442894,3,4,2,FRAC,10536,GEL,SAND,NA,NA,NA,NA,2179,934,3994
0,15876,371700,653345,387576,371700,653345,191.105398457584,335.910025706941,641,A,LEGACY RESERVES OPERATING LP,MIDLAND,38015,2004,31.68173,-102.17021,10145,80,40,3,1,2,0,57.53915632,2,4,2,FRAC,9883,GEL,SAND,NA,NA,WGEL,20/40,1945,1369,5177
0,8000,507000,264000,515000,152000,175000,211.994421199442,244.072524407252,642,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,37965,2003,31.77689,-102.04097,10125,80,80,3,2,4,0,47.144,2,4,4,FRAC,8585,GEL,SAND,NA,NA,NA,NA,717,1517,5435
173000,2750,0,200270,175750,90000,54450,454.545454545455,275,645,C,ATHLON ENERGY OPERATING LLC,MIDLAND,38200,2004,31.91882,-101.81391,8905,80,40,2,2,4,0,9.608,3,4,4,FRAC,8776,FLUD,SAND,NA,NA,NA,20/40,198,986,4162.44
0,0,300510,200690,300510,300510,200690,279.2843866171,186.514869888476,646,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38025,2004,31.77534,-102.20545,10750,80,Over 160,2,1,1,0,60.292,3,4,1,FRAC,9951,X-LINKGEL,SAND,NA,NA,XLNK,NA,1076,783,4120.92
0,9000,281277,171260,290277,66931,17231,294.850220264317,75.9074889867841,647,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38065,2004,31.73587,-102.05482,10500,80,80,3,4,7,0,50.42609975,2,4,7,FRAC,10298,GEL,SAND,NA,NA,NA,NA,227,1464,5290
0,10000,277662,144000,287662,75023,23000,280.985018726592,86.1423220973783,648,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,37982,2003,31.71597,-102.07502,10525,80,160,2,4,8,0,34.60778643,3,4,8,FRAC,10380,GEL,SAND,NA,NA,NA,NA,267,919,4129
0,83554.9999999988,0,430880,295890,295890,430880,170.051724137931,247.632183908046,649,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38081,2004,31.86038,-101.95557,11000,40,20,2,1,1,0,39.90735845,3,4,1,FRAC,9948,A,SAND,NA,NA,HCL,NA,1740,991.08,4221.24
0,20000,455000,273000,475000,181000,219000,237.84494086728,287.779237844941,650,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38087,2004,31.7719,-102.07991,10125,80,80,3,2,4,0,56.3998334,2,4,4,FRAC,8661,GEL,SAND,NA,NA,NA,NA,761,1468.45,5305.5
268000,24000,0,301000,292000,268000,301000,143.853998926463,161.567364465915,651,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38081,2004,31.77179,-101.98067,11000,40,80,2,1,2,0,34.484,3,4,2,FRAC,10102,W,SAND,NA,NA,GELA,NA,1863,1018,4406
329532,0,0,325190,329532,329532,325190,180.763576522216,178.381788261108,652,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38104,2004,31.78981,-102.06841,10765,80,40,2,1,1,0,69.96060032,3,4,1,FRAC,10146,FLUD,SAND,NA,NA,XLNK,NA,1823,937.52,4292.56
305340,0,0,434510,305340,305340,434510,170.485762144054,242.607481853713,653,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38167,2004,31.85985,-101.94259,11750,40,20,3,1,1,0,67.268,2,4,1,FRAC,9839,FLUD,SAND,NA,NA,NA,NA,1791,1541.79,5378.61
0,10000,285605,170320,295605,67712,17600,470.222222222222,122.222222222222,655,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38009,2004,31.693,-102.0273,10515,160,80,2,4,8,0,43.268,3,4,8,FRAC,10326,GEL,SAND,NA,NA,NA,NA,144,984.1,4259.9
0,10000,287570,184096,297570,80066,30500,435.141304347826,165.760869565217,656,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38038,2004,31.7036,-101.9818,12510,40,160,2,4,8,0,31.92805746,3,4,8,FRAC,10360,GEL,SAND,NA,NA,NA,NA,184,1005,4367
0,5000,198190,471380,203190,55930,134453,291.302083333333,700.276041666667,657,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38068,2004,31.76988,-101.85904,9095,160,40,3,3,6,0,52.85194007,2,4,6,FRAC,7441,X-LINKGEL,SAND,NA,30,NA,20/40,192,1569,5585.68
0,5000,200238,475120,205238,56742,135510,280.90099009901,670.841584158416,658,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38072,2004,31.77164,-101.85117,9060,40,40,3,3,6,0,46.312,2,4,6,FRAC,7418,X-LINKGEL,SAND,NA,31.3,NA,20/40,202,1578,5559.76
0,5000,200303,471910,205303,56519,135222,282.595,676.11,659,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38072,2004,31.77514,-101.85229,9050,40,40,3,3,6,0,80.32913438,2,4,6,FRAC,7421,X-LINKGEL,SAND,NA,30.8,NA,20/40,200,1580.98,5537.66
407064,0,0,351360,407064,407064,351360,246.556026650515,212.816474863719,661,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38356,2005,31.8199,-102.06746,10905,40,80,2,1,1,0,61.45273928,3,4,1,FRAC,10004,FLUD,SAND,NA,NA,NA,NA,1651,947.98,4152.02
366408,0,0,452250,366408,366408,452250,219.143540669856,270.484449760766,663,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38198,2004,31.80361,-102.04028,10100,40,80,2,1,1,0,31.45750307,3,4,1,FRAC,9993,FLUD,SAND,NA,NA,HCL,NA,1672,985,4211
0,10000,287292,191000,297292,89020,39000,427.980769230769,187.5,664,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38056,2004,31.6859,-101.9759,10528,80,80,2,4,8,0,24.8743132,3,4,8,FRAC,10331,GEL,SAND,NA,NA,NA,NA,208,1033,4535
0,10000,258005,163000,268005,67655,18000,751.722222222222,200,665,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38070,2004,31.6916,-101.9886,10515,160,80,2,4,8,0,158.02,3,4,8,FRAC,10245,GEL,SAND,NA,NA,NA,NA,90,998,4466
0,10000,270240,173500,280240,75408,25500,506.093959731544,171.140939597315,666,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38096,2004,31.7482,-101.9683,10520,40,40,2,4,8,0,56.79350791,3,4,8,FRAC,10271,GEL,SAND,NA,NA,NA,NA,149,991,4381
3000,6000,296337,182494,305337,24700,68628,55.8823529411765,155.266968325792,667,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38084,2004,31.7256,-101.9846,10530,80,160,2,4,7,0,57.53896741,3,4,11,FRAC,8760,GEL,SAND,NA,NA,GELA,NA,442,979,4433
345030,0,0,333410,345030,345030,333410,189.161184210526,182.790570175439,668,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38113,2004,31.73777,-102.01532,11000,40,40,3,1,1,0,33.54,2,4,1,FRAC,10090,FLUD,SAND,NA,NA,GELA,NA,1824,1573,5513
0,5000,198618,475880,203618,54810,135487,297.880434782609,736.342391304348,669,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38186,2004,31.7991,-101.82887,8950,NA,NA,3,3,6,0,49.26,2,4,6,FRAC,7307,X-LINKGEL,SAND,NA,30,NA,20/40,184,1578,5463.56
342300,0,0,291940,342300,342300,291940,187.664473684211,160.054824561404,670,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38229,2004,31.84944,-101.95491,10750,80,40,2,1,1,0,43.884,3,4,1,FRAC,9911,FLUD,SAND,NA,NA,HCL,NA,1824,1010,4342
0,9000,280737,181220,289737,66613,25114,418.949685534591,157.949685534591,672,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38086,2004,31.6979,-101.993,10500,80,80,2,4,7,0,60.116,3,4,7,FRAC,10326,GEL,SAND,NA,NA,NA,NA,159,1014,4370
0,10000,280146,149500,290146,75408,20500,623.206611570248,169.421487603306,673,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38042,2004,31.6878,-101.9675,10497,80,Sub 20,2,4,8,0,28.392,3,4,8,FRAC,10210,GEL,SAND,NA,NA,NA,NA,121,1016,4448
0,10000,284650,172000,294650,68084,18000,287.274261603376,75.9493670886076,674,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38083,2004,31.7155,-102.0615,10510,80,80,2,4,8,0,47.89992016,3,4,8,FRAC,10376,GEL,SAND,NA,NA,GELA,NA,237,931,4185
0,10000,266796,168500,276796,67623,17500,563.525,145.833333333333,675,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38087,2004,31.7145,-101.9719,10535,80,80,2,4,8,0,14.85059152,3,4,8,FRAC,10241,GEL,SAND,NA,NA,NA,NA,120,1020,4448
0,10000,278534,175000,288534,69172,19500,2034.47058823529,573.529411764706,678,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38072,2004,31.8175,-101.9773,10529,80,20,2,4,8,0,23.763,3,4,8,FRAC,10101,GEL,SAND,NA,NA,NA,NA,34,1017,4399
0,83554.9999999988,0,543040,477666,NA,543040,NA,263.483745754488,679,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39072,2006,31.8149,-101.9723,11529,80,20,3,1,2,0,58.35472283,2,4,2,FRAC,10126,W,SAND,NA,NA,NA,NA,2061,1593,5445
0,10000,272080,174296,282080,66935,17283,363.777173913043,93.929347826087,680,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38196,2004,31.6877,-102.0657,10520,80,80,2,4,8,0,43.176,3,4,8,FRAC,10317,GEL,SAND,NA,NA,NA,NA,184,908,4120
326352,0,0,352040,326352,326352,352040,124.277227722772,134.059405940594,684,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38149,2004,31.77534,-102.14324,11000,40,40,4,1,1,0,31.02059944,1,4,1,FRAC,10581,FLUD,SAND,NA,NA,HCL,NA,2626,2267.66,6139.54
0,7500,297423,388238,304923,58653,135450,318.766304347826,736.141304347826,685,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38232,2004,31.93425,-101.83609,9397,80,20,4,3,6,0,46.456,1,4,6,FRAC,7288,X-LINKGEL,SAND,NA,30.8,NA,20/40,184,2524,6096
0,4000,337722,437481,341722,56616,135840,291.835051546392,700.20618556701,686,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38251,2004,31.93173,-101.8308,9365,80,20,4,4,7,0,60.648,1,4,7,FRAC,7257,X-LINKGEL,SAND,NA,30.8,NA,20/40,194,2502,6113
0,5000,205968,472910,210968,59094,137713,295.47,688.565,687,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38147,2004,31.793,-101.82253,8955,80,40,3,3,6,0,31.516,2,4,6,FRAC,7335,X-LINKGEL,SAND,NA,30,NA,20/40,200,1565,5347.44
0,14000,0,312000,16115.32,NA,312000,NA,130.543933054393,691,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38122,2004,31.79786,-101.99885,11000,80,80,2,1,2,0,25.503,3,4,2,FRAC,10556,W,SAND,NA,NA,GELA,NA,2390,1006,4450
0,14000,0,322000,16115.32,NA,322000,NA,126.871552403467,692,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38148,2004,31.78643,-101.99855,11000,40,80,3,1,2,0,66.67873896,2,4,2,FRAC,10640,W,SAND,NA,NA,GELA,NA,2538,1563,5506
0,5000,195972,473760,200972,54726,138109,292.652406417112,738.550802139037,693,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38179,2004,31.79926,-101.82893,8955,NA,NA,3,3,6,0,30.336,2,4,6,FRAC,7318,X-LINKGEL,SAND,NA,30.9,NA,20/40,187,1582.22,5403.22
0,10000,288374,155640,298374,81139,30366,382.731132075472,143.235849056604,694,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38193,2004,31.7071,-101.983,10515,40,80,2,4,8,0,32.084,3,4,8,FRAC,10382,GEL,SAND,NA,NA,NA,NA,212,1009,4375
361000,15000,0,317000,376000,361000,317000,179.960119641077,158.0259222333,696,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38137,2004,31.77212,-102.01207,11000,80,40,3,1,2,0,62.23906507,2,4,2,FRAC,10145,W,SAND,NA,NA,GELA,NA,2006,1572,5357
0,10000,275217,190000,285217,78786,28000,263.498327759197,93.6454849498328,698,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38168,2004,31.713,-102.0562,10507,40,160,2,4,8,0,36.10162939,3,4,8,FRAC,10407,GEL,SAND,NA,NA,NA,NA,299,914,4242
0,10000,273023,174500,283023,22976,74000,126.939226519337,408.839779005525,699,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38101,2004,31.6658,-101.9421,10501,40,20,2,4,8,0,39.632,3,4,8,FRAC,8404,GEL,SAND,NA,NA,NA,NA,181,998,4466
428064,0,0,346550,428064,428064,346550,216.193939393939,175.025252525253,701,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38145,2004,31.82285,-102.03787,11000,80,80,2,1,1,0,45.37418401,3,4,1,FRAC,10300,FLUD,SAND,NA,NA,NA,NA,1980,985.33,4235.63
0,7512,215473,175460,222985,95036,46022,285.393393393393,138.204204204204,704,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38328,2004,31.7225,-101.9655,10510,40,40,2,3,6,0,17.58,3,4,6,FRAC,9979,GEL,SAND,NA,NA,GELA,NA,333,1003,4433
0,10000,279110,186700,289110,72835,31000,547.631578947368,233.082706766917,708,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38248,2004,31.7204,-101.9734,10500,40,80,2,4,8,0,23.75980535,3,4,8,FRAC,10266,GEL,SAND,NA,NA,NA,NA,133,1009,4339
0,10000,273100,181500,283100,77558,29000,369.32380952381,138.095238095238,709,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38163,2004,31.7326,-101.987,10492,80,160,2,4,8,0,46.61631594,3,4,8,FRAC,10331,GEL,SAND,NA,NA,NA,NA,210,1022,4250
0,10000,265369,187800,275369,77504,31000,615.111111111111,246.031746031746,710,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38193,2004,31.7214,-101.9693,10530,40,40,2,4,8,0,20.608,3,4,8,FRAC,10258,GEL,SAND,NA,NA,NA,NA,126,1009,4459
220000,0,0,575000,220000,80000,216000,314.96062992126,850.393700787402,711,C,JM COX RESOURCES LIMITED PARTNERSHIP,MIDLAND,38104,2004,31.89854,-101.90584,8962,80,20,3,3,3,0,28.016,2,4,3,FRAC,8928,W,SAND,NA,NA,NA,20/40,254,1536,5153.16
394800,0,0,350290,394800,394800,350290,164.294631710362,145.771951727008,712,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38197,2004,31.68548,-102.0114,11250,80,40,2,1,1,0,97.884,3,4,1,FRAC,10683,FLUD,SAND,NA,NA,GELA,NA,2403,972,4308
0,9000,85900,329600,94900,85900,329600,37.7914650241971,145.006599208095,713,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38250,2004,31.76622,-101.98814,11000,40,80,2,1,2,0,36.16,3,4,2,FRAC,10459,X-LINKGEL,SAND,NA,NA,GELA,NA,2273,1005,4455
410088,0,0,350780,410088,410088,350780,167.110024449878,142.942135289324,714,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38190,2004,31.74256,-101.97648,11077,40,40,3,1,1,0,54.928,2,4,1,FRAC,10583,FLUD,SAND,NA,NA,HCL,NA,2454,1606,5568
0,5500,156000,223000,161750,40000,1e+05,205.128205128205,512.820512820513,715,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38163,2004,31.8105,-102.10881,10099,40,40,2,3,7,250,36.412,3,4,7,FRAC,8745,X-LINKGEL,SAND,NA,40,NA,20/40,195,883,4149
0,1000,221525,149346,222525,110440,38637,206.429906542056,72.218691588785,718,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38173,2004,31.74442,-102.03472,10514,80,160,3,3,4,0,33.376,2,4,4,FRAC,10340,GEL,SAND,NA,NA,NA,NA,535,1598,5353
461832,0,0,370580,461832,461832,370580,198.466695315857,159.252256123765,720,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38289,2004,31.75465,-101.99714,11100,40,80,2,1,1,0,27.19189199,3,4,1,FRAC,10607,W,SAND,NA,NA,NA,NA,2327,1010,4558
0,10000,288979,188306,298979,81571,30606,657.83064516129,246.822580645161,721,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38203,2004,31.7076,-102.0459,10520,40,40,2,4,8,0,62.57131418,3,4,8,FRAC,10272,GEL,SAND,NA,NA,NA,NA,124,947,4257
271800,24000,0,300900,295800,271800,300900,126.125290023202,139.628770301624,725,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38276,2004,31.79571,-102.02423,11000,40,160,2,1,2,0,58.17200944,3,4,2,FRAC,10434,W,SAND,NA,NA,GELA,NA,2155,967,4077
457338,0,0,357950,457338,457338,357950,238.818798955614,186.919060052219,726,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38284,2004,31.78397,-102.15479,11000,160,80,2,1,1,0,33.5191448,3,4,1,FRAC,10563,FLUD,SAND,NA,NA,NA,NA,1915,860.860000000001,4365.94
0,7000,205335,161200,212335,93311,45128,322.875432525952,156.152249134948,729,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.7375,-102.06435,10510,40,160,3,3,6,0,35.008,2,4,6,FRAC,9966,GEL,SAND,NA,NA,GELA,NA,289,1497,5288
0,5000,198282,473110,203282,58590,137282,329.157303370787,771.247191011236,731,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38294,2004,31.66337,-101.77644,8780,Over 160,40,3,3,6,0,40.98067921,2,4,6,FRAC,7138,X-LINKGEL,SAND,NA,30,NA,20/40,178,1567.48,5351.45
0,10000,279226,180607,289226,68876,17249,1110.90322580645,278.209677419355,732,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38208,2004,31.7083,-102.0591,10515,40,80,2,4,8,0,57.7418352,3,4,8,FRAC,10168,GEL,SAND,NA,NA,NA,NA,62,922,4182
0,10000,294159,190780,304159,80707,30524,672.558333333333,254.366666666667,738,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38390,2005,31.7093,-102.0551,10520,40,160,2,4,8,0,27.688,3,4,8,FRAC,10263,GEL,SAND,NA,NA,NA,NA,120,932,4196
433650,0,0,331320,433650,433650,331320,210.305528612997,160.678952473327,739,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.8204,-102.03263,10900,80,80,2,1,1,0,45.952,3,4,1,FRAC,10359,FLUD,SAND,NA,NA,NA,NA,2062,988.440000000001,4325.52
0,10000,279120,189380,289120,81530,30526,8515.02650000002,4360.85714285714,740,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38556,2005,31.7095,-102.0862,10515,40,80,2,4,8,0,38.44772302,3,4,8,FRAC,10182,GEL,SAND,NA,NA,GELA,NA,7,898,4074
0,7000,191460,145509,198460,88215,45121,181.139630390144,92.6509240246407,743,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38430,2005,31.6979,-102.0868,10510,40,80,2,3,6,0,48.332,3,4,6,FRAC,10079,GEL,SAND,NA,NA,NA,NA,487,924,4144
426888,0,0,349710,426888,426888,349710,173.814332247557,142.39006514658,744,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38331,2004,31.73909,-101.97508,11100,40,Sub 20,3,1,1,0,39.38,2,4,1,FRAC,10603,W,SAND,NA,NA,GELA,NA,2456,1591,5378
448770,0,0,74000,448770,448770,34300,228.730886850153,17.4821610601427,745,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38363,2005,31.74086,-102.01584,11000,40,80,2,1,1,0,58.85414189,3,4,1,FRAC,10231,FLUD,SAND,NA,NA,GELA,NA,1962,1005,4467
354312,0,0,435660,354312,354312,435660,155.810026385224,191.583113456464,747,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38611,2005,31.86321,-101.94328,11700,40,20,3,1,1,0,65.47404336,2,4,1,FRAC,10325,W,SAND,NA,NA,NA,NA,2274,1542.26,5386.66
0,10000,288644,191199,298644,81536,29558,299.764705882353,108.669117647059,750,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38293,2004,31.6988,-102.0025,10505,40,80,2,4,8,0,38.192,3,4,8,FRAC,10386,GEL,SAND,NA,NA,NA,NA,272,982.43,4392.81
0,10000,284428,170481,294428,81411,30837,1938.35714285714,734.214285714286,752,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38439,2005,31.7157,-101.9768,10530,80,160,2,4,8,0,46.052,3,4,8,FRAC,10190,GEL,SAND,NA,NA,NA,NA,42,1004,4588
0,10000,290937,190497,300937,80152,30323,389.087378640777,147.199029126214,753,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38388,2005,31.7139,-101.9865,10505,40,80,2,4,8,0,26.3487155,3,4,8,FRAC,10376,GEL,SAND,NA,NA,NA,NA,206,1082,4930
0,10000,310632,183675,320632,102725,28392,442.780172413793,122.379310344828,756,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38586,2005,31.728,-102.0567,10525,80,40,3,4,8,0,49.84822773,2,4,8,FRAC,10394,GEL,SAND,NA,NA,NA,NA,232,1515,5381
0,10000,290025,194860,300025,79913,30226,1902.69047619048,719.666666666667,757,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38405,2005,31.7096,-102.0373,10525,80,80,2,4,8,0,41.716,3,4,8,FRAC,10181,GEL,SAND,NA,NA,GELA,NA,42,955,4269
0,10000,280780,190200,290780,23932,70351,178.597014925373,525.007462686567,758,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38546,2005,31.7168,-102.0396,10530,80,80,2,4,8,0,28.53084338,3,4,8,FRAC,8534,GEL,SAND,NA,NA,NA,NA,134,950,4178
0,7000,208341,169384,215341,95114,45931,206.769565217391,99.85,759,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38482,2005,31.7223,-102.0551,10513,40,Sub 20,3,3,6,0,17.388,2,4,6,FRAC,10138,GEL,SAND,NA,NA,NA,NA,460,1502,5354
