Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.
0,16500,1290128,1398355.9,1306628,162030,113000,289,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.97763,-101.71255,10285,80,160,SPBR_U --> STRAWN,4,8,0,29.21941362,SPBR_U,STRAWN,8,FRAC,10033,10103,GAL,GEL,LB,SAND,ACIN,20/40,5495,6634,7142,8147,8407,8643,9713,10024,10154,10205.17,10221.04,10458.86,10675.22,10720.07
0,18000,1338664.45,1398355.9,1408201.2,167382,927236,290,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40764,2011,31.97724,-101.69533,10166,80,160,SPBR_U --> STRAWN,4,8,0,19.164,SPBR_U,STRAWN,8,FRAC,9977,10030,GAL,GEL,LB,SAND,XLNK,30/50,5603.14,6523.41,7003.79,8019.19,8383.79,8686.01,9605.22,9968.85,10100.91,10169.95,10185.66,10392.56,10617.69,10663.27
174500,26000,365000,785500,571500,63500,50000,291,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40798,2011,31.69677,-101.44318,10080,40,Over 160,SPBR_L --> ATOKA,7,14,0,29.81065115,SPBR_L,ATOKA,14,FRAC,9704,9769,GAL,FLUD,LB,SAND,BIOC,20/40,4552.42,5951.56,6482.37,7601.02,7878.08,8174.65,9292.7,9686.55,9795.25,NA,9978.46,9963.78,10099.05,10186.76
219000,26000,350000,827000,601000,81000,50000,292,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40772,2011,31.71565,-101.48907,10086,80,Over 160,SPBR_L --> ATOKA,7,14,0,25.35257157,SPBR_L,ATOKA,14,FRAC,9790,9891,GAL,FLUD,LB,SAND,BRKR,20/40,5036.59,6012,6536,7661,7912,8222.18,9379,9759,9857,9960.49,9971.79,10102.91,10245.23,10323.46
122000,26000,303000,637000,452000,122000,95000,293,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40813,2011,31.68876,-101.4452,10075,40,Over 160,SPBR_L --> ATOKA,6,12,0,22.844,SPBR_L,ATOKA,12,FRAC,9506,9763,GAL,FLUD,LB,SAND,BIOC,20/40,4611.86,5961.24,6490.24,7596.61,7947.08,8188.05,9285.08,9646.72,9744.24,NA,9972.23,9957.01,10140.18,10205.84
0,15000,1210372,1302146,1225372,157865,120132,294,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.85591,-101.71452,10406,160,80,SPBR_U --> STRAWN,4,8,0,74.448,SPBR_U,STRAWN,8,FRAC,10242,10276,GAL,X-LINKGEL,LB,SAND,BIOC,30/50,6187.08,6888.59,7447.44,8420.44,8853.92,8799.94,9943.06,10236.2,10340.43,10432.77,10518.08,10682.04,10833.68,10911.36
0,16500,1300958,1398355.9,1317458,989269,717834,296,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.95678,-101.70281,10232,40,Over 160,SPBR_U --> ATOKA,3,6,0,107.0470321,SPBR_U,ATOKA,6,FRAC,8300,10092,GAL,X-LINKGEL,LB,SAND,GELA,NA,5406,6552,7059,8093,8329,8599,9667,9985,10144,10157.72,10177.76,10414.32,10638.4,10688.94
0,26000,0,125000,153212,NA,125000,297,F,ATHLON ENERGY OPERATING LLC,GLASSCOCK,40819,2011,31.7026,-101.59822,10610,80,40,SPBR_U --> ATOKA,1,2,0,3.42574173,SPBR_U,ATOKA,2,FRAC,6484,10450,NA,NA,LB,SAND,NA,20/50,5596.11,6427.14,6967.2,8011.98,8297.16,8632.09,9688.46,10012.59,10152.7,10278.2,10350.75,10513.18,10639.88,10699.44
1028748,0,0,955869,1028748,1028748,927236,298,D,CROWNQUEST OPERATING LLC,GLASSCOCK,40726,2011,31.82485,-101.58966,10539,40,Over 160,SPBR_L --> MISS,1,1,0,124.084,SPBR_L,MISS,1,FRAC,7510,10449,GAL,FLUD,LB,SAND,NA,NA,5641.9,6295.39,6819.57,7894.75,8344.87,8541.21,9657.22,9933.37,10052.54,10192.25,10259.91,10364.38,10520.74,10559.32
1075580.1,0,0,128790,1318758,1231011.6,128790,299,F,ATHLON ENERGY OPERATING LLC,GLASSCOCK,40808,2011,31.69103,-101.59466,10795,80,80,SPBR_U --> WOOD,1,1,0,1.219311577,SPBR_U,WOOD,1,FRAC,6440,10692,GAL,FLUD,LB,SAND,NA,20/40,5541.22,6401.65,6963.3,8009.4,8291.97,8623.66,9699.61,10013.49,10159.9,10277.21,10329.92,10522.14,10652.01,10710.09
0,26000,0,612000,153212,NA,71000,303,D,ATHLON FE OPERATING LLC,GLASSCOCK,40781,2011,31.98601,-101.68949,10370,160,Over 160,SPBR_L --> ATOKA,8,16,0,46.9,SPBR_L,ATOKA,16,FRAC,9937,10136,NA,NA,LB,SAND,NA,NA,5605.85,6518.94,7002.98,7980.28,8282.77,8708.23,9593.51,9935.63,10053.75,10156.45,10172.05,10365.08,10611.46,10665.65
1013334,0,0,884922,1013334,1013334,884922,304,D,CROWNQUEST OPERATING LLC,GLASSCOCK,40754,2011,31.81348,-101.57206,10505,80,Over 160,WFMP --> MISS,1,1,0,95.452,WFMP,MISS,1,FRAC,7978,10372,GAL,FLUD,LB,SAND,NA,NA,5598.95,6254.5,6769.11,7830.54,8246.72,8607.64,9615.4,9899.02,10019.32,10147.23,10219.29,10329.51,10458.39,10496.97
226000,26000,412500,823000,667500,123000,75000,306,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40794,2011,31.72296,-101.55754,10711,40,160,SPBR_U --> ATOKA,8,15,0,41.792,SPBR_U,ATOKA,15,FRAC,9993,10198,GAL,FLUD,LB,SAND,BRKR,20/40,5381.54,6298.49,6848.47,7928.57,8213.51,8511.08,9653.6,9973.38,10114.22,10156.24,10304.2,10466.75,10571.57,10608.1
945504,0,0,1155840,945504,945504,927236,308,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,41197,2012,31.84035,-101.71894,10848,NA,NA,SPBR_L --> ATOKA,1,1,0,76.148,SPBR_L,ATOKA,1,FRAC,7530,10569,GAL,FLUD,LB,SAND,NA,NA,6069.8,6791.93,7350.04,8324.88,8712.41,8815.5,9892.86,10201.79,10314.13,10409.88,10501.28,10694.34,10841.31,10920.02
1041852,0,0,1398355.9,1041852,1041852,927236,309,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,40761,2011,31.83123,-101.72503,10920,NA,NA,SPBR_L --> ATOKA,1,1,0,57.424,SPBR_L,ATOKA,1,FRAC,7436,10596,GAL,FLUD,LB,SAND,NA,NA,5885.92,6833.8,7370.81,8358.45,8683.29,8838.91,9890.92,10197.62,10320.11,10407.52,10502.65,10723.93,10861.97,10943.54
NA,NA,NA,NA,NA,NA,0,314,F,LAREDO PETROLEUM - DALLAS INCORPORATED,GLASSCOCK,40883,2011,31.65719,-101.43094,10277,80,Over 160,SPBR_U --> MISS,1,1,NA,113.708,SPBR_U,MISS,1,FRAC,5964,10000,NA,A,undefined,undefined,HCL,NA,4441.02,5945.16,6479.65,7576.25,7896.84,8189.77,9260.72,9629.97,9728.05,NA,9918.45,9985.08,10073.77,10106.28
111000,26000,425500,752000,564500,111000,81000,315,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40866,2011,31.7156,-101.55288,10922,80,80,SPBR_U --> STRAWN,7,14,0,28.564,SPBR_U,STRAWN,14,FRAC,9770,10049,GAL,FLUD,LB,SAND,BIOC,20/40,5385.44,6300.64,6831.94,7908.34,8224.29,8481.5,9634.7,9969,10099.5,10149.22,10282.41,10412.48,10483.1,10590.62
0,26000,559000,811800,589000,135500,87800,316,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40957,2012,31.73101,-101.53716,10772,NA,NA,SPBR_U --> ATOKA,7,14,0,29.872,SPBR_U,ATOKA,14,FRAC,9730,10048,GAL,X-LINKGEL,LB,SAND,BIOC,20/40,5227.41,6155.25,6668.31,7783.75,8084.14,8318.46,9514.46,9824.66,9941.76,10034.51,10143.33,10264.75,10351.22,10430.7
552000,26000,0,789000,581000,125000,75000,317,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40835,2011,31.72394,-101.53538,10919,Over 160,Over 160,SPBR_U --> STRAWN,7,14,0,29.108,SPBR_U,STRAWN,14,FRAC,9634,9911,GAL,FLUD,LB,SAND,BRKR,20/40,5066,6115,6682,7787,8065,8361.42,9504,9839,9954,10057.97,10129,10271.72,10373,10418
111000,26000,402000,795000,542000,111000,81000,318,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40870,2011,31.72073,-101.53835,10464,80,160,SPBR_U --> STRAWN,7,14,0,12.116,SPBR_U,STRAWN,14,FRAC,9660,9933,GAL,FLUD,LB,SAND,BIOC,20/40,5279.9,6195.95,6719.12,7807.22,8159.96,8373.7,9531.26,9853.83,9982.27,10065.4,10175.54,10294.87,10385.44,10461.52
206500,0,449500,484688,656000,43000,16500,319,D,APACHE CORPORATION,GLASSCOCK,40751,2011,31.83431,-101.54715,10880,80,20,WFMP --> WOOD,7,7,0,49.16,WFMP,WOOD,7,FRAC,10139,10378,GAL,X-LINKGEL,LB,SAND,NA,NA,5534.78,6086.37,6607.96,7673.66,8066.35,8253.04,9504.46,9816.97,9951.34,10043.31,10122.61,10235.18,10343.34,10391.07
969192,0,0,999200,969192,969192,927236,321,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,40738,2011,31.81407,-101.65145,10827,160,40,SPBR_L --> WOOD,1,1,0,35.588,SPBR_L,WOOD,1,FRAC,7324,10744,GAL,FLUD,LB,SAND,NA,NA,5925.47,6559.58,7138.14,8150.15,8417.28,9014.9,9793.03,10095.66,10237.24,10351.86,10394.05,10600.98,10720.45,10774.75
96000,26000,427000,820000,552000,96000,85000,322,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40888,2011,31.67721,-101.44663,10016,40,Over 160,SPBR_L --> ATOKA,7,14,0,45.868,SPBR_L,ATOKA,14,FRAC,9578,9817,GAL,FLUD,LB,SAND,BIOC,20/40,4672.82,5972.1,6499.01,7587.92,7966.83,8201.29,9261.48,9637.8,9737.19,NA,9930.85,9958.74,10096.34,10183.49
0,26000,542500,856000,572500,116000,91500,323,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,41023,2012,31.72177,-101.49537,10087,NA,NA,SPBR_U --> STRAWN,7,14,0,26.248,SPBR_U,STRAWN,14,FRAC,9526,9833,GAL,X-LINKGEL,LB,SAND,SFAC,20/40,5084.5,6017.31,6554.81,7645.38,7922.33,8226.78,9382.34,9739.33,9834.06,9950.39,9964.92,10106.1,10233.9,10301.98
111000,26000,407000,873500,547000,111000,97500,324,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40853,2011,31.6918,-101.49471,9988,80,Over 160,SPBR_U --> ATOKA,7,14,0,48.432,SPBR_U,ATOKA,14,FRAC,9502,9891,GAL,FLUD,LB,SAND,BIOC,20/40,5156.28,6046.48,6586.48,7693.37,8103.28,8327.14,9407.35,9781.97,9880.9,10003.01,10040.88,10141.57,10292.86,10370.12
111000,25000,338000,737500,474000,111000,97500,325,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40863,2011,31.68399,-101.41708,10036,40,Over 160,SPBR_U --> ATOKA,6,12,0,57.56,SPBR_U,ATOKA,12,FRAC,9340,9631,GAL,FLUD,LB,SAND,BIOC,20/40,4114.56,5875.82,6382.86,7472.08,7810.2,8093.94,9177.71,9522.34,9624.23,NA,9844.25,9895.68,9945.96,10029.18
125000,26000,500500,886000,658500,125000,75000,327,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40945,2012,31.72681,-101.54065,10902,80,Over 160,SPBR_U --> STRAWN,8,16,0,25.476,SPBR_U,STRAWN,16,FRAC,9688,9941,GAL,FLUD,LB,SAND,BIOC,20/40,5244.41,6173.12,6689.29,7798.69,8141.42,8346.1,9532.51,9836.1,9962.87,10045.45,10169.38,10285.05,10355.51,10453.56
111000,26000,417000,896000,557000,111000,98000,332,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40898,2011,31.66999,-101.44441,10067,80,Over 160,SPBR_U --> ATOKA,7,14,0,36.408,SPBR_U,ATOKA,14,FRAC,9414,9785,GAL,FLUD,LB,SAND,BIOC,30/50,4661.29,5972.87,6505.96,7593.83,7937.57,8204.98,9240.97,9643.94,9740.9,NA,9912.14,9985.45,10104.19,10162.46
111000,26000,417000,888000,557000,111000,98000,333,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40833,2011,31.68065,-101.43381,10088,40,Over 160,SPBR_U --> ATOKA,7,14,0,44.064,SPBR_U,ATOKA,14,FRAC,9360,9655,GAL,FLUD,LB,SAND,BRKR,20/40,4416.81,5937.96,6456.8,7541.58,7902.22,8147.21,9211.24,9572.71,9669.83,NA,9909.05,9993.28,10020.67,10112.44
614000,26000,0,8e+05,645000,98000,50000,336,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40790,2011,31.68975,-101.44101,10085,40,Over 160,SPBR_L --> ATOKA,7,14,0,41.33660355,SPBR_L,ATOKA,14,FRAC,9750,9805,GAL,FLUD,LB,SAND,BRKR,20/40,4546.14,5967.92,6487.25,7587.58,7904.86,8180.87,9268.26,9622.4,9715.16,NA,9971.51,9936.9,10096.27,10181.67
893970,0,0,930100,893970,893970,927236,337,D,CROWNQUEST OPERATING LLC,GLASSCOCK,40791,2011,31.80579,-101.59201,10625,40,Over 160,WFMP --> MISS,1,1,0,60.20299007,WFMP,MISS,1,FRAC,7977,10524,GAL,FLUD,LB,SAND,NA,NA,5585.52,6302.97,6842.1,7936.53,8383.89,8769.31,9648.55,9950.31,10077.05,10218.77,10306.5,10396.76,10540.55,10582.1
0,20580,0,552400,153212,NA,78400,338,F,ATHLON FE OPERATING LLC,GLASSCOCK,40792,2011,31.72597,-101.44786,9990,40,Over 160,SPBR_U --> ATOKA,7,15,0,29.636,SPBR_U,ATOKA,15,FRAC,9556,9784,NA,NA,LB,SAND,NA,20/40,4622.69,5887.41,6423.47,7550.21,7995.71,8157.23,9290.15,9646.14,9729.07,9813.92,9953.26,9937.46,10095.47,10186.54
1075580.1,16500,0,1398355.9,1408201.2,195714,120471,339,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40906,2011,31.86995,-101.71895,10376,40,160,SPBR_U --> ATOKA,4,8,0,37.312,SPBR_U,ATOKA,8,FRAC,10200,10283,GAL,FLUD,LB,SAND,BIOC,30/50,6118.31,6817.29,7361.05,8345.11,8655.24,8751.05,9866.71,10168.84,10257.33,10348.23,10428.93,10587.71,10738.45,10817.37
0,16500,1338664.45,1398355.9,1408201.2,173063,119912,340,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40885,2011,31.8012,-101.64413,10287,40,40,SPBR_U --> STRAWN,4,8,0,85.224,SPBR_U,STRAWN,8,FRAC,10089,10173,GAL,X-LINKGEL,LB,SAND,NA,NA,5579,6557,7085,8128,8383,8887.75,9794,10079,10211,10313.77,10383.35,10551.25,10688.31,10746.3
0,0,949223,1398355.9,949223,23277.5,0,341,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40869,2011,31.9019,-101.71142,10245,160,160,CLFK --> STRAWN,4,4,0,27.888,CLFK,STRAWN,5,ACID,6647,10096,GAL,A,undefined,undefined,HCL,NA,5495,6628,7210,8180,8435.92,8881.09,9722,9994,10155.45,10241.78,10302.8,10473.4,10628.91,10688.1
NA,NA,NA,140000,NA,NA,140000,342,F,ATHLON ENERGY OPERATING LLC,GLASSCOCK,40784,2011,31.69898,-101.61162,10925,80,40,SPBR_U --> WOOD,1,1,NA,5.964764826,SPBR_U,WOOD,1,FRAC,6528,10766,NA,NA,LB,SAND,NA,20/50,5735.94,6499.91,7049.53,8085.43,8356.37,8747.51,9779.69,10082.12,10217.02,10316.37,10458.96,10591.21,10740.44,10804.31
0,1008,0,703000,153212,NA,64000,343,F,ATHLON FE OPERATING LLC,GLASSCOCK,40815,2011,31.71173,-101.44339,9989,80,160,SPBR_U --> ATOKA,8,9,0,29.444,SPBR_U,ATOKA,9,FRAC,9584,9774,NA,NA,LB,SAND,NA,NA,4551.19,5917.28,6434.59,7538.79,7941.16,8153.52,9261.4,9605.71,9715.79,9815.06,9930.56,9927.75,10065.62,10159.62
0,16500,1264360,1398355.9,1280860,151787,104147,344,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40876,2011,31.88806,-101.67531,10184,Over 160,Over 160,SPBR_U --> ATOKA,4,8,0,38.444,SPBR_U,ATOKA,8,FRAC,9944,10053,GAL,X-LINKGEL,LB,SAND,BIOC,30/50,5263,6485,7037,8004,8196.02,8410.98,9669,9937,10046.07,10222.04,10311.63,10359.37,10532.28,10588.87
706782,16500,667622,1398355.9,1390904,160182,130310,345,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40885,2011,31.97468,-101.69011,10201,80,Over 160,SPBR_U --> ATOKA,4,8,0,64.552,SPBR_U,ATOKA,8,FRAC,9977,10090,GAL,X-LINKGEL,LB,SAND,GELA,30/50,5604.94,6477.05,6957.68,7990.45,8387.41,8712.75,9597.79,9949.41,10073.26,10151.79,10168.35,10364.08,10593.48,10636.64
735000,0,0,623671,735000,735000,623671,349,D,BLUESTEM ENERGY HOLDINGS LLC,GLASSCOCK,40813,2011,31.86062,-101.7288,10880,40,40,WFMP --> ATOKA,1,1,0,185.44,WFMP,ATOKA,1,FRAC,8600,10610,GAL,FLUD,LB,SAND,NA,NA,6144.68,6821.63,7387.33,8366.46,8712.3,8803.7,9893.84,10194.38,10299.97,10373.12,10455.82,10651.06,10796.65,10880.97
0,0,656040,685031,656040,37548,630,350,D,BERRY OIL COMPANY,GLASSCOCK,40813,2011,31.93998,-101.74156,11400,40,80,WFMP --> WOOD,11,11,0,44.108,WFMP,WOOD,11,FRAC,10640,10780,GAL,GEL,LB,SAND,GELA,20/40,5766.01,6759.9,7311.26,8289.58,8544.86,8921.93,9776.18,10113.15,10249.49,10264.8,10287.4,10603.07,10765.97,10812.22
0,0,889938,1061120,889938,23277.5,NA,351,D,BERRY OIL COMPANY,GLASSCOCK,40840,2011,31.97478,-101.73801,11050,NA,NA,WFMP --> SIL_DEV,12,12,0,19.624,WFMP,SIL_DEV,12,FRAC,10790,10905,GAL,GEL,NA,NA,GELA,NA,5635.55,6778.93,7307.91,8285.36,8699.67,9037.78,9727.04,10112.96,10247.25,10270.2,10290.62,10615.01,10828.16,10882.66
0,0,849450,898544,849450,85470,40000,352,D,BERRY OIL COMPANY,GLASSCOCK,40877,2011,31.97805,-101.7447,11500,NA,NA,NA,12,12,0,15.236,NA,NA,12,FRAC,10842,10939,GAL,X-LINKGEL,LB,CER,XLNK,20/40,5685.39,6813.02,7345.92,8319.41,8703.37,9078.24,9754.98,10137.24,10289.46,10284.67,10305.92,10704.82,10881.32,10939.31
0,0,682782,767118,682782,71778,34885,353,D,BERRY OIL COMPANY,GLASSCOCK,40782,2011,31.95466,-101.74615,11461,20,40,WFMP --> SIL_DEV,9,9,0,20.088,WFMP,SIL_DEV,9,FRAC,10866,10928,GAL,GEL,LB,RCSD,GELA,20/40,5693.16,6819.53,7350.54,8326.26,8599.65,8976.26,9799.28,10163.45,10254.05,10265.38,10287.39,10609.33,10794.95,10846.85
0,12000,877944,853791,889944,112518,100020,354,D,BERRY OIL COMPANY,GLASSCOCK,41040,2012,31.92229,-101.70388,10880,NA,NA,WFMP --> WOOD,9,18,0,39.168,WFMP,WOOD,18,FRAC,10498,10655,GAL,X-LINKGEL,LB,CER,XLNK,20/40,5857.65,6559.61,7077.93,8089.66,8482.71,8894.76,9662.44,9988.42,10117.59,10193.3,10232.44,10443.4,10621.3,10675.27
0,13000,936662,991305,949662,116402,47388,355,D,BERRY OIL COMPANY,GLASSCOCK,41041,2012,31.93254,-101.7128,11320,40,80,WFMP --> WOOD,10,20,0,43.46283285,WFMP,WOOD,20,FRAC,10664,10730,GAL,GEL,LB,CER,GELA,20/40,5791.59,6626.74,7134.99,8137.62,8441.06,8724.97,9688.81,10032.43,10168.41,10224.24,10257.61,10505.65,10694.89,10747.27
0,15000,1338664.45,1390858,1398056,168191,120430,356,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40869,2011,31.89498,-101.72244,10451,160,40,SPBR_U --> ATOKA,4,8,0,49.112,SPBR_U,ATOKA,8,FRAC,10146,10240,GAL,X-LINKGEL,LB,SAND,BIOC,30/50,5589,6752,7331,8314,8541,8789.79,9916,10124,10258,10309.22,10376.33,10540.83,10697.62,10763.94
0,16500,1338664.45,1398355.9,1367077,189072,120714,357,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40876,2011,31.8478222,-101.6853695,10344,160,40,CLFK --> STRAWN,4,8,0,44.632,CLFK,STRAWN,8,FRAC,10150,10244,GAL,X-LINKGEL,LB,SAND,BRKR,30/50,6011.38,6703.59,7250.94,8242.22,8659.52,8994.98,9861.4,10136.66,10245.47,10375.8,10459.73,10597.97,10754.44,10824.18
0,11000,0,740000,1119758,1108758,740000,358,D,ATHLON FE OPERATING LLC,GLASSCOCK,40933,2012,31.96321,-101.69098,10310,NA,NA,WFMP --> ATOKA,1,2,1108758,20.592,WFMP,ATOKA,2,FRAC,8222,10210,GAL,SLKW,LB,SANDRCSD,SFAC,NA,5613.02,6500.56,6995.94,8008.74,8340.15,8792.42,9618.25,9952.16,10071.22,10138.61,10157.08,10377.79,10598.54,10642.68
0,0,88200,110277.1,153212,88200,74000,359,D,ATHLON FE OPERATING LLC,GLASSCOCK,40855,2011,31.85151,-101.58852,10327,80,Over 160,WFMP --> ATOKA,1,1,0,11.548,WFMP,ATOKA,1,FRAC,7858,10114,GAL,X-LINKGEL,LB,SAND,NA,NA,5404.39,6299.78,6801.21,7868.41,8279.17,8277.85,9635.49,9925.68,10053.55,10182.54,10233.95,10343.61,10496.79,10540.3
168000,0,0,NA,168000,168000,NA,360,F,ATHLON FE OPERATING LLC,GLASSCOCK,40852,2011,31.72877,-101.43556,9980,NA,NA,NA,1,1,0,57.912,NA,NA,1,FRAC,6876,9888,GAL,FLUD,NA,NA,NA,NA,4484.16,5790.12,6308.73,7461.28,7793.24,8080.15,9211.22,9543.66,9643.13,9744.16,9907.17,9869.66,9997.88,10073.22
339700,0,469500,609263,809200,43000,16500,362,D,APACHE CORPORATION,GLASSCOCK,40835,2011,31.8386,-101.54503,10935,40,80,WFMP --> SIL_DEV,8,8,0,26.81893188,WFMP,SIL_DEV,8,FRAC,10143,10387,GAL,X-LINKGEL,LB,SAND,NA,NA,5511.06,6051.29,6569.1,7645.39,8037.41,8222.57,9484.04,9800.3,9942.01,10024.26,10105.66,10211.48,10325.78,10374.78
936726,0,0,935200,936726,936726,927236,367,D,CROWNQUEST OPERATING LLC,GLASSCOCK,40993,2012,31.82267,-101.5843,10567,80,Over 160,NA,1,1,0,24.56,NA,NA,1,FRAC,7468,10490,GAL,FLUD,LB,SAND,NA,NA,5616.28,6275.91,6794.59,7867.69,8309.69,8554.02,9636.62,9914.3,10033.5,10170.98,10239.06,10345.25,10494.07,10532.46
1074780,0,0,944021,1074780,1074780,927236,368,D,CROWNQUEST OPERATING LLC,GLASSCOCK,41122,2012,31.80385,-101.58227,10669,40,Over 160,SPBR_L --> SIL_DEV,1,1,0,218.792,SPBR_L,SIL_DEV,1,FRAC,7338,10530,GAL,FLUD,LB,SAND,NA,NA,5568.96,6257.25,6786.6,7871.78,8331.74,8728.39,9611.78,9908.92,10034.52,10168.72,10247.65,10345.17,10481.31,10520.88
NA,NA,NA,110277.1,NA,NA,110000,369,F,ATHLON FE OPERATING LLC,GLASSCOCK,40878,2011,31.67558,-101.51621,10272,NA,NA,NA,1,1,NA,87.312,NA,NA,1,FRAC,7202,10120,NA,NA,LB,SAND,NA,NA,5258.31,6105.66,6645.59,7738.42,8116.06,NA,NA,9849.01,9962.8,NA,NA,10267.88,10384.5,10422.4
0,14000,0,960000,1163414,1149414,927236,370,D,ATHLON FE OPERATING LLC,GLASSCOCK,40980,2012,31.84969,-101.57873,10430,80,Over 160,NA,1,2,1149414,20.472,NA,NA,2,FRAC,7261,10302,GAL,SLKW,LB,SANDRCSD,SFAC,NA,5421.57,6222.62,6729.7,7793.74,8212.59,8245.99,9589.78,9881.43,10013.29,10135.71,10189.99,10296.58,10442.08,10486.79
NA,NA,NA,NA,NA,367906,448094,371,F,LAREDO PETROLEUM - DALLAS INCORPORATED,GLASSCOCK,40910,2012,31.67199,-101.46035,8738,80,Over 160,SPBR_L --> WFMP,1,1,NA,61.836,SPBR_L,WFMP,2,FRAC,7038,8524,GAL,FLUD,LB,SAND,BRKR,MIXED,4958.89,5980.87,6531.98,7635.28,7926.36,8281.83,9321.81,9689.82,9792.42,NA,9946.28,10021.27,10186.74,10242.45
0,12000,1207954,1348977,1219954,858204,736652,372,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,41092,2012,31.91239,-101.68314,10562,Over 160,Over 160,SPBR_U --> ATOKA,3,6,0,79.94,SPBR_U,ATOKA,6,FRAC,8206,9982,GAL,X-LINKGEL,LB,SAND,XLNK,NA,5886.17,6552.83,7073.38,8072.07,8509.08,8959.73,9677.86,9974.27,10111.42,10231.21,10274.79,10411.28,10601.73,10657.04
639334,17094,0,1398355.9,656428,639334,761500,375,D,PIEDRA OPERATING LLC,GLASSCOCK,40939,2012,31.96911,-101.67954,10251,40,Over 160,NA,1,2,0,30.164,NA,NA,2,FRAC,7364,9236,GAL,FLUD,LB,SAND,NA,NA,5588.83,6423.39,6932.7,7882.42,8274.88,8662.95,9562.76,9859.99,10008.56,10091.16,10110.42,10290.5,10514.44,10550.85
0,12000,1338664.45,1344000,1408201.2,202768,149573,378,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,41037,2012,31.9694,-101.69667,10229,NA,NA,NA,4,7,0,32.396,NA,NA,7,FRAC,10042,10150,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,5659,6531,7005,8020,8482,8801,9621,10024,10089.28,10168.03,10184.8,10395.4,10618.42,10664.26
0,15000,1338664.45,1249577,1360277,218356,142382,379,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40955,2012,31.97211,-101.68047,10076,40,Over 160,NA,4,8,0,21.284,NA,NA,8,FRAC,9904,9998,GAL,X-LINKGEL,LB,SAND,BIOC,30/50,5503,6382,6908,7930,8314,8710,9601,9933,10034.88,10130.93,10149.55,10318.23,10551.07,10586.37
NA,NA,NA,NA,NA,639464,756852,381,F,LAREDO PETROLEUM - DALLAS INCORPORATED,GLASSCOCK,40910,2012,31.66467,-101.43187,8637,40,Over 160,SPBR_U --> WFMP,1,1,NA,61.80248271,SPBR_U,WFMP,2,FRAC,5978,8428,GAL,FLUD,LB,SAND,BIOC,MIXED,4429.59,5940.42,6470.78,7565.95,7897.45,8170.77,9245.38,9613.23,9709.42,NA,9910.19,9973.66,10052.21,10100.88
