WellID,Class,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Between_Zone,Number,Depth.Top,BEND..KHW.
595,2,279726,9000,0,158412,67022,50.9170981511221,48.1210657990625,37889,31.7926,-101.9875,10520,45.572731767735,7,10094,10903.79
596,1,0,5000,192045,470600,23277.5,50.9104396193166,47.2149192475855,37881,31.72739,-101.86284,9050,36.3453506504094,8,7262,10834.06
599,1,276301,10000,0,173000,68007,50.9170981511221,48.1210657990625,37899,31.7789,-102.0822,10525,45.572731767735,8,10138,10864.79
600,2,319795,11000,0,283000,67148,50.9170981511221,48.1210657990625,37869,31.7056,-102.1026,10527,59.9755520332727,10,10288,10679.36
602,2,280455,10000,0,143500,68390,57.1815579561387,48.1210657990625,37887,31.6922,-102.0627,10525,45.572731767735,8,10124,10840.7
603,1,0,10000,278705,171000,67907,50.9170981511221,48.1210657990625,37917,31.8118,-102.0022,10530,45.572731767735,8,10131,10964.5
605,2,0,14000,72000,250000,72000,50.9170981511221,44.52772543375,38029,31.80228,-101.99589,11100,45.572731767735,2,8292,10970.92
608,2,0,5000,188723,450350,23277.5,50.9104396193166,47.2149192475855,37935,31.75711,-101.86727,9050,40.7605692326044,8,7268,10811.29
611,2,0,10000,281951,164423,67820,57.1815579561387,48.1210657990625,37937,31.6768,-102.0799,10525,45.572731767735,8,10092,10905.11
612,1,268411,10000,0,155000,69962,57.1815579561387,48.1210657990625,37960,31.6743,-102.0746,10515,45.572731767735,8,10100,10924.44
613,2,0,10000,274821,159500,73103,57.1815579561387,48.1210657990625,37984,31.6813,-102.0769,10500,45.572731767735,8,10146,10865.3
615,2,0,5500,182000,313000,50000,50.9170981511221,48.1210657990625,37915,31.8118,-102.10161,10200,36.3453506504094,8,7838,10862.9
616,2,0,12500,368534,388286,80312,50.9170981511221,47.2149192475855,37950,31.74378,-101.97116,10520,40.7605692326044,10,9808,10984.87
617,2,0,9500,299893,367600,74852,50.9170981511221,47.2149192475855,37984,31.762,-101.9903,10500,45.572731767735,8,10132,11036.14
618,1,0,9500,281505,372160,64319,57.1815579561387,47.2149192475855,37973,31.73105,-101.94476,10502,45.572731767735,8,10296,10942.01
619,1,0,9500,279774,372173,74024,57.1815579561387,47.2149192475855,37984,31.73682,-101.94974,10520,40.7605692326044,8,10266,10942.1
621,1,0,9000,83000,291000,83000,50.9170981511221,44.52772543375,38047,31.7743,-101.98676,11000,45.572731767735,2,8194,10969.16
622,2,382200,0,0,464414,382200,50.9104396193166,48.1210657990625,38074,31.86862,-101.93597,11100,45.572731767735,1,8228,10654.85
626,1,0,10000,274131,173000,68601,50.9170981511221,48.1210657990625,38006,31.7354,-101.9914,10515,45.572731767735,8,10085,10986.24
627,1,0,7300,277449,174500,68636,57.1815579561387,48.1210657990625,37959,31.6806,-102.0678,10525,45.572731767735,8,10188,10906.67
630,1,0,10000,255364,170000,38028,50.9170981511221,48.1210657990625,37986,31.8236,-102.0512,10503,45.572731767735,8,10008,10869.64
633,1,0,10000,270233,169528,66935,57.1815579561387,48.1210657990625,37993,31.6752,-102.0392,10525,40.7605692326044,8,10095,10955.37
634,1,0,10000,278112,166000,67765,57.1815579561387,48.1210657990625,38006,31.6662,-102.0454,10525,45.572731767735,8,10104,10946.2
635,2,0,10000,271890,161048,65370,57.1815579561387,48.1210657990625,37978,31.6715,-101.9753,10520,45.572731767735,8,10104,11132.01
636,1,0,10000,283927,191500,76686,57.1815579561387,48.1210657990625,38128,31.6721,-101.9724,10510,45.572731767735,8,10133,11122.72
639,2,0,14000,760000,1398355.9,760000,50.9170981511221,44.52772543375,38013,31.78972,-102.01826,11000,45.572731767735,2,8357,10945.97
641,2,0,15876,371700,653345,371700,50.9170981511221,80.4622673311111,38015,31.68173,-102.17021,10145,40.7605692326044,2,7938,10504.33
642,2,0,8000,507000,264000,152000,50.9170981511221,47.0209348228125,37965,31.77689,-102.04097,10125,40.7605692326044,4,7868,10950.39
645,1,173000,2750,0,200270,90000,50.9104396193166,24.6604927446667,38200,31.91882,-101.81391,8905,45.572731767735,4,8578,10405.69
646,2,0,0,300510,200690,300510,50.9170981511221,48.1210657990625,38025,31.77534,-102.20545,10750,45.572731767735,1,8875,10785.02
647,2,0,9000,281277,171260,66931,50.9170981511221,48.1210657990625,38065,31.73587,-102.05482,10500,40.7605692326044,7,10071,11004.67
648,1,0,10000,277662,144000,75023,50.9170981511221,48.1210657990625,37982,31.71597,-102.07502,10525,45.572731767735,8,10113,10803.08
649,1,0,26000,0,430880,295890,50.9104396193166,48.1210657990625,38081,31.86038,-101.95557,11000,45.572731767735,1,8208,10820.45
650,2,0,20000,455000,273000,181000,50.9170981511221,47.0209348228125,38087,31.7719,-102.07991,10125,40.7605692326044,4,7900,10866.11
651,1,268000,24000,0,301000,268000,50.9170981511221,44.52772543375,38081,31.77179,-101.98067,11000,45.572731767735,2,8239,10935.96
652,2,329532,0,0,325190,329532,50.9170981511221,48.1210657990625,38104,31.78981,-102.06841,10765,45.572731767735,1,8323,10930.75
653,2,305340,0,0,434510,305340,50.9104396193166,48.1210657990625,38167,31.85985,-101.94259,11750,40.7605692326044,1,8048,10641.53
655,2,0,10000,285605,170320,67712,57.1815579561387,48.1210657990625,38009,31.693,-102.0273,10515,45.572731767735,8,10182,11039.28
656,1,0,10000,287570,184096,80066,57.1815579561387,48.1210657990625,38038,31.7036,-101.9818,12510,45.572731767735,8,10176,11081.91
657,2,0,5000,198190,471380,55930,50.9104396193166,47.2149192475855,38068,31.76988,-101.85904,9095,40.7605692326044,6,7249,10759.91
658,2,0,5000,200238,475120,56742,50.9104396193166,47.2149192475855,38072,31.77164,-101.85117,9060,40.7605692326044,6,7216,10730.96
659,2,0,5000,200303,471910,56519,50.9104396193166,47.2149192475855,38072,31.77514,-101.85229,9050,40.7605692326044,6,7221,10715.25
661,2,407064,0,0,351360,407064,50.9170981511221,48.1210657990625,38356,31.8199,-102.06746,10905,45.572731767735,1,8353,10830.56
663,1,366408,0,0,452250,366408,50.9170981511221,48.1210657990625,38198,31.80361,-102.04028,10100,45.572731767735,1,8321,10932.16
664,1,0,10000,287292,191000,89020,57.1815579561387,48.1210657990625,38056,31.6859,-101.9759,10528,45.572731767735,8,10123,11104.37
665,3,0,10000,258005,163000,67655,57.1815579561387,48.1210657990625,38070,31.6916,-101.9886,10515,45.572731767735,8,10155,11148.04
666,2,0,10000,270240,173500,75408,50.9170981511221,48.1210657990625,38096,31.7482,-101.9683,10520,45.572731767735,8,10122,10960.34
667,2,3000,6000,296337,182494,24700,57.1815579561387,48.1210657990625,38084,31.7256,-101.9846,10530,45.572731767735,11,8318,11019.25
668,1,345030,0,0,333410,345030,50.9170981511221,48.1210657990625,38113,31.73777,-102.01532,11000,40.7605692326044,1,8266,11063.43
669,2,0,5000,198618,475880,54810,50.9104396193166,47.2149192475855,38186,31.7991,-101.82887,8950,40.7605692326044,6,7123,10631.99
670,2,342300,0,0,291940,342300,50.9104396193166,48.1210657990625,38229,31.84944,-101.95491,10750,45.572731767735,1,8087,10719.34
672,2,0,9000,280737,181220,66613,57.1815579561387,48.1210657990625,38086,31.6979,-101.993,10500,45.572731767735,7,10167,11127.36
673,1,0,10000,280146,149500,75408,57.1815579561387,48.1210657990625,38042,31.6878,-101.9675,10497,45.572731767735,8,10089,11065.39
674,2,0,10000,284650,172000,68084,50.9170981511221,48.1210657990625,38083,31.7155,-102.0615,10510,45.572731767735,8,10139,10862.38
675,1,0,10000,266796,168500,67623,57.1815579561387,48.1210657990625,38087,31.7145,-101.9719,10535,45.572731767735,8,10121,11003.4
678,1,0,10000,278534,175000,69172,50.9170981511221,48.1210657990625,38072,31.8175,-101.9773,10529,45.572731767735,8,10067,10948.48
679,2,0,26000,0,543040,NA,50.9170981511221,48.1210657990625,39072,31.8149,-101.9723,11529,40.7605692326044,2,8065,10919.38
680,2,0,10000,272080,174296,66935,57.1815579561387,48.1210657990625,38196,31.6877,-102.0657,10520,45.572731767735,8,10133,10860.25
684,1,326352,0,0,352040,326352,50.9170981511221,48.1210657990625,38149,31.77534,-102.14324,11000,36.3453506504094,1,7955,10920.36
685,2,0,7500,297423,388238,58653,50.9104396193166,47.2149192475855,38232,31.93425,-101.83609,9397,36.3453506504094,6,7104,10440
686,2,0,4000,337722,437481,56616,50.9104396193166,47.2149192475855,38251,31.93173,-101.8308,9365,36.3453506504094,7,7063,10417.06
687,1,0,5000,205968,472910,59094,50.9104396193166,47.2149192475855,38147,31.793,-101.82253,8955,40.7605692326044,6,7135,10657.73
691,1,0,14000,0,312000,NA,50.9170981511221,44.52772543375,38122,31.79786,-101.99885,11000,45.572731767735,2,8166,10921.16
692,2,0,14000,0,322000,NA,50.9170981511221,44.52772543375,38148,31.78643,-101.99855,11000,40.7605692326044,2,8102,10904.11
693,1,0,5000,195972,473760,54726,50.9104396193166,47.2149192475855,38179,31.79926,-101.82893,8955,40.7605692326044,6,7131,10639.74
694,1,0,10000,288374,155640,81139,57.1815579561387,48.1210657990625,38193,31.7071,-101.983,10515,45.572731767735,8,10170,11054.23
696,2,361000,15000,0,317000,361000,50.9170981511221,44.52772543375,38137,31.77212,-102.01207,11000,40.7605692326044,2,8139,10984.45
698,1,0,10000,275217,190000,78786,50.9170981511221,48.1210657990625,38168,31.713,-102.0562,10507,45.572731767735,8,10108,10891.81
699,1,0,10000,273023,174500,23277.5,57.1815579561387,48.1210657990625,38101,31.6658,-101.9421,10501,45.572731767735,8,8223,10982.98
701,2,428064,0,0,346550,428064,50.9170981511221,48.1210657990625,38145,31.82285,-102.03787,11000,45.572731767735,1,8320,10899.79
704,1,0,7512,215473,175460,95036,57.1815579561387,48.1210657990625,38328,31.7225,-101.9655,10510,45.572731767735,6,9646,10978.67
708,1,0,10000,279110,186700,72835,57.1815579561387,48.1210657990625,38248,31.7204,-101.9734,10500,45.572731767735,8,10133,11008.8
709,2,0,10000,273100,181500,77558,50.9170981511221,48.1210657990625,38163,31.7326,-101.987,10492,45.572731767735,8,10121,10992.53
710,1,0,10000,265369,187800,77504,57.1815579561387,48.1210657990625,38193,31.7214,-101.9693,10530,45.572731767735,8,10132,10999.13
711,1,220000,0,0,575000,80000,50.9104396193166,59.085816205,38104,31.89854,-101.90584,8962,40.7605692326044,3,8674,10492.13
712,2,394800,0,0,350290,394800,57.1815579561387,48.1210657990625,38197,31.68548,-102.0114,11250,45.572731767735,1,8280,11138
713,1,0,9000,85900,329600,85900,50.9170981511221,44.52772543375,38250,31.76622,-101.98814,11000,45.572731767735,2,8186,11021.01
714,2,410088,0,0,350780,410088,50.9170981511221,48.1210657990625,38190,31.74256,-101.97648,11077,40.7605692326044,1,8129,10968.01
715,1,0,5500,156000,223000,40000,50.9170981511221,48.1210657990625,38163,31.8105,-102.10881,10099,45.572731767735,7,8550,10731.66
718,1,0,1000,221525,149346,110440,50.9170981511221,48.1210657990625,38173,31.74442,-102.03472,10514,40.7605692326044,4,9805,11065.03
720,1,461832,0,0,370580,461832,50.9170981511221,48.1210657990625,38289,31.75465,-101.99714,11100,45.572731767735,1,8280,11041.88
721,2,0,10000,288979,188306,81571,57.1815579561387,48.1210657990625,38203,31.7076,-102.0459,10520,45.572731767735,8,10148,10953.24
725,2,271800,24000,0,300900,271800,50.9170981511221,44.52772543375,38276,31.79571,-102.02423,11000,45.572731767735,2,8279,10940.97
726,1,457338,0,0,357950,457338,50.9170981511221,48.1210657990625,38284,31.78397,-102.15479,11000,45.572731767735,1,8648,11146.15
729,1,0,7000,205335,161200,93311,50.9170981511221,48.1210657990625,38371,31.7375,-102.06435,10510,40.7605692326044,6,9677,10938.3
731,1,0,5000,198282,473110,58590,31.4327307694649,47.2149192475855,38294,31.66337,-101.77644,8780,40.7605692326044,6,6960,10693.99
732,2,0,10000,279226,180607,68876,50.9170981511221,48.1210657990625,38208,31.7083,-102.0591,10515,45.572731767735,8,10106,10870.4
738,1,0,10000,294159,190780,80707,50.9170981511221,48.1210657990625,38390,31.7093,-102.0551,10520,45.572731767735,8,10143,10875.27
739,2,433650,0,0,331320,433650,50.9170981511221,48.1210657990625,38371,31.8204,-102.03263,10900,45.572731767735,1,8297,10911.79
740,1,0,10000,279120,189380,81530,50.9170981511221,48.1210657990625,38556,31.7095,-102.0862,10515,45.572731767735,8,10175,10751.55
743,2,0,7000,191460,145509,88215,57.1815579561387,48.1210657990625,38430,31.6979,-102.0868,10510,45.572731767735,6,9592,10762.87
744,1,426888,0,0,349710,426888,50.9170981511221,48.1210657990625,38331,31.73909,-101.97508,11100,40.7605692326044,1,8147,10989.54
745,2,448770,0,0,110277.1,448770,50.9170981511221,48.1210657990625,38363,31.74086,-102.01584,11000,45.572731767735,1,8269,11058.57
747,2,354312,0,0,435660,354312,50.9104396193166,48.1210657990625,38611,31.86321,-101.94328,11700,40.7605692326044,1,8051,10638.48
750,1,0,10000,288644,191199,81536,57.1815579561387,48.1210657990625,38293,31.6988,-102.0025,10505,45.572731767735,8,10114,11149.22
752,2,0,10000,284428,170481,81411,57.1815579561387,48.1210657990625,38439,31.7157,-101.9768,10530,45.572731767735,8,10148,11015.91
753,1,0,10000,290937,190497,80152,57.1815579561387,48.1210657990625,38388,31.7139,-101.9865,10505,45.572731767735,8,10170,11042.49
756,2,0,10000,310632,183675,102725,50.9170981511221,48.1210657990625,38586,31.728,-102.0567,10525,40.7605692326044,8,10162,10916.55
757,2,0,10000,290025,194860,79913,57.1815579561387,48.1210657990625,38405,31.7096,-102.0373,10525,45.572731767735,8,10139,10999.57
758,1,0,10000,280780,190200,23932,50.9170981511221,48.1210657990625,38546,31.7168,-102.0396,10530,45.572731767735,8,8400,10976.91
759,1,0,7000,208341,169384,95114,50.9170981511221,48.1210657990625,38482,31.7223,-102.0551,10513,40.7605692326044,6,9678,10903.63
760,2,0,10000,288510,193420,79913,57.1815579561387,48.1210657990625,38472,31.7297,-101.9668,10510,45.572731767735,8,10120,10969.7
761,1,0,10000,287175,181757,81172,50.9170981511221,48.1210657990625,38560,31.737,-101.968,10520,45.572731767735,8,10265,10964.06
763,1,407484,0,0,349430,407484,50.9170981511221,48.1210657990625,38347,31.78249,-102.208,11005,45.572731767735,1,8741,10765.56
764,2,0,10008,267522,190900,56939,50.9170981511221,48.1210657990625,38328,31.7314,-101.9924,10510,45.572731767735,8,10112,11041.8
765,2,0,10000,275566,191540,24352,57.1815579561387,48.1210657990625,38536,31.6603,-102.07,10510,45.572731767735,8,8475,10893.94
766,2,0,10000,291913,188640,24369,57.1815579561387,48.1210657990625,38546,31.6579,-102.0781,10500,45.572731767735,8,8426,10887.07
767,2,152000,2000,0,175000,152000,50.9170981511221,47.0209348228125,38485,31.85368,-102.03837,11478,40.7605692326044,2,7938,11013.31
770,2,0,0,453978,350670,453978,57.1815579561387,48.1210657990625,38586,31.68745,-102.00262,11250,45.572731767735,1,8290,11171
771,2,0,0,502194,500460,502194,57.1815579561387,48.1210657990625,38585,31.69,-102.00783,11265,40.7605692326044,1,8225,11133
772,2,430542,0,0,350840,430542,50.9170981511221,48.1210657990625,38465,31.81789,-102.07704,10937,45.572731767735,1,8390,10833.62
776,2,0,8000,522000,334000,367000,50.9170981511221,47.0209348228125,38368,31.77459,-102.03484,10125,40.7605692326044,4,9388,10959.8
778,2,0,0,579516,401720,579516,50.9170981511221,48.1210657990625,38627,31.81568,-102.03594,10980,45.572731767735,1,8296,10909.05
779,2,513870,0,0,498480,513870,50.9170981511221,48.1210657990625,39000,31.81528,-102.07181,10897,45.572731767735,1,8328,10831.32
780,1,0,10000,285717,188421,79913,57.1815579561387,48.1210657990625,38377,31.70681,-102.04947,10515,45.572731767735,8,10115,10919.78
781,1,0,3500,138030,337440,71868,50.9104396193166,47.2149192475855,38565,31.78416,-101.86358,8985,45.572731767735,4,7915,10673.02
782,2,602154,0,0,648106,602154,50.9170981511221,48.1210657990625,38966,31.73401,-102.0632,10592,45.572731767735,1,8341,10927.94
787,2,0,10000,287630,190640,80935,57.1815579561387,48.1210657990625,38511,31.6835,-101.9893,10515,45.572731767735,8,10165,11143.41
788,2,447678,0,0,397760,447678,50.9170981511221,48.1210657990625,38579,31.74965,-101.99676,11102,45.572731767735,1,8160,11032.2
790,1,0,3500,150962,370720,73935,50.9104396193166,47.2149192475855,38548,31.78865,-101.82521,8850,45.572731767735,4,7836,10656.14
796,1,0,3500,134241,336760,69658,50.9104396193166,47.2149192475855,38615,31.81198,-101.85492,8814,45.572731767735,4,7803,10526.12
797,2,494718,0,0,572780,494718,57.1815579561387,48.1210657990625,38724,31.6788,-101.9875,10600,45.572731767735,1,8232,11136.51
803,2,0,10000,287063,181077,80552,57.1815579561387,48.1210657990625,38476,31.6865,-101.9583,10520,45.572731767735,8,10135,11010.22
804,1,384174,0,0,134520,384174,57.1815579561387,48.1210657990625,38817,31.683,-101.9571,10611,45.572731767735,1,8128,11015.82
805,2,0,15000,426000,264000,152000,50.9170981511221,47.0209348228125,38520,31.84666,-102.06198,11485,40.7605692326044,4,9433,10899.67
809,1,0,0,463554,350660,463554,50.9170981511221,48.1210657990625,38610,31.79904,-102.04291,11015,45.572731767735,1,8294,10927.13
810,2,665322,0,0,613250,665322,50.9170981511221,48.1210657990625,38778,31.77891,-102.06478,10849,45.572731767735,1,8356,10930.38
817,1,0,10000,320415,155654,72793,57.1815579561387,48.1210657990625,38559,31.6863,-102.0874,10500,45.572731767735,8,10252,10805.34
818,2,0,6000,435500,496700,435500,50.9170981511221,44.52772543375,38769,31.7972,-102.03435,10999,53.2831107625641,2,8278,10917.38
819,1,0,10000,283385,190699,73684,50.9170981511221,48.1210657990625,38573,31.813,-102.0309,10540,45.572731767735,8,10289,10706.89
820,1,569856,9000,0,601330,569856,57.1815579561387,48.1210657990625,38789,31.7203,-101.991,10630,40.7605692326044,2,8208,11035.86
821,2,0,10000,288653,182317,81757,50.9170981511221,48.1210657990625,38613,31.8043,-102.0359,10510,45.572731767735,8,10262,10926.66
823,2,0,13944,524202,495000,65814,50.9170981511221,48.1210657990625,38632,31.8207,-101.9963,10550,45.572731767735,12,9938,10947.11
824,1,414750,0,0,396520,414750,50.9170981511221,48.1210657990625,38669,31.7577,-101.9758,10610,40.7605692326044,1,8121,10961.82
826,1,606396,0,0,550420,606396,50.9170981511221,48.1210657990625,38879,31.83454,-102.21098,11176,45.572731767735,1,8577,10851.31
827,1,611730,0,0,630500,611730,50.9170981511221,48.1210657990625,39079,31.74388,-102.02048,10621,40.7605692326044,1,8249,11034.49
829,2,505386,0,0,497280,505386,50.9170981511221,48.1210657990625,38684,31.78289,-102.19,10714,45.572731767735,1,8632,11126.97
830,1,579726,0,0,600100,579726,50.9170981511221,48.1210657990625,38824,31.78545,-102.19527,10713,45.572731767735,1,8721,11070.48
831,2,0,15960,458304,421620,49980,50.9170981511221,48.1210657990625,38630,31.76821,-101.99774,10530,45.572731767735,12,9998,11021.84
832,1,0,14112,445242,422040,74718,50.9170981511221,48.1210657990625,38626,31.8385,-101.9844,10530,45.572731767735,12,8173,10847.09
833,1,0,12000,445406,544020,23277.5,50.9104396193166,47.2149192475855,38771,31.81577,-101.96765,10515,40.4855503116667,9,9264,10881.69
835,2,0,17000,492531,748661,70619,50.9104396193166,47.2149192475855,38703,31.82037,-101.96493,10501,45.572731767735,12,9982,10843.76
836,1,0,19500,432360,667460,45988,50.9104396193166,47.2149192475855,38734,31.80842,-101.96577,10526,45.572731767735,12,10095,10890.53
837,2,0,15500,535081,803880,94222,50.9104396193166,47.2149192475855,38677,31.8063,-101.9607,10485,45.572731767735,12,9989,10859.33
839,1,510972,0,0,589080,510972,50.9170981511221,48.1210657990625,38930,31.8173,-102.02647,10817,67.5302083073333,1,8262,10911.68
841,1,0,6500,271293,486900,55136,50.9104396193166,47.2149192475855,38977,31.92039,-101.95716,9426,40.7605692326044,7,7551,10665.15
843,1,0,14250,393163,682912,63760,50.9170981511221,47.2149192475855,38799,31.87755,-102.02808,10330,45.572731767735,9,9766,10937.9
844,1,0,10000,346404,505860,80304,50.9170981511221,47.2149192475855,38714,31.8856,-102.02622,10125,40.7605692326044,10,9704,10899.82
845,1,0,11000,400032,775660,99077,50.9170981511221,47.2149192475855,38814,31.87629,-102.04972,10331,40.7605692326044,10,9780,10906.03
846,2,0,15500,428634,533020,79469,50.9170981511221,47.2149192475855,38726,31.88431,-101.99888,10090,40.7605692326044,12,9957,10894.59
848,2,481000,19250,0,289000,481000,50.9170981511221,47.0209348228125,38687,31.85538,-102.04329,10125,40.7605692326044,2,7944,10976.16
850,1,0,15500,480958,603272,78539,50.9104396193166,47.2149192475855,38751,31.82868,-101.9136,10022,45.572731767735,12,9711,10573.11
853,2,0,26000,416619,686660,107325,50.9104396193166,47.2149192475855,38746,31.85219,-101.92604,10012,45.572731767735,10,9616,10644.19
855,1,503000,9250,0,307000,503000,50.9170981511221,47.0209348228125,38715,31.77903,-102.03206,10127,40.7605692326044,2,7819,10937.23
856,1,0,16000,450247,633024,65360,50.9104396193166,47.2149192475855,38754,31.78182,-101.95272,10510,45.572731767735,12,10010,10883.87
862,2,0,12750,450268,399440,80417,50.9104396193166,47.2149192475855,38879,31.83892,-101.96636,10336,45.572731767735,11,9834,10848.27
864,1,0,15750,450349,405820,80698,50.9104396193166,47.2149192475855,38802,31.85266,-101.97081,10380,45.572731767735,12,9838,10829.63
865,1,0,5000,567900,550300,567900,50.9170981511221,44.52772543375,38776,31.76849,-101.97813,11026,53.2831107625641,2,8210,10897.04
866,1,13294,0,0,538660,23277.5,50.9170981511221,48.1210657990625,38754,31.71644,-102.08857,10609,59.9755520332727,1,8317,10735.87
867,2,0,17750,490066,384232,78961,50.9104396193166,47.2149192475855,38967,31.79145,-101.9598,10512,45.572731767735,12,10171,10853.2
868,1,586068,8060,0,580100,586068,50.9170981511221,48.1210657990625,38825,31.7377,-102.0954,10626,67.5302083073333,2,8395,10744.64
869,2,634452,0,0,598760,634452,50.9170981511221,48.1210657990625,38817,31.7121,-102.091,10615,67.5302083073333,1,8380,10720.99
871,2,0,17750,458041,400060,81050,50.9104396193166,47.2149192475855,38929,31.814,-101.95829,10120,45.572731767735,12,10003,10817.44
872,2,0,15750,451873,414608,81895,50.9104396193166,47.2149192475855,38824,31.78436,-101.95796,10494,45.572731767735,11,10234,10869.42
873,2,0,26000,389770,408780,82802,50.9104396193166,47.2149192475855,38978,31.79103,-101.94552,10508,45.572731767735,12,10133,10830.14
874,1,0,17500,437614,372440,81229,50.9104396193166,47.2149192475855,38800,31.77939,-101.94708,10535,45.572731767735,12,9928,10875.74
876,2,0,13750,453172,401360,80943,50.9104396193166,47.2149192475855,38816,31.78638,-101.94933,10492,45.572731767735,11,10136,10853.14
879,1,555702,0,0,746360,555702,50.9170981511221,48.1210657990625,38858,31.77,-102.088,10435,36.3453506504094,1,7845,10849.19
880,2,734454,0,0,869407,734454,50.9170981511221,48.1210657990625,39097,31.7674,-102.0829,10400,36.3453506504094,1,7823,10855.9
881,2,0,17750,1338664.45,400005,81665,50.9104396193166,47.2149192475855,38921,31.82249,-101.95667,10126,45.572731767735,12,9804,10772.4
883,2,0,0,655250,319000,655250,50.9170981511221,47.0209348228125,38775,31.84966,-102.06792,10125,40.7605692326044,1,7941,10893.31
885,1,0,10000,361080,736180,55985,50.9170981511221,47.2149192475855,38831,31.8801,-102.03329,10255,36.3453506504094,10,7736,10956.13
886,1,0,11000,355635,508638,58382,50.9104396193166,47.2149192475855,38846,31.89567,-101.99809,10163,40.7605692326044,10,7639,10869.21
887,1,0,15500,427045,645488,58652,50.9170981511221,47.2149192475855,38978,31.8785,-102.02397,10168,40.7605692326044,12,7745,10917.15
889,2,655956,0,0,700800,655956,50.9170981511221,48.1210657990625,39016,31.76283,-102.0857,10771,64.6750664149306,1,7839,10836.41
892,2,0,21500,530816,486021,60085,50.9104396193166,47.2149192475855,39392,31.80533,-101.96479,10413,45.572731767735,12,8362,10893.41
893,2,0,15750,446364,404660,72737,57.1815579561387,47.2149192475855,39080,31.73139,-101.92728,10576,45.572731767735,12,8268,10920.41
894,1,0,14750,462309,403220,79330,57.1815579561387,47.2149192475855,39048,31.72489,-101.93896,10532,45.572731767735,11,8299,10938.38
895,2,0,15750,441896,549019,55714,57.1815579561387,47.2149192475855,39135,31.72431,-101.92502,10540,40.7605692326044,13,7806,10919.36
896,1,351000,9500,0,110277.1,351000,50.9170981511221,47.0209348228125,38816,31.761,-102.04465,10061,45.572731767735,2,8565,10933.26
897,2,588168,0,0,715960,588168,50.9170981511221,48.1210657990625,38930,31.74055,-102.0019,11111,67.5302083073333,1,8193,10998.05
899,1,581616,0,0,639520,581616,57.1815579561387,48.1210657990625,38886,31.69801,-102.006,11258,45.572731767735,1,8277,11160
901,1,0,15750,429484,400400,77348,50.9104396193166,47.2149192475855,38825,31.84675,-101.90111,10017,45.572731767735,12,9605,10545.7
902,2,0,15750,457722,406160,80859,50.9104396193166,47.2149192475855,38841,31.84853,-101.8936,10004,45.572731767735,12,9554,10514.16
903,1,0,9500,313423,612489,101444,50.9170981511221,47.2149192475855,38859,31.87085,-102.05693,10341,45.572731767735,7,9793,10896.31
904,2,0,12050,376344,387680,81086,50.9170981511221,47.2149192475855,38852,31.87724,-102.04561,10374,45.572731767735,10,9868,10937.09
905,2,1046220,0,0,800581,1046220,57.1815579561387,48.1210657990625,39136,31.6567,-102.0378,10604,36.3453506504094,1,7756,10938.21
907,2,1075580.1,0,0,901480,1191414,57.1815579561387,48.1210657990625,39136,31.6532,-102.0321,10600,36.3453506504094,1,7746,10948.45
909,2,0,13250,431389,525080,58118,50.9170981511221,47.2149192475855,38966,31.88201,-102.02508,10234,40.7605692326044,12,7722,10897.67
910,2,594300,0,0,650550,594300,57.1815579561387,48.1210657990625,38857,31.69336,-102.00948,11260,40.7605692326044,1,8153,11159
912,2,827000,18000,0,560000,827000,50.9170981511221,44.52772543375,39141,31.77678,-101.99141,10993,53.2831107625641,2,8176,10950.47
914,2,569772,0,0,600900,569772,57.1815579561387,48.1210657990625,39073,31.6993,-102.065,10670,45.572731767735,1,8371,10816.04
917,1,535458,0,0,362004,535458,48.2678540898953,48.1210657990625,38981,31.96385,-101.80206,10516,64.6750664149306,1,7054,10345.09
918,2,628698,0,0,603020,NA,50.9170981511221,48.1210657990625,39147,31.78917,-102.0534,10841,53.2831107625641,4,8333,10938.38
922,1,0,14250,423233,523240,80145,50.9104396193166,32.2985667405982,38868,31.74599,-101.78104,9973,40.7605692326044,12,9476,10640.05
923,2,563976,0,0,601900,563976,50.9170981511221,48.1210657990625,38930,31.76389,-102.17477,11247,45.572731767735,1,8630,11102
930,2,0,12750,437370,520620,55398,50.9170981511221,47.2149192475855,39050,31.89491,-102.00225,10185,40.7605692326044,11,7814,10866.87
931,2,0,13250,332539,678677,57845,50.9170981511221,47.2149192475855,39042,31.88585,-102.00849,10164,40.7605692326044,10,7852,10892.81
932,2,0,14250,432872,522980,81471,50.9170981511221,47.2149192475855,38859,31.87435,-102.05805,10285,40.7605692326044,11,9911,10875.9
933,2,0,15000,453844,445620,85198,50.9170981511221,32.2985667405982,38953,31.69046,-102.19558,10067,40.7605692326044,12,9817,10585.61
934,1,0,11250,343353,432298,84353,50.9170981511221,32.2985667405982,38937,31.69759,-102.1976,10500,40.7605692326044,10,9719,10638.79
940,1,0,18250,515668,561279,57296,50.9104396193166,32.2985667405982,38958,31.75463,-101.7927,9865,36.3453506504094,14,7034,10736.29
941,1,0,17250,515194,675047,85208,50.9170981511221,47.2149192475855,38978,31.8939,-102.00664,10184,40.7605692326044,14,9716,10871.06
