Class,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Top_Zone,Number,Depth.Top,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,WFMP_ATB..KH,BEND..KHW.,ATOKA_L..KHW,DVNN..KHW.
1,0,0,889938,1061120,23277.5,48.2678540898953,35.0804697180488,40840,31.97478,-101.73801,11050,NA,NA,61.3417020506667,47.142803834728,12,10790,46.9919495209192,NA,NA,50.075857325368,NA,5635.55,9037.78,10270.2,10290.62,10882.66
1,0,0,849450,898544,85470,48.2678540898953,35.0804697180488,40877,31.97805,-101.7447,11500,NA,NA,NA,NA,12,10842,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,5685.39,9078.24,10284.67,10305.92,10939.31
1,0,0,682782,767118,71778,48.2678540898953,35.0804697180488,40782,31.95466,-101.74615,11461,39.3953253532759,39.9132468291517,61.3417020506667,47.142803834728,9,10866,46.9919495209192,46.5028002169063,68.6977972815385,50.075857325368,35.3283279841421,5693.16,8976.26,10265.38,10287.39,10846.85
1,0,12000,877944,853791,112518,48.2678540898953,35.0804697180488,41040,31.92229,-101.70388,10880,NA,NA,46.095086408,47.142803834728,18,10498,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,5857.65,8894.76,10193.3,10232.44,10675.27
2,0,13000,936662,991305,116402,48.2678540898953,35.0804697180488,41041,31.93254,-101.7128,11320,48.5997313820817,47.6641071277034,46.095086408,47.142803834728,20,10664,46.9919495209192,46.5028002169063,37.0159940085714,50.075857325368,35.3283279841421,5791.59,8724.97,10224.24,10257.61,10747.27
2,0,15000,1338664.45,1390858,168191,48.2678540898953,47.2149192475855,40869,31.89498,-101.72244,10451,44.4812271666837,39.9132468291517,64.6750664149306,45.6894734043355,8,10146,45.6145114608116,46.5028002169063,46.4885978294857,38.5516637875556,68.7727801518461,5589,8789.79,10309.22,10376.33,10763.94
2,0,16500,1338664.45,1398355.9,189072,48.2678540898953,47.2149192475855,40876,31.8478222,-101.6853695,10344,44.4812271666837,39.9132468291517,50.6046402510526,39.4022307057895,8,10150,45.6145114608116,46.5028002169063,46.4885978294857,41.9156553657143,68.7727801518461,6011.38,8994.98,10375.8,10459.73,10824.18
1,0,11000,0,740000,1108758,48.2678540898953,34.1348240084615,40933,31.96321,-101.69098,10310,NA,NA,47.8980746184318,47.142803834728,2,8222,48.0662535151724,46.5028002169063,38.0055308655556,36.9588168142941,NA,5613.02,8792.42,10138.61,10157.08,10642.68
1,0,0,88200,110277.1,88200,48.2678540898953,34.1348240084615,40855,31.85151,-101.58852,10327,44.1646661294716,53.6855631306289,47.8980746184318,47.142803834728,1,7858,45.6145114608116,46.5028002169063,46.4885978294857,NA,NA,5404.39,8277.85,10182.54,10233.95,10540.3
2,168000,0,0,NA,168000,37.4785431919082,34.1348240084615,40852,31.72877,-101.43556,9980,NA,NA,NA,NA,1,6876,57.459789077293,NA,NA,NA,NA,4484.16,8080.15,9744.16,9907.17,10073.22
1,339700,0,469500,609263,43000,48.2678540898953,32.2985667405982,40835,31.8386,-101.54503,10935,48.5997313820817,47.6641071277034,61.3417020506667,47.142803834728,8,10143,45.6145114608116,46.5028002169063,46.4885978294857,NA,NA,5511.06,8222.57,10024.26,10105.66,10374.78
1,936726,0,0,935200,936726,48.2678540898953,80.4769158391667,40993,31.82267,-101.5843,10567,44.1646661294716,53.6855631306289,NA,NA,1,7468,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5616.28,8554.02,10170.98,10239.06,10532.46
3,1074780,0,0,944021,1074780,48.2678540898953,80.4769158391667,41122,31.80385,-101.58227,10669,48.5997313820817,53.6855631306289,79.7546562371429,49.8051695977933,1,7338,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5568.96,8728.39,10168.72,10247.65,10520.88
2,NA,NA,NA,110277.1,NA,37.4785431919082,34.1348240084615,40878,31.67558,-101.51621,10272,NA,NA,NA,NA,1,7202,NA,46.5028002169063,46.4885978294857,NA,NA,5258.31,NA,NA,NA,10422.4
1,0,14000,0,960000,1149414,48.2678540898953,34.1348240084615,40980,31.84969,-101.57873,10430,44.1646661294716,53.6855631306289,NA,NA,2,7261,48.0662535151724,46.5028002169063,38.0055308655556,36.9588168142941,NA,5421.57,8245.99,10135.71,10189.99,10486.79
2,NA,NA,NA,NA,367906,37.4785431919082,42.0641074122059,40910,31.67199,-101.46035,8738,44.1646661294716,53.6855631306289,45.572731767735,49.8051695977933,2,7038,57.459789077293,46.5028002169063,46.4885978294857,41.9156553657143,46.1834942366667,4958.89,8281.83,NA,9946.28,10242.45
2,0,12000,1207954,1348977,858204,48.2678540898953,47.2149192475855,41092,31.91239,-101.68314,10562,43.4336303913043,53.6855631306289,64.6750664149306,45.6894734043355,6,8206,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,NA,5886.17,8959.73,10231.21,10274.79,10657.04
1,639334,17094,0,1398355.9,639334,48.2678540898953,30.164,40939,31.96911,-101.67954,10251,48.5997313820817,53.6855631306289,NA,NA,2,7364,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5588.83,8662.95,10091.16,10110.42,10550.85
1,0,12000,1338664.45,1344000,202768,48.2678540898953,47.2149192475855,41037,31.9694,-101.69667,10229,NA,NA,NA,NA,7,10042,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,68.7727801518461,5659,8801,10168.03,10184.8,10664.26
1,0,15000,1338664.45,1249577,218356,48.2678540898953,47.2149192475855,40955,31.97211,-101.68047,10076,48.5997313820817,53.6855631306289,NA,NA,8,9904,45.6145114608116,46.5028002169063,46.4885978294857,38.5516637875556,68.7727801518461,5503,8710,10130.93,10149.55,10586.37
2,NA,NA,NA,NA,639464,37.4785431919082,42.0641074122059,40910,31.66467,-101.43187,8637,48.5997313820817,53.6855631306289,40.7605692326044,45.6894734043355,2,5978,57.459789077293,46.5028002169063,46.4885978294857,38.5516637875556,46.1834942366667,4429.59,8170.77,NA,9910.19,10100.88
1,0,26000,442000,889000,118000,37.4785431919082,36.0978431057576,40935,31.7182,-101.48035,10057,NA,NA,NA,NA,14,9480,48.0662535151724,46.5028002169063,46.4885978294857,38.5516637875556,35.3283279841421,4965.59,8206.77,9912.68,9947.53,10304.62
1,101000,26000,397000,446000,101000,37.4785431919082,36.0978431057576,40886,31.69927,-101.44853,10064,44.1646661294716,53.6855631306289,59.9755520332727,45.6894734043355,14,9454,57.459789077293,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,4630.34,8185.19,NA,9986.52,10231.73
1,0,26000,523000,826000,114000,37.4785431919082,36.0978431057576,41007,31.71186,-101.50558,10182,NA,NA,NA,NA,14,9604,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5163.72,8262.47,9988.77,10024.16,10319.13
1,136000,26000,434000,910000,136000,37.4785431919082,36.0978431057576,40951,31.68765,-101.41755,10015,NA,NA,NA,NA,14,9528,57.459789077293,46.5028002169063,46.4885978294857,38.5516637875556,35.3283279841421,4162.27,8090.23,NA,9834.99,10027.72
3,0,16500,1338664.45,1398355.9,168084,48.2678540898953,47.2149192475855,40907,31.83816,-101.59794,10152,48.5997313820817,53.6855631306289,NA,NA,8,9924,45.6145114608116,46.5028002169063,46.4885978294857,41.9156553657143,68.7727801518461,5627.64,8418.59,10219.68,10275.95,10600.32
2,0,2016,0,110277.1,NA,48.2678540898953,34.1348240084615,40892,31.79269,-101.56571,10039,NA,NA,NA,NA,2,7182,NA,46.5028002169063,38.0055308655556,NA,NA,5031.33,8461.8,10116.29,10192.2,10467.41
1,0,26000,535000,839000,114000,37.4785431919082,36.0978431057576,41047,31.71403,-101.49735,10068,NA,NA,NA,NA,14,9500,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5090.67,8210.36,9966.75,9976.5,10302.86
2,0,26000,525500,843000,108000,37.4785431919082,36.0978431057576,40989,31.68625,-101.5025,10173,48.5997313820817,53.6855631306289,NA,NA,14,9788,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5200.63,8354.65,10013.4,10048.37,10375.3
1,111000,26000,422000,849500,23277.5,37.4785431919082,36.0978431057576,40884,31.70137,-101.45425,10024,NA,NA,NA,NA,1,5348,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,4699.7,8203.84,9866.51,10000.31,10273.77
2,0,13500,1127707,1398355.9,142878,48.2678540898953,47.2149192475855,40981,31.92037,-101.70037,10162,NA,NA,NA,NA,8,10050,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,68.7727801518461,5874.19,8972.22,10198.62,10238.48,10672.42
1,0,1000,448500,520188,23277.5,48.2678540898953,32.2985667405982,40974,31.82001,-101.54341,10900,NA,NA,NA,NA,1,10777,43.0317844528804,43.0362471476923,43.0362471476923,63.0173333333333,NA,5405.23,8267.35,10014.92,10105.16,10356.4
2,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40911,31.65633,-101.51698,8831,43.4336303913043,39.9132468291517,45.572731767735,49.8051695977933,1,6898,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5232.61,8385.94,10073.73,10069.56,10444.61
1,0,0,564000,508694,43000,48.2678540898953,32.2985667405982,40931,31.81814,-101.53517,10790,NA,NA,NA,NA,7,10072,45.6145114608116,46.5028002169063,68.6977972815385,48.7225007616148,NA,5210.32,8224.93,9988.12,10089.88,10326.23
2,0,10500,1265970,1236550,207784,48.2678540898953,47.2149192475855,41037,31.97544,-101.73516,10326,NA,NA,NA,NA,8,10176,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,68.7727801518461,5627,9030,10284.41,10304.23,10883.91
2,0,13500,1338664.45,1398355.9,175860,48.2678540898953,47.2149192475855,41040,31.90837,-101.69998,10222,NA,NA,NA,NA,8,10067,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,68.7727801518461,5898.09,9169.29,10210.53,10261.83,10653.48
1,245500,0,448500,520438,42000,48.2678540898953,32.2985667405982,40902,31.8308,-101.54607,10885,NA,NA,NA,NA,7,10120,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5527.93,8243.8,10023.37,10105.03,10371.39
2,0,12000,1224605,1375887,169364,48.2678540898953,47.2149192475855,41036,31.9998,-101.65399,10178,44.1646661294716,59.7140833134848,NA,NA,6,9940,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,68.7727801518461,5669.02,8391.2,NA,10147.55,10621.83
1,0,26000,532500,827000,128000,37.4785431919082,36.0978431057576,40972,31.72497,-101.46528,10120,NA,NA,NA,NA,14,9620,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,4823.4,8193.99,9855.83,9956.3,10275.5
2,0,13500,1338664.45,1398355.9,179078,48.2678540898953,47.2149192475855,41025,31.88452,-101.73701,10457,NA,NA,NA,NA,7,10248,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5712,8817.79,10330.96,10401.42,10847.1
2,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40978,31.66163,-101.4309,9895,48.5997313820817,53.6855631306289,NA,NA,1,7644,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,4416.23,8169.64,NA,9907.5,10093.12
1,0,13000,0,110277.1,1231011.6,37.4785431919082,34.1348240084615,40981,31.73041,-101.44487,9900,NA,NA,NA,NA,2,6890,48.0662535151724,46.5028002169063,38.0055308655556,36.9588168142941,NA,4581.5,8120.43,9777.8,9950.17,10145.74
1,0,1008,448500,520437,23277.5,48.2678540898953,32.2985667405982,40992,31.81294,-101.54123,10980,NA,NA,NA,NA,1,10800,43.0317844528804,43.0362471476923,43.0362471476923,17.535256685,NA,5346.69,8296.73,10028.64,10125.51,10365.77
1,0,10500,1225101,1238986,165703,48.2678540898953,47.2149192475855,41130,31.98156,-101.72766,10743,44.1646661294716,53.6855631306289,52.7388571428571,49.8051695977933,9,10263,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5554.86,8880.52,10247.58,10265.09,10824.04
2,0,12000,1338664.45,112000,1231011.6,37.4785431919082,34.1348240084615,41013,31.67782,-101.50887,10240,NA,NA,NA,NA,2,7211,45.6145114608116,46.5028002169063,38.0055308655556,36.9588168142941,NA,5242.13,8382.66,10034.95,10061.54,10398.35
1,732312,0,0,627400,732312,48.2678540898953,80.4769158391667,41025,31.81143,-101.56201,10623,NA,NA,NA,NA,1,7910,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5258.53,8491.64,10102.49,10179.06,10446.51
2,0,13500,0,175000,1231011.6,48.2678540898953,34.1348240084615,40968,31.80143,-101.56103,10236,NA,NA,NA,NA,2,7233,48.0662535151724,46.5028002169063,46.4885978294857,36.9588168142941,NA,5148.11,8477.76,10097.06,10176.99,10440.94
2,0,26000,623000,940800,148000,37.4785431919082,36.0978431057576,41106,31.67874,-101.44229,10091,48.5997313820817,53.6855631306289,64.6750664149306,45.6894734043355,14,9460,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,4580.63,8180.38,NA,9926,10158.37
1,0,26000,568000,879800,115000,37.4785431919082,36.0978431057576,40990,31.67599,-101.41896,9920,NA,NA,NA,NA,14,9418,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,4155.07,8114.55,NA,9885,10044.72
1,0,26000,531500,838500,114000,37.4785431919082,36.0978431057576,41046,31.72459,-101.48299,10034,NA,NA,NA,NA,14,9490,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5005.14,8219.2,9912.84,9940.42,10296.22
1,0,26000,422000,845000,115000,37.4785431919082,36.0978431057576,41119,31.6878,-101.44929,10122,48.5997313820817,53.6855631306289,64.6750664149306,45.6894734043355,14,9620,48.0662535151724,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,4677.77,8209.3,NA,9984.48,10242.35
1,907368,0,0,809068,907368,48.2678540898953,80.4769158391667,41031,31.81841,-101.56479,10615,44.4812271666837,53.6855631306289,NA,NA,1,7917,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5579.01,8475.83,10112.86,10185.03,10459.59
1,0,26000,548000,845000,124000,37.4785431919082,36.0978431057576,41014,31.67853,-101.42438,10035,NA,NA,NA,NA,14,9450,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,4251.65,8127.69,NA,9891.56,10070.27
1,0,17000,897684,754603,23277.5,48.2678540898953,35.0804697180488,41013,31.94439,-101.73731,11420,44.1646661294716,41.1683860955319,20.776,47.142803834728,1,11196,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5723.98,9014.12,10256.35,10280.84,10798.07
1,0,14000,0,130000,1231011.6,37.4785431919082,34.1348240084615,41051,31.74152,-101.43141,9828,NA,NA,NA,NA,2,6495,48.0662535151724,46.5028002169063,38.0055308655556,48.7225007616148,NA,4465.03,8018.42,9685.87,9888.8,10045.04
2,0,14000,1082176,948376,174766,48.2678540898953,35.0804697180488,41098,31.95066,-101.7749,11245,NA,NA,61.3417020506667,47.142803834728,18,10860,46.9919495209192,46.5028002169063,37.0159940085714,50.075857325368,35.3283279841421,5830.11,9036.5,10316.69,10330.44,10954.85
1,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,41078,31.67496,-101.45422,9965,44.1646661294716,53.6855631306289,27.7945714285714,47.142803834728,1,7736,48.0662535151724,NA,NA,36.9588168142941,NA,4833.98,8247.65,NA,9944.79,10230.64
2,0,16000,1075074,1222148,105840,48.2678540898953,35.0804697180488,41119,31.94586,-101.72011,10956,NA,NA,61.3417020506667,47.142803834728,20,10630,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,5612.34,8682.71,10199.95,10226.25,10683.78
2,0,15000,856380,1089724,127764,48.2678540898953,35.0804697180488,41059,31.92375,-101.73075,11015,NA,NA,46.095086408,47.142803834728,20,10614,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,5909.2,8726.88,10258.01,10295,10794.7
1,0,14000,0,940000,1178478,48.2678540898953,34.1348240084615,41065,31.85376,-101.58113,10261,44.1646661294716,59.7140833134848,53.2831107625641,49.8051695977933,2,7305,48.0662535151724,46.5028002169063,38.0055308655556,48.7225007616148,NA,5359.97,8225.82,10138.91,10191.48,10488.79
1,861630,0,0,892700,861630,48.2678540898953,80.4769158391667,41148,31.81542,-101.57769,10531,44.1646661294716,53.6855631306289,52.7388571428571,49.8051695977933,1,7500,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5593.61,8624.89,10149.06,10220.35,10501.74
2,1075580.1,0,0,1124480,1127196,48.2678540898953,80.4769158391667,41150,31.98833,-101.67703,10540,NA,NA,52.7388571428571,49.8051695977933,1,6950,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,5611.76,8658.6,10145.66,10163.11,10618.12
1,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,41090,31.65509,-101.43738,9906,48.5997313820817,59.7140833134848,27.7945714285714,47.142803834728,1,7640,48.0662535151724,NA,NA,36.9588168142941,NA,4544.39,8200.67,NA,9891.73,10113.81
1,NA,NA,NA,NA,NA,37.4785431919082,34.1348240084615,41090,31.72554,-101.43571,9915,44.1646661294716,53.6855631306289,53.2831107625641,49.8051695977933,1,6804,NA,NA,NA,NA,NA,4465.8,8089.31,9753.24,9900.09,10070.22
1,0,17000,833532,970699,59976,48.2678540898953,35.0804697180488,41092,31.93689,-101.70848,10815,NA,NA,46.095086408,47.142803834728,16,10589,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,5764.98,8844.87,10236.14,10266.15,10736.07
1,0,1000,722516,514927,23277.5,48.2678540898953,32.2985667405982,41064,31.8485,-101.567,10922,44.1646661294716,53.6855631306289,61.3417020506667,47.142803834728,1,10840,43.0317844528804,43.0362471476923,43.0362471476923,17.535256685,NA,5437.08,8224.03,10091,10150.23,10436.88
1,0,0,448500,621813,42000,48.2678540898953,32.2985667405982,41064,31.85048,-101.56154,10928,NA,NA,61.3417020506667,47.142803834728,8,10199,45.6145114608116,46.5028002169063,68.6977972815385,48.7225007616148,NA,5421.14,8206.09,10069.28,10131.58,10411.1
3,0,0,448500,635152,42000,48.2678540898953,32.2985667405982,41042,31.82608,-101.54967,10887,48.5997313820817,39.9132468291517,61.3417020506667,47.142803834728,8,10150,45.6145114608116,46.5028002169063,68.6977972815385,48.7225007616148,NA,5543.63,8287.23,10042.26,10122.18,10387.06
1,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,41154,31.66281,-101.45887,9922,44.4812271666837,59.7140833134848,27.7945714285714,47.142803834728,1,7732,48.0662535151724,NA,NA,36.9588168142941,NA,4954.87,8289.54,NA,9916.87,10199.71
2,NA,NA,NA,NA,NA,48.2678540898953,96.670966665,41133,31.79513,-101.55325,11041,NA,NA,46.095086408,47.142803834728,1,7866,48.0662535151724,NA,NA,NA,NA,5218.46,8365.83,10075.68,10164.14,10424.55
1,NA,NA,NA,NA,NA,37.4785431919082,34.1348240084615,41096,31.66753,-101.49968,10256,44.1646661294716,53.6855631306289,53.2831107625641,49.8051695977933,1,7188,NA,NA,NA,NA,NA,5243.78,8362.97,10030.17,10050.6,10382.57
3,295008,0,0,1398355.9,295008,48.2678540898953,64.8186666666667,41134,31.92888,-101.7731,10655,44.4812271666837,39.9132468291517,67.5302083073333,49.8051695977933,1,7452,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,5785.4,8927.96,10312.19,10292.48,10915.5
3,0,0,1338664.45,1398355.9,1231011.6,48.2678540898953,101.899864313182,41120,31.74934,-101.59212,10634,NA,NA,NA,NA,1,8346,46.9919495209192,46.5028002169063,46.4885978294857,36.9588168142941,NA,NA,NA,NA,NA,NA
2,421008,0,0,401920,421008,50.9170981511221,48.1210657990625,37720,31.76507,-102.01066,11000,48.5997313820817,59.7140833134848,36.3453506504094,39.4022307057895,1,7651,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6744.29,9853,11032.85,11302.79,12009.11
2,299000,4000,0,116500,299000,50.9170981511221,47.0209348228125,37688,31.77244,-102.04362,10125,48.5997313820817,47.6641071277034,40.7605692326044,45.6894734043355,2,9428,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6845,9929,10947.19,11230.09,12034.37
1,0,7000,265650,247891,99852,50.9170981511221,48.1210657990625,37750,31.7346,-102.0277,10500,44.4812271666837,47.6641071277034,40.7605692326044,45.6894734043355,7,9778,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6785,9862,11049.19,11313.98,12044.04
1,0,10000,283156,172588,67912,50.9170981511221,48.1210657990625,37800,31.7466,-101.9916,10500,44.1646661294716,47.6641071277034,45.572731767735,49.8051695977933,8,10124,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6672,9908,11010.5,11270.72,11962.09
1,279818,4000,0,210542,75800,57.1815579561387,48.1210657990625,37662,31.71,-102.0196,10500,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,8,10195,35.81895018376,46.5028002169063,46.4885978294857,50.075857325368,NA,6763,9944,11061.13,11234.22,12099.92
1,0,10000,346635,301870,90486,50.9170981511221,48.1210657990625,37778,31.7036,-102.1107,10515,44.4812271666837,39.9132468291517,59.9755520332727,45.6894734043355,9,10194,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6935,9981,10611.72,10733.93,11935.26
2,321655,10000,0,270589,68221,57.1815579561387,48.1210657990625,37778,31.6883,-102.0792,10500,44.1646661294716,47.6641071277034,40.7605692326044,45.6894734043355,9,10165,35.81895018376,46.5028002169063,46.4885978294857,50.075857325368,NA,6910,10012,10826.01,11083.96,12117.28
2,322255,11000,0,259800,71821,57.1815579561387,48.1210657990625,37872,31.68367,-102.08208,10520,44.1646661294716,47.6641071277034,40.7605692326044,45.6894734043355,10,10152,48.4308302471429,46.5028002169063,46.4885978294857,50.075857325368,NA,6931,9990,10862.32,11132.4,12130.84
1,0,7000,218837,155899,102393,50.9170981511221,48.1210657990625,37806,31.801,-102.0172,10515,44.1646661294716,47.6641071277034,45.572731767735,49.8051695977933,6,9774,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6737,10021,10931.27,11170.75,11968.99
1,0,10000,284361,171000,68232,50.9170981511221,48.1210657990625,37936,31.8181,-101.9911,10515,44.1646661294716,47.6641071277034,45.572731767735,49.8051695977933,8,10043,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6753,9938,10962.17,11155.54,11888.58
2,0,5000,346629,312260,66935,57.1815579561387,48.1210657990625,37716,31.7089,-101.9754,10500,44.1646661294716,59.7140833134848,40.7605692326044,45.6894734043355,8,10212,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,6724,9898,11035.01,11254.86,12128.29
1,0,4000,188330,313940,52122,50.9104396193166,47.2149192475855,37662,31.72589,-101.85365,9000,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,3,7248,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6343,9504.28,10793.29,10969.95,11628.98
1,0,4500,193506,472470,52722,50.9104396193166,47.2149192475855,37635,31.75353,-101.83149,8907,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,2,7136,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6226,9191.63,10681.48,10857.52,11519.03
1,0,3200,191981,472170,23277.5,50.9104396193166,47.2149192475855,37629,31.75071,-101.84015,8970,44.1646661294716,41.1683860955319,40.7605692326044,45.6894734043355,8,7205,43.0317844528804,43.0362471476923,43.0362471476923,NA,NA,6312,9247.17,10738.31,10920.53,11577.79
2,0,5000,210336,471920,59262,50.9104396193166,47.2149192475855,37649,31.71408,-101.80575,8840,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,3,7055,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6136.7,9360.05,10653.02,10795.44,11443.8
2,0,2500,195384,312520,67578,31.4327307694649,47.2149192475855,37649,31.68201,-101.78707,8800,44.1646661294716,41.1683860955319,40.7605692326044,45.6894734043355,7,7011,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6081,9333.54,10710.6,10874.05,11449.17
1,0,5000,208110,471640,53508,50.9104396193166,47.2149192475855,37649,31.68504,-101.81851,8840,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,3,7082,45.6145114608116,46.5028002169063,46.4885978294857,NA,NA,6176,9432.98,10738.41,10891.64,11544.11
2,0,4000,218736,473510,59010,50.9104396193166,47.2149192475855,37662,31.71044,-101.83959,8940,43.4336303913043,39.9132468291517,40.7605692326044,45.6894734043355,3,7158,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6291,9494.95,10720.29,10876.98,11551.8
1,313992,0,0,1398355.9,313992,50.9170981511221,48.1210657990625,37627,31.7568,-102.1723,10900,44.4812271666837,47.6641071277034,59.9755520332727,45.6894734043355,1,8044,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,7205,10117,11188.07,10917.29,11774.04
2,284844,0,0,447660,284844,50.9170981511221,48.1210657990625,37637,31.74844,-102.01795,10300,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,1,7666,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6777,9942,11034.26,11299.6,12008.68
1,340998,0,0,341850,340998,50.9170981511221,48.1210657990625,37753,31.75031,-102.00977,10300,48.5997313820817,47.6641071277034,40.7605692326044,45.6894734043355,1,7630,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6732,9908,11042.83,11304.58,11996.86
1,197232,0,0,257320,197232,50.9170981511221,48.1210657990625,37777,31.75426,-102.00885,10265,48.5997313820817,39.9132468291517,45.572731767735,49.8051695977933,1,8396,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6746,9881,11021.82,11282.11,11967.48
1,297696,0,0,371330,297696,50.9170981511221,48.1210657990625,37628,31.80806,-102.06962,10950,44.1646661294716,47.6641071277034,64.6750664149306,45.6894734043355,1,7742,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6861.43,9887,10860.07,11160.92,11943.77
2,256614,2000,0,110277.1,23277.5,57.1815579561387,48.1210657990625,37625,31.7189,-102.0136,10500,44.4812271666837,39.9132468291517,40.4855503116667,47.142803834728,5,10214,43.0317844528804,43.0362471476923,43.0362471476923,NA,NA,6724,9913,11053.08,11237.99,12065.92
2,0,5000,126000,214000,126000,50.9170981511221,48.1210657990625,37632,31.80528,-102.09972,10370,44.1646661294716,59.7140833134848,45.572731767735,49.8051695977933,2,8538,45.6145114608116,46.5028002169063,46.4885978294857,NA,59.14113065,7002,9945,10860.02,11124.99,11917.81
1,342682,0,0,194524,45806,50.9170981511221,29.684,37639,31.8037,-102.0052,10500,48.5997313820817,39.9132468291517,45.572731767735,49.8051695977933,4,8396,35.81895018376,46.5028002169063,46.4885978294857,50.075857325368,NA,6705,9928.29,10921.77,11163.95,11920.11
1,1075580.1,0,0,525460,1231011.6,50.9104396193166,48.1210657990625,37722,31.85098,-101.94733,10800,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,7455,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,6609.81,9729.35,10629.58,10815.69,11531.57
