EUR_o..Mstb.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Operator,Surface.Latitude,Between_Zone,Depth.Top,Mesh.Size,BEND..KHW.
49.26,5000,203618,54810,135487,47.2149192475855,31.7991,40.7605692326044,7123,35.3283279841421,10631.99
43.884,0,342300,342300,291940,48.1210657990625,31.84944,45.572731767735,8087,39.3529038255157,10719.34
60.116,9000,289737,66613,25114,48.1210657990625,31.6979,45.572731767735,10167,35.3283269935713,11127.36
28.392,10000,290146,75408,20500,48.1210657990625,31.6878,45.572731767735,10089,35.3283259800406,11065.39
47.89992016,10000,294650,68084,18000,48.1210657990625,31.7155,45.572731767735,10139,35.3283268614779,10862.38
14.85059152,10000,276796,67623,17500,48.1210657990625,31.7145,45.572731767735,10121,35.3283266136807,11003.4
23.763,10000,288534,69172,19500,48.1210657990625,31.8175,45.572731767735,10067,35.3283277084982,10948.48
58.35472283,26000,477666,424241.07745834,543040,48.1210657990625,31.8149,40.7605692326044,8065,36.9824768526719,10919.38
43.176,10000,282080,66935,17283,48.1210657990625,31.6877,45.572731767735,10133,35.3283261939937,10860.25
31.02059944,0,326352,326352,352040,48.1210657990625,31.77534,36.3453506504094,7955,35.3283278228321,10920.36
46.456,7500,304923,58653,135450,47.2149192475855,31.93425,36.3453506504094,7104,35.3283279841421,10440
60.648,4000,341722,56616,135840,47.2149192475855,31.93173,36.3453506504094,7063,35.3283279841421,10417.06
31.516,5000,210968,59094,137713,47.2149192475855,31.793,40.7605692326044,7135,35.3283279841421,10657.73
25.503,14000,153212,249549.670267298,312000,44.52772543375,31.79786,45.572731767735,8166,36.8529781278273,10921.16
66.67873896,14000,153212,232470.453778477,322000,44.52772543375,31.78643,40.7605692326044,8102,36.2010936361501,10904.11
30.336,5000,200972,54726,138109,47.2149192475855,31.79926,40.7605692326044,7131,35.3283279841421,10639.74
32.084,10000,298374,81139,30366,48.1210657990625,31.7071,45.572731767735,10170,35.3283269991865,11054.23
62.23906507,15000,376000,361000,317000,44.52772543375,31.77212,40.7605692326044,8139,35.5211307276492,10984.45
36.10162939,10000,285217,78786,28000,48.1210657990625,31.713,45.572731767735,10108,41.6412667859508,10891.81
39.632,10000,283023,23277.5,74000,48.1210657990625,31.6658,45.572731767735,8223,35.1503055548107,10982.98
45.37418401,0,428064,428064,346550,48.1210657990625,31.82285,45.572731767735,8320,38.1038285643305,10899.79
17.58,7512,222985,95036,46022,48.1210657990625,31.7225,45.572731767735,9646,36.0420102743673,10978.67
23.75980535,10000,289110,72835,31000,48.1210657990625,31.7204,45.572731767735,10133,35.3283272828352,11008.8
46.61631594,10000,283100,77558,29000,48.1210657990625,31.7326,45.572731767735,10121,40.4365968092599,10992.53
20.608,10000,275369,77504,31000,48.1210657990625,31.7214,45.572731767735,10132,36.0824577671245,10999.13
28.016,0,220000,80000,216000,59.085816205,31.89854,40.7605692326044,8674,35.3283279841421,10492.13
97.884,0,394800,394800,350290,48.1210657990625,31.68548,45.572731767735,8280,35.3283278155284,11138
36.16,9000,153212,85900,329600,44.52772543375,31.76622,45.572731767735,8186,35.7704924309186,11021.01
54.928,0,410088,410088,350780,48.1210657990625,31.74256,40.7605692326044,8129,35.328327635339,10968.01
36.412,5500,161750,40000,1e+05,48.1210657990625,31.8105,45.572731767735,8550,35.3283279841421,10731.66
33.376,1000,222525,110440,38637,48.1210657990625,31.74442,40.7605692326044,9805,40.3792567126112,11065.03
27.19189199,0,461832,461832,370580,48.1210657990625,31.75465,45.572731767735,8280,35.3283276229494,11041.88
62.57131418,10000,298979,81571,30606,48.1210657990625,31.7076,45.572731767735,10148,37.8495611218017,10953.24
58.17200944,24000,295800,271800,300900,44.52772543375,31.79571,45.572731767735,8279,37.6728411287281,10940.97
33.5191448,0,457338,457338,357950,48.1210657990625,31.78397,45.572731767735,8648,35.6334231097571,11146.15
35.008,7000,212335,93311,45128,48.1210657990625,31.7375,40.7605692326044,9677,39.5834872449371,10938.3
40.98067921,5000,203282,58590,137282,47.2149192475855,31.66337,40.7605692326044,6960,35.3283279841421,10693.99
57.7418352,10000,289226,68876,17249,48.1210657990625,31.7083,45.572731767735,10106,35.3283263654465,10870.4
27.688,10000,304159,80707,30524,48.1210657990625,31.7093,45.572731767735,10143,35.3283274546361,10875.27
45.952,0,433650,433650,331320,48.1210657990625,31.8204,45.572731767735,8297,36.5485197116027,10911.79
38.44772302,10000,289120,81530,30526,48.1210657990625,31.7095,45.572731767735,10175,36.934125287833,10751.55
48.332,7000,198460,88215,45121,48.1210657990625,31.6979,45.572731767735,9592,36.6085833281594,10762.87
39.38,0,426888,426888,349710,48.1210657990625,31.73909,40.7605692326044,8147,35.8719378967423,10989.54
58.85414189,0,448770,448770,34300,48.1210657990625,31.74086,45.572731767735,8269,36.372138226374,11058.57
65.47404336,0,354312,354312,435660,48.1210657990625,31.86321,40.7605692326044,8051,37.1603500911706,10638.48
38.192,10000,298644,81536,29558,48.1210657990625,31.6988,45.572731767735,10114,35.9302468696297,11149.22
46.052,10000,294428,81411,30837,48.1210657990625,31.7157,45.572731767735,10148,35.3283269443836,11015.91
26.3487155,10000,300937,80152,30323,48.1210657990625,31.7139,45.572731767735,10170,39.3348439034328,11042.49
49.84822773,10000,320632,102725,28392,48.1210657990625,31.728,40.7605692326044,10162,37.2374921984564,10916.55
41.716,10000,300025,79913,30226,48.1210657990625,31.7096,45.572731767735,10139,40.5252287991911,10999.57
28.53084338,10000,290780,23932,70351,48.1210657990625,31.7168,45.572731767735,8400,35.8516451057589,10976.91
17.388,7000,215341,95114,45931,48.1210657990625,31.7223,40.7605692326044,9678,41.5627238580452,10903.63
65.73508381,10000,298510,79913,30226,48.1210657990625,31.7297,45.572731767735,10120,35.3283275397446,10969.7
11.199,10000,297175,81172,30640,48.1210657990625,31.737,45.572731767735,10265,39.2898121337379,10964.06
27.99322887,0,407484,407484,349430,48.1210657990625,31.78249,45.572731767735,8741,39.0446019684033,10765.56
46.11910418,10008,277530,56939,16120,48.1210657990625,31.7314,45.572731767735,10112,35.3283275353027,11041.8
42.732,10000,285566,24352,72750,48.1210657990625,31.6603,45.572731767735,8475,38.1358454672697,10893.94
46.864,10000,301913,24369,72199,48.1210657990625,31.6579,45.572731767735,8426,35.328327564331,10887.07
74.9528507,2000,154000,152000,175000,47.0209348228125,31.85368,40.7605692326044,7938,38.299230695084,11013.31
91.768,0,453978,453978,350670,48.1210657990625,31.68745,45.572731767735,8290,35.3283277646214,11171
68.128,0,502194,502194,500460,48.1210657990625,31.69,40.7605692326044,8225,35.3283279841421,11133
48.18907111,0,430542,430542,350840,48.1210657990625,31.81789,45.572731767735,8390,38.9634689148434,10833.62
49.55407614,8000,530000,367000,149000,47.0209348228125,31.77459,40.7605692326044,9388,37.4892136238377,10959.8
77.38134441,0,579516,579516,401720,48.1210657990625,31.81568,45.572731767735,8296,35.3283279841421,10909.05
59.04,0,513870,513870,498480,48.1210657990625,31.81528,45.572731767735,8328,36.4249077248212,10831.32
29.68,10000,295717,79913,29909,48.1210657990625,31.70681,45.572731767735,10115,36.1526453887621,10919.78
25.23054799,3500,153212,71868,181700,47.2149192475855,31.78416,45.572731767735,7915,35.3283279841421,10673.02
48.27209734,0,602154,602154,648106,48.1210657990625,31.73401,45.572731767735,8341,37.6432003208041,10927.94
48.6,10000,297630,80935,31379,48.1210657990625,31.6835,45.572731767735,10165,35.3283274302069,11143.41
52.128,0,447678,447678,397760,48.1210657990625,31.74965,45.572731767735,8160,35.3283279841421,11032.2
31.136,3500,154462,73935,178500,47.2149192475855,31.78865,45.572731767735,7836,35.3283279841421,10656.14
33.076,3500,153212,69658,183962,47.2149192475855,31.81198,45.572731767735,7803,35.3283279841421,10526.12
75.82,0,494718,494718,572780,48.1210657990625,31.6788,45.572731767735,8232,35.6202894939256,11136.51
43.884,10000,297063,80552,30304,48.1210657990625,31.6865,45.572731767735,10135,36.6003585504872,11010.22
39.33313857,0,384174,384174,134520,48.1210657990625,31.683,45.572731767735,8128,35.3283279841421,11015.82
83.324,15000,441000,152000,175000,47.0209348228125,31.84666,40.7605692326044,9433,37.0245282877704,10899.67
29.26985004,0,463554,463554,350660,48.1210657990625,31.79904,45.572731767735,8294,35.3283279841421,10927.13
43.964,0,665322,665322,613250,48.1210657990625,31.77891,45.572731767735,8356,38.4988855520076,10930.38
33.832,10000,330415,72793,29955,48.1210657990625,31.6863,45.572731767735,10252,38.2812430979029,10805.34
41.82115739,6000,441500,435500,496700,44.52772543375,31.7972,53.2831107625641,8278,35.3283279841421,10917.38
41.208,10000,293385,73684,30409,48.1210657990625,31.813,45.572731767735,10289,38.8934612859015,10706.89
32.128,9000,578856,569856,601330,48.1210657990625,31.7203,40.7605692326044,8208,35.8107591248993,11035.86
57.032,10000,298653,81757,30149,48.1210657990625,31.8043,45.572731767735,10262,35.3283276309146,10926.66
43.372,13944,538146,65814,30600,48.1210657990625,31.8207,45.572731767735,9938,35.8088786177296,10947.11
37.848,0,414750,414750,396520,48.1210657990625,31.7577,40.7605692326044,8121,35.3283275071464,10961.82
39.916,0,606396,606396,550420,48.1210657990625,31.83454,45.572731767735,8577,35.3283279841421,10851.31
25.465,0,611730,611730,630500,48.1210657990625,31.74388,40.7605692326044,8249,35.9901904172295,11034.49
42.156,0,505386,505386,497280,48.1210657990625,31.78289,45.572731767735,8632,37.641885356851,11126.97
20.72,0,579726,579726,600100,48.1210657990625,31.78545,45.572731767735,8721,35.3283279841421,11070.48
55.664,15960,474264,49980,7900,48.1210657990625,31.76821,45.572731767735,9998,35.6554596225934,11021.84
21.948,14112,459354,74718,231940,48.1210657990625,31.8385,45.572731767735,8173,35.8448244669443,10847.09
23.084,12000,457406,23277.5,125906.894728744,47.2149192475855,31.81577,40.4855503116667,9264,37.0714479547764,10881.69
58.856,17000,509531,70619,79021,47.2149192475855,31.82037,45.572731767735,9982,35.3283279841421,10843.76
27.448,19500,451860,45988,31008,47.2149192475855,31.80842,45.572731767735,10095,35.3283279841421,10890.53
71.588,15500,550581,94222,107963,47.2149192475855,31.8063,45.572731767735,9989,35.3283279841421,10859.33
21.7819457,0,510972,510972,589080,48.1210657990625,31.8173,67.5302083073333,8262,35.3283279841421,10911.68
17.98007424,6500,277793,55136,136020,47.2149192475855,31.92039,40.7605692326044,7551,35.3283279841421,10665.15
34.48,14250,407413,63760,71950,47.2149192475855,31.87755,45.572731767735,9766,35.3283279841421,10937.9
39.184,10000,356404,80304,17682,47.2149192475855,31.8856,40.7605692326044,9704,35.3283279841421,10899.82
33.2316135,11000,411032,99077,147198,47.2149192475855,31.87629,40.7605692326044,9780,35.3283279841421,10906.03
44.904,15500,444134,79469,16036,47.2149192475855,31.88431,40.7605692326044,9957,35.3283279841421,10894.59
67.94976138,19250,500250,481000,289000,47.0209348228125,31.85538,40.7605692326044,7944,36.1462108251207,10976.16
40.26411279,15500,496458,78539,16505,47.2149192475855,31.82868,45.572731767735,9711,35.3283279841421,10573.11
59.18129168,26000,553119,107325,136000,47.2149192475855,31.85219,45.572731767735,9616,35.3283279841421,10644.19
32.93505397,9250,512250,503000,307000,47.0209348228125,31.77903,40.7605692326044,7819,37.6860174200644,10937.23
28.836,16000,466247,65360,71459,47.2149192475855,31.78182,45.572731767735,10010,35.3283279841421,10883.87
52.692,12750,463018,80417,16773,47.2149192475855,31.83892,45.572731767735,9834,35.3283279841421,10848.27
37.752,15750,466099,80698,17493,47.2149192475855,31.85266,45.572731767735,9838,35.3283279841421,10829.63
35.284,5000,572900,567900,550300,44.52772543375,31.76849,53.2831107625641,8210,35.3283279841421,10897.04
32.14,0,153212,23277.5,538660,48.1210657990625,31.71644,59.9755520332727,8317,37.1086507946928,10735.87
48.764,17750,507816,78961,16866,47.2149192475855,31.79145,45.572731767735,10171,35.3283279841421,10853.2
32.8,8060,594128,586068,580100,48.1210657990625,31.7377,67.5302083073333,8395,35.3283279841421,10744.64
49.28139875,0,634452,634452,598760,48.1210657990625,31.7121,67.5302083073333,8380,35.3283279841421,10720.99
55.772,17750,475791,81050,17851,47.2149192475855,31.814,45.572731767735,10003,35.3283279841421,10817.44
47.92,15750,467623,81895,17179,47.2149192475855,31.78436,45.572731767735,10234,35.3283279841421,10869.42
71.968,26000,530520,82802,17580,47.2149192475855,31.79103,45.572731767735,10133,35.3283279841421,10830.14
37.688,17500,455114,81229,17291,47.2149192475855,31.77939,45.572731767735,9928,35.3283279841421,10875.74
50.748,13750,466922,80943,17185,47.2149192475855,31.78638,45.572731767735,10136,35.3283279841421,10853.14
39.92,0,555702,555702,746360,48.1210657990625,31.77,36.3453506504094,7845,35.3283279841421,10849.19
57.34912221,0,734454,734454,869407,48.1210657990625,31.7674,36.3453506504094,7823,36.4537230117774,10855.9
57.444,17750,1408201.2,81665,18412,47.2149192475855,31.82249,45.572731767735,9804,35.3283279841421,10772.4
73.06722001,0,655250,655250,319000,47.0209348228125,31.84966,40.7605692326044,7941,39.1668216882897,10893.31
22.82628719,10000,371080,55985,135840,47.2149192475855,31.8801,36.3453506504094,7736,35.3283279841421,10956.13
34.49935258,11000,366635,58382,135040,47.2149192475855,31.89567,40.7605692326044,7639,35.3283279841421,10869.21
31.912,15500,442545,58652,135197,47.2149192475855,31.8785,40.7605692326044,7745,35.3283279841421,10917.15
48.14260508,0,655956,655956,700800,48.1210657990625,31.76283,64.6750664149306,7839,36.8798760263288,10836.41
42.728,21500,552316,60085,177463,47.2149192475855,31.80533,45.572731767735,8362,35.3283279841421,10893.41
65.428,15750,462114,72737,177382,47.2149192475855,31.73139,45.572731767735,8268,35.3283279841421,10920.41
26.9138779,14750,477059,79330,180906,47.2149192475855,31.72489,45.572731767735,8299,35.3283279841421,10938.38
51.112,15750,457646,55714,139879,47.2149192475855,31.72431,40.7605692326044,7806,35.3283279841421,10919.36
16.55643722,9500,360500,351000,105000,47.0209348228125,31.761,45.572731767735,8565,35.3283279841421,10933.26
61.528,0,588168,588168,715960,48.1210657990625,31.74055,67.5302083073333,8193,36.0642530251355,10998.05
36.552,0,581616,581616,639520,48.1210657990625,31.69801,45.572731767735,8277,35.3283279841421,11160
40.77282225,15750,445234,77348,16977,47.2149192475855,31.84675,45.572731767735,9605,35.3283279841421,10545.7
86.956,15750,473472,80859,17502,47.2149192475855,31.84853,45.572731767735,9554,35.3283279841421,10514.16
19.24822649,9500,322923,101444,137829,47.2149192475855,31.87085,45.572731767735,9793,35.3283279841421,10896.31
55.80805367,12050,388394,81086,17122,47.2149192475855,31.87724,45.572731767735,9868,35.3283279841421,10937.09
82.8613699,0,1046220,1046220,800581,48.1210657990625,31.6567,36.3453506504094,7756,36.504914718781,10938.21
77.98311204,0,1191414,1191414,901480,48.1210657990625,31.6532,36.3453506504094,7746,38.3412784599269,10948.45
47.436,13250,444639,58118,137100,47.2149192475855,31.88201,40.7605692326044,7722,35.3283279841421,10897.67
48.112,0,594300,594300,650550,48.1210657990625,31.69336,40.7605692326044,8153,35.3283279841421,11159
41.71620714,18000,845000,827000,560000,44.52772543375,31.77678,53.2831107625641,8176,37.9426148083613,10950.47
56.71657701,0,569772,569772,600900,48.1210657990625,31.6993,45.572731767735,8371,35.503580975772,10816.04
23.49,0,535458,535458,362004,48.1210657990625,31.96385,64.6750664149306,7054,35.3283279841421,10345.09
77.77491575,0,628698,478437.820499188,3e+05,48.1210657990625,31.78917,53.2831107625641,8333,50.408457875,10938.38
27.264,14250,437483,80145,17013,32.2985667405982,31.74599,40.7605692326044,9476,35.3283279841421,10640.05
45.81984815,0,563976,563976,601900,48.1210657990625,31.76389,45.572731767735,8630,35.3283279841421,11102
42.824,12750,450120,55398,131658,47.2149192475855,31.89491,40.7605692326044,7814,35.3283279841421,10866.87
55.956,13250,345789,57845,134592,47.2149192475855,31.88585,40.7605692326044,7852,35.3283279841421,10892.81
56.73353027,14250,447122,81471,17920,47.2149192475855,31.87435,40.7605692326044,9911,35.3283279841421,10875.9
56.172,15000,468844,85198,33337,32.2985667405982,31.69046,40.7605692326044,9817,35.3283279841421,10585.61
33.84,11250,354603,84353,33047,32.2985667405982,31.69759,40.7605692326044,9719,35.3283279841421,10638.79
21.25904119,18250,533918,57296,153300,32.2985667405982,31.75463,36.3453506504094,7034,35.3283279841421,10736.29
37.38,17250,532444,85208,154247,47.2149192475855,31.8939,40.7605692326044,9716,35.3283279841421,10871.06
30.31831686,14250,431475,71434,17306,32.2985667405982,31.77573,40.7605692326044,8904,35.3283279841421,10562.19
47.248,0,548394,548394,648830,48.1210657990625,31.7148,45.572731767735,8269,35.9453838598422,11085.45
42.972,8500,253336,111567.446681645,60900,50.6229815375,31.82658,40.7605692326044,7874,35.3283279841421,10945.08
36.5817199,10000,344764,62790,92000,50.6229815375,31.82392,40.7605692326044,8001,35.3283279841421,10947.64
54.64,0,1304488,80094,127500,50.6229815375,31.82209,40.7605692326044,8717.68478897655,35.3283279841421,10931.95
78.06,0,312000,81000,132000,50.6229815375,31.82184,40.7605692326044,8012,35.3283279841421,10949.73
39.04780219,0,153212,72450,117600,50.6229815375,31.82916,40.7605692326044,7956,35.3283279841421,10933.41
49.91380818,0,472542,74886,122900,50.6229815375,31.81951,40.7605692326044,7822,35.3283279841421,10935.7
102.2865487,0,430550,430550,319000,47.0209348228125,31.84784,40.7605692326044,7954,35.3283279841421,10855.13
48.948,17750,487816,92801,186168,47.2149192475855,31.84716,45.572731767735,8280,35.3283279841421,10807.44
34.792,15750,447203,73054,178766,47.2149192475855,31.83481,45.572731767735,8227,35.3283279841421,10732.01
58.592,15750,424754,70782,176222,47.2149192475855,31.84285,45.572731767735,8258,35.3283279841421,10696.21
45.612,26000,541875,74431,179539,47.2149192475855,31.84574,45.572731767735,8209,35.3283279841421,10629.55
67.74792166,15750,441148,63193,166358,47.2149192475855,31.83933,45.572731767735,8259,35.3283279841421,10705.91
36.708,18750,413313,62760,171653,47.2149192475855,31.75643,45.572731767735,8338,35.3283279841421,10925.8
65.28148434,0,980028,980028,751230,48.1210657990625,31.77364,36.3453506504094,7857,43.2883569400087,10864.77
62.78514382,0,613662,613662,700324,48.1210657990625,31.77759,40.7605692326044,7833,39.8091430247668,10862.31
25.508,0,580314,580314,704120,48.1210657990625,31.6561,40.7605692326044,7629,35.8428984053959,11097.61
35.08,0,328986,328986,258000,48.1210657990625,31.6541,40.7605692326044,7617,35.3283279841421,11105.19
40.396,0,511350,511350,500200,48.1210657990625,31.7509,45.572731767735,8506,36.847129032724,11026.36
36.072,15750,463499,71402,176630,47.2149192475855,31.79486,45.572731767735,8231,35.3283279841421,10798.27
33.67536258,15050,471508,75707,183946,47.2149192475855,31.7213,45.572731767735,8319,35.3283279841421,10934.19
38.603443,12000,388265,99149,173507,47.2149192475855,31.66763,40.4855503116667,9293,35.3283279841421,11147.71
35.6,14250,389233,53197,135960,47.2149192475855,31.93387,40.7605692326044,7162,35.3283279841421,10458.14
33.036,11250,336925,54004,148302,47.2149192475855,31.87597,40.7605692326044,7690,35.3283279841421,10851.24
18.192,5000,180716,55650,144940,47.2149192475855,31.86507,36.3453506504094,7248,35.3283279841421,10512.19
28.532,12000,405279,105273,35858,47.2149192475855,31.66201,40.4855503116667,9307,35.3283279841421,11138.73
50.2,0,528276,528276,651880,48.1210657990625,31.70771,45.572731767735,8237,36.4694431059855,11099.39
72.94253599,0,732564,732564,500122,48.1210657990625,31.70324,45.572731767735,8261,39.160160085069,11112.49
49.632,0,686490,686490,710520,48.1210657990625,31.70581,45.572731767735,8261,37.031947221589,11110.49
25.432,0,690144,690144,555860,48.1210657990625,31.82613,45.572731767735,8869,46.63,10977
30.91732865,5750,184579,42865,119012,47.2149192475855,31.79949,31.1287314240741,6927,35.3283279841421,10503.87
30.988,5250,201993,54079,135546,47.2149192475855,31.79768,31.1287314240741,6960,35.3283279841421,10540.67
47.03003331,0,648102,648102,749500,48.1210657990625,31.73338,45.572731767735,8567,40.6653256490956,11000.67
35.52561313,0,485562,237216,107000,32.2985667405982,31.93394,36.3453506504094,6882,35.3283279841421,10324.01
65.584,15750,424314,66080,176133,47.2149192475855,31.83189,45.572731767735,8360,35.3283279841421,10830.22
55.72469755,0,602322,602322,747800,48.1210657990625,31.6619,40.7605692326044,8233,37.3926654078386,11085.22
33.04,15750,426162,75351,182155,47.2149192475855,31.81951,45.572731767735,8392,35.3283279841421,10891.55
33.952,12750,350034,70770,184296,47.2149192475855,31.87692,45.572731767735,8376,35.3283279841421,10824.05
33.424,13000,775052,169471,171130,47.2149192475855,31.79894,40.4855503116667,9396,35.3283279841421,11105.81
50.89287072,15900,700230,88873,66512,47.2149192475855,31.80603,40.4855503116667,9460,35.3283279841421,11022.67
32.612,21000,711813,98150,85417,47.2149192475855,31.79489,40.4855503116667,9391,35.3283279841421,10976.7
29.7,12000,584673,145208,92763,47.2149192475855,31.80201,40.4855503116667,9416,35.3283279841421,10991.9
71.452,16044,604380,588336,602860,48.1210657990625,31.792,53.2831107625641,8693,38.5266854905,11144.68
28.148,0,615510,615510,605250,48.1210657990625,31.78995,67.5302083073333,8689,40.8627786976657,11086.25
108.724,15750,418546,67004,180504,47.2149192475855,31.65738,45.572731767735,8486,35.3283279841421,11068.09
52.67011824,0,595686,595686,654960,48.1210657990625,31.84788,67.5302083073333,8278,49.0368710023403,10776.8
37.03210804,17000,316905,44772,15749,47.2149192475855,31.76434,40.4855503116667,9486,35.3283279841421,11021.64
42.448,12500,522000,509500,292800,47.0209348228125,31.82424,40.7605692326044,7937,35.3283279841421,10861.49
46.41027426,12500,547500,535000,316750,47.0209348228125,31.83192,40.7605692326044,8046,35.3283279841421,10893.46
16.99490709,22000,408076,84715,35150,47.2149192475855,31.77192,40.4855503116667,9443,35.3283279841421,10769.83
15.003,17000,297889,46621,22525,47.2149192475855,31.76883,40.4855503116667,9500,35.3283279841421,11078.29
30.68,0,586278,586278,749860,48.1210657990625,31.85618,64.6750664149306,8008,41.1008023941041,10618.27
1.224,17000,409977,47606,129371,32.2985667405982,31.69855,40.7605692326044,7768,35.3283279841421,10510.11
38.48073554,21500,487560,49933,138809,32.2985667405982,31.6848,40.7605692326044,7798,35.3283279841421,10514.04
27.816,21500,450221,57987,135443,32.2985667405982,31.71654,40.7605692326044,8010,35.3283279841421,10655.77
38.15611142,15000,376388,108553,42658,47.2149192475855,31.77798,40.4855503116667,9482,35.3283279841421,11121.43
24.856,14250,407788,46583,132916,32.2985667405982,31.73066,40.7605692326044,8023,35.3283279841421,10717.89
31.008,17250,475458,49071,138931,32.2985667405982,31.69502,40.7605692326044,7984,35.3283279841421,10619.03
66.664,20000,386500,68162,181950,47.2149192475855,31.7889,45.572731767735,8239,35.3283279841421,10852.99
43.384,18750,387303,65366,184455,47.2149192475855,31.78892,45.572731767735,8252,35.3283279841421,10844.39
35.972,14250,386704,44398,134284,32.2985667405982,31.77988,40.7605692326044,8052,35.3283279841421,11140.52
41.824,15000,441745,75411,183520,47.2149192475855,31.78086,45.572731767735,8293,35.3283279841421,10893.36
49.94,16700,545474,51780,135704,47.2149192475855,31.8109,45.572731767735,8280,35.3283279841421,10820.53
32.316,16500,564510,46010,134064,47.2149192475855,31.80739,45.572731767735,8248,35.3283279841421,10823.54
71.68747308,17052,303492,286440,897700,48.1210657990625,31.85329,53.2831107625641,8079,38.3131577176408,10791.66
31.828,26000,655116,629034,491380,48.1210657990625,31.83971,53.2831107625641,8682,39.1175263980623,10827.8
59.852,0,819294,819294,803710,48.1210657990625,31.7231,67.5302083073333,8329,40.0489305120479,10784.5
29.731,20076,789222,769146,800960,48.1210657990625,31.85843,64.6750664149306,8068,36.9475071087854,10790.66
26.62828616,11250,392187,71780,189940,47.2149192475855,31.66348,45.572731767735,8467,35.3283279841421,11065.57
34.504,9500,244500,235000,309000,47.0209348228125,31.82227,40.7605692326044,7932,35.3283279841421,10829.01
51.82,21084,1408201.2,1231011.6,775280,48.1210657990625,31.86388,40.7605692326044,7986,48.2253869825084,10797.64
72.27541308,17052,685650,668598,799860,48.1210657990625,31.86833,64.6750664149306,8090,39.680898989442,10789.68
21.632,0,304248,304248,744410,48.1210657990625,31.813,45.572731767735,8198,37.3130166816513,10970.63
29.88130148,13600,601600,588000,355500,47.0209348228125,31.84612,40.7605692326044,7982,35.3283279841421,10840.89
19.07999174,0,300887,161593,120625,32.2985667405982,31.78624,40.7605692326044,8355,35.3283279841421,10543.52
31.68,13500,515056,58789,154824,32.2985667405982,31.77739,40.7605692326044,8061,35.3283279841421,11164.87
47.496,12000,361370,52889,150412,32.2985667405982,31.78196,40.7605692326044,8069,35.3283279841421,11176.63
51.64466495,0,980043,980043,598889,72.5015994800833,31.81662,59.9755520332727,8050,45.1186902727052,10595.76
53.684,10500,707777,69639,186904,47.2149192475855,31.65638,45.572731767735,8395,35.3283279841421,11131.62
7.68,12000,610283,47374,138835,32.2985667405982,31.75036,40.7605692326044,7016,35.3283279841421,10627.93
33.668,17000,609456,56928,172207,47.2149192475855,31.82494,45.572731767735,8289,35.3283279841421,10797.33
49.64048366,10500,497377,40422,107440,32.2985667405982,31.79067,40.7605692326044,8044,35.3283279841421,11125.84
12.869,9500,533688,53347,153365,32.2985667405982,31.80153,40.7605692326044,8012,35.3283279841421,10954.43
18.56291316,9000,446516,41698,114711,32.2985667405982,31.79744,40.7605692326044,8061,35.3283279841421,11148.71
15.08381372,10500,431283,52725,137433,32.2985667405982,31.7689,40.7605692326044,8020,35.3283279841421,11108.49
29.752,12000,506153,68556,158640,32.2985667405982,31.75534,40.7605692326044,8018,35.3283279841421,11174.21
30.86,9000,457464,63966,135022,32.2985667405982,31.80102,36.3453506504094,7803,35.3283279841421,10888.86
35.40801779,12000,553766,55743,153784,32.2985667405982,31.77075,40.7605692326044,8065,35.3283279841421,11144.26
46.732,10500,470788,44218,118940,32.2985667405982,31.82823,40.7605692326044,8008,35.3283279841421,10794.57
37.72997991,7500,534815,62803,155278,32.2985667405982,31.79339,36.3453506504094,8021,35.3283279841421,11138.39
27.901,12000,640140,52529,145941,47.2149192475855,31.91716,40.7605692326044,7296,35.3283279841421,10459.05
45.716,22400,153212,105670.75409556,107300,24.6604927446667,31.77224,36.3453506504094,9675,35.4095614046622,10910.53
32.796,12005.9654881283,557943.834394379,154376.451050143,66500,24.6604927446667,31.68191,40.4855503116667,9990,35.3283279841421,11142.78
28.252,12000,589657,50173,120116,32.2985667405982,31.8212,40.7605692326044,7910,35.3283279841421,10832
29.636,10500,497735,62442,156658,32.2985667405982,31.82661,40.7605692326044,7847,35.3283279841421,10866.68
55.82033012,9000,426334,44016,106740,32.2985667405982,31.79404,40.7605692326044,7886,35.3283279841421,10923.22
56.996,12000,629151,67927,169359,32.2985667405982,31.72217,40.7605692326044,8016,35.3283279841421,10521.3
12.528,10500,562701,67654,139640,32.2985667405982,31.71155,40.7605692326044,7975,35.3283279841421,10613.27
11.38,10500,432764,54495,130880,32.2985667405982,31.7112,40.7605692326044,7854,35.3283279841421,10669.54
47.458,12000,648880,49597,138510,32.2985667405982,31.73671,45.572731767735,8852,35.3283279841421,10615.62
34.07126625,12000,595426,45686,120907,32.2985667405982,31.73623,40.7605692326044,8027,35.3283279841421,10917.32
45.416,9000,417373,54021,135548,32.2985667405982,31.72616,45.572731767735,8546,35.3283279841421,10657.2
35.288,7500,323358,50148,117358,32.2985667405982,31.72836,40.7605692326044,7978,35.3283279841421,10771.57
32.66,10500,579565,52125,124624,32.2985667405982,31.71912,40.7605692326044,8025,35.3283279841421,10664.37
40.388,10500,548832,75642,192371,32.2985667405982,31.72568,40.7605692326044,7998,35.3283279841421,10768.28
70.14,16500,827800,811300,750000,72.5015994800833,31.68939,40.7605692326044,7846,38.7083086700522,10557.04
16.964,26000,964596,352504.519623442,77000,24.6604927446667,31.66928,40.7605692326044,9596,35.3283279841421,10887.19
