Completion.Year,Frac.Stages,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,EUR_o..Mstb.,Completion.Month,Depth.Top,Fluid.Amount,Propping.Agent.Amount,BEND..KHW.,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
2011,8,1008,0,0,703000,29.444,10,9584,NA,64000,9815.06,6,4,1,4,1,3,1,1,3,NA,3,NA,NA
2011,4,16500,1264360,0,1398631,38.444,12,9944,151787,104147,10222.04,4,27,1,5,5,3,1,4,3,11,3,3,9
2011,4,16500,667622,0,1432848,64.552,12,9977,160182,130310,10151.79,4,27,1,4,5,3,1,4,3,11,3,9,9
2011,1,0,0,0,623671,185.44,9,8600,735000,623671,10373.12,4,6,1,3,3,5,1,1,3,3,3,NA,NA
2011,11,0,656040,0,685031,44.108,9,10640,37548,630,10264.8,4,5,1,3,4,5,8,1,3,6,3,9,6
2011,12,0,889938,0,1061120,19.624,10,10790,9618,NA,10270.2,4,5,1,NA,NA,5,4,1,3,6,NA,9,NA
2011,12,0,849450,0,898544,15.236,12,10842,85470,40000,10284.67,4,5,1,NA,NA,NA,NA,4,3,11,1,20,6
2011,9,0,682782,0,767118,20.088,8,10866,71778,34885,10265.38,4,5,1,2,3,5,4,3,3,6,2,9,6
2012,9,12000,877944,0,853791,39.168,5,10498,112518,100020,10193.3,4,5,1,NA,NA,5,8,2,3,11,1,20,6
2012,10,13000,936662,0,991305,43.46283285,5,10664,116402,47388,10224.24,4,5,1,3,4,5,8,2,3,6,1,9,6
2011,4,15000,1383056,0,1390858,49.112,11,10146,168191,120430,10309.22,4,27,1,1,3,3,1,1,3,11,3,3,9
2011,4,16500,1350577,0,1424293,44.632,12,10150,189072,120714,10375.8,4,27,1,1,3,1,6,4,3,11,3,4,9
2012,1,11000,0,1108758,740000,20.592,1,8222,1108758,740000,10138.61,4,4,1,NA,NA,5,1,4,3,8,5,17,NA
2011,1,0,88200,0,74000,11.548,11,7858,88200,74000,10182.54,4,4,1,4,5,5,1,1,3,11,3,NA,NA
2011,1,0,0,0,NA,57.912,11,6876,168000,NA,9744.16,6,4,1,NA,NA,NA,NA,1,3,3,NA,NA,NA
2011,8,0,469500,0,609263,26.81893188,10,10143,43000,16500,10024.26,4,2,1,3,4,5,4,1,3,11,3,NA,NA
2012,1,0,0,0,935200,24.56,3,7468,936726,935200,10170.98,4,11,1,4,5,NA,NA,2,3,3,3,NA,NA
2012,1,0,0,0,944021,218.792,8,7338,1074780,944021,10168.72,4,11,1,3,5,2,4,3,3,3,3,NA,NA
2011,1,NA,NA,NA,110000,87.312,12,7202,NA,110000,NA,6,4,1,NA,NA,NA,NA,4,3,NA,3,NA,NA
2012,1,14000,0,1149414,960000,20.472,3,7261,1149414,960000,10135.71,4,4,1,4,5,NA,NA,2,3,8,5,17,NA
2012,1,NA,NA,NA,NA,61.836,1,7038,367906,448094,NA,6,18,1,4,5,2,7,4,3,3,3,4,12
2012,3,12000,1207954,0,1348977,79.94,7,8206,858204,736652,10231.21,4,27,1,5,5,3,1,3,3,11,3,20,NA
2012,1,17094,0,0,2771860,30.164,2,7364,639334,761500,10091.16,4,26,1,3,5,NA,NA,4,3,3,3,NA,NA
2012,4,12000,1494732,0,1344000,32.396,5,10042,202768,149573,10168.03,4,27,1,NA,NA,NA,NA,2,3,11,3,20,9
2012,4,15000,1345277,0,1249577,21.284,2,9904,218356,142382,10130.93,4,27,1,3,5,NA,NA,4,3,11,3,3,9
2012,1,NA,NA,NA,NA,61.80248271,1,5978,639464,756852,NA,6,18,1,3,5,3,7,4,3,3,3,3,12
2012,7,32000,442000,118000,889000,32.164,1,9480,118000,83000,9912.68,6,14,1,NA,NA,NA,NA,4,3,8,3,3,6
2011,7,29000,397000,0,446000,15.6,12,9454,101000,55000,NA,6,14,1,4,5,3,6,4,3,3,3,9,6
2012,7,29000,523000,0,826000,19.74,4,9604,114000,88000,9988.77,6,14,1,NA,NA,NA,NA,2,3,11,3,20,6
2012,7,32000,434000,0,910000,38.58,2,9528,136000,101000,NA,6,14,1,NA,NA,NA,NA,4,3,3,3,3,6
2011,4,16500,1502871,0,1451372,113.672,1,9924,168084,82233,10219.68,4,27,1,3,5,NA,NA,4,3,11,3,4,9
2011,1,2016,0,0,79000,80.704,12,7182,NA,79000,10116.29,4,4,1,NA,NA,NA,NA,4,3,NA,5,NA,NA
2012,7,29000,535000,0,839000,23.02,5,9500,114000,88000,9966.75,6,14,1,NA,NA,NA,NA,2,3,11,3,20,6
2012,7,30000,525500,0,843000,84.304,3,9788,108000,77000,10013.4,6,14,1,3,5,NA,NA,2,3,11,3,20,6
2011,7,30500,422000,0,849500,36.36439764,12,5348,1500,0,9866.51,6,14,1,NA,NA,NA,NA,4,1,1,NA,11,NA
2012,4,13500,1127707,0,1450084,56.136,3,10050,142878,121411,10198.62,4,27,1,NA,NA,NA,NA,2,3,11,3,9,9
2012,7,1000,448500,245500,520188,34.8,3,10777,1000,0,10014.92,4,2,1,NA,NA,NA,NA,2,1,1,NA,1,NA
2012,1,NA,NA,NA,NA,78.092,1,6898,NA,0,10073.73,6,18,1,5,3,2,7,4,3,1,NA,11,NA
2012,7,0,564000,122750,508694,20.904,1,10072,43000,16500,9988.12,4,2,1,NA,NA,NA,NA,4,3,11,2,20,NA
2012,4,10500,1265970,0,1236550,53.216,5,10176,207784,149782,10284.41,4,27,1,NA,NA,NA,NA,2,3,11,3,20,9
2012,4,13500,1352975,0,1454339,50.388,5,10067,175860,154136,10210.53,4,27,1,NA,NA,NA,NA,2,3,11,3,20,9
2011,7,0,448500,0,520438,15.464,12,10120,42000,16500,10023.37,4,2,1,NA,NA,NA,NA,4,3,11,3,NA,6
2012,3,12000,1224605,0,1375887,94.26,5,9940,169364,150119,NA,4,27,1,4,1,NA,NA,2,3,11,3,20,9
2012,7,30000,532500,0,827000,37.772,3,9620,128000,91000,9855.83,6,14,1,NA,NA,NA,NA,2,3,11,3,17,6
2012,4,13500,1420042,0,1426469,91.968,4,10248,179078,137316,10330.96,4,27,1,NA,NA,NA,NA,2,3,11,3,20,6
2012,1,NA,NA,NA,NA,46.25013093,3,7644,NA,0,NA,6,18,1,3,5,NA,NA,2,3,1,NA,11,NA
2012,1,13000,0,1383522,110000,29.63266871,3,6890,1383522,110000,9777.8,6,4,1,NA,NA,NA,NA,2,3,8,5,17,NA
2012,7,1008,448500,245500,520437,10.788,3,10800,1008,0,10028.64,4,2,1,NA,NA,NA,NA,2,1,1,NA,13,NA
2012,5,10500,1225101,0,1238986,17.556,8,10263,165703,126440,10247.58,4,27,1,4,5,2,3,3,3,11,3,17,6
2012,1,12000,1633170,0,112000,44.73512294,4,7211,1633170,112000,10034.95,6,4,1,NA,NA,NA,NA,2,3,11,5,17,NA
2012,1,0,0,0,627400,18.684,4,7910,732312,627400,10102.49,4,11,1,NA,NA,NA,NA,2,3,3,3,NA,NA
2012,1,13500,0,1331442,175000,82.908,3,7233,1331442,175000,10097.06,4,4,1,NA,NA,NA,NA,2,3,8,3,17,NA
2012,7,30000,623000,0,940800,58.692,7,9460,148000,99500,NA,6,14,1,3,5,3,1,3,3,11,3,20,6
2012,7,30000,568000,0,879800,10.816,3,9418,115000,77000,NA,6,14,1,NA,NA,NA,NA,2,3,11,3,17,6
2012,7,30000,531500,0,838500,24.288,5,9490,114000,88000,9912.84,6,14,1,NA,NA,NA,NA,2,3,11,3,17,6
2012,7,30000,422000,115000,845000,9.5,7,9620,115000,90000,NA,6,14,1,3,5,3,1,3,3,8,3,17,6
2012,1,0,0,0,809068,27.64,5,7917,907368,809068,10112.86,4,11,1,1,5,NA,NA,2,3,3,3,NA,NA
2012,7,30000,548000,0,845000,19.944,4,9450,124000,88000,NA,6,14,1,NA,NA,NA,NA,2,3,11,3,17,6
2012,9,17000,897684,0,754603,20.776,4,11196,3000,0,10256.35,4,5,1,4,2,5,2,2,1,1,NA,11,NA
2012,1,14000,0,1963668,130000,31.532,5,6495,1963668,130000,9685.87,6,4,1,NA,NA,NA,NA,2,3,8,5,20,NA
2012,9,14000,1082176,0,948376,65.64977319,7,10860,174766,46317,10316.69,4,5,1,NA,NA,5,4,3,3,6,1,9,6
2012,1,NA,NA,NA,NA,26.6,6,7736,NA,NA,NA,6,18,1,4,5,5,6,3,3,8,NA,17,NA
2012,10,16000,1075074,0,1222148,45.732,7,10630,105840,99965,10199.95,4,5,1,NA,NA,5,4,3,3,11,1,20,6
2012,10,15000,856380,0,1089724,67.44403123,6,10614,127764,80000,10258.01,4,5,1,NA,NA,5,8,3,3,11,1,20,6
2012,1,14000,0,1178478,940000,19.408,6,7305,1178478,940000,10138.91,4,4,1,4,1,2,1,3,3,8,5,20,NA
2012,1,0,0,0,892700,21.264,8,7500,861630,892700,10149.06,4,11,1,4,5,2,3,3,3,3,3,NA,NA
2012,1,0,0,0,1124480,51.748,8,6950,1127196,1004000,10145.66,4,11,1,NA,NA,2,3,3,3,3,3,NA,NA
2012,1,NA,NA,NA,NA,25.276,7,7640,NA,NA,NA,6,18,1,3,1,5,6,3,3,8,NA,17,NA
2012,1,NA,NA,NA,NA,3.256,7,6804,NA,NA,9753.24,6,4,1,4,5,2,1,3,3,NA,NA,NA,NA
2012,8,17000,833532,0,970699,28.48,7,10589,59976,47515,10236.14,4,5,1,NA,NA,5,8,3,3,11,1,20,6
2012,8,1000,722516,0,514927,24.28251337,6,10840,1000,0,10091,4,2,1,4,5,5,4,3,1,1,NA,13,NA
2012,8,0,448500,357000,621813,39.964,6,10199,42000,16500,10069.28,4,2,1,NA,NA,5,4,3,3,11,2,20,NA
2012,8,0,448500,360000,635152,231.404,5,10150,42000,16500,10042.26,4,2,1,3,3,5,4,2,3,11,2,20,NA
2012,1,NA,NA,NA,NA,39.552,9,7732,NA,NA,NA,6,18,1,1,1,5,6,1,3,8,NA,17,NA
2012,1,NA,NA,NA,NA,45.796,8,7866,NA,NA,10075.68,4,19,1,NA,NA,5,8,3,3,8,NA,NA,NA
2012,1,NA,NA,NA,NA,25.952,7,7188,NA,NA,10030.17,6,4,1,4,5,2,1,3,3,NA,NA,NA,NA
2012,1,0,0,0,1818880,107.336,8,7452,295008,1624000,10312.19,4,34,1,1,3,2,6,3,3,9,3,NA,NA
2012,1,0,2213862,0,1429120,333.52,8,8346,2213862,1276000,NA,4,25,1,NA,NA,NA,NA,3,3,6,3,17,NA
2003,1,0,0,0,401920,68.90641599,4,7651,421008,401920,11032.85,1,13,2,3,1,1,7,2,3,9,3,NA,NA
2003,1,4000,0,0,116500,50.888,3,9428,299000,116500,10947.19,1,12,2,3,4,3,7,2,3,9,3,NA,NA
2003,4,7000,265650,0,247891,38.20476317,5,9778,99852,40060,11049.19,1,13,2,1,4,3,7,2,3,6,3,NA,NA
2003,4,10000,283156,0,172588,37.41851414,6,10124,67912,17138,11010.5,1,13,2,4,4,2,7,3,3,6,3,NA,NA
2003,4,4000,0,0,210542,34.95435561,2,10195,75800,17295,11061.13,2,13,2,4,3,3,7,4,3,9,3,9,NA
2003,5,10000,346635,0,301870,26.8747488,6,10194,90486,40456,10611.72,1,13,2,1,3,3,6,3,3,6,3,NA,NA
2003,5,10000,0,0,270589,42.6041591,6,10165,68221,17140,10826.01,2,13,2,4,4,3,7,3,3,9,3,9,NA
2003,5,11000,0,0,259800,48.24447828,9,10152,71821,17800,10862.32,2,13,2,4,4,3,7,1,3,10,3,9,NA
2003,3,7000,218837,0,155899,21.75125213,7,9774,102393,40668,10931.27,1,13,2,4,4,2,7,3,3,6,3,NA,NA
2003,4,10000,284361,0,171000,38.64026668,11,10043,68232,19000,10962.17,1,13,2,4,4,2,7,1,3,6,3,NA,NA
2003,4,5000,346629,0,312260,65.232,4,10212,66935,17341,11035.01,2,13,2,4,1,3,7,2,3,6,3,NA,NA
2003,3,4000,188330,0,313940,23.53290545,2,7248,52122,118440,10793.29,3,27,2,4,3,3,7,4,3,11,3,NA,6
2003,4,4500,193506,0,472470,40.9539479,1,7136,52722,137470,10681.48,3,27,2,4,3,1,7,4,3,11,3,NA,6
2003,4,3200,191981,0,472170,28.54388452,1,7205,200,0,10738.31,3,27,2,4,2,3,7,4,1,1,NA,NA,NA
2003,3,5000,210336,0,471920,44.628,1,7055,59262,136920,10653.02,3,27,2,1,3,3,7,4,3,11,3,NA,6
2003,3,2500,195384,2500,312520,72.61706848,1,7011,67578,136030,10710.6,5,27,2,4,2,3,7,4,3,11,3,NA,6
2003,3,5000,208110,0,471640,34.404,1,7082,53508,136640,10738.41,3,27,2,4,3,3,7,4,3,11,3,NA,NA
2003,3,4000,218736,0,473510,42.62807791,2,7158,59010,138510,10720.29,3,27,2,5,3,3,7,4,3,11,3,NA,6
2003,1,0,0,0,3112480,32.696,1,8044,313992,2780000,11188.07,1,13,2,1,4,3,6,4,3,9,3,NA,NA
2003,1,0,0,0,447660,59.86412198,1,7666,284844,447660,11034.26,1,13,2,4,3,3,7,4,3,9,3,NA,NA
2003,1,0,0,0,341850,35.397,5,7630,340998,341850,11042.83,1,13,2,3,4,3,7,2,3,9,3,NA,NA
2003,1,0,0,0,257320,35.86682289,6,8396,197232,257320,11021.82,1,13,2,3,3,2,7,3,3,9,3,NA,NA
2003,1,0,0,0,371330,41.692,1,7742,297696,371330,10860.07,1,13,2,4,4,3,1,4,3,9,3,NA,NA
2003,3,2000,0,0,96126,53.48724843,1,10214,1000,0,11053.08,2,13,2,1,3,5,7,4,1,1,NA,NA,NA
2003,1,5000,126000,0,214000,59.14113065,1,8538,126000,214000,10860.02,1,13,2,4,1,2,7,4,3,11,3,NA,7
2003,4,0,0,0,194524,29.684,1,8396,45806,118243,10921.77,1,15,2,3,3,2,7,4,3,9,3,9,NA
2003,1,0,0,0,525460,13.256,4,7455,3044034,525460,10629.58,3,13,2,3,3,3,7,2,3,9,3,NA,NA
2003,1,0,0,0,403560,32.36,4,7508,304080,403560,10764.69,3,13,2,3,6,3,7,2,3,9,3,NA,NA
2003,4,0,0,0,199940,42.39503173,1,10256,82568,18250,10887.09,1,27,2,3,4,2,7,4,3,9,3,9,NA
2003,1,5000,0,0,390000,45.712,3,7728,278000,390000,10923.1,1,24,2,4,3,3,7,2,3,9,3,9,6
2003,3,2000,203114,0,2048353.973,35.08171606,4,7214,1000,0,10748.97,3,27,2,1,3,1,7,2,1,1,NA,11,NA
2003,1,5000,0,0,366000,54.188,3,7689,298000,366000,10907.98,1,24,2,3,4,3,7,2,3,9,3,9,6
2003,5,11000,319964,0,274296,45.17484084,4,10235,66244,17500,11031.44,2,13,2,3,4,3,7,2,3,6,3,NA,NA
2003,4,4000,348536,0,293688,75.676,3,10204,67569,17200,11170.81,2,13,2,3,1,3,7,2,3,6,3,NA,NA
2003,6,8000,392910,0,535133,48.24429574,5,10144,500,0,10860.01,3,27,2,3,4,3,7,2,1,1,NA,11,NA
2003,3,4000,193620,0,472700,19.40387603,6,7302,500,0,10843.88,3,27,2,1,3,3,7,3,1,1,NA,11,NA
2003,3,5000,176026,0,473100,48.98034099,6,7195,500,0,10724.54,3,27,2,4,3,3,7,3,1,1,NA,11,NA
2003,3,5500,205128,0,472170,42.128,8,7167,52823,131280,10725.31,3,27,2,1,3,1,7,3,3,11,3,NA,6
2003,2,35550,0,0,243000,38.332,4,8051,134000,174000,10855.93,1,12,2,4,4,3,7,2,3,9,3,NA,NA
2003,1,0,0,0,444980,62.932,10,8427,371028,444980,10891,1,13,2,4,4,2,7,1,3,10,3,NA,NA
2003,4,4000,201180,0,488719,52.728,6,9120,73470,17880,10453.53,3,27,2,2,2,1,7,3,3,2,3,NA,6
2003,1,0,0,0,386540,14.66478303,5,7704,317940,386540,10983.82,2,13,2,4,1,3,7,2,3,3,3,NA,NA
2003,4,5500,268417,0,489980,58.376,5,7122,1000,0,10440.57,3,27,2,4,3,3,7,2,2,1,NA,11,NA
2003,1,6500,149000,0,39200,37.467,8,7661,149000,39200,10929.2,1,24,2,3,1,1,7,3,3,6,3,9,NA
2003,4,10000,0,0,166834,37.02778895,5,10214,67810,18266,11062.33,2,13,2,4,4,2,7,2,3,9,3,9,NA
2003,1,0,0,0,308600,74.076,8,7968,358260,308600,11096.61,1,13,2,3,3,1,7,3,3,9,3,NA,6
2003,5,12500,357288,0,462698,26.49440013,8,9678,85376,28027,10815.96,3,27,2,4,4,2,7,3,3,6,3,9,6
2003,5,12500,367542,0,390120,15.96090849,9,10389,63546,5459,10871.4,3,27,2,3,3,2,7,1,3,6,3,9,6
2003,4,5500,285726,0,507220,25.85262153,8,7476,45738,128332,10824.86,3,27,2,3,1,3,7,3,3,6,3,NA,6
2003,1,0,0,0,392150,55.27195048,8,8034,367584,392150,11154.53,1,13,2,4,4,3,7,3,3,9,3,NA,NA
2003,1,0,320628,0,284200,51.36853882,11,8310,320628,284200,10939.06,1,13,2,3,3,2,7,1,3,6,3,NA,NA
2003,1,0,0,0,379760,49.61751604,9,7712,361830,379760,10925.64,1,13,2,3,3,1,7,1,3,9,3,NA,6
2003,4,9500,291178,0,219633,18.94660235,10,8172,74794,184593,10923.79,3,27,2,3,1,2,7,1,3,11,3,NA,6
2003,1,0,0,0,413830,63.68472659,11,8237,270816,413830,10785.81,3,13,2,3,6,2,7,1,3,9,3,NA,NA
2003,1,0,0,0,241000,56.57014461,10,8184,219786,241000,10733.1,3,13,2,4,2,2,7,1,3,3,3,17,6
2003,4,5500,269819,0,490430,28.908,7,8980,74510,17500,10383.7,4,27,2,3,2,1,7,3,3,11,3,NA,6
2003,1,25000,177000,0,461000,36.564,10,7617,177000,461000,11015.15,1,24,2,3,2,3,7,1,3,6,3,9,NA
2003,5,12500,349356,0,388890,29.12342212,10,8172,77788,179639,10919.45,3,27,2,4,1,2,7,1,3,11,3,NA,6
2003,3,6500,215019,0,350557,24.11090636,10,8157,72807,168000,10914.66,3,27,2,4,4,2,7,1,3,11,3,NA,6
2003,4,9500,294071,0,370431,15.893,10,9837,71089,17787,10924.63,3,27,2,4,3,2,7,1,3,6,3,NA,6
2003,5,11000,0,0,250780,61.44099752,6,10113,68145,17329,11016.37,2,13,2,3,1,3,7,3,3,9,3,9,NA
2003,4,8000,0,0,255165,34.02,6,9645,83840,35335,10977.49,2,13,2,3,4,3,7,3,3,9,3,9,NA
2003,4,10000,0,0,304342,41.71257753,8,10107,43064,18751,10975.87,2,13,2,4,1,3,7,3,1,9,3,9,NA
2003,4,10000,277922,0,370520,19.84023768,9,8222,76692,191919,10871.41,3,27,2,3,4,2,7,1,3,11,3,NA,6
2003,4,10000,297146,0,371530,32.21359276,9,10044,81405,15706,10855.33,3,27,2,3,1,2,7,1,3,6,3,9,6
2003,3,6500,222189,0,352910,19.83325601,10,8186,75529,173059,10920.24,3,27,2,3,4,2,7,1,3,11,3,NA,6
2003,5,10000,324328,0,277400,40.888,7,10127,68218,17278,10878.51,1,13,2,3,3,3,7,3,3,6,3,NA,NA
2003,1,4000,0,0,277480,69.06138557,10,8396,4000,0,10947.64,1,13,2,3,3,2,7,1,1,1,NA,11,NA
2003,5,10000,0,0,260479,53.92,7,10178,67231,17236,11047.23,1,13,2,4,1,3,7,3,3,9,3,9,NA
2003,5,11000,315264,0,261469,46.21327329,8,10102,67478,17423,10969.09,2,13,2,1,4,3,7,3,3,6,3,NA,NA
2003,5,12500,388974,0,387340,49.79286603,11,9580,79355,18452,10870.36,3,27,2,3,4,2,7,1,3,6,3,NA,6
2003,4,10000,279934,0,171340,37.596,10,9982,67044,17500,10928.2,1,13,2,4,3,2,7,1,3,6,3,9,NA
2003,3,6000,0,0,153760,51.75635454,9,9778,101154,38834,10925.53,1,13,2,4,4,2,7,1,3,10,3,9,NA
2003,4,9000,283313,0,170985,20.972,8,8355,22745,72253,10920.98,1,13,2,4,4,2,7,3,3,6,3,NA,NA
2003,4,10000,0,0,168000,29.064,10,10121,65585,18000,11002.22,1,13,2,4,1,2,7,1,3,9,3,NA,NA
2003,4,10000,0,0,165500,87.43651256,10,10031,67754,18500,11043.15,1,13,2,3,4,2,7,1,3,9,3,NA,NA
2003,2,3500,138905,0,335480,25.848,9,7743,1000,0,10695.52,5,27,2,4,3,2,7,1,1,1,NA,11,NA
2003,2,3500,126706,0,335540,27.84973229,9,7762,65806,176029,10675.09,3,27,2,3,2,2,7,1,3,11,3,NA,6
2003,2,0,360925,0,84000,54.508,8,7964,15425,25000,10860.76,1,12,2,4,4,3,7,3,3,11,3,7,6
2003,3,5000,194720,0,469510,28.99923783,10,8387,67326,168320,10551.19,3,27,2,5,3,3,7,1,3,11,3,NA,6
2003,4,10000,0,0,168000,29.28650586,10,9948,65449,18500,10892.17,1,13,2,1,4,2,7,1,3,10,3,9,NA
2003,4,9000,0,0,158412,62.18847305,9,10094,67022,18293,10903.79,1,13,2,4,4,2,7,1,3,10,3,9,NA
2003,3,5000,192045,0,470600,23.092,9,7262,500,0,10834.06,3,27,2,1,3,1,7,1,1,1,NA,11,NA
2003,4,10000,0,0,173000,29.356,10,10138,68007,18500,10864.79,1,13,2,3,4,2,7,1,3,9,3,NA,NA
2003,5,11000,0,0,283000,45.38,9,10288,67148,18500,10679.36,1,13,2,4,4,3,6,1,3,10,3,9,NA
2003,4,10000,0,0,143500,69.4284143,9,10124,68390,18000,10840.7,2,13,2,3,4,2,7,1,3,9,3,9,NA
2003,4,10000,278705,0,171000,35.94017441,10,10131,67907,18000,10964.5,1,13,2,1,4,2,7,1,3,6,3,NA,NA
2004,1,14000,72000,0,250000,46.744,2,8292,72000,250000,10970.92,1,24,2,3,3,2,7,4,3,6,3,9,NA
2003,3,5000,188723,0,450350,60.88727674,11,7268,500,0,10811.29,3,27,2,4,3,3,7,1,1,1,NA,11,NA
2003,4,10000,281951,0,164423,48.204,11,10092,67820,17511,10905.11,2,13,2,4,4,2,7,1,3,6,3,NA,NA
2003,4,10000,0,0,155000,39.228,12,10100,69962,21000,10924.44,2,13,2,4,4,2,7,4,3,10,3,NA,NA
2003,4,10000,274821,0,159500,51.4008322,12,10146,73103,23500,10865.3,2,13,2,3,4,2,7,4,3,6,3,9,NA
2003,4,5500,182000,0,313000,102.9154604,10,7838,50000,112000,10862.9,1,13,2,4,4,1,7,1,3,11,3,NA,1
2003,5,12500,368534,0,388286,46.92,11,9808,80312,21685,10984.87,1,27,2,3,4,3,7,1,3,6,3,NA,6
2003,4,9500,299893,0,367600,56.28002967,12,10132,74852,15488,11036.14,1,27,2,3,4,2,7,4,3,6,3,NA,6
2003,4,9500,281505,0,372160,36.512,12,10296,64319,16800,10942.01,2,27,2,1,3,2,7,4,3,6,3,NA,6
2003,4,9500,279774,0,372173,27.604,12,10266,74024,17549,10942.1,2,27,2,3,3,3,7,4,3,6,3,NA,6
2004,1,9000,83000,0,291000,36.296,3,8194,83000,291000,10969.16,1,24,2,4,4,2,7,2,3,6,3,NA,NA
2004,1,0,0,0,464414,74.212,3,8228,382200,464414,10654.85,3,13,2,3,6,2,7,2,3,3,3,NA,NA
2004,4,10000,274131,0,173000,31.67528813,1,10085,68601,18000,10986.24,1,13,2,3,4,2,7,4,3,6,3,NA,NA
2003,4,7300,277449,0,174500,34.74,12,10188,68636,19000,10906.67,2,13,2,4,3,2,7,4,3,6,3,9,NA
2003,4,10000,255364,0,170000,23.48530212,1,10008,38028,18000,10869.64,1,13,2,1,4,2,7,4,3,6,3,NA,NA
2004,4,10000,270233,0,169528,41.116,1,10095,66935,16981,10955.37,2,13,2,1,4,3,7,4,3,6,3,9,NA
2004,4,10000,278112,0,166000,34.972,1,10104,67765,18000,10946.2,2,13,2,1,4,2,7,4,3,6,3,NA,NA
2003,4,10000,271890,0,161048,59.83319228,12,10104,65370,14548,11132.01,2,13,2,2,3,2,7,4,3,6,3,9,NA
2004,4,10000,283927,0,191500,40.024,5,10133,76686,30500,11122.72,2,13,2,2,4,2,7,2,3,6,3,NA,NA
2004,1,14000,760000,0,3136000,53.41442894,1,8357,760000,2800000,10945.97,1,24,2,4,1,2,7,4,3,6,3,NA,NA
2004,1,15876,371700,0,653345,57.53915632,1,7938,371700,653345,10504.33,1,20,2,4,3,3,7,4,3,6,3,18,6
2003,2,8000,507000,0,264000,47.144,12,7868,152000,175000,10950.39,1,12,2,4,4,3,7,4,3,6,3,NA,NA
2004,2,2750,0,0,200270,9.608,8,8578,90000,54450,10405.69,3,3,2,4,3,2,7,3,3,3,3,NA,6
2004,1,0,300510,0,200690,60.292,2,8875,300510,200690,10785.02,1,13,2,4,5,2,7,4,3,11,3,20,NA
2004,4,9000,281277,0,171260,50.42609975,3,10071,66931,17231,11004.67,1,13,2,4,4,3,7,2,3,6,3,NA,NA
2003,4,10000,277662,0,144000,34.60778643,12,10113,75023,23000,10803.08,1,13,2,4,1,2,7,4,3,6,3,NA,NA
2004,1,295890,0,0,430880,39.90735845,4,8208,295890,430880,10820.45,3,13,2,3,2,2,7,2,3,1,3,11,NA
2004,2,20000,455000,0,273000,56.3998334,4,7900,181000,219000,10866.11,1,12,2,4,4,3,7,2,3,6,3,NA,NA
2004,1,24000,0,0,301000,34.484,4,8239,268000,301000,10935.96,1,24,2,3,4,2,7,2,3,9,3,9,NA
2004,1,0,0,0,325190,69.96060032,4,8323,329532,325190,10930.75,1,13,2,4,3,2,7,2,3,3,3,20,NA
2004,1,0,0,0,434510,67.268,7,8048,305340,434510,10641.53,3,13,2,3,2,3,7,3,3,3,3,NA,NA
2004,4,10000,285605,0,170320,43.268,1,10182,67712,17600,11039.28,2,13,2,1,4,2,7,4,3,6,3,NA,NA
2004,4,10000,287570,0,184096,31.92805746,2,10176,80066,30500,11081.91,2,13,2,3,1,2,7,4,3,6,3,NA,NA
2004,3,5000,198190,0,471380,52.85194007,3,7249,55930,134453,10759.91,3,27,2,1,3,3,7,2,3,11,3,NA,6
2004,3,5000,200238,0,475120,46.312,3,7216,56742,135510,10730.96,3,27,2,3,3,3,7,2,3,11,3,NA,6
2004,3,5000,200303,0,471910,80.32913438,3,7221,56519,135222,10715.25,3,27,2,3,3,3,7,2,3,11,3,NA,6
2005,1,0,0,0,351360,61.45273928,1,8353,407064,351360,10830.56,1,13,2,3,4,2,7,4,3,3,3,NA,NA
2004,1,0,0,0,452250,31.45750307,8,8321,366408,452250,10932.16,1,13,2,3,4,2,7,3,3,3,3,11,NA
2004,4,10000,287292,0,191000,24.8743132,3,10123,89020,39000,11104.37,2,13,2,4,4,2,7,2,3,6,3,NA,NA
2004,4,10000,258005,0,163000,158.02,3,10155,67655,18000,11148.04,2,13,2,1,4,2,7,2,3,6,3,NA,NA
2004,4,10000,270240,0,173500,56.79350791,4,10122,75408,25500,10960.34,1,13,2,3,3,2,7,2,3,6,3,NA,NA
2004,4,6000,296337,0,182494,57.53896741,4,8318,24700,68628,11019.25,2,13,2,4,1,2,7,2,3,6,3,9,NA
2004,1,0,0,0,333410,33.54,5,8266,345030,333410,11063.43,1,13,2,3,3,3,7,2,3,3,3,9,NA
2004,3,5000,198618,0,475880,49.26,7,7123,54810,135487,10631.99,3,27,2,NA,NA,3,7,3,3,11,3,NA,6
2004,1,0,0,0,291940,43.884,9,8087,342300,291940,10719.34,3,13,2,4,3,2,7,1,3,3,3,11,NA
2004,4,9000,280737,0,181220,60.116,4,10167,66613,25114,11127.36,2,13,2,4,4,2,7,2,3,6,3,NA,NA
2004,4,10000,280146,0,149500,28.392,2,10089,75408,20500,11065.39,2,13,2,4,6,2,7,4,3,6,3,NA,NA
2004,4,10000,284650,0,172000,47.89992016,4,10139,68084,18000,10862.38,1,13,2,4,4,2,7,2,3,6,3,9,NA
2004,4,10000,266796,0,168500,14.85059152,4,10121,67623,17500,11003.4,2,13,2,4,4,2,7,2,3,6,3,NA,NA
