EUR_o..Mstb.,Completion.Year,Frac.Stages,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Completion.Month,Depth.Top,Fluid.Amount,Propping.Agent.Amount,BEND..KHW.,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
47.144,2003,2,8000,507000,0,264000,12,7868,152000,175000,10950.39,1,12,2,4,4,3,7,4,3,6,3,12.6179826360426,5.94932616835659
9.608,2004,2,2750,0,0,200270,8,8578,90000,54450,10405.69,3,3,2,4,3,2,7,3,3,3,3,15.45334485321,6
60.292,2004,1,0,300510,0,200690,2,8875,300510,200690,10785.02,1,13,2,4,5,2,7,4,3,11,3,20,6.11854199310312
50.42609975,2004,4,9000,281277,0,171260,3,10071,66931,17231,11004.67,1,13,2,4,4,3,7,2,3,6,3,10.2411570519908,5.99999991990564
34.60778643,2003,4,10000,277662,0,144000,12,10113,75023,23000,10803.08,1,13,2,4,1,2,7,4,3,6,3,9.5285223759647,6.12325444580126
39.90735845,2004,1,295890,0,0,430880,4,8208,295890,430880,10820.45,3,13,2,3,2,2,7,2,3,1,3,11,6.08060035540047
56.3998334,2004,2,20000,455000,0,273000,4,7900,181000,219000,10866.11,1,12,2,4,4,3,7,2,3,6,3,13.0782211682971,5.86948234583966
34.484,2004,1,24000,0,0,301000,4,8239,268000,301000,10935.96,1,24,2,3,4,2,7,2,3,9,3,9,6.18006809256046
69.96060032,2004,1,0,0,0,325190,4,8323,329532,325190,10930.75,1,13,2,4,3,2,7,2,3,3,3,20,6.1109783310806
67.268,2004,1,0,0,0,434510,7,8048,305340,434510,10641.53,3,13,2,3,2,3,7,3,3,3,3,13.0107941879186,5.99999995555016
43.268,2004,4,10000,285605,0,170320,1,10182,67712,17600,11039.28,2,13,2,1,4,2,7,4,3,6,3,8.99999995589636,5.5782014715139
31.92805746,2004,4,10000,287570,0,184096,2,10176,80066,30500,11081.91,2,13,2,3,1,2,7,4,3,6,3,11.3027476835095,6.14324876444662
52.85194007,2004,3,5000,198190,0,471380,3,7249,55930,134453,10759.91,3,27,2,1,3,3,7,2,3,11,3,13.279913932714,6
46.312,2004,3,5000,200238,0,475120,3,7216,56742,135510,10730.96,3,27,2,3,3,3,7,2,3,11,3,14.5358548894028,6
80.32913438,2004,3,5000,200303,0,471910,3,7221,56519,135222,10715.25,3,27,2,3,3,3,7,2,3,11,3,16.1845766632606,6
61.45273928,2005,1,0,0,0,351360,1,8353,407064,351360,10830.56,1,13,2,3,4,2,7,4,3,3,3,12.8601967561297,5.92928233067239
31.45750307,2004,1,0,0,0,452250,8,8321,366408,452250,10932.16,1,13,2,3,4,2,7,3,3,3,3,11,6.13404558284547
24.8743132,2004,4,10000,287292,0,191000,3,10123,89020,39000,11104.37,2,13,2,4,4,2,7,2,3,6,3,10.6246233276452,6.16272623582821
158.02,2004,4,10000,258005,0,163000,3,10155,67655,18000,11148.04,2,13,2,1,4,2,7,2,3,6,3,9.23976487375487,5.99999982518354
56.79350791,2004,4,10000,270240,0,173500,4,10122,75408,25500,10960.34,1,13,2,3,3,2,7,2,3,6,3,9.70151330806457,6.3434294667116
57.53896741,2004,4,6000,296337,0,182494,4,8318,24700,68628,11019.25,2,13,2,4,1,2,7,2,3,6,3,9,5.77946785142114
33.54,2004,1,0,0,0,333410,5,8266,345030,333410,11063.43,1,13,2,3,3,3,7,2,3,3,3,9,5.99999991959474
49.26,2004,3,5000,198618,0,475880,7,7123,54810,135487,10631.99,3,27,2,2.7746751578427,2.74239014277616,3,7,3,3,11,3,18.621482072193,6
43.884,2004,1,0,0,0,291940,9,8087,342300,291940,10719.34,3,13,2,4,3,2,7,1,3,3,3,11,5.88330468585016
60.116,2004,4,9000,280737,0,181220,4,10167,66613,25114,11127.36,2,13,2,4,4,2,7,2,3,6,3,10.6887510695172,5.99999990669836
28.392,2004,4,10000,280146,0,149500,2,10089,75408,20500,11065.39,2,13,2,4,6,2,7,4,3,6,3,9.42929826374671,5.99999989195855
47.89992016,2004,4,10000,284650,0,172000,4,10139,68084,18000,10862.38,1,13,2,4,4,2,7,2,3,6,3,9,5.99999987214973
14.85059152,2004,4,10000,266796,0,168500,4,10121,67623,17500,11003.4,2,13,2,4,4,2,7,2,3,6,3,9.04111724856901,5.99999962016094
23.763,2004,4,10000,278534,0,175000,3,10067,69172,19500,10948.48,1,13,2,4,2,2,7,2,3,6,3,9.13934370210509,5.99999986938439
58.35472283,2006,1,477666,0,0,543040,12,8065,449101.116063976,543040,10919.38,1,13,2,4,2,3,7,4,3,9,3,12.5934518985943,6.25302518491601
43.176,2004,4,10000,272080,0,174296,7,10133,66935,17283,10860.25,2,13,2,4,4,2,7,3,3,6,3,9.34348725153792,5.999999885176
31.02059944,2004,1,0,0,0,352040,6,7955,326352,352040,10920.36,1,13,2,3,3,1,7,3,3,3,3,11,5.87527571421834
46.456,2004,3,7500,297423,0,388238,9,7104,58653,135450,10440,3,27,2,4,2,1,7,1,3,11,3,15.0147437294395,6
60.648,2004,4,4000,337722,0,437481,9,7063,56616,135840,10417.06,3,27,2,4,2,1,7,1,3,11,3,16.2771644484448,6
31.516,2004,3,5000,205968,0,472910,6,7135,59094,137713,10657.73,3,27,2,4,3,3,7,3,3,11,3,16.2616056895336,6
25.503,2004,1,14000,0,0,312000,5,8166,344508.652849525,312000,10921.16,1,24,2,4,4,2,7,2,3,9,3,9,6.09271673764604
66.67873896,2004,1,14000,0,0,322000,6,8102,332764.577941072,322000,10904.11,1,24,2,3,4,3,7,3,3,9,3,9,6.04534341696854
30.336,2004,3,5000,195972,0,473760,7,7131,54726,138109,10639.74,3,27,2,2.86429870315284,2.99835899078834,3,7,3,3,11,3,16.4797443030399,6
32.084,2004,4,10000,288374,0,155640,7,10170,81139,30366,11054.23,2,13,2,3,4,2,7,3,3,6,3,9.46585415022729,5.77327546657082
62.23906507,2004,1,15000,0,0,317000,6,8139,361000,317000,10984.45,1,24,2,4,3,3,7,3,3,9,3,9,6.12961589716658
36.10162939,2004,4,10000,275217,0,190000,7,10108,78786,28000,10891.81,1,13,2,3,1,2,7,3,3,6,3,9.133486840707,6.06732152236748
39.632,2004,4,10000,273023,0,174500,4,8223,22976,74000,10982.98,2,13,2,3,2,2,7,2,3,6,3,10.3701650514382,5.35602103751439
45.37418401,2004,1,0,0,0,346550,6,8320,428064,346550,10899.79,1,13,2,4,4,2,7,3,3,3,3,13.1912591461708,6.1860932589683
17.58,2004,3,7512,215473,0,175460,12,9646,95036,46022,10978.67,2,13,2,3,3,2,7,4,3,6,3,9,6.0314481072977
23.75980535,2004,4,10000,279110,0,186700,9,10133,72835,31000,11008.8,2,13,2,3,4,2,7,1,3,6,3,9.18830371749298,5.99999989764947
46.61631594,2004,4,10000,273100,0,181500,6,10121,77558,29000,10992.53,1,13,2,4,1,2,7,3,3,6,3,10.6507301299828,6.64880397819686
20.608,2004,4,10000,265369,0,187800,7,10132,77504,31000,10999.13,2,13,2,3,3,2,7,3,3,6,3,9.37031974027714,6.05536826857422
28.016,2004,3,0,0,0,575000,4,8674,80000,216000,10492.13,3,17,2,4,2,3,7,2,3,9,3,15.4005417084817,6
97.884,2004,1,0,0,0,350290,7,8280,394800,350290,11138,2,13,2,4,3,2,7,3,3,3,3,9,6.10539883677264
36.16,2004,1,9000,85900,0,329600,9,8186,85900,329600,11021.01,1,24,2,3,4,2,7,1,3,11,3,9,5.49366777812588
54.928,2004,1,0,0,0,350780,7,8129,410088,350780,10968.01,1,13,2,3,3,3,7,3,3,3,3,11,6.24153443766172
36.412,2004,3,5500,156000,250,223000,6,8550,40000,1e+05,10731.66,1,13,2,3,3,2,7,3,3,11,3,11.6867085128748,6
33.376,2004,3,1000,221525,0,149346,7,9805,110440,38637,11065.03,1,13,2,4,1,3,7,3,3,6,3,11.7699693414977,6.67208827889828
27.19189199,2004,1,0,0,0,370580,10,8280,461832,370580,11041.88,1,13,2,3,4,2,7,1,3,9,3,14.2858908409285,6.30838411764295
62.57131418,2004,4,10000,288979,0,188306,8,10148,81571,30606,10953.24,2,13,2,3,3,2,7,3,3,6,3,9.68010060590334,6.86529161449362
58.17200944,2004,1,24000,0,0,300900,10,8279,271800,300900,10940.97,1,24,2,3,1,2,7,1,3,9,3,9,6.36202619331987
33.5191448,2004,1,0,0,0,357950,10,8648,457338,357950,11146.15,1,13,2,1,4,2,7,1,3,3,3,14.5755812239491,5.99999996605351
35.008,2005,3,7000,205335,0,161200,1,9677,93311,45128,10938.3,1,13,2,3,1,3,7,4,3,6,3,9,6.07844252375888
40.98067921,2004,3,5000,198282,0,473110,11,6960,58590,137282,10693.99,5,27,2,5,3,3,7,1,3,11,3,15.0596412789478,6
57.7418352,2004,4,10000,279226,0,180607,8,10106,68876,17249,10870.4,1,13,2,3,4,2,7,3,3,6,3,9.06975383580032,5.99999988793997
27.688,2005,4,10000,294159,0,190780,2,10143,80707,30524,10875.27,1,13,2,3,1,2,7,4,3,6,3,11.3435717057977,6.59176331027806
45.952,2005,1,0,0,0,331320,1,8297,433650,331320,10911.79,1,13,2,4,4,2,7,4,3,3,3,13.2901494840516,6.16262735653184
38.44772302,2005,4,10000,279120,0,189380,7,10175,81530,30526,10751.55,1,13,2,3,4,2,7,3,3,6,3,9,5.99999989043282
48.332,2005,3,7000,191460,0,145509,3,9592,88215,45121,10762.87,2,13,2,3,4,2,7,2,3,6,3,11.9672989847716,6.0943746814205
39.38,2004,1,0,0,0,349710,12,8147,426888,349710,10989.54,1,13,2,3,6,3,7,4,3,9,3,9,5.76303719960847
58.85414189,2005,1,0,0,0,34300,1,8269,448770,34300,11058.57,1,13,2,3,4,2,7,4,3,3,3,9,5.99999993342352
65.47404336,2005,1,0,0,0,435660,9,8051,354312,435660,10638.48,3,13,2,3,2,3,7,1,3,9,3,13.7074719150488,5.99999996382167
38.192,2004,4,10000,288644,0,191199,11,10114,81536,29558,11149.22,2,13,2,3,4,2,7,1,3,6,3,14.3849627140472,5.90722700325633
46.052,2005,4,10000,284428,0,170481,3,10148,81411,30837,11015.91,2,13,2,4,1,2,7,2,3,6,3,10.5403139546606,6.08206661287656
26.3487155,2005,4,10000,290937,0,190497,2,10170,80152,30323,11042.49,2,13,2,3,4,2,7,4,3,6,3,9.59256894454421,5.86730716739891
49.84822773,2005,4,10000,310632,0,183675,8,10162,102725,28392,10916.55,1,13,2,4,3,3,7,3,3,6,3,10.4792354339997,5.95801252395659
41.716,2005,4,10000,290025,0,194860,2,10139,79913,30226,10999.57,2,13,2,4,4,2,7,4,3,6,3,9,5.72429584629365
28.53084338,2005,4,10000,280780,0,190200,7,8400,23932,70351,10976.91,1,13,2,4,4,2,7,3,3,6,3,10.1762303183337,5.1679068533165
17.388,2005,3,7000,208341,0,169384,5,9678,95114,45931,10903.63,1,13,2,3,6,3,7,2,3,6,3,10.7699901267063,6.0010273175264
65.73508381,2005,4,10000,288510,0,193420,5,10120,79913,30226,10969.7,2,13,2,4,1,2,7,2,3,6,3,10.7531653490464,6.47236127825529
11.199,2005,4,10000,287175,0,181757,7,10265,81172,30640,10964.06,1,13,2,3,4,2,7,3,3,6,3,9,7.92314640648025
27.99322887,2004,1,0,0,0,349430,12,8741,407484,349430,10765.56,1,13,2,3,5,2,7,4,3,3,3,11,6.0294940826808
46.11910418,2004,4,10008,267522,0,190900,12,10112,56939,16120,11041.8,1,13,2,3,1,2,7,4,3,6,3,9,5.99999992192507
42.732,2005,4,10000,275566,0,191540,7,8475,24352,72750,10893.94,2,13,2,1,4,2,7,3,3,6,3,10.6968871346328,5.37640894888219
46.864,2005,4,10000,291913,0,188640,7,8426,24369,72199,10887.07,2,13,2,1,4,2,7,3,3,6,3,11.4524788631794,5.38267948568976
74.9528507,2005,1,2000,0,0,175000,5,7938,152000,175000,11013.31,1,12,2,4,6,3,7,2,3,9,3,11.4484742439306,5.81574665565912
91.768,2005,1,0,453978,0,350670,8,8290,453978,350670,11171,2,13,2,3,3,2,7,3,3,11,3,20,6.38676918482849
68.128,2005,1,0,502194,0,500460,8,8225,502194,500460,11133,2,13,2,3,3,3,7,3,3,6,3,9,6
48.18907111,2005,1,0,0,0,350840,4,8390,430542,350840,10833.62,1,13,2,4,4,2,7,2,3,3,3,17,6.06257084908127
49.55407614,2005,2,8000,522000,0,334000,1,9388,367000,149000,10959.8,1,12,2,4,4,3,7,4,3,11,3,9,6.49169393929529
77.38134441,2005,1,0,579516,0,401720,10,8296,579516,401720,10909.05,1,13,2,4,4,2,7,1,3,6,3,20,6
59.04,2006,1,0,0,0,498480,10,8328,513870,498480,10831.32,1,13,2,4,4,2,7,1,3,3,3,17,5.93304169169702
29.68,2005,4,10000,285717,0,188421,1,10115,79913,29909,10919.78,2,13,2,3,3,2,7,4,3,6,3,9.75397914752599,5.83595622852645
25.23054799,2005,2,3500,138030,0,337440,8,7915,71868,181700,10673.02,3,27,2,2,3,2,7,3,3,11,3,20,6
48.27209734,2006,1,0,0,0,648106,9,8341,602154,648106,10927.94,1,13,2,3,4,2,7,1,3,9,3,11,6.36511530312919
48.6,2005,4,10000,287630,0,190640,6,10165,80935,31379,11143.41,2,13,2,2,5,2,7,3,3,6,3,10.4894743931652,6.12531925858763
52.128,2005,1,0,0,0,397760,8,8160,447678,397760,11032.2,1,13,2,4,4,2,7,3,3,9,3,17,6
31.136,2005,2,3500,150962,0,370720,7,7836,73935,178500,10656.14,3,27,2,4,2,2,7,3,3,11,3,17.0979735539183,6
33.076,2005,2,3500,134241,0,336760,9,7803,69658,183962,10526.12,3,27,2,5,2,2,7,1,3,11,3,20,6
75.82,2006,1,0,0,0,572780,1,8232,494718,572780,11136.51,2,13,2,3,5,2,7,4,3,9,3,15.4774086007251,6.14065641693772
43.884,2005,4,10000,287063,0,181077,5,10135,80552,30304,11010.22,2,13,2,3,3,2,7,2,3,6,3,9.31293950121511,5.99999984238016
39.33313857,2006,1,0,0,0,134520,4,8128,384174,134520,11015.82,2,13,2,3,4,2,7,2,3,3,3,17,6
83.324,2005,2,15000,426000,0,264000,6,9433,152000,175000,10899.67,1,12,2,4,4,3,7,3,3,11,3,14.925938600029,6.1144245304338
29.26985004,2005,1,0,463554,0,350660,9,8294,463554,350660,10927.13,1,13,2,4,4,2,7,1,3,11,3,17,6
43.964,2006,1,0,0,0,613250,3,8356,665322,613250,10930.38,1,13,2,4,3,2,7,2,3,9,3,11,6.62177684659788
33.832,2005,4,10000,320415,0,155654,7,10252,72793,29955,10805.34,2,13,2,4,3,2,7,3,3,6,3,9,6.03512097371462
41.82115739,2006,1,6000,435500,0,496700,2,8278,435500,496700,10917.38,1,24,2,3,1,2,1,4,3,6,3,9,6
41.208,2005,4,10000,283385,0,190699,8,10289,73684,30409,10706.89,1,13,2,4,4,2,7,3,3,6,3,9,5.83556634284064
32.128,2006,1,9000,0,0,601330,3,8208,569856,601330,11035.86,2,13,2,3,1,3,7,2,3,9,3,14.3527792840486,6.18019620905368
57.032,2005,4,10000,288653,0,182317,9,10262,81757,30149,10926.66,1,13,2,3,3,2,7,1,3,6,3,9,6.09960639586869
43.372,2005,6,13944,524202,0,495000,10,9938,65814,30600,10947.11,1,13,2,4,4,2,7,1,3,6,3,13.4124830452649,6.0022146886729
37.848,2005,1,0,0,0,396520,11,8121,414750,396520,10961.82,1,13,2,4,4,3,7,1,3,9,3,15.4448287441865,5.99999995599324
39.916,2006,1,0,0,0,550420,6,8577,606396,550420,10851.31,1,13,2,4,5,2,7,3,3,3,3,17,6
25.465,2006,1,0,0,0,630500,12,8249,611730,630500,11034.49,1,13,2,3,3,3,7,4,3,3,3,13.3351803035052,6.15169378080647
42.156,2005,1,0,0,0,497280,11,8632,505386,497280,11126.97,1,13,2,4,4,2,7,1,3,9,3,14.882495718753,6.13883134919078
20.72,2006,1,0,0,0,600100,4,8721,579726,600100,11070.48,1,13,2,4,1,2,7,2,3,3,3,20,6
55.664,2005,6,15960,458304,0,421620,10,9998,49980,7900,11021.84,1,13,2,4,1,2,7,1,3,6,3,10.8654546614199,5.99999997039264
21.948,2005,6,14112,445242,0,422040,10,8173,74718,231940,10847.09,1,13,2,4,4,2,7,1,3,6,3,14.3924975329806,5.90521260882769
23.084,2006,4,12000,445406,0,544020,2,9264,3150,90916.6270747334,10881.69,3,27,2,2.86892829757545,3.33933707506832,5,7,4,6,7,2.97586146467546,15,5.99999998108091
58.856,2005,6,17000,492531,0,748661,12,9982,70619,79021,10843.76,3,27,2,3,1,2,7,4,3,11,3,16.1704596966947,6
27.448,2006,6,19500,432360,0,667460,1,10095,45988,31008,10890.53,3,27,2,3,3,2,7,4,3,11,3,16.1428518977674,6
71.588,2005,6,15500,535081,0,803880,11,9989,94222,107963,10859.33,3,27,2,3,1,2,7,1,3,11,3,15.8819314736474,6
21.7819457,2006,1,0,0,0,589080,8,8262,510972,589080,10911.68,1,13,2,4,1,2,6,3,3,3,3,17,6
17.98007424,2006,4,6500,271293,0,486900,9,7551,55136,136020,10665.15,3,27,2,5,2,3,7,1,3,11,3,17.2746742866747,6
34.48,2006,5,14250,393163,0,682912,3,9766,63760,71950,10937.9,1,27,2,3,6,2,7,2,3,6,3,14.5449693783379,6
39.184,2005,5,10000,346404,0,505860,12,9704,80304,17682,10899.82,1,27,2,3,6,3,7,4,3,6,3,11.5414892229234,6
33.2316135,2006,5,11000,400032,0,775660,4,9780,99077,147198,10906.03,1,27,2,3,6,3,7,2,3,11,3,16.7067598266776,6
44.904,2006,6,15500,428634,0,533020,1,9957,79469,16036,10894.59,1,27,2,3,6,3,7,4,3,6,3,13.5032671729646,6
67.94976138,2005,1,19250,0,0,289000,12,7944,481000,289000,10976.16,1,12,2,4,6,3,7,4,3,9,3,13.5575597717922,6.03642538534543
40.26411279,2006,6,15500,480958,0,603272,2,9711,78539,16505,10573.11,3,27,2,3,3,2,7,4,3,11,3,16.8912892324259,6
59.18129168,2006,5,136500,416619,0,686660,1,9616,107325,136000,10644.19,3,27,2,3,4,2,7,4,3,11,3,15.1887959414156,6
32.93505397,2005,1,9250,0,0,307000,12,7819,503000,307000,10937.23,1,12,2,4,1,3,7,4,3,9,3,13.1044648794941,6.1148682234002
28.836,2006,6,16000,450247,0,633024,2,10010,65360,71459,10883.87,3,27,2,3,1,2,7,4,3,11,3,15.4212421055314,6
52.692,2006,6,12750,450268,0,399440,6,9834,80417,16773,10848.27,3,27,2,3,4,2,7,3,3,6,3,13.2732084232279,6
37.752,2006,6,15750,450349,0,405820,3,9838,80698,17493,10829.63,3,27,2,3,1,2,7,2,3,11,3,15.3645920482901,6
35.284,2006,1,5000,567900,0,550300,3,8210,567900,550300,10897.04,1,24,2,3,2,2,1,2,3,11,3,17,6
32.14,2006,1,0,0,0,538660,2,8317,13294,538660,10735.87,1,13,2,3,4,3,6,4,3,9,3,12.4437971790965,6.04973687035468
48.764,2006,5,17750,490066,0,384232,9,10171,78961,16866,10853.2,3,27,2,3,4,2,7,1,3,6,3,11.682690991769,6
32.8,2006,1,8060,0,0,580100,4,8395,586068,580100,10744.64,1,13,2,4,3,2,6,2,3,9,3,15.7960625772132,6
49.28139875,2006,1,0,0,0,598760,4,8380,634452,598760,10720.99,1,13,2,3,4,2,6,2,3,3,3,17,6
55.772,2006,6,17750,458041,0,400060,8,10003,81050,17851,10817.44,3,27,2,3,4,2,7,3,3,6,3,13.8131850080246,6
47.92,2006,6,15750,451873,0,414608,4,10234,81895,17179,10869.42,3,27,2,3,1,2,7,2,3,6,3,12.9698999238919,6
71.968,2006,6,140750,389770,0,408780,9,10133,82802,17580,10830.14,3,27,2,3,4,2,7,1,3,6,3,11.7317604936072,6
37.688,2006,6,17500,437614,0,372440,3,9928,81229,17291,10875.74,3,27,2,3,1,2,7,2,3,6,3,12.5887740535145,6
50.748,2006,6,13750,453172,0,401360,4,10136,80943,17185,10853.14,3,27,2,3,1,2,7,2,3,11,3,13.0981062740831,6
39.92,2006,1,0,0,0,746360,5,7845,555702,746360,10849.19,1,13,2,3,1,1,7,2,3,3,3,9,6
57.34912221,2007,1,0,0,0,869407,1,7823,734454,869407,10855.9,1,13,2,4,1,1,7,4,3,3,3,11,6.20647880785914
57.444,2006,6,17750,3583199,0,400005,7,9804,81665,18412,10772.4,3,27,2,4,3,2,7,3,3,6,3,15.0072430555706,6
73.06722001,2006,1,0,655250,0,319000,3,7941,655250,319000,10893.31,1,12,2,3,1,3,7,2,3,6,3,18,6.49739320771325
22.82628719,2006,5,10000,361080,0,736180,4,7736,55985,135840,10956.13,1,27,2,3,6,1,7,2,3,11,3,16.9294710294992,6
34.49935258,2006,5,11000,355635,0,508638,5,7639,58382,135040,10869.21,3,27,2,3,6,3,7,2,3,11,3,16.8976438570254,6
31.912,2006,6,15500,427045,0,645488,9,7745,58652,135197,10917.15,1,27,2,3,6,3,7,1,3,11,3,16.6786034593585,6
48.14260508,2006,1,0,0,0,700800,10,7839,655956,700800,10836.41,1,13,2,4,1,3,1,1,3,3,3,11,6.14802861867664
42.728,2007,6,21500,530816,0,486021,11,8362,60085,177463,10893.41,3,27,2,3,4,2,7,1,3,11,3,16.506139857491,6
65.428,2006,6,15750,446364,0,404660,12,8268,72737,177382,10920.41,2,27,2,3,4,2,7,4,3,11,3,15.8241125650456,6
26.9138779,2006,6,14750,462309,0,403220,11,8299,79330,180906,10938.38,2,27,2,3,3,2,7,1,3,11,3,15.8473708891105,6
51.112,2007,7,15750,441896,0,549019,2,7806,55714,139879,10919.36,2,27,2,3,3,3,7,4,3,11,3,17.6523910884743,6
16.55643722,2006,1,9500,0,0,105000,4,8565,351000,105000,10933.26,1,12,2,3,4,2,7,2,3,3,3,13.0377611033773,6
61.528,2006,1,0,0,0,715960,8,8193,588168,715960,10998.05,1,13,2,3,4,2,6,3,3,3,3,17,6.23884140603356
36.552,2006,1,0,0,0,639520,6,8277,581616,639520,11160,2,13,2,3,3,2,7,3,3,3,3,17,6
40.77282225,2006,6,15750,429484,0,400400,4,9605,77348,16977,10545.7,3,27,2,3,3,2,7,2,3,6,3,14.7926851494468,6
86.956,2006,6,15750,457722,0,406160,5,9554,80859,17502,10514.16,3,27,2,3,3,2,7,2,3,11,3,15.6864621367088,6
19.24822649,2006,4,9500,313423,0,612489,5,9793,101444,137829,10896.31,1,27,2,3,1,2,7,2,3,11,3,14.0024504728415,6
55.80805367,2006,5,12050,376344,0,387680,5,9868,81086,17122,10937.09,1,27,2,3,6,2,7,2,3,6,3,11.1087051429658,6
82.8613699,2007,1,0,0,0,800581,2,7756,1046220,800581,10938.21,2,13,2,3,3,1,7,4,3,3,3,11,4.99911848812836
77.98311204,2007,1,0,0,0,901480,2,7746,1191414,901480,10948.45,2,13,2,4,4,1,7,4,3,3,3,11,5.99999979059474
47.436,2006,6,13250,431389,0,525080,9,7722,58118,137100,10897.67,1,27,2,3,6,3,7,1,3,11,3,16.8091517202567,6
48.112,2006,1,0,0,0,650550,5,8153,594300,650550,11159,2,13,2,3,4,3,7,2,3,3,3,17,6
41.71620714,2007,1,18000,0,0,560000,3,8176,827000,560000,10950.47,1,24,2,4,4,2,1,2,3,9,3,20,6.96770916115492
56.71657701,2006,1,0,0,0,600900,12,8371,569772,600900,10816.04,2,13,2,4,4,2,7,4,3,3,3,14.8249123319221,6.21861204473011
23.49,2006,1,0,0,0,362004,9,7054,535458,362004,10345.09,4,13,2,1,6,3,1,1,3,3,3,17,6
77.77491575,2007,3,0,0,0,603020,3,8333,506803.983145652,3e+05,10938.38,1,13,2,4,1,2,1,2,3,6.65316976803529,3,13.1481015639054,10
27.264,2006,6,14250,423233,0,523240,6,9476,80145,17013,10640.05,3,2,2,3,3,3,7,3,3,6,3,14.7704145920125,6
45.81984815,2006,1,0,0,0,601900,8,8630,563976,601900,11102,1,13,2,3,4,2,7,3,3,3,3,17,6
42.824,2006,6,12750,437370,0,520620,12,7814,55398,131658,10866.87,1,27,2,3,6,3,7,4,3,11,3,17.9201798859549,6
55.956,2006,5,13250,332539,0,678677,11,7852,57845,134592,10892.81,1,27,2,3,6,3,7,1,3,11,3,16,6
56.73353027,2006,6,14250,432872,0,522980,5,9911,81471,17920,10875.9,1,27,2,3,1,3,7,2,3,6,3,13.1952666516061,6
56.172,2006,6,15000,453844,0,445620,8,9817,85198,33337,10585.61,1,2,2,3,3,3,7,3,3,6,3,17.2981429926422,6
33.84,2006,5,11250,343353,0,432298,8,9719,84353,33047,10638.79,1,2,2,3,3,3,7,3,3,6,3,15.5359265108022,6
21.25904119,2006,7,18250,515668,0,561279,8,7034,57296,153300,10736.29,3,2,2,4,3,1,7,3,3,11,3,17.8704453676983,6
37.38,2006,7,17250,515194,0,675047,9,9716,85208,154247,10871.06,1,27,2,3,6,3,7,1,3,11,3,16.8326471898648,6
30.31831686,2006,6,14250,417225,0,521720,11,8904,71434,17306,10562.19,3,2,2,4,3,3,7,1,3,6,3,15.5251275700422,6
47.248,2006,1,0,0,0,648830,12,8269,548394,648830,11085.45,2,13,2,4,4,2,7,4,3,3,3,14.3412350920282,6.17322956586063
42.972,2006,4,8500,244836,0,426034,10,7874,161369.683625364,60900,10945.08,1,9,2,4,4,3,7,1,3,6.70621247787729,3,12.9481839711468,6
36.5817199,2006,3,10000,16694,0,349486,12,8001,62790,92000,10947.64,1,9,2,4,4,3,7,4,3,3,3,11.6094027223178,6
54.64,2006,8,0,0,0,1036124,12,8591.16901072672,80094,127500,10931.95,1,9,2,4,1,3,7,4,3,3,3,15.2240021585882,6
78.06,2006,5,0,312000,0,549375,10,8012,81000,132000,10949.73,1,9,2,4,4,3,7,1,3,6,3,15.8573513675476,6
39.04780219,2006,4,0,0,0,358656,12,7956,72450,117600,10933.41,1,9,2,3,4,3,7,4,3,3,3,13.1103562723414,6
49.91380818,2006,5,0,317394,0,405930,12,7822,74886,122900,10935.7,1,9,2,4,4,3,7,4,3,3,3,12.5252116937855,6
102.2865487,2006,1,0,0,0,319000,8,7954,430550,319000,10855.13,1,12,2,4,1,3,7,3,3,3,3,15.7638043827312,6
48.948,2006,6,17750,470066,0,412940,11,8280,92801,186168,10807.44,3,27,2,3,4,2,7,1,3,11,3,16,6
34.792,2006,6,15750,431453,0,406880,11,8227,73054,178766,10732.01,3,27,2,3,4,2,7,1,3,11,3,16,6
58.592,2007,6,15750,409004,0,404260,1,8258,70782,176222,10696.21,3,27,2,3,1,2,7,4,3,11,3,16,6
45.612,2007,6,89500,452375,0,407780,1,8209,74431,179539,10629.55,3,27,2,3,4,2,7,4,3,11,3,16,6
67.74792166,2006,6,15750,425398,0,414280,12,8259,63193,166358,10705.91,3,27,2,3,4,2,7,4,3,11,3,16,6
36.708,2007,6,18750,394563,0,400930,2,8338,62760,171653,10925.8,3,27,2,3,4,2,7,4,3,11,3,16,6
65.28148434,2007,1,0,0,0,751230,2,7857,980028,751230,10864.77,1,13,2,3,1,1,7,4,3,3,3,11,5.99999988619252
62.78514382,2007,1,0,0,0,700324,5,7833,613662,700324,10862.31,1,13,2,3,1,3,7,2,3,9,3,11,6.0235471516332
25.508,2007,1,0,0,0,704120,3,7629,580314,704120,11097.61,2,13,2,3,4,3,7,2,3,3,3,13.8550285049327,6.15113062926104
35.08,2006,1,0,0,0,258000,12,7617,328986,258000,11105.19,2,13,2,3,4,3,7,4,3,3,3,14.3012796303371,6
40.396,2007,1,0,0,0,500200,4,8506,511350,500200,11026.36,1,13,2,4,4,2,7,2,3,3,3,11,6.50148718883021
36.072,2007,6,15750,447749,0,405740,3,8231,71402,176630,10798.27,3,27,2,4,3,2,7,2,3,11,3,16,6
33.67536258,2007,6,15050,456458,0,412380,1,8319,75707,183946,10934.19,2,27,2,3,4,2,7,4,3,11,3,16,6
