WellID,1,2,3,4,5,6,7,8,9,10,11,12,13,14
720,6688,7547,8114,9124,9506,9857,10412.12,10775.32,10950.34,11041.88,11288.04,11694.73,11893.24,11948.69
721,6830,7713,8277,9224,9578,9887,10465.62,10723.11,10919.95,10953.24,11236.08,11920.49,12093.74,12149.3
725,6769.67,7671,8235,9202,9496,9996,10400.29,10641.26,10819.37,10940.97,11181.86,11682.9,11894.42,11989.65
726,7178,8033,8586,9446.86,9892.7,9961.11,10427,10758.9,10924.55,11146.15,11238.4,11559.23,11755.32,11877.95
729,6875,7761,8324,9258,9598,9991,10417.19,10613.16,10809.14,10938.3,11207.31,11792.87,11996.01,12084.79
731,6068.61,6948.98,7512.57,8516.46,8819.61,9303.65,10180.39,10506.16,10659.44,10693.99,10860.81,11202.24,11360.42,11430.43
732,6847,7748,8303,9225,9579,9913,10446,10652.61,10852.05,10870.4,11148.87,11891.39,12078.03,12144.53
738,6826,7721.03,8277,9209,9559,9898.08,10421.54,10648.99,10843.92,10875.27,11161.48,11877.23,12059.28,12121.68
739,6799.91,7674.93,8237.35,9225.79,9565.84,9934,10354.49,10662.84,10779.96,10911.79,11144.14,11675.33,11875.84,11968.73
740,6906,7782,8350,9248,9593,10002,10335.34,10588.02,10716.04,10751.55,10971.07,11810.25,12009.88,12092.58
743,6951,7847,8373,9297,9640,10094,10369.77,10547,10758.77,10762.87,10997.57,11824.29,12020.16,12105.38
744,6641,7535,8226,9126,9450,9825,10493.66,10755.28,10921.41,10989.54,11252.26,11771.12,11952.83,12003.93
745,6786,7682,8226,9231,9594,10044,10525,10844,10906.4,11058.57,11315.63,11830.54,12016.77,12040.18
747,6599,7443.94,8051.58,8986.2,9328.08,9743.72,10191.73,10428.75,10544.89,10638.48,10829.3,11198.38,11442.93,11558.97
750,6745,7658.1,8235.47,9217.9,9579.28,10038.62,10629.62,10906.51,11067.33,11149.22,11254.48,11984.22,12106.12,12161.32
752,6715,7573,8151,9155,9549,9896,10520.51,10826.3,10993.64,11015.91,11242.92,11911.09,12049.49,12097.61
753,6717,7552,8041,9123,9544,9875,10556.58,10835.88,10999.78,11042.49,11240.26,11921.08,12057.81,12104.91
756,6827,7675,8283,9190,9551,9953,10408.47,10589.75,10790.46,10916.55,11204.67,11805.8,12002.13,12069.69
757,6795,7688,8240,9195,9546,9871,10444.9,10750.88,10928.22,10999.57,11273.28,11916.93,12085.18,12132.71
758,6782,7678,8247,9197,9529,9867,10377.97,10701.35,10867.93,10976.91,11288.39,11871.85,12048.86,12090.08
759,6814,7708,8260,9210,9560,9860,10404.69,10605.14,10801.17,10903.63,11201.72,11829.33,12020.45,12081.5
760,6650,7517,8093,9094,9468,9958,10459.55,10776.23,10938.67,10969.7,11222.64,11816.89,11982.37,12031.34
761,6637,7504,8095,9103,9455,9873,10459.41,10752.98,10910.41,10964.06,11219.62,11766.37,11945.73,11996.65
763,7249,8076,8618,9398.86,9879.68,10170.75,10211,10717.96,10845.85,10765.56,10911.09,11417.34,11696.32,11810.64
764,6732,7545,8143,9136,9424,9842,10497.33,10802.48,10968.51,11041.8,11298.14,11853.56,12023,12063.92
765,6894,7747,8314,9236,9547,10055,10441.64,10610.36,10872.52,10893.94,11135.95,11834.33,11988.16,12079.84
766,6894,7740,8264,9219,9560,10048,10400.39,10544.5,10817.58,10887.07,11150.19,11777.41,11932.94,12027.32
767,6915.64,7787,8344,9315,9642,10061.13,10415,10746,10940.5,11013.31,11240,11755.57,11912.58,12014.88
770,6787,7682,8252,9246,9594,10080,10602,10905,11066,11171,11299.3,12043.09,12150.3,12214.29
771,6768,7665,8233,9227,9568,10026,10567,10882,11040,11133,11258.43,12007.04,12124,12185.36
772,6917,7776.32,8347.91,9265.69,9572.05,9898,10310.46,10553.32,10707.87,10833.62,11107.47,11611.27,11796.67,11934.13
776,6812,7705,8276,9236,9594,9863,10437.16,10697.82,10880.14,10959.8,11233.74,11743.2,11951.3,12031.99
778,6803,7669,8230,9154.02,9548,9923,10350.48,10612.66,10774.53,10909.05,11171.74,11674.5,11883.82,11973.19
779,6883,7738,8305,9228,9556,9916,10292,10545,10697.97,10831.32,11128.86,11611.57,11807.35,11935.42
780,6841,7700,8290,9235,9579,9910,10462.28,10696.82,10898.08,10919.78,11201.21,11908.52,12084.4,12143.43
781,6321,7214,7771,8781,9121.95,9497.36,10230.64,10486.38,10635.54,10673.02,10822.58,11254.1,11465.17,11531.12
782,6832,7720,8339,9225,9586,9978,10407.93,10597.78,10801.55,10927.94,11200.21,11796.69,11998.3,12082.88
787,6739,7596,8209,9224,9575,9986,10610.46,10896.7,11054.49,11143.41,11369.17,12065.25,12149.48,12216.05
788,6650,7563,8116,9132,9491,9847,10475,10778,10945,11032.2,11287.84,11721.87,11915.88,11965.06
790,6193,7120,7707,8708,9009.49,9403.99,10202.68,10478.98,10630.74,10656.14,10802.32,11155.6,11376.66,11469.83
796,6167,7058,7628,8648,8965.02,9402.41,10073.23,10348.5,10490.38,10526.12,10656.29,11140.91,11255.62,11355.97
797,6718,7541,8207,9196,9546,9993,10607.58,10892.25,11048.33,11136.51,11403.19,12071.44,12148.59,12219.15
803,6645,7369,7982,9137,9461,10022,10463.61,10831.49,10991.41,11010.22,11281.7,11961.55,12053.12,12119.52
804,6652,7457,7965,9095,9462,9996,10476.86,10830.75,10990.7,11015.82,11292.21,11961.93,12051.11,12120.48
805,6935.17,7774,8324,9279,9603,10011.96,10354,10620,10807,10899.67,11137,11643.17,11860.77,11982.63
809,6814.62,7701.66,8259.06,9227.3,9539.04,9941.61,10389.65,10672.07,10824.35,10927.13,11263.19,11670.45,11890.5,11980.31
810,6940,7773,8315,9263,9641,9938,10388,10644,10796.61,10930.38,11215.83,11727.42,11946.1,12039.38
817,6937,7762,8349,9249,9614,9984,10378.81,10499.83,10806.71,10805.34,11076.1,11817.34,12005.7,12092.87
818,6772.08,7663.18,8226.64,9198.11,9521.3,9951.14,10355.47,10655.51,10838.82,10917.38,11186.79,11665.92,11882.99,11971.05
819,6792,7685,8237,9234,9543,9908,10326,10445.99,10593.37,10706.89,10956.03,11467.97,11679.9,11970.43
820,6706,7595,8162,9182,9497,9865,10543.37,10812.14,10977.85,11035.86,11246.17,11887.68,12037.97,12080.49
821,6787,7684,8244,9220,9529,9843,10336,10662.21,10813.57,10926.66,11211.15,11691.07,11912.12,11990.25
823,6740,7635,8204,9200,9545,9943,10410,10680.65,10850.89,10947.11,11132.99,11575.34,11794.71,11901.19
824,6617,7505,8082,9093,9433,9732,10471.25,10747.43,10888,10961.82,11193.68,11645.79,11858.31,11925.28
826,7171,7991,8566,9364,9692,9967.73,10192,10526.52,10741.77,10851.31,11220.75,11835.29,12094.85,12196.32
827,6749,7676,8212,9202,9522,9955,10498.47,10770.57,10858.71,11034.49,11297.26,11801.67,11993.51,12013.86
829,7225,8042.29,8607.82,9411.31,9859.38,9886.46,10341,10737.25,11183.38,11126.97,11092.54,11588.36,11839.19,11953.52
830,7217,8052.3,8608.48,9396.33,9853.6,9900.45,10327.05,10685.83,11111.09,11070.48,11060.32,11589.08,11846.05,11960.49
831,6682,7598,8155,9155,9491,9824,10467.36,10759.43,10925.16,11021.84,11282,11687.41,11894.29,11971.46
832,6665.59,7565,8128,9127,9460,9737.01,10317,10604.62,10748.98,10847.09,11035.54,11433.62,11666.31,11774.32
833,6688,7549,8139,9150,9496,9830.25,10469,10655.72,10807.53,10881.69,11089.12,11397.44,11665.31,11761.85
835,6641,7508,8067,9082,9417,9761.83,10421,10623.88,10771.52,10843.76,11062.62,11353.53,11626.74,11726.2
836,6669,7530.93,8095.57,9111.47,9446.46,9878.29,10424.97,10662.38,10820.39,10890.53,11086.31,11418.66,11685.84,11778.39
837,6606,7478,8041,9053,9378,9814.67,10363,10632.31,10790.75,10859.33,11055.43,11389.38,11661.29,11750.53
839,6773,7671,8219,9219,9524,9925,10377,10688.98,10790.26,10911.68,11143.26,11660.18,11864.57,11956.62
841,6672,7505,8084,9113,9388.59,9782.19,10141.75,10556.51,10592.69,10665.15,10844.62,11247.94,11507.23,11613.86
843,6855,7742,8301,9289,9653,9978,10357.43,10682.56,10860.74,10937.9,11170.56,11661.37,11854.61,11956.72
844,6836,7709,8261,9252,9577,9925,10351.96,10657.94,10816.42,10899.82,11158.95,11615.49,11831.2,11933.02
845,6874,7734,8315,9264,9574,9963,10353.75,10640.05,10812.07,10906.03,11116.38,11601.87,11813.12,11919.64
846,6798,7675,8237,9260,9570,9966,10384.35,10667.81,10847.75,10894.59,11109.08,11533.9,11762.33,11868.65
848,6921,7784,8347,9330.79,9631.59,10018.52,10400.19,10703.04,10890.59,10976.16,11222.41,11706.99,11881.58,11987.62
850,6392,7235,7798,8791,9141,9505.67,10105.25,10361.62,10508.29,10573.11,10744.26,11048.2,11339.56,11418.99
853,6508,7360,7910,8927,9253,9686.19,10175.91,10440.97,10584.5,10644.19,10806.69,11076.95,11354.07,11453.2
855,6775,7665,8225,9199,9535,9815,10419.05,10676.16,10874.04,10937.23,11203.08,11711.72,11919.41,12006.54
856,6574,7433,8008,9018,9359,9688,10409,10659.92,10797.5,10883.87,11030.54,11473.07,11718.78,11789.86
862,6651.38,7513,8056,9071,9404,9697.81,10139.68,10593.22,10777.29,10848.27,11030.76,11302.39,11568.14,11673.31
864,6676,7528,8083,9108,9437,9770.12,10330,10573.1,10722.94,10829.63,10975.33,11316.35,11565.56,11677.04
865,6634,7504,8074,9085,9427,9739,10415,10724,10884,10897.04,11115.7,11560.3,11781.74,11876.93
866,6910,7768,8309,9219,9573,10010,10304.16,10495.87,10663.12,10735.87,10952.37,11748.29,11953.57,12043.63
867,6583,7456,8019,9025,9381,9668,10398,10636.25,10790.91,10853.2,11023.83,11430.31,11687.97,11770.62
868,6907,7781.17,8351.53,9272.46,9548.61,9887,10248.8,10419.29,10593.01,10744.64,11023.02,11680.21,11890.66,11991.9
869,6884,7799,8359,9245,9608,10020,10311.97,10546.57,10653.52,10720.99,10924.6,11753.11,11958.18,12042.39
871,6593,7461,8026,9017,9367,9757.31,10092.17,10588.6,10734.33,10817.44,11028.3,11325.9,11607.43,11697.67
872,6573,7438,7991,9020,9368,9690,10386,10655.14,10799.52,10869.42,11024.74,11464.28,11711.39,11790.56
873,6505,7378,7936,8953,9346,9667.13,10352,10598.04,10744.51,10830.14,11001.4,11378.19,11643.47,11714.89
874,6555,7425,7975,9000,9347,9666,10381,10651.21,10783.15,10875.74,11022.26,11469.01,11708.87,11774.07
876,6537,7405,7967,8976,9332,9649,10349,10626.35,10769.34,10853.14,11010.78,11424.47,11678.92,11750.83
879,6959,7841,8403,9302,9666,9918,10381.71,10606.11,10668.6,10849.19,11140.03,11695.09,11919.22,12016.7
880,6938.55,7815.77,8373.83,9282.96,9649.67,9943.75,10382.77,10634.44,10695.59,10855.9,11148.18,11705.92,11924.49,12027.1
881,6596,7464,8011,9027,9351,9690.47,10259.07,10542.83,10684.32,10772.4,10996.04,11265.63,11552.63,11646.15
883,6919,7756,8318,9244,9586,10028,10346.82,10601.07,10795.43,10893.31,11121.54,11626.49,11834.93,11964.11
885,6860,7724.79,8293.14,9261.57,9610.83,9971,10372.32,10689.4,10858.64,10956.13,11177.72,11639.47,11843.83,11946.59
886,6759,7630,8204,9216,9521,9929,10342.56,10642.78,10824.88,10869.21,11105.76,11526.13,11772.37,11875.99
887,6840,7726,8279,9271,9610,9951,10339.61,10670.48,10849,10917.15,11158.48,11658.15,11854.25,11956.23
889,6920,7832.74,8391.05,9298.94,9668.88,9974.14,10373.13,10642.95,10677.06,10836.41,11137.26,11707.97,11926.51,12028.55
892,6659,7558,8115,9126,9472,9859,10301,10665.85,10825.24,10893.41,11084.9,11428.33,11694.5,11785.58
893,6568,7429,8023,9039,9416,9823,10505,10747.25,10895.59,10920.41,11133.64,11704.07,11888.98,11925.58
894,6610,7469,8056,9060,9422,9846,10481.06,10776.13,10930.79,10938.38,11160.76,11774.89,11943.66,11987.65
895,6564,7431,8014,9015,9368,9807,10444,10746.22,10903.8,10919.36,11136.08,11717.94,11895.8,11934.26
896,6797,7680,8241,9203,9570,9855,10402.79,10664.23,10827.01,10933.26,11226.16,11736.77,11945.46,12009.98
897,6704.02,7575.62,8175.43,9139.41,9491.27,9832.04,10459.25,10763.98,10903.22,10998.05,11269.39,11769.45,11952.48,11989.73
899,6825,7690,8259,9250,9599,10038,10629,10919,11081,11160,11254.14,11985.54,12110.49,12165.83
901,6357,7225,7776,8780,9111,9511.92,10078.81,10346.15,10481.7,10545.7,10684.97,11022.64,11270.7,11358.13
902,6313,7169,7734,8734,9047,9461.72,10032.32,10309.55,10460.8,10514.16,10655.03,11019.33,11249.43,11337.64
903,6892,7755.22,8339.49,9258.09,9602.01,9953.73,10352.84,10599.92,10809.93,10896.31,11117.7,11600.79,11811.75,11922.61
904,6883,7753.03,8324.56,9277.1,9557,9988,10365.11,10671.65,10832.25,10937.09,11133.27,11614.61,11823.5,11928.63
905,6817,7712,8319,9245,9619,9901,10528.46,10860.82,10982.48,10938.21,11169.24,11929.33,12057.59,12156.51
907,6827,7704,8299,9262,9611,9899,10556.58,10891.2,10990.63,10948.45,11186.32,11928.42,12053.37,12155.22
909,6844,7710.12,8294.35,9262.77,9615.21,9939.08,10329.95,10651.11,10820.54,10897.67,11148.27,11627.46,11833.53,11935.54
910,6762,7687,8247,9242,9585,10076,10593,10905,11066,11159,11250.75,11992.91,12116.28,12173.85
912,6676.66,7572.44,8132.85,9142.73,9498.43,9828.35,10441.58,10747.38,10886.17,10950.47,11226.08,11655.75,11871.32,11960.36
914,6854,7769,8348,9248,9635,9944,10451.56,10621.74,10833.22,10816.04,11073.35,11864.5,12045.68,12116.75
917,5969.41,7017.04,7548.82,8528.04,8763.52,9127.12,9838.71,10214.08,10304.54,10345.09,10371.69,10596.87,10962.94,11030.85
918,6841,7720.79,8271.03,9231.57,9598.55,10018.47,10358.12,10624.08,10780,10938.38,11248.31,11701.88,11919.78,12014.49
922,5994,6981,7568,8546,8843,9336,10158.76,10455.76,10598.4,10640.05,10782.95,11215.81,11281.25,11370.46
923,7216,8051,8602,9443.49,9869.92,10138,10624,10802.95,10966.87,11102,10942.45,11422.18,11649.25,11777.22
930,6768,7633,8210,9213,9553,9918,10336.87,10640.61,10816.07,10866.87,11104.66,11534.76,11777.67,11880.66
931,6799,7661,8238,9238,9543,9953.92,10350.35,10668.79,10824.15,10892.81,11117.34,11570.22,11793.04,11895.66
932,6895,7756,8341,9282,9611,9962.91,10335.95,10582.72,10786.66,10875.9,11093.1,11585.13,11801.52,11911.79
933,7068,7818,8370,9146,9595,9845,10186.14,10229.79,10444.71,10585.61,10779.16,11440.49,11645.33,11771.83
934,7082,7828,8369,9159,9599,9817.81,10119.07,10208.18,10450.2,10638.79,10761.07,11427.66,11643.14,11769.34
940,6008,6972,7700,8521,8873,9319,10247.56,10558.14,10694.31,10736.29,10871.35,11356.7,11415.43,11506.25
941,6779,7655,8226,9223,9516,9947,10335.01,10646.69,10807.59,10871.06,11101.49,11548.55,11788.02,11889.93
943,6008,6963,7531,8533,8837,9220,10075.84,10372.34,10517.96,10562.19,10685,11100.5,11203.31,11295.15
946,6740,7667,8239,9238,9569,9974,10597.47,10849.74,11012.31,11085.45,11249.36,11925.5,12070.09,12112.45
948,6810,7688.68,8244,9254.87,9576.78,9864.71,10327,10678.36,10825.86,10945.08,11150.86,11682.57,11864.27,11962.96
949,6770,7667,8218,9226.13,9557.65,9885.02,10379,10681.96,10823.32,10947.64,11149.85,11665.77,11857.27,11959.29
950,6815,7679,8250,9234.75,9553,9905.34,10349.81,10680.06,10809.27,10931.95,11146.92,11672.09,11865.4,11962.33
951,6765,7631,8215,9199,9513,9874.87,10377.92,10676.5,10823.85,10949.73,11140.94,11646.65,11846.22,11951.58
952,6832,7692,8253,9255,9592,9922,10330.86,10654.07,10824.5,10933.41,11138.95,11690.86,11866,11969.31
953,6762,7636,8203,9201.9,9519,9854.55,10358.13,10678.17,10806.56,10935.7,11149.4,11657.47,11858.37,11958.51
954,6927,7766,8326,9254,9591,10000,10315.21,10552.49,10756.51,10855.13,11107.08,11600.07,11791.01,11939.53
956,6626.14,7482,8035,9040,9382,9719.7,10024.73,10552.26,10712.55,10807.44,10981.34,11272.34,11530.98,11639.55
958,6575,7429,7991,8985,9332,9681.21,10285.68,10506.14,10670.99,10732.01,10962.74,11210.11,11503.43,11600.42
959,6601,7398,8029,8999,9323,9707.9,9938,10499.9,10649.32,10696.21,10909.86,11184.51,11472.3,11572.98
961,6530,7343,7958,8928,9299,9689.04,9891,10414.04,10577.02,10629.55,10810.14,11087.82,11396.21,11495.02
962,6610,7460,8027,9015,9352,9698.83,10194.46,10487.44,10650.8,10705.91,10927.23,11187.23,11482.51,11580.73
965,6589,7463,8021,9034,9397,9750,10428.59,10728.4,10849.97,10925.8,11118.03,11635.01,11846.54,11902.26
968,6964,7847,8402,9323,9694,9941,10380.73,10595.43,10667.27,10864.77,11146.19,11689.72,11914.89,12012.66
969,6937,7824,8398,9301,9676,9953,10351,10573.1,10660.97,10862.31,11132.97,11662.19,11888.55,11985.35
970,6723,7616,8212,9111,9548,9954,10573.26,10893.4,11045.09,11097.61,11381.24,12005.56,12116.49,12213.76
971,6708,7607,8196,9115,9564,9944,10567.28,10884.94,11041.91,11105.19,11390.52,11993.6,12107.49,12208.06
972,6764,7650,8212,9205,9548,9840,10495.25,10730.36,10854.14,11026.36,11299.69,11788.49,11986.5,12015.8
976,6475,7343,7879,8913,9276,9644.46,10269,10561.25,10700.89,10798.27,10976.98,11294.35,11574.89,11639.49
979,6620,7492,8069,9103,9437,9771,10470.03,10775.4,10932.35,10934.19,11156.01,11778.62,11944.56,11989.43
981,6712,7414,8115,9148,9516,9927,10617.55,10906.12,11062.16,11147.71,11472.66,12080.01,12155.91,12240.37
982,6172,7146,7723,8702,8971,9318,9969.53,10310.31,10448.67,10458.14,10553.46,10917.48,11123.38,11207.68
983,6641,7532,8076,9094,9378,9826.97,10347.42,10628.18,10816.51,10851.24,10948.5,11351,11594.16,11706
984,6436,7254,7803,8771,9181,9541.51,10101,10321.11,10483.89,10512.19,10664.8,10991.81,11252.61,11359.34
989,6741.82,7606.33,8207.14,9183.46,9513.62,9930.61,10601.92,10903.17,11061.38,11138.73,11448.2,12051.13,12143.22,12234.49
991,6725,7598,8197,9180,9553,10016,10559.86,10868.08,11030.95,11099.39,11242.95,11952.04,12082.91,12131.34
992,6720,7658,8221,9225,9556,10023,10601.99,10874.49,11035.51,11112.49,11233.73,11958.99,12085.48,12135.69
993,6726,7652,8220,9224,9565,10028,10558.39,10865.74,11026.6,11110.49,11228.36,11945.86,12080.03,12127.44
994,7172.57,8005,8554,9283,9806,9729.1,10181,10546,10780,10977,11169.31,11954.03,12112.97,12236.47
995,5865,6857,7373,8421,8741.62,9111.84,10018.79,10313.4,10464.08,10503.87,10620.96,10982.48,11109.65,11202.06
996,5938,6914,7508,8494,8789.9,9171.54,10059.26,10351.71,10503.8,10540.67,10663.51,11033.48,11166.16,11260.14
1000,6816,7746,8282,9200,9571,9963,10467.42,10633.37,10817.37,11000.67,11284.71,11830.9,12029.09,12080.35
1004,5832,6873,7433,8409,8790.65,8981.65,9836.76,10164.24,10301.8,10324.01,10318.74,10662.8,10897.59,10952.34
1005,6621,7482,8065,9040,9420,9691.18,10003,10587.98,10755.86,10830.22,11039.18,11302.41,11577.97,11678.35
1007,6764,7632,8227,9216,9577,9982,10574.22,10901.86,11046.22,11085.22,11346.06,12026.07,12130.95,12220.24
1008,6684,7533,8103,9099,9391,9812.22,10072,10666.27,10817.15,10891.55,11103.76,11400.14,11670.05,11768.23
1010,6625,7477,8069,9086,9386,9794.07,10308.78,10606.84,10783.61,10824.05,10920.55,11327.32,11572.04,11684.2
1012,7183,8005,8550,9359.24,9842.78,9876.81,10306,10650.81,10859.13,11105.81,11268.66,11782.46,12024.72,12140.06
1014,7172,8005,8553,9370.91,9807.92,9843.29,10270,10583.97,10805.49,11022.67,11238.6,11813.88,12060.74,12175.16
1016,7203,8016,8548,9350.14,9840.39,9880.86,10288,10691.77,10932.34,10976.7,11033.82,11693.74,11950.73,12064.11
1017,7194,8028,8544,9335,9820.02,9850.93,10264,10655.13,10878.8,10991.9,11071.81,11789.26,12015.37,12129.78
1019,7190,7982.39,8585.41,9387.52,9858,9882.14,10341,10682.12,10857.09,11144.68,11261.54,11726.25,11967.35,12084.54
1021,7186,8015,8578.25,9377.52,9837.66,9840.83,10305,10679.49,11028.57,11086.25,11115.1,11663.71,11912.7,12028.58
1025,6780,7650,8233,9221,9582,10070,10582.26,10919.98,11056.71,11068.09,11321.51,12016.51,12130.71,12224.41
1026,6622.79,7485,8039,9045,9381,9729.44,10287,10530,10673,10776.8,10971.42,11253.72,11514.11,11622.5
1027,7223,8043.48,8601,9424.86,9845.49,10138.51,10357,10772.05,10929.7,11021.64,10855.51,11346.15,11596.57,11719.52
1029,6892,7754,8306,9252,9583,9983,10335.53,10587.58,10789.24,10861.49,11140.02,11646.6,11848.15,11973.55
1030,6993,7854.44,8416.42,9335.54,9690.05,10057,10363.08,10587.52,10818.19,10893.46,11144.89,11649.68,11802.29,11977.24
1031,7255,8068,8586,9408.24,9828,10072,10276,10744,10598.25,10769.83,10889,11375.73,11657.92,11774.61
1034,7248,8084,8631,9467.06,9883.6,10120.57,10387,10782.62,10935.2,11078.29,10933.53,11410.39,11662.5,11786.03
1037,6583,7432,7992,8978,9297,9742.73,10174,10411,10539,10618.27,10823.6,11178.2,11419.35,11536.08
1039,6964,7739,8299,9115,9515,9831,10050.21,10306.7,10436.31,10510.11,10842.58,11346.15,11538.29,11655.89
1040,7023,7736,8307,9131,9554,9917,10019.85,10299.33,10465.11,10514.04,10829.55,11389.67,11585.56,11703.29
1042,7096,7852,8413,9236,9600,9957,10303.11,10351.64,10531.98,10655.77,10814.49,11332.99,11546.53,11669.75
1044,7226,8068,8602,9463.34,9907.06,10192,10416,10773.26,10928.72,11121.43,11105.95,11538.92,11783.72,11901.85
1048,7188,7966,8507,9384,9791,10032.7,10187.23,10418.03,10551.47,10717.89,10805.1,11284.94,11506.29,11644.14
1049,7056,7778,8339,9161,9577,9911,10163.36,10270.24,10479.53,10619.03,10778.59,11418.66,11627.2,11753.43
1051,6704,7461,7911,9157,9536,9691.92,10262,10593,10772.91,10852.99,11016.87,11417.62,11676.48,11750.42
1053,6583,7444,8023,9045,9364,9715,10440,10620.61,10770.27,10844.39,11007.65,11416.68,11673.73,11750.4
1054,7187,8007,8558,9431.59,9857.44,10091,10367.43,10754.92,10901.62,11140.52,11203.21,11557.65,11783.47,11909.91
1056,6570,7457,8039,9072,9418,9689,10450,10675.49,10814.41,10893.36,11040.48,11493.3,11736.6,11811.15
1058,6608,7457,8040,9055,9358,9755,10045,10593.04,10744.76,10820.53,11028.06,11335.77,11616.61,11704.47
1059,6570,7419,8006,9017,9337,9747.12,10002,10595.26,10753.1,10823.54,11026.12,11345.35,11624.12,11710.8
1060,6643.93,7490,8056,9074,9380,9762.6,10286,10542,10707.84,10791.66,10952.97,11279.72,11531.69,11643.11
1062,7155,8000.18,8549.58,9373.4,9766,9994.38,10161.99,10494,10711.32,10827.8,11203.06,11825.84,12077.63,12171.97
1064,6866,7754,8301,9222,9569,10031,10340.37,10459.88,10714.92,10784.5,11038.59,11769.69,11970.84,12059.56
1065,6667.07,7495,8041,9066,9413,9786.76,10292,10551,10706.84,10790.66,10944.25,11291.7,11538.95,11651.83
1066,6780,7611,8213,9182,9575,10037,10568.93,10913.43,11055.24,11065.57,11290.1,12023.96,12135.41,12221.35
1070,6886,7742,8300,9214,9559,9931,10315.75,10552.66,10735.41,10829.01,11098.86,11609.8,11792.73,11932.62
1071,6649.47,7497,8043,9079,9381,9786.18,10302.28,10577.22,10702.83,10797.64,10905.68,11277.72,11523.2,11637.51
1072,6647.84,7507.65,8086.47,9072,9394,9784.9,10301.43,10588.22,10706.72,10789.68,10896.22,11286.04,11532.11,11645.74
1076,6703.35,7599,8149,9181,9530,9953,10429.38,10725.64,10892.85,10970.63,11160.55,11509.42,11755.4,11856.75
1078,6946,7787,8345,9268,9607.02,9982.15,10299.5,10533.72,10742.44,10840.89,11109.69,11598.77,11765.56,11932.07
1080,5900,6941,7520,8514,8803,9177.76,10060.66,10353.96,10502.85,10543.52,10668.21,11061.98,11183.61,11276.56
1084,7195,8021,8582,9424,9878,10153,10357.75,10772.33,10915.01,11164.87,11191.78,11553.03,11772.72,11898.31
1085,7194,7994,8523,9454.77,9874.62,10121,10397.3,10765.74,10911.85,11176.63,11272.44,11575.18,11787.18,11913.23
1086,7038,7852,8405,9227,9628,9856,10055,10240,10500.11,10595.76,10887.49,11495.36,11751.42,11865.59
1087,6684,7538,8127,9141,9508,9926,10576.26,10881.93,11049.08,11131.62,11426.27,12003.88,12111.76,12210.45
1089,5991,6953,7564,8534,8807,9269,10145.58,10445.58,10587.89,10627.93,10767.29,11205.56,11272.56,11361.66
1090,6596,7471,8027,9039,9380,9696.3,10029,10571.25,10720.92,10797.33,11022.23,11291.66,11573.07,11669.79
1092,7170,8017,8588,9430.92,9866.39,9886.7,10424.65,10735.77,10902.14,11125.84,11359.6,11598.16,11789.85,11911.28
1093,7129,7970,8527,9375,9808.63,9725.07,10271.04,10576.25,10768.16,10954.43,11296.36,11646.22,11854.03,11974.3
1095,7199,8036,8576,9396,9891,9875.23,10333.99,10676,10835.64,11148.71,11387.95,11769.79,12010.59,12128.14
1096,7155,7998,8552,9415,9821,10058,10304.55,10664.73,10814.92,11108.49,11080.12,11504.67,11715.38,11849.62
1097,7175,7993,8569,9397,9796,10089,10301.45,10723.9,10739.84,11174.21,10988.53,11475.13,11695.51,11823.6
1098,6936,7798,8371,9274,9654,9938,10331.04,10548.8,10710.95,10888.86,11142.73,11616.94,11830.96,11938.93
1099,7185,8007,8569,9422,9848,10118,10283.26,10754.21,10889.12,11144.26,11088.02,11493.19,11712.08,11850.32
1100,6986,7827,8396,9259,9627,9915,10267.55,10507.74,10710.91,10794.57,11061.03,11571.86,11695.15,11893.85
1101,7180,8028.64,8596.66,9419.17,9876.28,9887.08,10397.56,10734.56,10885.42,11138.39,11442.54,11652.52,11857.31,11976.98
1104,6368,7223,7922,8788,9068,9457,10000.49,10257.4,10399.32,10459.05,10583.57,10934.5,11220.62,11325.17
1106,6846,7705,8278,9212,9570,9881,10378.58,10649.59,10796.13,10910.53,11196.1,11723.02,11938.48,12027.95
1107,6791,7675,8250,9229,9577,9958,10553.18,10885.12,11054.33,11142.78,11273.8,12033.66,12148.51,12215.99
1108,7006,7826,8423,9322,9654,9974,10352.31,10543.17,10721.01,10832,11056.61,11601.1,11770.18,11924.04
1109,6981,7840,8414,9302,9595,9962,10368.83,10571.44,10776.56,10866.68,11102.91,11629.19,11767.24,11949.31
1110,6972,7819,8400,9337,9682,9990,10383,10580.63,10735.58,10923.22,11178.43,11660.08,11881.02,11982.24
1116,7104,7869,8382,9154,9539,9878,9827.7,10050.18,10268.91,10521.3,10694.7,11245.3,11463.75,11582.64
1119,7122,7904,8366,9232,9629,9721.62,9842.56,10088.22,10305.02,10613.27,10681.9,11271.95,11485.1,11606.31
1122,7076,7824,8466,9193,9584,9929,10035.06,10346.71,10501.63,10669.54,10769.99,11330.29,11544.22,11664.99
1123,7220,7984,8525,9363,9758,10091,10154.52,10393.85,10527.27,10615.62,10736,11229.52,11447.55,11585.96
1124,7191,7982,8550,9351,9764,10087.48,10086,10598.86,10719.82,10917.32,10842.72,11317.81,11533.65,11681.86
1125,7188,7961,8484,9340,9748,9907.4,10184.93,10335.71,10478.91,10657.2,10792.41,11284.4,11504.73,11636.25
