WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone
659,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38072,2004,31.77514,-101.85229,9050,40,40,SPBR_U --> WFMP,3,6,0,5000,200303,0,471910,205303,80.32913438,SPBR_U,WFMP
661,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38356,2005,31.8199,-102.06746,10905,40,80,SPBR_L --> WFMP,1,1,407064,0,0,0,351360,407064,61.45273928,SPBR_L,WFMP
663,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38198,2004,31.80361,-102.04028,10100,40,80,SPBR_L --> WFMP,1,1,366408,0,0,0,452250,366408,31.45750307,SPBR_L,WFMP
664,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38056,2004,31.6859,-101.9759,10528,80,80,SPBR_L --> WFMP,4,8,0,10000,287292,0,191000,297292,24.8743132,SPBR_L,WFMP
665,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38070,2004,31.6916,-101.9886,10515,160,80,SPBR_L --> WFMP,4,8,0,10000,258005,0,163000,268005,158.02,SPBR_L,WFMP
666,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38096,2004,31.7482,-101.9683,10520,40,40,SPBR_L --> WFMP,4,8,0,10000,270240,0,173500,280240,56.79350791,SPBR_L,WFMP
667,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38084,2004,31.7256,-101.9846,10530,80,160,SPBR_L --> WFMP,4,7,3000,6000,296337,0,182494,305337,57.53896741,SPBR_L,WFMP
668,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38113,2004,31.73777,-102.01532,11000,40,40,SPBR_U --> WFMP,1,1,345030,0,0,0,333410,345030,33.54,SPBR_U,WFMP
669,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38186,2004,31.7991,-101.82887,8950,,,SPBR_U --> WFMP,3,6,0,5000,198618,0,475880,203618,49.26,SPBR_U,WFMP
670,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38229,2004,31.84944,-101.95491,10750,80,40,SPBR_L --> WFMP,1,1,342300,0,0,0,291940,342300,43.884,SPBR_L,WFMP
672,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38086,2004,31.6979,-101.993,10500,80,80,SPBR_L --> WFMP,4,7,0,9000,280737,0,181220,289737,60.116,SPBR_L,WFMP
673,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38042,2004,31.6878,-101.9675,10497,80,Sub 20,SPBR_L --> WFMP,4,8,0,10000,280146,0,149500,290146,28.392,SPBR_L,WFMP
674,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38083,2004,31.7155,-102.0615,10510,80,80,SPBR_L --> WFMP,4,8,0,10000,284650,0,172000,294650,47.89992016,SPBR_L,WFMP
675,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38087,2004,31.7145,-101.9719,10535,80,80,SPBR_L --> WFMP,4,8,0,10000,266796,0,168500,276796,14.85059152,SPBR_L,WFMP
678,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38072,2004,31.8175,-101.9773,10529,80,20,SPBR_L --> WFMP,4,8,0,10000,278534,0,175000,288534,23.763,SPBR_L,WFMP
679,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39072,2006,31.8149,-101.9723,11529,80,20,SPBR_U --> WFMP,1,2,0,477666,0,0,543040,477666,58.35472283,SPBR_U,WFMP
680,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38196,2004,31.6877,-102.0657,10520,80,80,SPBR_L --> WFMP,4,8,0,10000,272080,0,174296,282080,43.176,SPBR_L,WFMP
684,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38149,2004,31.77534,-102.14324,11000,40,40,CLFK --> WFMP,1,1,326352,0,0,0,352040,326352,31.02059944,CLFK,WFMP
685,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38232,2004,31.93425,-101.83609,9397,80,20,CLFK --> WFMP,3,6,0,7500,297423,0,388238,304923,46.456,CLFK,WFMP
686,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38251,2004,31.93173,-101.8308,9365,80,20,CLFK --> WFMP,4,7,0,4000,337722,0,437481,341722,60.648,CLFK,WFMP
687,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38147,2004,31.793,-101.82253,8955,80,40,SPBR_U --> WFMP,3,6,0,5000,205968,0,472910,210968,31.516,SPBR_U,WFMP
691,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38122,2004,31.79786,-101.99885,11000,80,80,SPBR_L --> WFMP,1,2,0,14000,0,0,312000,14000,25.503,SPBR_L,WFMP
692,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38148,2004,31.78643,-101.99855,11000,40,80,SPBR_U --> WFMP,1,2,0,14000,0,0,322000,14000,66.67873896,SPBR_U,WFMP
693,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38179,2004,31.79926,-101.82893,8955,,,SPBR_U --> WFMP,3,6,0,5000,195972,0,473760,200972,30.336,SPBR_U,WFMP
694,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38193,2004,31.7071,-101.983,10515,40,80,SPBR_L --> WFMP,4,8,0,10000,288374,0,155640,298374,32.084,SPBR_L,WFMP
696,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38137,2004,31.77212,-102.01207,11000,80,40,SPBR_U --> WFMP,1,2,361000,15000,0,0,317000,376000,62.23906507,SPBR_U,WFMP
698,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38168,2004,31.713,-102.0562,10507,40,160,SPBR_L --> WFMP,4,8,0,10000,275217,0,190000,285217,36.10162939,SPBR_L,WFMP
699,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38101,2004,31.6658,-101.9421,10501,40,20,SPBR_L --> WFMP,4,8,0,10000,273023,0,174500,283023,39.632,SPBR_L,WFMP
701,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38145,2004,31.82285,-102.03787,11000,80,80,SPBR_L --> WFMP,1,1,428064,0,0,0,346550,428064,45.37418401,SPBR_L,WFMP
704,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38328,2004,31.7225,-101.9655,10510,40,40,SPBR_L --> WFMP,3,6,0,7512,215473,0,175460,222985,17.58,SPBR_L,WFMP
708,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38248,2004,31.7204,-101.9734,10500,40,80,SPBR_L --> WFMP,4,8,0,10000,279110,0,186700,289110,23.75980535,SPBR_L,WFMP
709,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38163,2004,31.7326,-101.987,10492,80,160,SPBR_L --> WFMP,4,8,0,10000,273100,0,181500,283100,46.61631594,SPBR_L,WFMP
710,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38193,2004,31.7214,-101.9693,10530,40,40,SPBR_L --> WFMP,4,8,0,10000,265369,0,187800,275369,20.608,SPBR_L,WFMP
711,C,JM COX RESOURCES LIMITED PARTNERSHIP,MIDLAND,38104,2004,31.89854,-101.90584,8962,80,20,SPBR_U --> WFMP,3,3,220000,0,0,0,575000,220000,28.016,SPBR_U,WFMP
712,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38197,2004,31.68548,-102.0114,11250,80,40,SPBR_L --> WFMP,1,1,394800,0,0,0,350290,394800,97.884,SPBR_L,WFMP
713,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38250,2004,31.76622,-101.98814,11000,40,80,SPBR_L --> WFMP,1,2,0,9000,85900,0,329600,94900,36.16,SPBR_L,WFMP
714,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38190,2004,31.74256,-101.97648,11077,40,40,SPBR_U --> WFMP,1,1,410088,0,0,0,350780,410088,54.928,SPBR_U,WFMP
715,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38163,2004,31.8105,-102.10881,10099,40,40,SPBR_L --> WFMP,3,7,0,5500,156000,250,223000,161750,36.412,SPBR_L,WFMP
718,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38173,2004,31.74442,-102.03472,10514,80,160,SPBR_U --> WFMP,3,4,0,1000,221525,0,149346,222525,33.376,SPBR_U,WFMP
720,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38289,2004,31.75465,-101.99714,11100,40,80,SPBR_L --> WFMP,1,1,461832,0,0,0,370580,461832,27.19189199,SPBR_L,WFMP
721,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38203,2004,31.7076,-102.0459,10520,40,40,SPBR_L --> WFMP,4,8,0,10000,288979,0,188306,298979,62.57131418,SPBR_L,WFMP
725,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38276,2004,31.79571,-102.02423,11000,40,160,SPBR_L --> WFMP,1,2,271800,24000,0,0,300900,295800,58.17200944,SPBR_L,WFMP
726,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38284,2004,31.78397,-102.15479,11000,160,80,SPBR_L --> WFMP,1,1,457338,0,0,0,357950,457338,33.5191448,SPBR_L,WFMP
729,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.7375,-102.06435,10510,40,160,SPBR_U --> WFMP,3,6,0,7000,205335,0,161200,212335,35.008,SPBR_U,WFMP
731,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38294,2004,31.66337,-101.77644,8780,Over 160,40,SPBR_U --> WFMP,3,6,0,5000,198282,0,473110,203282,40.98067921,SPBR_U,WFMP
732,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38208,2004,31.7083,-102.0591,10515,40,80,SPBR_L --> WFMP,4,8,0,10000,279226,0,180607,289226,57.7418352,SPBR_L,WFMP
738,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38390,2005,31.7093,-102.0551,10520,40,160,SPBR_L --> WFMP,4,8,0,10000,294159,0,190780,304159,27.688,SPBR_L,WFMP
739,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38371,2005,31.8204,-102.03263,10900,80,80,SPBR_L --> WFMP,1,1,433650,0,0,0,331320,433650,45.952,SPBR_L,WFMP
740,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38556,2005,31.7095,-102.0862,10515,40,80,SPBR_L --> WFMP,4,8,0,10000,279120,0,189380,289120,38.44772302,SPBR_L,WFMP
743,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38430,2005,31.6979,-102.0868,10510,40,80,SPBR_L --> WFMP,3,6,0,7000,191460,0,145509,198460,48.332,SPBR_L,WFMP
744,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38331,2004,31.73909,-101.97508,11100,40,Sub 20,SPBR_U --> WFMP,1,1,426888,0,0,0,349710,426888,39.38,SPBR_U,WFMP
745,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38363,2005,31.74086,-102.01584,11000,40,80,SPBR_L --> WFMP,1,1,448770,0,0,0,34300,448770,58.85414189,SPBR_L,WFMP
747,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38611,2005,31.86321,-101.94328,11700,40,20,SPBR_U --> WFMP,1,1,354312,0,0,0,435660,354312,65.47404336,SPBR_U,WFMP
750,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38293,2004,31.6988,-102.0025,10505,40,80,SPBR_L --> WFMP,4,8,0,10000,288644,0,191199,298644,38.192,SPBR_L,WFMP
752,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38439,2005,31.7157,-101.9768,10530,80,160,SPBR_L --> WFMP,4,8,0,10000,284428,0,170481,294428,46.052,SPBR_L,WFMP
753,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38388,2005,31.7139,-101.9865,10505,40,80,SPBR_L --> WFMP,4,8,0,10000,290937,0,190497,300937,26.3487155,SPBR_L,WFMP
756,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38586,2005,31.728,-102.0567,10525,80,40,SPBR_U --> WFMP,4,8,0,10000,310632,0,183675,320632,49.84822773,SPBR_U,WFMP
757,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38405,2005,31.7096,-102.0373,10525,80,80,SPBR_L --> WFMP,4,8,0,10000,290025,0,194860,300025,41.716,SPBR_L,WFMP
758,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38546,2005,31.7168,-102.0396,10530,80,80,SPBR_L --> WFMP,4,8,0,10000,280780,0,190200,290780,28.53084338,SPBR_L,WFMP
759,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38482,2005,31.7223,-102.0551,10513,40,Sub 20,SPBR_U --> WFMP,3,6,0,7000,208341,0,169384,215341,17.388,SPBR_U,WFMP
760,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38472,2005,31.7297,-101.9668,10510,80,160,SPBR_L --> WFMP,4,8,0,10000,288510,0,193420,298510,65.73508381,SPBR_L,WFMP
761,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38560,2005,31.737,-101.968,10520,40,80,SPBR_L --> WFMP,4,8,0,10000,287175,0,181757,297175,11.199,SPBR_L,WFMP
763,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38347,2004,31.78249,-102.208,11005,40,Over 160,SPBR_L --> WFMP,1,1,407484,0,0,0,349430,407484,27.99322887,SPBR_L,WFMP
764,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38328,2004,31.7314,-101.9924,10510,40,160,SPBR_L --> WFMP,4,8,0,10008,267522,0,190900,277530,46.11910418,SPBR_L,WFMP
765,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38536,2005,31.6603,-102.07,10510,160,80,SPBR_L --> WFMP,4,8,0,10000,275566,0,191540,285566,42.732,SPBR_L,WFMP
766,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38546,2005,31.6579,-102.0781,10500,160,80,SPBR_L --> WFMP,4,8,0,10000,291913,0,188640,301913,46.864,SPBR_L,WFMP
767,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38485,2005,31.85368,-102.03837,11478,80,Sub 20,SPBR_U --> WFMP,1,2,152000,2000,0,0,175000,154000,74.9528507,SPBR_U,WFMP
770,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38586,2005,31.68745,-102.00262,11250,40,40,SPBR_L --> WFMP,1,1,0,0,453978,0,350670,453978,91.768,SPBR_L,WFMP
771,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38585,2005,31.69,-102.00783,11265,40,40,SPBR_U --> WFMP,1,1,0,0,502194,0,500460,502194,68.128,SPBR_U,WFMP
772,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38465,2005,31.81789,-102.07704,10937,80,80,SPBR_L --> WFMP,1,1,430542,0,0,0,350840,430542,48.18907111,SPBR_L,WFMP
776,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38368,2005,31.77459,-102.03484,10125,80,80,SPBR_U --> WFMP,2,4,0,8000,522000,0,334000,530000,49.55407614,SPBR_U,WFMP
778,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38627,2005,31.81568,-102.03594,10980,80,80,SPBR_L --> WFMP,1,1,0,0,579516,0,401720,579516,77.38134441,SPBR_L,WFMP
779,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39000,2006,31.81528,-102.07181,10897,80,80,SPBR_L --> WFMP,1,1,513870,0,0,0,498480,513870,59.04,SPBR_L,WFMP
780,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38377,2005,31.70681,-102.04947,10515,40,40,SPBR_L --> WFMP,4,8,0,10000,285717,0,188421,295717,29.68,SPBR_L,WFMP
781,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38565,2005,31.78416,-101.86358,8985,20,40,SPBR_L --> WFMP,2,4,0,3500,138030,0,337440,141530,25.23054799,SPBR_L,WFMP
782,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38966,2006,31.73401,-102.0632,10592,40,80,SPBR_L --> WFMP,1,1,602154,0,0,0,648106,602154,48.27209734,SPBR_L,WFMP
787,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38511,2005,31.6835,-101.9893,10515,20,Over 160,SPBR_L --> WFMP,4,8,0,10000,287630,0,190640,297630,48.6,SPBR_L,WFMP
788,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38579,2005,31.74965,-101.99676,11102,80,80,SPBR_L --> WFMP,1,1,447678,0,0,0,397760,447678,52.128,SPBR_L,WFMP
790,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38548,2005,31.78865,-101.82521,8850,80,20,SPBR_L --> WFMP,2,4,0,3500,150962,0,370720,154462,31.136,SPBR_L,WFMP
796,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38615,2005,31.81198,-101.85492,8814,Over 160,20,SPBR_L --> WFMP,2,4,0,3500,134241,0,336760,137741,33.076,SPBR_L,WFMP
797,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38724,2006,31.6788,-101.9875,10600,40,Over 160,SPBR_L --> WFMP,1,1,494718,0,0,0,572780,494718,75.82,SPBR_L,WFMP
803,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38476,2005,31.6865,-101.9583,10520,40,40,SPBR_L --> WFMP,4,8,0,10000,287063,0,181077,297063,43.884,SPBR_L,WFMP
804,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38817,2006,31.683,-101.9571,10611,40,80,SPBR_L --> WFMP,1,1,384174,0,0,0,134520,384174,39.33313857,SPBR_L,WFMP
805,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38520,2005,31.84666,-102.06198,11485,80,80,SPBR_U --> WFMP,2,4,0,15000,426000,0,264000,441000,83.324,SPBR_U,WFMP
809,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38610,2005,31.79904,-102.04291,11015,80,80,SPBR_L --> WFMP,1,1,0,0,463554,0,350660,463554,29.26985004,SPBR_L,WFMP
810,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38778,2006,31.77891,-102.06478,10849,80,40,SPBR_L --> WFMP,1,1,665322,0,0,0,613250,665322,43.964,SPBR_L,WFMP
817,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38559,2005,31.6863,-102.0874,10500,80,40,SPBR_L --> WFMP,4,8,0,10000,320415,0,155654,330415,33.832,SPBR_L,WFMP
818,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38769,2006,31.7972,-102.03435,10999,40,160,SPBR_L --> ATOKA,1,2,0,6000,435500,0,496700,441500,41.82115739,SPBR_L,ATOKA
819,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38573,2005,31.813,-102.0309,10540,80,80,SPBR_L --> WFMP,4,8,0,10000,283385,0,190699,293385,41.208,SPBR_L,WFMP
820,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38789,2006,31.7203,-101.991,10630,40,160,SPBR_U --> WFMP,1,2,569856,9000,0,0,601330,578856,32.128,SPBR_U,WFMP
821,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38613,2005,31.8043,-102.0359,10510,40,40,SPBR_L --> WFMP,4,8,0,10000,288653,0,182317,298653,57.032,SPBR_L,WFMP
823,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38632,2005,31.8207,-101.9963,10550,80,80,SPBR_L --> WFMP,6,12,0,13944,524202,0,495000,538146,43.372,SPBR_L,WFMP
824,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38669,2005,31.7577,-101.9758,10610,80,80,SPBR_U --> WFMP,1,1,414750,0,0,0,396520,414750,37.848,SPBR_U,WFMP
826,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38879,2006,31.83454,-102.21098,11176,80,Over 160,SPBR_L --> WFMP,1,1,606396,0,0,0,550420,606396,39.916,SPBR_L,WFMP
827,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39079,2006,31.74388,-102.02048,10621,40,40,SPBR_U --> WFMP,1,1,611730,0,0,0,630500,611730,25.465,SPBR_U,WFMP
829,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38684,2005,31.78289,-102.19,10714,80,80,SPBR_L --> WFMP,1,1,505386,0,0,0,497280,505386,42.156,SPBR_L,WFMP
830,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38824,2006,31.78545,-102.19527,10713,80,160,SPBR_L --> WFMP,1,1,579726,0,0,0,600100,579726,20.72,SPBR_L,WFMP
831,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38630,2005,31.76821,-101.99774,10530,80,160,SPBR_L --> WFMP,6,12,0,15960,458304,0,421620,474264,55.664,SPBR_L,WFMP
832,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38626,2005,31.8385,-101.9844,10530,80,80,SPBR_L --> WFMP,6,12,0,14112,445242,0,422040,459354,21.948,SPBR_L,WFMP
833,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38771,2006,31.81577,-101.96765,10515,,,WFMP --> WFMP,4,9,0,12000,445406,0,544020,457406,23.084,WFMP,WFMP
835,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38703,2005,31.82037,-101.96493,10501,40,160,SPBR_L --> WFMP,6,12,0,17000,492531,0,748661,509531,58.856,SPBR_L,WFMP
836,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38734,2006,31.80842,-101.96577,10526,40,40,SPBR_L --> WFMP,6,12,0,19500,432360,0,667460,451860,27.448,SPBR_L,WFMP
837,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38677,2005,31.8063,-101.9607,10485,40,160,SPBR_L --> WFMP,6,12,0,15500,535081,0,803880,550581,71.588,SPBR_L,WFMP
839,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38930,2006,31.8173,-102.02647,10817,80,160,SPBR_L --> STRAWN,1,1,510972,0,0,0,589080,510972,21.7819457,SPBR_L,STRAWN
841,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38977,2006,31.92039,-101.95716,9426,Over 160,20,SPBR_U --> WFMP,4,7,0,6500,271293,0,486900,277793,17.98007424,SPBR_U,WFMP
843,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38799,2006,31.87755,-102.02808,10330,40,Sub 20,SPBR_L --> WFMP,5,9,0,14250,393163,0,682912,407413,34.48,SPBR_L,WFMP
844,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38714,2005,31.8856,-102.02622,10125,40,Sub 20,SPBR_U --> WFMP,5,10,0,10000,346404,0,505860,356404,39.184,SPBR_U,WFMP
845,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38814,2006,31.87629,-102.04972,10331,40,Sub 20,SPBR_U --> WFMP,5,10,0,11000,400032,0,775660,411032,33.2316135,SPBR_U,WFMP
846,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38726,2006,31.88431,-101.99888,10090,40,Sub 20,SPBR_U --> WFMP,6,12,0,15500,428634,0,533020,444134,44.904,SPBR_U,WFMP
848,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38687,2005,31.85538,-102.04329,10125,80,Sub 20,SPBR_U --> WFMP,1,2,481000,19250,0,0,289000,500250,67.94976138,SPBR_U,WFMP
850,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38751,2006,31.82868,-101.9136,10022,40,40,SPBR_L --> WFMP,6,12,0,15500,480958,0,603272,496458,40.26411279,SPBR_L,WFMP
853,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38746,2006,31.85219,-101.92604,10012,40,80,SPBR_L --> WFMP,5,10,0,136500,416619,0,686660,553119,59.18129168,SPBR_L,WFMP
855,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38715,2005,31.77903,-102.03206,10127,80,160,SPBR_U --> WFMP,1,2,503000,9250,0,0,307000,512250,32.93505397,SPBR_U,WFMP
856,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38754,2006,31.78182,-101.95272,10510,40,160,SPBR_L --> WFMP,6,12,0,16000,450247,0,633024,466247,28.836,SPBR_L,WFMP
862,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38879,2006,31.83892,-101.96636,10336,40,80,SPBR_L --> WFMP,6,11,0,12750,450268,0,399440,463018,52.692,SPBR_L,WFMP
864,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38802,2006,31.85266,-101.97081,10380,40,160,SPBR_L --> WFMP,6,12,0,15750,450349,0,405820,466099,37.752,SPBR_L,WFMP
865,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38776,2006,31.76849,-101.97813,11026,40,20,SPBR_L --> ATOKA,1,2,0,5000,567900,0,550300,572900,35.284,SPBR_L,ATOKA
866,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38754,2006,31.71644,-102.08857,10609,40,80,SPBR_U --> STRAWN,1,1,13294,0,0,0,538660,13294,32.14,SPBR_U,STRAWN
867,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38967,2006,31.79145,-101.9598,10512,40,80,SPBR_L --> WFMP,5,12,0,17750,490066,0,384232,507816,48.764,SPBR_L,WFMP
868,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38825,2006,31.7377,-102.0954,10626,80,40,SPBR_L --> STRAWN,1,2,586068,8060,0,0,580100,594128,32.8,SPBR_L,STRAWN
869,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38817,2006,31.7121,-102.091,10615,40,80,SPBR_L --> STRAWN,1,1,634452,0,0,0,598760,634452,49.28139875,SPBR_L,STRAWN
871,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38929,2006,31.814,-101.95829,10120,40,80,SPBR_L --> WFMP,6,12,0,17750,458041,0,400060,475791,55.772,SPBR_L,WFMP
872,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38824,2006,31.78436,-101.95796,10494,40,160,SPBR_L --> WFMP,6,12,0,15750,451873,0,414608,467623,47.92,SPBR_L,WFMP
873,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38978,2006,31.79103,-101.94552,10508,40,80,SPBR_L --> WFMP,6,12,0,140750,389770,0,408780,530520,71.968,SPBR_L,WFMP
