WellID,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot
1189,1,ACID,10688,11039,2000,GAL,A,0,undefined,undefined,NA,NA,,,351,5.6980056980057,0
1191,2,FRAC,8026,10014,498300,GAL,FLUD,436450,LB,SAND,NA,NA,,,1988,250.653923541247,219.542253521127
1192,3,FRAC,7974,10038,546237,GAL,X-LINKGEL,508046,LB,SAND,NA,NA,,,2064,264.649709302326,246.146317829457
1194,2,FRAC,6972,10338,56490,GAL,X-LINKGEL,559956,LB,SAND,NA,NA,XLNK,20/40,3366,16.7825311942959,166.356506238859
1196,5,FRAC,10154,10446,68000,GAL,GEL,60000,LB,CER,NA,NA,,16/30,292,232.876712328767,205.479452054795
1197,2,FRAC,7972,10920,NA,,,978251,LB,SAND,NA,NA,,,2948,NA,331.835481682497
1199,2,FRAC,7912,9915,594500,GAL,FLUD,526500,LB,SAND,NA,NA,,,2003,296.804792810784,262.855716425362
1200,2,FRAC,7828,9905,502600,GAL,FLUD,486000,LB,SAND,NA,NA,,,2077,241.983630235917,233.991333654309
1201,14,FRAC,8095,8210,55482,GAL,X-LINKGEL,107869,LB,SAND,NA,NA,XLNK,20/40,115,482.452173913043,937.991304347826
1202,14,FRAC,7888,8126,NA,,X-LINKGEL,NA,,,NA,NA,,,238,NA,NA
1203,8,FRAC,8899,10442,722117,GAL,GEL,569723,LB,SAND,NA,NA,GELA,,1543,467.99546338302,369.230719377835
1204,6,FRAC,9015,10318,715572,GAL,GEL,458367,LB,SAND,NA,NA,GELA,,1303,549.172678434382,351.778204144282
1206,14,FRAC,8030,8120,59892,GAL,X-LINKGEL,90802,LB,SAND,NA,NA,XLNK,16/30,90,665.466666666667,1008.91111111111
1207,12,FRAC,8034,8124,63252,GAL,X-LINKGEL,158043,LB,SAND,NA,NA,XLNK,20/40,90,702.8,1756.03333333333
1208,12,FRAC,8320,8380,76258,GAL,X-LINKGEL,141963,LB,SAND,NA,NA,XLNK,20/40,60,1270.96666666667,2366.05
1209,2,FRAC,7560,10239,82823,GAL,GEL,86743,LB,SAND,NA,NA,,,2679,30.9156401642404,32.3788727136991
1211,1,FRAC,7980,10850,1480836,GAL,GEL,946000,LB,SAND,NA,NA,,,2870,515.970731707317,329.616724738676
1214,2,FRAC,7872,9791,549730,GAL,W,508690,LB,SAND,NA,NA,GELA,,1919,286.46690984888,265.080771235018
1215,12,FRAC,9836,10024,147000,GAL,X-LINKGEL,150000,LB,SAND,NA,NA,XLNK,20/40,188,781.914893617021,797.872340425532
1216,12,FRAC,9780,9876,142002,GAL,X-LINKGEL,120000,LB,SAND,NA,NA,XLNK,20/40,96,1479.1875,1250
1217,12,FRAC,9940,10200,158004,GAL,X-LINKGEL,99000,LB,SAND,NA,NA,XLNK,20/40,260,607.707692307692,380.769230769231
1218,10,FRAC,9870,9894,149016,GAL,X-LINKGEL,224000,LB,SAND,NA,NA,XLNK,20/40,24,6209,9333.33333333333
1219,2,FRAC,8319,10452,886620,GAL,GEL,793130,LB,SAND,NA,NA,GELA,,2133,415.668073136428,371.837787154243
1220,1,FRAC,9052,10558,12012,GAL,A,471540,LB,SAND,NA,NA,,,1506,7.97609561752988,313.107569721116
1222,8,FRAC,9844,10150,105000,GAL,W,128000,LB,SAND,NA,NA,GELA,,306,343.137254901961,418.300653594771
1223,1,FRAC,8182,10438,1049664,GAL,W,831000,LB,SAND,NA,NA,GELA,,2256,465.276595744681,368.351063829787
1224,1,FRAC,8130,10635,23700,GAL,X-LINKGEL,996000,LB,SAND,NA,NA,XLNK,20/40,2505,9.46107784431138,397.604790419162
1225,2,FRAC,9010,10480,NA,,,473900,LB,SAND,NA,NA,,,1470,NA,322.380952380952
1227,2,FRAC,8508,10830,NA,,,947000,LB,SAND,NA,NA,,,2322,NA,407.838070628768
1228,2,FRAC,8007,10022,586000,GAL,W,534000,LB,SAND,NA,NA,GELA,,2015,290.818858560794,265.012406947891
1230,8,FRAC,9710,10444,548624,GAL,GEL,315041,LB,SAND,NA,NA,GELA,30/50,734,747.444141689373,429.211171662125
1231,7,FRAC,10419,10546,169976,GAL,X-LINKGEL,123841,LB,SAND,NA,NA,GELA,20/40,127,1338.3937007874,975.125984251968
1235,2,FRAC,6954,10290,755458,GAL,X-LINKGEL,969400,LB,SAND,NA,NA,XLNK,,3336,226.45623501199,290.587529976019
1238,6,FRAC,9289,10547,519394,GAL,GEL,364858,LB,SAND,NA,NA,GELA,30/50,1258,412.872813990461,290.030206677265
1240,2,FRAC,8034,10020,519000,GAL,W,477600,LB,SAND,NA,NA,,,1986,261.329305135952,240.483383685801
1243,10,FRAC,9890,9978,149016,GAL,X-LINKGEL,150000,LB,SAND,NA,NA,XLNK,20/40,88,1693.36363636364,1704.54545454545
1244,6,FRAC,9236,10737,747254,GAL,GEL,589653,LB,SAND,NA,NA,GELA,,1501,497.83744170553,392.840106595603
1245,8,FRAC,10664,10718,166734,GAL,GEL,92738,LB,SAND,NA,NA,FECL,30/50,54,3087.66666666667,1717.37037037037
1247,2,FRAC,8152,11164,NA,,,723000,LB,SAND,NA,NA,,,3012,NA,240.03984063745
1248,2,FRAC,7985,10865,NA,,,934001,LB,SAND,NA,NA,,,2880,NA,324.305902777778
1249,1,FRAC,7470,10755,1273818,GAL,GEL,851000,LB,SAND,NA,NA,,,3285,387.76803652968,259.056316590563
1250,12,FRAC,10162,10220,98994,GAL,X-LINKGEL,90000,LB,SAND,NA,NA,XLNK,20/40,58,1706.79310344828,1551.72413793103
1252,1,FRAC,8000,11146,1143576,GAL,GEL,689958,LB,SAND,NA,NA,,,3146,363.501589319771,219.31277813096
1253,12,FRAC,9860,9958,147000,GAL,X-LINKGEL,150000,LB,SAND,NA,NA,XLNK,20/40,98,1500,1530.61224489796
1255,2,FRAC,7980,10870,NA,,,1006000,LB,SAND,NA,NA,,,2890,NA,348.096885813149
1256,1,FRAC,7955,10725,1147440,GAL,GEL,834020,LB,SAND,NA,NA,,,2770,414.238267148014,301.090252707581
1257,1,FRAC,7450,10915,1380582,GAL,GEL,839400,LB,SAND,NA,NA,,,3465,398.436363636364,242.251082251082
1260,4,FRAC,8764,10396,865524,GAL,X-LINKGEL,633243,LB,SAND,NA,NA,XLNK,,1632,530.345588235294,388.016544117647
1261,6,FRAC,8820,10183,538668,GAL,GEL,377677,LB,SAND,NA,NA,GELA,,1363,395.207630227439,277.092443140132
1263,10,FRAC,11008,11080,68628,GAL,X-LINKGEL,4024,LB,SAND,NA,NA,XLNK,20/40,72,953.166666666667,55.8888888888889
1265,4,FRAC,9228,10774,970194,GAL,GEL,689224,LB,SAND,NA,NA,GELA,30/50,1546,627.551099611902,445.811125485123
1266,6,FRAC,8944,10198,640558,GAL,GEL,439014,LB,SAND,NA,NA,GELA,20/40,1254,510.811802232855,350.090909090909
1267,6,FRAC,8903,10247,642004,GAL,GEL,44279,LB,SAND,NA,NA,GELA,,1344,477.681547619048,32.9456845238095
1270,8,FRAC,10571,10580,131632,GAL,X-LINKGEL,101884,LB,SAND,NA,NA,XLNK,30/50,9,14625.7777777778,11320.4444444444
1272,3,FRAC,10639,10671,167178,GAL,GEL,113937,LB,SAND,NA,NA,,,32,5224.3125,3560.53125
1274,10,FRAC,10910,11096,40614,GAL,X-LINKGEL,24473,LB,SAND,NA,NA,XLNK,20/40,186,218.354838709677,131.575268817204
1275,10,FRAC,11010,11080,98237,GAL,X-LINKGEL,66763,LB,SAND,NA,NA,XLNK,20/40,70,1403.38571428571,953.757142857143
1276,2,FRAC,7550,10670,1047858,GAL,X-LINKGEL,970718,LB,SAND,NA,NA,XLNK,20/40,3120,335.851923076923,311.127564102564
1278,2,FRAC,7872,10290,NA,,GEL,859990,LB,SAND,NA,NA,,,2418,NA,355.66170388751
1279,11,ACID,11686,11706,10,GAL,A,0,undefined,undefined,NA,NA,HCL,,20,0.5,0
1282,1,FRAC,8420,10520,840000,GAL,X-LINKGEL,600000,LB,SAND,NA,NA,XLNK,20/40,2100,400,285.714285714286
1283,1,FRAC,8940,10430,1041180,GAL,FLUD,656568,LB,SAND,NA,NA,,,1490,698.778523489933,440.64966442953
1285,1,FRAC,8160,11130,1247568,GAL,GEL,751000,LB,SAND,NA,NA,,,2970,420.056565656566,252.861952861953
1289,1,FRAC,7975,10710,1033494,GAL,GEL,682000,LB,SAND,NA,NA,,,2735,377.877148080439,249.360146252285
1291,11,FRAC,11354,11420,71316,GAL,X-LINKGEL,60178,LB,SAND,NA,NA,,20/40,66,1080.54545454545,911.787878787879
1292,6,FRAC,9366,10264,901782,GAL,GEL,612755,LB,SAND,NA,NA,,,898,1004.21158129176,682.355233853007
1297,1,FRAC,7985,10870,1476930,GAL,GEL,965380,LB,SAND,NA,NA,,,2885,511.934142114385,334.620450606586
1298,1,FRAC,7965,10800,1533924,GAL,GEL,956000,LB,SAND,NA,NA,GELA,,2835,541.066666666667,337.213403880071
1300,8,FRAC,10658,10766,167448,GAL,X-LINKGEL,120834,LB,SAND,NA,NA,GELA,20/40,108,1550.44444444444,1118.83333333333
1301,6,FRAC,9204,10364,724451,GAL,X-LINKGEL,618228,LB,SAND,NA,NA,XLNK,,1160,624.526724137931,532.955172413793
1302,6,FRAC,9184,10560,739002,GAL,GEL,573578,LB,SAND,NA,NA,XLNK,,1376,537.065406976744,416.844476744186
1304,6,FRAC,9446,10333,956063,GAL,X-LINKGEL,432462,LB,SAND,NA,NA,XLNK,,887,1077.86133032694,487.555806087937
1307,2,FRAC,7820,10670,622902,GAL,X-LINKGEL,892456,LB,SAND,NA,NA,XLNK,,2850,218.562105263158,313.142456140351
1310,2,FRAC,9190,10780,400700,GAL,X-LINKGEL,693800,LB,SANDRCSD,NA,NA,XLNK,20/40,1590,252.012578616352,436.352201257862
1312,8,FRAC,10546,10645,194642,GAL,X-LINKGEL,135551,LB,SAND,NA,NA,GELA,30/50,99,1966.08080808081,1369.20202020202
1313,8,FRAC,10312,10394,138466,GAL,X-LINKGEL,121072,LB,SAND,NA,NA,BRKR,30/50,82,1688.60975609756,1476.48780487805
1315,5,ACID,7154,10414,5820,GAL,A,0,undefined,undefined,NA,NA,HCL,,3260,1.78527607361963,0
1318,8,FRAC,10386,10490,216046,GAL,X-LINKGEL,150461,LB,SAND,NA,NA,GELA,30/50,104,2077.36538461538,1446.74038461538
1319,8,FRAC,10395,10496,162092,GAL,X-LINKGEL,120545,LB,SAND,NA,NA,GELA,,101,1604.87128712871,1193.51485148515
1320,24,FRAC,11012,11110,99960,GAL,X-LINKGEL,97520,LB,CER,NA,NA,XLNK,20/40,98,1020,995.102040816327
1321,4,FRAC,10213,10344,105420,GAL,W,51375,LB,SAND,NA,NA,GELA,,131,804.732824427481,392.175572519084
1323,1,FRAC,8010,10895,1401666,GAL,GEL,858500,LB,SAND,NA,NA,,,2885,485.846100519931,297.573656845754
1326,1,FRAC,7970,10710,1179780,GAL,GEL,756280,LB,SAND,NA,NA,,,2740,430.576642335766,276.014598540146
1328,6,FRAC,9528,10255,600462,GAL,X-LINKGEL,504940,LB,SAND,NA,NA,GELA,20/40,727,825.944979367263,694.55295735901
1329,11,FRAC,11180,11330,82824,GAL,X-LINKGEL,72471,LB,RCSD,NA,NA,XLNK,20/40,150,552.16,483.14
1330,13,FRAC,11282,11430,75000,GAL,X-LINKGEL,76000,LB,SAND,NA,NA,,20/40,148,506.756756756757,513.513513513514
1331,2,FRAC,8724,10592,1032612,GAL,FLUD,718040,LB,SAND,NA,NA,,,1868,552.790149892934,384.389721627409
1333,7,FRAC,10368,10532,521188,GAL,X-LINKGEL,141230,LB,SAND,NA,NA,GELA,30/50,164,3177.9756097561,861.158536585366
1334,1,FRAC,8170,11120,1421574,GAL,GEL,849973,LB,SAND,NA,NA,,,2950,481.889491525424,288.126440677966
1335,1,FRAC,8155,11045,1042944,GAL,GEL,735000,LB,SAND,NA,NA,,,2890,360.880276816609,254.325259515571
1336,1,FRAC,8140,11180,1524138,GAL,GEL,978500,LB,SAND,NA,NA,,,3040,501.361184210526,321.875
1338,2,FRAC,8313,10160,1403388,GAL,SLKW,737270,LB,SAND,NA,NA,SFAC,,1847,759.820249052518,399.171629669735
1340,13,ACID,11264,11368,10,GAL,A,0,undefined,undefined,NA,NA,ACET,,104,0.0961538461538462,0
1341,8,FRAC,10485,10617,604086,GAL,X-LINKGEL,439946,LB,SAND,NA,NA,GELA,30/50,132,4576.40909090909,3332.92424242424
1343,1,FRAC,8806,10354,931392,GAL,FLUD,644499,LB,SAND,NA,NA,,,1548,601.674418604651,416.343023255814
1345,1,FRAC,8666,10424,1080156,GAL,FLUD,698959,LB,SAND,NA,NA,,,1758,614.423208191126,397.587599544937
1346,2,FRAC,9350,10181,460572,GAL,GEL,306130,LB,SAND,NA,NA,GELA,,831,554.238267148014,368.387484957882
1347,2,FRAC,8791,10650,973392,GAL,FLUD,701470,LB,SAND,NA,NA,GELA,,1859,523.610543302851,377.337278106509
1348,6,FRAC,9185,10266,830871,GAL,X-LINKGEL,587837,LB,SAND,NA,NA,XLNK,20/40,1081,768.613320999075,543.790009250694
1350,8,FRAC,10265,10355,201424,GAL,X-LINKGEL,149186,LB,SAND,NA,NA,XLNK,30/50,90,2238.04444444444,1657.62222222222
1351,18,FRAC,10707,10785,190008,GAL,X-LINKGEL,100090,LB,SAND,NA,NA,GELA,20/40,78,2436,1283.20512820513
1352,22,FLSH,10580,10842,8039,GAL,W,NA,,,NA,43,,,262,30.6832061068702,NA
1354,8,FRAC,10872,11038,367464,GAL,X-LINKGEL,116528,LB,SAND,NA,NA,XLNK,30/50,166,2213.63855421687,701.975903614458
1355,1,FRAC,9022,11438,1675674,GAL,FLUD,1014000,LB,SAND,NA,NA,,,2416,693.573675496689,419.701986754967
1356,1,FRAC,8152,11434,958398,GAL,FLUD,846620,LB,SAND,NA,NA,,,3282,292.016453382084,257.958561852529
1359,8,FRAC,10620,10757,179710,GAL,X-LINKGEL,135334,LB,SAND,NA,NA,XLNK,30/50,137,1311.75182481752,987.839416058394
1360,8,FRAC,10600,10732,218778,GAL,X-LINKGEL,141723,LB,SAND,NA,NA,GELA,30/50,132,1657.40909090909,1073.65909090909
1361,10,FRAC,10888,11022,193710,GAL,X-LINKGEL,136011,LB,SAND,NA,NA,,30/50,134,1445.59701492537,1015.00746268657
1363,8,FRAC,10396,10526,203080,GAL,X-LINKGEL,150208,LB,SAND,NA,NA,XLNK,30/50,130,1562.15384615385,1155.44615384615
1366,1,FRAC,8693,10386,1157520,GAL,FLUD,805680,LB,SAND,NA,NA,,,1693,683.709391612522,475.888954518606
1367,1,FRAC,8690,10436,1209306,GAL,FLUD,855350,LB,SAND,NA,NA,,,1746,692.615120274914,489.891179839633
1369,1,FRAC,8699,10440,1283142,GAL,FLUD,800014,LB,SAND,NA,NA,,,1741,737.014359563469,459.5140723722
1372,1,FRAC,9312,12128,1049370,GAL,FLUD,841390,LB,SAND,NA,NA,,20/40,2816,372.645596590909,298.7890625
1375,8,FRAC,10366,10534,218696,GAL,X-LINKGEL,149466,LB,SAND,NA,NA,XLNK,30/50,168,1301.7619047619,889.678571428571
1376,1,FRAC,8130,11130,1523424,GAL,GEL,978500,LB,SAND,NA,NA,,,3000,507.808,326.166666666667
1377,12,FRAC,10928,10950,104748,GAL,X-LINKGEL,5760,LB,SAND,NA,NA,,20/40,22,4761.27272727273,261.818181818182
1379,12,FRAC,10830,10870,104286,GAL,GEL,38523,LB,SAND,NA,NA,GELA,20/40,40,2607.15,963.075
1381,1,FRAC,7965,10910,1565760,GAL,GEL,851126,LB,SAND,NA,NA,,,2945,531.667232597623,289.007130730051
1382,1,FRAC,7870,10665,1335348,GAL,GEL,808500,LB,SAND,NA,NA,,,2795,477.763148479428,289.266547406082
1383,15,FRAC,11520,11600,34042,GAL,GEL,1500,LB,SAND,NA,NA,GELA,20/40,80,425.525,18.75
1386,13,FRAC,11340,11410,76230,GAL,X-LINKGEL,36583,LB,CER,NA,NA,XLNK,20/40,70,1089,522.614285714286
1388,1,FRAC,6796,10102,821688,GAL,X-LINKGEL,774294,LB,SAND,NA,NA,,,3306,248.5444646098,234.208711433757
1389,8,FRAC,10474,10606,597534,GAL,X-LINKGEL,382202,LB,SAND,NA,NA,GELA,30/50,132,4526.77272727273,2895.4696969697
1390,6,FRAC,9010,10243,685788,GAL,X-LINKGEL,488537,LB,SAND,NA,NA,BIOC,30/50,1233,556.194647201947,396.218167072182
1391,3,FRAC,7961,9998,545000,GAL,W,509500,LB,SAND,NA,NA,,,2037,267.550319096711,250.122729504173
1392,4,ACID,7271,10245,5173,GAL,A,0,undefined,undefined,NA,NA,HCL,,2974,1.73940820443847,0
1393,3,FRAC,7952,10030,534000,GAL,W,500000,LB,SAND,NA,NA,GELA,,2078,256.977863330125,240.615976900866
1394,8,FRAC,10428,10526,212004,GAL,X-LINKGEL,150467,LB,SAND,NA,NA,XLNK,30/50,98,2163.30612244898,1535.37755102041
1395,1,FRAC,8550,11386,781200,GAL,FLUD,866400,LB,SAND,NA,NA,,,2836,275.458392101551,305.500705218618
1396,1,FRAC,8560,11360,897120,GAL,FLUD,970400,LB,SAND,NA,NA,,,2800,320.4,346.571428571429
1398,8,FRAC,10624,10740,179401,GAL,X-LINKGEL,136678,LB,SAND,NA,NA,BIOC,30/50,116,1546.56034482759,1178.25862068966
1400,6,FRAC,8804,10263,925239,GAL,X-LINKGEL,661055,LB,SAND,NA,NA,BIOC,,1459,634.159698423578,453.087731322824
1403,1,FRAC,7850,10870,1312584,GAL,GEL,821000,LB,SAND,NA,NA,GELA,,3020,434.630463576159,271.854304635762
1405,8,FRAC,10250,10310,192260,GAL,X-LINKGEL,135996,LB,SAND,NA,NA,BRKR,30/50,60,3204.33333333333,2266.6
1406,8,FRAC,10606,10686,195043,GAL,X-LINKGEL,135306,LB,SAND,NA,NA,BIOC,30/50,80,2438.0375,1691.325
1407,6,FRAC,10248,10354,187532,GAL,X-LINKGEL,128456,LB,SAND,NA,NA,CRIN,30/50,106,1769.16981132075,1211.84905660377
1408,8,FRAC,10674,10880,179880,GAL,X-LINKGEL,150759,LB,SAND,NA,NA,XLNK,30/50,206,873.203883495146,731.839805825243
1409,6,FRAC,10323,10466,371118,GAL,X-LINKGEL,318855,LB,SAND,NA,NA,GELA,30/50,143,2595.23076923077,2229.75524475524
1411,1,FRAC,7847,10250,1015350,GAL,FLUD,717041,LB,SAND,NA,NA,,,2403,422.534332084894,298.394090719933
1412,1,FRAC,7950,10420,1314264,GAL,FLUD,830181,LB,SAND,NA,NA,,,2470,532.090688259109,336.105668016194
1413,8,FRAC,10612,10729,216876,GAL,X-LINKGEL,161491,LB,SAND,NA,NA,XLNK,30/50,117,1853.64102564103,1380.26495726496
1414,8,FRAC,10436,10576,223302,GAL,X-LINKGEL,150725,LB,SAND,NA,NA,XLNK,30/50,140,1595.01428571429,1076.60714285714
1416,1,FRAC,7950,11212,1351602,GAL,X-LINKGEL,107600,LB,SANDRCSD,NA,NA,,,3262,414.347639484979,32.9858982219497
1417,2,FRAC,7690,11409,112560,GAL,GEL,100000,LB,SAND,NA,NA,GELA,20/40,3719,30.2662005915569,26.8889486421081
1418,1,FRAC,8055,11210,1169910,GAL,GEL,782000,LB,SAND,NA,NA,GELA,,3155,370.811410459588,247.860538827258
1420,1,FRAC,7960,10720,1409520,GAL,GEL,888500,LB,SAND,NA,NA,,,2760,510.695652173913,321.920289855072
1421,1,FRAC,7985,10710,1363320,GAL,GEL,929580,LB,SAND,NA,NA,GELA,,2725,500.300917431193,341.130275229358
1423,1,FRAC,7990,10850,1445514,GAL,GEL,926180,LB,SAND,NA,NA,,,2860,505.424475524475,323.839160839161
1425,2,FRAC,9130,10880,418800,GAL,X-LINKGEL,530100,LB,SANDCER,NA,NA,XLNK,,1750,239.314285714286,302.914285714286
1426,2,FRAC,9350,10660,76440,GAL,GEL,264370,LB,SAND,NA,NA,GELA,,1310,58.3511450381679,201.809160305344
1430,6,FRAC,9467,10985,1019088,GAL,X-LINKGEL,736263,LB,SAND,NA,NA,FECL,30/50,1518,671.335968379447,485.021739130435
1432,8,FRAC,10628,10748,173978,GAL,X-LINKGEL,150024,LB,SAND,NA,NA,XLNK,30/50,120,1449.81666666667,1250.2
1434,7,FRAC,10610,10782,202996,GAL,X-LINKGEL,149994,LB,SAND,NA,NA,XLNK,30/50,172,1180.20930232558,872.058139534884
1435,2,FRAC,8819,11256,932064,GAL,GEL,798120,LB,SAND,NA,NA,GELA,,2437,382.463684858432,327.501025851457
1439,10,FRAC,10816,10884,187920,GAL,X-LINKGEL,143627,LB,SAND,NA,NA,SFAC,30/50,68,2763.52941176471,2112.16176470588
1441,6,FRAC,8860,10218,747588,GAL,X-LINKGEL,660716,LB,SAND,NA,NA,BIOC,,1358,550.506627393225,486.536082474227
1442,8,FRAC,10608,10676,182723,GAL,X-LINKGEL,135712,LB,SAND,NA,NA,XLNK,30/50,68,2687.10294117647,1995.76470588235
1447,1,FRAC,9225,11357,6053124,GAL,X-LINKGEL,50000,LB,SAND,NA,NA,XLNK,,2132,2839.17636022514,23.4521575984991
1451,8,FRAC,10274,10358,185684,GAL,X-LINKGEL,135010,LB,SAND,NA,NA,GELA,30/50,84,2210.52380952381,1607.2619047619
1453,1,FRAC,7955,10540,1256850,GAL,GEL,819500,LB,SAND,NA,NA,GELA,,2585,486.208897485493,317.021276595745
1458,6,FRAC,9464,10420,742705,GAL,X-LINKGEL,616823,LB,SAND,NA,NA,XLNK,,956,776.888075313808,645.212343096234
1461,22,FRAC,11446,11610,27636,GAL,GEL,952,LB,CER,NA,NA,GELA,20/40,164,168.512195121951,5.80487804878049
1462,7,FRAC,10711,10860,197196,GAL,X-LINKGEL,135013,LB,SAND,NA,NA,XLNK,,149,1323.46308724832,906.127516778523
1463,1,FRAC,9173,11434,189000,GAL,FLUD,130000,LB,SAND,NA,NA,,,2261,83.5913312693499,57.4966828836798
1465,8,FRAC,10776,10874,184581,GAL,X-LINKGEL,151188,LB,SAND,NA,NA,XLNK,30/50,98,1883.47959183673,1542.73469387755
1466,1,FRAC,8451,11322,124000,GAL,X-LINKGEL,120000,LB,SAND,NA,NA,SFAC,,2871,43.1905259491466,41.7972831765935
1469,10,FRAC,10941,11102,203757,GAL,X-LINKGEL,134848,LB,SAND,NA,NA,XLNK,30/50,161,1265.57142857143,837.565217391304
1471,1,FRAC,7960,10785,1353282,GAL,GEL,846000,LB,SAND,NA,NA,GELA,,2825,479.037876106195,299.469026548673
1473,6,FRAC,9632,10367,594815,GAL,X-LINKGEL,459930,LB,SAND,NA,NA,XLNK,,735,809.272108843537,625.755102040816
1474,8,FRAC,10698,10910,223070,GAL,X-LINKGEL,150110,LB,SAND,NA,NA,XLNK,30/50,212,1052.21698113208,708.066037735849
1475,8,FRAC,10352,10480,212673,GAL,X-LINKGEL,61382,LB,SAND,NA,NA,XLNK,20/40,128,1661.5078125,479.546875
1477,8,FRAC,10730,10822,215112,GAL,X-LINKGEL,150241,LB,SAND,NA,NA,XLNK,20/40,92,2338.17391304348,1633.05434782609
1478,8,FRAC,10442,10596,209045,GAL,X-LINKGEL,150465,LB,SAND,NA,NA,XLNK,20/40,154,1357.43506493506,977.045454545455
1479,6,FRAC,8710,10193,983084,GAL,X-LINKGEL,753542,LB,SAND,NA,NA,XLNK,,1483,662.90222521915,508.120026972353
1480,20,FRAC,11440,11463,130662,GAL,X-LINKGEL,90000,LB,CER,NA,NA,XLNK,20/40,23,5680.95652173913,3913.04347826087
1487,1,FRAC,8170,11235,1278690,GAL,GEL,801000,LB,SAND,NA,NA,GELA,,3065,417.190864600326,261.337683523654
1488,18,FRAC,10848,10958,106176,GAL,GEL,35000,LB,CER,NA,NA,GELA,20/40,110,965.236363636364,318.181818181818
1491,8,FRAC,10445,10605,218724,GAL,X-LINKGEL,149635,LB,SAND,NA,NA,XLNK,20/40,160,1367.025,935.21875
1492,10,FRAC,10632,11040,130878,GAL,X-LINKGEL,95707,LB,SAND,NA,NA,SFAC,20/40,408,320.779411764706,234.575980392157
1493,6,FRAC,8877,10213,662647,GAL,X-LINKGEL,300256,LB,SAND,NA,NA,XLNK,20/40,1336,495.993263473054,224.74251497006
1496,1,FRAC,7845,10286,1121190,GAL,FLUD,787968,LB,SAND,NA,NA,,,2441,459.315854158132,322.805407619828
1499,2,FRAC,8933,11146,1526994,GAL,X-LINKGEL,123000,LB,SANDRCSD,NA,NA,,,2213,690.010845006778,55.5806597379123
1501,1,FRAC,9364,11976,1539006,GAL,FLUD,1112000,LB,SAND,NA,NA,,,2612,589.205972434916,425.72741194487
1502,6,FRAC,10860,11042,216792,GAL,X-LINKGEL,150643,LB,SAND,NA,NA,XLNK,20/40,182,1191.16483516484,827.708791208791
1503,2,FRAC,7964,10730,1220310,GAL,GEL,789550,LB,SAND,NA,NA,GELA,,2766,441.182212581345,285.448300795372
1505,2,FRAC,9305,10800,976889,GAL,GEL,496525,LB,SAND,NA,NA,GELA,,1495,653.43745819398,332.123745819398
1506,2,FRAC,7955,10845,1273608,GAL,GEL,843000,LB,SAND,NA,NA,GELA,,2890,440.694809688581,291.695501730104
1507,2,FRAC,8152,11321,1586634,GAL,X-LINKGEL,120000,LB,SANDRCSD,NA,NA,SFAC,,3169,500.673398548438,37.866834963711
1510,2,FRAC,8206,11265,1520526,GAL,FLUD,994337,LB,SANDRCSD,NA,NA,FRDC,,3059,497.066361556064,325.052958483164
1513,1,FRAC,8007,10440,1161972,GAL,FLUD,802974,LB,SAND,NA,NA,,,2433,477.588162762022,330.034525277435
1517,6,FRAC,6882,7050,60060,GAL,X-LINKGEL,334300,LB,SAND,NA,NA,,20/40,168,357.5,1989.88095238095
1519,3,FRAC,6827,7004,2337300,GAL,GEL,137550,LB,SAND,NA,NA,,20/40,177,13205.0847457627,777.118644067797
1520,3,FRAC,6913,7062,47376,GAL,X-LINKGEL,134850,LB,SAND,NA,NA,,20/40,149,317.959731543624,905.03355704698
1521,3,FRAC,6604,6934,61320,GAL,X-LINKGEL,138100,LB,SAND,NA,NA,,20/40,330,185.818181818182,418.484848484848
1523,3,FRAC,6458,6633,55356,GAL,X-LINKGEL,135740,LB,SAND,NA,NA,,20/40,175,316.32,775.657142857143
1524,3,FRAC,6413,6590,51492,GAL,X-LINKGEL,122328,LB,SAND,NA,NA,,20/40,177,290.915254237288,691.118644067797
1525,6,FRAC,6308,6468,56910,GAL,X-LINKGEL,133607,LB,SAND,NA,30,HCL,20/40,160,355.6875,835.04375
1526,8,ACID,6321,6653,500,GAL,A,0,undefined,undefined,NA,NA,HCL,,332,1.50602409638554,0
1527,1,FRAC,6378,8074,260484,GAL,GEL,482040,LB,SAND,NA,NA,,20/40,1696,153.587264150943,284.221698113208
1528,1,FRAC,6342,8004,209197,GAL,GEL,290050,LB,SAND,NA,NA,GELA,20/40,1662,125.8706377858,174.518652226233
1529,1,FRAC,6467,7450,140135,GAL,GEL,284000,LB,SAND,NA,NA,,20/40,983,142.558494404883,288.911495422177
1530,8,ACID,6368,6508,500,GAL,A,0,undefined,undefined,NA,32,,,140,3.57142857142857,0
1531,1,FRAC,6382,8046,243264,GAL,GEL,290750,LB,SAND,NA,NA,GELA,20/40,1664,146.192307692308,174.729567307692
1532,1,FRAC,6352,8016,181546,GAL,GEL,290390,LB,SAND,NA,NA,,20/40,1664,109.102163461538,174.513221153846
1533,1,FRAC,6327,7992,138440,GAL,GEL,290080,LB,SAND,NA,NA,,20/40,1665,83.1471471471472,174.222222222222
