WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Total.Height,Geology.Score
836,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38734,2006,31.80842,-101.96577,10526,40,40,2,6,12,0,19500,432360,0,667460,451860,27.448,3,4,12,FRAC,10095,10102,45988,GAL,X-LINKGEL,31008,LB,SAND,NA,30,,20/40,7,6569.71428571429,4429.71428571429,1015.9,4387.66
837,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38677,2005,31.8063,-101.9607,10485,40,160,2,6,12,0,15500,535081,0,803880,550581,71.588,3,4,12,FRAC,9989,10070,94222,GAL,X-LINKGEL,107963,LB,SAND,NA,46,,20/40,81,1163.23456790123,1332.87654320988,1012,4336
838,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38838,2006,31.77601,-102.09474,10155,80,160,3,1,1,580020,0,0,0,650680,580020,NA,2,4,1,FRAC,8447,10113,580020,GAL,FLUD,650680,LB,SAND,NA,NA,,,1666,348.151260504202,390.564225690276,1472,5402
839,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38930,2006,31.8173,-102.02647,10817,80,160,6,1,1,510972,0,0,0,589080,510972,21.7819457,3,8,1,FRAC,8262,10762,510972,GAL,FLUD,589080,LB,SAND,NA,NA,SFAC,20/40,2500,204.3888,235.632,2469.98,11931.1
840,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38687,2005,31.84519,-102.07097,10151,40,80,3,1,2,481000,19250,0,0,289000,500250,NA,2,4,2,FRAC,7972,9986,481000,GAL,W,289000,LB,SAND,NA,NA,,,2014,238.828202581927,143.495531281033,1472.04,5272.54
841,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38977,2006,31.92039,-101.95716,9426,Over 160,20,3,4,7,0,6500,271293,0,486900,277793,17.98007424,2,4,7,FRAC,7551,7707,55136,GAL,X-LINKGEL,136020,LB,SAND,NA,29,,20/40,156,353.435897435897,871.923076923077,1608,5347.36
842,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39174,2007,31.9339,-101.94818,9330,Over 160,40,2,2,4,0,3750,134846,0,324020,138596,NA,3,4,4,FRAC,8256,8383,73459,GAL,X-LINKGEL,173704,LB,SAND,NA,35,SCIN,20/40,127,578.417322834646,1367.74803149606,1009,4184.64
843,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38799,2006,31.87755,-102.02808,10330,40,Sub 20,2,5,9,0,14250,393163,0,682912,407413,34.48,3,4,9,FRAC,9766,9830,63760,GAL,GEL,71950,LB,SAND,NA,35,,20/40,64,996.25,1124.21875,988,4420
844,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38714,2005,31.8856,-102.02622,10125,40,Sub 20,3,5,10,0,10000,346404,0,505860,356404,39.184,2,4,10,FRAC,9704,9925,80304,GAL,GEL,17682,LB,SAND,NA,44,,20/40,221,363.366515837104,80.0090497737557,1543,5377
845,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38814,2006,31.87629,-102.04972,10331,40,Sub 20,3,5,10,0,11000,400032,0,775660,411032,33.2316135,2,4,10,FRAC,9780,10175,99077,GAL,X-LINKGEL,147198,LB,SAND,NA,42,,20/40,395,250.827848101266,372.653164556962,1530,5249
846,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38726,2006,31.88431,-101.99888,10090,40,Sub 20,3,6,12,0,15500,428634,0,533020,444134,44.904,2,4,12,FRAC,9957,9966,79469,GAL,GEL,16036,LB,SAND,NA,31,,20/40,9,8829.88888888889,1781.77777777778,1585,5433
847,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38714,2005,31.88045,-102.01559,10129,40,Sub 20,2,5,10,0,20500,326865,0,370080,347365,NA,3,4,10,FRAC,9916,10040,37236,GAL,GEL,NA,,,NA,45,,,124,300.290322580645,NA,995,4340.72
848,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38687,2005,31.85538,-102.04329,10125,80,Sub 20,3,1,2,481000,19250,0,0,289000,500250,67.94976138,2,4,2,FRAC,7944,10024,481000,GAL,W,289000,LB,SAND,NA,NA,,,2080,231.25,138.942307692308,1546.79,5280.57
849,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38734,2006,31.7457,-102.0624,10595,80,40,2,1,1,538272,0,0,0,249360,538272,NA,3,4,1,FRAC,8533,10511,538272,GAL,W,249360,LB,SAND,NA,NA,,,1978,272.129423660263,126.066734074823,936,4252
850,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38751,2006,31.82868,-101.9136,10022,40,40,2,6,12,0,15500,480958,0,603272,496458,40.26411279,3,4,12,FRAC,9711,9783,78539,GAL,X-LINKGEL,16505,LB,SAND,NA,39,,20/40,72,1090.81944444444,229.236111111111,993,4379
851,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38728,2006,31.84261,-101.91853,9996,40,40,2,5,10,0,12500,409290,0,703620,421790,NA,3,4,10,FRAC,9526,9838,96864,GAL,X-LINKGEL,135700,LB,SAND,NA,37,,20/40,312,310.461538461538,434.935897435897,982,4274
852,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38699,2005,31.83751,-101.90741,10015,80,20,2,5,10,0,12500,368902,0,287569,381402,NA,3,4,10,FRAC,9610,9740,79739,GAL,GEL,17502,LB,SAND,NA,31,,20/40,130,613.376923076923,134.630769230769,993,4291
853,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38746,2006,31.85219,-101.92604,10012,40,80,2,5,10,0,136500,416619,0,686660,553119,59.18129168,3,4,10,FRAC,9616,9904,107325,GAL,X-LINKGEL,136000,LB,SAND,NA,39,,20/40,288,372.65625,472.222222222222,1017,4355
854,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38700,2005,31.8528,-101.89508,10025,80,40,2,5,7,0,3500,375439,0,388060,378939,NA,3,4,7,FRAC,9400,9592,79918,GAL,GEL,17470,LB,SAND,NA,39,,20/40,192,416.239583333333,90.9895833333333,1007,4277
855,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38715,2005,31.77903,-102.03206,10127,80,160,3,1,2,503000,9250,0,0,307000,512250,32.93505397,2,4,2,FRAC,7819,9818,503000,GAL,W,307000,LB,SAND,NA,NA,,,1999,251.625812906453,153.576788394197,1534,5386
856,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38754,2006,31.78182,-101.95272,10510,40,160,2,6,12,0,16000,450247,0,633024,466247,28.836,3,4,12,FRAC,10010,10387,65360,GAL,X-LINKGEL,71459,LB,SAND,NA,35,,20/40,377,173.368700265252,189.546419098143,1010,4394
857,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38749,2006,31.78384,-101.94411,10502,40,80,2,6,12,0,19500,479943,0,718218,499443,NA,3,4,12,FRAC,10095,10102,67027,GAL,X-LINKGEL,54029,LB,SAND,NA,30,,20/40,7,9575.28571428571,7718.42857142857,1022,4418
858,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38767,2006,31.77485,-101.95046,10510,40,80,2,6,12,0,19500,428689,0,698180,448189,NA,3,4,12,FRAC,10236,10412,51419,GAL,X-LINKGEL,42882,LB,SAND,NA,32,,20/40,176,292.153409090909,243.647727272727,1012,4432
859,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38771,2006,31.77683,-101.94186,10245,40,80,2,4,8,0,12500,329878,0,635760,342378,NA,3,4,8,FRAC,9668,9894,100829,GAL,X-LINKGEL,153411,LB,SAND,NA,38,,20/40,226,446.146017699115,678.809734513274,1015,4437
860,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38907,2006,31.83079,-101.96869,10160,40,160,2,6,12,0,15750,449578,0,400020,465328,NA,3,4,12,FRAC,9830,10017,81084,GAL,GEL,16193,LB,SAND,NA,41,,20/40,187,433.604278074866,86.5935828877005,1012,4420
861,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38879,2006,31.83638,-101.96116,10321,40,160,2,6,10,0,11250,458921,0,404527,470171,NA,3,4,9,FRAC,9863,9955,81611,GAL,GEL,16932,LB,SAND,NA,42,,20/40,92,887.076086956522,184.04347826087,1005,4355
862,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38879,2006,31.83892,-101.96636,10336,40,80,2,6,11,0,12750,450268,0,399440,463018,52.692,3,4,11,FRAC,9834,9984,80417,GAL,GEL,16773,LB,SAND,NA,43,,20/40,150,536.113333333333,111.82,1015,4377
863,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38788,2006,31.85108,-101.97938,10329,40,40,2,5,10,0,12750,3752874,0,388500,3765624,NA,3,4,10,FRAC,9754,10036,80921,GAL,GEL,17439,LB,SAND,NA,38,,20/40,282,286.95390070922,61.8404255319149,1049,4511
864,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38802,2006,31.85266,-101.97081,10380,40,160,2,6,12,0,15750,450349,0,405820,466099,37.752,3,4,12,FRAC,9838,10147,80698,GAL,X-LINKGEL,17493,LB,SAND,NA,40,,20/40,309,261.15857605178,56.6116504854369,1025,4391
865,A,MIDLAND ENERGY INCORPORATED,MIDLAND,38776,2006,31.76849,-101.97813,11026,40,20,7,1,2,0,5000,567900,0,550300,572900,35.284,3,9,2,FRAC,8210,10678,567900,GAL,X-LINKGEL,550300,LB,SAND,NA,NA,SFAC,20/40,2468,230.105348460292,222.974068071313,2810,13577.36
866,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38754,2006,31.71644,-102.08857,10609,40,80,7,1,1,13294,0,0,0,538660,13294,32.14,2,8,1,FRAC,8317,10580,13294,GAL,W,538660,LB,SAND,NA,NA,,,2263,5.87450287229342,238.029164825453,2727.87,11857.93
867,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38967,2006,31.79145,-101.9598,10512,40,80,2,5,12,0,17750,490066,0,384232,507816,48.764,3,4,12,FRAC,10171,10246,78961,GAL,GEL,16866,LB,SAND,NA,43,,20/40,75,1052.81333333333,224.88,1006,4442
868,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38825,2006,31.7377,-102.0954,10626,80,40,6,1,2,586068,8060,0,0,580100,594128,32.8,3,8,2,FRAC,8395,10554,586068,GAL,W,580100,LB,SAND,NA,NA,,20/40,2159,271.453450671607,268.689207966651,2067.76,10313.33
869,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38817,2006,31.7121,-102.091,10615,40,80,6,1,1,634452,0,0,0,598760,634452,49.28139875,3,8,1,FRAC,8380,10590,634452,GAL,FLUD,598760,LB,SAND,NA,NA,SFAC,20/40,2210,287.082352941176,270.932126696833,2187.57,10419.62
870,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38778,2006,31.92265,-101.98012,10050,160,Over 160,3,6,12,0,14000,441806,0,526586,455806,NA,2,4,12,FRAC,9690,9981,83422,GAL,GEL,16561,LB,SAND,NA,43,,20/40,291,286.6735395189,56.9106529209622,1598,5399
871,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38929,2006,31.814,-101.95829,10120,40,80,2,6,12,0,17750,458041,0,400060,475791,55.772,3,4,12,FRAC,10003,10012,81050,GAL,GEL,17851,LB,SAND,NA,46,,20/40,9,9005.55555555555,1983.44444444444,991,4373
872,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38824,2006,31.78436,-101.95796,10494,40,160,2,6,12,0,15750,451873,0,414608,467623,47.92,3,4,11,FRAC,10234,10402,81895,GAL,GEL,17179,LB,SAND,NA,45,,20/40,168,487.470238095238,102.255952380952,1029,4479
873,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38978,2006,31.79103,-101.94552,10508,40,80,2,6,12,0,140750,389770,0,408780,530520,71.968,3,4,12,FRAC,10133,10332,82802,GAL,GEL,17580,LB,SAND,NA,50,,20/40,199,416.090452261307,88.3417085427136,1017,4623
874,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38800,2006,31.77939,-101.94708,10535,40,160,2,6,12,0,17500,437614,0,372440,455114,37.688,3,4,12,FRAC,9928,10375,81229,GAL,GEL,17291,LB,SAND,NA,34,,20/40,447,181.720357941834,38.6823266219239,1025,4463
875,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38801,2006,31.77741,-101.9557,10505,40,80,2,6,12,0,15750,455657,0,399000,471407,NA,3,4,12,FRAC,10234,10404,79511,GAL,X-LINKGEL,17245,LB,SAND,NA,32,,20/40,170,467.711764705882,101.441176470588,1014,4486
876,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38816,2006,31.78638,-101.94933,10492,40,160,2,6,11,0,13750,453172,0,401360,466922,50.748,3,4,11,FRAC,10136,10346,80943,GAL,X-LINKGEL,17185,LB,SAND,NA,44,,20/40,210,385.442857142857,81.8333333333333,1009,4451
877,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39114,2007,31.7378,-101.8005,9937,Over 160,40,3,6,12,0,14250,390070,0,523100,404320,NA,2,4,12,FRAC,7082,7262,51465,GAL,GEL,130788,LB,SAND,NA,33,SCIN,20/40,180,285.916666666667,726.6,1565,5186
878,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39113,2007,31.7147,-101.9598,10778,40,80,2,1,1,575148,0,0,0,645440,575148,NA,3,4,1,FRAC,8172,10432,575148,GAL,FLUD,645440,LB,SAND,NA,NA,HCL,,2260,254.490265486726,285.592920353982,1008,4464
879,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38858,2006,31.77,-102.088,10435,40,160,4,1,1,555702,0,0,0,746360,555702,39.92,1,4,1,FRAC,7845,10294,555702,GAL,FLUD,746360,LB,SAND,NA,NA,GELA,20/40,2449,226.909759085341,304.761126990608,2343,6159
880,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39097,2007,31.7674,-102.0829,10400,80,160,4,1,1,734454,0,0,0,869407,734454,57.34912221,1,4,1,FRAC,7823,10278,734454,GAL,FLUD,869407,LB,SAND,NA,NA,HCL,,2455,299.166598778004,354.137270875764,2344.41,6187.57
881,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38921,2006,31.82249,-101.95667,10126,80,40,2,6,12,0,17750,3583199,0,400005,3600949,57.444,3,4,12,FRAC,9804,9988,81665,GAL,GEL,18412,LB,SAND,NA,48,,20/40,184,443.83152173913,100.065217391304,1016,4344
882,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38756,2006,31.85159,-102.05967,10157,80,160,3,1,2,0,10000,536000,0,319000,546000,NA,2,4,2,FRAC,7957,9830,536000,GAL,GEL,319000,LB,SAND,NA,NA,XLNK,,1873,286.171916711159,170.315002669514,1494,5341
883,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38775,2006,31.84966,-102.06792,10125,40,160,3,1,1,0,0,655250,0,319000,655250,73.06722001,2,4,1,FRAC,7941,9974,655250,GAL,GEL,319000,LB,SAND,NA,NA,WGEL,,2033,322.306935563207,156.910969011313,1488,5270
884,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38778,2006,31.87502,-101.97376,9658,40,Sub 20,3,5,9,0,9500,349225,0,502040,358725,NA,2,4,9,FRAC,9378,9433,81754,GAL,GEL,19050,LB,SAND,NA,52,,20/40,55,1486.43636363636,346.363636363636,1583,5462
885,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38831,2006,31.8801,-102.03329,10255,40,Sub 20,4,5,10,0,10000,361080,0,736180,371080,22.82628719,1,4,10,FRAC,7736,7944,55985,GAL,X-LINKGEL,135840,LB,SAND,NA,35,,20/40,208,269.158653846154,653.076923076923,2401.57,6303.82
886,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38846,2006,31.89567,-101.99809,10163,40,Sub 20,3,5,10,0,11000,355635,0,508638,366635,34.49935258,2,4,10,FRAC,7639,7845,58382,GAL,X-LINKGEL,135040,LB,SAND,NA,30,,20/40,206,283.407766990291,655.533980582524,1586,5404
887,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38978,2006,31.8785,-102.02397,10168,40,Sub 20,3,6,12,0,15500,427045,0,645488,442545,31.912,2,4,12,FRAC,7745,7915,58652,GAL,X-LINKGEL,135197,LB,SAND,NA,33,,20/40,170,345.011764705882,795.276470588235,1545,5438
888,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38814,2006,31.7403,-102.0647,10754,40,160,2,1,1,603120,0,0,0,699680,603120,NA,3,4,1,FRAC,8342,10530,603120,GAL,FLUD,699680,LB,SAND,NA,NA,SFAC,20/40,2188,275.648994515539,319.780621572212,938,4210
889,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39016,2006,31.76283,-102.0857,10771,80,160,8,1,1,655956,0,0,0,700800,655956,48.14260508,2,9,1,FRAC,7839,10688,655956,GAL,FLUD,700800,LB,SAND,NA,NA,HCL,,2849,230.240786240786,245.981045981046,2844.32,12836.06
890,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39016,2006,31.7603,-102.0806,10404,80,80,4,1,1,635712,0,0,0,697310,635712,NA,1,4,1,FRAC,7825,10292,635712,GAL,FLUD,697310,LB,SAND,NA,NA,SFAC,,2467,257.686258613701,282.655046615322,2374,6266
891,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39313,2007,31.8167,-101.96371,10232,40,80,2,6,12,0,14750,415124,0,405180,429874,NA,3,4,12,FRAC,8379,8446,60384,GAL,X-LINKGEL,185221,LB,SAND,NA,NA,,20/40,67,901.253731343284,2764.49253731343,982,4262
892,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39392,2007,31.80533,-101.96479,10413,40,80,2,6,12,0,21500,530816,0,486021,552316,42.728,3,4,12,FRAC,8362,8486,60085,GAL,X-LINKGEL,177463,LB,SAND,NA,NA,,20/40,124,484.556451612903,1431.15322580645,1011,4417
893,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39080,2006,31.73139,-101.92728,10576,40,80,2,6,12,0,15750,446364,0,404660,462114,65.428,3,4,12,FRAC,8268,8387,72737,GAL,X-LINKGEL,177382,LB,SAND,NA,36,,20/40,119,611.235294117647,1490.60504201681,1016,4556
894,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39048,2006,31.72489,-101.93896,10532,40,40,2,6,11,0,14750,462309,0,403220,477059,26.9138779,3,4,11,FRAC,8299,8421,79330,GAL,X-LINKGEL,180906,LB,SAND,NA,33,,20/40,122,650.245901639344,1482.83606557377,1004,4460
895,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39135,2007,31.72431,-101.92502,10540,40,40,3,7,13,0,15750,441896,0,549019,457646,51.112,2,4,13,FRAC,7806,7865,55714,GAL,X-LINKGEL,139879,LB,SAND,NA,33,,20/40,59,944.305084745763,2370.83050847458,1584,5581
896,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,38816,2006,31.761,-102.04465,10061,40,80,2,1,2,351000,9500,0,0,105000,360500,16.55643722,3,4,2,FRAC,8565,9944,351000,GAL,FLUD,105000,LB,SAND,NA,NA,,20/40,1379,254.532269760696,76.1421319796954,962,4354
897,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38930,2006,31.74055,-102.0019,11111,40,80,6,1,1,588168,0,0,0,715960,588168,61.528,3,8,1,FRAC,8193,10804,588168,GAL,FLUD,715960,LB,SAND,NA,NA,SFAC,,2611,225.265415549598,274.209115281501,2588.55,13013.52
898,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38759,2006,31.84458,-101.97281,10529,40,80,2,6,12,0,17500,455369,0,404910,472869,NA,3,4,12,FRAC,9960,10082,81638,GAL,GEL,17540,LB,SAND,NA,40,,20/40,122,669.16393442623,143.770491803279,1015,4373
899,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38886,2006,31.69801,-102.006,11258,40,40,2,1,1,581616,0,0,0,639520,581616,36.552,3,4,1,FRAC,8277,10849,581616,GAL,FLUD,639520,LB,SAND,NA,NA,SFAC,20/40,2572,226.133748055988,248.646967340591,991,4369
900,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38819,2006,31.84553,-101.90624,10017,40,40,2,5,10,0,13500,372215,0,699420,385715,NA,3,4,10,FRAC,9686,9727,67715,GAL,X-LINKGEL,92824,LB,SAND,NA,37,,20/40,41,1651.58536585366,2264,1000,4296
901,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38825,2006,31.84675,-101.90111,10017,40,40,2,6,12,0,15750,429484,0,400400,445234,40.77282225,3,4,12,FRAC,9605,9714,77348,GAL,GEL,16977,LB,SAND,NA,48,,20/40,109,709.614678899083,155.752293577982,1004,4336
902,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38841,2006,31.84853,-101.8936,10004,40,40,2,6,12,0,15750,457722,0,406160,473472,86.956,3,4,12,FRAC,9554,9665,80859,GAL,X-LINKGEL,17502,LB,SAND,NA,46,,20/40,111,728.459459459459,157.675675675676,1000,4252
903,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38859,2006,31.87085,-102.05693,10341,40,160,2,4,8,0,9500,313423,0,612489,322923,19.24822649,3,4,7,FRAC,9793,10150,101444,GAL,X-LINKGEL,137829,LB,SAND,NA,46,,20/40,357,284.156862745098,386.075630252101,918.6,4131.48
904,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38852,2006,31.87724,-102.04561,10374,40,Sub 20,2,5,10,0,12050,376344,0,387680,388394,55.80805367,3,4,10,FRAC,9868,9978,81086,GAL,GEL,17122,LB,SAND,NA,38,,20/40,110,737.145454545455,155.654545454545,952.540000000001,3977.22
905,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39136,2007,31.6567,-102.0378,10604,40,40,4,1,1,1046220,0,0,0,800581,1046220,82.8613699,1,4,1,FRAC,7756,10372,1046220,GAL,FLUD,800581,LB,SAND,NA,NA,HCL,,2616,399.93119266055,306.03249235474,2428,6383
906,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39113,2007,31.6612,-102.0347,10635,80,80,3,1,1,1339800,0,0,0,896466,1339800,NA,2,4,1,FRAC,7749,10406,1339800,GAL,FLUD,896466,LB,SAND,NA,NA,HCL,,2657,504.252916823485,337.39781708694,1558,5432
907,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39136,2007,31.6532,-102.0321,10600,80,80,4,1,1,1191414,0,0,0,901480,1191414,77.98311204,1,4,1,FRAC,7746,10381,1191414,GAL,FLUD,901480,LB,SAND,NA,NA,HCL,,2635,452.149525616698,342.117647058824,2435,6352
908,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38845,2006,31.89105,-102.01895,10160,40,Sub 20,3,5,10,0,12000,369418,0,751560,381418,NA,2,4,10,FRAC,7686,7892,56802,GAL,X-LINKGEL,135280,LB,SAND,NA,30,,20/40,206,275.73786407767,656.699029126214,1562,5426
909,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,38966,2006,31.88201,-102.02508,10234,40,Sub 20,3,6,12,0,13250,431389,0,525080,444639,47.436,2,4,12,FRAC,7722,7928,58118,GAL,X-LINKGEL,137100,LB,SAND,NA,34,,20/40,206,282.126213592233,665.533980582524,1552.65,5483.48
910,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38857,2006,31.69336,-102.00948,11260,40,80,3,1,1,594300,0,0,0,650550,594300,48.112,2,4,1,FRAC,8153,10757,594300,GAL,FLUD,650550,LB,SAND,NA,NA,SFAC,20/40,2604,228.225806451613,249.827188940092,1555,5477
911,A,MIDLAND ENERGY INCORPORATED,MIDLAND,39554,2008,31.79371,-102.03324,10997,40,40,7,1,2,503000,14000,0,0,602000,517000,NA,3,9,2,FRAC,8262,10631,503000,GAL,FLUD,602000,LB,SAND,NA,NA,SFAC,,2369,212.325875897003,254.115660616294,2566.8,13019.86
912,A,MIDLAND ENERGY INCORPORATED,MIDLAND,39141,2007,31.77678,-101.99141,10993,80,80,7,1,2,827000,18000,0,0,560000,845000,41.71620714,3,9,2,FRAC,8176,10743,827000,GAL,W,560000,LB,SAND,NA,NA,XLNK,,2567,322.165952473705,218.153486560187,2753.32,13611.04
913,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38858,2006,31.6828,-101.9922,10515,20,Over 160,3,1,1,643776,0,0,0,849000,643776,NA,2,4,1,FRAC,7663,10329,643776,GAL,FLUD,849000,LB,SAND,NA,NA,SFAC,20/40,2666,241.476369092273,318.454613653413,1611,5715
914,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39073,2006,31.6993,-102.065,10670,80,80,2,1,1,569772,0,0,0,600900,569772,56.71657701,3,4,1,FRAC,8371,10567,569772,GAL,FLUD,600900,LB,SAND,NA,NA,,,2196,259.459016393443,273.633879781421,900,4248
915,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39113,2007,31.6969,-102.0598,10752,40,80,6,1,1,565236,0,0,0,549720,565236,NA,3,8,1,FRAC,8373,10664,565236,GAL,FLUD,549720,LB,SAND,NA,NA,HCL,,2291,246.720209515495,239.947621126146,2312.73,11937.53
916,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,39011,2006,31.79143,-101.95095,10505,20,160,2,6,12,0,15750,471909,0,406600,487659,NA,3,4,12,FRAC,9163,9513,76576,GAL,GEL,17703,LB,SAND,NA,50,,20/40,350,218.788571428571,50.58,1029,4523
917,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,38981,2006,31.96385,-101.80206,10516,160,Sub 20,8,1,1,535458,0,0,0,362004,535458,23.49,2,9,1,FRAC,7054,9572,535458,GAL,FLUD,362004,LB,SAND,NA,NA,SFAC,20/40,2518,212.652104845115,143.766481334392,3287.5,14746.9
918,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39147,2007,31.78917,-102.0534,10841,80,160,7,3,4,628698,0,0,0,603020,628698,77.77491575,3,9,4,FRAC,8333,10795,NA,,,300000,LB,SAND,NA,NA,,30/70,2462,NA,121.852152721365,2508.97,13021.54
919,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,39268,2007,31.79169,-102.059,10850,80,80,2,1,1,468804,0,0,0,499380,468804,NA,3,4,1,FRAC,8435,10031,468804,GAL,FLUD,499380,LB,SAND,NA,NA,HCL,,1596,293.736842105263,312.894736842105,955,4365
920,C,APACHE CORPORATION,MIDLAND,38869,2006,31.74333,-101.77592,9997,40,40,4,5,10,0,10250,348585,0,505560,358835,NA,1,4,10,FRAC,6999,7194,54597,GAL,X-LINKGEL,135280,LB,SAND,NA,31,,20/40,195,279.984615384615,693.74358974359,2522,6356
921,C,APACHE CORPORATION,MIDLAND,38902,2006,31.76781,-101.78374,9963,160,20,3,6,12,0,14250,431323,0,523931,445573,NA,2,4,12,FRAC,9477,9764,81201,GAL,GEL,18150,LB,SAND,NA,45,,20/40,287,282.93031358885,63.2404181184669,1549,5312
