EUR_o..Mstb.,Completion.Year,Surface.Latitude,Surface.Longitude,Fluid.Water..Gals.,Acid..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Completion.Month,Number,Depth.Top,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
44.632,2011,31.8478222,-101.420765,0,16500,0,831195,831195,12,8,10150,4,27,1,1,3,4,6,4,3,11
20.592,2012,31.96321,-101.420765,0,11000,831195,740000,831195,1,2,8222,4,4,1,3.21385740687217,3.38275530252093,21,1,4,3,8
11.548,2011,31.85151,-101.420765,0,0,0,74000,88200,11,1,7858,4,4,1,4,5,21,1,1,3,11
57.912,2011,31.72877,-101.420765,168000,0,0,310433.403122827,168000,11,1,6876,6,4,1,3.21660606007582,3.26207398385368,14.7161743313865,5.64184773792831,1,3,3
26.81893188,2011,31.8386,-101.420765,339700,0,0,609263,809200,10,8,10143,4,2,1,3,4,24,4,1,3,11
24.56,2012,31.82267,-101.420765,831195,0,0,831195,831195,3,1,7468,4,11,1,4,5,10.1818989297521,2.78153601313051,2,3,3
218.792,2012,31.80385,-101.420765,831195,0,0,831195,831195,8,1,7338,4,11,1,3,5,9,4,3,3,3
87.312,2011,31.67558,-101.420765,97169.7286218595,14199.0610705683,49283.3130850689,110000,326901.26059036,12,1,7202,6,4,1,3.30603057977496,3.38969508472303,14.087914751808,4.92905492497478,4,3,6.24336592904599
20.472,2012,31.84969,-101.420765,0,14000,831195,831195,831195,3,2,7261,4,4,1,4,5,13.7748613635318,3.43917618564507,2,3,8
61.836,2012,31.67199,-101.420765,204188.464097523,13438.2317992871,69613.6739646397,502136.635933198,515828.61602483,1,2,7038,6,18,1,4,5,11,7,4,3,3
79.94,2012,31.91239,-101.420765,0,12000,0,831195,831195,7,6,8206,4,27,1,5,5,13,1,3,3,11
30.164,2012,31.96911,-101.420765,639334,17094,0,831195,656428,2,2,7364,4,26,1,3,5,13.448749101261,4.31868431873697,4,3,3
32.396,2012,31.9694,-101.420765,0,12000,0,831195,831195,5,7,10042,4,27,1,3.53301731528331,3.35374170987085,15.1170346595974,4.60864337953076,2,3,11
21.284,2012,31.97211,-101.420765,0,15000,0,831195,831195,2,8,9904,4,27,1,3,5,14.2543256399992,4.733229084694,4,3,11
61.80248271,2012,31.66467,-101.420765,47496.5698987714,34372.1631835218,62966.8287358598,584782.16641311,524877.013406992,1,2,5978,6,18,1,3,5,18,7,4,3,3
32.164,2012,31.7182,-101.420765,0,32000,118000,831195,592000,1,14,9480,6,14,1,3.41658195689255,3.39962951410659,14.3745867903631,4.17327747742664,4,3,8
15.6,2011,31.69927,-101.420765,101000,29000,0,446000,527000,12,14,9454,6,14,1,4,5,17,6,4,3,3
19.74,2012,31.71186,-101.420765,0,29000,0,826000,552000,4,14,9604,6,14,1,3.49111201190548,4.19704749149969,12.4967152123351,3.87052587819967,2,3,11
38.58,2012,31.68765,-101.41755,136000,32000,0,831195,602000,2,14,9528,6,14,1,2.99724597569679,4.48352107972155,12.6266551924425,3.0679221214436,4,3,3
113.672,2011,31.83816,-101.420765,0,16500,0,831195,831195,1,8,9924,4,27,1,3,5,13.3111496335345,3.90990316059528,4,3,11
80.704,2011,31.79269,-101.420765,0,2016,0,79000,2016,12,2,7182,4,4,1,3.05149490306661,3.42055315405154,13.3306057034048,4.89208530880503,4,3,7.0538544731737
23.02,2012,31.71403,-101.420765,0,29000,0,831195,564000,5,14,9500,6,14,1,3.49283583954278,4.02525922415071,12.8366427749893,4.58638823324381,2,3,11
84.304,2012,31.68625,-101.420765,0,30000,0,831195,555500,3,14,9788,6,14,1,3,5,11.4648244567904,1.91344053594269,2,3,11
36.36439764,2011,31.70137,-101.420765,111000,30500,0,831195,563500,12,1,5348,6,14,1,3.28882352845967,3.34321839298439,12.9442805469085,5.5128851225987,4,1,1
56.136,2012,31.92037,-101.420765,0,13500,0,831195,831195,3,8,10050,4,27,1,3.12286368501283,3.72952248445891,14.0908534872603,5.15550683728248,2,3,11
34.8,2012,31.82001,-101.420765,0,1000,245500,520188,695000,3,1,10777,4,2,1,3.24580044166231,3.45261726554836,17.1516439174029,4.61677323839007,2,1,1
78.092,2012,31.65633,-101.420765,78158.7854067192,19762.2884388307,36753.1787504667,396054.23757045,368250.241665062,1,1,6898,6,18,1,5,3,11,7,4,3,1
20.904,2012,31.81814,-101.420765,0,0,122750,508694,686750,1,7,10072,4,2,1,3.19459886940844,3.0390857769609,17.7406688358911,5.20986125552712,4,3,11
53.216,2012,31.97544,-101.420765,0,10500,0,831195,831195,5,8,10176,4,27,1,3.145206719155,3.37165119387892,13.7666904935831,4.32716037333436,2,3,11
50.388,2012,31.90837,-101.420765,0,13500,0,831195,831195,5,8,10067,4,27,1,2.86885725593646,3.31914094759851,10.6418919150523,3.26786964152845,2,3,11
15.464,2011,31.8308,-101.420765,245500,0,0,520438,694000,12,7,10120,4,2,1,3.30631763810301,3.09740936542188,19.063544727881,5.59112618116285,4,3,11
94.26,2012,31.9998,-101.420765,0,12000,0,831195,831195,5,6,9940,4,27,1,4,1,14.1321808674944,5.19764670439371,2,3,11
37.772,2012,31.72497,-101.420765,0,30000,0,827000,562500,3,14,9620,6,14,1,3.60127207321217,4.17177746361805,14.5531078620682,5.17118561713039,2,3,11
91.968,2012,31.88452,-101.420765,0,13500,0,831195,831195,4,7,10248,4,27,1,3.0249928121413,3.64017311995842,11.9768114880487,2.9760294992883,2,3,11
46.25013093,2012,31.66163,-101.420765,85562.8180283234,24796.6341002227,34235.0498911597,509915.333989903,446926.887065188,3,1,7644,6,18,1,3,5,18.1533606412012,6.07340541346248,2,3,1
29.63266871,2012,31.73041,-101.420765,0,13000,831195,110000,831195,3,2,6890,6,4,1,3.26388226542383,3.08582970070528,15.0150034943118,4.37169344671904,2,3,8
10.788,2012,31.81294,-101.420765,0,1008,245500,520437,695008,3,1,10800,4,2,1,3.37192501408616,3.25260676821974,17.8563880179062,5.56018902771854,2,1,1
17.556,2012,31.98156,-101.420765,0,10500,0,831195,831195,8,9,10263,4,27,1,4,5,8,3,3,3,11
44.73512294,2012,31.67782,-101.420765,0,12000,0,112000,831195,4,2,7211,6,4,1,3.13337942120866,3.31671247236879,15.5541787066029,3.99248756248332,2,3,11
18.684,2012,31.81143,-101.420765,732312,0,0,627400,732312,4,1,7910,4,11,1,2.93042331614986,3.51800475402935,15.509826464614,5.1438072219909,2,3,3
82.908,2012,31.80143,-101.420765,0,13500,831195,175000,831195,3,2,7233,4,4,1,3.25061603973004,3.65400268866449,16.3617613458434,4.58843589894402,2,3,8
58.692,2012,31.67874,-101.420765,0,30000,0,831195,653000,7,14,9460,6,14,1,3,5,13,1,3,3,11
10.816,2012,31.67599,-101.41896,0,30000,0,831195,598000,3,14,9418,6,14,1,3.22714345892351,3.93493658036842,15.4848747433477,5.03920871223279,2,3,11
24.288,2012,31.72459,-101.420765,0,30000,0,831195,561500,5,14,9490,6,14,1,3.51755042963415,4.36387095168327,12.7436222634953,4.22428297777719,2,3,11
9.5,2012,31.6878,-101.420765,0,30000,115000,831195,567000,7,14,9620,6,14,1,3,5,13,1,3,3,8
27.64,2012,31.81841,-101.420765,831195,0,0,809068,831195,5,1,7917,4,11,1,1,5,12.1114904814327,3.25556118682993,2,3,3
19.944,2012,31.67853,-101.420765,0,30000,0,831195,578000,4,14,9450,6,14,1,3.00027059624524,4.42118142894889,12.6245417703672,2.60434143486969,2,3,11
20.776,2012,31.94439,-101.420765,0,17000,0,754603,831195,4,1,11196,4,5,1,4,2,22,2,2,1,1
31.532,2012,31.74152,-101.420765,0,14000,831195,130000,831195,5,2,6495,6,4,1,3.36500278798388,3.29223038084381,16.3101179484757,4.13340191610569,2,3,8
65.64977319,2012,31.95066,-101.420765,0,14000,0,831195,831195,7,18,10860,4,5,1,2.97341302617083,3.64887469733163,24,4,3,3,6
26.6,2012,31.67496,-101.420765,207722.965446096,16154.1417086897,34546.9633457314,549862.776871694,486853.117743155,6,1,7736,6,18,1,4,5,25,6,3,3,8
45.732,2012,31.94586,-101.420765,0,16000,0,831195,831195,7,20,10630,4,5,1,3.18265708439153,3.72290134506299,24,4,3,3,11
67.44403123,2012,31.92375,-101.420765,0,15000,0,831195,831195,6,20,10614,4,5,1,3.24796973381853,3.82712790567621,27,8,3,3,11
19.408,2012,31.85376,-101.420765,0,14000,831195,831195,831195,6,2,7305,4,4,1,4,1,6,1,3,3,8
21.264,2012,31.81542,-101.420765,831195,0,0,831195,831195,8,1,7500,4,11,1,4,5,8,3,3,3,3
51.748,2012,31.98833,-101.420765,831195,0,0,831195,831195,8,1,6950,4,11,1,3.39043614214698,3.7963002561495,8,3,3,3,3
25.276,2012,31.65509,-101.420765,181065.210841187,9138.95477203874,5740.49839118898,426692.82907597,373632.392800929,7,1,7640,6,18,1,3,1,25,6,3,3,8
3.256,2012,31.72554,-101.420765,38956.5628132444,30304.0191851142,129777.023111547,415726.882451451,475313.116702156,7,1,6804,6,4,1,4,5,6,1,3,3,6.03408442160165
28.48,2012,31.93689,-101.420765,0,17000,0,831195,831195,7,16,10589,4,5,1,3.09013652628382,3.25798574090546,27,8,3,3,11
24.28251337,2012,31.8485,-101.420765,0,1000,0,514927,723516,6,1,10840,4,2,1,4,5,24,4,3,1,1
39.964,2012,31.85048,-101.420765,0,0,357000,621813,805500,6,8,10199,4,2,1,3.133011977037,3.10449963642633,24,4,3,3,11
231.404,2012,31.82608,-101.420765,0,0,360000,635152,808500,5,8,10150,4,2,1,3,3,24,4,2,3,11
39.552,2012,31.66281,-101.420765,143327.683059636,8071.41087850999,52296.7629239489,440499.639276094,465525.79031171,9,1,7732,6,18,1,1,1,25,6,1,3,8
45.796,2012,31.79513,-101.420765,102791.402075742,40183.785232922,13900.7836634096,448064.373692866,475369.893593961,8,1,7866,4,19,1,3.17497273321132,3.29667250642338,27,8,3,3,8
25.952,2012,31.66753,-101.420765,129962.928126979,28213.1437842297,18920.2475843039,334094.879591211,394162.543557147,7,1,7188,6,4,1,4,5,6,1,3,3,6.130429558264
107.336,2012,31.92888,-101.420765,295008,0,0,831195,295008,8,1,7452,4,34,1,1,3,10,6,3,3,9
333.52,2012,31.74934,-101.420765,0,0,0,831195,831195,8,1,8346,4,25,1,3.30958497868552,3.61094955011277,13.0458709012534,3.94977909557658,3,3,6
68.90641599,2003,31.76507,-101.420765,421008,0,0,401920,421008,4,1,7651,1,13,2,3,1,5,7,2,3,9
50.888,2003,31.77244,-101.420765,299000,4000,0,116500,303000,3,2,9428,1,12,2,3,4,18,7,2,3,9
38.20476317,2003,31.7346,-101.420765,0,7000,0,247891,272650,5,7,9778,1,13,2,1,4,18,7,2,3,6
37.41851414,2003,31.7466,-101.420765,0,10000,0,172588,293156,6,8,10124,1,13,2,4,4,11,7,3,3,6
34.95435561,2003,31.71,-101.420765,279818,4000,0,210542,283818,2,8,10195,2,13,2,4,3,18,7,4,3,9
26.8747488,2003,31.7036,-101.420765,0,10000,0,301870,356635,6,9,10194,1,13,2,1,3,17,6,3,3,6
42.6041591,2003,31.6883,-101.420765,321655,10000,0,270589,331655,6,9,10165,2,13,2,4,4,18,7,3,3,9
48.24447828,2003,31.68367,-101.420765,322255,11000,0,259800,333255,9,10,10152,2,13,2,4,4,18,7,1,3,10
21.75125213,2003,31.801,-101.420765,0,7000,0,155899,225837,7,6,9774,1,13,2,4,4,11,7,3,3,6
38.64026668,2003,31.8181,-101.420765,0,10000,0,171000,294361,11,8,10043,1,13,2,4,4,11,7,1,3,6
65.232,2003,31.7089,-101.420765,0,5000,0,312260,351629,4,8,10212,2,13,2,4,1,18,7,2,3,6
23.53290545,2003,31.72589,-101.420765,0,4000,0,313940,192330,2,3,7248,3,27,2,4,3,18,7,4,3,11
40.9539479,2003,31.75353,-101.420765,0,4500,0,472470,198006,1,2,7136,3,27,2,4,3,5,7,4,3,11
28.54388452,2003,31.75071,-101.420765,0,3200,0,472170,195181,1,8,7205,3,27,2,4,2,18,7,4,1,1
44.628,2003,31.71408,-101.420765,0,5000,0,471920,215336,1,3,7055,3,27,2,1,3,18,7,4,3,11
72.61706848,2003,31.68201,-101.420765,0,2500,2500,312520,200384,1,7,7011,5,27,2,4,2,18,7,4,3,11
34.404,2003,31.68504,-101.420765,0,5000,0,471640,213110,1,3,7082,3,27,2,4,3,18,7,4,3,11
42.62807791,2003,31.71044,-101.420765,0,4000,0,473510,222736,2,3,7158,3,27,2,5,3,18,7,4,3,11
32.696,2003,31.7568,-101.420765,313992,0,0,831195,313992,1,1,8044,1,13,2,1,4,17,6,4,3,9
59.86412198,2003,31.74844,-101.420765,284844,0,0,447660,284844,1,1,7666,1,13,2,4,3,18,7,4,3,9
35.397,2003,31.75031,-101.420765,340998,0,0,341850,340998,5,1,7630,1,13,2,3,4,18,7,2,3,9
35.86682289,2003,31.75426,-101.420765,197232,0,0,257320,197232,6,1,8396,1,13,2,3,3,11,7,3,3,9
41.692,2003,31.80806,-101.420765,297696,0,0,371330,297696,1,1,7742,1,13,2,4,4,13,1,4,3,9
53.48724843,2003,31.7189,-101.420765,256614,2000,0,96126,258614,1,5,10214,2,13,2,1,3,26,7,4,1,1
59.14113065,2003,31.80528,-101.420765,0,5000,0,214000,131000,1,2,8538,1,13,2,4,1,11,7,4,3,11
29.684,2003,31.8037,-101.420765,342682,0,0,194524,342682,1,4,8396,1,15,2,3,3,11,7,4,3,9
13.256,2003,31.85098,-101.420765,831195,0,0,525460,831195,4,1,7455,3,13,2,3,3,18,7,2,3,9
32.36,2003,31.86433,-101.420765,304080,0,0,403560,304080,4,1,7508,3,13,2,3,6,18,7,2,3,9
42.39503173,2003,31.78,-101.420765,341483,0,0,199940,341483,1,4,10256,1,27,2,3,4,11,7,4,3,9
45.712,2003,31.78472,-101.420765,278000,5000,0,390000,283000,3,2,7728,1,24,2,4,3,18,7,2,3,9
35.08171606,2003,31.7633,-101.420765,0,2000,0,831195,205114,4,6,7214,3,27,2,1,3,5,7,2,1,1
54.188,2003,31.78587,-101.420765,298000,5000,0,366000,303000,3,2,7689,1,24,2,3,4,18,7,2,3,9
45.17484084,2003,31.6616,-101.420765,0,11000,0,274296,330964,4,10,10235,2,13,2,3,4,18,7,2,3,6
75.676,2003,31.69204,-101.420765,0,4000,0,293688,352536,3,7,10204,2,13,2,3,1,18,7,2,3,6
48.24429574,2003,31.78129,-101.420765,0,8000,0,535133,400910,5,14,10144,3,27,2,3,4,18,7,2,1,1
19.40387603,2003,31.74117,-101.420765,0,4000,0,472700,197620,6,7,7302,3,27,2,1,3,18,7,3,1,1
48.98034099,2003,31.74105,-101.420765,0,5000,0,473100,181026,6,8,7195,3,27,2,4,3,18,7,3,1,1
42.128,2003,31.72485,-101.420765,0,5500,0,472170,210628,8,6,7167,3,27,2,1,3,5,7,3,3,11
38.332,2003,31.76902,-101.420765,439000,35550,0,243000,474550,4,4,8051,1,12,2,4,4,18,7,2,3,9
62.932,2003,31.82537,-101.420765,371028,0,0,444980,371028,10,1,8427,1,13,2,4,4,11,7,1,3,10
52.728,2003,31.92875,-101.420765,73470,4000,0,488719,278650,6,9,9120,3,27,2,2,2,5,7,3,3,2
14.66478303,2003,31.70266,-101.420765,317940,0,0,386540,317940,5,1,7704,2,13,2,4,1,18,7,2,3,3
58.376,2003,31.95258,-101.420765,0,5500,0,489980,273917,5,9,7122,3,27,2,4,3,18,7,2,2,1
37.467,2003,31.79229,-101.420765,0,6500,0,39200,155500,8,2,7661,1,24,2,3,1,5,7,3,3,6
37.02778895,2003,31.7195,-101.420765,281233,10000,0,166834,291233,5,8,10214,2,13,2,4,4,11,7,2,3,9
74.076,2003,31.7735,-101.420765,358260,0,0,308600,358260,8,1,7968,1,13,2,3,3,5,7,3,3,9
26.49440013,2003,31.80119,-101.420765,0,12500,0,462698,369788,8,12,9678,3,27,2,4,4,11,7,3,3,6
15.96090849,2003,31.802,-101.420765,0,12500,0,390120,380042,9,10,10389,3,27,2,3,3,11,7,1,3,6
25.85262153,2003,31.80377,-101.420765,0,5500,0,507220,291226,8,8,7476,3,27,2,3,1,18,7,3,3,6
55.27195048,2003,31.78964,-101.420765,367584,0,0,392150,367584,8,1,8034,1,13,2,4,4,18,7,3,3,9
51.36853882,2003,31.80695,-101.420765,0,0,0,284200,320628,11,1,8310,1,13,2,3,3,11,7,1,3,6
49.61751604,2003,31.80954,-101.420765,361830,0,0,379760,361830,9,1,7712,1,13,2,3,3,5,7,1,3,9
18.94660235,2003,31.75528,-101.420765,0,9500,0,219633,300678,10,8,8172,3,27,2,3,1,11,7,1,3,11
63.68472659,2003,31.87185,-101.420765,270816,0,0,413830,270816,11,1,8237,3,13,2,3,6,11,7,1,3,9
56.57014461,2003,31.85797,-101.420765,219786,0,0,241000,219786,10,1,8184,3,13,2,4,2,11,7,1,3,3
28.908,2003,31.93618,-101.420765,0,5500,0,490430,275319,7,8,8980,4,27,2,3,2,5,7,3,3,11
36.564,2003,31.80578,-101.420765,0,25000,0,461000,202000,10,2,7617,1,24,2,3,2,18,7,1,3,6
29.12342212,2003,31.75038,-101.420765,0,12500,0,388890,361856,10,10,8172,3,27,2,4,1,11,7,1,3,11
24.11090636,2003,31.74611,-101.420765,0,6500,0,350557,221519,10,6,8157,3,27,2,4,4,11,7,1,3,11
15.893,2003,31.74802,-101.420765,0,9500,0,370431,303571,10,8,9837,3,27,2,4,3,11,7,1,3,6
61.44099752,2003,31.7186,-101.420765,290069,11000,0,250780,301069,6,10,10113,2,13,2,3,1,18,7,3,3,9
34.02,2003,31.72532,-101.420765,236734,8000,0,255165,244734,6,8,9645,2,13,2,3,4,18,7,3,3,9
41.71257753,2003,31.73403,-101.420765,285928,10000,0,304342,295928,8,10,10107,2,13,2,4,1,18,7,3,1,9
19.84023768,2003,31.82287,-101.420765,0,10000,0,370520,287922,9,8,8222,3,27,2,3,4,11,7,1,3,11
32.21359276,2003,31.81317,-101.420765,0,10000,0,371530,307146,9,8,10044,3,27,2,3,1,11,7,1,3,6
19.83325601,2003,31.7533,-101.420765,0,6500,0,352910,228689,10,6,8186,3,27,2,3,4,11,7,1,3,11
40.888,2003,31.7199,-101.420765,0,10000,0,277400,334328,7,9,10127,1,13,2,3,3,18,7,3,3,6
69.06138557,2003,31.82846,-101.420765,334026,4000,0,277480,338026,10,2,8396,1,13,2,3,3,11,7,1,1,1
53.92,2003,31.7462,-101.420765,313611,10000,0,260479,323611,7,10,10178,1,13,2,4,1,18,7,3,3,9
46.21327329,2003,31.6681,-101.420765,0,11000,0,261469,326264,8,10,10102,2,13,2,1,4,18,7,3,3,6
49.79286603,2003,31.7787,-101.420765,0,12500,0,387340,401474,11,12,9580,3,27,2,3,4,11,7,1,3,6
37.596,2003,31.8018,-101.420765,0,10000,0,171340,289934,10,8,9982,1,13,2,4,3,11,7,1,3,6
51.75635454,2003,31.8106,-101.420765,213950,6000,0,153760,219950,9,5,9778,1,13,2,4,4,11,7,1,3,10
20.972,2003,31.794,-101.420765,0,9000,0,170985,292313,8,7,8355,1,13,2,4,4,11,7,3,3,6
29.064,2003,31.7721,-101.420765,276740,10000,0,168000,286740,10,8,10121,1,13,2,4,1,11,7,1,3,9
87.43651256,2003,31.76532,-101.420765,280388,10000,0,165500,290388,10,8,10031,1,13,2,3,4,11,7,1,3,9
25.848,2003,31.69468,-101.420765,0,3500,0,335480,142405,9,5,7743,5,27,2,4,3,11,7,1,1,1
27.84973229,2003,31.7097,-101.420765,0,3500,0,335540,130206,9,4,7762,3,27,2,3,2,11,7,1,3,11
54.508,2003,31.76463,-101.420765,0,0,0,84000,360925,8,2,7964,1,12,2,4,4,18,7,3,3,11
28.99923783,2003,31.8153,-101.420765,0,5000,0,469510,199720,10,6,8387,3,27,2,5,3,18,7,1,3,11
29.28650586,2003,31.8296,-101.420765,278672,10000,0,168000,288672,10,8,9948,1,13,2,1,4,11,7,1,3,10
62.18847305,2003,31.7926,-101.420765,279726,9000,0,158412,288726,9,7,10094,1,13,2,4,4,11,7,1,3,10
23.092,2003,31.72739,-101.420765,0,5000,0,470600,197045,9,8,7262,3,27,2,1,3,5,7,1,1,1
29.356,2003,31.7789,-101.420765,276301,10000,0,173000,286301,10,8,10138,1,13,2,3,4,11,7,1,3,9
45.38,2003,31.7056,-101.420765,319795,11000,0,283000,330795,9,10,10288,1,13,2,4,4,17,6,1,3,10
69.4284143,2003,31.6922,-101.420765,280455,10000,0,143500,290455,9,8,10124,2,13,2,3,4,11,7,1,3,9
35.94017441,2003,31.8118,-101.420765,0,10000,0,171000,288705,10,8,10131,1,13,2,1,4,11,7,1,3,6
46.744,2004,31.80228,-101.420765,0,14000,0,250000,86000,2,2,8292,1,24,2,3,3,11,7,4,3,6
60.88727674,2003,31.75711,-101.420765,0,5000,0,450350,193723,11,8,7268,3,27,2,4,3,18,7,1,1,1
48.204,2003,31.6768,-101.420765,0,10000,0,164423,291951,11,8,10092,2,13,2,4,4,11,7,1,3,6
39.228,2003,31.6743,-101.420765,268411,10000,0,155000,278411,12,8,10100,2,13,2,4,4,11,7,4,3,10
51.4008322,2003,31.6813,-101.420765,0,10000,0,159500,284821,12,8,10146,2,13,2,3,4,11,7,4,3,6
102.9154604,2003,31.8118,-101.420765,0,5500,0,313000,187500,10,8,7838,1,13,2,4,4,5,7,1,3,11
46.92,2003,31.74378,-101.420765,0,12500,0,388286,381034,11,10,9808,1,27,2,3,4,18,7,1,3,6
56.28002967,2003,31.762,-101.420765,0,9500,0,367600,309393,12,8,10132,1,27,2,3,4,11,7,4,3,6
36.512,2003,31.73105,-101.420765,0,9500,0,372160,291005,12,8,10296,2,27,2,1,3,11,7,4,3,6
27.604,2003,31.73682,-101.420765,0,9500,0,372173,289274,12,8,10266,2,27,2,3,3,18,7,4,3,6
36.296,2004,31.7743,-101.420765,0,9000,0,291000,92000,3,2,8194,1,24,2,4,4,11,7,2,3,6
74.212,2004,31.86862,-101.420765,382200,0,0,464414,382200,3,1,8228,3,13,2,3,6,11,7,2,3,3
31.67528813,2004,31.7354,-101.420765,0,10000,0,173000,284131,1,8,10085,1,13,2,3,4,11,7,4,3,6
34.74,2003,31.6806,-101.420765,0,7300,0,174500,284749,12,8,10188,2,13,2,4,3,11,7,4,3,6
23.48530212,2003,31.8236,-101.420765,0,10000,0,170000,265364,1,8,10008,1,13,2,1,4,11,7,4,3,6
41.116,2004,31.6752,-101.420765,0,10000,0,169528,280233,1,8,10095,2,13,2,1,4,18,7,4,3,6
34.972,2004,31.6662,-101.420765,0,10000,0,166000,288112,1,8,10104,2,13,2,1,4,11,7,4,3,6
59.83319228,2003,31.6715,-101.420765,0,10000,0,161048,281890,12,8,10104,2,13,2,2,3,11,7,4,3,6
40.024,2004,31.6721,-101.420765,0,10000,0,191500,293927,5,8,10133,2,13,2,2,4,11,7,2,3,6
53.41442894,2004,31.78972,-101.420765,0,14000,0,831195,774000,1,2,8357,1,24,2,4,1,11,7,4,3,6
57.53915632,2004,31.68173,-101.420765,0,15876,0,653345,387576,1,2,7938,1,20,2,4,3,18,7,4,3,6
47.144,2003,31.77689,-101.420765,0,8000,0,264000,515000,12,4,7868,1,12,2,4,4,18,7,4,3,6
9.608,2004,31.91882,-101.420765,173000,2750,0,200270,175750,8,4,8578,3,3,2,4,3,11,7,3,3,3
60.292,2004,31.77534,-101.420765,0,0,0,200690,300510,2,1,8875,1,13,2,4,5,11,7,4,3,11
50.42609975,2004,31.73587,-101.420765,0,9000,0,171260,290277,3,7,10071,1,13,2,4,4,18,7,2,3,6
34.60778643,2003,31.71597,-101.420765,0,10000,0,144000,287662,12,8,10113,1,13,2,4,1,11,7,4,3,6
39.90735845,2004,31.86038,-101.420765,0,295890,0,430880,295890,4,1,8208,3,13,2,3,2,11,7,2,3,1
56.3998334,2004,31.7719,-101.420765,0,20000,0,273000,475000,4,4,7900,1,12,2,4,4,18,7,2,3,6
34.484,2004,31.77179,-101.420765,268000,24000,0,301000,292000,4,2,8239,1,24,2,3,4,11,7,2,3,9
69.96060032,2004,31.78981,-101.420765,329532,0,0,325190,329532,4,1,8323,1,13,2,4,3,11,7,2,3,3
67.268,2004,31.85985,-101.420765,305340,0,0,434510,305340,7,1,8048,3,13,2,3,2,18,7,3,3,3
43.268,2004,31.693,-101.420765,0,10000,0,170320,295605,1,8,10182,2,13,2,1,4,11,7,4,3,6
31.92805746,2004,31.7036,-101.420765,0,10000,0,184096,297570,2,8,10176,2,13,2,3,1,11,7,4,3,6
52.85194007,2004,31.76988,-101.420765,0,5000,0,471380,203190,3,6,7249,3,27,2,1,3,18,7,2,3,11
46.312,2004,31.77164,-101.420765,0,5000,0,475120,205238,3,6,7216,3,27,2,3,3,18,7,2,3,11
80.32913438,2004,31.77514,-101.420765,0,5000,0,471910,205303,3,6,7221,3,27,2,3,3,18,7,2,3,11
61.45273928,2005,31.8199,-101.420765,407064,0,0,351360,407064,1,1,8353,1,13,2,3,4,11,7,4,3,3
31.45750307,2004,31.80361,-101.420765,366408,0,0,452250,366408,8,1,8321,1,13,2,3,4,11,7,3,3,3
24.8743132,2004,31.6859,-101.420765,0,10000,0,191000,297292,3,8,10123,2,13,2,4,4,11,7,2,3,6
158.02,2004,31.6916,-101.420765,0,10000,0,163000,268005,3,8,10155,2,13,2,1,4,11,7,2,3,6
56.79350791,2004,31.7482,-101.420765,0,10000,0,173500,280240,4,8,10122,1,13,2,3,3,11,7,2,3,6
57.53896741,2004,31.7256,-101.420765,3000,6000,0,182494,305337,4,11,8318,2,13,2,4,1,11,7,2,3,6
33.54,2004,31.73777,-101.420765,345030,0,0,333410,345030,5,1,8266,1,13,2,3,3,18,7,2,3,3
49.26,2004,31.7991,-101.420765,0,5000,0,475880,203618,7,6,7123,3,27,2,3.10869440464971,2.89985281152094,18,7,3,3,11
43.884,2004,31.84944,-101.420765,342300,0,0,291940,342300,9,1,8087,3,13,2,4,3,11,7,1,3,3
60.116,2004,31.6979,-101.420765,0,9000,0,181220,289737,4,7,10167,2,13,2,4,4,11,7,2,3,6
28.392,2004,31.6878,-101.420765,0,10000,0,149500,290146,2,8,10089,2,13,2,4,6,11,7,4,3,6
47.89992016,2004,31.7155,-101.420765,0,10000,0,172000,294650,4,8,10139,1,13,2,4,4,11,7,2,3,6
14.85059152,2004,31.7145,-101.420765,0,10000,0,168500,276796,4,8,10121,2,13,2,4,4,11,7,2,3,6
23.763,2004,31.8175,-101.420765,0,10000,0,175000,288534,3,8,10067,1,13,2,4,2,11,7,2,3,6
58.35472283,2006,31.8149,-101.420765,0,477666,0,543040,477666,12,2,8065,1,13,2,4,2,18,7,4,3,9
43.176,2004,31.6877,-101.420765,0,10000,0,174296,282080,7,8,10133,2,13,2,4,4,11,7,3,3,6
31.02059944,2004,31.77534,-101.420765,326352,0,0,352040,326352,6,1,7955,1,13,2,3,3,5,7,3,3,3
46.456,2004,31.93425,-101.420765,0,7500,0,388238,304923,9,6,7104,3,27,2,4,2,5,7,1,3,11
60.648,2004,31.93173,-101.420765,0,4000,0,437481,341722,9,7,7063,3,27,2,4,2,5,7,1,3,11
31.516,2004,31.793,-101.420765,0,5000,0,472910,210968,6,6,7135,3,27,2,4,3,18,7,3,3,11
25.503,2004,31.79786,-101.420765,0,14000,0,312000,14000,5,2,8166,1,24,2,4,4,11,7,2,3,9
66.67873896,2004,31.78643,-101.420765,0,14000,0,322000,14000,6,2,8102,1,24,2,3,4,18,7,3,3,9
30.336,2004,31.79926,-101.420765,0,5000,0,473760,200972,7,6,7131,3,27,2,3.0031065899998,2.90718647400066,18,7,3,3,11
32.084,2004,31.7071,-101.420765,0,10000,0,155640,298374,7,8,10170,2,13,2,3,4,11,7,3,3,6
