WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
561,2003,31.73403,-101.420765,10510,4,10,285928,10000,0,0,304342,295928,41.71257753,8,10,10107,10301,18751,2,13,2,2003-08-24,4,1,18,3,7,3,1,9
562,2003,31.82287,-101.420765,10590,4,8,0,10000,277922,0,370520,287922,19.84023768,9,8,8222,8454,191919,3,27,2,2003-09-22,3,4,11,2,7,1,3,11
563,2003,31.81317,-101.420765,10500,4,8,0,10000,297146,0,371530,307146,32.21359276,9,8,10044,10054,15706,3,27,2,2003-09-25,3,1,11,2,7,1,3,6
564,2003,31.7533,-101.420765,10500,3,6,0,6500,222189,0,352910,228689,19.83325601,10,6,8186,8414,173059,3,27,2,2003-10-09,3,4,11,2,7,1,3,11
566,2003,31.7199,-101.420765,10510,5,9,0,10000,324328,0,277400,334328,40.888,7,9,10127,10242,17278,1,13,2,2003-07-26,3,3,18,3,7,3,3,6
567,2003,31.82846,-101.420765,10900,1,2,334026,4000,0,0,277480,338026,69.06138557,10,2,8396,10279,0,1,13,2,2003-10-01,3,3,11,2,7,1,1,1
568,2003,31.7462,-101.420765,10542,5,9,313611,10000,0,0,260479,323611,53.92,7,10,10178,10365,17236,1,13,2,2003-07-02,4,1,18,3,7,3,3,9
569,2003,31.6681,-101.420765,10502,5,10,0,11000,315264,0,261469,326264,46.21327329,8,10,10102,10221,17423,2,13,2,2003-08-08,1,4,18,3,7,3,3,6
571,2003,31.7787,-101.420765,10500,5,10,0,12500,388974,0,387340,401474,49.79286603,11,12,9580,9590,18452,3,27,2,2003-11-12,3,4,11,2,7,1,3,6
574,2003,31.8018,-101.420765,10500,4,8,0,10000,279934,0,171340,289934,37.596,10,8,9982,10083,17500,1,13,2,2003-10-04,4,3,11,2,7,1,3,6
575,2003,31.8106,-101.420765,10500,3,5,213950,6000,0,0,153760,219950,51.75635454,9,5,9778,10338,38834,1,13,2,2003-09-25,4,4,11,2,7,1,3,10
579,2003,31.794,-101.420765,10515,4,7,0,9000,283313,0,170985,292313,20.972,8,7,8355,8829,72253,1,13,2,2003-08-07,4,4,11,2,7,3,3,6
580,2003,31.7721,-101.420765,10535,4,8,276740,10000,0,0,168000,286740,29.064,10,8,10121,10437,18000,1,13,2,2003-10-08,4,1,11,2,7,1,3,9
581,2003,31.76532,-101.420765,10520,4,8,280388,10000,0,0,165500,290388,87.43651256,10,8,10031,10128,18500,1,13,2,2003-10-14,3,4,11,2,7,1,3,9
586,2003,31.69468,-101.420765,8750,2,5,0,3500,138905,0,335480,142405,25.848,9,5,7743,7953,0,5,27,2,2003-09-19,4,3,11,2,7,1,1,1
587,2003,31.7097,-101.420765,8750,2,4,0,3500,126706,0,335540,130206,27.84973229,9,4,7762,7992,176029,3,27,2,2003-09-19,3,2,11,2,7,1,3,11
592,2003,31.76463,-101.420765,10120,2,2,0,0,360925,0,84000,360925,54.508,8,2,7964,8639,25000,1,12,2,2003-08-26,4,4,18,3,7,3,3,11
593,2003,31.8153,-101.420765,8598,3,6,0,5000,194720,0,469510,199720,28.99923783,10,6,8387,8533,168320,3,27,2,2003-10-16,5,3,18,3,7,1,3,11
594,2003,31.8296,-101.420765,10520,4,8,278672,10000,0,0,168000,288672,29.28650586,10,8,9948,10376,18500,1,13,2,2003-10-01,1,4,11,2,7,1,3,10
595,2003,31.7926,-101.420765,10520,4,7,279726,9000,0,0,158412,288726,62.18847305,9,7,10094,10264,18293,1,13,2,2003-09-27,4,4,11,2,7,1,3,10
596,2003,31.72739,-101.420765,9050,3,8,0,5000,192045,0,470600,197045,23.092,9,8,7262,7476,0,3,27,2,2003-09-19,1,3,5,1,7,1,1,1
599,2003,31.7789,-101.420765,10525,4,8,276301,10000,0,0,173000,286301,29.356,10,8,10138,10225,18500,1,13,2,2003-10-07,3,4,11,2,7,1,3,9
600,2003,31.7056,-101.420765,10527,5,10,319795,11000,0,0,283000,330795,45.38,9,10,10288,10389,18500,1,13,2,2003-09-07,4,4,17,3,6,1,3,10
602,2003,31.6922,-101.420765,10525,4,8,280455,10000,0,0,143500,290455,69.4284143,9,8,10124,10236,18000,2,13,2,2003-09-25,3,4,11,2,7,1,3,9
603,2003,31.8118,-101.420765,10530,4,8,0,10000,278705,0,171000,288705,35.94017441,10,8,10131,10307,18000,1,13,2,2003-10-25,1,4,11,2,7,1,3,6
605,2004,31.80228,-101.420765,11100,1,2,0,14000,72000,0,250000,86000,46.744,2,2,8292,10286,250000,1,24,2,2004-02-14,3,3,11,2,7,4,3,6
608,2003,31.75711,-101.420765,9050,3,8,0,5000,188723,0,450350,193723,60.88727674,11,8,7268,7498,0,3,27,2,2003-11-12,4,3,18,3,7,1,1,1
611,2003,31.6768,-101.420765,10525,4,8,0,10000,281951,0,164423,291951,48.204,11,8,10092,10386,17511,2,13,2,2003-11-14,4,4,11,2,7,1,3,6
612,2003,31.6743,-101.420765,10515,4,8,268411,10000,0,0,155000,278411,39.228,12,8,10100,10345,21000,2,13,2,2003-12-07,4,4,11,2,7,4,3,10
613,2003,31.6813,-101.420765,10500,4,8,0,10000,274821,0,159500,284821,51.4008322,12,8,10146,10269,23500,2,13,2,2003-12-31,3,4,11,2,7,4,3,6
615,2003,31.8118,-101.420765,10200,4,8,0,5500,182000,0,313000,187500,102.9154604,10,8,7838,7894,112000,1,13,2,2003-10-23,4,4,5,1,7,1,3,11
616,2003,31.74378,-101.420765,10520,5,10,0,12500,368534,0,388286,381034,46.92,11,10,9808,9893,21685,1,27,2,2003-11-27,3,4,18,3,7,1,3,6
617,2003,31.762,-101.420765,10500,4,8,0,9500,299893,0,367600,309393,56.28002967,12,8,10132,10297,15488,1,27,2,2003-12-31,3,4,11,2,7,4,3,6
618,2003,31.73105,-101.420765,10502,4,8,0,9500,281505,0,372160,291005,36.512,12,8,10296,10400,16800,2,27,2,2003-12-20,1,3,11,2,7,4,3,6
619,2003,31.73682,-101.420765,10520,4,8,0,9500,279774,0,372173,289274,27.604,12,8,10266,10348,17549,2,27,2,2003-12-31,3,3,18,3,7,4,3,6
621,2004,31.7743,-101.420765,11000,1,2,0,9000,83000,0,291000,92000,36.296,3,2,8194,10147,291000,1,24,2,2004-03-03,4,4,11,2,7,2,3,6
622,2004,31.86862,-101.420765,11100,1,1,382200,0,0,0,464414,382200,74.212,3,1,8228,9765,464414,3,13,2,2004-03-30,3,6,11,2,7,2,3,3
626,2004,31.7354,-101.420765,10515,4,8,0,10000,274131,0,173000,284131,31.67528813,1,8,10085,10265,18000,1,13,2,2004-01-22,3,4,11,2,7,4,3,6
627,2003,31.6806,-101.420765,10525,4,8,0,7300,277449,0,174500,284749,34.74,12,8,10188,10384,19000,2,13,2,2003-12-06,4,3,11,2,7,4,3,6
630,2003,31.8236,-101.420765,10503,4,8,0,10000,255364,0,170000,265364,23.48530212,1,8,10008,10283,18000,1,13,2,2004-01-02,1,4,11,2,7,4,3,6
633,2004,31.6752,-101.420765,10525,4,8,0,10000,270233,0,169528,280233,41.116,1,8,10095,10224,16981,2,13,2,2004-01-09,1,4,18,3,7,4,3,6
634,2004,31.6662,-101.420765,10525,4,8,0,10000,278112,0,166000,288112,34.972,1,8,10104,10172,18000,2,13,2,2004-01-22,1,4,11,2,7,4,3,6
635,2003,31.6715,-101.420765,10520,4,8,0,10000,271890,0,161048,281890,59.83319228,12,8,10104,10248,14548,2,13,2,2003-12-25,2,3,11,2,7,4,3,6
636,2004,31.6721,-101.420765,10510,4,8,0,10000,283927,0,191500,293927,40.024,5,8,10133,10251,30500,2,13,2,2004-05-23,2,4,11,2,7,2,3,6
639,2004,31.78972,-101.420765,11000,1,2,0,14000,760000,0,831195,774000,53.41442894,1,2,8357,10536,831195,1,24,2,2004-01-29,4,1,11,2,7,4,3,6
641,2004,31.68173,-101.420765,10145,1,2,0,15876,371700,0,653345,387576,57.53915632,1,2,7938,9883,653345,1,20,2,2004-01-31,4,3,18,3,7,4,3,6
642,2003,31.77689,-101.420765,10125,2,4,0,8000,507000,0,264000,515000,47.144,12,4,7868,8585,175000,1,12,2,2003-12-12,4,4,18,3,7,4,3,6
645,2004,31.91882,-101.420765,8905,2,4,173000,2750,0,0,200270,175750,9.608,8,4,8578,8776,54450,3,3,2,2004-08-03,4,3,11,2,7,3,3,3
646,2004,31.77534,-101.420765,10750,1,1,0,0,300510,0,200690,300510,60.292,2,1,8875,9951,200690,1,13,2,2004-02-10,4,5,11,2,7,4,3,11
647,2004,31.73587,-101.420765,10500,4,7,0,9000,281277,0,171260,290277,50.42609975,3,7,10071,10298,17231,1,13,2,2004-03-21,4,4,18,3,7,2,3,6
648,2003,31.71597,-101.420765,10525,4,8,0,10000,277662,0,144000,287662,34.60778643,12,8,10113,10380,23000,1,13,2,2003-12-29,4,1,11,2,7,4,3,6
649,2004,31.86038,-101.420765,11000,1,1,0,295890,0,0,430880,295890,39.90735845,4,1,8208,9948,430880,3,13,2,2004-04-06,3,2,11,2,7,2,3,1
650,2004,31.7719,-101.420765,10125,2,4,0,20000,455000,0,273000,475000,56.3998334,4,4,7900,8661,219000,1,12,2,2004-04-12,4,4,18,3,7,2,3,6
651,2004,31.77179,-101.420765,11000,1,2,268000,24000,0,0,301000,292000,34.484,4,2,8239,10102,301000,1,24,2,2004-04-06,3,4,11,2,7,2,3,9
652,2004,31.78981,-101.420765,10765,1,1,329532,0,0,0,325190,329532,69.96060032,4,1,8323,10146,325190,1,13,2,2004-04-29,4,3,11,2,7,2,3,3
653,2004,31.85985,-101.420765,11750,1,1,305340,0,0,0,434510,305340,67.268,7,1,8048,9839,434510,3,13,2,2004-07-01,3,2,18,3,7,3,3,3
655,2004,31.693,-101.420765,10515,4,8,0,10000,285605,0,170320,295605,43.268,1,8,10182,10326,17600,2,13,2,2004-01-25,1,4,11,2,7,4,3,6
656,2004,31.7036,-101.420765,12510,4,8,0,10000,287570,0,184096,297570,31.92805746,2,8,10176,10360,30500,2,13,2,2004-02-23,3,1,11,2,7,4,3,6
657,2004,31.76988,-101.420765,9095,3,6,0,5000,198190,0,471380,203190,52.85194007,3,6,7249,7441,134453,3,27,2,2004-03-24,1,3,18,3,7,2,3,11
658,2004,31.77164,-101.420765,9060,3,6,0,5000,200238,0,475120,205238,46.312,3,6,7216,7418,135510,3,27,2,2004-03-28,3,3,18,3,7,2,3,11
659,2004,31.77514,-101.420765,9050,3,6,0,5000,200303,0,471910,205303,80.32913438,3,6,7221,7421,135222,3,27,2,2004-03-28,3,3,18,3,7,2,3,11
661,2005,31.8199,-101.420765,10905,1,1,407064,0,0,0,351360,407064,61.45273928,1,1,8353,10004,351360,1,13,2,2005-01-06,3,4,11,2,7,4,3,3
663,2004,31.80361,-101.420765,10100,1,1,366408,0,0,0,452250,366408,31.45750307,8,1,8321,9993,452250,1,13,2,2004-08-01,3,4,11,2,7,3,3,3
664,2004,31.6859,-101.420765,10528,4,8,0,10000,287292,0,191000,297292,24.8743132,3,8,10123,10331,39000,2,13,2,2004-03-12,4,4,11,2,7,2,3,6
665,2004,31.6916,-101.420765,10515,4,8,0,10000,258005,0,163000,268005,158.02,3,8,10155,10245,18000,2,13,2,2004-03-26,1,4,11,2,7,2,3,6
666,2004,31.7482,-101.420765,10520,4,8,0,10000,270240,0,173500,280240,56.79350791,4,8,10122,10271,25500,1,13,2,2004-04-21,3,3,11,2,7,2,3,6
667,2004,31.7256,-101.420765,10530,4,7,3000,6000,296337,0,182494,305337,57.53896741,4,11,8318,8760,68628,2,13,2,2004-04-09,4,1,11,2,7,2,3,6
668,2004,31.73777,-101.420765,11000,1,1,345030,0,0,0,333410,345030,33.54,5,1,8266,10090,333410,1,13,2,2004-05-08,3,3,18,3,7,2,3,3
669,2004,31.7991,-101.420765,8950,3,6,0,5000,198618,0,475880,203618,49.26,7,6,7123,7307,135487,3,27,2,2004-07-20,NA,NA,18,3,7,3,3,11
670,2004,31.84944,-101.420765,10750,1,1,342300,0,0,0,291940,342300,43.884,9,1,8087,9911,291940,3,13,2,2004-09-01,4,3,11,2,7,1,3,3
672,2004,31.6979,-101.420765,10500,4,7,0,9000,280737,0,181220,289737,60.116,4,7,10167,10326,25114,2,13,2,2004-04-11,4,4,11,2,7,2,3,6
673,2004,31.6878,-101.420765,10497,4,8,0,10000,280146,0,149500,290146,28.392,2,8,10089,10210,20500,2,13,2,2004-02-27,4,6,11,2,7,4,3,6
674,2004,31.7155,-101.420765,10510,4,8,0,10000,284650,0,172000,294650,47.89992016,4,8,10139,10376,18000,1,13,2,2004-04-08,4,4,11,2,7,2,3,6
675,2004,31.7145,-101.420765,10535,4,8,0,10000,266796,0,168500,276796,14.85059152,4,8,10121,10241,17500,2,13,2,2004-04-12,4,4,11,2,7,2,3,6
678,2004,31.8175,-101.420765,10529,4,8,0,10000,278534,0,175000,288534,23.763,3,8,10067,10101,19500,1,13,2,2004-03-28,4,2,11,2,7,2,3,6
679,2006,31.8149,-101.420765,11529,1,2,0,477666,0,0,543040,477666,58.35472283,12,2,8065,10126,543040,1,13,2,2006-12-23,4,2,18,3,7,4,3,9
680,2004,31.6877,-101.420765,10520,4,8,0,10000,272080,0,174296,282080,43.176,7,8,10133,10317,17283,2,13,2,2004-07-30,4,4,11,2,7,3,3,6
684,2004,31.77534,-101.420765,11000,1,1,326352,0,0,0,352040,326352,31.02059944,6,1,7955,10581,352040,1,13,2,2004-06-13,3,3,5,1,7,3,3,3
685,2004,31.93425,-101.420765,9397,3,6,0,7500,297423,0,388238,304923,46.456,9,6,7104,7288,135450,3,27,2,2004-09-04,4,2,5,1,7,1,3,11
686,2004,31.93173,-101.420765,9365,4,7,0,4000,337722,0,437481,341722,60.648,9,7,7063,7257,135840,3,27,2,2004-09-23,4,2,5,1,7,1,3,11
687,2004,31.793,-101.420765,8955,3,6,0,5000,205968,0,472910,210968,31.516,6,6,7135,7335,137713,3,27,2,2004-06-11,4,3,18,3,7,3,3,11
691,2004,31.79786,-101.420765,11000,1,2,0,14000,0,0,312000,14000,25.503,5,2,8166,10556,312000,1,24,2,2004-05-17,4,4,11,2,7,2,3,9
692,2004,31.78643,-101.420765,11000,1,2,0,14000,0,0,322000,14000,66.67873896,6,2,8102,10640,322000,1,24,2,2004-06-12,3,4,18,3,7,3,3,9
693,2004,31.79926,-101.420765,8955,3,6,0,5000,195972,0,473760,200972,30.336,7,6,7131,7318,138109,3,27,2,2004-07-13,NA,NA,18,3,7,3,3,11
694,2004,31.7071,-101.420765,10515,4,8,0,10000,288374,0,155640,298374,32.084,7,8,10170,10382,30366,2,13,2,2004-07-27,3,4,11,2,7,3,3,6
696,2004,31.77212,-101.420765,11000,1,2,361000,15000,0,0,317000,376000,62.23906507,6,2,8139,10145,317000,1,24,2,2004-06-01,4,3,18,3,7,3,3,9
698,2004,31.713,-101.420765,10507,4,8,0,10000,275217,0,190000,285217,36.10162939,7,8,10108,10407,28000,1,13,2,2004-07-02,3,1,11,2,7,3,3,6
699,2004,31.6658,-101.420765,10501,4,8,0,10000,273023,0,174500,283023,39.632,4,8,8223,8404,74000,2,13,2,2004-04-26,3,2,11,2,7,2,3,6
701,2004,31.82285,-101.420765,11000,1,1,428064,0,0,0,346550,428064,45.37418401,6,1,8320,10300,346550,1,13,2,2004-06-09,4,4,11,2,7,3,3,3
704,2004,31.7225,-101.420765,10510,3,6,0,7512,215473,0,175460,222985,17.58,12,6,9646,9979,46022,2,13,2,2004-12-09,3,3,11,2,7,4,3,6
708,2004,31.7204,-101.420765,10500,4,8,0,10000,279110,0,186700,289110,23.75980535,9,8,10133,10266,31000,2,13,2,2004-09-20,3,4,11,2,7,1,3,6
709,2004,31.7326,-101.420765,10492,4,8,0,10000,273100,0,181500,283100,46.61631594,6,8,10121,10331,29000,1,13,2,2004-06-27,4,1,11,2,7,3,3,6
710,2004,31.7214,-101.420765,10530,4,8,0,10000,265369,0,187800,275369,20.608,7,8,10132,10258,31000,2,13,2,2004-07-27,3,3,11,2,7,3,3,6
711,2004,31.89854,-101.420765,8962,3,3,220000,0,0,0,575000,220000,28.016,4,3,8674,8928,216000,3,17,2,2004-04-29,4,2,18,3,7,2,3,9
712,2004,31.68548,-101.420765,11250,1,1,394800,0,0,0,350290,394800,97.884,7,1,8280,10683,350290,2,13,2,2004-07-31,4,3,11,2,7,3,3,3
713,2004,31.76622,-101.420765,11000,1,2,0,9000,85900,0,329600,94900,36.16,9,2,8186,10459,329600,1,24,2,2004-09-22,3,4,11,2,7,1,3,11
714,2004,31.74256,-101.420765,11077,1,1,410088,0,0,0,350780,410088,54.928,7,1,8129,10583,350780,1,13,2,2004-07-24,3,3,18,3,7,3,3,3
715,2004,31.8105,-101.420765,10099,3,7,0,5500,156000,250,223000,161750,36.412,6,7,8550,8745,100000,1,13,2,2004-06-27,3,3,11,2,7,3,3,11
718,2004,31.74442,-101.420765,10514,3,4,0,1000,221525,0,149346,222525,33.376,7,4,9805,10340,38637,1,13,2,2004-07-07,4,1,18,3,7,3,3,6
720,2004,31.75465,-101.420765,11100,1,1,461832,0,0,0,370580,461832,27.19189199,10,1,8280,10607,370580,1,13,2,2004-10-31,3,4,11,2,7,1,3,9
721,2004,31.7076,-101.420765,10520,4,8,0,10000,288979,0,188306,298979,62.57131418,8,8,10148,10272,30606,2,13,2,2004-08-06,3,3,11,2,7,3,3,6
725,2004,31.79571,-101.420765,11000,1,2,271800,24000,0,0,300900,295800,58.17200944,10,2,8279,10434,300900,1,24,2,2004-10-18,3,1,11,2,7,1,3,9
726,2004,31.78397,-101.420765,11000,1,1,457338,0,0,0,357950,457338,33.5191448,10,1,8648,10563,357950,1,13,2,2004-10-26,1,4,11,2,7,1,3,3
729,2005,31.7375,-101.420765,10510,3,6,0,7000,205335,0,161200,212335,35.008,1,6,9677,9966,45128,1,13,2,2005-01-21,3,1,18,3,7,4,3,6
731,2004,31.66337,-101.420765,8780,3,6,0,5000,198282,0,473110,203282,40.98067921,11,6,6960,7138,137282,5,27,2,2004-11-05,5,3,18,3,7,1,3,11
732,2004,31.7083,-101.420765,10515,4,8,0,10000,279226,0,180607,289226,57.7418352,8,8,10106,10168,17249,1,13,2,2004-08-11,3,4,11,2,7,3,3,6
738,2005,31.7093,-101.420765,10520,4,8,0,10000,294159,0,190780,304159,27.688,2,8,10143,10263,30524,1,13,2,2005-02-09,3,1,11,2,7,4,3,6
739,2005,31.8204,-101.420765,10900,1,1,433650,0,0,0,331320,433650,45.952,1,1,8297,10359,331320,1,13,2,2005-01-21,4,4,11,2,7,4,3,3
740,2005,31.7095,-101.420765,10515,4,8,0,10000,279120,0,189380,289120,38.44772302,7,8,10175,10182,30526,1,13,2,2005-07-25,3,4,11,2,7,3,3,6
743,2005,31.6979,-101.420765,10510,3,6,0,7000,191460,0,145509,198460,48.332,3,6,9592,10079,45121,2,13,2,2005-03-21,3,4,11,2,7,2,3,6
744,2004,31.73909,-101.420765,11100,1,1,426888,0,0,0,349710,426888,39.38,12,1,8147,10603,349710,1,13,2,2004-12-12,3,6,18,3,7,4,3,9
745,2005,31.74086,-101.420765,11000,1,1,448770,0,0,0,34300,448770,58.85414189,1,1,8269,10231,34300,1,13,2,2005-01-13,3,4,11,2,7,4,3,3
747,2005,31.86321,-101.420765,11700,1,1,354312,0,0,0,435660,354312,65.47404336,9,1,8051,10325,435660,3,13,2,2005-09-18,3,2,18,3,7,1,3,9
750,2004,31.6988,-101.420765,10505,4,8,0,10000,288644,0,191199,298644,38.192,11,8,10114,10386,29558,2,13,2,2004-11-04,3,4,11,2,7,1,3,6
752,2005,31.7157,-101.420765,10530,4,8,0,10000,284428,0,170481,294428,46.052,3,8,10148,10190,30837,2,13,2,2005-03-30,4,1,11,2,7,2,3,6
753,2005,31.7139,-101.420765,10505,4,8,0,10000,290937,0,190497,300937,26.3487155,2,8,10170,10376,30323,2,13,2,2005-02-07,3,4,11,2,7,4,3,6
756,2005,31.728,-101.420765,10525,4,8,0,10000,310632,0,183675,320632,49.84822773,8,8,10162,10394,28392,1,13,2,2005-08-24,4,3,18,3,7,3,3,6
757,2005,31.7096,-101.420765,10525,4,8,0,10000,290025,0,194860,300025,41.716,2,8,10139,10181,30226,2,13,2,2005-02-24,4,4,11,2,7,4,3,6
758,2005,31.7168,-101.420765,10530,4,8,0,10000,280780,0,190200,290780,28.53084338,7,8,8400,8534,70351,1,13,2,2005-07-15,4,4,11,2,7,3,3,6
759,2005,31.7223,-101.420765,10513,3,6,0,7000,208341,0,169384,215341,17.388,5,6,9678,10138,45931,1,13,2,2005-05-12,3,6,18,3,7,2,3,6
760,2005,31.7297,-101.420765,10510,4,8,0,10000,288510,0,193420,298510,65.73508381,5,8,10120,10177,30226,2,13,2,2005-05-02,4,1,11,2,7,2,3,6
761,2005,31.737,-101.420765,10520,4,8,0,10000,287175,0,181757,297175,11.199,7,8,10265,10305,30640,1,13,2,2005-07-29,3,4,11,2,7,3,3,6
763,2004,31.78249,-101.420765,11005,1,1,407484,0,0,0,349430,407484,27.99322887,12,1,8741,10542,349430,1,13,2,2004-12-28,3,5,11,2,7,4,3,3
764,2004,31.7314,-101.420765,10510,4,8,0,10008,267522,0,190900,277530,46.11910418,12,8,10112,10117,16120,1,13,2,2004-12-09,3,1,11,2,7,4,3,6
765,2005,31.6603,-101.420765,10510,4,8,0,10000,275566,0,191540,285566,42.732,7,8,8475,8655,72750,2,13,2,2005-07-05,1,4,11,2,7,3,3,6
766,2005,31.6579,-101.420765,10500,4,8,0,10000,291913,0,188640,301913,46.864,7,8,8426,8649,72199,2,13,2,2005-07-15,1,4,11,2,7,3,3,6
767,2005,31.85368,-101.420765,11478,1,2,152000,2000,0,0,175000,154000,74.9528507,5,2,7938,8665,175000,1,12,2,2005-05-15,4,6,18,3,7,2,3,9
770,2005,31.68745,-101.420765,11250,1,1,0,0,453978,0,350670,453978,91.768,8,1,8290,10734,350670,2,13,2,2005-08-24,3,3,11,2,7,3,3,11
771,2005,31.69,-101.420765,11265,1,1,0,0,502194,0,500460,502194,68.128,8,1,8225,10876,500460,2,13,2,2005-08-23,3,3,18,3,7,3,3,6
772,2005,31.81789,-101.420765,10937,1,1,430542,0,0,0,350840,430542,48.18907111,4,1,8390,10533,350840,1,13,2,2005-04-25,4,4,11,2,7,2,3,3
776,2005,31.77459,-101.420765,10125,2,4,0,8000,522000,0,334000,530000,49.55407614,1,4,9388,10007,149000,1,12,2,2005-01-18,4,4,18,3,7,4,3,11
778,2005,31.81568,-101.420765,10980,1,1,0,0,579516,0,401720,579516,77.38134441,10,1,8296,10611,401720,1,13,2,2005-10-04,4,4,11,2,7,1,3,6
779,2006,31.81528,-101.420765,10897,1,1,513870,0,0,0,498480,513870,59.04,10,1,8328,10494,498480,1,13,2,2006-10-12,4,4,11,2,7,1,3,3
780,2005,31.70681,-101.420765,10515,4,8,0,10000,285717,0,188421,295717,29.68,1,8,10115,10174,29909,2,13,2,2005-01-27,3,3,11,2,7,4,3,6
781,2005,31.78416,-101.420765,8985,2,4,0,3500,138030,0,337440,141530,25.23054799,8,4,7915,8144,181700,3,27,2,2005-08-03,2,3,11,2,7,3,3,11
782,2006,31.73401,-101.420765,10592,1,1,602154,0,0,0,648106,602154,48.27209734,9,1,8341,10511,648106,1,13,2,2006-09-08,3,4,11,2,7,1,3,9
787,2005,31.6835,-101.420765,10515,4,8,0,10000,287630,0,190640,297630,48.6,6,8,10165,10314,31379,2,13,2,2005-06-10,2,5,11,2,7,3,3,6
788,2005,31.74965,-101.420765,11102,1,1,447678,0,0,0,397760,447678,52.128,8,1,8160,10743,397760,1,13,2,2005-08-17,4,4,11,2,7,3,3,9
790,2005,31.78865,-101.420765,8850,2,4,0,3500,150962,0,370720,154462,31.136,7,4,7836,8018,178500,3,27,2,2005-07-17,4,2,11,2,7,3,3,11
796,2005,31.81198,-101.420765,8814,2,4,0,3500,134241,0,336760,137741,33.076,9,4,7803,7957,183962,3,27,2,2005-09-22,5,2,11,2,7,1,3,11
797,2006,31.6788,-101.420765,10600,1,1,494718,0,0,0,572780,494718,75.82,1,1,8232,10433,572780,2,13,2,2006-01-09,3,5,11,2,7,4,3,9
803,2005,31.6865,-101.420765,10520,4,8,0,10000,287063,0,181077,297063,43.884,5,8,10135,10362,30304,2,13,2,2005-05-06,3,3,11,2,7,2,3,6
804,2006,31.683,-101.420765,10611,1,1,384174,0,0,0,134520,384174,39.33313857,4,1,8128,10387,134520,2,13,2,2006-04-12,3,4,11,2,7,2,3,3
805,2005,31.84666,-101.420765,11485,2,4,0,15000,426000,0,264000,441000,83.324,6,4,9433,9995,175000,1,12,2,2005-06-19,4,4,18,3,7,3,3,11
809,2005,31.79904,-101.420765,11015,1,1,0,0,463554,0,350660,463554,29.26985004,9,1,8294,10663,350660,1,13,2,2005-09-17,4,4,11,2,7,1,3,11
810,2006,31.77891,-101.420765,10849,1,1,665322,0,0,0,613250,665322,43.964,3,1,8356,10543,613250,1,13,2,2006-03-04,4,3,11,2,7,2,3,9
817,2005,31.6863,-101.420765,10500,4,8,0,10000,320415,0,155654,330415,33.832,7,8,10252,10388,29955,2,13,2,2005-07-28,4,3,11,2,7,3,3,6
818,2006,31.7972,-101.420765,10999,1,2,0,6000,435500,0,496700,441500,41.82115739,2,2,8278,10521,496700,1,24,2,2006-02-23,3,1,6,2,1,4,3,6
819,2005,31.813,-101.420765,10540,4,8,0,10000,283385,0,190699,293385,41.208,8,8,10289,10437,30409,1,13,2,2005-08-11,4,4,11,2,7,3,3,6
820,2006,31.7203,-101.420765,10630,1,2,569856,9000,0,0,601330,578856,32.128,3,2,8208,10598,601330,2,13,2,2006-03-15,3,1,18,3,7,2,3,9
821,2005,31.8043,-101.420765,10510,4,8,0,10000,288653,0,182317,298653,57.032,9,8,10262,10376,30149,1,13,2,2005-09-20,3,3,11,2,7,1,3,6
823,2005,31.8207,-101.420765,10550,6,12,0,13944,524202,0,495000,538146,43.372,10,12,9938,10409,30600,1,13,2,2005-10-09,4,4,11,2,7,1,3,6
824,2005,31.7577,-101.420765,10610,1,1,414750,0,0,0,396520,414750,37.848,11,1,8121,10541,396520,1,13,2,2005-11-15,4,4,18,3,7,1,3,9
826,2006,31.83454,-101.420765,11176,1,1,606396,0,0,0,550420,606396,39.916,6,1,8577,10512,550420,1,13,2,2006-06-13,4,5,11,2,7,3,3,3
827,2006,31.74388,-101.420765,10621,1,1,611730,0,0,0,630500,611730,25.465,12,1,8249,10368,630500,1,13,2,2006-12-30,3,3,18,3,7,4,3,3
829,2005,31.78289,-101.420765,10714,1,1,505386,0,0,0,497280,505386,42.156,11,1,8632,10675,497280,1,13,2,2005-11-30,4,4,11,2,7,1,3,9
830,2006,31.78545,-101.420765,10713,1,1,579726,0,0,0,600100,579726,20.72,4,1,8721,10638,600100,1,13,2,2006-04-19,4,1,11,2,7,2,3,3
831,2005,31.76821,-101.420765,10530,6,12,0,15960,458304,0,421620,474264,55.664,10,12,9998,10383,7900,1,13,2,2005-10-07,4,1,11,2,7,1,3,6
832,2005,31.8385,-101.420765,10530,6,12,0,14112,445242,0,422040,459354,21.948,10,12,8173,8494,231940,1,13,2,2005-10-03,4,4,11,2,7,1,3,6
833,2006,31.81577,-101.420765,10515,4,9,0,12000,445406,0,544020,457406,23.084,2,9,9264,10088,NA,3,27,2,2006-02-25,NA,NA,26,5,7,4,6,7
