EUR_o..Mstb.,Subarea,Operator,County,Completion.Year,Surface.Latitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,Type,Depth.Top,Fluid.Amount,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Type,Additive,Mesh.Size,BEND..KHW.
50.42609975,1,13,2,2004,31.73587,10500,4,4,3,7,4,7,171260,290277,3,10071,66931,6,17231,3,9.8992905139,5.9999998465,11004.67
34.60778643,1,13,2,2003,31.71597,10525,4,1,2,7,4,8,144000,287662,3,10113,75023,6,23000,3,10.9755804825,5.9999999232,10803.08
39.90735845,3,13,2,2004,31.86038,11000,3,2,2,7,1,1,430880,295890,3,8208,295890,1,430880,3,11,5.7670354155,10820.45
56.3998334,1,12,2,2004,31.7719,10125,4,4,3,7,2,4,273000,475000,3,7900,181000,6,219000,3,15.7348719671,5.8108824641,10866.11
34.484,1,24,2,2004,31.77179,11000,3,4,2,7,1,2,301000,292000,3,8239,268000,9,301000,3,9,5.8399761632,10935.96
69.96060032,1,13,2,2004,31.78981,10765,4,3,2,7,1,1,325190,329532,3,8323,329532,3,325190,3,20,6.434100159,10930.75
67.268,3,13,2,2004,31.85985,11750,3,2,3,7,1,1,434510,305340,3,8048,305340,3,434510,3,14.0592878393,5.9159308312,10641.53
43.268,2,13,2,2004,31.693,10515,1,4,2,7,4,8,170320,295605,3,10182,67712,6,17600,3,9.1610679584,5.9999997152,11039.28
31.92805746,2,13,2,2004,31.7036,12510,3,1,2,7,4,8,184096,297570,3,10176,80066,6,30500,3,11.2488891742,5.9999999301,11081.91
52.85194007,3,27,2,2004,31.76988,9095,1,3,3,7,3,6,471380,203190,3,7249,55930,11,134453,3,13.2534464712,6,10759.91
46.312,3,27,2,2004,31.77164,9060,3,3,3,7,3,6,475120,205238,3,7216,56742,11,135510,3,14.665003283,6,10730.96
80.32913438,3,27,2,2004,31.77514,9050,3,3,3,7,3,6,471910,205303,3,7221,56519,11,135222,3,16.3736447404,6,10715.25
61.45273928,1,13,2,2005,31.8199,10905,3,4,2,7,1,1,351360,407064,3,8353,407064,3,351360,3,14.7551984204,6.0869286374,10830.56
31.45750307,1,13,2,2004,31.80361,10100,3,4,2,7,1,1,452250,366408,3,8321,366408,3,452250,3,11,6.7509674198,10932.16
24.8743132,2,13,2,2004,31.6859,10528,4,4,2,7,4,8,191000,297292,3,10123,89020,6,39000,3,10.986227463,5.9999999225,11104.37
158.02,2,13,2,2004,31.6916,10515,1,4,2,7,4,8,163000,268005,3,10155,67655,6,18000,3,10.492448625,5.9999998766,11148.04
56.79350791,1,13,2,2004,31.7482,10520,3,3,2,7,4,8,173500,280240,3,10122,75408,6,25500,3,9.8218986679,5.894582932,10960.34
57.53896741,2,13,2,2004,31.7256,10530,4,1,2,7,4,7,182494,305337,3,8318,24700,6,68628,3,9,5.7932185009,11019.25
33.54,1,13,2,2004,31.73777,11000,3,3,3,7,1,1,333410,345030,3,8266,345030,3,333410,3,9,6.0996851392,11063.43
49.26,3,27,2,2004,31.7991,8950,3.0863945663,2.7799987145,3,7,3,6,475880,203618,3,7123,54810,11,135487,3,17.6324753476,6,10631.99
43.884,3,13,2,2004,31.84944,10750,4,3,2,7,1,1,291940,342300,3,8087,342300,3,291940,3,11,5.8927023152,10719.34
60.116,2,13,2,2004,31.6979,10500,4,4,2,7,4,7,181220,289737,3,10167,66613,6,25114,3,11.1118361242,5.9999998717,11127.36
28.392,2,13,2,2004,31.6878,10497,4,6,2,7,4,8,149500,290146,3,10089,75408,6,20500,3,10.3171236834,5.999999868,11065.39
47.89992016,1,13,2,2004,31.7155,10510,4,4,2,7,4,8,172000,294650,3,10139,68084,6,18000,3,9,5.9999998044,10862.38
14.85059152,2,13,2,2004,31.7145,10535,4,4,2,7,4,8,168500,276796,3,10121,67623,6,17500,3,9.7559118582,5.9999997919,11003.4
23.763,1,13,2,2004,31.8175,10529,4,2,2,7,4,8,175000,288534,3,10067,69172,6,19500,3,9.7458501886,6.0242028028,10948.48
58.35472283,1,13,2,2006,31.8149,11529,4,2,3,7,1,2,543040,477666,3,8065,370569.382520082,9,543040,3,12.4295454977,6.4240559892,10919.38
43.176,2,13,2,2004,31.6877,10520,4,4,2,7,4,8,174296,282080,3,10133,66935,6,17283,3,9.4419930459,4.4085284343,10860.25
31.02059944,1,13,2,2004,31.77534,11000,3,3,1,7,1,1,352040,326352,3,7955,326352,3,352040,3,11,6.0568339277,10920.36
46.456,3,27,2,2004,31.93425,9397,4,2,1,7,3,6,388238,304923,3,7104,58653,11,135450,3,15.8167670613,6,10440
60.648,3,27,2,2004,31.93173,9365,4,2,1,7,4,7,437481,341722,3,7063,56616,11,135840,3,16.7627230679,6,10417.06
31.516,3,27,2,2004,31.793,8955,4,3,3,7,3,6,472910,210968,3,7135,59094,11,137713,3,17.5420837271,6,10657.73
25.503,1,24,2,2004,31.79786,11000,4,4,2,7,1,2,312000,14000,3,8166,327687.767984142,9,312000,3,9,6.5459115761,10921.16
66.67873896,1,24,2,2004,31.78643,11000,3,4,3,7,1,2,322000,14000,3,8102,267605.845958878,9,322000,3,9,5.9621058437,10904.11
30.336,3,27,2,2004,31.79926,8955,3.1831085535,2.8067187838,3,7,3,6,473760,200972,3,7131,54726,11,138109,3,17.0213531872,6,10639.74
32.084,2,13,2,2004,31.7071,10515,3,4,2,7,4,8,155640,298374,3,10170,81139,6,30366,3,9.767632134,5.9999997681,11054.23
62.23906507,1,24,2,2004,31.77212,11000,4,3,3,7,1,2,317000,376000,3,8139,361000,9,317000,3,9,6.0846145015,10984.45
36.10162939,1,13,2,2004,31.713,10507,3,1,2,7,4,8,190000,285217,3,10108,78786,6,28000,3,9.6325799713,5.9999998876,10891.81
39.632,2,13,2,2004,31.6658,10501,3,2,2,7,4,8,174500,283023,3,8223,22976,6,74000,3,11.5730110872,5.977605681,10982.98
45.37418401,1,13,2,2004,31.82285,11000,4,4,2,7,1,1,346550,428064,3,8320,428064,3,346550,3,13.3374832313,6.4544363814,10899.79
17.58,2,13,2,2004,31.7225,10510,3,3,2,7,3,6,175460,222985,3,9646,95036,6,46022,3,9,5.7667782554,10978.67
23.75980535,2,13,2,2004,31.7204,10500,3,4,2,7,4,8,186700,289110,3,10133,72835,6,31000,3,10.6744218724,5.9999998821,11008.8
46.61631594,1,13,2,2004,31.7326,10492,4,1,2,7,4,8,181500,283100,3,10121,77558,6,29000,3,10.7978827917,5.9999999158,10992.53
20.608,2,13,2,2004,31.7214,10530,3,3,2,7,4,8,187800,275369,3,10132,77504,6,31000,3,9.5757071376,5.9999998701,10999.13
28.016,3,17,2,2004,31.89854,8962,4,2,3,7,3,3,575000,220000,3,8674,80000,9,216000,3,16.9696951039,6,10492.13
97.884,2,13,2,2004,31.68548,11250,4,3,2,7,1,1,350290,394800,3,8280,394800,3,350290,3,9,6.0605849552,11138
36.16,1,24,2,2004,31.76622,11000,3,4,2,7,1,2,329600,94900,3,8186,85900,11,329600,3,9,5.9999999222,11021.01
54.928,1,13,2,2004,31.74256,11077,3,3,3,7,1,1,350780,410088,3,8129,410088,3,350780,3,11,6.0663452082,10968.01
36.412,1,13,2,2004,31.8105,10099,3,3,2,7,3,7,223000,161750,3,8550,40000,11,100000,3,14.4374834132,6,10731.66
33.376,1,13,2,2004,31.74442,10514,4,1,3,7,3,4,149346,222525,3,9805,110440,6,38637,3,10.9188552601,5.9999999468,11065.03
27.19189199,1,13,2,2004,31.75465,11100,3,4,2,7,1,1,370580,461832,3,8280,461832,9,370580,3,13.7409419706,6.0322718762,11041.88
62.57131418,2,13,2,2004,31.7076,10520,3,3,2,7,4,8,188306,298979,3,10148,81571,6,30606,3,10.0298208502,6.903248147,10953.24
58.17200944,1,24,2,2004,31.79571,11000,3,1,2,7,1,2,300900,295800,3,8279,271800,9,300900,3,9,6.2431692041,10940.97
33.5191448,1,13,2,2004,31.78397,11000,1,4,2,7,1,1,357950,457338,3,8648,457338,3,357950,3,14.7157624945,6.0588181688,11146.15
35.008,1,13,2,2005,31.7375,10510,3,1,3,7,3,6,161200,212335,3,9677,93311,6,45128,3,9,6.1789278123,10938.3
40.98067921,5,27,2,2004,31.66337,8780,5,3,3,7,3,6,473110,203282,3,6960,58590,11,137282,3,17.4786194777,6,10693.99
57.7418352,1,13,2,2004,31.7083,10515,3,4,2,7,4,8,180607,289226,3,10106,68876,6,17249,3,9.5573070172,6.1326297839,10870.4
27.688,1,13,2,2005,31.7093,10520,3,1,2,7,4,8,190780,304159,3,10143,80707,6,30524,3,10.1688788456,6.6038407425,10875.27
45.952,1,13,2,2005,31.8204,10900,4,4,2,7,1,1,331320,433650,3,8297,433650,3,331320,3,13.3506548474,6.3816454575,10911.79
38.44772302,1,13,2,2005,31.7095,10515,3,4,2,7,4,8,189380,289120,3,10175,81530,6,30526,3,9,6.5848791345,10751.55
48.332,2,13,2,2005,31.6979,10510,3,4,2,7,3,6,145509,198460,3,9592,88215,6,45121,3,11.2023057845,5.8596756662,10762.87
39.38,1,13,2,2004,31.73909,11100,3,6,3,7,1,1,349710,426888,3,8147,426888,9,349710,3,9,6.8989664018,10989.54
58.85414189,1,13,2,2005,31.74086,11000,3,4,2,7,1,1,34300,448770,3,8269,448770,3,34300,3,9,6.1035302374,11058.57
65.47404336,3,13,2,2005,31.86321,11700,3,2,3,7,1,1,435660,354312,3,8051,354312,9,435660,3,13.5370180213,6.0094649768,10638.48
38.192,2,13,2,2004,31.6988,10505,3,4,2,7,4,8,191199,298644,3,10114,81536,6,29558,3,12.3564459365,5.9999999478,11149.22
46.052,2,13,2,2005,31.7157,10530,4,1,2,7,4,8,170481,294428,3,10148,81411,6,30837,3,10.1935477363,6.438473432,11015.91
26.3487155,2,13,2,2005,31.7139,10505,3,4,2,7,4,8,190497,300937,3,10170,80152,6,30323,3,9.4201235779,5.8675505296,11042.49
49.84822773,1,13,2,2005,31.728,10525,4,3,3,7,4,8,183675,320632,3,10162,102725,6,28392,3,10.3223767988,6.3365207903,10916.55
41.716,2,13,2,2005,31.7096,10525,4,4,2,7,4,8,194860,300025,3,10139,79913,6,30226,3,9,5.9999998683,10999.57
28.53084338,1,13,2,2005,31.7168,10530,4,4,2,7,4,8,190200,290780,3,8400,23932,6,70351,3,10.8741035359,5.9999999608,10976.91
17.388,1,13,2,2005,31.7223,10513,3,6,3,7,3,6,169384,215341,3,9678,95114,6,45931,3,9.7437708993,5.7165219936,10903.63
65.73508381,2,13,2,2005,31.7297,10510,4,1,2,7,4,8,193420,298510,3,10120,79913,6,30226,3,10.959948009,6.0489977826,10969.7
11.199,1,13,2,2005,31.737,10520,3,4,2,7,4,8,181757,297175,3,10265,81172,6,30640,3,9,5.8974715981,10964.06
27.99322887,1,13,2,2004,31.78249,11005,3,5,2,7,1,1,349430,407484,3,8741,407484,3,349430,3,11,6.1400333704,10765.56
46.11910418,1,13,2,2004,31.7314,10510,3,1,2,7,4,8,190900,277530,3,10112,56939,6,16120,3,9,5.9999999125,11041.8
42.732,2,13,2,2005,31.6603,10510,1,4,2,7,4,8,191540,285566,3,8475,24352,6,72750,3,11.4560807695,5.8157470164,10893.94
46.864,2,13,2,2005,31.6579,10500,1,4,2,7,4,8,188640,301913,3,8426,24369,6,72199,3,11.8972597484,5.7377761199,10887.07
74.9528507,1,12,2,2005,31.85368,11478,4,6,3,7,1,2,175000,154000,3,7938,152000,9,175000,3,13.3997586565,5.9563744732,11013.31
91.768,2,13,2,2005,31.68745,11250,3,3,2,7,1,1,350670,453978,3,8290,453978,11,350670,3,20,6.2457851556,11171
68.128,2,13,2,2005,31.69,11265,3,3,3,7,1,1,500460,502194,3,8225,502194,6,500460,3,9,6,11133
48.18907111,1,13,2,2005,31.81789,10937,4,4,2,7,1,1,350840,430542,3,8390,430542,3,350840,3,17,6.300217159,10833.62
49.55407614,1,12,2,2005,31.77459,10125,4,4,3,7,2,4,334000,530000,3,9388,367000,11,149000,3,9,5.9683992408,10959.8
77.38134441,1,13,2,2005,31.81568,10980,4,4,2,7,1,1,401720,579516,3,8296,579516,6,401720,3,20,6,10909.05
59.04,1,13,2,2006,31.81528,10897,4,4,2,7,1,1,498480,513870,3,8328,513870,3,498480,3,17,6.3216794385,10831.32
29.68,2,13,2,2005,31.70681,10515,3,3,2,7,4,8,188421,295717,3,10115,79913,6,29909,3,9.5275408289,5.9999998902,10919.78
25.23054799,3,27,2,2005,31.78416,8985,2,3,2,7,2,4,337440,141530,3,7915,71868,11,181700,3,20,6,10673.02
48.27209734,1,13,2,2006,31.73401,10592,3,4,2,7,1,1,648106,602154,3,8341,602154,9,648106,3,11,6.4941771832,10927.94
48.6,2,13,2,2005,31.6835,10515,2,5,2,7,4,8,190640,297630,3,10165,80935,6,31379,3,12.2014501246,5.8620424335,11143.41
52.128,1,13,2,2005,31.74965,11102,4,4,2,7,1,1,397760,447678,3,8160,447678,9,397760,3,17,6,11032.2
31.136,3,27,2,2005,31.78865,8850,4,2,2,7,2,4,370720,154462,3,7836,73935,11,178500,3,18.302478664,6,10656.14
33.076,3,27,2,2005,31.81198,8814,5,2,2,7,2,4,336760,137741,3,7803,69658,11,183962,3,20,6,10526.12
75.82,2,13,2,2006,31.6788,10600,3,5,2,7,1,1,572780,494718,3,8232,494718,9,572780,3,14.7692274379,5.9999999479,11136.51
43.884,2,13,2,2005,31.6865,10520,3,3,2,7,4,8,181077,297063,3,10135,80552,6,30304,3,10.6554592671,6.1632920474,11010.22
39.33313857,2,13,2,2006,31.683,10611,3,4,2,7,1,1,134520,384174,3,8128,384174,3,134520,3,17,6,11015.82
83.324,1,12,2,2005,31.84666,11485,4,4,3,7,2,4,264000,441000,3,9433,152000,11,175000,3,12.9927159103,6.2208204334,10899.67
29.26985004,1,13,2,2005,31.79904,11015,4,4,2,7,1,1,350660,463554,3,8294,463554,11,350660,3,17,6,10927.13
43.964,1,13,2,2006,31.77891,10849,4,3,2,7,1,1,613250,665322,3,8356,665322,9,613250,3,11,6.8438622545,10930.38
33.832,2,13,2,2005,31.6863,10500,4,3,2,7,4,8,155654,330415,3,10252,72793,6,29955,3,9,6.1917278358,10805.34
41.82115739,1,24,2,2006,31.7972,10999,3,1,2,1,1,2,496700,441500,3,8278,435500,6,496700,3,9,6,10917.38
41.208,1,13,2,2005,31.813,10540,4,4,2,7,4,8,190699,293385,3,10289,73684,6,30409,3,9,5.8739957852,10706.89
32.128,2,13,2,2006,31.7203,10630,3,1,3,7,1,2,601330,578856,3,8208,569856,9,601330,3,13.7733510351,6.3770105926,11035.86
57.032,1,13,2,2005,31.8043,10510,3,3,2,7,4,8,182317,298653,3,10262,81757,6,30149,3,9,6.0842695155,10926.66
43.372,1,13,2,2005,31.8207,10550,4,4,2,7,6,12,495000,538146,3,9938,65814,6,30600,3,13.0764754402,6.0748098245,10947.11
37.848,1,13,2,2005,31.7577,10610,4,4,3,7,1,1,396520,414750,3,8121,414750,9,396520,3,13.5273270254,6.325744606,10961.82
39.916,1,13,2,2006,31.83454,11176,4,5,2,7,1,1,550420,606396,3,8577,606396,3,550420,3,17,6,10851.31
25.465,1,13,2,2006,31.74388,10621,3,3,3,7,1,1,630500,611730,3,8249,611730,3,630500,3,12.922554482,6.389623554,11034.49
42.156,1,13,2,2005,31.78289,10714,4,4,2,7,1,1,497280,505386,3,8632,505386,9,497280,3,15.5374867809,6.1153455441,11126.97
20.72,1,13,2,2006,31.78545,10713,4,1,2,7,1,1,600100,579726,3,8721,579726,3,600100,3,20,6,11070.48
55.664,1,13,2,2005,31.76821,10530,4,1,2,7,6,12,421620,474264,3,9998,49980,6,7900,3,12.0573513885,5.999999964,11021.84
21.948,1,13,2,2005,31.8385,10530,4,4,2,7,6,12,422040,459354,3,8173,74718,6,231940,3,15.1345926733,5.9459137118,10847.09
23.084,3,27,2,2006,31.81577,10515,2.993242953,2.9518268198,5,7,4,9,544020,457406,5,9264,3150,7,176979.875070923,3.1633823482,15,5.9815242858,10881.69
58.856,3,27,2,2005,31.82037,10501,3,1,2,7,6,12,748661,509531,3,9982,70619,11,79021,3,13.2686711043,6,10843.76
27.448,3,27,2,2006,31.80842,10526,3,3,2,7,6,12,667460,451860,3,10095,45988,11,31008,3,13.6065743814,6,10890.53
71.588,3,27,2,2005,31.8063,10485,3,1,2,7,6,12,803880,550581,3,9989,94222,11,107963,3,12.8108279151,6,10859.33
21.7819457,1,13,2,2006,31.8173,10817,4,1,2,6,1,1,589080,510972,3,8262,510972,3,589080,3,17,6,10911.68
17.98007424,3,27,2,2006,31.92039,9426,5,2,3,7,4,7,486900,277793,3,7551,55136,11,136020,3,16.2330574557,6,10665.15
34.48,1,27,2,2006,31.87755,10330,3,6,2,7,5,9,682912,407413,3,9766,63760,6,71950,3,13.2292671534,6,10937.9
39.184,1,27,2,2005,31.8856,10125,3,6,3,7,5,10,505860,356404,3,9704,80304,6,17682,3,11.6699688791,6,10899.82
33.2316135,1,27,2,2006,31.87629,10331,3,6,3,7,5,10,775660,411032,3,9780,99077,11,147198,3,15.2090914469,6,10906.03
44.904,1,27,2,2006,31.88431,10090,3,6,3,7,6,12,533020,444134,3,9957,79469,6,16036,3,13.3819863968,6,10894.59
67.94976138,1,12,2,2005,31.85538,10125,4,6,3,7,1,2,289000,500250,3,7944,481000,9,289000,3,12.6043353192,6.1931920704,10976.16
40.26411279,3,27,2,2006,31.82868,10022,3,3,2,7,6,12,603272,496458,3,9711,78539,11,16505,3,17.0221192964,6,10573.11
59.18129168,3,27,2,2006,31.85219,10012,3,4,2,7,5,10,686660,553119,3,9616,107325,11,136000,3,16.5553937826,6,10644.19
32.93505397,1,12,2,2005,31.77903,10127,4,1,3,7,1,2,307000,512250,3,7819,503000,9,307000,3,13.5337114666,6.0331823732,10937.23
28.836,3,27,2,2006,31.78182,10510,3,1,2,7,6,12,633024,466247,3,10010,65360,11,71459,3,11.5330738811,6,10883.87
52.692,3,27,2,2006,31.83892,10336,3,4,2,7,6,11,399440,463018,3,9834,80417,6,16773,3,13.4489436437,6,10848.27
37.752,3,27,2,2006,31.85266,10380,3,1,2,7,6,12,405820,466099,3,9838,80698,11,17493,3,13.3832204171,6,10829.63
35.284,1,24,2,2006,31.76849,11026,3,2,2,1,1,2,550300,572900,3,8210,567900,11,550300,3,17,6,10897.04
32.14,1,13,2,2006,31.71644,10609,3,4,3,6,1,1,538660,13294,3,8317,13294,9,538660,3,12.7968752512,6.0647778663,10735.87
48.764,3,27,2,2006,31.79145,10512,3,4,2,7,5,12,384232,507816,3,10171,78961,6,16866,3,10.9807159735,6,10853.2
32.8,1,13,2,2006,31.7377,10626,4,3,2,6,1,2,580100,594128,3,8395,586068,9,580100,3,14.3441517071,6,10744.64
49.28139875,1,13,2,2006,31.7121,10615,3,4,2,6,1,1,598760,634452,3,8380,634452,3,598760,3,17,6,10720.99
55.772,3,27,2,2006,31.814,10120,3,4,2,7,6,12,400060,475791,3,10003,81050,6,17851,3,13.5940093713,6,10817.44
47.92,3,27,2,2006,31.78436,10494,3,1,2,7,6,12,414608,467623,3,10234,81895,6,17179,3,11.3928762563,6,10869.42
71.968,3,27,2,2006,31.79103,10508,3,4,2,7,6,12,408780,530520,3,10133,82802,6,17580,3,10.9551769257,6,10830.14
37.688,3,27,2,2006,31.77939,10535,3,1,2,7,6,12,372440,455114,3,9928,81229,6,17291,3,10.2720057415,6,10875.74
50.748,3,27,2,2006,31.78638,10492,3,1,2,7,6,11,401360,466922,3,10136,80943,11,17185,3,11.7776827158,6,10853.14
39.92,1,13,2,2006,31.77,10435,3,1,1,7,1,1,746360,555702,3,7845,555702,3,746360,3,9,6,10849.19
57.34912221,1,13,2,2007,31.7674,10400,4,1,1,7,1,1,869407,734454,3,7823,734454,3,869407,3,11,6.261903879,10855.9
57.444,3,27,2,2006,31.82249,10126,4,3,2,7,6,12,400005,3600949,3,9804,81665,6,18412,3,14.9675469765,6,10772.4
73.06722001,1,12,2,2006,31.84966,10125,3,1,3,7,1,1,319000,655250,3,7941,655250,6,319000,3,18,6.1546498631,10893.31
22.82628719,1,27,2,2006,31.8801,10255,3,6,1,7,5,10,736180,371080,3,7736,55985,11,135840,3,16.0407928074,6,10956.13
34.49935258,3,27,2,2006,31.89567,10163,3,6,3,7,5,10,508638,366635,3,7639,58382,11,135040,3,15.081737255,6,10869.21
31.912,1,27,2,2006,31.8785,10168,3,6,3,7,6,12,645488,442545,3,7745,58652,11,135197,3,17.2869390014,6,10917.15
48.14260508,1,13,2,2006,31.76283,10771,4,1,3,1,1,1,700800,655956,3,7839,655956,3,700800,3,11,6.0550548366,10836.41
42.728,3,27,2,2007,31.80533,10413,3,4,2,7,6,12,486021,552316,3,8362,60085,11,177463,3,15.5229331127,6,10893.41
65.428,2,27,2,2006,31.73139,10576,3,4,2,7,6,12,404660,462114,3,8268,72737,11,177382,3,16.6928047355,6,10920.41
26.9138779,2,27,2,2006,31.72489,10532,3,3,2,7,6,11,403220,477059,3,8299,79330,11,180906,3,16.8781203608,6,10938.38
51.112,2,27,2,2007,31.72431,10540,3,3,3,7,7,13,549019,457646,3,7806,55714,11,139879,3,16.6981421058,6,10919.36
16.55643722,1,12,2,2006,31.761,10061,3,4,2,7,1,2,105000,360500,3,8565,351000,3,105000,3,13.1529171803,6,10933.26
61.528,1,13,2,2006,31.74055,11111,3,4,2,6,1,1,715960,588168,3,8193,588168,3,715960,3,17,6.1405921698,10998.05
36.552,2,13,2,2006,31.69801,11258,3,3,2,7,1,1,639520,581616,3,8277,581616,3,639520,3,17,6,11160
40.77282225,3,27,2,2006,31.84675,10017,3,3,2,7,6,12,400400,445234,3,9605,77348,6,16977,3,15.7398848201,6,10545.7
86.956,3,27,2,2006,31.84853,10004,3,3,2,7,6,12,406160,473472,3,9554,80859,11,17502,3,17.8084712403,6,10514.16
19.24822649,1,27,2,2006,31.87085,10341,3,1,2,7,4,8,612489,322923,3,9793,101444,11,137829,3,13.443612523,6,10896.31
55.80805367,1,27,2,2006,31.87724,10374,3,6,2,7,5,10,387680,388394,3,9868,81086,6,17122,3,11.6751914137,6,10937.09
82.8613699,2,13,2,2007,31.6567,10604,3,3,1,7,1,1,800581,1046220,3,7756,1046220,3,800581,3,11,6.0713094849,10938.21
77.98311204,2,13,2,2007,31.6532,10600,4,4,1,7,1,1,901480,1191414,3,7746,1191414,3,901480,3,11,6.3802631491,10948.45
47.436,1,27,2,2006,31.88201,10234,3,6,3,7,6,12,525080,444639,3,7722,58118,11,137100,3,16.8580582161,6,10897.67
48.112,2,13,2,2006,31.69336,11260,3,4,3,7,1,1,650550,594300,3,8153,594300,3,650550,3,17,6,11159
41.71620714,1,24,2,2007,31.77678,10993,4,4,2,1,1,2,560000,845000,3,8176,827000,9,560000,3,20,6.4533688889,10950.47
56.71657701,2,13,2,2006,31.6993,10670,4,4,2,7,1,1,600900,569772,3,8371,569772,3,600900,3,13.5227620999,6.1019464223,10816.04
23.49,4,13,2,2006,31.96385,10516,1,6,3,1,1,1,362004,535458,3,7054,535458,3,362004,3,17,6,10345.09
77.77491575,1,13,2,2007,31.78917,10841,4,1,2,1,3,4,603020,628698,3,8333,459088.668919719,6.651816796,300000,3,13.2776111078,10,10938.38
27.264,3,2,2,2006,31.74599,9973,3,3,3,7,6,12,523240,437483,3,9476,80145,6,17013,3,17.3783246335,6,10640.05
45.81984815,1,13,2,2006,31.76389,11247,3,4,2,7,1,1,601900,563976,3,8630,563976,3,601900,3,17,6,11102
42.824,1,27,2,2006,31.89491,10185,3,6,3,7,6,11,520620,450120,3,7814,55398,11,131658,3,16.1218320324,6,10866.87
55.956,1,27,2,2006,31.88585,10164,3,6,3,7,5,10,678677,345789,3,7852,57845,11,134592,3,16,6,10892.81
56.73353027,1,27,2,2006,31.87435,10285,3,1,3,7,6,12,522980,447122,3,9911,81471,6,17920,3,15.610413558,6,10875.9
56.172,1,2,2,2006,31.69046,10067,3,3,3,7,6,12,445620,468844,3,9817,85198,6,33337,3,17.8106406248,6,10585.61
33.84,1,2,2,2006,31.69759,10500,3,3,3,7,5,10,432298,354603,3,9719,84353,6,33047,3,17.8987720674,6,10638.79
21.25904119,3,2,2,2006,31.75463,9865,4,3,1,7,7,14,561279,533918,3,7034,57296,11,153300,3,18.0579527858,6,10736.29
37.38,1,27,2,2006,31.8939,10184,3,6,3,7,7,14,675047,532444,3,9716,85208,11,154247,3,13.2322710207,6,10871.06
30.31831686,3,2,2,2006,31.77573,9900,4,3,3,7,6,12,521720,431475,3,8904,71434,6,17306,3,16.8984254807,6,10562.19
47.248,2,13,2,2006,31.7148,10750,4,4,2,7,1,1,648830,548394,3,8269,548394,3,648830,3,13.3207652355,6.1808514243,11085.45
42.972,1,9,2,2006,31.82658,10450,4,4,3,7,4,7,426034,253336,3,7874,117099.701787326,6.6467483254,60900,3,12.5151361479,6,10945.08
36.5817199,1,9,2,2006,31.82392,10521,4,4,3,7,3,5,349486,344764,3,8001,62790,3,92000,3,13.1612313603,6,10947.64
54.64,1,9,2,2006,31.82209,9960,4,1,3,7,8,8,1036124,1304488,3,8535.164279101,80094,3,127500,3,16.2205158731,6,10931.95
78.06,1,9,2,2006,31.82184,10460,4,4,3,7,5,6,549375,312000,3,8012,81000,6,132000,3,13.7021604158,6,10949.73
39.04780219,1,9,2,2006,31.82916,10440,3,4,3,7,4,4,358656,72450,3,7956,72450,3,117600,3,12.1881414738,6,10933.41
49.91380818,1,9,2,2006,31.81951,10455,4,4,3,7,5,5,405930,472542,3,7822,74886,3,122900,3,14.3101829016,6,10935.7
102.2865487,1,12,2,2006,31.84784,10143,4,1,3,7,1,1,319000,430550,3,7954,430550,3,319000,3,15.839760211,6,10855.13
48.948,3,27,2,2006,31.84716,10243,3,4,2,7,6,12,412940,487816,3,8280,92801,11,186168,3,16,6,10807.44
34.792,3,27,2,2006,31.83481,10106,3,4,2,7,6,12,406880,447203,3,8227,73054,11,178766,3,16,6,10732.01
58.592,3,27,2,2007,31.84285,10085,3,1,2,7,6,12,404260,424754,3,8258,70782,11,176222,3,16,6,10696.21
45.612,3,27,2,2007,31.84574,10040,3,4,2,7,6,12,407780,541875,3,8209,74431,11,179539,3,16,6,10629.55
67.74792166,3,27,2,2006,31.83933,10093,3,4,2,7,6,12,414280,441148,3,8259,63193,11,166358,3,16,6,10705.91
36.708,3,27,2,2007,31.75643,10450,3,4,2,7,6,12,400930,413313,3,8338,62760,11,171653,3,16,6,10925.8
65.28148434,1,13,2,2007,31.77364,10389,3,1,1,7,1,1,751230,980028,3,7857,980028,3,751230,3,11,6.0862628126,10864.77
62.78514382,1,13,2,2007,31.77759,10410,3,1,3,7,1,1,700324,613662,3,7833,613662,9,700324,3,11,6.1770139559,10862.31
25.508,2,13,2,2007,31.6561,10626,3,4,3,7,1,1,704120,580314,3,7629,580314,3,704120,3,14.7940039779,5.9999999639,11097.61
35.08,2,13,2,2006,31.6541,10718,3,4,3,7,1,1,258000,328986,3,7617,328986,3,258000,3,13.4310148181,6,11105.19
40.396,1,13,2,2007,31.7509,10680,4,4,2,7,1,1,500200,511350,3,8506,511350,3,500200,3,11,6.3410552124,11026.36
36.072,3,27,2,2007,31.79486,10474,4,3,2,7,6,12,405740,463499,3,8231,71402,11,176630,3,16,6,10798.27
33.67536258,2,27,2,2007,31.7213,10578,3,4,2,7,6,12,412380,471508,3,8319,75707,11,183946,3,16,6,10934.19
38.603443,2,27,2,2006,31.66763,10392,3.1305240284,3.3396154811,5,7,4,8,595424,388265,3,9293,99149,11,173507,3,16.0806653284,6,11147.71
35.6,3,27,2,2007,31.93387,9575,4,3,3,7,6,12,524100,389233,3,7162,53197,11,135960,3,16,6,10458.14
