Completion.Year,Surface.Latitude,Surface.Longitude,Fluid.Water..Gals.,Acid..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
2012,31.80385,-101.420765,831195,0,0,831195,831195,218.792,8,1,7338,4,11,1,3,5,9,4,3,3,3
2011,31.67558,-101.420765,NA,NA,NA,110000,NA,87.312,12,1,7202,6,4,1,NA,NA,NA,NA,4,3,NA
2012,31.84969,-101.420765,0,14000,831195,831195,831195,20.472,3,2,7261,4,4,1,4,5,NA,NA,2,3,8
2012,31.67199,-101.420765,NA,NA,NA,NA,NA,61.836,1,2,7038,6,18,1,4,5,11,7,4,3,3
2012,31.91239,-101.420765,0,12000,0,831195,831195,79.94,7,6,8206,4,27,1,5,5,13,1,3,3,11
2012,31.96911,-101.420765,639334,17094,0,831195,656428,30.164,2,2,7364,4,26,1,3,5,NA,NA,4,3,3
2012,31.9694,-101.420765,0,12000,0,831195,831195,32.396,5,7,10042,4,27,1,NA,NA,NA,NA,2,3,11
2012,31.97211,-101.420765,0,15000,0,831195,831195,21.284,2,8,9904,4,27,1,3,5,NA,NA,4,3,11
2012,31.66467,-101.420765,NA,NA,NA,NA,NA,61.80248271,1,2,5978,6,18,1,3,5,18,7,4,3,3
2012,31.7182,-101.420765,0,32000,118000,831195,592000,32.164,1,14,9480,6,14,1,NA,NA,NA,NA,4,3,8
2011,31.69927,-101.420765,101000,29000,0,446000,527000,15.6,12,14,9454,6,14,1,4,5,17,6,4,3,3
2012,31.71186,-101.420765,0,29000,0,826000,552000,19.74,4,14,9604,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.68765,-101.41755,136000,32000,0,831195,602000,38.58,2,14,9528,6,14,1,NA,NA,NA,NA,4,3,3
2011,31.83816,-101.420765,0,16500,0,831195,831195,113.672,1,8,9924,4,27,1,3,5,NA,NA,4,3,11
2011,31.79269,-101.420765,0,2016,0,79000,2016,80.704,12,2,7182,4,4,1,NA,NA,NA,NA,4,3,NA
2012,31.71403,-101.420765,0,29000,0,831195,564000,23.02,5,14,9500,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.68625,-101.420765,0,30000,0,831195,555500,84.304,3,14,9788,6,14,1,3,5,NA,NA,2,3,11
2011,31.70137,-101.420765,111000,30500,0,831195,563500,36.36439764,12,1,5348,6,14,1,NA,NA,NA,NA,4,1,1
2012,31.92037,-101.420765,0,13500,0,831195,831195,56.136,3,8,10050,4,27,1,NA,NA,NA,NA,2,3,11
2012,31.82001,-101.420765,0,1000,245500,520188,695000,34.8,3,1,10777,4,2,1,NA,NA,NA,NA,2,1,1
2012,31.65633,-101.420765,NA,NA,NA,NA,NA,78.092,1,1,6898,6,18,1,5,3,11,7,4,3,1
2012,31.81814,-101.420765,0,0,122750,508694,686750,20.904,1,7,10072,4,2,1,NA,NA,NA,NA,4,3,11
2012,31.97544,-101.420765,0,10500,0,831195,831195,53.216,5,8,10176,4,27,1,NA,NA,NA,NA,2,3,11
2012,31.90837,-101.420765,0,13500,0,831195,831195,50.388,5,8,10067,4,27,1,NA,NA,NA,NA,2,3,11
2011,31.8308,-101.420765,245500,0,0,520438,694000,15.464,12,7,10120,4,2,1,NA,NA,NA,NA,4,3,11
2012,31.9998,-101.420765,0,12000,0,831195,831195,94.26,5,6,9940,4,27,1,4,1,NA,NA,2,3,11
2012,31.72497,-101.420765,0,30000,0,827000,562500,37.772,3,14,9620,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.88452,-101.420765,0,13500,0,831195,831195,91.968,4,7,10248,4,27,1,NA,NA,NA,NA,2,3,11
2012,31.66163,-101.420765,NA,NA,NA,NA,NA,46.25013093,3,1,7644,6,18,1,3,5,NA,NA,2,3,1
2012,31.73041,-101.420765,0,13000,831195,110000,831195,29.63266871,3,2,6890,6,4,1,NA,NA,NA,NA,2,3,8
2012,31.81294,-101.420765,0,1008,245500,520437,695008,10.788,3,1,10800,4,2,1,NA,NA,NA,NA,2,1,1
2012,31.98156,-101.420765,0,10500,0,831195,831195,17.556,8,9,10263,4,27,1,4,5,8,3,3,3,11
2012,31.67782,-101.420765,0,12000,0,112000,831195,44.73512294,4,2,7211,6,4,1,NA,NA,NA,NA,2,3,11
2012,31.81143,-101.420765,732312,0,0,627400,732312,18.684,4,1,7910,4,11,1,NA,NA,NA,NA,2,3,3
2012,31.80143,-101.420765,0,13500,831195,175000,831195,82.908,3,2,7233,4,4,1,NA,NA,NA,NA,2,3,8
2012,31.67874,-101.420765,0,30000,0,831195,653000,58.692,7,14,9460,6,14,1,3,5,13,1,3,3,11
2012,31.67599,-101.41896,0,30000,0,831195,598000,10.816,3,14,9418,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.72459,-101.420765,0,30000,0,831195,561500,24.288,5,14,9490,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.6878,-101.420765,0,30000,115000,831195,567000,9.5,7,14,9620,6,14,1,3,5,13,1,3,3,8
2012,31.81841,-101.420765,831195,0,0,809068,831195,27.64,5,1,7917,4,11,1,1,5,NA,NA,2,3,3
2012,31.67853,-101.420765,0,30000,0,831195,578000,19.944,4,14,9450,6,14,1,NA,NA,NA,NA,2,3,11
2012,31.94439,-101.420765,0,17000,0,754603,831195,20.776,4,1,11196,4,5,1,4,2,22,2,2,1,1
2012,31.74152,-101.420765,0,14000,831195,130000,831195,31.532,5,2,6495,6,4,1,NA,NA,NA,NA,2,3,8
2012,31.95066,-101.420765,0,14000,0,831195,831195,65.64977319,7,18,10860,4,5,1,NA,NA,24,4,3,3,6
2012,31.67496,-101.420765,NA,NA,NA,NA,NA,26.6,6,1,7736,6,18,1,4,5,25,6,3,3,8
2012,31.94586,-101.420765,0,16000,0,831195,831195,45.732,7,20,10630,4,5,1,NA,NA,24,4,3,3,11
2012,31.92375,-101.420765,0,15000,0,831195,831195,67.44403123,6,20,10614,4,5,1,NA,NA,27,8,3,3,11
2012,31.85376,-101.420765,0,14000,831195,831195,831195,19.408,6,2,7305,4,4,1,4,1,6,1,3,3,8
2012,31.81542,-101.420765,831195,0,0,831195,831195,21.264,8,1,7500,4,11,1,4,5,8,3,3,3,3
2012,31.98833,-101.420765,831195,0,0,831195,831195,51.748,8,1,6950,4,11,1,NA,NA,8,3,3,3,3
2012,31.65509,-101.420765,NA,NA,NA,NA,NA,25.276,7,1,7640,6,18,1,3,1,25,6,3,3,8
2012,31.72554,-101.420765,NA,NA,NA,NA,NA,3.256,7,1,6804,6,4,1,4,5,6,1,3,3,NA
2012,31.93689,-101.420765,0,17000,0,831195,831195,28.48,7,16,10589,4,5,1,NA,NA,27,8,3,3,11
2012,31.8485,-101.420765,0,1000,0,514927,723516,24.28251337,6,1,10840,4,2,1,4,5,24,4,3,1,1
2012,31.85048,-101.420765,0,0,357000,621813,805500,39.964,6,8,10199,4,2,1,NA,NA,24,4,3,3,11
2012,31.82608,-101.420765,0,0,360000,635152,808500,231.404,5,8,10150,4,2,1,3,3,24,4,2,3,11
2012,31.66281,-101.420765,NA,NA,NA,NA,NA,39.552,9,1,7732,6,18,1,1,1,25,6,1,3,8
2012,31.79513,-101.420765,NA,NA,NA,NA,NA,45.796,8,1,7866,4,19,1,NA,NA,27,8,3,3,8
2012,31.66753,-101.420765,NA,NA,NA,NA,NA,25.952,7,1,7188,6,4,1,4,5,6,1,3,3,NA
2012,31.92888,-101.420765,295008,0,0,831195,295008,107.336,8,1,7452,4,34,1,1,3,10,6,3,3,9
2012,31.74934,-101.420765,0,0,0,831195,831195,333.52,8,1,8346,4,25,1,NA,NA,NA,NA,3,3,6
2003,31.76507,-101.420765,421008,0,0,401920,421008,68.90641599,4,1,7651,1,13,2,3,1,5,7,2,3,9
2003,31.77244,-101.420765,299000,4000,0,116500,303000,50.888,3,2,9428,1,12,2,3,4,18,7,2,3,9
2003,31.7346,-101.420765,0,7000,0,247891,272650,38.20476317,5,7,9778,1,13,2,1,4,18,7,2,3,6
2003,31.7466,-101.420765,0,10000,0,172588,293156,37.41851414,6,8,10124,1,13,2,4,4,11,7,3,3,6
2003,31.71,-101.420765,279818,4000,0,210542,283818,34.95435561,2,8,10195,2,13,2,4,3,18,7,4,3,9
2003,31.7036,-101.420765,0,10000,0,301870,356635,26.8747488,6,9,10194,1,13,2,1,3,17,6,3,3,6
2003,31.6883,-101.420765,321655,10000,0,270589,331655,42.6041591,6,9,10165,2,13,2,4,4,18,7,3,3,9
2003,31.68367,-101.420765,322255,11000,0,259800,333255,48.24447828,9,10,10152,2,13,2,4,4,18,7,1,3,10
2003,31.801,-101.420765,0,7000,0,155899,225837,21.75125213,7,6,9774,1,13,2,4,4,11,7,3,3,6
2003,31.8181,-101.420765,0,10000,0,171000,294361,38.64026668,11,8,10043,1,13,2,4,4,11,7,1,3,6
2003,31.7089,-101.420765,0,5000,0,312260,351629,65.232,4,8,10212,2,13,2,4,1,18,7,2,3,6
2003,31.72589,-101.420765,0,4000,0,313940,192330,23.53290545,2,3,7248,3,27,2,4,3,18,7,4,3,11
2003,31.75353,-101.420765,0,4500,0,472470,198006,40.9539479,1,2,7136,3,27,2,4,3,5,7,4,3,11
2003,31.75071,-101.420765,0,3200,0,472170,195181,28.54388452,1,8,7205,3,27,2,4,2,18,7,4,1,1
2003,31.71408,-101.420765,0,5000,0,471920,215336,44.628,1,3,7055,3,27,2,1,3,18,7,4,3,11
2003,31.68201,-101.420765,0,2500,2500,312520,200384,72.61706848,1,7,7011,5,27,2,4,2,18,7,4,3,11
2003,31.68504,-101.420765,0,5000,0,471640,213110,34.404,1,3,7082,3,27,2,4,3,18,7,4,3,11
2003,31.71044,-101.420765,0,4000,0,473510,222736,42.62807791,2,3,7158,3,27,2,5,3,18,7,4,3,11
2003,31.7568,-101.420765,313992,0,0,831195,313992,32.696,1,1,8044,1,13,2,1,4,17,6,4,3,9
2003,31.74844,-101.420765,284844,0,0,447660,284844,59.86412198,1,1,7666,1,13,2,4,3,18,7,4,3,9
2003,31.75031,-101.420765,340998,0,0,341850,340998,35.397,5,1,7630,1,13,2,3,4,18,7,2,3,9
2003,31.75426,-101.420765,197232,0,0,257320,197232,35.86682289,6,1,8396,1,13,2,3,3,11,7,3,3,9
2003,31.80806,-101.420765,297696,0,0,371330,297696,41.692,1,1,7742,1,13,2,4,4,13,1,4,3,9
2003,31.7189,-101.420765,256614,2000,0,96126,258614,53.48724843,1,5,10214,2,13,2,1,3,26,7,4,1,1
2003,31.80528,-101.420765,0,5000,0,214000,131000,59.14113065,1,2,8538,1,13,2,4,1,11,7,4,3,11
2003,31.8037,-101.420765,342682,0,0,194524,342682,29.684,1,4,8396,1,15,2,3,3,11,7,4,3,9
2003,31.85098,-101.420765,831195,0,0,525460,831195,13.256,4,1,7455,3,13,2,3,3,18,7,2,3,9
2003,31.86433,-101.420765,304080,0,0,403560,304080,32.36,4,1,7508,3,13,2,3,6,18,7,2,3,9
2003,31.78,-101.420765,341483,0,0,199940,341483,42.39503173,1,4,10256,1,27,2,3,4,11,7,4,3,9
2003,31.78472,-101.420765,278000,5000,0,390000,283000,45.712,3,2,7728,1,24,2,4,3,18,7,2,3,9
2003,31.7633,-101.420765,0,2000,0,831195,205114,35.08171606,4,6,7214,3,27,2,1,3,5,7,2,1,1
2003,31.78587,-101.420765,298000,5000,0,366000,303000,54.188,3,2,7689,1,24,2,3,4,18,7,2,3,9
2003,31.6616,-101.420765,0,11000,0,274296,330964,45.17484084,4,10,10235,2,13,2,3,4,18,7,2,3,6
2003,31.69204,-101.420765,0,4000,0,293688,352536,75.676,3,7,10204,2,13,2,3,1,18,7,2,3,6
2003,31.78129,-101.420765,0,8000,0,535133,400910,48.24429574,5,14,10144,3,27,2,3,4,18,7,2,1,1
2003,31.74117,-101.420765,0,4000,0,472700,197620,19.40387603,6,7,7302,3,27,2,1,3,18,7,3,1,1
2003,31.74105,-101.420765,0,5000,0,473100,181026,48.98034099,6,8,7195,3,27,2,4,3,18,7,3,1,1
2003,31.72485,-101.420765,0,5500,0,472170,210628,42.128,8,6,7167,3,27,2,1,3,5,7,3,3,11
2003,31.76902,-101.420765,439000,35550,0,243000,474550,38.332,4,4,8051,1,12,2,4,4,18,7,2,3,9
2003,31.82537,-101.420765,371028,0,0,444980,371028,62.932,10,1,8427,1,13,2,4,4,11,7,1,3,10
2003,31.92875,-101.420765,73470,4000,0,488719,278650,52.728,6,9,9120,3,27,2,2,2,5,7,3,3,2
2003,31.70266,-101.420765,317940,0,0,386540,317940,14.66478303,5,1,7704,2,13,2,4,1,18,7,2,3,3
2003,31.95258,-101.420765,0,5500,0,489980,273917,58.376,5,9,7122,3,27,2,4,3,18,7,2,2,1
2003,31.79229,-101.420765,0,6500,0,39200,155500,37.467,8,2,7661,1,24,2,3,1,5,7,3,3,6
2003,31.7195,-101.420765,281233,10000,0,166834,291233,37.02778895,5,8,10214,2,13,2,4,4,11,7,2,3,9
2003,31.7735,-101.420765,358260,0,0,308600,358260,74.076,8,1,7968,1,13,2,3,3,5,7,3,3,9
2003,31.80119,-101.420765,0,12500,0,462698,369788,26.49440013,8,12,9678,3,27,2,4,4,11,7,3,3,6
2003,31.802,-101.420765,0,12500,0,390120,380042,15.96090849,9,10,10389,3,27,2,3,3,11,7,1,3,6
2003,31.80377,-101.420765,0,5500,0,507220,291226,25.85262153,8,8,7476,3,27,2,3,1,18,7,3,3,6
2003,31.78964,-101.420765,367584,0,0,392150,367584,55.27195048,8,1,8034,1,13,2,4,4,18,7,3,3,9
2003,31.80695,-101.420765,0,0,0,284200,320628,51.36853882,11,1,8310,1,13,2,3,3,11,7,1,3,6
2003,31.80954,-101.420765,361830,0,0,379760,361830,49.61751604,9,1,7712,1,13,2,3,3,5,7,1,3,9
2003,31.75528,-101.420765,0,9500,0,219633,300678,18.94660235,10,8,8172,3,27,2,3,1,11,7,1,3,11
2003,31.87185,-101.420765,270816,0,0,413830,270816,63.68472659,11,1,8237,3,13,2,3,6,11,7,1,3,9
2003,31.85797,-101.420765,219786,0,0,241000,219786,56.57014461,10,1,8184,3,13,2,4,2,11,7,1,3,3
2003,31.93618,-101.420765,0,5500,0,490430,275319,28.908,7,8,8980,4,27,2,3,2,5,7,3,3,11
2003,31.80578,-101.420765,0,25000,0,461000,202000,36.564,10,2,7617,1,24,2,3,2,18,7,1,3,6
2003,31.75038,-101.420765,0,12500,0,388890,361856,29.12342212,10,10,8172,3,27,2,4,1,11,7,1,3,11
2003,31.74611,-101.420765,0,6500,0,350557,221519,24.11090636,10,6,8157,3,27,2,4,4,11,7,1,3,11
2003,31.74802,-101.420765,0,9500,0,370431,303571,15.893,10,8,9837,3,27,2,4,3,11,7,1,3,6
2003,31.7186,-101.420765,290069,11000,0,250780,301069,61.44099752,6,10,10113,2,13,2,3,1,18,7,3,3,9
2003,31.72532,-101.420765,236734,8000,0,255165,244734,34.02,6,8,9645,2,13,2,3,4,18,7,3,3,9
2003,31.73403,-101.420765,285928,10000,0,304342,295928,41.71257753,8,10,10107,2,13,2,4,1,18,7,3,1,9
2003,31.82287,-101.420765,0,10000,0,370520,287922,19.84023768,9,8,8222,3,27,2,3,4,11,7,1,3,11
2003,31.81317,-101.420765,0,10000,0,371530,307146,32.21359276,9,8,10044,3,27,2,3,1,11,7,1,3,6
2003,31.7533,-101.420765,0,6500,0,352910,228689,19.83325601,10,6,8186,3,27,2,3,4,11,7,1,3,11
2003,31.7199,-101.420765,0,10000,0,277400,334328,40.888,7,9,10127,1,13,2,3,3,18,7,3,3,6
2003,31.82846,-101.420765,334026,4000,0,277480,338026,69.06138557,10,2,8396,1,13,2,3,3,11,7,1,1,1
2003,31.7462,-101.420765,313611,10000,0,260479,323611,53.92,7,10,10178,1,13,2,4,1,18,7,3,3,9
2003,31.6681,-101.420765,0,11000,0,261469,326264,46.21327329,8,10,10102,2,13,2,1,4,18,7,3,3,6
2003,31.7787,-101.420765,0,12500,0,387340,401474,49.79286603,11,12,9580,3,27,2,3,4,11,7,1,3,6
2003,31.8018,-101.420765,0,10000,0,171340,289934,37.596,10,8,9982,1,13,2,4,3,11,7,1,3,6
2003,31.8106,-101.420765,213950,6000,0,153760,219950,51.75635454,9,5,9778,1,13,2,4,4,11,7,1,3,10
2003,31.794,-101.420765,0,9000,0,170985,292313,20.972,8,7,8355,1,13,2,4,4,11,7,3,3,6
2003,31.7721,-101.420765,276740,10000,0,168000,286740,29.064,10,8,10121,1,13,2,4,1,11,7,1,3,9
2003,31.76532,-101.420765,280388,10000,0,165500,290388,87.43651256,10,8,10031,1,13,2,3,4,11,7,1,3,9
2003,31.69468,-101.420765,0,3500,0,335480,142405,25.848,9,5,7743,5,27,2,4,3,11,7,1,1,1
2003,31.7097,-101.420765,0,3500,0,335540,130206,27.84973229,9,4,7762,3,27,2,3,2,11,7,1,3,11
2003,31.76463,-101.420765,0,0,0,84000,360925,54.508,8,2,7964,1,12,2,4,4,18,7,3,3,11
2003,31.8153,-101.420765,0,5000,0,469510,199720,28.99923783,10,6,8387,3,27,2,5,3,18,7,1,3,11
2003,31.8296,-101.420765,278672,10000,0,168000,288672,29.28650586,10,8,9948,1,13,2,1,4,11,7,1,3,10
2003,31.7926,-101.420765,279726,9000,0,158412,288726,62.18847305,9,7,10094,1,13,2,4,4,11,7,1,3,10
2003,31.72739,-101.420765,0,5000,0,470600,197045,23.092,9,8,7262,3,27,2,1,3,5,7,1,1,1
2003,31.7789,-101.420765,276301,10000,0,173000,286301,29.356,10,8,10138,1,13,2,3,4,11,7,1,3,9
2003,31.7056,-101.420765,319795,11000,0,283000,330795,45.38,9,10,10288,1,13,2,4,4,17,6,1,3,10
2003,31.6922,-101.420765,280455,10000,0,143500,290455,69.4284143,9,8,10124,2,13,2,3,4,11,7,1,3,9
2003,31.8118,-101.420765,0,10000,0,171000,288705,35.94017441,10,8,10131,1,13,2,1,4,11,7,1,3,6
2004,31.80228,-101.420765,0,14000,0,250000,86000,46.744,2,2,8292,1,24,2,3,3,11,7,4,3,6
2003,31.75711,-101.420765,0,5000,0,450350,193723,60.88727674,11,8,7268,3,27,2,4,3,18,7,1,1,1
2003,31.6768,-101.420765,0,10000,0,164423,291951,48.204,11,8,10092,2,13,2,4,4,11,7,1,3,6
2003,31.6743,-101.420765,268411,10000,0,155000,278411,39.228,12,8,10100,2,13,2,4,4,11,7,4,3,10
2003,31.6813,-101.420765,0,10000,0,159500,284821,51.4008322,12,8,10146,2,13,2,3,4,11,7,4,3,6
2003,31.8118,-101.420765,0,5500,0,313000,187500,102.9154604,10,8,7838,1,13,2,4,4,5,7,1,3,11
2003,31.74378,-101.420765,0,12500,0,388286,381034,46.92,11,10,9808,1,27,2,3,4,18,7,1,3,6
2003,31.762,-101.420765,0,9500,0,367600,309393,56.28002967,12,8,10132,1,27,2,3,4,11,7,4,3,6
2003,31.73105,-101.420765,0,9500,0,372160,291005,36.512,12,8,10296,2,27,2,1,3,11,7,4,3,6
2003,31.73682,-101.420765,0,9500,0,372173,289274,27.604,12,8,10266,2,27,2,3,3,18,7,4,3,6
2004,31.7743,-101.420765,0,9000,0,291000,92000,36.296,3,2,8194,1,24,2,4,4,11,7,2,3,6
2004,31.86862,-101.420765,382200,0,0,464414,382200,74.212,3,1,8228,3,13,2,3,6,11,7,2,3,3
2004,31.7354,-101.420765,0,10000,0,173000,284131,31.67528813,1,8,10085,1,13,2,3,4,11,7,4,3,6
2003,31.6806,-101.420765,0,7300,0,174500,284749,34.74,12,8,10188,2,13,2,4,3,11,7,4,3,6
2003,31.8236,-101.420765,0,10000,0,170000,265364,23.48530212,1,8,10008,1,13,2,1,4,11,7,4,3,6
2004,31.6752,-101.420765,0,10000,0,169528,280233,41.116,1,8,10095,2,13,2,1,4,18,7,4,3,6
2004,31.6662,-101.420765,0,10000,0,166000,288112,34.972,1,8,10104,2,13,2,1,4,11,7,4,3,6
2003,31.6715,-101.420765,0,10000,0,161048,281890,59.83319228,12,8,10104,2,13,2,2,3,11,7,4,3,6
2004,31.6721,-101.420765,0,10000,0,191500,293927,40.024,5,8,10133,2,13,2,2,4,11,7,2,3,6
2004,31.78972,-101.420765,0,14000,0,831195,774000,53.41442894,1,2,8357,1,24,2,4,1,11,7,4,3,6
2004,31.68173,-101.420765,0,15876,0,653345,387576,57.53915632,1,2,7938,1,20,2,4,3,18,7,4,3,6
2003,31.77689,-101.420765,0,8000,0,264000,515000,47.144,12,4,7868,1,12,2,4,4,18,7,4,3,6
2004,31.91882,-101.420765,173000,2750,0,200270,175750,9.608,8,4,8578,3,3,2,4,3,11,7,3,3,3
2004,31.77534,-101.420765,0,0,0,200690,300510,60.292,2,1,8875,1,13,2,4,5,11,7,4,3,11
2004,31.73587,-101.420765,0,9000,0,171260,290277,50.42609975,3,7,10071,1,13,2,4,4,18,7,2,3,6
2003,31.71597,-101.420765,0,10000,0,144000,287662,34.60778643,12,8,10113,1,13,2,4,1,11,7,4,3,6
2004,31.86038,-101.420765,0,295890,0,430880,295890,39.90735845,4,1,8208,3,13,2,3,2,11,7,2,3,1
2004,31.7719,-101.420765,0,20000,0,273000,475000,56.3998334,4,4,7900,1,12,2,4,4,18,7,2,3,6
2004,31.77179,-101.420765,268000,24000,0,301000,292000,34.484,4,2,8239,1,24,2,3,4,11,7,2,3,9
2004,31.78981,-101.420765,329532,0,0,325190,329532,69.96060032,4,1,8323,1,13,2,4,3,11,7,2,3,3
2004,31.85985,-101.420765,305340,0,0,434510,305340,67.268,7,1,8048,3,13,2,3,2,18,7,3,3,3
2004,31.693,-101.420765,0,10000,0,170320,295605,43.268,1,8,10182,2,13,2,1,4,11,7,4,3,6
2004,31.7036,-101.420765,0,10000,0,184096,297570,31.92805746,2,8,10176,2,13,2,3,1,11,7,4,3,6
2004,31.76988,-101.420765,0,5000,0,471380,203190,52.85194007,3,6,7249,3,27,2,1,3,18,7,2,3,11
2004,31.77164,-101.420765,0,5000,0,475120,205238,46.312,3,6,7216,3,27,2,3,3,18,7,2,3,11
2004,31.77514,-101.420765,0,5000,0,471910,205303,80.32913438,3,6,7221,3,27,2,3,3,18,7,2,3,11
2005,31.8199,-101.420765,407064,0,0,351360,407064,61.45273928,1,1,8353,1,13,2,3,4,11,7,4,3,3
2004,31.80361,-101.420765,366408,0,0,452250,366408,31.45750307,8,1,8321,1,13,2,3,4,11,7,3,3,3
2004,31.6859,-101.420765,0,10000,0,191000,297292,24.8743132,3,8,10123,2,13,2,4,4,11,7,2,3,6
2004,31.6916,-101.420765,0,10000,0,163000,268005,158.02,3,8,10155,2,13,2,1,4,11,7,2,3,6
2004,31.7482,-101.420765,0,10000,0,173500,280240,56.79350791,4,8,10122,1,13,2,3,3,11,7,2,3,6
2004,31.7256,-101.420765,3000,6000,0,182494,305337,57.53896741,4,11,8318,2,13,2,4,1,11,7,2,3,6
2004,31.73777,-101.420765,345030,0,0,333410,345030,33.54,5,1,8266,1,13,2,3,3,18,7,2,3,3
2004,31.7991,-101.420765,0,5000,0,475880,203618,49.26,7,6,7123,3,27,2,NA,NA,18,7,3,3,11
2004,31.84944,-101.420765,342300,0,0,291940,342300,43.884,9,1,8087,3,13,2,4,3,11,7,1,3,3
2004,31.6979,-101.420765,0,9000,0,181220,289737,60.116,4,7,10167,2,13,2,4,4,11,7,2,3,6
2004,31.6878,-101.420765,0,10000,0,149500,290146,28.392,2,8,10089,2,13,2,4,6,11,7,4,3,6
2004,31.7155,-101.420765,0,10000,0,172000,294650,47.89992016,4,8,10139,1,13,2,4,4,11,7,2,3,6
2004,31.7145,-101.420765,0,10000,0,168500,276796,14.85059152,4,8,10121,2,13,2,4,4,11,7,2,3,6
2004,31.8175,-101.420765,0,10000,0,175000,288534,23.763,3,8,10067,1,13,2,4,2,11,7,2,3,6
2006,31.8149,-101.420765,0,477666,0,543040,477666,58.35472283,12,2,8065,1,13,2,4,2,18,7,4,3,9
2004,31.6877,-101.420765,0,10000,0,174296,282080,43.176,7,8,10133,2,13,2,4,4,11,7,3,3,6
2004,31.77534,-101.420765,326352,0,0,352040,326352,31.02059944,6,1,7955,1,13,2,3,3,5,7,3,3,3
2004,31.93425,-101.420765,0,7500,0,388238,304923,46.456,9,6,7104,3,27,2,4,2,5,7,1,3,11
2004,31.93173,-101.420765,0,4000,0,437481,341722,60.648,9,7,7063,3,27,2,4,2,5,7,1,3,11
2004,31.793,-101.420765,0,5000,0,472910,210968,31.516,6,6,7135,3,27,2,4,3,18,7,3,3,11
2004,31.79786,-101.420765,0,14000,0,312000,14000,25.503,5,2,8166,1,24,2,4,4,11,7,2,3,9
2004,31.78643,-101.420765,0,14000,0,322000,14000,66.67873896,6,2,8102,1,24,2,3,4,18,7,3,3,9
2004,31.79926,-101.420765,0,5000,0,473760,200972,30.336,7,6,7131,3,27,2,NA,NA,18,7,3,3,11
2004,31.7071,-101.420765,0,10000,0,155640,298374,32.084,7,8,10170,2,13,2,3,4,11,7,3,3,6
2004,31.77212,-101.420765,361000,15000,0,317000,376000,62.23906507,6,2,8139,1,24,2,4,3,18,7,3,3,9
2004,31.713,-101.420765,0,10000,0,190000,285217,36.10162939,7,8,10108,1,13,2,3,1,11,7,3,3,6
2004,31.6658,-101.420765,0,10000,0,174500,283023,39.632,4,8,8223,2,13,2,3,2,11,7,2,3,6
2004,31.82285,-101.420765,428064,0,0,346550,428064,45.37418401,6,1,8320,1,13,2,4,4,11,7,3,3,3
2004,31.7225,-101.420765,0,7512,0,175460,222985,17.58,12,6,9646,2,13,2,3,3,11,7,4,3,6
2004,31.7204,-101.420765,0,10000,0,186700,289110,23.75980535,9,8,10133,2,13,2,3,4,11,7,1,3,6
2004,31.7326,-101.420765,0,10000,0,181500,283100,46.61631594,6,8,10121,1,13,2,4,1,11,7,3,3,6
2004,31.7214,-101.420765,0,10000,0,187800,275369,20.608,7,8,10132,2,13,2,3,3,11,7,3,3,6
2004,31.89854,-101.420765,220000,0,0,575000,220000,28.016,4,3,8674,3,17,2,4,2,18,7,2,3,9
2004,31.68548,-101.420765,394800,0,0,350290,394800,97.884,7,1,8280,2,13,2,4,3,11,7,3,3,3
2004,31.76622,-101.420765,0,9000,0,329600,94900,36.16,9,2,8186,1,24,2,3,4,11,7,1,3,11
2004,31.74256,-101.420765,410088,0,0,350780,410088,54.928,7,1,8129,1,13,2,3,3,18,7,3,3,3
2004,31.8105,-101.420765,0,5500,250,223000,161750,36.412,6,7,8550,1,13,2,3,3,11,7,3,3,11
2004,31.74442,-101.420765,0,1000,0,149346,222525,33.376,7,4,9805,1,13,2,4,1,18,7,3,3,6
2004,31.75465,-101.420765,461832,0,0,370580,461832,27.19189199,10,1,8280,1,13,2,3,4,11,7,1,3,9
2004,31.7076,-101.420765,0,10000,0,188306,298979,62.57131418,8,8,10148,2,13,2,3,3,11,7,3,3,6
2004,31.79571,-101.420765,271800,24000,0,300900,295800,58.17200944,10,2,8279,1,24,2,3,1,11,7,1,3,9
2004,31.78397,-101.420765,457338,0,0,357950,457338,33.5191448,10,1,8648,1,13,2,1,4,11,7,1,3,3
2005,31.7375,-101.420765,0,7000,0,161200,212335,35.008,1,6,9677,1,13,2,3,1,18,7,4,3,6
2004,31.66337,-101.420765,0,5000,0,473110,203282,40.98067921,11,6,6960,5,27,2,5,3,18,7,1,3,11
2004,31.7083,-101.420765,0,10000,0,180607,289226,57.7418352,8,8,10106,1,13,2,3,4,11,7,3,3,6
2005,31.7093,-101.420765,0,10000,0,190780,304159,27.688,2,8,10143,1,13,2,3,1,11,7,4,3,6
2005,31.8204,-101.420765,433650,0,0,331320,433650,45.952,1,1,8297,1,13,2,4,4,11,7,4,3,3
