Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
2,13,2,2003,31.6883,-102.0792,10500,5,5,7,3,5,9,270589,331655,42.6041591
2,13,2,2003,31.68367,-102.08208,10520,5,5,7,3,5,10,259800,333255,48.24447828
1,13,2,2003,31.801,-102.0172,10515,5,5,7,2,3,6,155899,225837,21.75125213
1,13,2,2003,31.8181,-101.9911,10515,5,5,7,2,4,8,171000,294361,38.64026668
2,13,2,2003,31.7089,-101.9754,10500,5,2,7,3,4,8,312260,351629,65.232
3,27,2,2003,31.72589,-101.85365,9000,5,4,7,3,3,7,313940,192330,23.53290545
3,27,2,2003,31.75353,-101.83149,8907,5,4,7,1,4,7,472470,198006,40.9539479
3,27,2,2003,31.75071,-101.84015,8970,5,3,7,3,4,8,472170,195181,28.54388452
3,27,2,2003,31.71408,-101.80575,8840,2,4,7,3,3,8,471920,215336,44.628
5,27,2,2003,31.68201,-101.78707,8800,5,3,7,3,3,7,312520,200384,72.61706848
3,27,2,2003,31.68504,-101.81851,8840,5,4,7,3,3,8,471640,213110,34.404
3,27,2,2003,31.71044,-101.83959,8940,6,4,7,3,3,7,473510,222736,42.62807791
1,13,2,2003,31.7568,-102.1723,10900,2,5,6,3,1,1,3112480,313992,32.696
1,13,2,2003,31.74844,-102.01795,10300,5,4,7,3,1,1,447660,284844,59.86412198
1,13,2,2003,31.75031,-102.00977,10300,4,5,7,3,1,1,341850,340998,35.397
1,13,2,2003,31.75426,-102.00885,10265,4,4,7,2,1,1,257320,197232,35.86682289
1,13,2,2003,31.80806,-102.06962,10950,5,5,1,3,1,1,371330,297696,41.692
2,13,2,2003,31.7189,-102.0136,10500,2,4,7,5,3,5,96126,258614,53.48724843
1,13,2,2003,31.80528,-102.09972,10370,5,2,7,2,1,2,214000,131000,59.14113065
1,15,2,2003,31.8037,-102.0052,10500,4,4,7,2,4,4,194524,342682,29.684
3,13,2,2003,31.85098,-101.94733,10800,4,4,7,3,1,1,525460,3044034,13.256
3,13,2,2003,31.86433,-101.9524,10800,4,7,7,3,1,1,403560,304080,32.36
1,27,2,2003,31.78,-101.9609,10500,4,5,7,2,4,4,199940,341483,42.39503173
1,24,2,2003,31.78472,-102.04792,10525,5,4,7,3,1,2,390000,283000,45.712
3,27,2,2003,31.7633,-101.85252,9018,2,4,7,1,3,6,2048353.973,205114,35.08171606
1,24,2,2003,31.78587,-102.03544,10500,4,5,7,3,1,2,366000,303000,54.188
2,13,2,2003,31.6616,-102.0168,10500,4,5,7,3,5,10,274296,330964,45.17484084
2,13,2,2003,31.69204,-101.99936,10500,4,2,7,3,4,7,293688,352536,75.676
3,27,2,2003,31.78129,-101.93888,10500,4,5,7,3,6,14,535133,400910,48.24429574
3,27,2,2003,31.74117,-101.86813,9080,2,4,7,3,3,7,472700,197620,19.40387603
3,27,2,2003,31.74105,-101.83669,8900,5,4,7,3,3,8,473100,181026,48.98034099
3,27,2,2003,31.72485,-101.84168,8900,2,4,7,1,3,6,472170,210628,42.128
1,12,2,2003,31.76902,-102.07469,10115,5,5,7,3,2,4,243000,474550,38.332
1,13,2,2003,31.82537,-102.04341,11500,5,5,7,2,1,1,444980,371028,62.932
3,27,2,2003,31.92875,-101.84348,9400,3,3,7,1,4,9,488719,278650,52.728
2,13,2,2003,31.70266,-102.03501,10700,5,2,7,3,1,1,386540,317940,14.66478303
3,27,2,2003,31.95258,-101.83381,9415,5,4,7,3,4,9,489980,273917,58.376
1,24,2,2003,31.79229,-102.02351,10900,4,2,7,1,1,2,39200,155500,37.467
2,13,2,2003,31.7195,-101.9959,10515,5,5,7,2,4,8,166834,291233,37.02778895
1,13,2,2003,31.7735,-102.15182,11000,4,4,7,1,1,1,308600,358260,74.076
3,27,2,2003,31.80119,-101.94986,10500,5,5,7,2,5,11,462698,369788,26.49440013
3,27,2,2003,31.802,-101.96354,10505,4,4,7,2,5,10,390120,380042,15.96090849
3,27,2,2003,31.80377,-101.95493,10500,4,2,7,3,4,8,507220,291226,25.85262153
1,13,2,2003,31.78964,-102.17907,11000,5,5,7,3,1,1,392150,367584,55.27195048
1,13,2,2003,31.80695,-102.04137,11000,4,4,7,2,1,1,284200,320628,51.36853882
1,13,2,2003,31.80954,-102.04656,10950,4,4,7,1,1,1,379760,361830,49.61751604
3,27,2,2003,31.75528,-101.93938,10500,4,2,7,2,4,8,219633,300678,18.94660235
3,13,2,2003,31.87185,-101.95495,10800,4,7,7,2,1,1,413830,270816,63.68472659
3,13,2,2003,31.85797,-101.95072,10750,5,3,7,2,1,1,241000,219786,56.57014461
4,27,2,2003,31.93618,-101.80517,9265,4,3,7,1,4,8,490430,275319,28.908
1,24,2,2003,31.80578,-101.99703,11300,4,3,7,3,1,2,461000,202000,36.564
3,27,2,2003,31.75038,-101.94247,10500,5,2,7,2,5,10,388890,361856,29.12342212
3,27,2,2003,31.74611,-101.94532,10500,5,5,7,2,3,6,350557,221519,24.11090636
3,27,2,2003,31.74802,-101.93701,10590,5,4,7,2,4,8,370431,303571,15.893
2,13,2,2003,31.7186,-101.9822,10480,4,2,7,3,5,10,250780,301069,61.44099752
2,13,2,2003,31.72532,-101.96883,10495,4,5,7,3,4,8,255165,244734,34.02
2,13,2,2003,31.73403,-101.96426,10510,5,2,7,3,4,10,304342,295928,41.71257753
3,27,2,2003,31.82287,-101.96955,10590,4,5,7,2,4,8,370520,287922,19.84023768
3,27,2,2003,31.81317,-101.96294,10500,4,2,7,2,4,8,371530,307146,32.21359276
3,27,2,2003,31.7533,-101.94766,10500,4,5,7,2,3,6,352910,228689,19.83325601
1,13,2,2003,31.7199,-102.0585,10510,4,4,7,3,5,9,277400,334328,40.888
1,13,2,2003,31.82846,-102.03078,10900,4,4,7,2,1,2,277480,338026,69.06138557
1,13,2,2003,31.7462,-102.027,10542,5,2,7,3,5,9,260479,323611,53.92
2,13,2,2003,31.6681,-102.0372,10502,2,5,7,3,5,10,261469,326264,46.21327329
3,27,2,2003,31.7787,-101.93778,10500,4,5,7,2,5,10,387340,401474,49.79286603
1,13,2,2003,31.8018,-102.0306,10500,5,4,7,2,4,8,171340,289934,37.596
1,13,2,2003,31.8106,-102.025,10500,5,5,7,2,3,5,153760,219950,51.75635454
1,13,2,2003,31.794,-102.0149,10515,5,5,7,2,4,7,170985,292313,20.972
1,13,2,2003,31.7721,-101.9955,10535,5,2,7,2,4,8,168000,286740,29.064
1,13,2,2003,31.76532,-101.99273,10520,4,5,7,2,4,8,165500,290388,87.43651256
5,27,2,2003,31.69468,-101.79111,8750,5,4,7,2,2,5,335480,142405,25.848
3,27,2,2003,31.7097,-101.79151,8750,4,3,7,2,2,4,335540,130206,27.84973229
1,12,2,2003,31.76463,-102.07768,10120,5,5,7,3,2,2,84000,360925,54.508
3,27,2,2003,31.8153,-101.78963,8598,6,4,7,3,3,6,469510,199720,28.99923783
1,13,2,2003,31.8296,-101.9903,10520,2,5,7,2,4,8,168000,288672,29.28650586
1,13,2,2003,31.7926,-101.9875,10520,5,5,7,2,4,7,158412,288726,62.18847305
3,27,2,2003,31.72739,-101.86284,9050,2,4,7,1,3,8,470600,197045,23.092
1,13,2,2003,31.7789,-102.0822,10525,4,5,7,2,4,8,173000,286301,29.356
1,13,2,2003,31.7056,-102.1026,10527,5,5,6,3,5,10,283000,330795,45.38
2,13,2,2003,31.6922,-102.0627,10525,4,5,7,2,4,8,143500,290455,69.4284143
1,13,2,2003,31.8118,-102.0022,10530,2,5,7,2,4,8,171000,288705,35.94017441
1,24,2,2004,31.80228,-101.99589,11100,4,4,7,2,1,2,250000,86000,46.744
3,27,2,2003,31.75711,-101.86727,9050,5,4,7,3,3,8,450350,193723,60.88727674
2,13,2,2003,31.6768,-102.0799,10525,5,5,7,2,4,8,164423,291951,48.204
2,13,2,2003,31.6743,-102.0746,10515,5,5,7,2,4,8,155000,278411,39.228
2,13,2,2003,31.6813,-102.0769,10500,4,5,7,2,4,8,159500,284821,51.4008322
1,13,2,2003,31.8118,-102.10161,10200,5,5,7,1,4,8,313000,187500,102.9154604
1,27,2,2003,31.74378,-101.97116,10520,4,5,7,3,5,10,388286,381034,46.92
1,27,2,2003,31.762,-101.9903,10500,4,5,7,2,4,8,367600,309393,56.28002967
2,27,2,2003,31.73105,-101.94476,10502,2,4,7,2,4,8,372160,291005,36.512
2,27,2,2003,31.73682,-101.94974,10520,4,4,7,3,4,8,372173,289274,27.604
1,24,2,2004,31.7743,-101.98676,11000,5,5,7,2,1,2,291000,92000,36.296
3,13,2,2004,31.86862,-101.93597,11100,4,7,7,2,1,1,464414,382200,74.212
1,13,2,2004,31.7354,-101.9914,10515,4,5,7,2,4,8,173000,284131,31.67528813
2,13,2,2003,31.6806,-102.0678,10525,5,4,7,2,4,8,174500,284749,34.74
1,13,2,2003,31.8236,-102.0512,10503,2,5,7,2,4,8,170000,265364,23.48530212
2,13,2,2004,31.6752,-102.0392,10525,2,5,7,3,4,8,169528,280233,41.116
2,13,2,2004,31.6662,-102.0454,10525,2,5,7,2,4,8,166000,288112,34.972
2,13,2,2003,31.6715,-101.9753,10520,3,4,7,2,4,8,161048,281890,59.83319228
2,13,2,2004,31.6721,-101.9724,10510,3,5,7,2,4,8,191500,293927,40.024
1,24,2,2004,31.78972,-102.01826,11000,5,2,7,2,1,2,3136000,774000,53.41442894
1,20,2,2004,31.68173,-102.17021,10145,5,4,7,3,1,2,653345,387576,57.53915632
1,12,2,2003,31.77689,-102.04097,10125,5,5,7,3,2,4,264000,515000,47.144
3,3,2,2004,31.91882,-101.81391,8905,5,4,7,2,2,4,200270,175750,9.608
1,13,2,2004,31.77534,-102.20545,10750,5,6,7,2,1,1,200690,300510,60.292
1,13,2,2004,31.73587,-102.05482,10500,5,5,7,3,4,7,171260,290277,50.42609975
1,13,2,2003,31.71597,-102.07502,10525,5,2,7,2,4,8,144000,287662,34.60778643
3,13,2,2004,31.86038,-101.95557,11000,4,3,7,2,1,1,430880,295890,39.90735845
1,12,2,2004,31.7719,-102.07991,10125,5,5,7,3,2,4,273000,475000,56.3998334
1,24,2,2004,31.77179,-101.98067,11000,4,5,7,2,1,2,301000,292000,34.484
1,13,2,2004,31.78981,-102.06841,10765,5,4,7,2,1,1,325190,329532,69.96060032
3,13,2,2004,31.85985,-101.94259,11750,4,3,7,3,1,1,434510,305340,67.268
2,13,2,2004,31.693,-102.0273,10515,2,5,7,2,4,8,170320,295605,43.268
2,13,2,2004,31.7036,-101.9818,12510,4,2,7,2,4,8,184096,297570,31.92805746
3,27,2,2004,31.76988,-101.85904,9095,2,4,7,3,3,6,471380,203190,52.85194007
3,27,2,2004,31.77164,-101.85117,9060,4,4,7,3,3,6,475120,205238,46.312
3,27,2,2004,31.77514,-101.85229,9050,4,4,7,3,3,6,471910,205303,80.32913438
1,13,2,2005,31.8199,-102.06746,10905,4,5,7,2,1,1,351360,407064,61.45273928
1,13,2,2004,31.80361,-102.04028,10100,4,5,7,2,1,1,452250,366408,31.45750307
2,13,2,2004,31.6859,-101.9759,10528,5,5,7,2,4,8,191000,297292,24.8743132
2,13,2,2004,31.6916,-101.9886,10515,2,5,7,2,4,8,163000,268005,158.02
1,13,2,2004,31.7482,-101.9683,10520,4,4,7,2,4,8,173500,280240,56.79350791
2,13,2,2004,31.7256,-101.9846,10530,5,2,7,2,4,7,182494,305337,57.53896741
1,13,2,2004,31.73777,-102.01532,11000,4,4,7,3,1,1,333410,345030,33.54
3,27,2,2004,31.7991,-101.82887,8950,1,1,7,3,3,6,475880,203618,49.26
3,13,2,2004,31.84944,-101.95491,10750,5,4,7,2,1,1,291940,342300,43.884
2,13,2,2004,31.6979,-101.993,10500,5,5,7,2,4,7,181220,289737,60.116
2,13,2,2004,31.6878,-101.9675,10497,5,7,7,2,4,8,149500,290146,28.392
1,13,2,2004,31.7155,-102.0615,10510,5,5,7,2,4,8,172000,294650,47.89992016
2,13,2,2004,31.7145,-101.9719,10535,5,5,7,2,4,8,168500,276796,14.85059152
1,13,2,2004,31.8175,-101.9773,10529,5,3,7,2,4,8,175000,288534,23.763
1,13,2,2006,31.8149,-101.9723,11529,5,3,7,3,1,2,543040,477666,58.35472283
2,13,2,2004,31.6877,-102.0657,10520,5,5,7,2,4,8,174296,282080,43.176
1,13,2,2004,31.77534,-102.14324,11000,4,4,7,1,1,1,352040,326352,31.02059944
3,27,2,2004,31.93425,-101.83609,9397,5,3,7,1,3,6,388238,304923,46.456
3,27,2,2004,31.93173,-101.8308,9365,5,3,7,1,4,7,437481,341722,60.648
3,27,2,2004,31.793,-101.82253,8955,5,4,7,3,3,6,472910,210968,31.516
1,24,2,2004,31.79786,-101.99885,11000,5,5,7,2,1,2,312000,14000,25.503
1,24,2,2004,31.78643,-101.99855,11000,4,5,7,3,1,2,322000,14000,66.67873896
3,27,2,2004,31.79926,-101.82893,8955,1,1,7,3,3,6,473760,200972,30.336
2,13,2,2004,31.7071,-101.983,10515,4,5,7,2,4,8,155640,298374,32.084
1,24,2,2004,31.77212,-102.01207,11000,5,4,7,3,1,2,317000,376000,62.23906507
1,13,2,2004,31.713,-102.0562,10507,4,2,7,2,4,8,190000,285217,36.10162939
2,13,2,2004,31.6658,-101.9421,10501,4,3,7,2,4,8,174500,283023,39.632
1,13,2,2004,31.82285,-102.03787,11000,5,5,7,2,1,1,346550,428064,45.37418401
2,13,2,2004,31.7225,-101.9655,10510,4,4,7,2,3,6,175460,222985,17.58
2,13,2,2004,31.7204,-101.9734,10500,4,5,7,2,4,8,186700,289110,23.75980535
1,13,2,2004,31.7326,-101.987,10492,5,2,7,2,4,8,181500,283100,46.61631594
2,13,2,2004,31.7214,-101.9693,10530,4,4,7,2,4,8,187800,275369,20.608
3,17,2,2004,31.89854,-101.90584,8962,5,3,7,3,3,3,575000,220000,28.016
2,13,2,2004,31.68548,-102.0114,11250,5,4,7,2,1,1,350290,394800,97.884
1,24,2,2004,31.76622,-101.98814,11000,4,5,7,2,1,2,329600,94900,36.16
1,13,2,2004,31.74256,-101.97648,11077,4,4,7,3,1,1,350780,410088,54.928
1,13,2,2004,31.8105,-102.10881,10099,4,4,7,2,3,7,223000,161750,36.412
1,13,2,2004,31.74442,-102.03472,10514,5,2,7,3,3,4,149346,222525,33.376
1,13,2,2004,31.75465,-101.99714,11100,4,5,7,2,1,1,370580,461832,27.19189199
2,13,2,2004,31.7076,-102.0459,10520,4,4,7,2,4,8,188306,298979,62.57131418
1,24,2,2004,31.79571,-102.02423,11000,4,2,7,2,1,2,300900,295800,58.17200944
1,13,2,2004,31.78397,-102.15479,11000,2,5,7,2,1,1,357950,457338,33.5191448
1,13,2,2005,31.7375,-102.06435,10510,4,2,7,3,3,6,161200,212335,35.008
5,27,2,2004,31.66337,-101.77644,8780,6,4,7,3,3,6,473110,203282,40.98067921
1,13,2,2004,31.7083,-102.0591,10515,4,5,7,2,4,8,180607,289226,57.7418352
1,13,2,2005,31.7093,-102.0551,10520,4,2,7,2,4,8,190780,304159,27.688
1,13,2,2005,31.8204,-102.03263,10900,5,5,7,2,1,1,331320,433650,45.952
1,13,2,2005,31.7095,-102.0862,10515,4,5,7,2,4,8,189380,289120,38.44772302
2,13,2,2005,31.6979,-102.0868,10510,4,5,7,2,3,6,145509,198460,48.332
1,13,2,2004,31.73909,-101.97508,11100,4,7,7,3,1,1,349710,426888,39.38
1,13,2,2005,31.74086,-102.01584,11000,4,5,7,2,1,1,34300,448770,58.85414189
3,13,2,2005,31.86321,-101.94328,11700,4,3,7,3,1,1,435660,354312,65.47404336
2,13,2,2004,31.6988,-102.0025,10505,4,5,7,2,4,8,191199,298644,38.192
2,13,2,2005,31.7157,-101.9768,10530,5,2,7,2,4,8,170481,294428,46.052
2,13,2,2005,31.7139,-101.9865,10505,4,5,7,2,4,8,190497,300937,26.3487155
1,13,2,2005,31.728,-102.0567,10525,5,4,7,3,4,8,183675,320632,49.84822773
2,13,2,2005,31.7096,-102.0373,10525,5,5,7,2,4,8,194860,300025,41.716
1,13,2,2005,31.7168,-102.0396,10530,5,5,7,2,4,8,190200,290780,28.53084338
1,13,2,2005,31.7223,-102.0551,10513,4,7,7,3,3,6,169384,215341,17.388
2,13,2,2005,31.7297,-101.9668,10510,5,2,7,2,4,8,193420,298510,65.73508381
1,13,2,2005,31.737,-101.968,10520,4,5,7,2,4,8,181757,297175,11.199
1,13,2,2004,31.78249,-102.208,11005,4,6,7,2,1,1,349430,407484,27.99322887
1,13,2,2004,31.7314,-101.9924,10510,4,2,7,2,4,8,190900,277530,46.11910418
2,13,2,2005,31.6603,-102.07,10510,2,5,7,2,4,8,191540,285566,42.732
2,13,2,2005,31.6579,-102.0781,10500,2,5,7,2,4,8,188640,301913,46.864
1,12,2,2005,31.85368,-102.03837,11478,5,7,7,3,1,2,175000,154000,74.9528507
2,13,2,2005,31.68745,-102.00262,11250,4,4,7,2,1,1,350670,453978,91.768
2,13,2,2005,31.69,-102.00783,11265,4,4,7,3,1,1,500460,502194,68.128
1,13,2,2005,31.81789,-102.07704,10937,5,5,7,2,1,1,350840,430542,48.18907111
1,12,2,2005,31.77459,-102.03484,10125,5,5,7,3,2,4,334000,530000,49.55407614
1,13,2,2005,31.81568,-102.03594,10980,5,5,7,2,1,1,401720,579516,77.38134441
1,13,2,2006,31.81528,-102.07181,10897,5,5,7,2,1,1,498480,513870,59.04
2,13,2,2005,31.70681,-102.04947,10515,4,4,7,2,4,8,188421,295717,29.68
3,27,2,2005,31.78416,-101.86358,8985,3,4,7,2,2,4,337440,141530,25.23054799
1,13,2,2006,31.73401,-102.0632,10592,4,5,7,2,1,1,648106,602154,48.27209734
2,13,2,2005,31.6835,-101.9893,10515,3,6,7,2,4,8,190640,297630,48.6
1,13,2,2005,31.74965,-101.99676,11102,5,5,7,2,1,1,397760,447678,52.128
3,27,2,2005,31.78865,-101.82521,8850,5,3,7,2,2,4,370720,154462,31.136
3,27,2,2005,31.81198,-101.85492,8814,6,3,7,2,2,4,336760,137741,33.076
2,13,2,2006,31.6788,-101.9875,10600,4,6,7,2,1,1,572780,494718,75.82
2,13,2,2005,31.6865,-101.9583,10520,4,4,7,2,4,8,181077,297063,43.884
2,13,2,2006,31.683,-101.9571,10611,4,5,7,2,1,1,134520,384174,39.33313857
1,12,2,2005,31.84666,-102.06198,11485,5,5,7,3,2,4,264000,441000,83.324
1,13,2,2005,31.79904,-102.04291,11015,5,5,7,2,1,1,350660,463554,29.26985004
1,13,2,2006,31.77891,-102.06478,10849,5,4,7,2,1,1,613250,665322,43.964
2,13,2,2005,31.6863,-102.0874,10500,5,4,7,2,4,8,155654,330415,33.832
1,24,2,2006,31.7972,-102.03435,10999,4,2,1,2,1,2,496700,441500,41.82115739
1,13,2,2005,31.813,-102.0309,10540,5,5,7,2,4,8,190699,293385,41.208
2,13,2,2006,31.7203,-101.991,10630,4,2,7,3,1,2,601330,578856,32.128
1,13,2,2005,31.8043,-102.0359,10510,4,4,7,2,4,8,182317,298653,57.032
1,13,2,2005,31.8207,-101.9963,10550,5,5,7,2,6,12,495000,538146,43.372
1,13,2,2005,31.7577,-101.9758,10610,5,5,7,3,1,1,396520,414750,37.848
1,13,2,2006,31.83454,-102.21098,11176,5,6,7,2,1,1,550420,606396,39.916
1,13,2,2006,31.74388,-102.02048,10621,4,4,7,3,1,1,630500,611730,25.465
1,13,2,2005,31.78289,-102.19,10714,5,5,7,2,1,1,497280,505386,42.156
1,13,2,2006,31.78545,-102.19527,10713,5,2,7,2,1,1,600100,579726,20.72
1,13,2,2005,31.76821,-101.99774,10530,5,2,7,2,6,12,421620,474264,55.664
1,13,2,2005,31.8385,-101.9844,10530,5,5,7,2,6,12,422040,459354,21.948
3,27,2,2006,31.81577,-101.96765,10515,1,1,7,5,4,9,544020,457406,23.084
3,27,2,2005,31.82037,-101.96493,10501,4,2,7,2,6,12,748661,509531,58.856
3,27,2,2006,31.80842,-101.96577,10526,4,4,7,2,6,12,667460,451860,27.448
3,27,2,2005,31.8063,-101.9607,10485,4,2,7,2,6,12,803880,550581,71.588
1,13,2,2006,31.8173,-102.02647,10817,5,2,6,2,1,1,589080,510972,21.7819457
3,27,2,2006,31.92039,-101.95716,9426,6,3,7,3,4,7,486900,277793,17.98007424
1,27,2,2006,31.87755,-102.02808,10330,4,7,7,2,5,9,682912,407413,34.48
1,27,2,2005,31.8856,-102.02622,10125,4,7,7,3,5,10,505860,356404,39.184
1,27,2,2006,31.87629,-102.04972,10331,4,7,7,3,5,10,775660,411032,33.2316135
1,27,2,2006,31.88431,-101.99888,10090,4,7,7,3,6,12,533020,444134,44.904
1,12,2,2005,31.85538,-102.04329,10125,5,7,7,3,1,2,289000,500250,67.94976138
3,27,2,2006,31.82868,-101.9136,10022,4,4,7,2,6,12,603272,496458,40.26411279
3,27,2,2006,31.85219,-101.92604,10012,4,5,7,2,5,10,686660,553119,59.18129168
1,12,2,2005,31.77903,-102.03206,10127,5,2,7,3,1,2,307000,512250,32.93505397
3,27,2,2006,31.78182,-101.95272,10510,4,2,7,2,6,12,633024,466247,28.836
3,27,2,2006,31.83892,-101.96636,10336,4,5,7,2,6,11,399440,463018,52.692
3,27,2,2006,31.85266,-101.97081,10380,4,2,7,2,6,12,405820,466099,37.752
1,24,2,2006,31.76849,-101.97813,11026,4,3,1,2,1,2,550300,572900,35.284
1,13,2,2006,31.71644,-102.08857,10609,4,5,6,3,1,1,538660,13294,32.14
3,27,2,2006,31.79145,-101.9598,10512,4,5,7,2,5,12,384232,507816,48.764
1,13,2,2006,31.7377,-102.0954,10626,5,4,6,2,1,2,580100,594128,32.8
1,13,2,2006,31.7121,-102.091,10615,4,5,6,2,1,1,598760,634452,49.28139875
3,27,2,2006,31.814,-101.95829,10120,4,5,7,2,6,12,400060,475791,55.772
3,27,2,2006,31.78436,-101.95796,10494,4,2,7,2,6,12,414608,467623,47.92
3,27,2,2006,31.79103,-101.94552,10508,4,5,7,2,6,12,408780,530520,71.968
3,27,2,2006,31.77939,-101.94708,10535,4,2,7,2,6,12,372440,455114,37.688
3,27,2,2006,31.78638,-101.94933,10492,4,2,7,2,6,11,401360,466922,50.748
1,13,2,2006,31.77,-102.088,10435,4,2,7,1,1,1,746360,555702,39.92
1,13,2,2007,31.7674,-102.0829,10400,5,2,7,1,1,1,869407,734454,57.34912221
3,27,2,2006,31.82249,-101.95667,10126,5,4,7,2,6,12,400005,3600949,57.444
1,12,2,2006,31.84966,-102.06792,10125,4,2,7,3,1,1,319000,655250,73.06722001
1,27,2,2006,31.8801,-102.03329,10255,4,7,7,1,5,10,736180,371080,22.82628719
3,27,2,2006,31.89567,-101.99809,10163,4,7,7,3,5,10,508638,366635,34.49935258
1,27,2,2006,31.8785,-102.02397,10168,4,7,7,3,6,12,645488,442545,31.912
1,13,2,2006,31.76283,-102.0857,10771,5,2,1,3,1,1,700800,655956,48.14260508
3,27,2,2007,31.80533,-101.96479,10413,4,5,7,2,6,12,486021,552316,42.728
2,27,2,2006,31.73139,-101.92728,10576,4,5,7,2,6,12,404660,462114,65.428
2,27,2,2006,31.72489,-101.93896,10532,4,4,7,2,6,11,403220,477059,26.9138779
2,27,2,2007,31.72431,-101.92502,10540,4,4,7,3,7,13,549019,457646,51.112
1,12,2,2006,31.761,-102.04465,10061,4,5,7,2,1,2,105000,360500,16.55643722
1,13,2,2006,31.74055,-102.0019,11111,4,5,6,2,1,1,715960,588168,61.528
2,13,2,2006,31.69801,-102.006,11258,4,4,7,2,1,1,639520,581616,36.552
3,27,2,2006,31.84675,-101.90111,10017,4,4,7,2,6,12,400400,445234,40.77282225
3,27,2,2006,31.84853,-101.8936,10004,4,4,7,2,6,12,406160,473472,86.956
1,27,2,2006,31.87085,-102.05693,10341,4,2,7,2,4,8,612489,322923,19.24822649
1,27,2,2006,31.87724,-102.04561,10374,4,7,7,2,5,10,387680,388394,55.80805367
2,13,2,2007,31.6567,-102.0378,10604,4,4,7,1,1,1,800581,1046220,82.8613699
2,13,2,2007,31.6532,-102.0321,10600,5,5,7,1,1,1,901480,1191414,77.98311204
1,27,2,2006,31.88201,-102.02508,10234,4,7,7,3,6,12,525080,444639,47.436
2,13,2,2006,31.69336,-102.00948,11260,4,5,7,3,1,1,650550,594300,48.112
1,24,2,2007,31.77678,-101.99141,10993,5,5,1,2,1,2,560000,845000,41.71620714
2,13,2,2006,31.6993,-102.065,10670,5,5,7,2,1,1,600900,569772,56.71657701
4,13,2,2006,31.96385,-101.80206,10516,2,7,1,3,1,1,362004,535458,23.49
1,13,2,2007,31.78917,-102.0534,10841,5,2,1,2,3,4,603020,628698,77.77491575
3,2,2,2006,31.74599,-101.78104,9973,4,4,7,3,6,12,523240,437483,27.264
1,13,2,2006,31.76389,-102.17477,11247,4,5,7,2,1,1,601900,563976,45.81984815
1,27,2,2006,31.89491,-102.00225,10185,4,7,7,3,6,11,520620,450120,42.824
1,27,2,2006,31.88585,-102.00849,10164,4,7,7,3,5,10,678677,345789,55.956
1,27,2,2006,31.87435,-102.05805,10285,4,2,7,3,6,12,522980,447122,56.73353027
1,2,2,2006,31.69046,-102.19558,10067,4,4,7,3,6,12,445620,468844,56.172
1,2,2,2006,31.69759,-102.1976,10500,4,4,7,3,5,10,432298,354603,33.84
3,2,2,2006,31.75463,-101.7927,9865,5,4,7,1,7,14,561279,533918,21.25904119
1,27,2,2006,31.8939,-102.00664,10184,4,7,7,3,7,14,675047,532444,37.38
3,2,2,2006,31.77573,-101.78187,9900,5,4,7,3,6,12,521720,431475,30.31831686
2,13,2,2006,31.7148,-101.9988,10750,5,5,7,2,1,1,648830,548394,47.248
1,9,2,2006,31.82658,-102.02105,10450,5,5,7,3,4,7,426034,253336,42.972
1,9,2,2006,31.82392,-102.01581,10521,5,5,7,3,3,5,349486,344764,36.5817199
1,9,2,2006,31.82209,-102.02402,9960,5,2,7,3,8,8,1036124,1304488,54.64
1,9,2,2006,31.82184,-102.01087,10460,5,5,7,3,5,6,549375,312000,78.06
1,9,2,2006,31.82916,-102.02629,10440,4,5,7,3,4,4,358656,72450,39.04780219
1,9,2,2006,31.81951,-102.01878,10455,5,5,7,3,5,5,405930,472542,49.91380818
1,12,2,2006,31.84784,-102.07614,10143,5,2,7,3,1,1,319000,430550,102.2865487
3,27,2,2006,31.84716,-101.96459,10243,4,5,7,2,6,12,412940,487816,48.948
3,27,2,2006,31.83481,-101.95186,10106,4,5,7,2,6,12,406880,447203,34.792
3,27,2,2007,31.84285,-101.94974,10085,4,2,7,2,6,12,404260,424754,58.592
3,27,2,2007,31.84574,-101.93744,10040,4,5,7,2,6,12,407780,541875,45.612
3,27,2,2006,31.83933,-101.94861,10093,4,5,7,2,6,12,414280,441148,67.74792166
3,27,2,2007,31.75643,-101.94885,10450,4,5,7,2,6,12,400930,413313,36.708
1,13,2,2007,31.77364,-102.0888,10389,4,2,7,1,1,1,751230,980028,65.28148434
1,13,2,2007,31.77759,-102.08616,10410,4,2,7,3,1,1,700324,613662,62.78514382
2,13,2,2007,31.6561,-101.9881,10626,4,5,7,3,1,1,704120,580314,25.508
2,13,2,2006,31.6541,-101.9841,10718,4,5,7,3,1,1,258000,328986,35.08
1,13,2,2007,31.7509,-102.0242,10680,5,5,7,2,1,1,500200,511350,40.396
3,27,2,2007,31.79486,-101.92934,10474,5,4,7,2,6,12,405740,463499,36.072
2,27,2,2007,31.7213,-101.93785,10578,4,5,7,2,6,12,412380,471508,33.67536258
2,27,2,2006,31.66763,-101.98048,10392,1,1,7,5,4,8,595424,388265,38.603443
3,27,2,2007,31.93387,-101.84956,9575,5,4,7,3,6,12,524100,389233,35.6
