WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
669,3,27,2,07/18/2004 00:00:00,2004,31.7991,-101.82887,8950,1,1,7,3,18,3,6,0,5000,198618,0,475880,203618,49.26
670,3,13,2,08/30/2004 00:00:00,2004,31.84944,-101.95491,10750,5,4,7,2,11,1,1,342300,0,0,0,291940,342300,43.884
672,2,13,2,04/09/2004 00:00:00,2004,31.6979,-101.993,10500,5,5,7,2,11,4,7,0,9000,280737,0,181220,289737,60.116
673,2,13,2,02/25/2004 00:00:00,2004,31.6878,-101.9675,10497,5,7,7,2,11,4,8,0,10000,280146,0,149500,290146,28.392
674,1,13,2,04/06/2004 00:00:00,2004,31.7155,-102.0615,10510,5,5,7,2,11,4,8,0,10000,284650,0,172000,294650,47.89992016
675,2,13,2,04/10/2004 00:00:00,2004,31.7145,-101.9719,10535,5,5,7,2,11,4,8,0,10000,266796,0,168500,276796,14.85059152
678,1,13,2,03/26/2004 00:00:00,2004,31.8175,-101.9773,10529,5,3,7,2,11,4,8,0,10000,278534,0,175000,288534,23.763
679,1,13,2,12/21/2006 00:00:00,2006,31.8149,-101.9723,11529,5,3,7,3,18,1,2,0,477666,0,0,543040,477666,58.35472283
680,2,13,2,07/28/2004 00:00:00,2004,31.6877,-102.0657,10520,5,5,7,2,11,4,8,0,10000,272080,0,174296,282080,43.176
684,1,13,2,06/11/2004 00:00:00,2004,31.77534,-102.14324,11000,4,4,7,1,5,1,1,326352,0,0,0,352040,326352,31.02059944
685,3,27,2,09/02/2004 00:00:00,2004,31.93425,-101.83609,9397,5,3,7,1,5,3,6,0,7500,297423,0,388238,304923,46.456
686,3,27,2,09/21/2004 00:00:00,2004,31.93173,-101.8308,9365,5,3,7,1,5,4,7,0,4000,337722,0,437481,341722,60.648
687,3,27,2,06/09/2004 00:00:00,2004,31.793,-101.82253,8955,5,4,7,3,18,3,6,0,5000,205968,0,472910,210968,31.516
691,1,24,2,05/15/2004 00:00:00,2004,31.79786,-101.99885,11000,5,5,7,2,11,1,2,0,14000,0,0,312000,14000,25.503
692,1,24,2,06/10/2004 00:00:00,2004,31.78643,-101.99855,11000,4,5,7,3,18,1,2,0,14000,0,0,322000,14000,66.67873896
693,3,27,2,07/11/2004 00:00:00,2004,31.79926,-101.82893,8955,1,1,7,3,18,3,6,0,5000,195972,0,473760,200972,30.336
694,2,13,2,07/25/2004 00:00:00,2004,31.7071,-101.983,10515,4,5,7,2,11,4,8,0,10000,288374,0,155640,298374,32.084
696,1,24,2,05/30/2004 00:00:00,2004,31.77212,-102.01207,11000,5,4,7,3,18,1,2,361000,15000,0,0,317000,376000,62.23906507
698,1,13,2,06/30/2004 00:00:00,2004,31.713,-102.0562,10507,4,2,7,2,11,4,8,0,10000,275217,0,190000,285217,36.10162939
699,2,13,2,04/24/2004 00:00:00,2004,31.6658,-101.9421,10501,4,3,7,2,11,4,8,0,10000,273023,0,174500,283023,39.632
701,1,13,2,06/07/2004 00:00:00,2004,31.82285,-102.03787,11000,5,5,7,2,11,1,1,428064,0,0,0,346550,428064,45.37418401
704,2,13,2,12/07/2004 00:00:00,2004,31.7225,-101.9655,10510,4,4,7,2,11,3,6,0,7512,215473,0,175460,222985,17.58
708,2,13,2,09/18/2004 00:00:00,2004,31.7204,-101.9734,10500,4,5,7,2,11,4,8,0,10000,279110,0,186700,289110,23.75980535
709,1,13,2,06/25/2004 00:00:00,2004,31.7326,-101.987,10492,5,2,7,2,11,4,8,0,10000,273100,0,181500,283100,46.61631594
710,2,13,2,07/25/2004 00:00:00,2004,31.7214,-101.9693,10530,4,4,7,2,11,4,8,0,10000,265369,0,187800,275369,20.608
711,3,17,2,04/27/2004 00:00:00,2004,31.89854,-101.90584,8962,5,3,7,3,18,3,3,220000,0,0,0,575000,220000,28.016
712,2,13,2,07/29/2004 00:00:00,2004,31.68548,-102.0114,11250,5,4,7,2,11,1,1,394800,0,0,0,350290,394800,97.884
713,1,24,2,09/20/2004 00:00:00,2004,31.76622,-101.98814,11000,4,5,7,2,11,1,2,0,9000,85900,0,329600,94900,36.16
714,1,13,2,07/22/2004 00:00:00,2004,31.74256,-101.97648,11077,4,4,7,3,18,1,1,410088,0,0,0,350780,410088,54.928
715,1,13,2,06/25/2004 00:00:00,2004,31.8105,-102.10881,10099,4,4,7,2,11,3,7,0,5500,156000,250,223000,161750,36.412
718,1,13,2,07/05/2004 00:00:00,2004,31.74442,-102.03472,10514,5,2,7,3,18,3,4,0,1000,221525,0,149346,222525,33.376
720,1,13,2,10/29/2004 00:00:00,2004,31.75465,-101.99714,11100,4,5,7,2,11,1,1,461832,0,0,0,370580,461832,27.19189199
721,2,13,2,08/04/2004 00:00:00,2004,31.7076,-102.0459,10520,4,4,7,2,11,4,8,0,10000,288979,0,188306,298979,62.57131418
725,1,24,2,10/16/2004 00:00:00,2004,31.79571,-102.02423,11000,4,2,7,2,11,1,2,271800,24000,0,0,300900,295800,58.17200944
726,1,13,2,10/24/2004 00:00:00,2004,31.78397,-102.15479,11000,2,5,7,2,11,1,1,457338,0,0,0,357950,457338,33.5191448
729,1,13,2,01/19/2005 00:00:00,2005,31.7375,-102.06435,10510,4,2,7,3,18,3,6,0,7000,205335,0,161200,212335,35.008
731,5,27,2,11/03/2004 00:00:00,2004,31.66337,-101.77644,8780,6,4,7,3,18,3,6,0,5000,198282,0,473110,203282,40.98067921
732,1,13,2,08/09/2004 00:00:00,2004,31.7083,-102.0591,10515,4,5,7,2,11,4,8,0,10000,279226,0,180607,289226,57.7418352
738,1,13,2,02/07/2005 00:00:00,2005,31.7093,-102.0551,10520,4,2,7,2,11,4,8,0,10000,294159,0,190780,304159,27.688
739,1,13,2,01/19/2005 00:00:00,2005,31.8204,-102.03263,10900,5,5,7,2,11,1,1,433650,0,0,0,331320,433650,45.952
740,1,13,2,07/23/2005 00:00:00,2005,31.7095,-102.0862,10515,4,5,7,2,11,4,8,0,10000,279120,0,189380,289120,38.44772302
743,2,13,2,03/19/2005 00:00:00,2005,31.6979,-102.0868,10510,4,5,7,2,11,3,6,0,7000,191460,0,145509,198460,48.332
744,1,13,2,12/10/2004 00:00:00,2004,31.73909,-101.97508,11100,4,7,7,3,18,1,1,426888,0,0,0,349710,426888,39.38
745,1,13,2,01/11/2005 00:00:00,2005,31.74086,-102.01584,11000,4,5,7,2,11,1,1,448770,0,0,0,34300,448770,58.85414189
747,3,13,2,09/16/2005 00:00:00,2005,31.86321,-101.94328,11700,4,3,7,3,18,1,1,354312,0,0,0,435660,354312,65.47404336
750,2,13,2,11/02/2004 00:00:00,2004,31.6988,-102.0025,10505,4,5,7,2,11,4,8,0,10000,288644,0,191199,298644,38.192
752,2,13,2,03/28/2005 00:00:00,2005,31.7157,-101.9768,10530,5,2,7,2,11,4,8,0,10000,284428,0,170481,294428,46.052
753,2,13,2,02/05/2005 00:00:00,2005,31.7139,-101.9865,10505,4,5,7,2,11,4,8,0,10000,290937,0,190497,300937,26.3487155
756,1,13,2,08/22/2005 00:00:00,2005,31.728,-102.0567,10525,5,4,7,3,18,4,8,0,10000,310632,0,183675,320632,49.84822773
757,2,13,2,02/22/2005 00:00:00,2005,31.7096,-102.0373,10525,5,5,7,2,11,4,8,0,10000,290025,0,194860,300025,41.716
758,1,13,2,07/13/2005 00:00:00,2005,31.7168,-102.0396,10530,5,5,7,2,11,4,8,0,10000,280780,0,190200,290780,28.53084338
759,1,13,2,05/10/2005 00:00:00,2005,31.7223,-102.0551,10513,4,7,7,3,18,3,6,0,7000,208341,0,169384,215341,17.388
760,2,13,2,04/30/2005 00:00:00,2005,31.7297,-101.9668,10510,5,2,7,2,11,4,8,0,10000,288510,0,193420,298510,65.73508381
761,1,13,2,07/27/2005 00:00:00,2005,31.737,-101.968,10520,4,5,7,2,11,4,8,0,10000,287175,0,181757,297175,11.199
763,1,13,2,12/26/2004 00:00:00,2004,31.78249,-102.208,11005,4,6,7,2,11,1,1,407484,0,0,0,349430,407484,27.99322887
764,1,13,2,12/07/2004 00:00:00,2004,31.7314,-101.9924,10510,4,2,7,2,11,4,8,0,10008,267522,0,190900,277530,46.11910418
765,2,13,2,07/03/2005 00:00:00,2005,31.6603,-102.07,10510,2,5,7,2,11,4,8,0,10000,275566,0,191540,285566,42.732
766,2,13,2,07/13/2005 00:00:00,2005,31.6579,-102.0781,10500,2,5,7,2,11,4,8,0,10000,291913,0,188640,301913,46.864
767,1,12,2,05/13/2005 00:00:00,2005,31.85368,-102.03837,11478,5,7,7,3,18,1,2,152000,2000,0,0,175000,154000,74.9528507
770,2,13,2,08/22/2005 00:00:00,2005,31.68745,-102.00262,11250,4,4,7,2,11,1,1,0,0,453978,0,350670,453978,91.768
771,2,13,2,08/21/2005 00:00:00,2005,31.69,-102.00783,11265,4,4,7,3,18,1,1,0,0,502194,0,500460,502194,68.128
772,1,13,2,04/23/2005 00:00:00,2005,31.81789,-102.07704,10937,5,5,7,2,11,1,1,430542,0,0,0,350840,430542,48.18907111
776,1,12,2,01/16/2005 00:00:00,2005,31.77459,-102.03484,10125,5,5,7,3,18,2,4,0,8000,522000,0,334000,530000,49.55407614
778,1,13,2,10/02/2005 00:00:00,2005,31.81568,-102.03594,10980,5,5,7,2,11,1,1,0,0,579516,0,401720,579516,77.38134441
779,1,13,2,10/10/2006 00:00:00,2006,31.81528,-102.07181,10897,5,5,7,2,11,1,1,513870,0,0,0,498480,513870,59.04
780,2,13,2,01/25/2005 00:00:00,2005,31.70681,-102.04947,10515,4,4,7,2,11,4,8,0,10000,285717,0,188421,295717,29.68
781,3,27,2,08/01/2005 00:00:00,2005,31.78416,-101.86358,8985,3,4,7,2,11,2,4,0,3500,138030,0,337440,141530,25.23054799
782,1,13,2,09/06/2006 00:00:00,2006,31.73401,-102.0632,10592,4,5,7,2,11,1,1,602154,0,0,0,648106,602154,48.27209734
787,2,13,2,06/08/2005 00:00:00,2005,31.6835,-101.9893,10515,3,6,7,2,11,4,8,0,10000,287630,0,190640,297630,48.6
788,1,13,2,08/15/2005 00:00:00,2005,31.74965,-101.99676,11102,5,5,7,2,11,1,1,447678,0,0,0,397760,447678,52.128
790,3,27,2,07/15/2005 00:00:00,2005,31.78865,-101.82521,8850,5,3,7,2,11,2,4,0,3500,150962,0,370720,154462,31.136
796,3,27,2,09/20/2005 00:00:00,2005,31.81198,-101.85492,8814,6,3,7,2,11,2,4,0,3500,134241,0,336760,137741,33.076
797,2,13,2,01/07/2006 00:00:00,2006,31.6788,-101.9875,10600,4,6,7,2,11,1,1,494718,0,0,0,572780,494718,75.82
803,2,13,2,05/04/2005 00:00:00,2005,31.6865,-101.9583,10520,4,4,7,2,11,4,8,0,10000,287063,0,181077,297063,43.884
804,2,13,2,04/10/2006 00:00:00,2006,31.683,-101.9571,10611,4,5,7,2,11,1,1,384174,0,0,0,134520,384174,39.33313857
805,1,12,2,06/17/2005 00:00:00,2005,31.84666,-102.06198,11485,5,5,7,3,18,2,4,0,15000,426000,0,264000,441000,83.324
809,1,13,2,09/15/2005 00:00:00,2005,31.79904,-102.04291,11015,5,5,7,2,11,1,1,0,0,463554,0,350660,463554,29.26985004
810,1,13,2,03/02/2006 00:00:00,2006,31.77891,-102.06478,10849,5,4,7,2,11,1,1,665322,0,0,0,613250,665322,43.964
817,2,13,2,07/26/2005 00:00:00,2005,31.6863,-102.0874,10500,5,4,7,2,11,4,8,0,10000,320415,0,155654,330415,33.832
818,1,24,2,02/21/2006 00:00:00,2006,31.7972,-102.03435,10999,4,2,1,2,6,1,2,0,6000,435500,0,496700,441500,41.82115739
819,1,13,2,08/09/2005 00:00:00,2005,31.813,-102.0309,10540,5,5,7,2,11,4,8,0,10000,283385,0,190699,293385,41.208
820,2,13,2,03/13/2006 00:00:00,2006,31.7203,-101.991,10630,4,2,7,3,18,1,2,569856,9000,0,0,601330,578856,32.128
821,1,13,2,09/18/2005 00:00:00,2005,31.8043,-102.0359,10510,4,4,7,2,11,4,8,0,10000,288653,0,182317,298653,57.032
823,1,13,2,10/07/2005 00:00:00,2005,31.8207,-101.9963,10550,5,5,7,2,11,6,12,0,13944,524202,0,495000,538146,43.372
824,1,13,2,11/13/2005 00:00:00,2005,31.7577,-101.9758,10610,5,5,7,3,18,1,1,414750,0,0,0,396520,414750,37.848
826,1,13,2,06/11/2006 00:00:00,2006,31.83454,-102.21098,11176,5,6,7,2,11,1,1,606396,0,0,0,550420,606396,39.916
827,1,13,2,12/28/2006 00:00:00,2006,31.74388,-102.02048,10621,4,4,7,3,18,1,1,611730,0,0,0,630500,611730,25.465
829,1,13,2,11/28/2005 00:00:00,2005,31.78289,-102.19,10714,5,5,7,2,11,1,1,505386,0,0,0,497280,505386,42.156
830,1,13,2,04/17/2006 00:00:00,2006,31.78545,-102.19527,10713,5,2,7,2,11,1,1,579726,0,0,0,600100,579726,20.72
831,1,13,2,10/05/2005 00:00:00,2005,31.76821,-101.99774,10530,5,2,7,2,11,6,12,0,15960,458304,0,421620,474264,55.664
832,1,13,2,10/01/2005 00:00:00,2005,31.8385,-101.9844,10530,5,5,7,2,11,6,12,0,14112,445242,0,422040,459354,21.948
833,3,27,2,02/23/2006 00:00:00,2006,31.81577,-101.96765,10515,1,1,7,5,26,4,9,0,12000,445406,0,544020,457406,23.084
835,3,27,2,12/17/2005 00:00:00,2005,31.82037,-101.96493,10501,4,2,7,2,11,6,12,0,17000,492531,0,748661,509531,58.856
836,3,27,2,01/17/2006 00:00:00,2006,31.80842,-101.96577,10526,4,4,7,2,11,6,12,0,19500,432360,0,667460,451860,27.448
837,3,27,2,11/21/2005 00:00:00,2005,31.8063,-101.9607,10485,4,2,7,2,11,6,12,0,15500,535081,0,803880,550581,71.588
839,1,13,2,08/01/2006 00:00:00,2006,31.8173,-102.02647,10817,5,2,6,2,10,1,1,510972,0,0,0,589080,510972,21.7819457
841,3,27,2,09/17/2006 00:00:00,2006,31.92039,-101.95716,9426,6,3,7,3,18,4,7,0,6500,271293,0,486900,277793,17.98007424
843,1,27,2,03/23/2006 00:00:00,2006,31.87755,-102.02808,10330,4,7,7,2,11,5,9,0,14250,393163,0,682912,407413,34.48
844,1,27,2,12/28/2005 00:00:00,2005,31.8856,-102.02622,10125,4,7,7,3,18,5,10,0,10000,346404,0,505860,356404,39.184
845,1,27,2,04/07/2006 00:00:00,2006,31.87629,-102.04972,10331,4,7,7,3,18,5,10,0,11000,400032,0,775660,411032,33.2316135
846,1,27,2,01/09/2006 00:00:00,2006,31.88431,-101.99888,10090,4,7,7,3,18,6,12,0,15500,428634,0,533020,444134,44.904
848,1,12,2,12/01/2005 00:00:00,2005,31.85538,-102.04329,10125,5,7,7,3,18,1,2,481000,19250,0,0,289000,500250,67.94976138
850,3,27,2,02/03/2006 00:00:00,2006,31.82868,-101.9136,10022,4,4,7,2,11,6,12,0,15500,480958,0,603272,496458,40.26411279
853,3,27,2,01/29/2006 00:00:00,2006,31.85219,-101.92604,10012,4,5,7,2,11,5,10,0,136500,416619,0,686660,553119,59.18129168
855,1,12,2,12/29/2005 00:00:00,2005,31.77903,-102.03206,10127,5,2,7,3,18,1,2,503000,9250,0,0,307000,512250,32.93505397
856,3,27,2,02/06/2006 00:00:00,2006,31.78182,-101.95272,10510,4,2,7,2,11,6,12,0,16000,450247,0,633024,466247,28.836
862,3,27,2,06/11/2006 00:00:00,2006,31.83892,-101.96636,10336,4,5,7,2,11,6,11,0,12750,450268,0,399440,463018,52.692
864,3,27,2,03/26/2006 00:00:00,2006,31.85266,-101.97081,10380,4,2,7,2,11,6,12,0,15750,450349,0,405820,466099,37.752
865,1,24,2,02/28/2006 00:00:00,2006,31.76849,-101.97813,11026,4,3,1,2,6,1,2,0,5000,567900,0,550300,572900,35.284
866,1,13,2,02/06/2006 00:00:00,2006,31.71644,-102.08857,10609,4,5,6,3,17,1,1,13294,0,0,0,538660,13294,32.14
867,3,27,2,09/07/2006 00:00:00,2006,31.79145,-101.9598,10512,4,5,7,2,11,5,12,0,17750,490066,0,384232,507816,48.764
868,1,13,2,04/18/2006 00:00:00,2006,31.7377,-102.0954,10626,5,4,6,2,10,1,2,586068,8060,0,0,580100,594128,32.8
869,1,13,2,04/10/2006 00:00:00,2006,31.7121,-102.091,10615,4,5,6,2,10,1,1,634452,0,0,0,598760,634452,49.28139875
871,3,27,2,07/31/2006 00:00:00,2006,31.814,-101.95829,10120,4,5,7,2,11,6,12,0,17750,458041,0,400060,475791,55.772
872,3,27,2,04/17/2006 00:00:00,2006,31.78436,-101.95796,10494,4,2,7,2,11,6,12,0,15750,451873,0,414608,467623,47.92
873,3,27,2,09/18/2006 00:00:00,2006,31.79103,-101.94552,10508,4,5,7,2,11,6,12,0,140750,389770,0,408780,530520,71.968
874,3,27,2,03/24/2006 00:00:00,2006,31.77939,-101.94708,10535,4,2,7,2,11,6,12,0,17500,437614,0,372440,455114,37.688
876,3,27,2,04/09/2006 00:00:00,2006,31.78638,-101.94933,10492,4,2,7,2,11,6,11,0,13750,453172,0,401360,466922,50.748
879,1,13,2,05/21/2006 00:00:00,2006,31.77,-102.088,10435,4,2,7,1,5,1,1,555702,0,0,0,746360,555702,39.92
880,1,13,2,01/15/2007 00:00:00,2007,31.7674,-102.0829,10400,5,2,7,1,5,1,1,734454,0,0,0,869407,734454,57.34912221
881,3,27,2,07/23/2006 00:00:00,2006,31.82249,-101.95667,10126,5,4,7,2,11,6,12,0,17750,3583199,0,400005,3600949,57.444
883,1,12,2,02/27/2006 00:00:00,2006,31.84966,-102.06792,10125,4,2,7,3,18,1,1,0,0,655250,0,319000,655250,73.06722001
885,1,27,2,04/24/2006 00:00:00,2006,31.8801,-102.03329,10255,4,7,7,1,5,5,10,0,10000,361080,0,736180,371080,22.82628719
886,3,27,2,05/09/2006 00:00:00,2006,31.89567,-101.99809,10163,4,7,7,3,18,5,10,0,11000,355635,0,508638,366635,34.49935258
887,1,27,2,09/18/2006 00:00:00,2006,31.8785,-102.02397,10168,4,7,7,3,18,6,12,0,15500,427045,0,645488,442545,31.912
889,1,13,2,10/26/2006 00:00:00,2006,31.76283,-102.0857,10771,5,2,1,3,13,1,1,655956,0,0,0,700800,655956,48.14260508
892,3,27,2,11/06/2007 00:00:00,2007,31.80533,-101.96479,10413,4,5,7,2,11,6,12,0,21500,530816,0,486021,552316,42.728
893,2,27,2,12/29/2006 00:00:00,2006,31.73139,-101.92728,10576,4,5,7,2,11,6,12,0,15750,446364,0,404660,462114,65.428
894,2,27,2,11/27/2006 00:00:00,2006,31.72489,-101.93896,10532,4,4,7,2,11,6,11,0,14750,462309,0,403220,477059,26.9138779
895,2,27,2,02/22/2007 00:00:00,2007,31.72431,-101.92502,10540,4,4,7,3,18,7,13,0,15750,441896,0,549019,457646,51.112
896,1,12,2,04/09/2006 00:00:00,2006,31.761,-102.04465,10061,4,5,7,2,11,1,2,351000,9500,0,0,105000,360500,16.55643722
897,1,13,2,08/01/2006 00:00:00,2006,31.74055,-102.0019,11111,4,5,6,2,10,1,1,588168,0,0,0,715960,588168,61.528
899,2,13,2,06/18/2006 00:00:00,2006,31.69801,-102.006,11258,4,4,7,2,11,1,1,581616,0,0,0,639520,581616,36.552
901,3,27,2,04/18/2006 00:00:00,2006,31.84675,-101.90111,10017,4,4,7,2,11,6,12,0,15750,429484,0,400400,445234,40.77282225
902,3,27,2,05/04/2006 00:00:00,2006,31.84853,-101.8936,10004,4,4,7,2,11,6,12,0,15750,457722,0,406160,473472,86.956
903,1,27,2,05/22/2006 00:00:00,2006,31.87085,-102.05693,10341,4,2,7,2,11,4,8,0,9500,313423,0,612489,322923,19.24822649
904,1,27,2,05/15/2006 00:00:00,2006,31.87724,-102.04561,10374,4,7,7,2,11,5,10,0,12050,376344,0,387680,388394,55.80805367
905,2,13,2,02/23/2007 00:00:00,2007,31.6567,-102.0378,10604,4,4,7,1,5,1,1,1046220,0,0,0,800581,1046220,82.8613699
907,2,13,2,02/23/2007 00:00:00,2007,31.6532,-102.0321,10600,5,5,7,1,5,1,1,1191414,0,0,0,901480,1191414,77.98311204
909,1,27,2,09/06/2006 00:00:00,2006,31.88201,-102.02508,10234,4,7,7,3,18,6,12,0,13250,431389,0,525080,444639,47.436
910,2,13,2,05/20/2006 00:00:00,2006,31.69336,-102.00948,11260,4,5,7,3,18,1,1,594300,0,0,0,650550,594300,48.112
912,1,24,2,02/28/2007 00:00:00,2007,31.77678,-101.99141,10993,5,5,1,2,6,1,2,827000,18000,0,0,560000,845000,41.71620714
914,2,13,2,12/22/2006 00:00:00,2006,31.6993,-102.065,10670,5,5,7,2,11,1,1,569772,0,0,0,600900,569772,56.71657701
917,4,13,2,09/21/2006 00:00:00,2006,31.96385,-101.80206,10516,2,7,1,3,13,1,1,535458,0,0,0,362004,535458,23.49
918,1,13,2,03/06/2007 00:00:00,2007,31.78917,-102.0534,10841,5,2,1,2,6,3,4,628698,0,0,0,603020,628698,77.77491575
922,3,2,2,05/31/2006 00:00:00,2006,31.74599,-101.78104,9973,4,4,7,3,18,6,12,0,14250,423233,0,523240,437483,27.264
923,1,13,2,08/01/2006 00:00:00,2006,31.76389,-102.17477,11247,4,5,7,2,11,1,1,563976,0,0,0,601900,563976,45.81984815
930,1,27,2,11/29/2006 00:00:00,2006,31.89491,-102.00225,10185,4,7,7,3,18,6,11,0,12750,437370,0,520620,450120,42.824
931,1,27,2,11/21/2006 00:00:00,2006,31.88585,-102.00849,10164,4,7,7,3,18,5,10,0,13250,332539,0,678677,345789,55.956
932,1,27,2,05/22/2006 00:00:00,2006,31.87435,-102.05805,10285,4,2,7,3,18,6,12,0,14250,432872,0,522980,447122,56.73353027
933,1,2,2,08/24/2006 00:00:00,2006,31.69046,-102.19558,10067,4,4,7,3,18,6,12,0,15000,453844,0,445620,468844,56.172
934,1,2,2,08/08/2006 00:00:00,2006,31.69759,-102.1976,10500,4,4,7,3,18,5,10,0,11250,343353,0,432298,354603,33.84
940,3,2,2,08/29/2006 00:00:00,2006,31.75463,-101.7927,9865,5,4,7,1,5,7,14,0,18250,515668,0,561279,533918,21.25904119
941,1,27,2,09/18/2006 00:00:00,2006,31.8939,-102.00664,10184,4,7,7,3,18,7,14,0,17250,515194,0,675047,532444,37.38
943,3,2,2,11/20/2006 00:00:00,2006,31.77573,-101.78187,9900,5,4,7,3,18,6,12,0,14250,417225,0,521720,431475,30.31831686
946,2,13,2,12/21/2006 00:00:00,2006,31.7148,-101.9988,10750,5,5,7,2,11,1,1,548394,0,0,0,648830,548394,47.248
948,1,9,2,10/16/2006 00:00:00,2006,31.82658,-102.02105,10450,5,5,7,3,18,4,7,0,8500,244836,0,426034,253336,42.972
949,1,9,2,12/01/2006 00:00:00,2006,31.82392,-102.01581,10521,5,5,7,3,18,3,5,318070,10000,16694,0,349486,344764,36.5817199
950,1,9,2,12/29/2006 00:00:00,2006,31.82209,-102.02402,9960,5,2,7,3,18,8,8,1304488,0,0,0,1036124,1304488,54.64
951,1,9,2,10/15/2006 00:00:00,2006,31.82184,-102.01087,10460,5,5,7,3,18,5,6,0,0,312000,0,549375,312000,78.06
952,1,9,2,12/16/2006 00:00:00,2006,31.82916,-102.02629,10440,4,5,7,3,18,4,4,72450,0,0,0,358656,72450,39.04780219
953,1,9,2,12/25/2006 00:00:00,2006,31.81951,-102.01878,10455,5,5,7,3,18,5,5,155148,0,317394,0,405930,472542,49.91380818
954,1,12,2,08/14/2006 00:00:00,2006,31.84784,-102.07614,10143,5,2,7,3,18,1,1,430550,0,0,0,319000,430550,102.2865487
956,3,27,2,10/31/2006 00:00:00,2006,31.84716,-101.96459,10243,4,5,7,2,11,6,12,0,17750,470066,0,412940,487816,48.948
958,3,27,2,11/21/2006 00:00:00,2006,31.83481,-101.95186,10106,4,5,7,2,11,6,12,0,15750,431453,0,406880,447203,34.792
959,3,27,2,01/15/2007 00:00:00,2007,31.84285,-101.94974,10085,4,2,7,2,11,6,12,0,15750,409004,0,404260,424754,58.592
961,3,27,2,01/22/2007 00:00:00,2007,31.84574,-101.93744,10040,4,5,7,2,11,6,12,0,89500,452375,0,407780,541875,45.612
962,3,27,2,12/19/2006 00:00:00,2006,31.83933,-101.94861,10093,4,5,7,2,11,6,12,0,15750,425398,0,414280,441148,67.74792166
965,3,27,2,02/24/2007 00:00:00,2007,31.75643,-101.94885,10450,4,5,7,2,11,6,12,0,18750,394563,0,400930,413313,36.708
968,1,13,2,02/23/2007 00:00:00,2007,31.77364,-102.0888,10389,4,2,7,1,5,1,1,980028,0,0,0,751230,980028,65.28148434
969,1,13,2,05/02/2007 00:00:00,2007,31.77759,-102.08616,10410,4,2,7,3,18,1,1,613662,0,0,0,700324,613662,62.78514382
970,2,13,2,03/07/2007 00:00:00,2007,31.6561,-101.9881,10626,4,5,7,3,18,1,1,580314,0,0,0,704120,580314,25.508
971,2,13,2,12/21/2006 00:00:00,2006,31.6541,-101.9841,10718,4,5,7,3,18,1,1,328986,0,0,0,258000,328986,35.08
972,1,13,2,04/10/2007 00:00:00,2007,31.7509,-102.0242,10680,5,5,7,2,11,1,1,511350,0,0,0,500200,511350,40.396
976,3,27,2,02/28/2007 00:00:00,2007,31.79486,-101.92934,10474,5,4,7,2,11,6,12,0,15750,447749,0,405740,463499,36.072
979,2,27,2,01/16/2007 00:00:00,2007,31.7213,-101.93785,10578,4,5,7,2,11,6,12,0,15050,456458,0,412380,471508,33.67536258
981,2,27,2,12/29/2006 00:00:00,2006,31.66763,-101.98048,10392,1,1,7,5,26,4,8,0,12000,376265,0,595424,388265,38.603443
982,3,27,2,04/19/2007 00:00:00,2007,31.93387,-101.84956,9575,5,4,7,3,18,6,12,0,14250,374983,0,524100,389233,35.6
983,3,27,2,01/23/2007 00:00:00,2007,31.87597,-101.96966,9986,3,7,7,3,18,5,10,0,11250,325675,0,522660,336925,33.036
984,3,27,2,04/02/2007 00:00:00,2007,31.86507,-101.90324,9075,2,3,7,1,5,3,6,0,5000,175716,0,480600,180716,18.192
989,2,27,2,06/17/2007 00:00:00,2007,31.66201,-101.9811,10460,1,1,7,5,26,4,8,0,12000,393279,0,130040,405279,28.532
991,2,13,2,09/09/2007 00:00:00,2007,31.70771,-101.99648,10871,5,5,7,2,11,1,1,0,0,528276,0,651880,528276,50.2
992,2,13,2,07/18/2007 00:00:00,2007,31.70324,-101.99955,10865,4,2,7,2,11,1,1,732564,0,0,0,500122,732564,72.94253599
993,2,13,2,12/09/2007 00:00:00,2007,31.70581,-102.00464,10790,5,5,7,2,11,1,1,686490,0,0,0,710520,686490,49.632
994,1,13,2,08/16/2007 00:00:00,2007,31.82613,-102.2432,11265,4,6,7,2,11,1,1,0,0,690144,0,555860,690144,25.432
995,3,27,2,04/23/2007 00:00:00,2007,31.79949,-101.77634,8695,2,4,5,3,16,3,6,0,5750,178829,0,293152,184579,30.91732865
996,3,27,2,02/27/2007 00:00:00,2007,31.79768,-101.78441,8967,2,4,5,3,16,3,6,0,5250,196743,0,473620,201993,30.988
1000,1,13,2,10/07/2007 00:00:00,2007,31.73338,-102.04957,10650,4,5,7,2,11,1,1,0,0,648102,0,749500,648102,47.03003331
1004,4,2,2,03/13/2007 00:00:00,2007,31.93394,-101.78352,8826,5,4,7,1,5,1,2,485562,0,0,0,168500,485562,35.52561313
1005,3,27,2,03/18/2007 00:00:00,2007,31.83189,-101.96414,10243,4,2,7,2,11,6,12,0,15750,408564,0,404060,424314,65.584
