WellID,Subarea,Operator Numeric,County Numeric,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
442,D,11,1,41148,2012,31.81542,-101.57769,10531,80,Over 160,3,1,1,892700,861630,21.264
445,D,11,1,41150,2012,31.98833,-101.67703,10540,,,3,1,1,1124480,1127196,51.748
447,F,18,1,41090,2012,31.65509,-101.43738,9906,40,160,6,1,1,NA,NA,25.276
448,F,4,1,41090,2012,31.72554,-101.43571,9915,80,Over 160,1,1,1,NA,NA,3.256
450,D,5,1,41092,2012,31.93689,-101.70848,10815,,,8,8,16,970699,850532,28.48
452,D,2,1,41064,2012,31.8485,-101.567,10922,80,Over 160,4,8,9,514927,723516,24.28251337
453,D,2,1,41064,2012,31.85048,-101.56154,10928,,,4,8,8,621813,805500,39.964
454,D,2,1,41042,2012,31.82608,-101.54967,10887,40,40,4,8,8,635152,808500,231.404
457,D,19,1,41133,2012,31.79513,-101.55325,11041,,,8,1,1,NA,NA,45.796
458,F,4,1,41096,2012,31.66753,-101.49968,10256,80,Over 160,1,1,1,NA,NA,25.952
461,D,34,1,41134,2012,31.92888,-101.7731,10655,160,40,6,1,1,1818880,295008,107.336
462,D,25,1,41120,2012,31.74934,-101.59212,10634,,,#VALUE!,1,1,1429120,2213862,333.52
464,A,13,2,37720,2003,31.76507,-102.01066,11000,40,160,7,1,1,401920,421008,68.90641599
465,A,12,2,37688,2003,31.77244,-102.04362,10125,40,80,7,1,2,116500,303000,50.888
469,A,13,2,37750,2003,31.7346,-102.0277,10500,160,80,7,4,7,247891,272650,38.20476317
470,A,13,2,37800,2003,31.7466,-101.9916,10500,80,80,7,4,8,172588,293156,37.41851414
471,B,13,2,37662,2003,31.71,-102.0196,10500,80,40,7,4,8,210542,283818,34.95435561
472,A,13,2,37778,2003,31.7036,-102.1107,10515,160,40,6,5,9,301870,356635,26.8747488
473,B,13,2,37778,2003,31.6883,-102.0792,10500,80,80,7,5,9,270589,331655,42.6041591
474,B,13,2,37872,2003,31.68367,-102.08208,10520,80,80,7,5,10,259800,333255,48.24447828
476,A,13,2,37806,2003,31.801,-102.0172,10515,80,80,7,3,6,155899,225837,21.75125213
478,A,13,2,37936,2003,31.8181,-101.9911,10515,80,80,7,4,8,171000,294361,38.64026668
480,B,13,2,37716,2003,31.7089,-101.9754,10500,80,160,7,4,8,312260,351629,65.232
481,C,27,2,37662,2003,31.72589,-101.85365,9000,80,40,7,3,7,313940,192330,23.53290545
483,C,27,2,37635,2003,31.75353,-101.83149,8907,80,40,7,4,7,472470,198006,40.9539479
484,C,27,2,37629,2003,31.75071,-101.84015,8970,80,20,7,4,8,472170,195181,28.54388452
486,C,27,2,37649,2003,31.71408,-101.80575,8840,160,40,7,3,8,471920,215336,44.628
487,E,27,2,37649,2003,31.68201,-101.78707,8800,80,20,7,3,7,312520,200384,72.61706848
488,C,27,2,37649,2003,31.68504,-101.81851,8840,80,40,7,3,8,471640,213110,34.404
490,C,27,2,37662,2003,31.71044,-101.83959,8940,Over 160,40,7,3,7,473510,222736,42.62807791
491,A,13,2,37627,2003,31.7568,-102.1723,10900,160,80,6,1,1,3112480,313992,32.696
492,A,13,2,37637,2003,31.74844,-102.01795,10300,80,40,7,1,1,447660,284844,59.86412198
493,A,13,2,37753,2003,31.75031,-102.00977,10300,40,80,7,1,1,341850,340998,35.397
495,A,13,2,37777,2003,31.75426,-102.00885,10265,40,40,7,1,1,257320,197232,35.86682289
497,A,13,2,37628,2003,31.80806,-102.06962,10950,80,80,1,1,1,371330,297696,41.692
499,B,13,2,37625,2003,31.7189,-102.0136,10500,160,40,7,3,5,96126,258614,53.48724843
500,A,13,2,37632,2003,31.80528,-102.09972,10370,80,160,7,1,2,214000,131000,59.14113065
502,C,13,2,37722,2003,31.85098,-101.94733,10800,40,40,7,1,1,525460,3044034,13.256
503,C,13,2,37720,2003,31.86433,-101.9524,10800,40,Sub 20,7,1,1,403560,304080,32.36
504,A,27,2,37633,2003,31.78,-101.9609,10500,40,80,7,4,4,199940,341483,42.39503173
505,A,24,2,37684,2003,31.78472,-102.04792,10525,80,40,7,1,2,390000,283000,45.712
507,C,27,2,37732,2003,31.7633,-101.85252,9018,160,40,7,3,6,2048353.973,205114,35.08171606
509,A,24,2,37689,2003,31.78587,-102.03544,10500,40,80,7,1,2,366000,303000,54.188
510,B,13,2,37716,2003,31.6616,-102.0168,10500,40,80,7,5,10,274296,330964,45.17484084
512,B,13,2,37697,2003,31.69204,-101.99936,10500,40,160,7,4,7,293688,352536,75.676
513,C,27,2,37763,2003,31.78129,-101.93888,10500,40,80,7,6,14,535133,400910,48.24429574
514,C,27,2,37781,2003,31.74117,-101.86813,9080,160,40,7,3,7,472700,197620,19.40387603
516,C,27,2,37782,2003,31.74105,-101.83669,8900,80,40,7,3,8,473100,181026,48.98034099
518,C,27,2,37852,2003,31.72485,-101.84168,8900,160,40,7,3,6,472170,210628,42.128
521,A,12,2,37718,2003,31.76902,-102.07469,10115,80,80,7,2,4,243000,474550,38.332
525,A,13,2,37893,2003,31.82537,-102.04341,11500,80,80,7,1,1,444980,371028,62.932
526,C,27,2,37795,2003,31.92875,-101.84348,9400,20,20,7,4,9,488719,278650,52.728
527,B,13,2,37755,2003,31.70266,-102.03501,10700,80,160,7,1,1,386540,317940,14.66478303
529,C,27,2,37746,2003,31.95258,-101.83381,9415,80,40,7,4,9,489980,273917,58.376
530,A,24,2,37833,2003,31.79229,-102.02351,10900,40,160,7,1,2,39200,155500,37.467
531,B,13,2,37742,2003,31.7195,-101.9959,10515,80,80,7,4,8,166834,291233,37.02778895
534,A,13,2,37848,2003,31.7735,-102.15182,11000,40,40,7,1,1,308600,358260,74.076
536,C,27,2,37847,2003,31.80119,-101.94986,10500,80,80,7,5,11,462698,369788,26.49440013
537,C,27,2,37879,2003,31.802,-101.96354,10505,40,40,7,5,10,390120,380042,15.96090849
538,C,27,2,37836,2003,31.80377,-101.95493,10500,40,160,7,4,8,507220,291226,25.85262153
540,A,13,2,37832,2003,31.78964,-102.17907,11000,80,80,7,1,1,392150,367584,55.27195048
541,A,13,2,37933,2003,31.80695,-102.04137,11000,40,40,7,1,1,284200,320628,51.36853882
543,A,13,2,37880,2003,31.80954,-102.04656,10950,40,40,7,1,1,379760,361830,49.61751604
545,C,27,2,37904,2003,31.75528,-101.93938,10500,40,160,7,4,8,219633,300678,18.94660235
550,C,13,2,37927,2003,31.87185,-101.95495,10800,40,Sub 20,7,1,1,413830,270816,63.68472659
551,C,13,2,37919,2003,31.85797,-101.95072,10750,80,20,7,1,1,241000,219786,56.57014461
552,D,27,2,37822,2003,31.93618,-101.80517,9265,40,20,7,4,8,490430,275319,28.908
553,A,24,2,37894,2003,31.80578,-101.99703,11300,40,20,7,1,2,461000,202000,36.564
554,C,27,2,37910,2003,31.75038,-101.94247,10500,80,160,7,5,10,388890,361856,29.12342212
555,C,27,2,37915,2003,31.74611,-101.94532,10500,80,80,7,3,6,350557,221519,24.11090636
556,C,27,2,37921,2003,31.74802,-101.93701,10590,80,40,7,4,8,370431,303571,15.893
558,B,13,2,37777,2003,31.7186,-101.9822,10480,40,160,7,5,10,250780,301069,61.44099752
560,B,13,2,37784,2003,31.72532,-101.96883,10495,40,80,7,4,8,255165,244734,34.02
561,B,13,2,37855,2003,31.73403,-101.96426,10510,80,160,7,4,10,304342,295928,41.71257753
562,C,27,2,37884,2003,31.82287,-101.96955,10590,40,80,7,4,8,370520,287922,19.84023768
563,C,27,2,37887,2003,31.81317,-101.96294,10500,40,160,7,4,8,371530,307146,32.21359276
564,C,27,2,37901,2003,31.7533,-101.94766,10500,40,80,7,3,6,352910,228689,19.83325601
566,A,13,2,37826,2003,31.7199,-102.0585,10510,40,40,7,5,9,277400,334328,40.888
567,A,13,2,37893,2003,31.82846,-102.03078,10900,40,40,7,1,2,277480,338026,69.06138557
568,A,13,2,37802,2003,31.7462,-102.027,10542,80,160,7,5,9,260479,323611,53.92
569,B,13,2,37839,2003,31.6681,-102.0372,10502,160,80,7,5,10,261469,326264,46.21327329
571,C,27,2,37935,2003,31.7787,-101.93778,10500,40,80,7,5,10,387340,401474,49.79286603
574,A,13,2,37896,2003,31.8018,-102.0306,10500,80,40,7,4,8,171340,289934,37.596
575,A,13,2,37887,2003,31.8106,-102.025,10500,80,80,7,3,5,153760,219950,51.75635454
579,A,13,2,37838,2003,31.794,-102.0149,10515,80,80,7,4,7,170985,292313,20.972
580,A,13,2,37900,2003,31.7721,-101.9955,10535,80,160,7,4,8,168000,286740,29.064
581,A,13,2,37906,2003,31.76532,-101.99273,10520,40,80,7,4,8,165500,290388,87.43651256
586,E,27,2,37881,2003,31.69468,-101.79111,8750,80,40,7,2,5,335480,142405,25.848
587,C,27,2,37881,2003,31.7097,-101.79151,8750,40,20,7,2,4,335540,130206,27.84973229
592,A,12,2,37857,2003,31.76463,-102.07768,10120,80,80,7,2,2,84000,360925,54.508
593,C,27,2,37908,2003,31.8153,-101.78963,8598,Over 160,40,7,3,6,469510,199720,28.99923783
594,A,13,2,37893,2003,31.8296,-101.9903,10520,160,80,7,4,8,168000,288672,29.28650586
595,A,13,2,37889,2003,31.7926,-101.9875,10520,80,80,7,4,7,158412,288726,62.18847305
596,C,27,2,37881,2003,31.72739,-101.86284,9050,160,40,7,3,8,470600,197045,23.092
599,A,13,2,37899,2003,31.7789,-102.0822,10525,40,80,7,4,8,173000,286301,29.356
600,A,13,2,37869,2003,31.7056,-102.1026,10527,80,80,6,5,10,283000,330795,45.38
602,B,13,2,37887,2003,31.6922,-102.0627,10525,40,80,7,4,8,143500,290455,69.4284143
603,A,13,2,37917,2003,31.8118,-102.0022,10530,160,80,7,4,8,171000,288705,35.94017441
605,A,24,2,38029,2004,31.80228,-101.99589,11100,40,40,7,1,2,250000,86000,46.744
608,C,27,2,37935,2003,31.75711,-101.86727,9050,80,40,7,3,8,450350,193723,60.88727674
611,B,13,2,37937,2003,31.6768,-102.0799,10525,80,80,7,4,8,164423,291951,48.204
612,B,13,2,37960,2003,31.6743,-102.0746,10515,80,80,7,4,8,155000,278411,39.228
613,B,13,2,37984,2003,31.6813,-102.0769,10500,40,80,7,4,8,159500,284821,51.4008322
615,A,13,2,37915,2003,31.8118,-102.10161,10200,80,80,7,4,8,313000,187500,102.9154604
616,A,27,2,37950,2003,31.74378,-101.97116,10520,40,80,7,5,10,388286,381034,46.92
617,A,27,2,37984,2003,31.762,-101.9903,10500,40,80,7,4,8,367600,309393,56.28002967
618,B,27,2,37973,2003,31.73105,-101.94476,10502,160,40,7,4,8,372160,291005,36.512
619,B,27,2,37984,2003,31.73682,-101.94974,10520,40,40,7,4,8,372173,289274,27.604
621,A,24,2,38047,2004,31.7743,-101.98676,11000,80,80,7,1,2,291000,92000,36.296
622,C,13,2,38074,2004,31.86862,-101.93597,11100,40,Sub 20,7,1,1,464414,382200,74.212
626,A,13,2,38006,2004,31.7354,-101.9914,10515,40,80,7,4,8,173000,284131,31.67528813
627,B,13,2,37959,2003,31.6806,-102.0678,10525,80,40,7,4,8,174500,284749,34.74
630,A,13,2,37986,2003,31.8236,-102.0512,10503,160,80,7,4,8,170000,265364,23.48530212
633,B,13,2,37993,2004,31.6752,-102.0392,10525,160,80,7,4,8,169528,280233,41.116
634,B,13,2,38006,2004,31.6662,-102.0454,10525,160,80,7,4,8,166000,288112,34.972
635,B,13,2,37978,2003,31.6715,-101.9753,10520,20,40,7,4,8,161048,281890,59.83319228
636,B,13,2,38128,2004,31.6721,-101.9724,10510,20,80,7,4,8,191500,293927,40.024
639,A,24,2,38013,2004,31.78972,-102.01826,11000,80,160,7,1,2,3136000,774000,53.41442894
641,A,20,2,38015,2004,31.68173,-102.17021,10145,80,40,7,1,2,653345,387576,57.53915632
642,A,12,2,37965,2003,31.77689,-102.04097,10125,80,80,7,2,4,264000,515000,47.144
645,C,3,2,38200,2004,31.91882,-101.81391,8905,80,40,7,2,4,200270,175750,9.608
646,A,13,2,38025,2004,31.77534,-102.20545,10750,80,Over 160,7,1,1,200690,300510,60.292
647,A,13,2,38065,2004,31.73587,-102.05482,10500,80,80,7,4,7,171260,290277,50.42609975
648,A,13,2,37982,2003,31.71597,-102.07502,10525,80,160,7,4,8,144000,287662,34.60778643
649,C,13,2,38081,2004,31.86038,-101.95557,11000,40,20,7,1,1,430880,295890,39.90735845
650,A,12,2,38087,2004,31.7719,-102.07991,10125,80,80,7,2,4,273000,475000,56.3998334
651,A,24,2,38081,2004,31.77179,-101.98067,11000,40,80,7,1,2,301000,292000,34.484
652,A,13,2,38104,2004,31.78981,-102.06841,10765,80,40,7,1,1,325190,329532,69.96060032
653,C,13,2,38167,2004,31.85985,-101.94259,11750,40,20,7,1,1,434510,305340,67.268
655,B,13,2,38009,2004,31.693,-102.0273,10515,160,80,7,4,8,170320,295605,43.268
656,B,13,2,38038,2004,31.7036,-101.9818,12510,40,160,7,4,8,184096,297570,31.92805746
657,C,27,2,38068,2004,31.76988,-101.85904,9095,160,40,7,3,6,471380,203190,52.85194007
658,C,27,2,38072,2004,31.77164,-101.85117,9060,40,40,7,3,6,475120,205238,46.312
659,C,27,2,38072,2004,31.77514,-101.85229,9050,40,40,7,3,6,471910,205303,80.32913438
661,A,13,2,38356,2005,31.8199,-102.06746,10905,40,80,7,1,1,351360,407064,61.45273928
663,A,13,2,38198,2004,31.80361,-102.04028,10100,40,80,7,1,1,452250,366408,31.45750307
664,B,13,2,38056,2004,31.6859,-101.9759,10528,80,80,7,4,8,191000,297292,24.8743132
665,B,13,2,38070,2004,31.6916,-101.9886,10515,160,80,7,4,8,163000,268005,158.02
666,A,13,2,38096,2004,31.7482,-101.9683,10520,40,40,7,4,8,173500,280240,56.79350791
667,B,13,2,38084,2004,31.7256,-101.9846,10530,80,160,7,4,7,182494,305337,57.53896741
668,A,13,2,38113,2004,31.73777,-102.01532,11000,40,40,7,1,1,333410,345030,33.54
669,C,27,2,38186,2004,31.7991,-101.82887,8950,,,7,3,6,475880,203618,49.26
670,C,13,2,38229,2004,31.84944,-101.95491,10750,80,40,7,1,1,291940,342300,43.884
672,B,13,2,38086,2004,31.6979,-101.993,10500,80,80,7,4,7,181220,289737,60.116
673,B,13,2,38042,2004,31.6878,-101.9675,10497,80,Sub 20,7,4,8,149500,290146,28.392
674,A,13,2,38083,2004,31.7155,-102.0615,10510,80,80,7,4,8,172000,294650,47.89992016
675,B,13,2,38087,2004,31.7145,-101.9719,10535,80,80,7,4,8,168500,276796,14.85059152
678,A,13,2,38072,2004,31.8175,-101.9773,10529,80,20,7,4,8,175000,288534,23.763
679,A,13,2,39072,2006,31.8149,-101.9723,11529,80,20,7,1,2,543040,477666,58.35472283
680,B,13,2,38196,2004,31.6877,-102.0657,10520,80,80,7,4,8,174296,282080,43.176
684,A,13,2,38149,2004,31.77534,-102.14324,11000,40,40,7,1,1,352040,326352,31.02059944
685,C,27,2,38232,2004,31.93425,-101.83609,9397,80,20,7,3,6,388238,304923,46.456
686,C,27,2,38251,2004,31.93173,-101.8308,9365,80,20,7,4,7,437481,341722,60.648
687,C,27,2,38147,2004,31.793,-101.82253,8955,80,40,7,3,6,472910,210968,31.516
691,A,24,2,38122,2004,31.79786,-101.99885,11000,80,80,7,1,2,312000,14000,25.503
692,A,24,2,38148,2004,31.78643,-101.99855,11000,40,80,7,1,2,322000,14000,66.67873896
693,C,27,2,38179,2004,31.79926,-101.82893,8955,,,7,3,6,473760,200972,30.336
694,B,13,2,38193,2004,31.7071,-101.983,10515,40,80,7,4,8,155640,298374,32.084
696,A,24,2,38137,2004,31.77212,-102.01207,11000,80,40,7,1,2,317000,376000,62.23906507
698,A,13,2,38168,2004,31.713,-102.0562,10507,40,160,7,4,8,190000,285217,36.10162939
699,B,13,2,38101,2004,31.6658,-101.9421,10501,40,20,7,4,8,174500,283023,39.632
701,A,13,2,38145,2004,31.82285,-102.03787,11000,80,80,7,1,1,346550,428064,45.37418401
704,B,13,2,38328,2004,31.7225,-101.9655,10510,40,40,7,3,6,175460,222985,17.58
708,B,13,2,38248,2004,31.7204,-101.9734,10500,40,80,7,4,8,186700,289110,23.75980535
709,A,13,2,38163,2004,31.7326,-101.987,10492,80,160,7,4,8,181500,283100,46.61631594
710,B,13,2,38193,2004,31.7214,-101.9693,10530,40,40,7,4,8,187800,275369,20.608
711,C,17,2,38104,2004,31.89854,-101.90584,8962,80,20,7,3,3,575000,220000,28.016
712,B,13,2,38197,2004,31.68548,-102.0114,11250,80,40,7,1,1,350290,394800,97.884
713,A,24,2,38250,2004,31.76622,-101.98814,11000,40,80,7,1,2,329600,94900,36.16
714,A,13,2,38190,2004,31.74256,-101.97648,11077,40,40,7,1,1,350780,410088,54.928
715,A,13,2,38163,2004,31.8105,-102.10881,10099,40,40,7,3,7,223000,161750,36.412
718,A,13,2,38173,2004,31.74442,-102.03472,10514,80,160,7,3,4,149346,222525,33.376
720,A,13,2,38289,2004,31.75465,-101.99714,11100,40,80,7,1,1,370580,461832,27.19189199
721,B,13,2,38203,2004,31.7076,-102.0459,10520,40,40,7,4,8,188306,298979,62.57131418
725,A,24,2,38276,2004,31.79571,-102.02423,11000,40,160,7,1,2,300900,295800,58.17200944
726,A,13,2,38284,2004,31.78397,-102.15479,11000,160,80,7,1,1,357950,457338,33.5191448
729,A,13,2,38371,2005,31.7375,-102.06435,10510,40,160,7,3,6,161200,212335,35.008
731,E,27,2,38294,2004,31.66337,-101.77644,8780,Over 160,40,7,3,6,473110,203282,40.98067921
732,A,13,2,38208,2004,31.7083,-102.0591,10515,40,80,7,4,8,180607,289226,57.7418352
738,A,13,2,38390,2005,31.7093,-102.0551,10520,40,160,7,4,8,190780,304159,27.688
739,A,13,2,38371,2005,31.8204,-102.03263,10900,80,80,7,1,1,331320,433650,45.952
740,A,13,2,38556,2005,31.7095,-102.0862,10515,40,80,7,4,8,189380,289120,38.44772302
743,B,13,2,38430,2005,31.6979,-102.0868,10510,40,80,7,3,6,145509,198460,48.332
744,A,13,2,38331,2004,31.73909,-101.97508,11100,40,Sub 20,7,1,1,349710,426888,39.38
745,A,13,2,38363,2005,31.74086,-102.01584,11000,40,80,7,1,1,34300,448770,58.85414189
747,C,13,2,38611,2005,31.86321,-101.94328,11700,40,20,7,1,1,435660,354312,65.47404336
750,B,13,2,38293,2004,31.6988,-102.0025,10505,40,80,7,4,8,191199,298644,38.192
752,B,13,2,38439,2005,31.7157,-101.9768,10530,80,160,7,4,8,170481,294428,46.052
753,B,13,2,38388,2005,31.7139,-101.9865,10505,40,80,7,4,8,190497,300937,26.3487155
756,A,13,2,38586,2005,31.728,-102.0567,10525,80,40,7,4,8,183675,320632,49.84822773
757,B,13,2,38405,2005,31.7096,-102.0373,10525,80,80,7,4,8,194860,300025,41.716
758,A,13,2,38546,2005,31.7168,-102.0396,10530,80,80,7,4,8,190200,290780,28.53084338
759,A,13,2,38482,2005,31.7223,-102.0551,10513,40,Sub 20,7,3,6,169384,215341,17.388
760,B,13,2,38472,2005,31.7297,-101.9668,10510,80,160,7,4,8,193420,298510,65.73508381
761,A,13,2,38560,2005,31.737,-101.968,10520,40,80,7,4,8,181757,297175,11.199
763,A,13,2,38347,2004,31.78249,-102.208,11005,40,Over 160,7,1,1,349430,407484,27.99322887
764,A,13,2,38328,2004,31.7314,-101.9924,10510,40,160,7,4,8,190900,277530,46.11910418
765,B,13,2,38536,2005,31.6603,-102.07,10510,160,80,7,4,8,191540,285566,42.732
766,B,13,2,38546,2005,31.6579,-102.0781,10500,160,80,7,4,8,188640,301913,46.864
767,A,12,2,38485,2005,31.85368,-102.03837,11478,80,Sub 20,7,1,2,175000,154000,74.9528507
770,B,13,2,38586,2005,31.68745,-102.00262,11250,40,40,7,1,1,350670,453978,91.768
771,B,13,2,38585,2005,31.69,-102.00783,11265,40,40,7,1,1,500460,502194,68.128
772,A,13,2,38465,2005,31.81789,-102.07704,10937,80,80,7,1,1,350840,430542,48.18907111
776,A,12,2,38368,2005,31.77459,-102.03484,10125,80,80,7,2,4,334000,530000,49.55407614
778,A,13,2,38627,2005,31.81568,-102.03594,10980,80,80,7,1,1,401720,579516,77.38134441
779,A,13,2,39000,2006,31.81528,-102.07181,10897,80,80,7,1,1,498480,513870,59.04
780,B,13,2,38377,2005,31.70681,-102.04947,10515,40,40,7,4,8,188421,295717,29.68
781,C,27,2,38565,2005,31.78416,-101.86358,8985,20,40,7,2,4,337440,141530,25.23054799
782,A,13,2,38966,2006,31.73401,-102.0632,10592,40,80,7,1,1,648106,602154,48.27209734
787,B,13,2,38511,2005,31.6835,-101.9893,10515,20,Over 160,7,4,8,190640,297630,48.6
788,A,13,2,38579,2005,31.74965,-101.99676,11102,80,80,7,1,1,397760,447678,52.128
790,C,27,2,38548,2005,31.78865,-101.82521,8850,80,20,7,2,4,370720,154462,31.136
796,C,27,2,38615,2005,31.81198,-101.85492,8814,Over 160,20,7,2,4,336760,137741,33.076
797,B,13,2,38724,2006,31.6788,-101.9875,10600,40,Over 160,7,1,1,572780,494718,75.82
803,B,13,2,38476,2005,31.6865,-101.9583,10520,40,40,7,4,8,181077,297063,43.884
804,B,13,2,38817,2006,31.683,-101.9571,10611,40,80,7,1,1,134520,384174,39.33313857
805,A,12,2,38520,2005,31.84666,-102.06198,11485,80,80,7,2,4,264000,441000,83.324
809,A,13,2,38610,2005,31.79904,-102.04291,11015,80,80,7,1,1,350660,463554,29.26985004
810,A,13,2,38778,2006,31.77891,-102.06478,10849,80,40,7,1,1,613250,665322,43.964
817,B,13,2,38559,2005,31.6863,-102.0874,10500,80,40,7,4,8,155654,330415,33.832
818,A,24,2,38769,2006,31.7972,-102.03435,10999,40,160,1,1,2,496700,441500,41.82115739
819,A,13,2,38573,2005,31.813,-102.0309,10540,80,80,7,4,8,190699,293385,41.208
820,B,13,2,38789,2006,31.7203,-101.991,10630,40,160,7,1,2,601330,578856,32.128
821,A,13,2,38613,2005,31.8043,-102.0359,10510,40,40,7,4,8,182317,298653,57.032
823,A,13,2,38632,2005,31.8207,-101.9963,10550,80,80,7,6,12,495000,538146,43.372
824,A,13,2,38669,2005,31.7577,-101.9758,10610,80,80,7,1,1,396520,414750,37.848
826,A,13,2,38879,2006,31.83454,-102.21098,11176,80,Over 160,7,1,1,550420,606396,39.916
827,A,13,2,39079,2006,31.74388,-102.02048,10621,40,40,7,1,1,630500,611730,25.465
829,A,13,2,38684,2005,31.78289,-102.19,10714,80,80,7,1,1,497280,505386,42.156
830,A,13,2,38824,2006,31.78545,-102.19527,10713,80,160,7,1,1,600100,579726,20.72
831,A,13,2,38630,2005,31.76821,-101.99774,10530,80,160,7,6,12,421620,474264,55.664
832,A,13,2,38626,2005,31.8385,-101.9844,10530,80,80,7,6,12,422040,459354,21.948
833,C,27,2,38771,2006,31.81577,-101.96765,10515,,,7,4,9,544020,457406,23.084
835,C,27,2,38703,2005,31.82037,-101.96493,10501,40,160,7,6,12,748661,509531,58.856
836,C,27,2,38734,2006,31.80842,-101.96577,10526,40,40,7,6,12,667460,451860,27.448
837,C,27,2,38677,2005,31.8063,-101.9607,10485,40,160,7,6,12,803880,550581,71.588
839,A,13,2,38930,2006,31.8173,-102.02647,10817,80,160,6,1,1,589080,510972,21.7819457
841,C,27,2,38977,2006,31.92039,-101.95716,9426,Over 160,20,7,4,7,486900,277793,17.98007424
843,A,27,2,38799,2006,31.87755,-102.02808,10330,40,Sub 20,7,5,9,682912,407413,34.48
844,A,27,2,38714,2005,31.8856,-102.02622,10125,40,Sub 20,7,5,10,505860,356404,39.184
845,A,27,2,38814,2006,31.87629,-102.04972,10331,40,Sub 20,7,5,10,775660,411032,33.2316135
846,A,27,2,38726,2006,31.88431,-101.99888,10090,40,Sub 20,7,6,12,533020,444134,44.904
848,A,12,2,38687,2005,31.85538,-102.04329,10125,80,Sub 20,7,1,2,289000,500250,67.94976138
850,C,27,2,38751,2006,31.82868,-101.9136,10022,40,40,7,6,12,603272,496458,40.26411279
853,C,27,2,38746,2006,31.85219,-101.92604,10012,40,80,7,5,10,686660,553119,59.18129168
855,A,12,2,38715,2005,31.77903,-102.03206,10127,80,160,7,1,2,307000,512250,32.93505397
856,C,27,2,38754,2006,31.78182,-101.95272,10510,40,160,7,6,12,633024,466247,28.836
862,C,27,2,38879,2006,31.83892,-101.96636,10336,40,80,7,6,11,399440,463018,52.692
864,C,27,2,38802,2006,31.85266,-101.97081,10380,40,160,7,6,12,405820,466099,37.752
865,A,24,2,38776,2006,31.76849,-101.97813,11026,40,20,1,1,2,550300,572900,35.284
866,A,13,2,38754,2006,31.71644,-102.08857,10609,40,80,6,1,1,538660,13294,32.14
867,C,27,2,38967,2006,31.79145,-101.9598,10512,40,80,7,5,12,384232,507816,48.764
868,A,13,2,38825,2006,31.7377,-102.0954,10626,80,40,6,1,2,580100,594128,32.8
869,A,13,2,38817,2006,31.7121,-102.091,10615,40,80,6,1,1,598760,634452,49.28139875
871,C,27,2,38929,2006,31.814,-101.95829,10120,40,80,7,6,12,400060,475791,55.772
872,C,27,2,38824,2006,31.78436,-101.95796,10494,40,160,7,6,12,414608,467623,47.92
873,C,27,2,38978,2006,31.79103,-101.94552,10508,40,80,7,6,12,408780,530520,71.968
874,C,27,2,38800,2006,31.77939,-101.94708,10535,40,160,7,6,12,372440,455114,37.688
876,C,27,2,38816,2006,31.78638,-101.94933,10492,40,160,7,6,11,401360,466922,50.748
879,A,13,2,38858,2006,31.77,-102.088,10435,40,160,7,1,1,746360,555702,39.92
880,A,13,2,39097,2007,31.7674,-102.0829,10400,80,160,7,1,1,869407,734454,57.34912221
881,C,27,2,38921,2006,31.82249,-101.95667,10126,80,40,7,6,12,400005,3600949,57.444
883,A,12,2,38775,2006,31.84966,-102.06792,10125,40,160,7,1,1,319000,655250,73.06722001
885,A,27,2,38831,2006,31.8801,-102.03329,10255,40,Sub 20,7,5,10,736180,371080,22.82628719
886,C,27,2,38846,2006,31.89567,-101.99809,10163,40,Sub 20,7,5,10,508638,366635,34.49935258
887,A,27,2,38978,2006,31.8785,-102.02397,10168,40,Sub 20,7,6,12,645488,442545,31.912
889,A,13,2,39016,2006,31.76283,-102.0857,10771,80,160,1,1,1,700800,655956,48.14260508
892,C,27,2,39392,2007,31.80533,-101.96479,10413,40,80,7,6,12,486021,552316,42.728
893,B,27,2,39080,2006,31.73139,-101.92728,10576,40,80,7,6,12,404660,462114,65.428
894,B,27,2,39048,2006,31.72489,-101.93896,10532,40,40,7,6,11,403220,477059,26.9138779
895,B,27,2,39135,2007,31.72431,-101.92502,10540,40,40,7,7,13,549019,457646,51.112
896,A,12,2,38816,2006,31.761,-102.04465,10061,40,80,7,1,2,105000,360500,16.55643722
897,A,13,2,38930,2006,31.74055,-102.0019,11111,40,80,6,1,1,715960,588168,61.528
899,B,13,2,38886,2006,31.69801,-102.006,11258,40,40,7,1,1,639520,581616,36.552
901,C,27,2,38825,2006,31.84675,-101.90111,10017,40,40,7,6,12,400400,445234,40.77282225
902,C,27,2,38841,2006,31.84853,-101.8936,10004,40,40,7,6,12,406160,473472,86.956
903,A,27,2,38859,2006,31.87085,-102.05693,10341,40,160,7,4,8,612489,322923,19.24822649
904,A,27,2,38852,2006,31.87724,-102.04561,10374,40,Sub 20,7,5,10,387680,388394,55.80805367
905,B,13,2,39136,2007,31.6567,-102.0378,10604,40,40,7,1,1,800581,1046220,82.8613699
907,B,13,2,39136,2007,31.6532,-102.0321,10600,80,80,7,1,1,901480,1191414,77.98311204
909,A,27,2,38966,2006,31.88201,-102.02508,10234,40,Sub 20,7,6,12,525080,444639,47.436
