WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Injection.Rate,Additive,Mesh.Size,EUR_o..Mstb.
764,2,14,3,2004-12-07,2004,31.7314,-101.9924,10510,4,2,8,3,12,4,8,0,10008,267522,0,190900,277530,6732,7545,8143,9136,9424,9842,10497.33,10802.48,10968.51,11041.8,11298.14,11853.56,12023,12063.92,8,4,10112,10117,56939,2,7,16120,2,4,NA,10,1,46.11910418
744,2,14,3,2004-12-10,2004,31.73909,-101.97508,11100,4,7,8,4,19,1,1,426888,0,0,0,349710,426888,6641,7535,8226,9126,9450,9825,10493.66,10755.28,10921.41,10989.54,11252.26,11771.12,11952.83,12003.93,1,4,8147,10603,426888,2,10,349710,2,4,NA,10,1,39.38
763,2,14,3,2004-12-26,2004,31.78249,-102.208,11005,4,6,8,3,12,1,1,407484,0,0,0,349430,407484,7249,8076,8618,9398.86,9879.68,10170.75,10211,10717.96,10845.85,10765.56,10911.09,11417.34,11696.32,11810.64,1,4,8741,10542,407484,2,4,349430,2,4,NA,12,1,27.99322887
1694,6,3,4,2004-12-28,2004,31.46022,-101.6608,8284,5,4,8,4,19,2,2,0,0,367506,0,360000,367506,5475.22,6412.55,6979.65,7986.3,8290,8609.11,9834.69,10176.28,10284.43,10369.19,10500.52,10673.2,10814.89,10850.6,2,4,7800,8020,139916,2,7,140000,2,4,NA,10,7,32.42348826
661,2,14,3,2005-01-04,2005,31.8199,-102.06746,10905,4,5,8,3,12,1,1,407064,0,0,0,351360,407064,6883,7745,8293,9240.98,9568,9975.69,10319.51,10571,10733.59,10830.56,11127.75,11622.21,11818.68,11944.21,1,4,8353,10004,407064,2,4,351360,2,4,NA,1,1,61.45273928
1686,6,28,4,2005-01-08,2005,31.56019,-101.65163,8270,5,4,6,4,17,3,6,0,3750,198744,0,471400,202494,5616,6532.09,7095.36,8130.26,8391.07,8712.78,9852.68,10243.58,10315.79,10422.44,10539.59,10682.7,10831.42,10878.16,6,4,6552,6719,57246,2,12,135300,2,4,30,1,7,13.54044625
1682,6,28,4,2005-01-09,2005,31.46522,-101.70543,9254,5,4,8,2,6,5,10,0,11000,319452,0,509510,330452,5560.42,6494.09,7062.68,8056.33,8381.17,8687.6,9869.47,10226.66,10356.09,10399.16,10581.74,10767.68,10896.36,10938.05,10,4,8949,8956,67410,2,7,17560,2,4,29,1,7,21.748
1703,6,3,4,2005-01-09,2005,31.48903,-101.63363,8229,5,4,8,4,19,2,2,0,0,383200,0,100450,383200,5432.04,6362.49,6917.86,7936.24,8228.76,8579.74,9761.46,10117.02,10210.86,10364.26,10420.41,10535.14,10679.13,10722.22,2,4,7740,7966,131800,2,7,49250,2,4,NA,10,7,19.688
1685,6,28,4,2005-01-10,2005,31.47835,-101.71422,9274,5,4,8,4,19,5,10,0,11000,334278,0,509190,345278,5645.34,6565.05,7144.03,8133.83,8455.87,8784.75,9906.49,10302.78,10412.59,10394.86,10639.18,10835.37,10961.96,11009.27,10,4,9000,9010,74802,2,7,14866,2,4,28,1,7,29.26563545
745,2,14,3,2005-01-11,2005,31.74086,-102.01584,11000,4,5,8,3,12,1,1,448770,0,0,0,34300,448770,6786,7682,8226,9231,9594,10044,10525,10844,10906.4,11058.57,11315.63,11830.54,12016.77,12040.18,1,4,8269,10231,448770,2,4,34300,2,4,NA,10,1,58.85414189
776,2,13,3,2005-01-16,2005,31.77459,-102.03484,10125,5,5,8,4,19,2,4,0,8000,522000,0,334000,530000,6812,7705,8276,9236,9594,9863,10437.16,10697.82,10880.14,10959.8,11233.74,11743.2,11951.3,12031.99,4,4,9388,10007,367000,2,12,149000,2,4,NA,10,1,49.55407614
729,2,14,3,2005-01-19,2005,31.7375,-102.06435,10510,4,2,8,4,19,3,6,0,7000,205335,0,161200,212335,6875,7761,8324,9258,9598,9991,10417.19,10613.16,10809.14,10938.3,11207.31,11792.87,11996.01,12084.79,6,4,9677,9966,93311,2,7,45128,2,4,NA,10,1,35.008
739,2,14,3,2005-01-19,2005,31.8204,-102.03263,10900,5,5,8,3,12,1,1,433650,0,0,0,331320,433650,6799.91,7674.93,8237.35,9225.79,9565.84,9934,10354.49,10662.84,10779.96,10911.79,11144.14,11675.33,11875.84,11968.73,1,4,8297,10359,433650,2,4,331320,2,4,NA,1,1,45.952
1706,6,3,4,2005-01-23,2005,31.49672,-101.64934,8298,5,4,8,4,19,2,2,0,0,383200,0,100450,383200,5497.83,6452.47,7009.55,8017.7,8286.84,8628.86,9799.61,10173.82,10254.71,10374.98,10481.58,10598.12,10737.79,10777.59,2,4,7844,8071,131800,2,7,49250,2,4,NA,10,7,33.524
1707,6,3,4,2005-01-23,2005,31.49853,-101.6409,8280,5,4,8,4,19,2,2,0,0,383200,0,100450,383200,5483.55,6432.63,7000.56,8011.69,8263.01,8606.59,9779.04,10149.97,10232.45,10369.88,10450.08,10564.86,10704.62,10748.59,2,4,7814,8038,131800,2,7,49250,2,4,NA,10,7,28.088
1704,6,3,4,2005-01-24,2005,31.49751,-101.62751,8287,5,4,8,4,19,2,2,0,0,383200,0,100450,383200,5435.99,6372.25,6937.07,7947.82,8226.29,8575.98,9753.25,10112.66,10200.79,10367.38,10407.41,10513.31,10654.48,10696.84,2,4,7751,7975,131800,2,7,49250,2,4,NA,10,7,13.56
780,3,14,3,2005-01-25,2005,31.70681,-102.04947,10515,4,4,8,3,12,4,8,0,10000,285717,0,188421,295717,6841,7700,8290,9235,9579,9910,10462.28,10696.82,10898.08,10919.78,11201.21,11908.52,12084.4,12143.43,8,4,10115,10174,79913,2,7,29909,2,4,NA,1,1,29.68
1614,6,28,4,2005-01-25,2005,31.57271,-101.74805,8662,5,3,8,2,6,3,6,0,5000,219198,0,475750,224198,5951,6828.04,7409.5,8413.63,8729.36,9086.77,10134.16,10506.93,10616.94,10606.12,10828.23,11153.2,11279.09,11333.13,6,4,6814,7008,74256,2,12,138890,2,4,NA,1,7,57.10141561
1684,6,28,4,2005-01-25,2005,31.46773,-101.71091,9270,4,3,8,2,6,6,12,0,14000,415998,0,530458,429998,5606.01,6524.39,7096.79,8085.73,8417.36,8733.06,9894.15,10253.25,10387.27,10425.21,10614.56,10790.41,10917.11,10958.68,12,4,8964,8974,75642,2,7,16852,2,4,30,1,7,36.86935873
1698,6,28,4,2005-01-25,2005,31.48419,-101.67185,9260,2,4,8,3,12,5,10,0,12500,364098,0,386631,376598,5548.44,6519.31,7078.25,8088.77,8360.68,8688.87,9860.29,10238.8,10327.06,10390.26,10567.86,10712.72,10851.1,10893.74,10,4,8948,8958,73080,2,7,15300,2,4,32,1,7,32.712
1709,6,3,4,2005-01-29,2005,31.51191,-101.63203,8283,4,4,8,4,19,2,2,0,0,383200,0,100450,383200,5499.31,6465.77,7028.55,8050.59,8255.08,8596.15,9765.38,10140.65,10217.14,10369.43,10427.22,10538.33,10676.72,10719.8,2,4,7849,8113,131800,2,7,49250,2,4,NA,10,7,18.928
1710,6,3,4,2005-01-30,2005,31.50115,-101.64613,8326,4,4,8,4,19,2,2,0,0,383200,0,100450,383200,5497.12,6464.81,7023.09,8031.8,8283.51,8624.03,9792.75,10171.08,10249.01,10374.35,10471.53,10587.94,10726.78,10768.57,2,4,7849,8082,131800,2,7,49250,2,4,NA,10,7,33.756
32,7,28,2,2005-01-31,2005,31.67149,-101.5849,8240,5,3,8,4,19,4,8,0,10500,270297,0,488570,280797,5306,6370,6940,7979,8254.76,8625.25,9704.92,10008.04,10163.68,10269.29,10299.03,10520.28,10655.54,10703.38,8,4,6386,6520,53970,2,12,133448,2,4,33,1,7,28.60094527
753,3,14,3,2005-02-05,2005,31.7139,-101.9865,10505,4,5,8,3,12,4,8,0,10000,290937,0,190497,300937,6717,7552,8041,9123,9544,9875,10556.58,10835.88,10999.78,11042.49,11240.26,11921.08,12057.81,12104.91,8,4,10170,10376,80152,2,7,30323,2,4,NA,1,1,26.3487155
738,2,14,3,2005-02-07,2005,31.7093,-102.0551,10520,4,2,8,3,12,4,8,0,10000,294159,0,190780,304159,6826,7721.03,8277,9209,9559,9898.08,10421.54,10648.99,10843.92,10875.27,11161.48,11877.23,12059.28,12121.68,8,4,10143,10263,80707,2,7,30524,2,4,NA,1,1,27.688
1695,6,3,4,2005-02-07,2005,31.51264,-101.64542,8360,4,4,8,2,6,2,2,0,0,383200,0,100450,383200,5535.44,6494.28,7054.02,8068.75,8297.29,8634.15,9796.6,10182.71,10254.7,10379.72,10475.82,10592.77,10730.87,10772.65,2,4,7875,8135,131800,2,12,49250,2,4,NA,10,7,20.312
1705,6,3,4,2005-02-07,2005,31.49934,-101.65454,8314,5,4,8,4,19,2,2,0,0,383200,0,100450,383200,5515.33,6469.06,7035.4,8065.59,8305.84,8642.73,9808.91,10191.56,10268.73,10376.18,10498.73,10620.62,10761,10802.89,2,4,7863,8096,131800,2,7,49250,2,4,NA,10,7,26.992
1697,6,28,4,2005-02-13,2005,31.48515,-101.69561,9315,5,4,8,4,19,5,10,0,11000,343812,0,508200,354812,5593.47,6563.28,7130.95,8140.07,8408.75,8732.49,9871.53,10268.7,10358.42,10365.9,10606.81,10777.3,10909.46,10956.16,10,4,9018,9024,78960,2,7,18955,2,4,30.5,1,7,35.592
1700,6,28,4,2005-02-14,2005,31.45886,-101.71693,9350,5,3,8,4,19,5,10,0,11000,350616,0,511960,361616,5619.94,6539.65,7118.27,8108.52,8434.82,8719.44,9927.81,10278.82,10419.29,10471.17,10610.42,10834.53,10959.51,10999.1,10,4,8998,9008,74802,2,7,15355,2,4,31,1,7,26.428
757,3,14,3,2005-02-22,2005,31.7096,-102.0373,10525,5,5,8,3,12,4,8,0,10000,290025,0,194860,300025,6795,7688,8240,9195,9546,9871,10444.9,10750.88,10928.22,10999.57,11273.28,11916.93,12085.18,12132.71,8,4,10139,10181,79913,2,7,30226,2,4,NA,10,1,41.716
1699,6,28,4,2005-03-06,2005,31.49829,-101.67627,9319,4,3,8,4,19,5,10,0,11000,334782,0,508260,345782,5588.68,6545.31,7118.6,8131.08,8386.66,8716.36,9866.56,10266.72,10335.01,10398.56,10585.96,10727.28,10866.93,10911.05,10,4,8976,9006,69468,2,7,18375,2,4,30,1,7,28.35819288
1661,6,3,4,2005-03-08,2005,31.44406,-101.61534,8282,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5192,6222.3,6783.65,7797.62,8113,8467.85,9717.8,10032.51,10138.12,NA,10323.23,10473.09,10619.21,10648.47,2,4,7602,7849,131800,2,10,49250,2,4,NA,1,7,22.39416894
1702,6,3,4,2005-03-09,2005,31.44672,-101.66954,8259,5,4,8,4,19,2,2,383200,0,0,0,100450,383200,5475.06,6437.21,7007.47,8022.93,8317.51,8610.98,9875.38,10212.31,10329.53,10387.67,10531.28,10746.17,10887.44,10921.15,2,4,7830,8046,131800,2,10,49250,2,4,NA,18,7,20.695
743,3,14,3,2005-03-19,2005,31.6979,-102.0868,10510,4,5,8,3,12,3,6,0,7000,191460,0,145509,198460,6951,7847,8373,9297,9640,10094,10369.77,10547,10758.77,10762.87,10997.57,11824.29,12020.16,12105.38,6,4,9592,10079,88215,2,7,45121,2,4,NA,1,1,48.332
1701,6,3,4,2005-03-22,2005,31.54337,-101.67703,8374,4,4,8,2,6,2,2,383200,0,0,0,100450,383200,5645.53,6559.9,7147.17,8177.08,8432.93,8752.9,9881.58,10293.84,10354.43,10424.19,10596.66,10756.06,10887.51,10932.93,2,4,7123,8210,131800,2,10,49250,2,4,NA,18,7,19.968
1711,6,3,4,2005-03-24,2005,31.52303,-101.66633,8310,4,4,8,2,6,2,2,383200,0,0,0,100450,383200,5619.84,6556,7112,8111.46,8349.43,8677.91,9821.88,10228.46,10288.03,10376.54,10528.42,10662.16,10794.17,10866.8,2,4,7945,8162,131800,2,10,49250,2,4,NA,18,7,37.72
752,3,14,3,2005-03-28,2005,31.7157,-101.9768,10530,5,2,8,3,12,4,8,0,10000,284428,0,170481,294428,6715,7573,8151,9155,9549,9896,10520.51,10826.3,10993.64,11015.91,11242.92,11911.09,12049.49,12097.61,8,4,10148,10190,81411,2,7,30837,2,4,NA,1,1,46.052
1714,6,3,4,2005-04-02,2005,31.50804,-101.666,8360,4,5,8,4,19,2,2,383200,0,0,0,100450,383200,5588.62,6543.67,7108.65,8130.69,8355.21,8688.41,9840.37,10240.44,10304.83,10392.29,10547.69,10676.67,10810.07,10852.79,2,4,7946,8180,131800,2,10,49250,2,4,NA,18,7,17.676
1656,6,3,4,2005-04-04,2005,31.53,-101.65522,8327,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5591.26,6538.17,7108.22,8122.97,8358.38,8682.68,9831.92,10231.74,10296.12,10401.02,10524.09,10657.32,10788.92,10830.66,2,4,7933,8165,131800,2,10,49250,2,4,NA,18,7,41.124
1719,6,28,4,2005-04-05,2005,31.49004,-101.69573,9334,5,3,8,4,19,5,10,0,11000,359560,0,506667,370560,5603.79,6570.8,7147.36,8156.94,8411.85,8739.39,9873.38,10278.59,10357.17,10368.49,10608.35,10776.16,10907.94,10954.31,10,2,8227,8275,3000,2,2,0,3,7,6,12,1,44.232
1724,6,28,4,2005-04-06,2005,31.47772,-101.70042,9270,4,4,8,4,19,5,11,0,11000,348487,0,506310,359487,5571.65,6505.62,7080.53,8081.75,8392.36,8712.33,9856.6,10242.57,10349.47,10347.44,10590.76,10769.71,10900.31,10946.59,11,4,8970,8981,74015,2,7,15000,2,4,32,1,7,63.044
1723,6,28,4,2005-04-11,2005,31.46632,-101.68399,9206,5,4,8,2,6,5,11,0,12000,345066,0,509690,357066,5539.01,6492.7,7057.82,8061.36,8365.61,8674.51,9875.74,10230.41,10343,10389.99,10575.25,10752.61,10887.99,10929.32,11,4,8936,8947,77815,2,7,17318,2,4,24,1,7,51.59316437
1720,6,28,4,2005-04-16,2005,31.48023,-101.70592,9250,2,4,8,4,19,5,11,0,12000,348664,0,501200,360664,5612.76,6544.94,7121.42,8111.92,8428.32,8753.71,9883.89,10279.54,10383.33,10367.3,10621.12,10808.21,10937.26,10984.77,11,4,8856,9016,80152,2,7,17595,2,4,42,1,7,38.388
772,2,14,3,2005-04-23,2005,31.81789,-102.07704,10937,5,5,8,3,12,1,1,430542,0,0,0,350840,430542,6917,7776.32,8347.91,9265.69,9572.05,9898,10310.46,10553.32,10707.87,10833.62,11107.47,11611.27,11796.67,11934.13,1,4,8390,10533,430542,2,4,350840,2,4,NA,18,1,48.18907111
1727,6,28,4,2005-04-23,2005,31.4668,-101.715,9260,4,3,8,4,19,5,10,0,8500,343866,0,503360,352366,5638.25,6553.47,7127.51,8115.24,8442.97,8758.9,9920.03,10272.76,10414.14,10463.85,10634.8,10806.34,10931.7,10971.06,10,4,8985,9002,80828,2,7,16203,2,4,31.5,1,7,35.16005354
1736,6,3,4,2005-04-25,2005,31.43957,-101.66677,8327,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5558,6407,6973,7973,8301.47,8585.1,9871.2,10206.11,10324.61,NA,10518.13,10748.55,10890.38,10922.71,2,4,7791,8003,131800,2,10,49250,2,4,NA,18,7,28.22
760,3,14,3,2005-04-30,2005,31.7297,-101.9668,10510,5,2,8,3,12,4,8,0,10000,288510,0,193420,298510,6650,7517,8093,9094,9468,9958,10459.55,10776.23,10938.67,10969.7,11222.64,11816.89,11982.37,12031.34,8,4,10120,10177,79913,2,7,30226,2,4,NA,1,1,65.73508381
803,3,14,3,2005-05-04,2005,31.6865,-101.9583,10520,4,4,8,3,12,4,8,0,10000,287063,0,181077,297063,6645,7369,7982,9137,9461,10022,10463.61,10831.49,10991.41,11010.22,11281.7,11961.55,12053.12,12119.52,8,4,10135,10362,80552,2,7,30304,2,4,NA,1,1,43.884
1737,6,3,4,2005-05-08,2005,31.51718,-101.6425,8322,3,4,8,2,6,2,2,383200,0,0,0,100450,383200,5526.47,6494.53,7052.27,8067.7,8295.02,8632.58,9794.6,10179.06,10250.45,10381.67,10470.09,10585.89,10723.87,10765.64,2,4,7871,8093,131800,2,10,49250,2,4,NA,1,7,24.644
1733,6,3,4,2005-05-09,2005,31.43548,-101.65264,8239,4,3,8,4,19,2,2,383200,0,0,0,100450,383200,5373.93,6323.49,6889.35,7874.89,8255.82,8540.25,9830.53,10157.1,10271.19,NA,10459.79,10677.67,10819.93,10848.91,2,4,7702,7909,131800,2,10,49250,2,4,NA,18,7,20.25828222
759,2,14,3,2005-05-10,2005,31.7223,-102.0551,10513,4,7,8,4,19,3,6,0,7000,208341,0,169384,215341,6814,7708,8260,9210,9560,9860,10404.69,10605.14,10801.17,10903.63,11201.72,11829.33,12020.45,12081.5,6,4,9678,10138,95114,2,7,45931,2,4,NA,1,1,17.388
1743,6,3,4,2005-05-10,2005,31.50308,-101.63808,8265,3,4,8,4,19,2,2,383200,0,0,0,100450,383200,5480.21,6454.88,7014.62,8024.64,8260.05,8603.13,9773.53,10146.9,10226.58,10368.97,10442.18,10555.19,10694.95,10738.28,2,4,7839,8060,131800,2,10,49250,2,4,NA,1,7,29.104
767,2,13,3,2005-05-13,2005,31.85368,-102.03837,11478,5,7,8,4,19,1,2,152000,2000,0,0,175000,154000,6915.64,7787,8344,9315,9642,10061.13,10415,10746,10940.5,11013.31,11240,11755.57,11912.58,12014.88,2,4,7938,8665,152000,2,10,175000,2,4,NA,1,1,74.9528507
33,5,14,2,2005-05-15,2005,31.77613,-101.59246,10255,5,5,8,2,6,1,1,398454,0,0,0,521740,398454,5257,6368,6921,7972,8271,8763,9691,9999,10105.53,10216.97,10292.59,10427.58,10550.25,10598.53,1,4,5802,9299,398454,2,4,521740,2,4,NA,18,7,39.1412402
1716,6,3,4,2005-05-22,2005,31.52373,-101.67991,8359,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5651.06,6579.32,7155.43,8174.59,8416.79,8743.79,9880.63,10295.69,10344.07,10413.54,10596.35,10758.5,10888.76,10933.81,2,4,7993,8219,131800,2,10,49250,2,4,NA,18,7,49.3320329
1715,6,3,4,2005-06-03,2005,31.52115,-101.67469,8370,5,4,8,4,19,2,2,383200,0,0,0,100450,383200,5634.41,6575.76,7145.31,8166.09,8397.68,8724.6,9864.17,10276.82,10331.34,10406.1,10578.54,10730.03,10864.1,10908.56,2,4,7977,8193,131800,2,10,49250,2,4,NA,18,7,17.352
1744,6,3,4,2005-06-03,2005,31.49306,-101.66586,8310,5,3,8,4,19,2,2,383200,0,0,0,100450,383200,5538.49,6509.05,7072.79,8088.34,8330.22,8663.67,9828.72,10212.77,10289.88,10374.08,10532.78,10664.43,10800.49,10843.72,2,4,7910,8122,131800,2,10,49250,2,4,NA,18,7,22.072
787,3,14,3,2005-06-08,2005,31.6835,-101.9893,10515,3,6,8,3,12,4,8,0,10000,287630,0,190640,297630,6739,7596,8209,9224,9575,9986,10610.46,10896.7,11054.49,11143.41,11369.17,12065.25,12149.48,12216.05,8,4,10165,10314,80935,2,7,31379,2,4,NA,1,1,48.6
2285,3,14,5,2005-06-12,2005,31.6513,-101.9777,10515,4,4,8,3,12,4,8,0,10000,283373,0,187351,293373,6688,7572,8104,9131,9523,9935,10560.19,10873.06,11040.45,11121.21,11401.29,11972.15,12094.45,12198.47,8,4,10184,10237,81571,2,7,30800,2,4,NA,10,1,27.552
805,2,13,3,2005-06-17,2005,31.84666,-102.06198,11485,5,5,8,4,19,2,4,0,15000,426000,0,264000,441000,6935.17,7774,8324,9279,9603,10011.96,10354,10620,10807,10899.67,11137,11643.17,11860.77,11982.63,4,4,9433,9995,152000,2,12,175000,2,4,NA,1,1,83.324
1730,6,28,4,2005-06-27,2005,31.60121,-101.63805,8325,5,4,6,4,17,3,6,0,5000,193864,0,471000,198864,5671,6529.38,7082.74,8102.8,8390.46,8726.23,9844.45,10218.96,10325.66,10419.54,10511.51,10705.03,10846.23,10888.03,6,4,6571,6725,54352,2,12,133052,2,4,30,1,7,17.6
765,3,14,3,2005-07-03,2005,31.6603,-102.07,10510,2,5,8,3,12,4,8,0,10000,275566,0,191540,285566,6894,7747,8314,9236,9547,10055,10441.64,10610.36,10872.52,10893.94,11135.95,11834.33,11988.16,12079.84,8,4,8475,8655,24352,2,7,72750,2,4,NA,1,1,42.732
1738,6,3,4,2005-07-05,2005,31.53754,-101.65328,8339,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5590.03,6521.63,7090.21,8111.54,8360.09,8683.75,9832.06,10227.23,10294.2,10402.94,10521.42,10655.75,10787.15,10828.76,2,4,7917,8139,131800,2,10,49250,2,4,NA,18,7,40.668
1729,6,28,4,2005-07-10,2005,31.57026,-101.63923,8345,2,4,6,4,17,3,6,0,5000,184813,0,471000,189813,5614,6526.71,7090.14,8105.44,8369.22,8695.89,9841.14,10221.83,10304.55,10419.76,10511.28,10670.24,10808.9,10848.75,6,4,6544,6698,53191,2,12,133624,2,4,30,1,7,13.952
758,2,14,3,2005-07-13,2005,31.7168,-102.0396,10530,5,5,8,3,12,4,8,0,10000,280780,0,190200,290780,6782,7678,8247,9197,9529,9867,10377.97,10701.35,10867.93,10976.91,11288.39,11871.85,12048.86,12090.08,8,4,8400,8534,23932,2,7,70351,2,4,NA,1,1,28.53084338
766,3,14,3,2005-07-13,2005,31.6579,-102.0781,10500,2,5,8,3,12,4,8,0,10000,291913,0,188640,301913,6894,7740,8264,9219,9560,10048,10400.39,10544.5,10817.58,10887.07,11150.19,11777.41,11932.94,12027.32,8,4,8426,8649,24369,2,7,72199,2,4,NA,1,1,46.864
1748,7,28,4,2005-07-14,2005,31.60283,-101.62998,8290,5,4,8,4,19,3,6,0,5000,195492,0,470520,200492,5658,6507.43,7037,8082,8366.32,8700.94,9827.04,10199.74,10307.04,10406.06,10482.5,10684.01,10822.77,10864.47,6,4,6510,6682,54931,2,12,132676,2,4,28.5,1,7,16.38451018
790,4,28,3,2005-07-15,2005,31.78865,-101.82521,8850,5,3,8,3,12,2,4,0,3500,150962,0,370720,154462,6193,7120,7707,8708,9009.49,9403.99,10202.68,10478.98,10630.74,10656.14,10802.32,11155.6,11376.66,11469.83,4,4,7836,8018,73935,2,12,178500,2,4,30.5,1,7,31.136
1763,6,3,4,2005-07-16,2005,31.44212,-101.66592,8272,4,3,8,4,19,2,2,383200,0,0,0,100450,383200,5426.64,6405.32,6971.23,7981.46,8303.33,8592.22,9869.14,10203.7,10321.15,NA,10517.77,10739.21,10881.16,10913.59,2,4,7784,7993,131800,2,10,49250,2,4,NA,18,7,18.104
1761,6,3,4,2005-07-17,2005,31.51572,-101.64002,8325,3,3,8,4,19,2,2,383200,0,0,0,100450,383200,5505.16,6482.31,7044.88,8058.3,8283.77,8621.66,9785.59,10168.99,10240.94,10376.69,10457.71,10574.61,10712.33,10754.03,2,4,7869,8094,131800,2,10,49250,2,4,NA,18,7,24.416
1749,6,28,4,2005-07-20,2005,31.57009,-101.65913,8335,2,4,6,4,17,3,6,0,5000,185233,0,480040,190233,5656,6568.65,7131.4,8160.79,8436.89,8755.5,9880.67,10270.41,10346.7,10442.96,10577.93,10743.72,10869.28,10911.74,6,4,6609,6754,51126,2,12,135186,2,4,30,1,7,17.988
740,2,14,3,2005-07-23,2005,31.7095,-102.0862,10515,4,5,8,3,12,4,8,0,10000,279120,0,189380,289120,6906,7782,8350,9248,9593,10002,10335.34,10588.02,10716.04,10751.55,10971.07,11810.25,12009.88,12092.58,8,4,10175,10182,81530,2,7,30526,2,4,NA,10,1,38.44772302
1757,6,3,4,2005-07-25,2005,31.42852,-101.6502,8202,4,7,8,4,19,2,2,383200,0,0,0,100450,383200,5370.98,6321,6887,7877,8251.26,8526.27,9834.56,10162.66,10277.86,NA,10454.85,10690.77,10832.28,10860.71,2,4,7698,7913,131800,2,10,49250,2,4,NA,18,7,32.44123301
817,3,14,3,2005-07-26,2005,31.6863,-102.0874,10500,5,4,8,3,12,4,8,0,10000,320415,0,155654,330415,6937,7762,8349,9249,9614,9984,10378.81,10499.83,10806.71,10805.34,11076.1,11817.34,12005.7,12092.87,8,4,10252,10388,72793,2,7,29955,2,4,NA,10,1,33.832
761,2,14,3,2005-07-27,2005,31.737,-101.968,10520,4,5,8,3,12,4,8,0,10000,287175,0,181757,297175,6637,7504,8095,9103,9455,9873,10459.41,10752.98,10910.41,10964.06,11219.62,11766.37,11945.73,11996.65,8,4,10265,10305,81172,2,7,30640,2,4,NA,10,1,11.199
1747,6,28,4,2005-07-31,2005,31.57995,-101.649,8360,5,7,8,4,19,3,6,0,5000,182249,0,470340,187249,5646,6313.64,6871.4,7884.25,8404.42,8730.5,9857.14,10239.73,10325.58,10426.69,10541.34,10715.83,10842.51,10884.5,6,4,6565,6710,50150,2,12,132458,2,4,31,1,7,43.03807665
781,4,28,3,2005-08-01,2005,31.78416,-101.86358,8985,3,4,8,3,12,2,4,0,3500,138030,0,337440,141530,6321,7214,7771,8781,9121.95,9497.36,10230.64,10486.38,10635.54,10673.02,10822.58,11254.1,11465.17,11531.12,4,4,7915,8144,71868,2,12,181700,2,4,32,21,7,25.23054799
1759,6,28,4,2005-08-06,2005,31.5308,-101.6159,8160,5,4,6,4,17,3,6,0,5000,181612,0,470140,186612,5457.4,6425.47,6990.22,8011.99,8240.16,8576.63,9755.13,10128.16,10205.91,10373.44,10395.07,10518.18,10647.45,10688.67,6,4,6446,6582,51543,2,12,135420,2,4,31,1,7,27.51995035
819,2,14,3,2005-08-09,2005,31.813,-102.0309,10540,5,5,8,3,12,4,8,0,10000,283385,0,190699,293385,6792,7685,8237,9234,9543,9908,10326,10445.99,10593.37,10706.89,10956.03,11467.97,11679.9,11970.43,8,4,10289,10437,73684,2,7,30409,2,4,NA,10,1,41.208
1765,6,3,4,2005-08-12,2005,31.42752,-101.6546,8204,4,4,8,2,6,2,2,383200,0,0,0,100450,383200,5396.53,6316.92,6883.79,7871.54,8263.46,8535.24,9850.02,10181.58,10298.04,NA,10475.39,10719.55,10861.54,10890.99,2,4,7690,7896,131800,2,10,49250,2,4,NA,18,7,37.3
788,2,14,3,2005-08-15,2005,31.74965,-101.99676,11102,5,5,8,3,12,1,1,447678,0,0,0,397760,447678,6650,7563,8116,9132,9491,9847,10475,10778,10945,11032.2,11287.84,11721.87,11915.88,11965.06,1,4,8160,10743,447678,2,10,397760,2,4,NA,18,7,52.128
1755,6,3,4,2005-08-16,2005,31.52156,-101.63945,8303,4,4,8,4,19,2,2,383200,0,0,0,100450,383200,5533.66,6495.61,7059.61,8075.67,8292.45,8626.56,9788.98,10175.54,10245.87,10379.86,10460.32,10580.14,10717.57,10758.93,2,4,7883,8110,131800,2,10,49250,2,4,NA,18,7,33.272
771,3,14,3,2005-08-21,2005,31.69,-102.00783,11265,4,4,8,4,19,1,1,0,0,502194,0,500460,502194,6768,7665,8233,9227,9568,10026,10567,10882,11040,11133,11258.43,12007.04,12124,12185.36,1,4,8225,10876,502194,2,7,500460,2,4,NA,10,7,68.128
