WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,EUR_o..Mstb.
613,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-29,2003,31.6813,-102.0769,10500,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,274821,0,159500,284821,6891,7796,8328,9306,9544,9955,10424.48,10571.04,10881.88,10865.3,11128.01,11865.9,12044.78,12129.64,8,FRAC,10146,10269,73103,GAL,GEL,23500,LB,SAND,NA,NA,GELA,,51.4008322
617,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-12-29,2003,31.762,-101.9903,10500,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,9500,299893,0,367600,309393,6665,7556,8119,9140,9489,9776,10473.62,10762.87,10936.53,11036.14,11272.22,11665.55,11873.3,11942.66,8,FRAC,10132,10297,74852,GAL,GEL,15488,LB,SAND,NA,51,,20/40,56.28002967
619,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-12-29,2003,31.73682,-101.94974,10520,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,9500,279774,0,372173,289274,6626,7467,8173,9066,9454,9958,10447.94,10765.25,10909.24,10942.1,11171.79,11750.08,11930.74,11977.52,8,FRAC,10266,10348,74024,GAL,GEL,17549,LB,SAND,NA,61,,20/40,27.604
630,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-31,2003,31.8236,-102.0512,10503,160,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,255364,0,170000,265364,6858,7742.31,8301.06,9253,9605.85,9965,10337.92,10592.71,10759.26,10869.64,11146.37,11663.3,11870.97,11977.58,8,FRAC,10008,10283,38028,GAL,GEL,18000,LB,SAND,NA,NA,,,23.48530212
633,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-07,2004,31.6752,-102.0392,10525,160,80,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,10000,270233,0,169528,280233,6822,7691,8280,9186,9585,9857,10459.99,10807.11,10995.67,10955.37,11160.86,11967.39,12109.82,12186.05,8,FRAC,10095,10224,66935,GAL,GEL,16981,LB,SAND,NA,NA,GELA,,41.116
626,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-20,2004,31.7354,-101.9914,10515,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,274131,0,173000,284131,6655,7516,8113,9100,9402,9777,10437.93,10745.65,10908.75,10986.24,11253.53,11778.96,11953.96,11996.65,8,FRAC,10085,10265,68601,GAL,GEL,18000,LB,SAND,NA,NA,,,31.67528813
634,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-20,2004,31.6662,-102.0454,10525,160,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,278112,0,166000,288112,6846,7714,8273,9223,9590,9850,10491.96,10813.82,10991.17,10946.2,11168.1,11946.74,12091.26,12179.94,8,FRAC,10104,10172,67765,GAL,GEL,18000,LB,SAND,NA,NA,,,34.972
655,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-23,2004,31.693,-102.0273,10515,160,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,285605,0,170320,295605,6784,7614,8201,9185.1,9512,9935,10504.07,10807.48,10995.65,11039.28,11197.38,11940.22,12087.63,12149.56,8,FRAC,10182,10326,67712,GAL,GEL,17600,LB,SAND,NA,NA,,,43.268
26,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2004-01-24,2004,31.7163,-101.52017,10550,160,20,WFMP,SPBR_U,SPBR_U --> WFMP,1,1,0,0,317478,0,384990,317478,5186.98,6101,6640,7741,8102,8355.75,9463,9812,9922,10032.39,10090,10242.92,10335,10368,1,FRAC,6155,8823,317478,GAL,X-LINKGEL,384990,LB,SAND,NA,NA,WGEL,,38.49591628
639,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-01-27,2004,31.78972,-102.01826,11000,80,160,WFMP,SPBR_L,SPBR_L --> WFMP,1,2,0,14000,760000,0,3136000,774000,6770,7654,8287,9221,9519,9920,10426.48,10677.93,10835.09,10945.97,11207.4,11700.09,11904.69,12008.49,2,FRAC,8357,10536,760000,GAL,GEL,2800000,LB,SAND,NA,NA,,,53.41442894
641,A,LEGACY RESERVES OPERATING LP,MIDLAND,2004-01-29,2004,31.68173,-102.17021,10145,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,0,15876,371700,0,653345,387576,6989,7770,8320,9139,9544,9784,10048.6,10274.28,10459.85,10504.33,10836.96,11371.35,11566.63,11679.83,2,FRAC,7938,9883,371700,GAL,GEL,653345,LB,SAND,NA,NA,WGEL,20/40,57.53915632
5,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,2004-02-05,2004,31.95401,-101.74911,10500,20,80,WFMP,CLFK,CLFK --> WFMP,1,1,334900,0,0,0,553020,334900,5716,6778,7378,8348,8619,8981,9811,10222,10268.8,10275.69,10297,10622.81,10815.38,10866.76,1,FRAC,6821,9412,334900,GAL,FLUD,553020,LB,SAND,NA,NA,,,51.856
646,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-02-08,2004,31.77534,-102.20545,10750,80,Over 160,WFMP,SPBR_L,SPBR_L --> WFMP,1,1,0,0,300510,0,200690,300510,7264,8073.48,8606,9389,9831.98,10087,10283,10498,10590,10785.02,10923.34,11420.61,11709.54,11825.83,1,FRAC,8875,9951,300510,GAL,X-LINKGEL,200690,LB,SAND,NA,NA,XLNK,,60.292
605,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-02-12,2004,31.80228,-101.99589,11100,40,40,WFMP,SPBR_L,SPBR_L --> WFMP,1,2,0,14000,72000,0,250000,86000,6683,7591,8157,9158,9524,9812,10416,10727,10880.52,10970.92,11179.33,11581.2,11803.5,11909.95,2,FRAC,8292,10286,72000,GAL,GEL,250000,LB,SAND,NA,NA,GELA,,46.744
656,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-02-21,2004,31.7036,-101.9818,12510,40,160,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,287570,0,184096,297570,6700,7590,8162,9167,9505,9878,10585.23,10883.08,11045.56,11081.91,11279.99,11991.16,12107.43,12160.85,8,FRAC,10176,10360,80066,GAL,GEL,30500,LB,SAND,NA,NA,,,31.92805746
673,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-02-25,2004,31.6878,-101.9675,10497,80,Sub 20,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,280146,0,149500,290146,6658,7467,8098,9114,9464,9945,10525.32,10868.1,11030.28,11065.39,11342.1,12018.14,12103.42,12169.09,8,FRAC,10089,10210,75408,GAL,GEL,20500,LB,SAND,NA,NA,,,28.392
621,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-03-01,2004,31.7743,-101.98676,11000,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,1,2,0,9000,83000,0,291000,92000,6692,7574,8133,9148,9479,9879,10475,10770,10897.5,10969.16,11218.21,11650.65,11869.06,11953.75,2,FRAC,8194,10147,83000,GAL,GEL,291000,LB,SAND,NA,NA,,,36.296
664,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-10,2004,31.6859,-101.9759,10528,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,287292,0,191000,297292,6694,7459,8124,9157,9516,9998,10576.96,10885.62,11044.58,11104.37,11381.25,12053.97,12131.04,12197.15,8,FRAC,10123,10331,89020,GAL,GEL,39000,LB,SAND,NA,NA,,,24.8743132
647,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-19,2004,31.73587,-102.05482,10500,80,80,WFMP,SPBR_U,SPBR_U --> WFMP,4,7,0,9000,281277,0,171260,290277,6844,7718,8264,9182,9543,9945,10457.98,10659.23,10853.4,11004.67,11278.03,11832.45,12034.71,12108.73,7,FRAC,10071,10298,66931,GAL,GEL,17231,LB,SAND,NA,NA,,,50.42609975
657,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-22,2004,31.76988,-101.85904,9095,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,3,6,0,5000,198190,0,471380,203190,6367,7243,7821,8812,9176.17,9514.82,10307.31,10555.6,10701.75,10759.91,10915.81,11304.25,11539.08,11591.66,6,FRAC,7249,7441,55930,GAL,X-LINKGEL,134453,LB,SAND,NA,30,,20/40,52.85194007
665,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-24,2004,31.6916,-101.9886,10515,160,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,258005,0,163000,268005,6762,7565,8204,9202,9570,9999,10630.2,10913.87,11072.8,11148.04,11338.88,12052.94,12148.88,12210.19,8,FRAC,10155,10245,67655,GAL,GEL,18000,LB,SAND,NA,NA,,,158.02
658,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-26,2004,31.77164,-101.85117,9060,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,3,6,0,5000,200238,0,475120,205238,6333,7210,7791,8788,9139.69,9471.86,10286.25,10537.93,10685.81,10730.96,10888.67,11262.43,11496.83,11563.46,6,FRAC,7216,7418,56742,GAL,X-LINKGEL,135510,LB,SAND,NA,31.3,,20/40,46.312
659,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-03-26,2004,31.77514,-101.85229,9050,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,3,6,0,5000,200303,0,471910,205303,6344,7208,7782,8788.98,9131.16,9481.71,10273.46,10526.45,10675.35,10715.25,10873,11249.45,11481.69,11551.17,6,FRAC,7221,7421,56519,GAL,X-LINKGEL,135222,LB,SAND,NA,30.8,,20/40,80.32913438
678,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-26,2004,31.8175,-101.9773,10529,80,20,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,278534,0,175000,288534,6694,7574,8131,9148,9485,9909,10417,10710.75,10869,10948.48,11144.45,11471.45,11723.49,11824.58,8,FRAC,10067,10101,69172,GAL,GEL,19500,LB,SAND,NA,NA,,,23.763
622,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-28,2004,31.86862,-101.93597,11100,40,Sub 20,WFMP,SPBR_L,SPBR_L --> WFMP,1,1,382200,0,0,0,464414,382200,6569,7432.84,8032.73,8990.03,9328.69,9736.88,10204.6,10454.46,10583.11,10654.85,10852.76,11187.53,11436.95,11546.91,1,FRAC,8228,9765,382200,GAL,FLUD,464414,LB,SAND,NA,NA,,,74.212
1610,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-03-31,2004,31.46399,-101.72739,9304,80,40,WFMP,CLFK,CLFK --> WFMP,4,8,0,8000,277938,0,490570,285938,5703.01,6614.5,7193.93,8177.11,8493.35,8791.91,9959.62,10328.02,10465.7,10466.13,10640.05,10885.24,11007.14,11049.94,8,FRAC,8678,8906,79572,GAL,GEL,17640,LB,SAND,NA,38,,20/40,32.644
1627,E,APACHE CORPORATION,REAGAN,2004-04-01,2004,31.46737,-101.66234,8250,40,40,WFMP,CLFK,CLFK --> WFMP,1,1,0,0,159000,0,350000,159000,5480.65,6433.68,7000.14,8011.56,8304.13,8628.43,9837.13,10187.39,10291.96,10374.43,10513.8,10675.39,10816.63,10854.29,1,FRAC,6430,8042,159000,GAL,GEL,350000,LB,SAND,NA,NA,,20/40,35.576
649,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-04,2004,31.86038,-101.95557,11000,40,20,WFMP,SPBR_L,SPBR_L --> WFMP,1,1,0,295890,0,0,430880,295890,6639.44,7505.01,8095.92,9087,9399,9771.29,10308.5,10590.55,10730.39,10820.45,10894.68,11255.47,11500.8,11615.35,1,FRAC,8208,9948,295890,GAL,A,430880,LB,SAND,NA,NA,HCL,,39.90735845
651,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-04-04,2004,31.77179,-101.98067,11000,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,1,2,268000,24000,0,0,301000,292000,6648,7526,8102,9120,9458,9771,10416,10756,10892,10935.96,11161.48,11601.32,11823.5,11904.38,2,FRAC,8239,10102,268000,GAL,W,301000,LB,SAND,NA,NA,GELA,,34.484
674,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-06,2004,31.7155,-102.0615,10510,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,284650,0,172000,294650,6852,7719,8280,9211,9559,9838,10379.02,10611.62,10814.87,10862.38,11145.73,11858.36,12049.45,12118.57,8,FRAC,10139,10376,68084,GAL,GEL,18000,LB,SAND,NA,NA,GELA,,47.89992016
667,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-07,2004,31.7256,-101.9846,10530,80,160,WFMP,SPBR_L,SPBR_L --> WFMP,4,7,3000,6000,296337,0,182494,305337,6705,7581,8150,9129,9503,9899,10510.88,10794.51,10962.45,11019.25,11266.37,11865.53,12023.55,12067.62,11,FRAC,8318,8760,24700,GAL,GEL,68628,LB,SAND,NA,NA,GELA,,57.53896741
1629,E,APACHE CORPORATION,REAGAN,2004-04-07,2004,31.50376,-101.65152,8300,20,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,1,0,0,220506,0,35000,220506,5516.95,6483.51,7044.24,8057.92,8303.47,8642.84,9807.17,10190.29,10265.78,10380.26,10493.81,10611.51,10750.87,10792.87,1,FRAC,6507,8092,220506,GAL,GEL,35000,LB,SAND,NA,NA,,20/40,45.068
672,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-09,2004,31.6979,-101.993,10500,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,7,0,9000,280737,0,181220,289737,6735,7559,8174,9188,9520,9945,10618.65,10893.74,11054.75,11127.36,11275.37,11998.01,12110.11,12166.56,7,FRAC,10167,10326,66613,GAL,GEL,25114,LB,SAND,NA,NA,,,60.116
650,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2004-04-10,2004,31.7719,-102.07991,10125,80,80,WFMP,SPBR_U,SPBR_U --> WFMP,2,4,0,20000,455000,0,273000,475000,6909,7787.27,8345.2,9255.72,9620.24,9927,10379.58,10617.54,10704.94,10866.11,11149.77,11692.69,11912.13,12013.75,4,FRAC,7900,8661,181000,GAL,GEL,219000,LB,SAND,NA,NA,,,56.3998334
675,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-10,2004,31.7145,-101.9719,10535,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,266796,0,168500,276796,6698,7558,8136,9156,9503,9902,10496.63,10827.06,10994.01,11003.4,11235.52,11910.6,12047.13,12096.46,8,FRAC,10121,10241,67623,GAL,GEL,17500,LB,SAND,NA,NA,,,14.85059152
1625,E,APACHE CORPORATION,REAGAN,2004-04-18,2004,31.46986,-101.61883,8300,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,220506,0,350000,220506,5310.28,6270.63,6837.09,7847.9,8155.82,8520,9725.99,10054.63,10159.31,NA,10355.09,10471.83,10620.38,10660.47,2,FRAC,7661,8021,92916,GAL,GEL,135000,LB,SAND,NA,NA,GELA,20/40,29.856
666,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-19,2004,31.7482,-101.9683,10520,40,40,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,270240,0,173500,280240,6621,7490,8059,9050,9402,9755,10463.62,10743.45,10882.48,10960.34,11203.01,11697.39,11897.72,11955.78,8,FRAC,10122,10271,75408,GAL,GEL,25500,LB,SAND,NA,NA,,,56.79350791
699,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-24,2004,31.6658,-101.9421,10501,40,20,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,273023,0,174500,283023,6582,7429,8033,9031,9399,9977,10509.55,10800.85,10970.82,10982.98,11226.89,11888.88,11985,12067.43,8,FRAC,8223,8404,22976,GAL,GEL,74000,LB,SAND,NA,NA,,,39.632
1628,E,APACHE CORPORATION,REAGAN,2004-04-26,2004,31.4719,-101.65937,8260,20,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,1,0,0,220506,0,350000,220506,5465.04,6419.56,6990.26,7999.44,8299.46,8630.46,9830.03,10183.48,10284.68,10375.21,10509.06,10660.1,10801.23,10839.76,1,FRAC,6420,8068,220506,GAL,GEL,350000,LB,SAND,NA,NA,,20/40,15.1832191
652,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-04-27,2004,31.78981,-102.06841,10765,80,40,WFMP,SPBR_L,SPBR_L --> WFMP,1,1,329532,0,0,0,325190,329532,6942,7755.65,8313.48,9251,9621,9984.53,10355.11,10603.72,10787.36,10930.75,11218.77,11697.98,11915.82,12013.68,1,FRAC,8323,10146,329532,GAL,FLUD,325190,LB,SAND,NA,NA,XLNK,,69.96060032
711,C,JM COX RESOURCES LIMITED PARTNERSHIP,MIDLAND,2004-04-27,2004,31.89854,-101.90584,8962,80,20,WFMP,SPBR_U,SPBR_U --> WFMP,3,3,220000,0,0,0,575000,220000,6439,7277,7976,8813,9124.04,9473.81,10038.41,10299.54,10430.46,10492.13,10621.96,10984.46,11243.93,11357.81,3,FRAC,8674,8928,80000,GAL,W,216000,LB,SAND,NA,NA,,20/40,28.016
668,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-05-06,2004,31.73777,-102.01532,11000,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,1,345030,0,0,0,333410,345030,6799,7652,8234,9225,9569,10026,10543.79,10844.18,10919.45,11063.43,11314.01,11843.87,12026.57,12049.76,1,FRAC,8266,10090,345030,GAL,FLUD,333410,LB,SAND,NA,NA,GELA,,33.54
1617,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-06,2004,31.47672,-101.70483,9245,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,11000,356554,0,511630,367554,5604.96,6529.12,7103.39,8096.75,8422.82,8745.06,9884.19,10270.7,10380.88,10371.98,10619.27,10804.92,10933.99,10981.15,8,FRAC,8702,8975,156720,GAL,GEL,36340,LB,SAND,NA,45.7,,20/40,44.144
2273,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-05-08,2004,31.6432,-102.0466,10515,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,274430,0,150700,284430,6873,7750,8328,9272,9615,10046,10519.57,10849.95,10917.44,10899.62,11133.79,11841.26,11975.86,12077.76,8,FRAC,8493,8669,23050,GAL,GEL,74000,LB,SAND,NA,NA,GELA,,68.516
1626,E,APACHE CORPORATION,REAGAN,2004-05-12,2004,31.45046,-101.65288,8229,40,20,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,220080,0,350000,220080,5369.22,6345.58,6908.63,7908.47,8253.99,8565.46,9813.72,10145.11,10255.67,NA,10459.27,10642.11,10785.28,10816.97,2,FRAC,6354,7339,130326,GAL,X-LINKGEL,215000,LB,SAND,NA,NA,GELA,20/40,36.2429405
1620,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-13,2004,31.45627,-101.69414,9208,40,40,WFMP,CLFK,CLFK --> WFMP,4,8,0,11000,340969,0,510150,351969,5534.46,6474.79,7048.13,8040.83,8362.77,8656.29,9887.27,10232.27,10357.72,10420.85,10571.04,10781.13,10914.81,10953.6,8,FRAC,8676,8922,142842,GAL,GEL,35480,LB,SAND,NA,35,,20/40,33.608
691,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-05-15,2004,31.79786,-101.99885,11000,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,1,2,0,14000,0,0,312000,14000,6683,7576,8139,9145,9503,9926,10387,10677,10852.28,10921.16,11166.17,11589.61,11806.14,11913.57,2,FRAC,8166,10556,NA,,W,312000,LB,SAND,NA,NA,GELA,,25.503
1637,E,APACHE CORPORATION,REAGAN,2004-05-16,2004,31.49518,-101.62236,8206,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,183782,0,351130,183782,5397.07,6333.33,6898.83,7905.41,8210.53,8563.05,9743.5,10096.48,10187.89,NA,10390.53,10492.33,10633.88,10676.9,2,FRAC,7710,7968,70894,GAL,GEL,135000,LB,SAND,NA,NA,,20/40,19.024
2276,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-05-17,2004,31.61572,-101.8229,8830,Over 160,40,SPBR_L,CLFK,CLFK --> SPBR_L,3,6,0,5000,197652,0,472050,202652,6191,7081.81,7677.11,8672.12,8989.6,9410.54,10359.45,10639.37,10770.8,10842.24,11053.89,11505.34,11566.61,11641.91,6,FRAC,7077,7282,57204,GAL,X-LINKGEL,135150,LB,SAND,NA,30,,20/40,55.32660624
636,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-05-21,2004,31.6721,-101.9724,10510,20,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,283927,0,191500,293927,6668,7488,8127,9125,9484,10001,10576.85,10874.49,11032.54,11122.72,11452.92,12061.73,12125.71,12206.06,8,FRAC,10133,10251,76686,GAL,GEL,30500,LB,SAND,NA,NA,,,40.024
696,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-05-30,2004,31.77212,-102.01207,11000,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,361000,15000,0,0,317000,376000,6693,7628,8191,9200,9501,9826,10458.01,10722.56,10897.75,10984.45,11264.49,11719.94,11921.91,12003.67,2,FRAC,8139,10145,361000,GAL,W,317000,LB,SAND,NA,NA,GELA,,62.23906507
1636,E,APACHE CORPORATION,REAGAN,2004-06-01,2004,31.53006,-101.6333,8300,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,220506,0,350000,220506,5504.14,6480.51,7050.01,8066.45,8277.54,8608.9,9773.85,10159.16,10230.85,10371.02,10436.85,10563.97,10696.88,10737.67,2,FRAC,7872,8135,92916,GAL,GEL,135000,LB,SAND,NA,NA,GELA,20/40,20.72
701,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-07,2004,31.82285,-102.03787,11000,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,1,1,428064,0,0,0,346550,428064,6816.53,7700.32,8255.67,9241,9560.91,9948.22,10367.87,10642.61,10775.72,10899.79,11138.76,11681.47,11880.81,11976.96,1,FRAC,8320,10300,428064,GAL,FLUD,346550,LB,SAND,NA,NA,,,45.37418401
2275,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-06-07,2004,31.6457,-102.052,10520,40,80,WFMP,SPBR_L,SPBR_L --> WFMP,4,8,0,10000,281398,0,551000,291398,6863,7749,8330,9259,9584,10011,10491.73,10795.18,10910.88,10887.25,11115.06,11835.37,11973.79,12071.58,8,FRAC,10166,10213,67968,GAL,GEL,18000,LB,SAND,NA,NA,GELA,,56.128
687,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2004-06-09,2004,31.793,-101.82253,8955,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,3,6,0,5000,205968,0,472910,210968,6193,7132,7685,8697,8998.36,9403.76,10199.51,10475.87,10624.64,10657.73,10800.84,11151.81,11370.54,11462.88,6,FRAC,7135,7335,59094,GAL,X-LINKGEL,137713,LB,SAND,NA,30,,20/40,31.516
692,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-06-10,2004,31.78643,-101.99855,11000,40,80,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,0,14000,0,0,322000,14000,6709,7612,8171,9175,9519,9837,10397,10725,10853,10904.11,11206.03,11650.65,11860.62,11964.57,2,FRAC,8102,10640,NA,,W,322000,LB,SAND,NA,NA,GELA,,66.67873896
684,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-06-11,2004,31.77534,-102.14324,11000,40,40,WFMP,CLFK,CLFK --> WFMP,1,1,326352,0,0,0,352040,326352,7108,7942.92,8495,9375.66,9765.28,10025,10296,10614.21,10779.55,10920.36,11034.91,11502.6,11710.61,11834.41,1,FRAC,7955,10581,326352,GAL,FLUD,352040,LB,SAND,NA,NA,HCL,,31.02059944
1639,E,APACHE CORPORATION,REAGAN,2004-06-12,2004,31.48406,-101.61861,8290,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,220506,0,350000,220506,5320,6271,6816,7835,8160,8519.99,9709.87,10050.02,10149.53,NA,10347.53,10451.21,10597.3,10640.59,2,FRAC,7643,7903,92916,GAL,GEL,135000,LB,SAND,NA,NA,GELA,20/40,25.4
2274,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,UPTON,2004-06-13,2004,31.6502,-102.049,10502,80,80,WFMP,WFMP,WFMP --> WFMP,3,6,0,9000,285444,0,116000,294444,6858,7701,8306,9240,9565,9865,10510.81,10816.83,10931.62,10906.31,11135.08,11869.83,12008.07,12107.9,6,FRAC,10110,10208,104939,GAL,GEL,28000,LB,SAND,NA,NA,,,33.648
1621,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-06-15,2004,31.46258,-101.68286,9118,160,40,WFMP,CLFK,CLFK --> WFMP,4,8,0,11000,338712,0,507210,349712,5542.55,6481.96,7048.15,8044.92,8368.12,8674.07,9887.71,10237.3,10352.01,10404.35,10579.13,10763.63,10899.79,10939.18,8,FRAC,8685,8933,140850,GAL,GEL,35260,LB,SAND,NA,39,,20/40,34.24012514
2271,C,PIONEER NATURAL RESOURCES USA INC,UPTON,2004-06-15,2004,31.59312,-101.82143,8881,160,20,SPBR_L,SPBR_U,SPBR_U --> SPBR_L,3,6,0,5000,201350,0,473590,206350,6185,7058.03,7660.85,8651.54,8981.99,9354.68,10335.83,10611.44,10756.65,10779.33,11008.46,11502.14,11562.2,11635.54,6,FRAC,7067,7252,56634,GAL,X-LINKGEL,137811,LB,SAND,NA,30,,20/40,28.074
1645,E,APACHE CORPORATION,REAGAN,2004-06-18,2004,31.50218,-101.62458,8300,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,0,0,220506,0,350000,220506,5432.4,6385.52,6932,7952.24,8225.42,8574.29,9750.37,10110.45,10197.47,10368.39,10402.03,10504.84,10644.27,10686.02,2,FRAC,7761,8011,92916,GAL,GEL,135000,LB,SAND,NA,NA,GELA,20/40,26.52292632
