EUR_o..Mstb.,WellID,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Operator,Completion.Date,Surface.Latitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Number,Depth.Base,Fluid.Type,Additive,Mesh.Size,Treated.Stage.Height,Total.Height
64.232,217,0,15000,1333245,1346749,118694,87885,2119.53571428571,1569.375,48.3823164825373,40677,31.93995,10330,51.2741947492593,51.8712479511905,8,8,10182,44.7425032674118,48.5535845193878,47.8588390437927,56,4454
95.636,219,1055334,0,1229130.216034,1055334,969,0,0.220757606108892,0,34.6444484433333,40661,31.75392,10885,40.3258320009231,43.7877753542308,15,2,10872,53.610018765625,51.90782976,37.4690717345,4393,3239.1106
56.668,220,891450,4404,791000,895854,4404,0,1.1388673390225,0,34.6444484433333,40657,31.73674,10800,40.3258320009231,51.8712479511905,8,2,10375,53.610018765625,51.90782976,35.8539658319356,3867,3740
74.564,252,0,12096,786080,963942,951846,786080,321.352464550979,265.388251181634,50.3676381746154,40710,31.96223,10622,44.2803824417722,45.1503688575603,7,2,10550,58.2174591280769,55.634890119,41.6922623985608,2962,2919.27
73.544,253,0,16500,1494110,1360358,175680,119785,1568.57142857143,1069.50892857143,48.3823164825373,40784,31.91226,10275,40.3258320009231,51.8712479511905,7,8,10182,44.7425032674118,55.634890119,56.189416017,112,3316
129.9206302,254,0,0,1391744,1369538,6120,0,1.74110953058321,0,48.3823164825373,40731,31.98098,10198,48.4529593570968,50.6891494444231,7,5,10022,53.610018765625,51.90782976,40.0717655914253,3515,3448.58
59.932,279,1083306,0,1283520,1083306,1083306,1146000,328.374052743256,347.377993331312,69.0628571428571,40710,31.81948,10798,40.3258320009231,38.8027797991667,10,1,10679,48.150429702619,57.4164239030598,37.8802959649034,3299,3430.12
153.18,288,0,10,866588,650545,23.132,0,0.227272727272727,0,46.8938195719048,40793,31.92965,10913,40.3258320009231,43.7877753542308,9,11,10628,53.610018765625,93.99,32.9347247150053,44,2354.64
107.0470321,296,0,16500,1513148,1317458,989269,717834,552.047433035714,400.577008928571,48.3823164825373,40829,31.95678,10232,51.2741947492593,50.6891494444231,8,6,10092,44.7425032674118,55.634890119,43.0509668870895,1792,3592
124.084,298,1028748,0,955869,1028748,1028748,955869,350.03334467506,325.236134739707,72.714699007,40726,31.82485,10539,51.2741947492593,50.6891494444231,10,1,10449,48.150429702619,57.4781902804482,39.7401725683824,2939,3544.81
76.148,308,945504,0,1155840,945504,945504,1032000,311.123395853899,339.585389930898,69.0628571428571,41197,31.84035,10848,47.3042485045722,49.5038813270857,7,1,10569,48.150429702619,57.2237787332088,37.3408314065245,3039,2964.09
57.424,309,1041852,0,1556800,1041852,1041852,1390000,329.7,439.873417721519,69.0628571428571,40761,31.83123,10920,45.7858926363293,47.3201405108812,7,1,10596,48.150429702619,54.8562334060165,36.5434049611995,3160,2949.3
60.20299007,337,893970,0,930100,893970,893970,930100,350.989399293286,365.174715351394,72.714699007,40791,31.80579,10625,51.2741947492593,50.6891494444231,9,1,10524,48.150429702619,56.3807752825104,39.8386507754961,2547,2460.23
85.224,340,0,16500,1412896,1472640,173063,119912,2060.27380952381,1427.52380952381,48.3823164825373,40885,31.8012,10287,51.2741947492593,51.8712479511905,7,8,10173,44.7425032674118,45.0961004874669,55.721913684947,84,3522
64.552,345,706782,16500,1432848,1390904,160182,130310,1417.53982300885,1153.18584070796,48.3823164825373,40885,31.97468,10201,40.3258320009231,50.6891494444231,8,8,10090,44.7425032674118,55.634890119,56.189416017,113,3596.21
185.44,349,735000,0,623671,735000,735000,623671,365.671641791045,310.28407960199,69.0628571428571,40813,31.86062,10880,51.2741947492593,51.8712479511905,6,1,10610,48.150429702619,53.2111536386343,36.9171043986974,2010,1933.51
218.792,368,1074780,0,944021,1074780,1074780,944021,336.710526315789,295.745927318296,72.714699007,41122,31.80385,10669,51.2741947492593,50.6891494444231,13,1,10530,48.150429702619,59.0184938556466,39.0357469591379,3192,2981.4217
79.94,372,0,12000,1348977,1219954,858204,736652,483.222972972973,414.781531531532,48.3823164825373,41092,31.91239,10562,62.1420900145455,50.6891494444231,8,6,9982,44.7425032674118,48.5535845193878,41.4522190687153,1776,3558.59
80.704,394,0,2016,79000,2128.3488,1277705.65485601,79000,593.762215902039,28.1138790035587,36.1871360475,40892,31.79269,10039,49.9956926154638,47.0514618630747,6.03,2,9992,47.3468730189606,56.9183656527598,42.5803864316387,2810,2403.8777
94.26,408,0,12000,1375887,1236605,169364,150119,1881.82222222222,1667.98888888889,48.3823164825373,41036,31.9998,10178,40.3258320009231,43.7877753542308,7.19,6,10030,44.7425032674118,48.5535845193878,56.189416017,90,3505.0992
91.968,413,0,13500,1426469,1433542,179078,137316,2183.87804878049,1674.58536585366,48.3823164825373,41025,31.88452,10457,45.9590139215282,48.2843394587209,7.4,7,10330,44.7425032674118,48.5535845193878,32.8142994143421,82,3410.5889
82.908,423,0,13500,175000,1344942,1331442,175000,464.402511335891,61.0394140216254,36.1871360475,40968,31.80143,10236,48.9970785815464,46.6320789877271,7.04,2,10100,37.5973333333333,71.760905025,41.5484191993653,2867,2982.9393
65.64977319,436,0,14000,948376,1096176,174766,46317,1432.50819672131,379.647540983607,46.8938195719048,41098,31.95066,11245,47.9440830252287,46.8215556864007,12,18,10982,58.2174591280769,55.634890119,32.8142994143421,122,2679.8966
231.404,454,0,0,635152,808500,42000,16500,170.731707317073,67.0731707317073,37.40964338,41042,31.82608,10887,51.2741947492593,51.8712479511905,12,8,10396,44.7425032674118,48.5535845193878,33.5796928868885,246,2766.3618
107.336,461,295008,0,1818880,295008,295008,1624000,105.172192513369,578.966131907308,107.336,41134,31.92888,10655,48.4529593570968,51.8712479511905,6,1,10257,56.7599341328571,59.2996328819343,38.7519482639242,2805,2722.34
333.52,462,0,0,1429120,2213862,2213862,1276000,1070.53288201161,617.021276595745,105.042648415,41120,31.74934,10634,48.0055048548581,47.8599828499485,7.785,1,10414,58.2174591280769,71.760905025,35.5818175119429,2068,3276.2162
71.876,1161,0,22092,878070,861546,839454,878070,247.043555032372,258.407886992348,50.3676381746154,39860,31.96177,10480,40.3258320009231,40.183354163,8,2,10337,44.7425032674118,48.5535845193878,40.5385002729553,3398,3393.03
57.41172984,1235,0,24724,3528616,780182,755458,969400,226.45623501199,290.587529976019,46.8938195719048,40518,31.9502,10555,51.2741947492593,51.8712479511905,7,2,10290,44.7425032674118,48.5535845193878,40.8010402832274,3336,3269.83
167.716,1350,0,12000,1438523,1499780,201424,149186,2238.04444444444,1657.62222222222,48.3823164825373,40990,31.92121,10517,48.4529593570968,51.8712479511905,8,8,10355,44.7425032674118,48.5535845193878,56.189416017,90,3370.61
57.16,1488,0,12000,996200,902106,106176,35000,965.236363636364,318.181818181818,46.8938195719048,41021,31.95364,11503,51.2741947492593,51.8712479511905,12,18,10958,58.2174591280769,55.634890119,32.8142994143421,110,2783.456
