WellID,EUR_o..Mstb.,bagged
2307,68.4758125873,65.211887539
2308,66.2770094982,63.619990391
2311,68.4778150008,68.0882572627
2313,69.526263891,71.7866820516
2316,39.8255810847,39.7399717839
2317,38.8208232832,36.7814485204
2320,69.1495296995,59.4241921193
2321,38.0872753893,37.5227428468
2326,34.2888738849,33.6065187421
2327,34.2008141473,33.9614182117
2328,36.5138245446,34.9106185606
2329,33.9983315012,33.9031150858
2330,46.9508199783,47.7456300203
2333,57.7393146179,45.1826555533
2335,57.7846592963,44.6681423678
2336,64.0690293236,46.5756834708
2337,58.9574242118,48.7656964238
2338,55.059970012,54.2946479712
2340,43.0977459625,47.8535656846
2341,43.0496951418,47.9444552858
2345,43.1931527264,46.6058781372
2347,43.061744124,47.1557714638
2348,43.1618597413,47.4854056725
2349,52.7714764703,50.0687331389
2350,43.18280648,48.3738315775
2352,37.5561558353,43.1956761089
2356,52.3273892305,51.9658020032
2362,41.4667808391,44.8728642601
2363,43.415972317,46.5418607937
2368,57.5239908187,48.0308665407
2373,43.2900364423,46.3096470796
2374,42.1921436041,40.1056642837
2376,42.3362009457,42.9642580852
2382,51.645656238,52.3096805895
2383,56.999700888,45.0506940453
2384,48.7797403766,51.4289866355
2386,58.6306144668,48.7383906047
2388,42.4945847329,46.8425371948
2389,59.0108487248,44.0153953756
2391,38.3886575906,42.8814350349
2393,59.0281704973,44.92068536
2394,57.5793280139,43.277560165
2395,57.5824967234,43.093128337
2396,57.2383705293,42.7560252599
2397,53.9482652957,53.0940763323
2399,50.3804357984,43.9191708253
2400,55.3582712013,40.98980095
2401,56.3972030224,43.8949448335
2404,42.214640133,46.0848503336
2406,57.3567641665,45.7473635136
2414,53.2502364796,53.6056080689
2415,53.2022714731,53.4421175429
2416,57.4986711857,60.4773815994
2417,90.7739584344,57.2442141235
2418,84.5629675088,60.1408800329
2421,87.1291266304,75.9239223787
2422,56.2865191201,55.8614936087
2423,90.921165604,82.1429792971
2425,82.4897657068,57.0686322361
2429,51.1774426103,54.5673801722
2430,53.0406124284,51.7321938513
2431,-108.0309895167,70.4793250232
2433,88.1526131383,61.6137082492
2436,47.6041246407,54.8045858556
2437,51.7207332512,47.7349448368
2439,59.6068131499,56.7176184729
2442,44.547441859,55.6905766308
2443,49.4042700736,54.1795314206
2446,51.0744714204,53.5511233956
2447,50.7275959235,50.2512002317
2450,51.9152147837,53.9848254864
2451,50.4161864308,60.1975827933
2452,51.0654992949,50.8434925532
2454,50.7845552141,50.9813718228
2455,50.7814575735,53.0833006028
2456,52.1029027032,52.3931983405
2460,86.818754914,59.8284517619
2471,41.959198849,60.2253617419
2472,49.8672067673,52.0729425163
2475,53.3981577359,57.6582321559
2479,51.5775143536,46.7775306105
2480,78.2636850837,77.1273415067
2481,56.4071490043,69.2947392999
2482,72.5106539723,55.2092793486
2484,-65.4430326841,-231.2917061258
2486,44.89224692,46.8929351452
2487,76.7704472254,70.4428020869
2490,50.3928277891,50.2200225176
2491,62.8344925564,55.9911364645
2495,45.7850861036,53.377250243
2496,51.3503180291,61.0829121445
2497,50.6011450507,53.4031344707
2498,66.7434587072,70.4517721142
2499,72.8542597026,52.3071041024
2502,59.7133048515,69.2209691335
2503,48.3975864712,48.7810930757
2504,65.6943412066,72.0314483521
2506,54.6491274795,54.4028555686
2507,61.309449319,52.147033991
2508,78.2541249723,76.7799396523
2509,51.9223051016,57.4087210739
2514,75.4723250096,79.1924736999
2516,73.8026810129,80.4542390824
2518,-80.7521980314,-265.4503635451
2520,51.7713008347,50.4810647898
2522,234.653266517,272.2491602659
2531,78.2230691412,90.2220467923
2533,75.8772090289,80.3864349793
2534,74.9449434322,81.1089387221
2543,68.9219136974,76.8222179001
2547,54.7006103345,55.8602793233
2548,52.6983351462,46.1690211081
2549,73.7103712685,68.1517568998
2551,61.6907870716,72.5596763383
2556,50.7964799243,69.9859372873
2558,63.5498212219,77.8220367616
2566,54.6405858048,54.3352175001
2567,54.658269542,53.7337413487
2568,327.4495642835,275.8054077346
2569,70.6442834592,63.5282406795
2571,63.7684057298,72.9838157165
2573,63.1754734995,70.3283115104
2575,56.9089528032,69.4997109413
2580,66.3275912061,68.4124327283
2581,35.5090563521,47.0865758441
2586,71.6829021216,77.8572266972
2587,66.243406402,68.6786352979
2592,71.8839280541,78.4132626119
2594,88.7481759473,81.8321028781
2595,56.022739283,49.4661469982
2596,71.7050485972,78.0952203849
2597,70.6523192058,76.96799053
2600,-48.7874511654,22.589880589
2601,60.4765036217,71.3650008435
2602,63.9524918351,74.2028470281
2603,74.5194051138,78.2602795179
2604,73.6043671595,72.1095397391
2609,40.733309902,47.1121344577
2611,69.5897341576,74.8143966686
2614,55.631713825,64.1659271415
2617,54.4792642857,72.7853506851
2618,56.0306485878,73.1084673004
2621,86.448400196,84.0196924997
2626,61.0178337801,69.5749260568
2629,72.6897718539,75.6331672486
2630,70.1329930478,76.6143581355
2633,64.8717579866,72.6844946637
2636,77.1207818039,78.4272051639
2640,72.0817409834,65.1472745938
2650,53.8329569975,71.7021756889
2652,70.1966968429,75.7083529753
2654,57.8349732374,73.1890341985
2656,60.3001858676,72.2998325384
2657,74.1960382672,73.4544099614
2658,75.7336204425,71.9716009647
2659,68.3176905268,69.0236696455
2662,72.0851349862,43.4024895999
2669,67.1188934114,70.0649449837
2673,55.6314517279,60.5689977537
2679,74.5604147397,69.9678580675
2680,80.9650894861,69.9201932679
2681,54.644102327,57.3080821955
2683,54.9197185716,53.2844255114
2684,51.4138940793,54.4907059183
2685,76.6881959587,84.7946249575
2688,62.0728384465,56.5819866272
2689,72.276303179,81.3657315904
2692,59.7462961153,70.3512178556
2693,58.6479310594,72.6230639549
2696,87.8275657898,93.7805393103
2700,62.276026918,64.790281207
2704,49.7811092252,71.440969139
2705,266.7576745776,212.711540671
2706,76.8017448909,81.2204076026
2712,72.5240675925,78.029830254
2724,63.4447448054,75.5773679091
2727,79.6110897863,96.4022673458
2729,65.3521379161,71.2194434508
2732,81.8012473732,89.8783696518
