Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
111000,26000,563500,23277.5,0,6,14,1,2011,NA,NA,7,0,36.36439764,NA,NA,1,5348,1,NA,11,NA
0,13500,1141207,142878,121411,4,27,1,2012,NA,NA,4,0,56.136,NA,NA,3,10050,11,3,9,9
0,1000,695000,23277.5,0,4,2,1,2012,NA,NA,7,245500,34.8,NA,NA,1,10777,1,NA,1,NA
NA,NA,NA,NA,0,6,18,1,2012,5,3,1,NA,78.092,2,7,3,6898,1,NA,11,NA
0,0,686750,43000,16500,4,2,1,2012,NA,NA,7,122750,20.904,NA,NA,3,10072,11,2,20,NA
0,10500,1276470,207784,149782,4,27,1,2012,NA,NA,4,0,53.216,NA,NA,3,10176,11,3,20,9
0,13500,1366475,175860,154136,4,27,1,2012,NA,NA,4,0,50.388,NA,NA,3,10067,11,3,20,9
245500,0,694000,42000,16500,4,2,1,2011,NA,NA,7,0,15.464,NA,NA,3,10120,11,3,NA,6
0,12000,1236605,169364,150119,4,27,1,2012,4,1,3,0,94.26,NA,NA,3,9940,11,3,20,9
0,26000,562500,128000,91000,6,14,1,2012,NA,NA,7,0,37.772,NA,NA,3,9620,11,3,17,6
0,13500,1408201.2,179078,137316,4,27,1,2012,NA,NA,4,0,91.968,NA,NA,3,10248,11,3,20,6
NA,NA,NA,NA,0,6,18,1,2012,3,5,1,NA,46.25013093,NA,NA,3,7644,1,NA,11,NA
0,13000,1396522,1231011.6,110000,6,4,1,2012,NA,NA,1,1383522,29.63266871,NA,NA,3,6890,8,5,17,NA
0,1008,695008,23277.5,0,4,2,1,2012,NA,NA,7,245500,10.788,NA,NA,1,10800,1,NA,13,NA
0,10500,1235601,165703,126440,4,27,1,2012,4,5,5,0,17.556,2,3,3,10263,11,3,17,6
0,12000,1408201.2,1231011.6,112000,6,4,1,2012,NA,NA,1,0,44.73512294,NA,NA,3,7211,11,5,17,NA
732312,0,732312,732312,627400,4,11,1,2012,NA,NA,1,0,18.684,NA,NA,3,7910,3,3,NA,NA
0,13500,1344942,1231011.6,175000,4,4,1,2012,NA,NA,1,1331442,82.908,NA,NA,3,7233,8,3,17,NA
0,26000,653000,148000,99500,6,14,1,2012,3,5,7,0,58.692,3,1,3,9460,11,3,20,6
0,26000,598000,115000,77000,6,14,1,2012,NA,NA,7,0,10.816,NA,NA,3,9418,11,3,17,6
0,26000,561500,114000,88000,6,14,1,2012,NA,NA,7,0,24.288,NA,NA,3,9490,11,3,17,6
0,26000,567000,115000,90000,6,14,1,2012,3,5,7,115000,9.5,3,1,3,9620,8,3,17,6
907368,0,907368,907368,809068,4,11,1,2012,1,5,1,0,27.64,NA,NA,3,7917,3,3,NA,NA
0,26000,578000,124000,88000,6,14,1,2012,NA,NA,7,0,19.944,NA,NA,3,9450,11,3,17,6
0,17000,914684,23277.5,0,4,5,1,2012,4,2,9,0,20.776,5,2,1,11196,1,NA,11,NA
0,14000,1408201.2,1231011.6,130000,6,4,1,2012,NA,NA,1,1963668,31.532,NA,NA,3,6495,8,5,20,NA
0,14000,1096176,174766,46317,4,5,1,2012,NA,NA,9,0,65.64977319,5,4,3,10860,6,1,9,6
NA,NA,NA,NA,NA,6,18,1,2012,4,5,1,NA,26.6,5,6,3,7736,8,NA,17,NA
0,16000,1091074,105840,99965,4,5,1,2012,NA,NA,10,0,45.732,5,4,3,10630,11,1,20,6
0,15000,871380,127764,80000,4,5,1,2012,NA,NA,10,0,67.44403123,5,8,3,10614,11,1,20,6
0,14000,1192478,1178478,927236,4,4,1,2012,4,1,1,1178478,19.408,2,1,3,7305,8,5,20,NA
861630,0,861630,861630,892700,4,11,1,2012,4,5,1,0,21.264,2,3,3,7500,3,3,NA,NA
1075580.1,0,1127196,1127196,927236,4,11,1,2012,NA,NA,1,0,51.748,2,3,3,6950,3,3,NA,NA
NA,NA,NA,NA,NA,6,18,1,2012,3,1,1,NA,25.276,5,6,3,7640,8,NA,17,NA
NA,NA,NA,NA,NA,6,4,1,2012,4,5,1,NA,3.256,2,1,3,6804,NA,NA,NA,NA
0,17000,850532,59976,47515,4,5,1,2012,NA,NA,8,0,28.48,5,8,3,10589,11,1,20,6
0,1000,723516,23277.5,0,4,2,1,2012,4,5,8,0,24.28251337,5,4,1,10840,1,NA,13,NA
0,0,805500,42000,16500,4,2,1,2012,NA,NA,8,357000,39.964,5,4,3,10199,11,2,20,NA
0,0,808500,42000,16500,4,2,1,2012,3,3,8,360000,231.404,5,4,3,10150,11,2,20,NA
NA,NA,NA,NA,NA,6,18,1,2012,1,1,1,NA,39.552,5,6,3,7732,8,NA,17,NA
NA,NA,NA,NA,NA,4,19,1,2012,NA,NA,1,NA,45.796,5,8,3,7866,8,NA,NA,NA
NA,NA,NA,NA,NA,6,4,1,2012,4,5,1,NA,25.952,2,1,3,7188,NA,NA,NA,NA
295008,0,295008,295008,927236,4,34,1,2012,1,3,1,0,107.336,2,6,3,7452,9,3,NA,NA
0,0,1408201.2,1231011.6,927236,4,25,1,2012,NA,NA,1,0,333.52,NA,NA,3,8346,6,3,17,NA
421008,0,421008,421008,401920,1,13,2,2003,3,1,1,0,68.90641599,1,7,3,7651,9,3,NA,NA
299000,4000,303000,299000,116500,1,12,2,2003,3,4,1,0,50.888,3,7,3,9428,9,3,NA,NA
0,7000,272650,99852,40060,1,13,2,2003,1,4,4,0,38.20476317,3,7,3,9778,6,3,NA,NA
0,10000,293156,67912,17138,1,13,2,2003,4,4,4,0,37.41851414,2,7,3,10124,6,3,NA,NA
279818,4000,283818,75800,17295,2,13,2,2003,4,3,4,0,34.95435561,3,7,3,10195,9,3,9,NA
0,10000,356635,90486,40456,1,13,2,2003,1,3,5,0,26.8747488,3,6,3,10194,6,3,NA,NA
321655,10000,331655,68221,17140,2,13,2,2003,4,4,5,0,42.6041591,3,7,3,10165,9,3,9,NA
322255,11000,333255,71821,17800,2,13,2,2003,4,4,5,0,48.24447828,3,7,3,10152,10,3,9,NA
0,7000,225837,102393,40668,1,13,2,2003,4,4,3,0,21.75125213,2,7,3,9774,6,3,NA,NA
0,10000,294361,68232,19000,1,13,2,2003,4,4,4,0,38.64026668,2,7,3,10043,6,3,NA,NA
0,5000,351629,66935,17341,2,13,2,2003,4,1,4,0,65.232,3,7,3,10212,6,3,NA,NA
0,4000,192330,52122,118440,3,27,2,2003,4,3,3,0,23.53290545,3,7,3,7248,11,3,NA,6
0,4500,198006,52722,137470,3,27,2,2003,4,3,4,0,40.9539479,1,7,3,7136,11,3,NA,6
0,3200,195181,23277.5,0,3,27,2,2003,4,2,4,0,28.54388452,3,7,1,7205,1,NA,NA,NA
0,5000,215336,59262,136920,3,27,2,2003,1,3,3,0,44.628,3,7,3,7055,11,3,NA,6
0,2500,200384,67578,136030,5,27,2,2003,4,2,3,2500,72.61706848,3,7,3,7011,11,3,NA,6
0,5000,213110,53508,136640,3,27,2,2003,4,3,3,0,34.404,3,7,3,7082,11,3,NA,NA
0,4000,222736,59010,138510,3,27,2,2003,5,3,3,0,42.62807791,3,7,3,7158,11,3,NA,6
313992,0,313992,313992,927236,1,13,2,2003,1,4,1,0,32.696,3,6,3,8044,9,3,NA,NA
284844,0,284844,284844,447660,1,13,2,2003,4,3,1,0,59.86412198,3,7,3,7666,9,3,NA,NA
340998,0,340998,340998,341850,1,13,2,2003,3,4,1,0,35.397,3,7,3,7630,9,3,NA,NA
197232,0,197232,197232,257320,1,13,2,2003,3,3,1,0,35.86682289,2,7,3,8396,9,3,NA,NA
297696,0,297696,297696,371330,1,13,2,2003,4,4,1,0,41.692,3,1,3,7742,9,3,NA,NA
256614,2000,258614,23277.5,0,2,13,2,2003,1,3,3,0,53.48724843,5,7,1,10214,1,NA,NA,NA
0,5000,153212,126000,214000,1,13,2,2003,4,1,1,0,59.14113065,2,7,3,8538,11,3,NA,7
342682,0,342682,45806,118243,1,15,2,2003,3,3,4,0,29.684,2,7,3,8396,9,3,9,NA
1075580.1,0,1408201.2,1231011.6,525460,3,13,2,2003,3,3,1,0,13.256,3,7,3,7455,9,3,NA,NA
304080,0,304080,304080,403560,3,13,2,2003,3,6,1,0,32.36,3,7,3,7508,9,3,NA,NA
341483,0,341483,82568,18250,1,27,2,2003,3,4,4,0,42.39503173,2,7,3,10256,9,3,9,NA
278000,5000,283000,278000,390000,1,24,2,2003,4,3,1,0,45.712,3,7,3,7728,9,3,9,6
0,2000,205114,23277.5,0,3,27,2,2003,1,3,3,0,35.08171606,1,7,1,7214,1,NA,11,NA
298000,5000,303000,298000,366000,1,24,2,2003,3,4,1,0,54.188,3,7,3,7689,9,3,9,6
0,11000,330964,66244,17500,2,13,2,2003,3,4,5,0,45.17484084,3,7,3,10235,6,3,NA,NA
0,4000,352536,67569,17200,2,13,2,2003,3,1,4,0,75.676,3,7,3,10204,6,3,NA,NA
0,8000,400910,23277.5,0,3,27,2,2003,3,4,6,0,48.24429574,3,7,1,10144,1,NA,11,NA
0,4000,197620,23277.5,0,3,27,2,2003,1,3,3,0,19.40387603,3,7,1,7302,1,NA,11,NA
0,5000,181026,23277.5,0,3,27,2,2003,4,3,3,0,48.98034099,3,7,1,7195,1,NA,11,NA
0,5500,210628,52823,131280,3,27,2,2003,1,3,3,0,42.128,1,7,3,7167,11,3,NA,6
439000,26000,474550,134000,174000,1,12,2,2003,4,4,2,0,38.332,3,7,3,8051,9,3,NA,NA
371028,0,371028,371028,444980,1,13,2,2003,4,4,1,0,62.932,2,7,3,8427,10,3,NA,NA
73470,4000,278650,73470,17880,3,27,2,2003,2,2,4,0,52.728,1,7,3,9120,2,3,NA,6
317940,0,317940,317940,386540,2,13,2,2003,4,1,1,0,14.66478303,3,7,3,7704,3,3,NA,NA
0,5500,273917,23277.5,0,3,27,2,2003,4,3,4,0,58.376,3,7,2,7122,1,NA,11,NA
0,6500,155500,149000,39200,1,24,2,2003,3,1,1,0,37.467,1,7,3,7661,6,3,9,NA
281233,10000,291233,67810,18266,2,13,2,2003,4,4,4,0,37.02778895,2,7,3,10214,9,3,9,NA
358260,0,358260,358260,308600,1,13,2,2003,3,3,1,0,74.076,1,7,3,7968,9,3,NA,6
0,12500,369788,85376,28027,3,27,2,2003,4,4,5,0,26.49440013,2,7,3,9678,6,3,9,6
0,12500,380042,63546,5459,3,27,2,2003,3,3,5,0,15.96090849,2,7,3,10389,6,3,9,6
0,5500,291226,45738,128332,3,27,2,2003,3,1,4,0,25.85262153,3,7,3,7476,6,3,NA,6
367584,0,367584,367584,392150,1,13,2,2003,4,4,1,0,55.27195048,3,7,3,8034,9,3,NA,NA
0,0,320628,320628,284200,1,13,2,2003,3,3,1,0,51.36853882,2,7,3,8310,6,3,NA,NA
361830,0,361830,361830,379760,1,13,2,2003,3,3,1,0,49.61751604,1,7,3,7712,9,3,NA,6
0,9500,300678,74794,184593,3,27,2,2003,3,1,4,0,18.94660235,2,7,3,8172,11,3,NA,6
270816,0,270816,270816,413830,3,13,2,2003,3,6,1,0,63.68472659,2,7,3,8237,9,3,NA,NA
219786,0,219786,219786,241000,3,13,2,2003,4,2,1,0,56.57014461,2,7,3,8184,3,3,17,6
0,5500,275319,74510,17500,4,27,2,2003,3,2,4,0,28.908,1,7,3,8980,11,3,NA,6
0,25000,202000,177000,461000,1,24,2,2003,3,2,1,0,36.564,3,7,3,7617,6,3,9,NA
0,12500,361856,77788,179639,3,27,2,2003,4,1,5,0,29.12342212,2,7,3,8172,11,3,NA,6
0,6500,221519,72807,168000,3,27,2,2003,4,4,3,0,24.11090636,2,7,3,8157,11,3,NA,6
0,9500,303571,71089,17787,3,27,2,2003,4,3,4,0,15.893,2,7,3,9837,6,3,NA,6
290069,11000,301069,68145,17329,2,13,2,2003,3,1,5,0,61.44099752,3,7,3,10113,9,3,9,NA
236734,8000,244734,83840,35335,2,13,2,2003,3,4,4,0,34.02,3,7,3,9645,9,3,9,NA
285928,10000,295928,43064,18751,2,13,2,2003,4,1,4,0,41.71257753,3,7,1,10107,9,3,9,NA
0,10000,287922,76692,191919,3,27,2,2003,3,4,4,0,19.84023768,2,7,3,8222,11,3,NA,6
0,10000,307146,81405,15706,3,27,2,2003,3,1,4,0,32.21359276,2,7,3,10044,6,3,9,6
0,6500,228689,75529,173059,3,27,2,2003,3,4,3,0,19.83325601,2,7,3,8186,11,3,NA,6
0,10000,334328,68218,17278,1,13,2,2003,3,3,5,0,40.888,3,7,3,10127,6,3,NA,NA
334026,4000,338026,23277.5,0,1,13,2,2003,3,3,1,0,69.06138557,2,7,1,8396,1,NA,11,NA
313611,10000,323611,67231,17236,1,13,2,2003,4,1,5,0,53.92,3,7,3,10178,9,3,9,NA
0,11000,326264,67478,17423,2,13,2,2003,1,4,5,0,46.21327329,3,7,3,10102,6,3,NA,NA
0,12500,401474,79355,18452,3,27,2,2003,3,4,5,0,49.79286603,2,7,3,9580,6,3,NA,6
0,10000,289934,67044,17500,1,13,2,2003,4,3,4,0,37.596,2,7,3,9982,6,3,9,NA
213950,6000,219950,101154,38834,1,13,2,2003,4,4,3,0,51.75635454,2,7,3,9778,10,3,9,NA
0,9000,292313,23277.5,72253,1,13,2,2003,4,4,4,0,20.972,2,7,3,8355,6,3,NA,NA
276740,10000,286740,65585,18000,1,13,2,2003,4,1,4,0,29.064,2,7,3,10121,9,3,NA,NA
280388,10000,290388,67754,18500,1,13,2,2003,3,4,4,0,87.43651256,2,7,3,10031,9,3,NA,NA
0,3500,153212,23277.5,0,5,27,2,2003,4,3,2,0,25.848,2,7,1,7743,1,NA,11,NA
0,3500,153212,65806,176029,3,27,2,2003,3,2,2,0,27.84973229,2,7,3,7762,11,3,NA,6
0,0,360925,23277.5,25000,1,12,2,2003,4,4,2,0,54.508,3,7,3,7964,11,3,7,6
0,5000,199720,67326,168320,3,27,2,2003,5,3,3,0,28.99923783,3,7,3,8387,11,3,NA,6
278672,10000,288672,65449,18500,1,13,2,2003,1,4,4,0,29.28650586,2,7,3,9948,10,3,9,NA
279726,9000,288726,67022,18293,1,13,2,2003,4,4,4,0,62.18847305,2,7,3,10094,10,3,9,NA
0,5000,197045,23277.5,0,3,27,2,2003,1,3,3,0,23.092,1,7,1,7262,1,NA,11,NA
276301,10000,286301,68007,18500,1,13,2,2003,3,4,4,0,29.356,2,7,3,10138,9,3,NA,NA
319795,11000,330795,67148,18500,1,13,2,2003,4,4,5,0,45.38,3,6,3,10288,10,3,9,NA
280455,10000,290455,68390,18000,2,13,2,2003,3,4,4,0,69.4284143,2,7,3,10124,9,3,9,NA
0,10000,288705,67907,18000,1,13,2,2003,1,4,4,0,35.94017441,2,7,3,10131,6,3,NA,NA
0,14000,153212,72000,250000,1,24,2,2004,3,3,1,0,46.744,2,7,3,8292,6,3,9,NA
0,5000,193723,23277.5,0,3,27,2,2003,4,3,3,0,60.88727674,3,7,1,7268,1,NA,11,NA
0,10000,291951,67820,17511,2,13,2,2003,4,4,4,0,48.204,2,7,3,10092,6,3,NA,NA
268411,10000,278411,69962,21000,2,13,2,2003,4,4,4,0,39.228,2,7,3,10100,10,3,NA,NA
0,10000,284821,73103,23500,2,13,2,2003,3,4,4,0,51.4008322,2,7,3,10146,6,3,9,NA
0,5500,187500,50000,112000,1,13,2,2003,4,4,4,0,102.9154604,1,7,3,7838,11,3,NA,1
0,12500,381034,80312,21685,1,27,2,2003,3,4,5,0,46.92,3,7,3,9808,6,3,NA,6
0,9500,309393,74852,15488,1,27,2,2003,3,4,4,0,56.28002967,2,7,3,10132,6,3,NA,6
0,9500,291005,64319,16800,2,27,2,2003,1,3,4,0,36.512,2,7,3,10296,6,3,NA,6
0,9500,289274,74024,17549,2,27,2,2003,3,3,4,0,27.604,3,7,3,10266,6,3,NA,6
0,9000,153212,83000,291000,1,24,2,2004,4,4,1,0,36.296,2,7,3,8194,6,3,NA,NA
382200,0,382200,382200,464414,3,13,2,2004,3,6,1,0,74.212,2,7,3,8228,3,3,NA,NA
0,10000,284131,68601,18000,1,13,2,2004,3,4,4,0,31.67528813,2,7,3,10085,6,3,NA,NA
0,7300,284749,68636,19000,2,13,2,2003,4,3,4,0,34.74,2,7,3,10188,6,3,9,NA
0,10000,265364,38028,18000,1,13,2,2003,1,4,4,0,23.48530212,2,7,3,10008,6,3,NA,NA
0,10000,280233,66935,16981,2,13,2,2004,1,4,4,0,41.116,3,7,3,10095,6,3,9,NA
0,10000,288112,67765,18000,2,13,2,2004,1,4,4,0,34.972,2,7,3,10104,6,3,NA,NA
0,10000,281890,65370,14548,2,13,2,2003,2,3,4,0,59.83319228,2,7,3,10104,6,3,9,NA
0,10000,293927,76686,30500,2,13,2,2004,2,4,4,0,40.024,2,7,3,10133,6,3,NA,NA
0,14000,774000,760000,927236,1,24,2,2004,4,1,1,0,53.41442894,2,7,3,8357,6,3,NA,NA
0,15876,387576,371700,653345,1,20,2,2004,4,3,1,0,57.53915632,3,7,3,7938,6,3,18,6
0,8000,515000,152000,175000,1,12,2,2003,4,4,2,0,47.144,3,7,3,7868,6,3,NA,NA
173000,2750,175750,90000,54450,3,3,2,2004,4,3,2,0,9.608,2,7,3,8578,3,3,NA,6
0,0,300510,300510,200690,1,13,2,2004,4,5,1,0,60.292,2,7,3,8875,11,3,20,NA
0,9000,290277,66931,17231,1,13,2,2004,4,4,4,0,50.42609975,3,7,3,10071,6,3,NA,NA
0,10000,287662,75023,23000,1,13,2,2003,4,1,4,0,34.60778643,2,7,3,10113,6,3,NA,NA
0,26000,295890,295890,430880,3,13,2,2004,3,2,1,0,39.90735845,2,7,3,8208,1,3,11,NA
0,20000,475000,181000,219000,1,12,2,2004,4,4,2,0,56.3998334,3,7,3,7900,6,3,NA,NA
268000,24000,292000,268000,301000,1,24,2,2004,3,4,1,0,34.484,2,7,3,8239,9,3,9,NA
329532,0,329532,329532,325190,1,13,2,2004,4,3,1,0,69.96060032,2,7,3,8323,3,3,20,NA
305340,0,305340,305340,434510,3,13,2,2004,3,2,1,0,67.268,3,7,3,8048,3,3,NA,NA
0,10000,295605,67712,17600,2,13,2,2004,1,4,4,0,43.268,2,7,3,10182,6,3,NA,NA
0,10000,297570,80066,30500,2,13,2,2004,3,1,4,0,31.92805746,2,7,3,10176,6,3,NA,NA
0,5000,203190,55930,134453,3,27,2,2004,1,3,3,0,52.85194007,3,7,3,7249,11,3,NA,6
0,5000,205238,56742,135510,3,27,2,2004,3,3,3,0,46.312,3,7,3,7216,11,3,NA,6
0,5000,205303,56519,135222,3,27,2,2004,3,3,3,0,80.32913438,3,7,3,7221,11,3,NA,6
407064,0,407064,407064,351360,1,13,2,2005,3,4,1,0,61.45273928,2,7,3,8353,3,3,NA,NA
366408,0,366408,366408,452250,1,13,2,2004,3,4,1,0,31.45750307,2,7,3,8321,3,3,11,NA
0,10000,297292,89020,39000,2,13,2,2004,4,4,4,0,24.8743132,2,7,3,10123,6,3,NA,NA
0,10000,268005,67655,18000,2,13,2,2004,1,4,4,0,158.02,2,7,3,10155,6,3,NA,NA
0,10000,280240,75408,25500,1,13,2,2004,3,3,4,0,56.79350791,2,7,3,10122,6,3,NA,NA
3000,6000,305337,24700,68628,2,13,2,2004,4,1,4,0,57.53896741,2,7,3,8318,6,3,9,NA
345030,0,345030,345030,333410,1,13,2,2004,3,3,1,0,33.54,3,7,3,8266,3,3,9,NA
0,5000,203618,54810,135487,3,27,2,2004,NA,NA,3,0,49.26,3,7,3,7123,11,3,NA,6
342300,0,342300,342300,291940,3,13,2,2004,4,3,1,0,43.884,2,7,3,8087,3,3,11,NA
0,9000,289737,66613,25114,2,13,2,2004,4,4,4,0,60.116,2,7,3,10167,6,3,NA,NA
0,10000,290146,75408,20500,2,13,2,2004,4,6,4,0,28.392,2,7,3,10089,6,3,NA,NA
0,10000,294650,68084,18000,1,13,2,2004,4,4,4,0,47.89992016,2,7,3,10139,6,3,9,NA
0,10000,276796,67623,17500,2,13,2,2004,4,4,4,0,14.85059152,2,7,3,10121,6,3,NA,NA
0,10000,288534,69172,19500,1,13,2,2004,4,2,4,0,23.763,2,7,3,10067,6,3,NA,NA
0,26000,477666,NA,543040,1,13,2,2006,4,2,1,0,58.35472283,3,7,3,8065,9,3,NA,NA
0,10000,282080,66935,17283,2,13,2,2004,4,4,4,0,43.176,2,7,3,10133,6,3,NA,NA
326352,0,326352,326352,352040,1,13,2,2004,3,3,1,0,31.02059944,1,7,3,7955,3,3,11,NA
0,7500,304923,58653,135450,3,27,2,2004,4,2,3,0,46.456,1,7,3,7104,11,3,NA,6
0,4000,341722,56616,135840,3,27,2,2004,4,2,4,0,60.648,1,7,3,7063,11,3,NA,6
0,5000,210968,59094,137713,3,27,2,2004,4,3,3,0,31.516,3,7,3,7135,11,3,NA,6
0,14000,153212,NA,312000,1,24,2,2004,4,4,1,0,25.503,2,7,3,8166,9,3,9,NA
0,14000,153212,NA,322000,1,24,2,2004,3,4,1,0,66.67873896,3,7,3,8102,9,3,9,NA
0,5000,200972,54726,138109,3,27,2,2004,NA,NA,3,0,30.336,3,7,3,7131,11,3,NA,6
0,10000,298374,81139,30366,2,13,2,2004,3,4,4,0,32.084,2,7,3,10170,6,3,NA,NA
361000,15000,376000,361000,317000,1,24,2,2004,4,3,1,0,62.23906507,3,7,3,8139,9,3,9,NA
0,10000,285217,78786,28000,1,13,2,2004,3,1,4,0,36.10162939,2,7,3,10108,6,3,NA,NA
0,10000,283023,23277.5,74000,2,13,2,2004,3,2,4,0,39.632,2,7,3,8223,6,3,NA,NA
428064,0,428064,428064,346550,1,13,2,2004,4,4,1,0,45.37418401,2,7,3,8320,3,3,NA,NA
0,7512,222985,95036,46022,2,13,2,2004,3,3,3,0,17.58,2,7,3,9646,6,3,9,NA
0,10000,289110,72835,31000,2,13,2,2004,3,4,4,0,23.75980535,2,7,3,10133,6,3,NA,NA
0,10000,283100,77558,29000,1,13,2,2004,4,1,4,0,46.61631594,2,7,3,10121,6,3,NA,NA
0,10000,275369,77504,31000,2,13,2,2004,3,3,4,0,20.608,2,7,3,10132,6,3,NA,NA
220000,0,220000,80000,216000,3,17,2,2004,4,2,3,0,28.016,3,7,3,8674,9,3,NA,6
394800,0,394800,394800,350290,2,13,2,2004,4,3,1,0,97.884,2,7,3,8280,3,3,9,NA
0,9000,153212,85900,329600,1,24,2,2004,3,4,1,0,36.16,2,7,3,8186,11,3,9,NA
410088,0,410088,410088,350780,1,13,2,2004,3,3,1,0,54.928,3,7,3,8129,3,3,11,NA
0,5500,161750,40000,1e+05,1,13,2,2004,3,3,3,250,36.412,2,7,3,8550,11,3,NA,6
0,1000,222525,110440,38637,1,13,2,2004,4,1,3,0,33.376,3,7,3,9805,6,3,NA,NA
461832,0,461832,461832,370580,1,13,2,2004,3,4,1,0,27.19189199,2,7,3,8280,9,3,NA,NA
0,10000,298979,81571,30606,2,13,2,2004,3,3,4,0,62.57131418,2,7,3,10148,6,3,NA,NA
271800,24000,295800,271800,300900,1,24,2,2004,3,1,1,0,58.17200944,2,7,3,8279,9,3,9,NA
457338,0,457338,457338,357950,1,13,2,2004,1,4,1,0,33.5191448,2,7,3,8648,3,3,NA,NA
0,7000,212335,93311,45128,1,13,2,2005,3,1,3,0,35.008,3,7,3,9677,6,3,9,NA
0,5000,203282,58590,137282,5,27,2,2004,5,3,3,0,40.98067921,3,7,3,6960,11,3,NA,6
0,10000,289226,68876,17249,1,13,2,2004,3,4,4,0,57.7418352,2,7,3,10106,6,3,NA,NA
0,10000,304159,80707,30524,1,13,2,2005,3,1,4,0,27.688,2,7,3,10143,6,3,NA,NA
433650,0,433650,433650,331320,1,13,2,2005,4,4,1,0,45.952,2,7,3,8297,3,3,NA,NA
0,10000,289120,81530,30526,1,13,2,2005,3,4,4,0,38.44772302,2,7,3,10175,6,3,9,NA
0,7000,198460,88215,45121,2,13,2,2005,3,4,3,0,48.332,2,7,3,9592,6,3,NA,NA
426888,0,426888,426888,349710,1,13,2,2004,3,6,1,0,39.38,3,7,3,8147,9,3,9,NA
448770,0,448770,448770,34300,1,13,2,2005,3,4,1,0,58.85414189,2,7,3,8269,3,3,9,NA
354312,0,354312,354312,435660,3,13,2,2005,3,2,1,0,65.47404336,3,7,3,8051,9,3,NA,NA
0,10000,298644,81536,29558,2,13,2,2004,3,4,4,0,38.192,2,7,3,10114,6,3,NA,NA
0,10000,294428,81411,30837,2,13,2,2005,4,1,4,0,46.052,2,7,3,10148,6,3,NA,NA
0,10000,300937,80152,30323,2,13,2,2005,3,4,4,0,26.3487155,2,7,3,10170,6,3,NA,NA
0,10000,320632,102725,28392,1,13,2,2005,4,3,4,0,49.84822773,3,7,3,10162,6,3,NA,NA
0,10000,300025,79913,30226,2,13,2,2005,4,4,4,0,41.716,2,7,3,10139,6,3,9,NA
0,10000,290780,23932,70351,1,13,2,2005,4,4,4,0,28.53084338,2,7,3,8400,6,3,NA,NA
0,7000,215341,95114,45931,1,13,2,2005,3,6,3,0,17.388,3,7,3,9678,6,3,NA,NA
0,10000,298510,79913,30226,2,13,2,2005,4,1,4,0,65.73508381,2,7,3,10120,6,3,NA,NA
0,10000,297175,81172,30640,1,13,2,2005,3,4,4,0,11.199,2,7,3,10265,6,3,9,NA
407484,0,407484,407484,349430,1,13,2,2004,3,5,1,0,27.99322887,2,7,3,8741,3,3,11,NA
0,10008,277530,56939,16120,1,13,2,2004,3,1,4,0,46.11910418,2,7,3,10112,6,3,9,NA
0,10000,285566,24352,72750,2,13,2,2005,1,4,4,0,42.732,2,7,3,8475,6,3,NA,NA
0,10000,301913,24369,72199,2,13,2,2005,1,4,4,0,46.864,2,7,3,8426,6,3,NA,NA
152000,2000,154000,152000,175000,1,12,2,2005,4,6,1,0,74.9528507,3,7,3,7938,9,3,NA,NA
0,0,453978,453978,350670,2,13,2,2005,3,3,1,0,91.768,2,7,3,8290,11,3,20,NA
0,0,502194,502194,500460,2,13,2,2005,3,3,1,0,68.128,3,7,3,8225,6,3,9,6
430542,0,430542,430542,350840,1,13,2,2005,4,4,1,0,48.18907111,2,7,3,8390,3,3,17,NA
0,8000,530000,367000,149000,1,12,2,2005,4,4,2,0,49.55407614,3,7,3,9388,11,3,9,NA
0,0,579516,579516,401720,1,13,2,2005,4,4,1,0,77.38134441,2,7,3,8296,6,3,20,6
513870,0,513870,513870,498480,1,13,2,2006,4,4,1,0,59.04,2,7,3,8328,3,3,17,NA
0,10000,295717,79913,29909,2,13,2,2005,3,3,4,0,29.68,2,7,3,10115,6,3,NA,NA
0,3500,153212,71868,181700,3,27,2,2005,2,3,2,0,25.23054799,2,7,3,7915,11,3,20,6
602154,0,602154,602154,648106,1,13,2,2006,3,4,1,0,48.27209734,2,7,3,8341,9,3,11,NA
0,10000,297630,80935,31379,2,13,2,2005,2,5,4,0,48.6,2,7,3,10165,6,3,NA,NA
447678,0,447678,447678,397760,1,13,2,2005,4,4,1,0,52.128,2,7,3,8160,9,3,17,6
0,3500,154462,73935,178500,3,27,2,2005,4,2,2,0,31.136,2,7,3,7836,11,3,NA,6
0,3500,153212,69658,183962,3,27,2,2005,5,2,2,0,33.076,2,7,3,7803,11,3,20,6
494718,0,494718,494718,572780,2,13,2,2006,3,5,1,0,75.82,2,7,3,8232,9,3,NA,NA
0,10000,297063,80552,30304,2,13,2,2005,3,3,4,0,43.884,2,7,3,10135,6,3,NA,NA
384174,0,384174,384174,134520,2,13,2,2006,3,4,1,0,39.33313857,2,7,3,8128,3,3,17,6
0,15000,441000,152000,175000,1,12,2,2005,4,4,2,0,83.324,3,7,3,9433,11,3,NA,NA
