EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
43.46283285,0,13000,949662,116402,47388,4,5,1,2012,3,4,10,0,5,8,3,10664,6,1,9,6
49.112,0,15000,1398056,168191,120430,4,27,1,2011,1,3,4,0,3,1,3,10146,11,3,3,9
44.632,0,16500,1367077,189072,120714,4,27,1,2011,1,3,4,0,1,6,3,10150,11,3,4,9
20.592,0,11000,1119758,1108758,740000,4,4,1,2012,3.2051085805065,3.37926576533095,1,1108758,5,1,3,8222,8,5,17,6.83894775994219
11.548,0,0,153212,88200,74000,4,4,1,2011,4,5,1,0,5,1,3,7858,11,3,14.3438251827434,6.04120788906311
57.912,168000,0,168000,168000,165641.615856924,6,4,1,2011,3.19077213112012,3.25847584568655,1,0,2.8195852043684,5.46758354361837,3,6876,3,3.2429358077397,15.1563853948888,6.17636950677585
26.81893188,339700,0,809200,43000,16500,4,2,1,2011,3,4,8,0,5,4,3,10143,11,3,15.3067907190829,5.66551409050281
24.56,936726,0,936726,936726,927236,4,11,1,2012,4,5,1,0,2.72681368393168,3.40296812980897,3,7468,3,3,12.0471779853289,6.79888787542828
218.792,1074780,0,1074780,1074780,927236,4,11,1,2012,3,5,1,0,2,4,3,7338,3,3,11.1640981304181,7.81378212525716
87.312,189895.913469392,8149.35605610953,522393.919671745,378973.493654793,110000,6,4,1,2011,3.4151897671391,3.40923547445143,1,88574.9775664312,2.86558637451477,5.23798133630925,3,7202,5.16437661231864,3,13.2075696038291,7.02252261149516
20.472,0,14000,1163414,1149414,927236,4,4,1,2012,4,5,1,1149414,2.86179663177691,2.5544478776273,3,7261,8,5,17,5.87042930825116
61.836,274227.487909804,6711.57205550717,570268.373526031,367906,448094,6,18,1,2012,4,5,1,0,2,7,3,7038,3,3,4,12
79.94,0,12000,1219954,858204,736652,4,27,1,2012,5,5,3,0,3,1,3,8206,11,3,20,7.83640267641277
30.164,639334,17094,656428,639334,761500,4,26,1,2012,3,5,1,0,2.65585588020149,4.44237471111367,3,7364,3,3,11.2890091811111,7.9680684043779
32.396,0,12000,1408201.2,202768,149573,4,27,1,2012,2.82620287835956,3.30046900533151,4,0,2.781693460267,3.23540253239772,3,10042,11,3,20,9
21.284,0,15000,1360277,218356,142382,4,27,1,2012,3,5,4,0,2.77776132645338,4.03261663853154,3,9904,11,3,3,9
61.80248271,372865.317111283,6210.03721030248,741342.048629845,639464,756852,6,18,1,2012,3,5,1,0,3,7,3,5978,3,3,3,12
32.164,0,26000,592000,118000,83000,6,14,1,2012,3.4802529515544,3.60251104022374,7,118000,2.87634306065423,5.22883515096572,3,9480,8,3,3,6
15.6,101000,26000,527000,101000,55000,6,14,1,2011,4,5,7,0,3,6,3,9454,3,3,9,6
19.74,0,26000,552000,114000,88000,6,14,1,2012,2.60102379190464,3.96186800312999,7,0,3.29177836935601,5.19972221726173,3,9604,11,3,20,6
38.58,136000,26000,602000,136000,101000,6,14,1,2012,3.40965975276031,4.36302032480715,7,0,2.53849786800133,4.07540569450606,3,9528,3,3,3,6
113.672,0,16500,1408201.2,168084,82233,4,27,1,2011,3,5,4,0,2.77601573309623,3.53692538827885,3,9924,11,3,4,9
80.704,0,2016,153212,207641.931171303,79000,4,4,1,2011,3.12060475480894,3.27954634799613,1,0,2.89777688107663,5.1059423803488,3,7182,6.8915363918993,5,14.3699552547557,5.82618819422889
23.02,0,26000,564000,114000,88000,6,14,1,2012,2.55961902121197,4.14368291756911,7,0,3.56473842631685,5.44908758249066,3,9500,11,3,20,6
84.304,0,26000,555500,108000,77000,6,14,1,2012,3,5,7,0,2.91354393181011,4.40023791227231,3,9788,11,3,20,6
36.36439764,111000,26000,563500,23277.5,0,6,14,1,2011,3.18485087293897,3.14760181600743,7,0,2.66362394922114,6.1350674598433,1,5348,1,2.99999998410062,11,6.11990541528368
56.136,0,13500,1141207,142878,121411,4,27,1,2012,2.96517977310847,3.50741902981135,4,0,2.3728907247299,4.71668007749164,3,10050,11,3,9,9
34.8,0,1000,695000,23277.5,0,4,2,1,2012,3.25225270967797,3.40947701093663,7,245500,3.57503117785436,4.42600910103874,1,10777,1,2.87417703452015,1,6.26218690065279
78.092,256506.462290468,6089.72662290132,522297.542267783,346280.631870351,0,6,18,1,2012,5,3,1,85375.7587700104,2,7,3,6898,1,2.99999998202293,11,8.24985501776624
20.904,0,0,686750,43000,16500,4,2,1,2012,3.01424238204878,2.80278850056314,7,122750,3.70820038122426,5.33773111570298,3,10072,11,2,20,5.96867157989597
53.216,0,10500,1276470,207784,149782,4,27,1,2012,2.74714297644865,3.34055444071197,4,0,2.56824789261375,3.48037463201356,3,10176,11,3,20,9
50.388,0,13500,1366475,175860,154136,4,27,1,2012,2.91428540858684,3.04679765274641,4,0,2.56550427303388,4.68296947089157,3,10067,11,3,20,9
15.464,245500,0,694000,42000,16500,4,2,1,2011,3.38654047490755,3.12551340643531,7,0,3.51474440092109,5.70578545284093,3,10120,11,3,12.8658000211523,6
94.26,0,12000,1236605,169364,150119,4,27,1,2012,4,1,3,0,2.6126742367526,4.45092933215541,3,9940,11,3,20,9
37.772,0,26000,562500,128000,91000,6,14,1,2012,2.82539290424123,4.31348856314652,7,0,2.91121943484558,4.60375322114731,3,9620,11,3,17,6
91.968,0,13500,1408201.2,179078,137316,4,27,1,2012,3.0915181833449,3.32727602132696,4,0,2.88182542546732,4.03737043779233,3,10248,11,3,20,6
46.25013093,274349.908420526,6073.10991898387,579749.010327891,413121.925429679,0,6,18,1,2012,3,5,1,81178.8477224141,2.98457649081168,6.21652063457304,3,7644,1,3.0931525531424,11,9.65367105639344
29.63266871,0,13000,1396522,1231011.6,110000,6,4,1,2012,3.24885900447089,3.09762984154477,1,1383522,3.21263614567235,3.61001169238194,3,6890,8,5,17,6.879127072687
10.788,0,1008,695008,23277.5,0,4,2,1,2012,3.25748160092061,3.25226880446966,7,245500,3.73023863535849,4.67746997286828,1,10800,1,2.63128442870578,13,5.99999995898338
17.556,0,10500,1235601,165703,126440,4,27,1,2012,4,5,5,0,2,3,3,10263,11,3,17,6
44.73512294,0,12000,1408201.2,1231011.6,112000,6,4,1,2012,3.14503498494241,3.20945812562542,1,0,3.11789415350312,3.47116238663477,3,7211,11,5,17,6.64134266709879
18.684,732312,0,732312,732312,627400,4,11,1,2012,3.05995354195531,3.63456940425354,1,0,2.95624388780033,4.22496068176246,3,7910,3,3,11.8875802841505,7.5984270130935
82.908,0,13500,1344942,1231011.6,175000,4,4,1,2012,3.11843621588259,3.48715693070291,1,1331442,3.22791593882634,4.57621425759768,3,7233,8,3,17,5.59731547539433
58.692,0,26000,653000,148000,99500,6,14,1,2012,3,5,7,0,3,1,3,9460,11,3,20,6
10.816,0,26000,598000,115000,77000,6,14,1,2012,3.13268414142726,3.9094959862663,7,0,3.13127897562893,5.07254183734622,3,9418,11,3,17,6
24.288,0,26000,561500,114000,88000,6,14,1,2012,2.92166051464556,4.13784373090048,7,0,2.79939072691787,4.14994515905279,3,9490,11,3,17,6
9.5,0,26000,567000,115000,90000,6,14,1,2012,3,5,7,115000,3,1,3,9620,8,3,17,6
27.64,907368,0,907368,907368,809068,4,11,1,2012,1,5,1,0,2.86219542656667,3.54504899207786,3,7917,3,3,12.549316153462,7.67777863403648
19.944,0,26000,578000,124000,88000,6,14,1,2012,3.1060065199197,4.19314563047219,7,0,2.89075201083329,4.4977278172887,3,9450,11,3,17,6
20.776,0,17000,914684,23277.5,0,4,5,1,2012,4,2,9,0,5,2,1,11196,1,2.45582040878814,11,6.88779906802311
31.532,0,14000,1408201.2,1231011.6,130000,6,4,1,2012,3.30421117846259,3.05631754449351,1,1963668,3.28614938702334,2.56406582049702,3,6495,8,5,20,7.58811572660071
65.64977319,0,14000,1096176,174766,46317,4,5,1,2012,3.02868411392179,3.68329279633223,9,0,5,4,3,10860,6,1,9,6
26.6,136271.24520748,8731.47259355024,927483.795099362,663339.579589804,420468.786701125,6,18,1,2012,4,5,1,115508.887211373,5,6,3,7736,8,3.10675630738054,17,6.8978914879632
45.732,0,16000,1091074,105840,99965,4,5,1,2012,2.81431246032925,3.39373130227458,10,0,5,4,3,10630,11,1,20,6
67.44403123,0,15000,871380,127764,80000,4,5,1,2012,2.93082483199204,3.80476497233605,10,0,5,8,3,10614,11,1,20,6
19.408,0,14000,1192478,1178478,927236,4,4,1,2012,4,1,1,1178478,2,1,3,7305,8,5,20,6.02708160209084
21.264,861630,0,861630,861630,892700,4,11,1,2012,4,5,1,0,2,3,3,7500,3,3,11.1869652632283,7.28345735292179
51.748,1075580.1,0,1127196,1127196,927236,4,11,1,2012,3.20192304104095,3.55194315073252,1,0,2,3,3,6950,3,3,12.0142441222808,7.42503208969756
25.276,135463.74049948,9168.89608837306,693179.166366079,541761.087729921,239198.292525868,6,18,1,2012,3,1,1,189880.561770033,5,6,3,7640,8,3.23107852060606,17,7.06132441901973
3.256,196668.674784671,9553.74242084607,660833.821038855,602721.907210794,363502.780829632,6,4,1,2012,4,5,1,125191.719984987,2,1,3,6804,6.56963118778511,3.33597022225591,14.9487850032048,6.85268013064035
28.48,0,17000,850532,59976,47515,4,5,1,2012,2.92685409112069,3.54922346390115,8,0,5,8,3,10589,11,1,20,6
24.28251337,0,1000,723516,23277.5,0,4,2,1,2012,4,5,8,0,5,4,1,10840,1,2.60449469168268,13,6.06559128708508
39.964,0,0,805500,42000,16500,4,2,1,2012,3.03341924832816,2.95023289440389,8,357000,5,4,3,10199,11,2,20,5.99999997094819
231.404,0,0,808500,42000,16500,4,2,1,2012,3,3,8,360000,5,4,3,10150,11,2,20,5.78059702023119
39.552,133628.671217001,7185.93103873724,405388.467975302,188767.567865613,182289.410026602,6,18,1,2012,1,1,1,6650.45090721254,5,6,3,7732,8,3.07429896164739,17,6.0203330331899
45.796,108742.554522783,7590.57127065823,462112.569220662,197875.527591121,152202.627791938,4,19,1,2012,2.86001072327212,2.92554950045402,1,9241.54887481261,5,8,3,7866,8,3.05850698078478,14.2286683833029,5.94903496508482
25.952,153785.322008944,9987.57632442069,611643.506992084,496419.317931152,239814.835138626,6,4,1,2012,4,5,1,203834.621076417,2,1,3,7188,5.92859660430749,3.25128590089692,13.7559646131985,7.18361226581713
107.336,295008,0,295008,295008,927236,4,34,1,2012,1,3,1,0,2,6,3,7452,9,3,12.8307745119894,7.07192129141586
333.52,0,0,1408201.2,1231011.6,927236,4,25,1,2012,3.37621428624841,3.34849799939583,1,0,2.95831055947514,3.39307519790947,3,8346,6,3,17,8.73456766544303
68.90641599,421008,0,421008,421008,401920,1,13,2,2003,3,1,1,0,1,7,3,7651,9,3,12.9811602256609,6.17682317184081
50.888,299000,4000,303000,299000,116500,1,12,2,2003,3,4,1,0,3,7,3,9428,9,3,11.2211053771064,6.13997931660667
38.20476317,0,7000,272650,99852,40060,1,13,2,2003,1,4,4,0,3,7,3,9778,6,3,10.1764356899799,5.92346364520641
37.41851414,0,10000,293156,67912,17138,1,13,2,2003,4,4,4,0,2,7,3,10124,6,3,8.99787741831374,5.99999987406379
34.95435561,279818,4000,283818,75800,17295,2,13,2,2003,4,3,4,0,3,7,3,10195,9,3,9,5.80705185015886
26.8747488,0,10000,356635,90486,40456,1,13,2,2003,1,3,5,0,3,6,3,10194,6,3,11.6167904898307,5.78362771428592
42.6041591,321655,10000,331655,68221,17140,2,13,2,2003,4,4,5,0,3,7,3,10165,9,3,9,5.99999987713219
48.24447828,322255,11000,333255,71821,17800,2,13,2,2003,4,4,5,0,3,7,3,10152,10,3,9,7.17642544091219
21.75125213,0,7000,225837,102393,40668,1,13,2,2003,4,4,3,0,2,7,3,9774,6,3,9.41124398832003,5.76140872125295
38.64026668,0,10000,294361,68232,19000,1,13,2,2003,4,4,4,0,2,7,3,10043,6,3,8.95999250314272,6.04518949702748
65.232,0,5000,351629,66935,17341,2,13,2,2003,4,1,4,0,3,7,3,10212,6,3,11.1645149111721,5.85215864320067
23.53290545,0,4000,192330,52122,118440,3,27,2,2003,4,3,3,0,3,7,3,7248,11,3,12.6082002881421,6
40.9539479,0,4500,198006,52722,137470,3,27,2,2003,4,3,4,0,1,7,3,7136,11,3,13.0740022045645,6
28.54388452,0,3200,195181,23277.5,0,3,27,2,2003,4,2,4,0,3,7,1,7205,1,2.99999998212621,11.8592398825787,5.99999995516142
44.628,0,5000,215336,59262,136920,3,27,2,2003,1,3,3,0,3,7,3,7055,11,3,16.7813124561631,6
72.61706848,0,2500,200384,67578,136030,5,27,2,2003,4,2,3,2500,3,7,3,7011,11,3,14.0760814045532,6
34.404,0,5000,213110,53508,136640,3,27,2,2003,4,3,3,0,3,7,3,7082,11,3,12.8761360345401,5.94774509355552
42.62807791,0,4000,222736,59010,138510,3,27,2,2003,5,3,3,0,3,7,3,7158,11,3,13.8172688335118,6
32.696,313992,0,313992,313992,927236,1,13,2,2003,1,4,1,0,3,6,3,8044,9,3,13.9831697024362,5.67147753508176
59.86412198,284844,0,284844,284844,447660,1,13,2,2003,4,3,1,0,3,7,3,7666,9,3,10.363573003318,6.02144957612487
35.397,340998,0,340998,340998,341850,1,13,2,2003,3,4,1,0,3,7,3,7630,9,3,11.3016266619099,6.06851559958174
35.86682289,197232,0,197232,197232,257320,1,13,2,2003,3,3,1,0,2,7,3,8396,9,3,12.1302760746678,6.08523054099339
41.692,297696,0,297696,297696,371330,1,13,2,2003,4,4,1,0,3,1,3,7742,9,3,11.9252065298703,5.70220519681838
53.48724843,256614,2000,258614,23277.5,0,2,13,2,2003,1,3,3,0,5,7,1,10214,1,2.99930942238454,11.4363184039631,5.99999992507768
59.14113065,0,5000,153212,126000,214000,1,13,2,2003,4,1,1,0,2,7,3,8538,11,3,13.1444818555656,7
29.684,342682,0,342682,45806,118243,1,15,2,2003,3,3,4,0,2,7,3,8396,9,3,9,6.22224483879438
13.256,1075580.1,0,1408201.2,1231011.6,525460,3,13,2,2003,3,3,1,0,3,7,3,7455,9,3,12.1948920185376,5.89861750676948
32.36,304080,0,304080,304080,403560,3,13,2,2003,3,6,1,0,3,7,3,7508,9,3,12.1029237687802,6.02400106408641
42.39503173,341483,0,341483,82568,18250,1,27,2,2003,3,4,4,0,2,7,3,10256,9,3,9,6.8710037286614
45.712,278000,5000,283000,278000,390000,1,24,2,2003,4,3,1,0,3,7,3,7728,9,3,9,6
35.08171606,0,2000,205114,23277.5,0,3,27,2,2003,1,3,3,0,1,7,1,7214,1,2.99999998746831,11,5.99999996717486
54.188,298000,5000,303000,298000,366000,1,24,2,2003,3,4,1,0,3,7,3,7689,9,3,9,6
45.17484084,0,11000,330964,66244,17500,2,13,2,2003,3,4,5,0,3,7,3,10235,6,3,10.0095333578346,5.99999995437802
75.676,0,4000,352536,67569,17200,2,13,2,2003,3,1,4,0,3,7,3,10204,6,3,9.80216983444792,5.87225036058007
48.24429574,0,8000,400910,23277.5,0,3,27,2,2003,3,4,6,0,3,7,1,10144,1,2.98037057647782,11,5.92029092198789
19.40387603,0,4000,197620,23277.5,0,3,27,2,2003,1,3,3,0,3,7,1,7302,1,2.99999998509392,11,5.99999996114449
48.98034099,0,5000,181026,23277.5,0,3,27,2,2003,4,3,3,0,3,7,1,7195,1,2.99999997623191,11,5.6054694381265
42.128,0,5500,210628,52823,131280,3,27,2,2003,1,3,3,0,1,7,3,7167,11,3,13.7890003104986,6
38.332,439000,26000,474550,134000,174000,1,12,2,2003,4,4,2,0,3,7,3,8051,9,3,11.9847820304631,5.97971413948576
62.932,371028,0,371028,371028,444980,1,13,2,2003,4,4,1,0,2,7,3,8427,10,3,13.6661255875347,6.362116715674
52.728,73470,4000,278650,73470,17880,3,27,2,2003,2,2,4,0,1,7,3,9120,2,3,10.8358618259954,6
14.66478303,317940,0,317940,317940,386540,2,13,2,2003,4,1,1,0,3,7,3,7704,3,3,12.6751491750488,5.80131876344973
58.376,0,5500,273917,23277.5,0,3,27,2,2003,4,3,4,0,3,7,2,7122,1,2.99999998345435,11,5.99999995434292
37.467,0,6500,155500,149000,39200,1,24,2,2003,3,1,1,0,1,7,3,7661,6,3,9,5.80806157913378
37.02778895,281233,10000,291233,67810,18266,2,13,2,2003,4,4,4,0,2,7,3,10214,9,3,9,5.99999984574227
74.076,358260,0,358260,358260,308600,1,13,2,2003,3,3,1,0,1,7,3,7968,9,3,12.0461742799857,6
26.49440013,0,12500,369788,85376,28027,3,27,2,2003,4,4,5,0,2,7,3,9678,6,3,9,6
15.96090849,0,12500,380042,63546,5459,3,27,2,2003,3,3,5,0,2,7,3,10389,6,3,9,6
25.85262153,0,5500,291226,45738,128332,3,27,2,2003,3,1,4,0,3,7,3,7476,6,3,14.7639474495122,6
55.27195048,367584,0,367584,367584,392150,1,13,2,2003,4,4,1,0,3,7,3,8034,9,3,12.3112058024708,5.99999996058374
51.36853882,0,0,320628,320628,284200,1,13,2,2003,3,3,1,0,2,7,3,8310,6,3,12.3930279419185,6.33814239175387
49.61751604,361830,0,361830,361830,379760,1,13,2,2003,3,3,1,0,1,7,3,7712,9,3,12.5942520715005,6
18.94660235,0,9500,300678,74794,184593,3,27,2,2003,3,1,4,0,2,7,3,8172,11,3,13.9650338402889,6
63.68472659,270816,0,270816,270816,413830,3,13,2,2003,3,6,1,0,2,7,3,8237,9,3,11.4511792101173,5.91495049594154
56.57014461,219786,0,219786,219786,241000,3,13,2,2003,4,2,1,0,2,7,3,8184,3,3,17,6
28.908,0,5500,275319,74510,17500,4,27,2,2003,3,2,4,0,1,7,3,8980,11,3,11.8970565634174,6
36.564,0,25000,202000,177000,461000,1,24,2,2003,3,2,1,0,3,7,3,7617,6,3,9,5.99126562522671
29.12342212,0,12500,361856,77788,179639,3,27,2,2003,4,1,5,0,2,7,3,8172,11,3,15.3303579203243,6
24.11090636,0,6500,221519,72807,168000,3,27,2,2003,4,4,3,0,2,7,3,8157,11,3,13.9795211484231,6
15.893,0,9500,303571,71089,17787,3,27,2,2003,4,3,4,0,2,7,3,9837,6,3,10.1467714896288,6
61.44099752,290069,11000,301069,68145,17329,2,13,2,2003,3,1,5,0,3,7,3,10113,9,3,9,5.82987714352457
34.02,236734,8000,244734,83840,35335,2,13,2,2003,3,4,4,0,3,7,3,9645,9,3,9,6.030047096334
41.71257753,285928,10000,295928,43064,18751,2,13,2,2003,4,1,4,0,3,7,1,10107,9,3,9,5.83481686636617
19.84023768,0,10000,287922,76692,191919,3,27,2,2003,3,4,4,0,2,7,3,8222,11,3,14.0790802472807,6
32.21359276,0,10000,307146,81405,15706,3,27,2,2003,3,1,4,0,2,7,3,10044,6,3,9,6
19.83325601,0,6500,228689,75529,173059,3,27,2,2003,3,4,3,0,2,7,3,8186,11,3,13.2260317142782,6
40.888,0,10000,334328,68218,17278,1,13,2,2003,3,3,5,0,3,7,3,10127,6,3,9.13232528121406,5.99999992493735
69.06138557,334026,4000,338026,23277.5,0,1,13,2,2003,3,3,1,0,2,7,1,8396,1,3.01365064340881,11,5.99999995798883
53.92,313611,10000,323611,67231,17236,1,13,2,2003,4,1,5,0,3,7,3,10178,9,3,9,5.99999994268597
46.21327329,0,11000,326264,67478,17423,2,13,2,2003,1,4,5,0,3,7,3,10102,6,3,9.63051768281342,5.99999995272956
49.79286603,0,12500,401474,79355,18452,3,27,2,2003,3,4,5,0,2,7,3,9580,6,3,11.6669318486233,6
37.596,0,10000,289934,67044,17500,1,13,2,2003,4,3,4,0,2,7,3,9982,6,3,9,5.99999982869156
51.75635454,213950,6000,219950,101154,38834,1,13,2,2003,4,4,3,0,2,7,3,9778,10,3,9,5.99999990018985
20.972,0,9000,292313,23277.5,72253,1,13,2,2003,4,4,4,0,2,7,3,8355,6,3,9.75080206829078,4.86977852815119
29.064,276740,10000,286740,65585,18000,1,13,2,2003,4,1,4,0,2,7,3,10121,9,3,9.39919276453254,4.79921150491059
87.43651256,280388,10000,290388,67754,18500,1,13,2,2003,3,4,4,0,2,7,3,10031,9,3,9.99191415315952,5.99999993141904
25.848,0,3500,153212,23277.5,0,5,27,2,2003,4,3,2,0,2,7,1,7743,1,2.99999997265182,11,5.57458824584058
27.84973229,0,3500,153212,65806,176029,3,27,2,2003,3,2,2,0,2,7,3,7762,11,3,17.3330100310904,6
54.508,0,0,360925,23277.5,25000,1,12,2,2003,4,4,2,0,3,7,3,7964,11,3,7,6
28.99923783,0,5000,199720,67326,168320,3,27,2,2003,5,3,3,0,3,7,3,8387,11,3,14.8079192845341,6
29.28650586,278672,10000,288672,65449,18500,1,13,2,2003,1,4,4,0,2,7,3,9948,10,3,9,5.99999979186595
62.18847305,279726,9000,288726,67022,18293,1,13,2,2003,4,4,4,0,2,7,3,10094,10,3,9,6.9643886239999
23.092,0,5000,197045,23277.5,0,3,27,2,2003,1,3,3,0,1,7,1,7262,1,2.99999997608119,11,5.72930811562911
29.356,276301,10000,286301,68007,18500,1,13,2,2003,3,4,4,0,2,7,3,10138,9,3,8.96397844628457,6.45758057904634
45.38,319795,11000,330795,67148,18500,1,13,2,2003,4,4,5,0,3,6,3,10288,10,3,9,6.10225750700493
69.4284143,280455,10000,290455,68390,18000,2,13,2,2003,3,4,4,0,2,7,3,10124,9,3,9,6.07931965631489
35.94017441,0,10000,288705,67907,18000,1,13,2,2003,1,4,4,0,2,7,3,10131,6,3,9.0796919086524,5.99999974911554
46.744,0,14000,153212,72000,250000,1,24,2,2004,3,3,1,0,2,7,3,8292,6,3,9,6.0609273074936
60.88727674,0,5000,193723,23277.5,0,3,27,2,2003,4,3,3,0,3,7,1,7268,1,2.97228732346411,11,5.79508892741196
48.204,0,10000,291951,67820,17511,2,13,2,2003,4,4,4,0,2,7,3,10092,6,3,8.999999955775,5.99999974883018
39.228,268411,10000,278411,69962,21000,2,13,2,2003,4,4,4,0,2,7,3,10100,10,3,9.29676754351166,5.4382388373437
51.4008322,0,10000,284821,73103,23500,2,13,2,2003,3,4,4,0,2,7,3,10146,6,3,9,4.64084512461036
102.9154604,0,5500,187500,50000,112000,1,13,2,2003,4,4,4,0,1,7,3,7838,11,3,11.6725795546538,1
46.92,0,12500,381034,80312,21685,1,27,2,2003,3,4,5,0,3,7,3,9808,6,3,10.704245813779,6
56.28002967,0,9500,309393,74852,15488,1,27,2,2003,3,4,4,0,2,7,3,10132,6,3,9.94843364270899,6
36.512,0,9500,291005,64319,16800,2,27,2,2003,1,3,4,0,2,7,3,10296,6,3,10.5619780496145,6
27.604,0,9500,289274,74024,17549,2,27,2,2003,3,3,4,0,3,7,3,10266,6,3,9.53980130569184,6
36.296,0,9000,153212,83000,291000,1,24,2,2004,4,4,1,0,2,7,3,8194,6,3,10.1216302228296,5.87628384651931
74.212,382200,0,382200,382200,464414,3,13,2,2004,3,6,1,0,2,7,3,8228,3,3,11.1398700779139,6.56244554634002
31.67528813,0,10000,284131,68601,18000,1,13,2,2004,3,4,4,0,2,7,3,10085,6,3,8.99999993561037,5.99999984587866
34.74,0,7300,284749,68636,19000,2,13,2,2003,4,3,4,0,2,7,3,10188,6,3,9,5.99999986624433
23.48530212,0,10000,265364,38028,18000,1,13,2,2003,1,4,4,0,2,7,3,10008,6,3,9.53846265746484,4.95973133232623
41.116,0,10000,280233,66935,16981,2,13,2,2004,1,4,4,0,3,7,3,10095,6,3,9,5.99999985236904
34.972,0,10000,288112,67765,18000,2,13,2,2004,1,4,4,0,2,7,3,10104,6,3,9.4055211250931,5.99999967446308
59.83319228,0,10000,281890,65370,14548,2,13,2,2003,2,3,4,0,2,7,3,10104,6,3,9,5.83085402841616
40.024,0,10000,293927,76686,30500,2,13,2,2004,2,4,4,0,2,7,3,10133,6,3,9.28905327395744,6.72561436643327
53.41442894,0,14000,774000,760000,927236,1,24,2,2004,4,1,1,0,2,7,3,8357,6,3,13.3942481402124,5.49786507997928
57.53915632,0,15876,387576,371700,653345,1,20,2,2004,4,3,1,0,3,7,3,7938,6,3,18,6
47.144,0,8000,515000,152000,175000,1,12,2,2003,4,4,2,0,3,7,3,7868,6,3,12.4993312208,5.88228708045188
9.608,173000,2750,175750,90000,54450,3,3,2,2004,4,3,2,0,2,7,3,8578,3,3,14.8386380790114,6
60.292,0,0,300510,300510,200690,1,13,2,2004,4,5,1,0,2,7,3,8875,11,3,20,6.67936189504251
50.42609975,0,9000,290277,66931,17231,1,13,2,2004,4,4,4,0,3,7,3,10071,6,3,9.34090863937131,5.74339566271534
34.60778643,0,10000,287662,75023,23000,1,13,2,2003,4,1,4,0,2,7,3,10113,6,3,9.42323494900513,6.3176886440516
39.90735845,0,26000,295890,295890,430880,3,13,2,2004,3,2,1,0,2,7,3,8208,1,3,11,6.1933426374498
56.3998334,0,20000,475000,181000,219000,1,12,2,2004,4,4,2,0,3,7,3,7900,6,3,13.0812167011185,5.88589814978285
34.484,268000,24000,292000,268000,301000,1,24,2,2004,3,4,1,0,2,7,3,8239,9,3,9,6.69597818595854
69.96060032,329532,0,329532,329532,325190,1,13,2,2004,4,3,1,0,2,7,3,8323,3,3,20,5.99999996375691
67.268,305340,0,305340,305340,434510,3,13,2,2004,3,2,1,0,3,7,3,8048,3,3,12.391528445799,5.99999992614266
43.268,0,10000,295605,67712,17600,2,13,2,2004,1,4,4,0,2,7,3,10182,6,3,10.0112586075828,5.99999990029665
31.92805746,0,10000,297570,80066,30500,2,13,2,2004,3,1,4,0,2,7,3,10176,6,3,9.55364601238493,6.1785352566146
52.85194007,0,5000,203190,55930,134453,3,27,2,2004,1,3,3,0,3,7,3,7249,11,3,14.4860188999059,6
46.312,0,5000,205238,56742,135510,3,27,2,2004,3,3,3,0,3,7,3,7216,11,3,12.2597603740512,6
80.32913438,0,5000,205303,56519,135222,3,27,2,2004,3,3,3,0,3,7,3,7221,11,3,14.7965987135568,6
61.45273928,407064,0,407064,407064,351360,1,13,2,2005,3,4,1,0,2,7,3,8353,3,3,13.8840483554268,5.99999995659439
31.45750307,366408,0,366408,366408,452250,1,13,2,2004,3,4,1,0,2,7,3,8321,3,3,11,6.1179077184694
24.8743132,0,10000,297292,89020,39000,2,13,2,2004,4,4,4,0,2,7,3,10123,6,3,9.67111098848541,5.85169511483253
158.02,0,10000,268005,67655,18000,2,13,2,2004,1,4,4,0,2,7,3,10155,6,3,9.34017495504034,5.9999997944467
56.79350791,0,10000,280240,75408,25500,1,13,2,2004,3,3,4,0,2,7,3,10122,6,3,9.17056453959376,5.99999974172655
57.53896741,3000,6000,305337,24700,68628,2,13,2,2004,4,1,4,0,2,7,3,8318,6,3,9,5.33064189424757
33.54,345030,0,345030,345030,333410,1,13,2,2004,3,3,1,0,3,7,3,8266,3,3,9,6.68513412091003
49.26,0,5000,203618,54810,135487,3,27,2,2004,2.75863641127254,2.9502602731226,3,0,3,7,3,7123,11,3,16.6221346303332,6
43.884,342300,0,342300,342300,291940,3,13,2,2004,4,3,1,0,2,7,3,8087,3,3,11,6.07472176189873
60.116,0,9000,289737,66613,25114,2,13,2,2004,4,4,4,0,2,7,3,10167,6,3,9.42811298721286,5.99999988108134
28.392,0,10000,290146,75408,20500,2,13,2,2004,4,6,4,0,2,7,3,10089,6,3,8.81236950245846,5.7261926490628
47.89992016,0,10000,294650,68084,18000,1,13,2,2004,4,4,4,0,2,7,3,10139,6,3,9,5.99999950949866
14.85059152,0,10000,276796,67623,17500,2,13,2,2004,4,4,4,0,2,7,3,10121,6,3,9.18656103242786,5.99999959325076
23.763,0,10000,288534,69172,19500,1,13,2,2004,4,2,4,0,2,7,3,10067,6,3,9.05349227828117,5.99999989292109
