Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size
1075580.1,0,0,1124480,1127196,1127196,927236,445,D,CROWNQUEST OPERATING LLC,GLASSCOCK,2012-08-31,2012,31.98833,-101.67703,10540,NA,NA,SPBR_L --> MISS,1,1,0,51.748,SPBR_L,MISS,1,FRAC,6950,10413,GAL,FLUD,LB,SAND,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,447,F,LAREDO PETROLEUM - DALLAS INCORPORATED,GLASSCOCK,2012-07-02,2012,31.65509,-101.43738,9906,40,160,WFMP --> STRAWN,1,1,NA,25.276,WFMP,STRAWN,1,FRAC,7640,9644,NA,SLKW,NA,NA,NA,NA,SFAC,NA
NA,NA,NA,NA,NA,NA,NA,448,F,ATHLON FE OPERATING LLC,GLASSCOCK,2012-07-02,2012,31.72554,-101.43571,9915,80,Over 160,SPBR_L --> ATOKA,1,1,NA,3.256,SPBR_L,ATOKA,1,FRAC,6804,9822,NA,NA,NA,NA,NA,NA,NA,NA
0,17000,833532,970699,850532,59976,47515,450,D,BERRY OIL COMPANY,GLASSCOCK,2012-07-04,2012,31.93689,-101.70848,10815,NA,NA,WFMP --> WOOD,8,16,0,28.48,WFMP,WOOD,16,FRAC,10589,10719,GAL,X-LINKGEL,LB,CER,NA,NA,XLNK,20/40
0,1000,722516,514927,723516,23277.5,0,452,D,APACHE CORPORATION,GLASSCOCK,2012-06-06,2012,31.8485,-101.567,10922,80,Over 160,WFMP --> SIL_DEV,8,9,0,24.28251337,WFMP,SIL_DEV,1,ACID,10840,10844,GAL,A,NA,NA,NA,NA,NECL,NA
0,0,448500,621813,805500,42000,16500,453,D,APACHE CORPORATION,GLASSCOCK,2012-06-06,2012,31.85048,-101.56154,10928,NA,NA,WFMP --> SIL_DEV,8,8,357000,39.964,WFMP,SIL_DEV,8,FRAC,10199,10448,GAL,X-LINKGEL,LB,RCSD,NA,NA,XLNK,NA
0,0,448500,635152,808500,42000,16500,454,D,APACHE CORPORATION,GLASSCOCK,2012-05-15,2012,31.82608,-101.54967,10887,40,40,WFMP --> SIL_DEV,8,8,360000,231.404,WFMP,SIL_DEV,8,FRAC,10150,10396,GAL,X-LINKGEL,LB,RCSD,NA,NA,XLNK,NA
NA,NA,NA,NA,NA,NA,NA,455,F,LAREDO PETROLEUM - DALLAS INCORPORATED,GLASSCOCK,2012-09-04,2012,31.66281,-101.45887,9922,160,160,WFMP --> STRAWN,1,1,NA,39.552,WFMP,STRAWN,1,FRAC,7732,9718,NA,SLKW,NA,NA,NA,NA,SFAC,NA
NA,NA,NA,NA,NA,NA,NA,457,D,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,2012-08-14,2012,31.79513,-101.55325,11041,NA,NA,WFMP --> WOOD,1,1,NA,45.796,WFMP,WOOD,1,FRAC,7866,10400,NA,SLKW,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,458,F,ATHLON FE OPERATING LLC,GLASSCOCK,2012-07-08,2012,31.66753,-101.49968,10256,80,Over 160,SPBR_L --> ATOKA,1,1,NA,25.952,SPBR_L,ATOKA,1,FRAC,7188,10119,NA,NA,NA,NA,NA,NA,NA,NA
295008,0,0,1398355.9,295008,295008,927236,461,D,THREE RIVERS OPERATING COMPANY II LLC,GLASSCOCK,2012-08-15,2012,31.92888,-101.7731,10655,160,40,SPBR_L --> STRAWN,1,1,0,107.336,SPBR_L,STRAWN,1,FRAC,7452,10257,GAL,W,LB,SAND,NA,NA,NA,NA
0,0,1338664.45,1398355.9,1408201.2,1231011.6,927236,462,D,PARSLEY ENERGY OPERATIONS LLC,GLASSCOCK,2012-08-01,2012,31.74934,-101.59212,10634,NA,NA,NA,1,1,0,333.52,NA,NA,1,FRAC,8346,10414,GAL,GEL,LB,SAND,NA,NA,SFAC,NA
421008,0,0,401920,421008,421008,401920,464,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-11,2003,31.76507,-102.01066,11000,40,160,CLFK --> WFMP,1,1,0,68.90641599,CLFK,WFMP,1,FRAC,7651,10345,GAL,W,LB,SAND,NA,NA,NA,NA
299000,4000,0,116500,303000,299000,116500,465,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2003-03-10,2003,31.77244,-102.04362,10125,40,80,SPBR_U --> WFMP,1,2,0,50.888,SPBR_U,WFMP,2,FRAC,9428,10002,GAL,W,LB,SAND,NA,NA,NA,NA
0,7000,265650,247891,272650,99852,40060,469,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-11,2003,31.7346,-102.0277,10500,160,80,SPBR_U --> WFMP,4,7,0,38.20476317,SPBR_U,WFMP,7,FRAC,9778,9980,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,10000,283156,172588,293156,67912,17138,470,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-30,2003,31.7466,-101.9916,10500,80,80,SPBR_L --> WFMP,4,8,0,37.41851414,SPBR_L,WFMP,8,FRAC,10124,10303,GAL,GEL,LB,SAND,NA,NA,NA,NA
279818,4000,0,210542,283818,75800,17295,471,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-02-12,2003,31.71,-102.0196,10500,80,40,SPBR_U --> WFMP,4,8,0,34.95435561,SPBR_U,WFMP,8,FRAC,10195,10369,GAL,W,LB,SAND,NA,NA,GELA,NA
0,10000,346635,301870,356635,90486,40456,472,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-08,2003,31.7036,-102.1107,10515,160,40,SPBR_U --> STRAWN,5,9,0,26.8747488,SPBR_U,STRAWN,9,FRAC,10194,10267,GAL,GEL,LB,SAND,NA,NA,NA,NA
321655,10000,0,270589,331655,68221,17140,473,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-08,2003,31.6883,-102.0792,10500,80,80,SPBR_U --> WFMP,5,9,0,42.6041591,SPBR_U,WFMP,9,FRAC,10165,10300,GAL,W,LB,SAND,NA,NA,GELA,NA
322255,11000,0,259800,333255,71821,17800,474,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-10,2003,31.68367,-102.08208,10520,80,80,SPBR_U --> WFMP,5,10,0,48.24447828,SPBR_U,WFMP,10,FRAC,10152,10265,GAL,WTR,LB,SAND,NA,NA,GELA,NA
0,7000,218837,155899,225837,102393,40668,476,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-07-06,2003,31.801,-102.0172,10515,80,80,SPBR_L --> WFMP,3,6,0,21.75125213,SPBR_L,WFMP,6,FRAC,9774,9934,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,10000,284361,171000,294361,68232,19000,478,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-13,2003,31.8181,-101.9911,10515,80,80,SPBR_L --> WFMP,4,8,0,38.64026668,SPBR_L,WFMP,8,FRAC,10043,10249,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,5000,346629,312260,351629,66935,17341,480,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-07,2003,31.7089,-101.9754,10500,80,160,SPBR_U --> WFMP,4,8,0,65.232,SPBR_U,WFMP,8,FRAC,10212,10369,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,4000,188330,313940,192330,52122,118440,481,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-02-12,2003,31.72589,-101.85365,9000,80,40,SPBR_U --> WFMP,3,7,0,23.53290545,SPBR_U,WFMP,3,FRAC,7248,7435,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,4500,193506,472470,198006,52722,137470,483,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-16,2003,31.75353,-101.83149,8907,80,40,CLFK --> WFMP,4,7,0,40.9539479,CLFK,WFMP,2,FRAC,7136,7337,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,3200,191981,472170,195181,23277.5,0,484,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-10,2003,31.75071,-101.84015,8970,80,20,SPBR_U --> WFMP,4,8,0,28.54388452,SPBR_U,WFMP,8,ACID,7205,7407,GAL,A,NA,NA,NA,NA,NA,NA
0,5000,210336,471920,215336,59262,136920,486,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-30,2003,31.71408,-101.80575,8840,160,40,SPBR_U --> WFMP,3,8,0,44.628,SPBR_U,WFMP,3,FRAC,7055,7262,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,2500,195384,312520,200384,67578,136030,487,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-30,2003,31.68201,-101.78707,8800,80,20,SPBR_U --> WFMP,3,7,2500,72.61706848,SPBR_U,WFMP,7,FRAC,7011,7196,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,5000,208110,471640,213110,53508,136640,488,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-30,2003,31.68504,-101.81851,8840,80,40,SPBR_U --> WFMP,3,8,0,34.404,SPBR_U,WFMP,3,FRAC,7082,7258,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,NA
0,4000,218736,473510,222736,59010,138510,490,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-02-12,2003,31.71044,-101.83959,8940,Over 160,40,SPBR_U --> WFMP,3,7,0,42.62807791,SPBR_U,WFMP,3,FRAC,7158,7372,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
313992,0,0,1398355.9,313992,313992,927236,491,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-08,2003,31.7568,-102.1723,10900,160,80,SPBR_U --> STRAWN,1,1,0,32.696,SPBR_U,STRAWN,1,FRAC,8044,10588,GAL,W,LB,SAND,NA,NA,NA,NA
284844,0,0,447660,284844,284844,447660,492,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-18,2003,31.74844,-102.01795,10300,80,40,SPBR_U --> WFMP,1,1,0,59.86412198,SPBR_U,WFMP,1,FRAC,7666,9964,GAL,W,LB,SAND,NA,NA,NA,NA
340998,0,0,341850,340998,340998,341850,493,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-14,2003,31.75031,-102.00977,10300,40,80,SPBR_U --> WFMP,1,1,0,35.397,SPBR_U,WFMP,1,FRAC,7630,10193,GAL,W,LB,SAND,NA,NA,NA,NA
197232,0,0,257320,197232,197232,257320,495,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-07,2003,31.75426,-102.00885,10265,40,40,SPBR_L --> WFMP,1,1,0,35.86682289,SPBR_L,WFMP,1,FRAC,8396,10172,GAL,W,LB,SAND,NA,NA,NA,NA
297696,0,0,371330,297696,297696,371330,497,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-09,2003,31.80806,-102.06962,10950,80,80,SPBR_U --> ATOKA,1,1,0,41.692,SPBR_U,ATOKA,1,FRAC,7742,9993,GAL,W,LB,SAND,NA,NA,NA,NA
256614,2000,0,110277.1,258614,23277.5,0,499,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-06,2003,31.7189,-102.0136,10500,160,40,WFMP --> WFMP,3,5,0,53.48724843,WFMP,WFMP,5,ACID,10214,10259,GAL,A,NA,NA,NA,NA,NA,NA
0,5000,126000,214000,153212,126000,214000,500,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-13,2003,31.80528,-102.09972,10370,80,160,SPBR_L --> WFMP,1,2,0,59.14113065,SPBR_L,WFMP,2,FRAC,8538,9943,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40 & 16/3
342682,0,0,194524,342682,45806,118243,501,A,HENRY PETROLEUM LIMITED PARTNERSHIP,MIDLAND,2003-01-20,2003,31.8037,-102.0052,10500,40,40,SPBR_L --> WFMP,4,4,0,29.684,SPBR_L,WFMP,4,FRAC,8396,8482,GAL,W,LB,SAND,NA,NA,GELA,NA
1075580.1,0,0,525460,1408201.2,1231011.6,525460,502,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-13,2003,31.85098,-101.94733,10800,40,40,SPBR_U --> WFMP,1,1,0,13.256,SPBR_U,WFMP,1,FRAC,7455,9845,GAL,W,LB,SAND,NA,NA,NA,NA
304080,0,0,403560,304080,304080,403560,503,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-11,2003,31.86433,-101.9524,10800,40,Sub 20,SPBR_U --> WFMP,1,1,0,32.36,SPBR_U,WFMP,1,FRAC,7508,9907,GAL,W,LB,SAND,NA,NA,NA,NA
341483,0,0,199940,341483,82568,18250,504,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-14,2003,31.78,-101.9609,10500,40,80,SPBR_L --> WFMP,4,4,0,42.39503173,SPBR_L,WFMP,4,FRAC,10256,10276,GAL,W,LB,SAND,NA,NA,GELA,NA
278000,5000,0,390000,283000,278000,390000,505,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-03-06,2003,31.78472,-102.04792,10525,80,40,SPBR_U --> WFMP,1,2,0,45.712,SPBR_U,WFMP,2,FRAC,7728,10430,GAL,W,LB,SAND,NA,NA,GELA,20/40
0,2000,203114,1398355.9,205114,23277.5,0,507,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-04-23,2003,31.7633,-101.85252,9018,160,40,CLFK --> WFMP,3,6,0,35.08171606,CLFK,WFMP,6,ACID,7214,7433,GAL,A,NA,NA,NA,28,HCL,NA
298000,5000,0,366000,303000,298000,366000,509,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-03-11,2003,31.78587,-102.03544,10500,40,80,SPBR_U --> WFMP,1,2,0,54.188,SPBR_U,WFMP,2,FRAC,7689,9983,GAL,W,LB,SAND,NA,NA,GELA,20/40
0,11000,319964,274296,330964,66244,17500,510,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-07,2003,31.6616,-102.0168,10500,40,80,SPBR_U --> WFMP,5,10,0,45.17484084,SPBR_U,WFMP,10,FRAC,10235,10391,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,4000,348536,293688,352536,67569,17200,512,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-03-19,2003,31.69204,-101.99936,10500,40,160,SPBR_U --> WFMP,4,7,0,75.676,SPBR_U,WFMP,7,FRAC,10204,10416,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,8000,392910,535133,400910,23277.5,0,513,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-05-24,2003,31.78129,-101.93888,10500,40,80,SPBR_U --> WFMP,6,14,0,48.24429574,SPBR_U,WFMP,14,ACID,10144,10154,GAL,A,NA,NA,NA,32,HCL,NA
0,4000,193620,472700,197620,23277.5,0,514,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-11,2003,31.74117,-101.86813,9080,160,40,SPBR_U --> WFMP,3,7,0,19.40387603,SPBR_U,WFMP,7,ACID,7302,7471,GAL,A,NA,NA,NA,32,HCL,NA
0,5000,176026,473100,181026,23277.5,0,516,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-12,2003,31.74105,-101.83669,8900,80,40,SPBR_U --> WFMP,3,8,0,48.98034099,SPBR_U,WFMP,8,ACID,7195,7371,GAL,A,NA,NA,NA,NA,HCL,NA
0,5500,205128,472170,210628,52823,131280,518,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-21,2003,31.72485,-101.84168,8900,160,40,CLFK --> WFMP,3,6,0,42.128,CLFK,WFMP,6,FRAC,7167,7373,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
439000,26000,0,243000,474550,134000,174000,521,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2003-04-09,2003,31.76902,-102.07469,10115,80,80,SPBR_U --> WFMP,2,4,0,38.332,SPBR_U,WFMP,4,FRAC,8051,8641,GAL,W,LB,SAND,NA,NA,NA,NA
371028,0,0,444980,371028,371028,444980,525,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-01,2003,31.82537,-102.04341,11500,80,80,SPBR_L --> WFMP,1,1,0,62.932,SPBR_L,WFMP,1,FRAC,8427,10537,GAL,WTR,LB,SAND,NA,NA,NA,NA
73470,4000,201180,488719,278650,73470,17880,526,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-25,2003,31.92875,-101.84348,9400,20,20,CLFK --> WFMP,4,9,0,52.728,CLFK,WFMP,9,FRAC,9120,9130,GAL,F,LB,SAND,NA,NA,NA,20/40
317940,0,0,386540,317940,317940,386540,527,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-16,2003,31.70266,-102.03501,10700,80,160,SPBR_U --> WFMP,1,1,0,14.66478303,SPBR_U,WFMP,1,FRAC,7704,10613,GAL,FLUD,LB,SAND,NA,NA,NA,NA
0,5500,268417,489980,273917,23277.5,0,529,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-05-07,2003,31.95258,-101.83381,9415,80,40,SPBR_U --> WFMP,4,9,0,58.376,SPBR_U,WFMP,9,FLSH,7122,7322,GAL,A,NA,NA,NA,NA,HCL,NA
0,6500,149000,110277.1,155500,149000,39200,530,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-08-02,2003,31.79229,-102.02351,10900,40,160,CLFK --> WFMP,1,2,0,37.467,CLFK,WFMP,2,FRAC,7661,10105,GAL,GEL,LB,SAND,NA,NA,GELA,NA
281233,10000,0,166834,291233,67810,18266,531,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-03,2003,31.7195,-101.9959,10515,80,80,SPBR_L --> WFMP,4,8,0,37.02778895,SPBR_L,WFMP,8,FRAC,10214,10292,GAL,W,LB,SAND,NA,NA,GELA,NA
358260,0,0,308600,358260,358260,308600,534,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-17,2003,31.7735,-102.15182,11000,40,40,CLFK --> WFMP,1,1,0,74.076,CLFK,WFMP,1,FRAC,7968,10379,GAL,W,LB,SAND,NA,NA,NA,20/40
0,12500,357288,462698,369788,85376,28027,536,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-16,2003,31.80119,-101.94986,10500,80,80,SPBR_L --> WFMP,5,11,0,26.49440013,SPBR_L,WFMP,12,FRAC,9678,9688,GAL,GEL,LB,SAND,NA,31,GELA,20/40
0,12500,367542,390120,380042,63546,5459,537,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-17,2003,31.802,-101.96354,10505,40,40,SPBR_L --> WFMP,5,10,0,15.96090849,SPBR_L,WFMP,10,FRAC,10389,10397,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,5500,285726,507220,291226,45738,128332,538,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-05,2003,31.80377,-101.95493,10500,40,160,SPBR_U --> WFMP,4,8,0,25.85262153,SPBR_U,WFMP,8,FRAC,7476,7645,GAL,GEL,LB,SAND,NA,NA,NA,20/40
367584,0,0,392150,367584,367584,392150,540,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-01,2003,31.78964,-102.17907,11000,80,80,SPBR_U --> WFMP,1,1,0,55.27195048,SPBR_U,WFMP,1,FRAC,8034,10363,GAL,W,LB,SAND,NA,NA,NA,NA
0,0,320628,284200,320628,320628,284200,541,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-10,2003,31.80695,-102.04137,11000,40,40,SPBR_L --> WFMP,1,1,0,51.36853882,SPBR_L,WFMP,1,FRAC,8310,9954,GAL,GEL,LB,SAND,NA,NA,NA,NA
361830,0,0,379760,361830,361830,379760,543,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-18,2003,31.80954,-102.04656,10950,40,40,CLFK --> WFMP,1,1,0,49.61751604,CLFK,WFMP,1,FRAC,7712,10000,GAL,W,LB,SAND,NA,NA,NA,20/40
0,9500,291178,219633,300678,74794,184593,545,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-12,2003,31.75528,-101.93938,10500,40,160,SPBR_L --> WFMP,4,8,0,18.94660235,SPBR_L,WFMP,8,FRAC,8172,8407,GAL,X-LINKGEL,LB,SAND,NA,36,NA,20/40
270816,0,0,413830,270816,270816,413830,550,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-04,2003,31.87185,-101.95495,10800,40,Sub 20,SPBR_L --> WFMP,1,1,0,63.68472659,SPBR_L,WFMP,1,FRAC,8237,9876,GAL,W,LB,SAND,NA,NA,NA,NA
219786,0,0,241000,219786,219786,241000,551,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-27,2003,31.85797,-101.95072,10750,80,20,SPBR_L --> WFMP,1,1,0,56.57014461,SPBR_L,WFMP,1,FRAC,8184,9922,GAL,FLUD,LB,SAND,NA,NA,SFAC,20/40
0,5500,269819,490430,275319,74510,17500,552,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-07-22,2003,31.93618,-101.80517,9265,40,20,CLFK --> WFMP,4,8,0,28.908,CLFK,WFMP,8,FRAC,8980,8990,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,25000,177000,461000,202000,177000,461000,553,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-10-02,2003,31.80578,-101.99703,11300,40,20,SPBR_U --> WFMP,1,2,0,36.564,SPBR_U,WFMP,2,FRAC,7617,10093,GAL,GEL,LB,SAND,NA,NA,GELA,NA
0,12500,349356,388890,361856,77788,179639,554,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-18,2003,31.75038,-101.94247,10500,80,160,SPBR_L --> WFMP,5,10,0,29.12342212,SPBR_L,WFMP,10,FRAC,8172,8409,GAL,X-LINKGEL,LB,SAND,NA,36,NA,20/40
0,6500,215019,350557,221519,72807,168000,555,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-23,2003,31.74611,-101.94532,10500,80,80,SPBR_L --> WFMP,3,6,0,24.11090636,SPBR_L,WFMP,6,FRAC,8157,8394,GAL,X-LINKGEL,LB,SAND,NA,36,NA,20/40
0,9500,294071,370431,303571,71089,17787,556,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-29,2003,31.74802,-101.93701,10590,80,40,SPBR_L --> WFMP,4,8,0,15.893,SPBR_L,WFMP,8,FRAC,9837,9847,GAL,GEL,LB,SAND,NA,30,NA,20/40
290069,11000,0,250780,301069,68145,17329,558,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-07,2003,31.7186,-101.9822,10480,40,160,SPBR_U --> WFMP,5,10,0,61.44099752,SPBR_U,WFMP,10,FRAC,10113,10379,GAL,W,LB,SAND,NA,NA,GELA,NA
236734,8000,0,255165,244734,83840,35335,560,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-14,2003,31.72532,-101.96883,10495,40,80,SPBR_U --> WFMP,4,8,0,34.02,SPBR_U,WFMP,8,FRAC,9645,9924,GAL,W,LB,SAND,NA,NA,GELA,NA
285928,10000,0,304342,295928,43064,18751,561,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-24,2003,31.73403,-101.96426,10510,80,160,SPBR_U --> WFMP,4,10,0,41.71257753,SPBR_U,WFMP,10,ACID,10107,10301,GAL,W,LB,SAND,NA,NA,GELA,NA
0,10000,277922,370520,287922,76692,191919,562,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-22,2003,31.82287,-101.96955,10590,40,80,SPBR_L --> WFMP,4,8,0,19.84023768,SPBR_L,WFMP,8,FRAC,8222,8454,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,10000,297146,371530,307146,81405,15706,563,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-25,2003,31.81317,-101.96294,10500,40,160,SPBR_L --> WFMP,4,8,0,32.21359276,SPBR_L,WFMP,8,FRAC,10044,10054,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,6500,222189,352910,228689,75529,173059,564,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-09,2003,31.7533,-101.94766,10500,40,80,SPBR_L --> WFMP,3,6,0,19.83325601,SPBR_L,WFMP,6,FRAC,8186,8414,GAL,X-LINKGEL,LB,SAND,NA,32,NA,20/40
0,10000,324328,277400,334328,68218,17278,566,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-07-26,2003,31.7199,-102.0585,10510,40,40,SPBR_U --> WFMP,5,9,0,40.888,SPBR_U,WFMP,9,FRAC,10127,10242,GAL,GEL,LB,SAND,NA,NA,NA,NA
334026,4000,0,277480,338026,23277.5,0,567,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-01,2003,31.82846,-102.03078,10900,40,40,SPBR_L --> WFMP,1,2,0,69.06138557,SPBR_L,WFMP,2,ACID,8396,10279,GAL,A,NA,NA,NA,NA,HCL,NA
313611,10000,0,260479,323611,67231,17236,568,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-07-02,2003,31.7462,-102.027,10542,80,160,SPBR_U --> WFMP,5,9,0,53.92,SPBR_U,WFMP,10,FRAC,10178,10365,GAL,W,LB,SAND,NA,NA,GELA,NA
0,11000,315264,261469,326264,67478,17423,569,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-08,2003,31.6681,-102.0372,10502,160,80,SPBR_U --> WFMP,5,10,0,46.21327329,SPBR_U,WFMP,10,FRAC,10102,10221,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,12500,388974,387340,401474,79355,18452,571,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-11-12,2003,31.7787,-101.93778,10500,40,80,SPBR_L --> WFMP,5,10,0,49.79286603,SPBR_L,WFMP,12,FRAC,9580,9590,GAL,GEL,LB,SAND,NA,34,NA,20/40
0,10000,279934,171340,289934,67044,17500,574,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-04,2003,31.8018,-102.0306,10500,80,40,SPBR_L --> WFMP,4,8,0,37.596,SPBR_L,WFMP,8,FRAC,9982,10083,GAL,GEL,LB,SAND,NA,NA,GELA,NA
213950,6000,0,153760,219950,101154,38834,575,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-25,2003,31.8106,-102.025,10500,80,80,SPBR_L --> WFMP,3,5,0,51.75635454,SPBR_L,WFMP,5,FRAC,9778,10338,GAL,WTR,LB,SAND,NA,NA,GELA,NA
