WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size
495,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-07,2003,31.75426,-102.00885,10265,40,40,SPBR_L --> WFMP,1,1,197232,0,0,0,257320,197232,35.86682289,SPBR_L,WFMP,1,FRAC,8396,10172,197232,GAL,W,257320,LB,SAND,NA,NA,,
497,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-09,2003,31.80806,-102.06962,10950,80,80,SPBR_U --> ATOKA,1,1,297696,0,0,0,371330,297696,41.692,SPBR_U,ATOKA,1,FRAC,7742,9993,297696,GAL,W,371330,LB,SAND,NA,NA,,
499,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-06,2003,31.7189,-102.0136,10500,160,40,WFMP --> WFMP,3,5,256614,2000,0,0,96126,258614,53.48724843,WFMP,WFMP,5,ACID,10214,10259,1000,GAL,A,0,undefined,undefined,NA,NA,,
500,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-01-13,2003,31.80528,-102.09972,10370,80,160,SPBR_L --> WFMP,1,2,0,5000,126000,0,214000,131000,59.14113065,SPBR_L,WFMP,2,FRAC,8538,9943,126000,GAL,X-LINKGEL,214000,LB,SAND,NA,NA,,20/40 & 16/3
501,A,HENRY PETROLEUM LIMITED PARTNERSHIP,MIDLAND,2003-01-20,2003,31.8037,-102.0052,10500,40,40,SPBR_L --> WFMP,4,4,342682,0,0,0,194524,342682,29.684,SPBR_L,WFMP,4,FRAC,8396,8482,45806,GAL,W,118243,LB,SAND,NA,NA,GELA,
502,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-13,2003,31.85098,-101.94733,10800,40,40,SPBR_U --> WFMP,1,1,3044034,0,0,0,525460,3044034,13.256,SPBR_U,WFMP,1,FRAC,7455,9845,3044034,GAL,W,525460,LB,SAND,NA,NA,,
503,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-11,2003,31.86433,-101.9524,10800,40,Sub 20,SPBR_U --> WFMP,1,1,304080,0,0,0,403560,304080,32.36,SPBR_U,WFMP,1,FRAC,7508,9907,304080,GAL,W,403560,LB,SAND,NA,NA,,
504,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-01-14,2003,31.78,-101.9609,10500,40,80,SPBR_L --> WFMP,4,4,341483,0,0,0,199940,341483,42.39503173,SPBR_L,WFMP,4,FRAC,10256,10276,82568,GAL,W,18250,LB,SAND,NA,NA,GELA,
505,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-03-06,2003,31.78472,-102.04792,10525,80,40,SPBR_U --> WFMP,1,2,278000,5000,0,0,390000,283000,45.712,SPBR_U,WFMP,2,FRAC,7728,10430,278000,GAL,W,390000,LB,SAND,NA,NA,GELA,20/40
507,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-04-23,2003,31.7633,-101.85252,9018,160,40,CLFK --> WFMP,3,6,0,2000,203114,0,2048353.973,205114,35.08171606,CLFK,WFMP,6,ACID,7214,7433,1000,GAL,A,0,undefined,undefined,NA,28,HCL,
509,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-03-11,2003,31.78587,-102.03544,10500,40,80,SPBR_U --> WFMP,1,2,298000,5000,0,0,366000,303000,54.188,SPBR_U,WFMP,2,FRAC,7689,9983,298000,GAL,W,366000,LB,SAND,NA,NA,GELA,20/40
510,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-04-07,2003,31.6616,-102.0168,10500,40,80,SPBR_U --> WFMP,5,10,0,11000,319964,0,274296,330964,45.17484084,SPBR_U,WFMP,10,FRAC,10235,10391,66244,GAL,GEL,17500,LB,SAND,NA,NA,,
512,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-03-19,2003,31.69204,-101.99936,10500,40,160,SPBR_U --> WFMP,4,7,0,4000,348536,0,293688,352536,75.676,SPBR_U,WFMP,7,FRAC,10204,10416,67569,GAL,GEL,17200,LB,SAND,NA,NA,,
513,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-05-24,2003,31.78129,-101.93888,10500,40,80,SPBR_U --> WFMP,6,14,0,8000,392910,0,535133,400910,48.24429574,SPBR_U,WFMP,14,ACID,10144,10154,500,GAL,A,0,undefined,undefined,NA,32,HCL,
514,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-11,2003,31.74117,-101.86813,9080,160,40,SPBR_U --> WFMP,3,7,0,4000,193620,0,472700,197620,19.40387603,SPBR_U,WFMP,7,ACID,7302,7471,500,GAL,A,0,undefined,undefined,NA,32,HCL,
516,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-12,2003,31.74105,-101.83669,8900,80,40,SPBR_U --> WFMP,3,8,0,5000,176026,0,473100,181026,48.98034099,SPBR_U,WFMP,8,ACID,7195,7371,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
518,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-21,2003,31.72485,-101.84168,8900,160,40,CLFK --> WFMP,3,6,0,5500,205128,0,472170,210628,42.128,CLFK,WFMP,6,FRAC,7167,7373,52823,GAL,X-LINKGEL,131280,LB,SAND,NA,NA,,20/40
521,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2003-04-09,2003,31.76902,-102.07469,10115,80,80,SPBR_U --> WFMP,2,4,439000,35550,0,0,243000,474550,38.332,SPBR_U,WFMP,4,FRAC,8051,8641,134000,GAL,W,174000,LB,SAND,NA,NA,,
525,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-01,2003,31.82537,-102.04341,11500,80,80,SPBR_L --> WFMP,1,1,371028,0,0,0,444980,371028,62.932,SPBR_L,WFMP,1,FRAC,8427,10537,371028,GAL,WTR,444980,LB,SAND,NA,NA,,
526,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-06-25,2003,31.92875,-101.84348,9400,20,20,CLFK --> WFMP,4,9,73470,4000,201180,0,488719,278650,52.728,CLFK,WFMP,9,FRAC,9120,9130,73470,GAL,F,17880,LB,SAND,NA,NA,,20/40
527,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-16,2003,31.70266,-102.03501,10700,80,160,SPBR_U --> WFMP,1,1,317940,0,0,0,386540,317940,14.66478303,SPBR_U,WFMP,1,FRAC,7704,10613,317940,GAL,FLUD,386540,LB,SAND,NA,NA,,
529,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-05-07,2003,31.95258,-101.83381,9415,80,40,SPBR_U --> WFMP,4,9,0,5500,268417,0,489980,273917,58.376,SPBR_U,WFMP,9,FLSH,7122,7322,1000,GAL,A,0,undefined,undefined,NA,NA,HCL,
530,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-08-02,2003,31.79229,-102.02351,10900,40,160,CLFK --> WFMP,1,2,0,6500,149000,0,39200,155500,37.467,CLFK,WFMP,2,FRAC,7661,10105,149000,GAL,GEL,39200,LB,SAND,NA,NA,GELA,
531,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-05-03,2003,31.7195,-101.9959,10515,80,80,SPBR_L --> WFMP,4,8,281233,10000,0,0,166834,291233,37.02778895,SPBR_L,WFMP,8,FRAC,10214,10292,67810,GAL,W,18266,LB,SAND,NA,NA,GELA,
534,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-17,2003,31.7735,-102.15182,11000,40,40,CLFK --> WFMP,1,1,358260,0,0,0,308600,358260,74.076,CLFK,WFMP,1,FRAC,7968,10379,358260,GAL,W,308600,LB,SAND,NA,NA,,20/40
536,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-16,2003,31.80119,-101.94986,10500,80,80,SPBR_L --> WFMP,5,11,0,12500,357288,0,462698,369788,26.49440013,SPBR_L,WFMP,12,FRAC,9678,9688,85376,GAL,GEL,28027,LB,SAND,NA,31,GELA,20/40
537,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-17,2003,31.802,-101.96354,10505,40,40,SPBR_L --> WFMP,5,10,0,12500,367542,0,390120,380042,15.96090849,SPBR_L,WFMP,10,FRAC,10389,10397,63546,GAL,GEL,5459,LB,SAND,NA,NA,GELA,20/40
538,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-08-05,2003,31.80377,-101.95493,10500,40,160,SPBR_U --> WFMP,4,8,0,5500,285726,0,507220,291226,25.85262153,SPBR_U,WFMP,8,FRAC,7476,7645,45738,GAL,GEL,128332,LB,SAND,NA,NA,,20/40
540,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-01,2003,31.78964,-102.17907,11000,80,80,SPBR_U --> WFMP,1,1,367584,0,0,0,392150,367584,55.27195048,SPBR_U,WFMP,1,FRAC,8034,10363,367584,GAL,W,392150,LB,SAND,NA,NA,,
541,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-10,2003,31.80695,-102.04137,11000,40,40,SPBR_L --> WFMP,1,1,0,0,320628,0,284200,320628,51.36853882,SPBR_L,WFMP,1,FRAC,8310,9954,320628,GAL,GEL,284200,LB,SAND,NA,NA,,
543,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-18,2003,31.80954,-102.04656,10950,40,40,CLFK --> WFMP,1,1,361830,0,0,0,379760,361830,49.61751604,CLFK,WFMP,1,FRAC,7712,10000,361830,GAL,W,379760,LB,SAND,NA,NA,,20/40
545,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-12,2003,31.75528,-101.93938,10500,40,160,SPBR_L --> WFMP,4,8,0,9500,291178,0,219633,300678,18.94660235,SPBR_L,WFMP,8,FRAC,8172,8407,74794,GAL,X-LINKGEL,184593,LB,SAND,NA,36,,20/40
550,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-04,2003,31.87185,-101.95495,10800,40,Sub 20,SPBR_L --> WFMP,1,1,270816,0,0,0,413830,270816,63.68472659,SPBR_L,WFMP,1,FRAC,8237,9876,270816,GAL,W,413830,LB,SAND,NA,NA,,
551,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-27,2003,31.85797,-101.95072,10750,80,20,SPBR_L --> WFMP,1,1,219786,0,0,0,241000,219786,56.57014461,SPBR_L,WFMP,1,FRAC,8184,9922,219786,GAL,FLUD,241000,LB,SAND,NA,NA,SFAC,20/40
552,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-07-22,2003,31.93618,-101.80517,9265,40,20,CLFK --> WFMP,4,8,0,5500,269819,0,490430,275319,28.908,CLFK,WFMP,8,FRAC,8980,8990,74510,GAL,X-LINKGEL,17500,LB,SAND,NA,NA,,20/40
553,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2003-10-02,2003,31.80578,-101.99703,11300,40,20,SPBR_U --> WFMP,1,2,0,25000,177000,0,461000,202000,36.564,SPBR_U,WFMP,2,FRAC,7617,10093,177000,GAL,GEL,461000,LB,SAND,NA,NA,GELA,
554,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-18,2003,31.75038,-101.94247,10500,80,160,SPBR_L --> WFMP,5,10,0,12500,349356,0,388890,361856,29.12342212,SPBR_L,WFMP,10,FRAC,8172,8409,77788,GAL,X-LINKGEL,179639,LB,SAND,NA,36,,20/40
555,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-23,2003,31.74611,-101.94532,10500,80,80,SPBR_L --> WFMP,3,6,0,6500,215019,0,350557,221519,24.11090636,SPBR_L,WFMP,6,FRAC,8157,8394,72807,GAL,X-LINKGEL,168000,LB,SAND,NA,36,,20/40
556,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-29,2003,31.74802,-101.93701,10590,80,40,SPBR_L --> WFMP,4,8,0,9500,294071,0,370431,303571,15.893,SPBR_L,WFMP,8,FRAC,9837,9847,71089,GAL,GEL,17787,LB,SAND,NA,30,,20/40
558,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-07,2003,31.7186,-101.9822,10480,40,160,SPBR_U --> WFMP,5,10,290069,11000,0,0,250780,301069,61.44099752,SPBR_U,WFMP,10,FRAC,10113,10379,68145,GAL,W,17329,LB,SAND,NA,NA,GELA,
560,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-06-14,2003,31.72532,-101.96883,10495,40,80,SPBR_U --> WFMP,4,8,236734,8000,0,0,255165,244734,34.02,SPBR_U,WFMP,8,FRAC,9645,9924,83840,GAL,W,35335,LB,SAND,NA,NA,GELA,
561,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-24,2003,31.73403,-101.96426,10510,80,160,SPBR_U --> WFMP,4,10,285928,10000,0,0,304342,295928,41.71257753,SPBR_U,WFMP,10,ACID,10107,10301,43064,GAL,W,18751,LB,SAND,NA,NA,GELA,
562,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-22,2003,31.82287,-101.96955,10590,40,80,SPBR_L --> WFMP,4,8,0,10000,277922,0,370520,287922,19.84023768,SPBR_L,WFMP,8,FRAC,8222,8454,76692,GAL,X-LINKGEL,191919,LB,SAND,NA,NA,,20/40
563,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-25,2003,31.81317,-101.96294,10500,40,160,SPBR_L --> WFMP,4,8,0,10000,297146,0,371530,307146,32.21359276,SPBR_L,WFMP,8,FRAC,10044,10054,81405,GAL,GEL,15706,LB,SAND,NA,NA,GELA,20/40
564,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-09,2003,31.7533,-101.94766,10500,40,80,SPBR_L --> WFMP,3,6,0,6500,222189,0,352910,228689,19.83325601,SPBR_L,WFMP,6,FRAC,8186,8414,75529,GAL,X-LINKGEL,173059,LB,SAND,NA,32,,20/40
566,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-07-26,2003,31.7199,-102.0585,10510,40,40,SPBR_U --> WFMP,5,9,0,10000,324328,0,277400,334328,40.888,SPBR_U,WFMP,9,FRAC,10127,10242,68218,GAL,GEL,17278,LB,SAND,NA,NA,,
567,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-01,2003,31.82846,-102.03078,10900,40,40,SPBR_L --> WFMP,1,2,334026,4000,0,0,277480,338026,69.06138557,SPBR_L,WFMP,2,ACID,8396,10279,4000,GAL,A,0,undefined,undefined,NA,NA,HCL,
568,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-07-02,2003,31.7462,-102.027,10542,80,160,SPBR_U --> WFMP,5,9,313611,10000,0,0,260479,323611,53.92,SPBR_U,WFMP,10,FRAC,10178,10365,67231,GAL,W,17236,LB,SAND,NA,NA,GELA,
569,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-08,2003,31.6681,-102.0372,10502,160,80,SPBR_U --> WFMP,5,10,0,11000,315264,0,261469,326264,46.21327329,SPBR_U,WFMP,10,FRAC,10102,10221,67478,GAL,GEL,17423,LB,SAND,NA,NA,,
571,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-11-12,2003,31.7787,-101.93778,10500,40,80,SPBR_L --> WFMP,5,10,0,12500,388974,0,387340,401474,49.79286603,SPBR_L,WFMP,12,FRAC,9580,9590,79355,GAL,GEL,18452,LB,SAND,NA,34,,20/40
574,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-04,2003,31.8018,-102.0306,10500,80,40,SPBR_L --> WFMP,4,8,0,10000,279934,0,171340,289934,37.596,SPBR_L,WFMP,8,FRAC,9982,10083,67044,GAL,GEL,17500,LB,SAND,NA,NA,GELA,
575,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-25,2003,31.8106,-102.025,10500,80,80,SPBR_L --> WFMP,3,5,213950,6000,0,0,153760,219950,51.75635454,SPBR_L,WFMP,5,FRAC,9778,10338,101154,GAL,WTR,38834,LB,SAND,NA,NA,GELA,
579,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-08-07,2003,31.794,-102.0149,10515,80,80,SPBR_L --> WFMP,4,7,0,9000,283313,0,170985,292313,20.972,SPBR_L,WFMP,7,FRAC,8355,8829,22745,GAL,GEL,72253,LB,SAND,NA,NA,,
580,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-08,2003,31.7721,-101.9955,10535,80,160,SPBR_L --> WFMP,4,8,276740,10000,0,0,168000,286740,29.064,SPBR_L,WFMP,8,FRAC,10121,10437,65585,GAL,W,18000,LB,SAND,NA,NA,,
581,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-14,2003,31.76532,-101.99273,10520,40,80,SPBR_L --> WFMP,4,8,280388,10000,0,0,165500,290388,87.43651256,SPBR_L,WFMP,8,FRAC,10031,10128,67754,GAL,W,18500,LB,SAND,NA,NA,,
586,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-19,2003,31.69468,-101.79111,8750,80,40,SPBR_L --> WFMP,2,5,0,3500,138905,0,335480,142405,25.848,SPBR_L,WFMP,5,ACID,7743,7953,1000,GAL,A,0,undefined,undefined,NA,NA,HCL,
587,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-19,2003,31.7097,-101.79151,8750,40,20,SPBR_L --> WFMP,2,4,0,3500,126706,0,335540,130206,27.84973229,SPBR_L,WFMP,4,FRAC,7762,7992,65806,GAL,X-LINKGEL,176029,LB,SAND,NA,NA,,20/40
592,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2003-08-26,2003,31.76463,-102.07768,10120,80,80,SPBR_U --> WFMP,2,2,0,0,360925,0,84000,360925,54.508,SPBR_U,WFMP,2,FRAC,7964,8639,15425,GAL,X-LINKGEL,25000,LB,SAND,NA,NA,FECL,20/40
593,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-10-16,2003,31.8153,-101.78963,8598,Over 160,40,SPBR_U --> WFMP,3,6,0,5000,194720,0,469510,199720,28.99923783,SPBR_U,WFMP,6,FRAC,8387,8533,67326,GAL,X-LINKGEL,168320,LB,SAND,NA,NA,,20/40
594,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-01,2003,31.8296,-101.9903,10520,160,80,SPBR_L --> WFMP,4,8,278672,10000,0,0,168000,288672,29.28650586,SPBR_L,WFMP,8,FRAC,9948,10376,65449,GAL,WTR,18500,LB,SAND,NA,NA,GELA,
595,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-27,2003,31.7926,-101.9875,10520,80,80,SPBR_L --> WFMP,4,7,279726,9000,0,0,158412,288726,62.18847305,SPBR_L,WFMP,7,FRAC,10094,10264,67022,GAL,WTR,18293,LB,SAND,NA,NA,GELA,
596,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-09-19,2003,31.72739,-101.86284,9050,160,40,CLFK --> WFMP,3,8,0,5000,192045,0,470600,197045,23.092,CLFK,WFMP,8,ACID,7262,7476,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
599,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-07,2003,31.7789,-102.0822,10525,40,80,SPBR_L --> WFMP,4,8,276301,10000,0,0,173000,286301,29.356,SPBR_L,WFMP,8,FRAC,10138,10225,68007,GAL,W,18500,LB,SAND,NA,NA,,
600,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-07,2003,31.7056,-102.1026,10527,80,80,SPBR_U --> STRAWN,5,10,319795,11000,0,0,283000,330795,45.38,SPBR_U,STRAWN,10,FRAC,10288,10389,67148,GAL,WTR,18500,LB,SAND,NA,NA,GELA,
602,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-09-25,2003,31.6922,-102.0627,10525,40,80,SPBR_L --> WFMP,4,8,280455,10000,0,0,143500,290455,69.4284143,SPBR_L,WFMP,8,FRAC,10124,10236,68390,GAL,W,18000,LB,SAND,NA,NA,GELA,
603,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-25,2003,31.8118,-102.0022,10530,160,80,SPBR_L --> WFMP,4,8,0,10000,278705,0,171000,288705,35.94017441,SPBR_L,WFMP,8,FRAC,10131,10307,67907,GAL,GEL,18000,LB,SAND,NA,NA,,
605,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-02-14,2004,31.80228,-101.99589,11100,40,40,SPBR_L --> WFMP,1,2,0,14000,72000,0,250000,86000,46.744,SPBR_L,WFMP,2,FRAC,8292,10286,72000,GAL,GEL,250000,LB,SAND,NA,NA,GELA,
608,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-11-12,2003,31.75711,-101.86727,9050,80,40,SPBR_U --> WFMP,3,8,0,5000,188723,0,450350,193723,60.88727674,SPBR_U,WFMP,8,ACID,7268,7498,500,GAL,A,0,undefined,undefined,NA,32,HCL,
611,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-11-14,2003,31.6768,-102.0799,10525,80,80,SPBR_L --> WFMP,4,8,0,10000,281951,0,164423,291951,48.204,SPBR_L,WFMP,8,FRAC,10092,10386,67820,GAL,GEL,17511,LB,SAND,NA,NA,,
612,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-07,2003,31.6743,-102.0746,10515,80,80,SPBR_L --> WFMP,4,8,268411,10000,0,0,155000,278411,39.228,SPBR_L,WFMP,8,FRAC,10100,10345,69962,GAL,WTR,21000,LB,SAND,NA,NA,,
613,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-31,2003,31.6813,-102.0769,10500,40,80,SPBR_L --> WFMP,4,8,0,10000,274821,0,159500,284821,51.4008322,SPBR_L,WFMP,8,FRAC,10146,10269,73103,GAL,GEL,23500,LB,SAND,NA,NA,GELA,
615,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-10-23,2003,31.8118,-102.10161,10200,80,80,CLFK --> WFMP,4,8,0,5500,182000,0,313000,187500,102.9154604,CLFK,WFMP,8,FRAC,7838,7894,50000,GAL,X-LINKGEL,112000,LB,SAND,NA,41.2,,16/30
616,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-11-27,2003,31.74378,-101.97116,10520,40,80,SPBR_U --> WFMP,5,10,0,12500,368534,0,388286,381034,46.92,SPBR_U,WFMP,10,FRAC,9808,9893,80312,GAL,GEL,21685,LB,SAND,NA,50,,20/40
617,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-12-31,2003,31.762,-101.9903,10500,40,80,SPBR_L --> WFMP,4,8,0,9500,299893,0,367600,309393,56.28002967,SPBR_L,WFMP,8,FRAC,10132,10297,74852,GAL,GEL,15488,LB,SAND,NA,51,,20/40
618,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-12-20,2003,31.73105,-101.94476,10502,160,40,SPBR_L --> WFMP,4,8,0,9500,281505,0,372160,291005,36.512,SPBR_L,WFMP,8,FRAC,10296,10400,64319,GAL,GEL,16800,LB,SAND,NA,55,,20/40
619,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2003-12-31,2003,31.73682,-101.94974,10520,40,40,SPBR_U --> WFMP,4,8,0,9500,279774,0,372173,289274,27.604,SPBR_U,WFMP,8,FRAC,10266,10348,74024,GAL,GEL,17549,LB,SAND,NA,61,,20/40
621,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-03-03,2004,31.7743,-101.98676,11000,80,80,SPBR_L --> WFMP,1,2,0,9000,83000,0,291000,92000,36.296,SPBR_L,WFMP,2,FRAC,8194,10147,83000,GAL,GEL,291000,LB,SAND,NA,NA,,
622,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-03-30,2004,31.86862,-101.93597,11100,40,Sub 20,SPBR_L --> WFMP,1,1,382200,0,0,0,464414,382200,74.212,SPBR_L,WFMP,1,FRAC,8228,9765,382200,GAL,FLUD,464414,LB,SAND,NA,NA,,
626,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-22,2004,31.7354,-101.9914,10515,40,80,SPBR_L --> WFMP,4,8,0,10000,274131,0,173000,284131,31.67528813,SPBR_L,WFMP,8,FRAC,10085,10265,68601,GAL,GEL,18000,LB,SAND,NA,NA,,
627,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-06,2003,31.6806,-102.0678,10525,80,40,SPBR_L --> WFMP,4,8,0,7300,277449,0,174500,284749,34.74,SPBR_L,WFMP,8,FRAC,10188,10384,68636,GAL,GEL,19000,LB,SAND,NA,NA,GELA,
630,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-02,2003,31.8236,-102.0512,10503,160,80,SPBR_L --> WFMP,4,8,0,10000,255364,0,170000,265364,23.48530212,SPBR_L,WFMP,8,FRAC,10008,10283,38028,GAL,GEL,18000,LB,SAND,NA,NA,,
633,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-09,2004,31.6752,-102.0392,10525,160,80,SPBR_U --> WFMP,4,8,0,10000,270233,0,169528,280233,41.116,SPBR_U,WFMP,8,FRAC,10095,10224,66935,GAL,GEL,16981,LB,SAND,NA,NA,GELA,
634,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-01-22,2004,31.6662,-102.0454,10525,160,80,SPBR_L --> WFMP,4,8,0,10000,278112,0,166000,288112,34.972,SPBR_L,WFMP,8,FRAC,10104,10172,67765,GAL,GEL,18000,LB,SAND,NA,NA,,
635,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2003-12-25,2003,31.6715,-101.9753,10520,20,40,SPBR_L --> WFMP,4,8,0,10000,271890,0,161048,281890,59.83319228,SPBR_L,WFMP,8,FRAC,10104,10248,65370,GAL,GEL,14548,LB,SAND,NA,NA,GELA,
636,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2004-05-23,2004,31.6721,-101.9724,10510,20,80,SPBR_L --> WFMP,4,8,0,10000,283927,0,191500,293927,40.024,SPBR_L,WFMP,8,FRAC,10133,10251,76686,GAL,GEL,30500,LB,SAND,NA,NA,,
639,A,MIDLAND ENERGY INCORPORATED,MIDLAND,2004-01-29,2004,31.78972,-102.01826,11000,80,160,SPBR_L --> WFMP,1,2,0,14000,760000,0,3136000,774000,53.41442894,SPBR_L,WFMP,2,FRAC,8357,10536,760000,GAL,GEL,2800000,LB,SAND,NA,NA,,
