Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
0,8000,507000,264000,515000,152000,175000,1,12,2,2003,31.77689,-102.04097,10125,4,4,18,2,4,0,47.144,3,7,4,3,7868,8585,6,3,NA,NA
173000,2750,0,200270,175750,90000,54450,3,3,2,2004,31.91882,-101.81391,8905,4,3,11,2,4,0,9.608,2,7,4,3,8578,8776,3,3,NA,6
0,0,300510,200690,300510,300510,200690,1,13,2,2004,31.77534,-102.20545,10750,4,5,11,1,1,0,60.292,2,7,1,3,8875,9951,11,3,20,NA
0,9000,281277,171260,290277,66931,17231,1,13,2,2004,31.73587,-102.05482,10500,4,4,18,4,7,0,50.42609975,3,7,7,3,10071,10298,6,3,NA,NA
0,10000,277662,144000,287662,75023,23000,1,13,2,2003,31.71597,-102.07502,10525,4,1,11,4,8,0,34.60778643,2,7,8,3,10113,10380,6,3,NA,NA
0,26000,0,430880,295890,295890,430880,3,13,2,2004,31.86038,-101.95557,11000,3,2,11,1,1,0,39.90735845,2,7,1,3,8208,9948,1,3,11,NA
0,20000,455000,273000,475000,181000,219000,1,12,2,2004,31.7719,-102.07991,10125,4,4,18,2,4,0,56.3998334,3,7,4,3,7900,8661,6,3,NA,NA
268000,24000,0,301000,292000,268000,301000,1,24,2,2004,31.77179,-101.98067,11000,3,4,11,1,2,0,34.484,2,7,2,3,8239,10102,9,3,9,NA
329532,0,0,325190,329532,329532,325190,1,13,2,2004,31.78981,-102.06841,10765,4,3,11,1,1,0,69.96060032,2,7,1,3,8323,10146,3,3,20,NA
305340,0,0,434510,305340,305340,434510,3,13,2,2004,31.85985,-101.94259,11750,3,2,18,1,1,0,67.268,3,7,1,3,8048,9839,3,3,NA,NA
0,10000,285605,170320,295605,67712,17600,2,13,2,2004,31.693,-102.0273,10515,1,4,11,4,8,0,43.268,2,7,8,3,10182,10326,6,3,NA,NA
0,10000,287570,184096,297570,80066,30500,2,13,2,2004,31.7036,-101.9818,12510,3,1,11,4,8,0,31.92805746,2,7,8,3,10176,10360,6,3,NA,NA
0,5000,198190,471380,203190,55930,134453,3,27,2,2004,31.76988,-101.85904,9095,1,3,18,3,6,0,52.85194007,3,7,6,3,7249,7441,11,3,NA,6
0,5000,200238,475120,205238,56742,135510,3,27,2,2004,31.77164,-101.85117,9060,3,3,18,3,6,0,46.312,3,7,6,3,7216,7418,11,3,NA,6
0,5000,200303,471910,205303,56519,135222,3,27,2,2004,31.77514,-101.85229,9050,3,3,18,3,6,0,80.32913438,3,7,6,3,7221,7421,11,3,NA,6
407064,0,0,351360,407064,407064,351360,1,13,2,2005,31.8199,-102.06746,10905,3,4,11,1,1,0,61.45273928,2,7,1,3,8353,10004,3,3,NA,NA
366408,0,0,452250,366408,366408,452250,1,13,2,2004,31.80361,-102.04028,10100,3,4,11,1,1,0,31.45750307,2,7,1,3,8321,9993,3,3,11,NA
0,10000,287292,191000,297292,89020,39000,2,13,2,2004,31.6859,-101.9759,10528,4,4,11,4,8,0,24.8743132,2,7,8,3,10123,10331,6,3,NA,NA
0,10000,258005,163000,268005,67655,18000,2,13,2,2004,31.6916,-101.9886,10515,1,4,11,4,8,0,158.02,2,7,8,3,10155,10245,6,3,NA,NA
0,10000,270240,173500,280240,75408,25500,1,13,2,2004,31.7482,-101.9683,10520,3,3,11,4,8,0,56.79350791,2,7,8,3,10122,10271,6,3,NA,NA
3000,6000,296337,182494,305337,24700,68628,2,13,2,2004,31.7256,-101.9846,10530,4,1,11,4,7,0,57.53896741,2,7,11,3,8318,8760,6,3,9,NA
345030,0,0,333410,345030,345030,333410,1,13,2,2004,31.73777,-102.01532,11000,3,3,18,1,1,0,33.54,3,7,1,3,8266,10090,3,3,9,NA
0,5000,198618,475880,203618,54810,135487,3,27,2,2004,31.7991,-101.82887,8950,NA,NA,18,3,6,0,49.26,3,7,6,3,7123,7307,11,3,NA,6
342300,0,0,291940,342300,342300,291940,3,13,2,2004,31.84944,-101.95491,10750,4,3,11,1,1,0,43.884,2,7,1,3,8087,9911,3,3,11,NA
0,9000,280737,181220,289737,66613,25114,2,13,2,2004,31.6979,-101.993,10500,4,4,11,4,7,0,60.116,2,7,7,3,10167,10326,6,3,NA,NA
0,10000,280146,149500,290146,75408,20500,2,13,2,2004,31.6878,-101.9675,10497,4,6,11,4,8,0,28.392,2,7,8,3,10089,10210,6,3,NA,NA
0,10000,284650,172000,294650,68084,18000,1,13,2,2004,31.7155,-102.0615,10510,4,4,11,4,8,0,47.89992016,2,7,8,3,10139,10376,6,3,9,NA
0,10000,266796,168500,276796,67623,17500,2,13,2,2004,31.7145,-101.9719,10535,4,4,11,4,8,0,14.85059152,2,7,8,3,10121,10241,6,3,NA,NA
0,10000,278534,175000,288534,69172,19500,1,13,2,2004,31.8175,-101.9773,10529,4,2,11,4,8,0,23.763,2,7,8,3,10067,10101,6,3,NA,NA
0,26000,0,543040,477666,NA,543040,1,13,2,2006,31.8149,-101.9723,11529,4,2,18,1,2,0,58.35472283,3,7,2,3,8065,10126,9,3,NA,NA
0,10000,272080,174296,282080,66935,17283,2,13,2,2004,31.6877,-102.0657,10520,4,4,11,4,8,0,43.176,2,7,8,3,10133,10317,6,3,NA,NA
326352,0,0,352040,326352,326352,352040,1,13,2,2004,31.77534,-102.14324,11000,3,3,5,1,1,0,31.02059944,1,7,1,3,7955,10581,3,3,11,NA
0,7500,297423,388238,304923,58653,135450,3,27,2,2004,31.93425,-101.83609,9397,4,2,5,3,6,0,46.456,1,7,6,3,7104,7288,11,3,NA,6
0,4000,337722,437481,341722,56616,135840,3,27,2,2004,31.93173,-101.8308,9365,4,2,5,4,7,0,60.648,1,7,7,3,7063,7257,11,3,NA,6
0,5000,205968,472910,210968,59094,137713,3,27,2,2004,31.793,-101.82253,8955,4,3,18,3,6,0,31.516,3,7,6,3,7135,7335,11,3,NA,6
0,14000,0,312000,153212,NA,312000,1,24,2,2004,31.79786,-101.99885,11000,4,4,11,1,2,0,25.503,2,7,2,3,8166,10556,9,3,9,NA
0,14000,0,322000,153212,NA,322000,1,24,2,2004,31.78643,-101.99855,11000,3,4,18,1,2,0,66.67873896,3,7,2,3,8102,10640,9,3,9,NA
0,5000,195972,473760,200972,54726,138109,3,27,2,2004,31.79926,-101.82893,8955,NA,NA,18,3,6,0,30.336,3,7,6,3,7131,7318,11,3,NA,6
0,10000,288374,155640,298374,81139,30366,2,13,2,2004,31.7071,-101.983,10515,3,4,11,4,8,0,32.084,2,7,8,3,10170,10382,6,3,NA,NA
361000,15000,0,317000,376000,361000,317000,1,24,2,2004,31.77212,-102.01207,11000,4,3,18,1,2,0,62.23906507,3,7,2,3,8139,10145,9,3,9,NA
0,10000,275217,190000,285217,78786,28000,1,13,2,2004,31.713,-102.0562,10507,3,1,11,4,8,0,36.10162939,2,7,8,3,10108,10407,6,3,NA,NA
0,10000,273023,174500,283023,23277.5,74000,2,13,2,2004,31.6658,-101.9421,10501,3,2,11,4,8,0,39.632,2,7,8,3,8223,8404,6,3,NA,NA
428064,0,0,346550,428064,428064,346550,1,13,2,2004,31.82285,-102.03787,11000,4,4,11,1,1,0,45.37418401,2,7,1,3,8320,10300,3,3,NA,NA
0,7512,215473,175460,222985,95036,46022,2,13,2,2004,31.7225,-101.9655,10510,3,3,11,3,6,0,17.58,2,7,6,3,9646,9979,6,3,9,NA
0,10000,279110,186700,289110,72835,31000,2,13,2,2004,31.7204,-101.9734,10500,3,4,11,4,8,0,23.75980535,2,7,8,3,10133,10266,6,3,NA,NA
0,10000,273100,181500,283100,77558,29000,1,13,2,2004,31.7326,-101.987,10492,4,1,11,4,8,0,46.61631594,2,7,8,3,10121,10331,6,3,NA,NA
0,10000,265369,187800,275369,77504,31000,2,13,2,2004,31.7214,-101.9693,10530,3,3,11,4,8,0,20.608,2,7,8,3,10132,10258,6,3,NA,NA
220000,0,0,575000,220000,80000,216000,3,17,2,2004,31.89854,-101.90584,8962,4,2,18,3,3,0,28.016,3,7,3,3,8674,8928,9,3,NA,6
394800,0,0,350290,394800,394800,350290,2,13,2,2004,31.68548,-102.0114,11250,4,3,11,1,1,0,97.884,2,7,1,3,8280,10683,3,3,9,NA
0,9000,85900,329600,153212,85900,329600,1,24,2,2004,31.76622,-101.98814,11000,3,4,11,1,2,0,36.16,2,7,2,3,8186,10459,11,3,9,NA
410088,0,0,350780,410088,410088,350780,1,13,2,2004,31.74256,-101.97648,11077,3,3,18,1,1,0,54.928,3,7,1,3,8129,10583,3,3,11,NA
0,5500,156000,223000,161750,40000,1e+05,1,13,2,2004,31.8105,-102.10881,10099,3,3,11,3,7,250,36.412,2,7,7,3,8550,8745,11,3,NA,6
0,1000,221525,149346,222525,110440,38637,1,13,2,2004,31.74442,-102.03472,10514,4,1,18,3,4,0,33.376,3,7,4,3,9805,10340,6,3,NA,NA
461832,0,0,370580,461832,461832,370580,1,13,2,2004,31.75465,-101.99714,11100,3,4,11,1,1,0,27.19189199,2,7,1,3,8280,10607,9,3,NA,NA
0,10000,288979,188306,298979,81571,30606,2,13,2,2004,31.7076,-102.0459,10520,3,3,11,4,8,0,62.57131418,2,7,8,3,10148,10272,6,3,NA,NA
271800,24000,0,300900,295800,271800,300900,1,24,2,2004,31.79571,-102.02423,11000,3,1,11,1,2,0,58.17200944,2,7,2,3,8279,10434,9,3,9,NA
457338,0,0,357950,457338,457338,357950,1,13,2,2004,31.78397,-102.15479,11000,1,4,11,1,1,0,33.5191448,2,7,1,3,8648,10563,3,3,NA,NA
0,7000,205335,161200,212335,93311,45128,1,13,2,2005,31.7375,-102.06435,10510,3,1,18,3,6,0,35.008,3,7,6,3,9677,9966,6,3,9,NA
0,5000,198282,473110,203282,58590,137282,5,27,2,2004,31.66337,-101.77644,8780,5,3,18,3,6,0,40.98067921,3,7,6,3,6960,7138,11,3,NA,6
0,10000,279226,180607,289226,68876,17249,1,13,2,2004,31.7083,-102.0591,10515,3,4,11,4,8,0,57.7418352,2,7,8,3,10106,10168,6,3,NA,NA
0,10000,294159,190780,304159,80707,30524,1,13,2,2005,31.7093,-102.0551,10520,3,1,11,4,8,0,27.688,2,7,8,3,10143,10263,6,3,NA,NA
433650,0,0,331320,433650,433650,331320,1,13,2,2005,31.8204,-102.03263,10900,4,4,11,1,1,0,45.952,2,7,1,3,8297,10359,3,3,NA,NA
0,10000,279120,189380,289120,81530,30526,1,13,2,2005,31.7095,-102.0862,10515,3,4,11,4,8,0,38.44772302,2,7,8,3,10175,10182,6,3,9,NA
0,7000,191460,145509,198460,88215,45121,2,13,2,2005,31.6979,-102.0868,10510,3,4,11,3,6,0,48.332,2,7,6,3,9592,10079,6,3,NA,NA
426888,0,0,349710,426888,426888,349710,1,13,2,2004,31.73909,-101.97508,11100,3,6,18,1,1,0,39.38,3,7,1,3,8147,10603,9,3,9,NA
448770,0,0,110277.1,448770,448770,34300,1,13,2,2005,31.74086,-102.01584,11000,3,4,11,1,1,0,58.85414189,2,7,1,3,8269,10231,3,3,9,NA
354312,0,0,435660,354312,354312,435660,3,13,2,2005,31.86321,-101.94328,11700,3,2,18,1,1,0,65.47404336,3,7,1,3,8051,10325,9,3,NA,NA
0,10000,288644,191199,298644,81536,29558,2,13,2,2004,31.6988,-102.0025,10505,3,4,11,4,8,0,38.192,2,7,8,3,10114,10386,6,3,NA,NA
0,10000,284428,170481,294428,81411,30837,2,13,2,2005,31.7157,-101.9768,10530,4,1,11,4,8,0,46.052,2,7,8,3,10148,10190,6,3,NA,NA
0,10000,290937,190497,300937,80152,30323,2,13,2,2005,31.7139,-101.9865,10505,3,4,11,4,8,0,26.3487155,2,7,8,3,10170,10376,6,3,NA,NA
0,10000,310632,183675,320632,102725,28392,1,13,2,2005,31.728,-102.0567,10525,4,3,18,4,8,0,49.84822773,3,7,8,3,10162,10394,6,3,NA,NA
0,10000,290025,194860,300025,79913,30226,2,13,2,2005,31.7096,-102.0373,10525,4,4,11,4,8,0,41.716,2,7,8,3,10139,10181,6,3,9,NA
0,10000,280780,190200,290780,23932,70351,1,13,2,2005,31.7168,-102.0396,10530,4,4,11,4,8,0,28.53084338,2,7,8,3,8400,8534,6,3,NA,NA
0,7000,208341,169384,215341,95114,45931,1,13,2,2005,31.7223,-102.0551,10513,3,6,18,3,6,0,17.388,3,7,6,3,9678,10138,6,3,NA,NA
0,10000,288510,193420,298510,79913,30226,2,13,2,2005,31.7297,-101.9668,10510,4,1,11,4,8,0,65.73508381,2,7,8,3,10120,10177,6,3,NA,NA
0,10000,287175,181757,297175,81172,30640,1,13,2,2005,31.737,-101.968,10520,3,4,11,4,8,0,11.199,2,7,8,3,10265,10305,6,3,9,NA
407484,0,0,349430,407484,407484,349430,1,13,2,2004,31.78249,-102.208,11005,3,5,11,1,1,0,27.99322887,2,7,1,3,8741,10542,3,3,11,NA
0,10008,267522,190900,277530,56939,16120,1,13,2,2004,31.7314,-101.9924,10510,3,1,11,4,8,0,46.11910418,2,7,8,3,10112,10117,6,3,9,NA
0,10000,275566,191540,285566,24352,72750,2,13,2,2005,31.6603,-102.07,10510,1,4,11,4,8,0,42.732,2,7,8,3,8475,8655,6,3,NA,NA
0,10000,291913,188640,301913,24369,72199,2,13,2,2005,31.6579,-102.0781,10500,1,4,11,4,8,0,46.864,2,7,8,3,8426,8649,6,3,NA,NA
152000,2000,0,175000,154000,152000,175000,1,12,2,2005,31.85368,-102.03837,11478,4,6,18,1,2,0,74.9528507,3,7,2,3,7938,8665,9,3,NA,NA
0,0,453978,350670,453978,453978,350670,2,13,2,2005,31.68745,-102.00262,11250,3,3,11,1,1,0,91.768,2,7,1,3,8290,10734,11,3,20,NA
0,0,502194,500460,502194,502194,500460,2,13,2,2005,31.69,-102.00783,11265,3,3,18,1,1,0,68.128,3,7,1,3,8225,10876,6,3,9,6
430542,0,0,350840,430542,430542,350840,1,13,2,2005,31.81789,-102.07704,10937,4,4,11,1,1,0,48.18907111,2,7,1,3,8390,10533,3,3,17,NA
0,8000,522000,334000,530000,367000,149000,1,12,2,2005,31.77459,-102.03484,10125,4,4,18,2,4,0,49.55407614,3,7,4,3,9388,10007,11,3,9,NA
0,0,579516,401720,579516,579516,401720,1,13,2,2005,31.81568,-102.03594,10980,4,4,11,1,1,0,77.38134441,2,7,1,3,8296,10611,6,3,20,6
513870,0,0,498480,513870,513870,498480,1,13,2,2006,31.81528,-102.07181,10897,4,4,11,1,1,0,59.04,2,7,1,3,8328,10494,3,3,17,NA
0,10000,285717,188421,295717,79913,29909,2,13,2,2005,31.70681,-102.04947,10515,3,3,11,4,8,0,29.68,2,7,8,3,10115,10174,6,3,NA,NA
0,3500,138030,337440,153212,71868,181700,3,27,2,2005,31.78416,-101.86358,8985,2,3,11,2,4,0,25.23054799,2,7,4,3,7915,8144,11,3,20,6
602154,0,0,648106,602154,602154,648106,1,13,2,2006,31.73401,-102.0632,10592,3,4,11,1,1,0,48.27209734,2,7,1,3,8341,10511,9,3,11,NA
0,10000,287630,190640,297630,80935,31379,2,13,2,2005,31.6835,-101.9893,10515,2,5,11,4,8,0,48.6,2,7,8,3,10165,10314,6,3,NA,NA
447678,0,0,397760,447678,447678,397760,1,13,2,2005,31.74965,-101.99676,11102,4,4,11,1,1,0,52.128,2,7,1,3,8160,10743,9,3,17,6
0,3500,150962,370720,154462,73935,178500,3,27,2,2005,31.78865,-101.82521,8850,4,2,11,2,4,0,31.136,2,7,4,3,7836,8018,11,3,NA,6
0,3500,134241,336760,153212,69658,183962,3,27,2,2005,31.81198,-101.85492,8814,5,2,11,2,4,0,33.076,2,7,4,3,7803,7957,11,3,20,6
494718,0,0,572780,494718,494718,572780,2,13,2,2006,31.6788,-101.9875,10600,3,5,11,1,1,0,75.82,2,7,1,3,8232,10433,9,3,NA,NA
0,10000,287063,181077,297063,80552,30304,2,13,2,2005,31.6865,-101.9583,10520,3,3,11,4,8,0,43.884,2,7,8,3,10135,10362,6,3,NA,NA
384174,0,0,134520,384174,384174,134520,2,13,2,2006,31.683,-101.9571,10611,3,4,11,1,1,0,39.33313857,2,7,1,3,8128,10387,3,3,17,6
0,15000,426000,264000,441000,152000,175000,1,12,2,2005,31.84666,-102.06198,11485,4,4,18,2,4,0,83.324,3,7,4,3,9433,9995,11,3,NA,NA
0,0,463554,350660,463554,463554,350660,1,13,2,2005,31.79904,-102.04291,11015,4,4,11,1,1,0,29.26985004,2,7,1,3,8294,10663,11,3,17,6
665322,0,0,613250,665322,665322,613250,1,13,2,2006,31.77891,-102.06478,10849,4,3,11,1,1,0,43.964,2,7,1,3,8356,10543,9,3,11,NA
0,10000,320415,155654,330415,72793,29955,2,13,2,2005,31.6863,-102.0874,10500,4,3,11,4,8,0,33.832,2,7,8,3,10252,10388,6,3,9,NA
0,6000,435500,496700,441500,435500,496700,1,24,2,2006,31.7972,-102.03435,10999,3,1,6,1,2,0,41.82115739,2,1,2,3,8278,10521,6,3,9,6
0,10000,283385,190699,293385,73684,30409,1,13,2,2005,31.813,-102.0309,10540,4,4,11,4,8,0,41.208,2,7,8,3,10289,10437,6,3,9,NA
569856,9000,0,601330,578856,569856,601330,2,13,2,2006,31.7203,-101.991,10630,3,1,18,1,2,0,32.128,3,7,2,3,8208,10598,9,3,NA,NA
0,10000,288653,182317,298653,81757,30149,1,13,2,2005,31.8043,-102.0359,10510,3,3,11,4,8,0,57.032,2,7,8,3,10262,10376,6,3,9,NA
0,13944,524202,495000,538146,65814,30600,1,13,2,2005,31.8207,-101.9963,10550,4,4,11,6,12,0,43.372,2,7,12,3,9938,10409,6,3,NA,NA
414750,0,0,396520,414750,414750,396520,1,13,2,2005,31.7577,-101.9758,10610,4,4,18,1,1,0,37.848,3,7,1,3,8121,10541,9,3,NA,NA
606396,0,0,550420,606396,606396,550420,1,13,2,2006,31.83454,-102.21098,11176,4,5,11,1,1,0,39.916,2,7,1,3,8577,10512,3,3,17,6
611730,0,0,630500,611730,611730,630500,1,13,2,2006,31.74388,-102.02048,10621,3,3,18,1,1,0,25.465,3,7,1,3,8249,10368,3,3,NA,NA
505386,0,0,497280,505386,505386,497280,1,13,2,2005,31.78289,-102.19,10714,4,4,11,1,1,0,42.156,2,7,1,3,8632,10675,9,3,NA,NA
579726,0,0,600100,579726,579726,600100,1,13,2,2006,31.78545,-102.19527,10713,4,1,11,1,1,0,20.72,2,7,1,3,8721,10638,3,3,20,6
0,15960,458304,421620,474264,49980,7900,1,13,2,2005,31.76821,-101.99774,10530,4,1,11,6,12,0,55.664,2,7,12,3,9998,10383,6,3,NA,NA
0,14112,445242,422040,459354,74718,231940,1,13,2,2005,31.8385,-101.9844,10530,4,4,11,6,12,0,21.948,2,7,12,3,8173,8494,6,3,NA,NA
0,12000,445406,544020,457406,23277.5,NA,3,27,2,2006,31.81577,-101.96765,10515,NA,NA,26,4,9,0,23.084,5,7,9,6,9264,10088,7,NA,15,NA
0,17000,492531,748661,509531,70619,79021,3,27,2,2005,31.82037,-101.96493,10501,3,1,11,6,12,0,58.856,2,7,12,3,9982,10172,11,3,NA,6
0,19500,432360,667460,451860,45988,31008,3,27,2,2006,31.80842,-101.96577,10526,3,3,11,6,12,0,27.448,2,7,12,3,10095,10102,11,3,NA,6
0,15500,535081,803880,550581,94222,107963,3,27,2,2005,31.8063,-101.9607,10485,3,1,11,6,12,0,71.588,2,7,12,3,9989,10070,11,3,NA,6
510972,0,0,589080,510972,510972,589080,1,13,2,2006,31.8173,-102.02647,10817,4,1,10,1,1,0,21.7819457,2,6,1,3,8262,10762,3,3,17,6
0,6500,271293,486900,277793,55136,136020,3,27,2,2006,31.92039,-101.95716,9426,5,2,18,4,7,0,17.98007424,3,7,7,3,7551,7707,11,3,NA,6
0,14250,393163,682912,407413,63760,71950,1,27,2,2006,31.87755,-102.02808,10330,3,6,11,5,9,0,34.48,2,7,9,3,9766,9830,6,3,NA,6
0,10000,346404,505860,356404,80304,17682,1,27,2,2005,31.8856,-102.02622,10125,3,6,18,5,10,0,39.184,3,7,10,3,9704,9925,6,3,NA,6
0,11000,400032,775660,411032,99077,147198,1,27,2,2006,31.87629,-102.04972,10331,3,6,18,5,10,0,33.2316135,3,7,10,3,9780,10175,11,3,NA,6
0,15500,428634,533020,444134,79469,16036,1,27,2,2006,31.88431,-101.99888,10090,3,6,18,6,12,0,44.904,3,7,12,3,9957,9966,6,3,NA,6
481000,19250,0,289000,500250,481000,289000,1,12,2,2005,31.85538,-102.04329,10125,4,6,18,1,2,0,67.94976138,3,7,2,3,7944,10024,9,3,NA,NA
0,15500,480958,603272,496458,78539,16505,3,27,2,2006,31.82868,-101.9136,10022,3,3,11,6,12,0,40.26411279,2,7,12,3,9711,9783,11,3,NA,6
0,26000,416619,686660,553119,107325,136000,3,27,2,2006,31.85219,-101.92604,10012,3,4,11,5,10,0,59.18129168,2,7,10,3,9616,9904,11,3,NA,6
503000,9250,0,307000,512250,503000,307000,1,12,2,2005,31.77903,-102.03206,10127,4,1,18,1,2,0,32.93505397,3,7,2,3,7819,9818,9,3,NA,NA
0,16000,450247,633024,466247,65360,71459,3,27,2,2006,31.78182,-101.95272,10510,3,1,11,6,12,0,28.836,2,7,12,3,10010,10387,11,3,NA,6
0,12750,450268,399440,463018,80417,16773,3,27,2,2006,31.83892,-101.96636,10336,3,4,11,6,11,0,52.692,2,7,11,3,9834,9984,6,3,NA,6
0,15750,450349,405820,466099,80698,17493,3,27,2,2006,31.85266,-101.97081,10380,3,1,11,6,12,0,37.752,2,7,12,3,9838,10147,11,3,NA,6
0,5000,567900,550300,572900,567900,550300,1,24,2,2006,31.76849,-101.97813,11026,3,2,6,1,2,0,35.284,2,1,2,3,8210,10678,11,3,17,6
13294,0,0,538660,153212,23277.5,538660,1,13,2,2006,31.71644,-102.08857,10609,3,4,17,1,1,0,32.14,3,6,1,3,8317,10580,9,3,NA,NA
0,17750,490066,384232,507816,78961,16866,3,27,2,2006,31.79145,-101.9598,10512,3,4,11,5,12,0,48.764,2,7,12,3,10171,10246,6,3,NA,6
586068,8060,0,580100,594128,586068,580100,1,13,2,2006,31.7377,-102.0954,10626,4,3,10,1,2,0,32.8,2,6,2,3,8395,10554,9,3,NA,6
634452,0,0,598760,634452,634452,598760,1,13,2,2006,31.7121,-102.091,10615,3,4,10,1,1,0,49.28139875,2,6,1,3,8380,10590,3,3,17,6
0,17750,458041,400060,475791,81050,17851,3,27,2,2006,31.814,-101.95829,10120,3,4,11,6,12,0,55.772,2,7,12,3,10003,10012,6,3,NA,6
0,15750,451873,414608,467623,81895,17179,3,27,2,2006,31.78436,-101.95796,10494,3,1,11,6,12,0,47.92,2,7,11,3,10234,10402,6,3,NA,6
0,26000,389770,408780,530520,82802,17580,3,27,2,2006,31.79103,-101.94552,10508,3,4,11,6,12,0,71.968,2,7,12,3,10133,10332,6,3,NA,6
0,17500,437614,372440,455114,81229,17291,3,27,2,2006,31.77939,-101.94708,10535,3,1,11,6,12,0,37.688,2,7,12,3,9928,10375,6,3,NA,6
0,13750,453172,401360,466922,80943,17185,3,27,2,2006,31.78638,-101.94933,10492,3,1,11,6,11,0,50.748,2,7,11,3,10136,10346,11,3,NA,6
555702,0,0,746360,555702,555702,746360,1,13,2,2006,31.77,-102.088,10435,3,1,5,1,1,0,39.92,1,7,1,3,7845,10294,3,3,9,6
734454,0,0,869407,734454,734454,869407,1,13,2,2007,31.7674,-102.0829,10400,4,1,5,1,1,0,57.34912221,1,7,1,3,7823,10278,3,3,11,NA
0,17750,1338664.45,400005,1408201.2,81665,18412,3,27,2,2006,31.82249,-101.95667,10126,4,3,11,6,12,0,57.444,2,7,12,3,9804,9988,6,3,NA,6
0,0,655250,319000,655250,655250,319000,1,12,2,2006,31.84966,-102.06792,10125,3,1,18,1,1,0,73.06722001,3,7,1,3,7941,9974,6,3,18,NA
0,10000,361080,736180,371080,55985,135840,1,27,2,2006,31.8801,-102.03329,10255,3,6,5,5,10,0,22.82628719,1,7,10,3,7736,7944,11,3,NA,6
0,11000,355635,508638,366635,58382,135040,3,27,2,2006,31.89567,-101.99809,10163,3,6,18,5,10,0,34.49935258,3,7,10,3,7639,7845,11,3,NA,6
0,15500,427045,645488,442545,58652,135197,1,27,2,2006,31.8785,-102.02397,10168,3,6,18,6,12,0,31.912,3,7,12,3,7745,7915,11,3,NA,6
655956,0,0,700800,655956,655956,700800,1,13,2,2006,31.76283,-102.0857,10771,4,1,13,1,1,0,48.14260508,3,1,1,3,7839,10688,3,3,11,NA
0,21500,530816,486021,552316,60085,177463,3,27,2,2007,31.80533,-101.96479,10413,3,4,11,6,12,0,42.728,2,7,12,3,8362,8486,11,3,NA,6
0,15750,446364,404660,462114,72737,177382,2,27,2,2006,31.73139,-101.92728,10576,3,4,11,6,12,0,65.428,2,7,12,3,8268,8387,11,3,NA,6
0,14750,462309,403220,477059,79330,180906,2,27,2,2006,31.72489,-101.93896,10532,3,3,11,6,11,0,26.9138779,2,7,11,3,8299,8421,11,3,NA,6
0,15750,441896,549019,457646,55714,139879,2,27,2,2007,31.72431,-101.92502,10540,3,3,18,7,13,0,51.112,3,7,13,3,7806,7865,11,3,NA,6
351000,9500,0,110277.1,360500,351000,105000,1,12,2,2006,31.761,-102.04465,10061,3,4,11,1,2,0,16.55643722,2,7,2,3,8565,9944,3,3,NA,6
588168,0,0,715960,588168,588168,715960,1,13,2,2006,31.74055,-102.0019,11111,3,4,10,1,1,0,61.528,2,6,1,3,8193,10804,3,3,17,NA
581616,0,0,639520,581616,581616,639520,2,13,2,2006,31.69801,-102.006,11258,3,3,11,1,1,0,36.552,2,7,1,3,8277,10849,3,3,17,6
0,15750,429484,400400,445234,77348,16977,3,27,2,2006,31.84675,-101.90111,10017,3,3,11,6,12,0,40.77282225,2,7,12,3,9605,9714,6,3,NA,6
0,15750,457722,406160,473472,80859,17502,3,27,2,2006,31.84853,-101.8936,10004,3,3,11,6,12,0,86.956,2,7,12,3,9554,9665,11,3,NA,6
0,9500,313423,612489,322923,101444,137829,1,27,2,2006,31.87085,-102.05693,10341,3,1,11,4,8,0,19.24822649,2,7,7,3,9793,10150,11,3,NA,6
0,12050,376344,387680,388394,81086,17122,1,27,2,2006,31.87724,-102.04561,10374,3,6,11,5,10,0,55.80805367,2,7,10,3,9868,9978,6,3,NA,6
1046220,0,0,800581,1046220,1046220,800581,2,13,2,2007,31.6567,-102.0378,10604,3,3,5,1,1,0,82.8613699,1,7,1,3,7756,10372,3,3,11,NA
1075580.1,0,0,901480,1191414,1191414,901480,2,13,2,2007,31.6532,-102.0321,10600,4,4,5,1,1,0,77.98311204,1,7,1,3,7746,10381,3,3,11,NA
0,13250,431389,525080,444639,58118,137100,1,27,2,2006,31.88201,-102.02508,10234,3,6,18,6,12,0,47.436,3,7,12,3,7722,7928,11,3,NA,6
594300,0,0,650550,594300,594300,650550,2,13,2,2006,31.69336,-102.00948,11260,3,4,18,1,1,0,48.112,3,7,1,3,8153,10757,3,3,17,6
827000,18000,0,560000,845000,827000,560000,1,24,2,2007,31.77678,-101.99141,10993,4,4,6,1,2,0,41.71620714,2,1,2,3,8176,10743,9,3,20,NA
569772,0,0,600900,569772,569772,600900,2,13,2,2006,31.6993,-102.065,10670,4,4,11,1,1,0,56.71657701,2,7,1,3,8371,10567,3,3,NA,NA
