EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
24.56,936726,0,936726,936726,927236,4,11,1,2012,4,5,1,0,2.69515388616343,3.22533055214325,3,7468,3,3,14.1590406807021,6.64351400961702
20.272,102159.645183943,6345.3592539095,340192.201702665,70515.6050196381,0,6,18,3,2009,4,3,7,0,3,7,3,7856,1,2.76633002555103,11.0907442494966,2.60251070338071
64.704,0,16000,638902,622902,892456,2,23,2,2011,3,3,1,0,3,7,3,7820,11,3,20,5.8883450311357
43.24659366,915348,0,915348,915348,927236,4,25,1,2011,4,1,1,0,2,4,3,6918,3,3,10.851144043443,6.69834169909135
36.564,0,25000,202000,177000,461000,1,24,2,2003,3,2,1,0,3,7,3,7617,6,3,9,5.99999995164278
19.968,383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,1,7,3,7123,9,3,17,6
7.836,0,9072,771498,762426,503744,6,13,3,2012,6,3,1,0,5,1,3,5956,6,3,9,8.00697762046758
65.428,0,15750,462114,72737,177382,2,27,2,2006,3,4,6,0,2,7,3,8268,11,3,16.3289313902207,6
26.59581059,0,0,938826,938826,447474,2,10,4,2009,4,6,1,0,5,7,3,9090,6,3,11.8682693039064,7.5633310966119
64.552,706782,16500,1390904,160182,130310,4,27,1,2011,4,5,4,0,3,1,3,9977,11,3,9,9
39.652,0,15000,941472,633012,543621,2,27,4,2011,3,3,3,0,3,1,3,9096,11,3,9,6.32645828518496
43.67591628,242240,0,242240,81040,48625,5,2,3,2008,3,3,2,0,1,7,3,8000,9,3,17,6
286.748,405048,0,405048,405048,304380,2,25,2,2012,4,3,1,0,4,1,3,10857,3,3,11.712396559948,7.81613606919181
35.592,0,11000,354812,78960,18955,5,27,3,2005,4,3,5,0,3,7,3,9018,6,3,11.2175052797966,6
24.156,0,3500,153212,23277.5,0,5,27,1,2003,4,3,2,0,2,7,1,7410,1,2.99012737238969,16,5.86911574949411
29.576,0,5000,206474,57414,136630,3,27,4,2003,4,3,3,0,3,7,3,7191,11,3,9,6
20.11541731,0,9520,602308,89690,141700,4,14,1,2007,3,1,4,0,3,7,3,8142,6,3,20,6
20.812,87170.7520244445,7161.37166585678,326864.61479486,132727.619599549,101892.535366955,6,18,3,2009,1,3,4.00918487667902,4356.3459084131,3,7,4,5826,5.22589245782414,2.99999998691167,11.5029773342042,6.06031512357266
42.62807791,0,4000,222736,59010,138510,3,27,2,2003,5,3,3,0,3,7,3,7158,11,3,14.6315109716199,6
30.164,639334,17094,656428,639334,761500,4,26,1,2012,3,5,1,0,2.53205457352118,4.81416186196159,3,7364,3,3,11.8459799492251,8.29826908352351
131.648,0,15000,1355128,203080,150208,3,27,2,2012,3,2,4,0,3,1,3,10396,11,3,20,9
26.39411735,492870,0,492870,253134,100823,6,2,3,2006,4,4,2,0,3,7,3,7519,9,3,8,6
28.75787777,519000,11350,530350,519000,477600,1,12,2,2010,4,2,1,0,3,7,3,8034,9,3,11.9218981385315,6.33747757729489
55.86,0,15000,1134300,823042,730688,2,27,4,2011,3,1,3,0,3,1,3,9234,6,3,9.31046078270238,6.4813892649564
45.712,278000,5000,283000,278000,390000,1,24,2,2003,4,3,1,0,3,7,3,7728,9,3,9,6
24.6,0,6000,224433,54402,130000,3,27,2,2009,3,2,4,0,1,5,3,7076,11,3,20,6
128.1435505,1075580.1,0,1139905.184,1139922,732500,2,10,4,2011,4,3,1,0,3,7,3,7655,3,3,10.9884272480586,5.9999994355927
12.869,0,9500,533688,53347,153365,1,2,2,2008,1,3,6,0,3,7,3,8012,11,3,20,6
35.256,0,26000,153212,23277.5,0,4,22,1,2008,4,4,4,0,5,7,1,9254,1,2.9728795779851,11,5.81693318698811
31.956,504800,0,504800,259400,98500,6,2,3,2006,4,3,2,0,3,7,3,7575,9,3,15.4428482506165,6
49.84822773,0,10000,320632,102725,28392,1,13,2,2005,4,3,4,0,3,7,3,10162,6,3,10.144389995721,5.99999992170694
47.92,0,15750,467623,81895,17179,3,27,2,2006,3,1,6,0,2,7,3,10234,6,3,12.507848085016,6
35.896,0,16000,686950,142002,120000,2,3,4,2010,3,3,6,0,3,7,3,9916,11,3,20,6
74.9528507,152000,2000,154000,152000,175000,1,12,2,2005,4,6,1,0,3,7,3,7938,9,3,11.1996053182703,6.02091651406212
29.632,0,1500,196388,54973,136404,6,27,3,2006,4,3,3,0,3,7,3,6493,11,3,15.3413512253033,6
20.56059578,502250,0,502250,325500,43600,6,2,3,2009,3,4,2,0,3,7,3,7297,9,3,17,6.14393287659401
40.2,0,3500,190946,54558,136330,5,27,1,2003,1,3,3,0,3,7,3,6825,11,3,11,6
51.36853882,0,0,320628,320628,284200,1,13,2,2003,3,3,1,0,2,7,3,8310,6,3,12.9263787002737,6.02442736882745
12.116,111000,26000,542000,111000,81000,6,14,1,2011,4,1,7,0,3,6,3,9660,3,3,3,6
34.792,0,15750,447203,73054,178766,3,27,2,2006,3,4,6,0,2,7,3,8227,11,3,16,6
19.43242355,457002,0,457002,234108,163125,5,2,3,2007,4,2,2,0,3,7,3,7896,9,3,17,6
55.65707668,0,5000,188309,50358,124630,4,27,1,2003,3,3,3,0,1,7,3,6826,11,3,12.5518422625995,6
23.852,0,0,220506,127590,215000,5,2,3,2004,3,3,2,0,1,7,3,6480,6,3,9,6
21.948,220655,0,220655,82253,90625,5,2,3,2008,3,3,2,0,3,7,3,7929,9,3,17,6
45.544,695900,0,941900,113000,85000,6,2,3,2011,4,3,5,0,1,7,3,9306,6,3,14.5549978583011,6
26.236,0,5000,235662,49770,95710,5,27,3,2010,3,3,4,0,3,7,3,6866,11,3,20,6
98.776,0,10500,1291432,597534,382202,3,27,2,2012,3,2,4,0,2,1,3,10474,11,3,9,9
30.336,0,5000,200972,54726,138109,3,27,2,2004,2.96078210173886,2.967265536656,3,0,3,7,3,7131,11,3,14.9246941709679,6
30.556,242240,0,242240,81040,97700,5,2,3,2008,3,3,2,0,1,7,3,7990,9,3,17,6
18.776,44149.2928213621,7429.79516222946,313049.151902444,38839.4769069386,0,6,18,3,2009,4,2,6,0,3,7,3,7864,1,2.99999992404731,11,5.99999982474134
58.5,0,0,606000,250000,126430,2,2,4,2010,3,3,4,0,3,1,3,10456,6,3,15.0380823978856,6.6795402686118
35.784,678918,12000,1009694,678918,503371,2,27,4,2011,4,1,3,0,3,1,3,9364,3,3,9,6.72202568184247
22.156,247212,0,247212,247212,265000,6,13,1,2003,4,4,1,0,1,7,3,6155,9,3,13.3792059694257,5.85891988558851
182.758,0,13500,1115891,836252,557409,4,27,1,2011,5,5,3,0,3,6,3,8346,6,3,9,8.06970720725104
19.408,0,14000,1192478,1178478,927236,4,4,1,2012,4,1,1,1178478,2,1,3,7305,8,5,20,7.09490454226137
67.94976138,481000,19250,500250,481000,289000,1,12,2,2005,4,6,1,0,3,7,3,7944,9,3,16.1037090620553,5.96567399185103
44.156,0,16500,1268582,911126,721249,2,27,4,2012,3,4,3,0,3,1,3,9067,11,3,9,7.35881465474162
64.232,0,15000,1346749,118694,87885,4,27,1,2011,3,3,4,0,1,6,3,10126,11,3,20,7.63354907473365
33.952,0,12750,350034,70770,184296,3,27,2,2007,3,6,5,0,2,7,3,8376,11,3,16,6
204.808,0,0,1231488,23277.5,0,3,27,2,2012,3,2,4,0,3,1,1,7154,1,3.02136472557314,11,7.21045069620623
50.01729324,0,15000,461702,90168,71823,2,27,4,2007,3,1,5,0,5,7,3,9118,6,3,15.9108740499441,6
38.388,0,12000,360664,80152,17595,5,27,3,2005,1,3,5,0,3,7,3,8856,6,3,15.7748610287538,6
39.1,0,16500,684468,122010,80000,1,3,2,2010,3,3,6,0,3,7,3,9940,11,3,20,6
28.48,0,17000,850532,59976,47515,4,5,1,2012,3.01779801664162,3.63996857058615,8,0,5,8,3,10589,11,1,20,6
65.652,0,0,956326,689452,634697,2,27,4,2011,4,4,3,0,3,1,3,9174,6,3,10.5872947091619,7.53309524838595
1.072,0,10,856582,23277.5,0,2,5,2,2011,4,3,12,0,5,1,1,11264,1,2.30820053849005,1,6.25277201461229
28.074,0,5000,206350,56634,137811,3,27,4,2004,1,2,3,0,3,5,3,7067,11,3,16.2545749792008,6
7.68,0,12000,610283,47374,138835,3,2,2,2008,3,3,7,0,3,7,3,7016,11,3,18.7773654893658,6
37.176,0,5000,153212,23277.5,0,5,27,3,2003,5,3,3,0,1,7,1,6732,1,2.99999998068223,11,5.9999999584438
123.4073116,0,13500,1392470,983084,753542,3,27,2,2012,3,3,3,0,3,7,3,8710,11,3,20,6.68565329419408
39.324,0,0,153212,90365,135000,5,2,3,2003,3,3,1,0,3,7,3,6387,6,3,9.8437290498694,6
36.51621832,0,0,187216,187216,291500,5,2,3,2003,3,3,1,0,1,7,3,6548,6,3,10.5195055867658,6
30.744,0,10500,525297,38661,115720,4,27,1,2009,4,4,6,0,3,7,3,6522,11,3,20,6
70.588,0,13500,1251750,901782,612755,1,27,2,2011,3,5,3,0,1,7,3,9366,6,3,11.54866906569,8.31097921276693
35.02434343,0,5000,207337,55356,135740,5,27,3,2003,4,3,3,0,3,5,3,6458,11,3,13.9338035800831,6
62.456,549250,11500,560750,548750,488000,1,12,2,2010,4,3,1,0,3,7,3,7944,3,3,9,6.18465631380177
42.14,0,8394,1408201.2,521188,141230,3,27,2,2012,3,3,4,0,2,1,3,10368,11,3,9,9
26.81893188,339700,0,809200,43000,16500,4,2,1,2011,3,4,8,0,5,4,3,10143,11,3,14.826244861411,6.0331351576218
20.088,0,0,682782,71778,34885,4,5,1,2011,2,3,9,0,5,4,3,10866,6,2,9,6
28.8424161,0,5000,196057,53130,127080,2,27,4,2003,4,3,3,0,3,7,3,7485,11,3,11.629984046018,6
87.928,1075580.1,0,1408201.2,1231011.6,927236,2,25,2,2012,4,4,1,0,5,1,3,9364,3,3,15.1494210374119,7.57348326362952
50.06,500,11500,558237,546237,508046,1,12,2,2010,3,6,1,0,3,7,3,7974,11,3,15.198842121448,7.49767860835107
25.4251233,0,20000,696928,52794,134130,3,2,1,2008,4,3,7,0,3,7,3,6990,11,3,18.6102241218157,6
58.968,1075580.1,0,1354080,1231011.6,886503,2,16,4,2010,3,1,1,0,3,7,3,7805,3,3,14.7414425089042,4.46227849209593
23.846,388750,0,388750,210000,24600,5,2,3,2009,3,3,2,0,3,7,3,7553,9,3,17,5.82164921870581
97.424,1075580.1,0,1165080,1165080,838380,2,16,4,2011,3,1,1,0,3,7,3,7862,3,3,12.8688912056466,5.26628507495388
27.901,0,12000,640140,52529,145941,3,27,2,2009,3,3,6,0,3,7,3,7296,11,3,20,6
94.36,279555.968138488,5506.24869564867,726638.164320903,635648,751508,6,18,3,2011,3,3,1,16172.4481795455,3,7,3,5808,3,3,3,10.2231528775381
25.18,0,26000,671790,149016,224000,2,3,2,2010,3,3,5,0,3,7,3,9870,11,3,20,6
61.344,0,10500,857126,583018,530974,2,27,4,2011,3,1,3,0,3,1,3,9156,6,3,9,7.07128340098399
27.41962381,0,0,185517,185517,292190,5,2,3,2003,3,3,1,0,3,7,3,6403,6,3,9.47100504891563,6
29.636,0,10500,497735,62442,156658,1,2,2,2008,1,3,6,0,3,7,3,7847,11,3,20,6
87.43651256,280388,10000,290388,67754,18500,1,13,2,2003,3,4,4,0,2,7,3,10031,9,3,9.09829865480387,5.99999988927984
47.26,1075580.1,0,1096074,1096074,698500,2,10,4,2011,3,1,1,0,3,7,3,7880,3,3,9.08083055807372,7.81936106261741
48.74,1075580.1,0,1408201.2,1231011.6,927236,2,10,4,2011,3,4,1,0,3,1,3,7940,3,3,9.45597177167456,5.99999960904902
33.756,0,0,383200,131800,49250,5,2,3,2005,3,3,2,0,3,7,3,7849,6,3,9,6
36.412,0,5500,161750,40000,1e+05,1,13,2,2004,3,3,3,250,2,7,3,8550,11,3,10.9523633493386,6
82.608,1029294,0,1029294,1029294,638027,2,10,4,2012,3,1,1,0,3,7,3,7900,3,3,10.8918065802743,6.32112442305593
25.35257157,219000,26000,601000,81000,50000,6,14,1,2011,4,5,7,0,2,1,3,9790,3,3,4,6
34.92,0,12000,1223301,881949,730933,2,27,4,2012,4,3,3,0,3,1,3,9157,11,3,20,6.72812337681938
32.42348826,0,0,367506,139916,140000,5,2,3,2004,4,3,2,0,3,7,3,7800,6,3,9,6
33.11298991,0,14500,153212,582409.457121863,653500,2,10,4,2010,3,5,1,0,3,7,3,8330,7.5166142468969,3,13.1970755794661,6.56956312118015
5.784,0,5250,196371,51088,135464,5,27,3,2008,2,2,3,0,3,7,3,6745,11,3,20,6
36.92,0,15120,1118880,1103760,927236,6,13,1,2011,4,1,1,0,3,4,3,6211,6,3,9,6.34001728367578
33.152,325494.469225322,5302.12022341432,696549.576797601,543922,703045,6,18,3,2012,3,1,1.63662022907323,77601.5359399534,3,7,3,5979,3,3,3,10.8076895726206
39.588,0,15000,872874,56238,144199,2,27,2,2010,3,3,9,0,2,7,3,8080,11,3,20,6
20.25828222,383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,3,7,3,7702,9,3,17,6
50.176,0,5000,199292,55524,134578,6,27,3,2004,4,3,3,0,1,5,3,6295,11,3,11.6821166033906,6
48.764,0,17750,507816,78961,16866,3,27,2,2006,3,4,5,0,2,7,3,10171,6,3,12.7490132175881,6
55.836,0,12000,1221621,212673,61382,3,27,2,2012,1,3,4,0,2,6,3,10352,11,3,20,6
88.68,0,15000,1408201.2,187920,143627,3,27,2,2012,3,4,5,0,2,1,3,10816,11,3,17,9
31.888,155037.205230935,11156.2824882638,633712.942205944,323093.862044498,0,6,18,3,2010,3,4,8,11685.4643757996,3,7,3,8077,1,2.80676834449102,11,5.77854714135379
0.292,0,0,804672,34042,1500,2,5,2,2011,4,3,15,0,2,1,3,11520,6,3,9,6
21.94,0,0,459668,165000,125000,5,2,3,2012,3,3,4,325000,3,7,3,7744,8,5,20,6.28386450252746
137.964,185738.775994938,6892.83081527514,570714.395259536,101478.827678997,0,6,18,3,2010,3,1,7,27629.6017967977,3,7,3,7842,1,2.90516342244142,11,5.718832238581
21.284,0,15000,1360277,218356,142382,4,27,1,2012,3,5,4,0,2.60738231751307,3.737840261251,3,9904,11,3,3,9
9.968,0,22000,153212,122783.943386305,80000,6,4,1,2011,4,5,8,0,2,1,3,9607,5.0813241825873,3,8.00068937743368,6.05809202058092
35.288,0,7500,323358,50148,117358,1,2,2,2009,4,3,4,0,3,7,3,7978,11,3,20,6
69.67213496,677796,0,677796,677796,801640,2,13,4,2006,4,4,1,0,1,7,3,7353,3,3,17,6
18.724,0,10000,615580,50568,156657,4,27,1,2009,4,5,7,0,3,7,3,6429,11,3,20,6
32.316,0,16500,564510,46010,134064,3,27,2,2008,3,4,6,0,2,7,3,8248,11,3,18.1351586534752,6
13.624,0,14250,426297,45604,134736,4,2,1,2007,4,3,6,0,3,7,3,6876,11,3,15.9045489816291,6
62.57131418,0,10000,298979,81571,30606,2,13,2,2004,3,3,4,0,2,7,3,10148,6,3,9.55022920558522,5.99999987335482
20.196,296909.449648907,4107.17446808424,430725.307932344,319975.821200115,0,6,18,3,2010,4,4,1,9725.6183692413,2,7,3,7292,1,2.99999998729791,11,5.87262846741946
39.38,426888,0,426888,426888,349710,1,13,2,2004,3,6,1,0,3,7,3,8147,9,3,9,6.19649993610949
16.288,0,26000,520460,51408,131780,4,27,1,2009,3,3,5,57594,3,6,3,6473,11,3,20,6
129.9206302,0,0,1369538,23277.5,0,4,27,1,2011,1,5,4,0,3,6,1,6507,1,3.04707117830782,11,6.4809428464391
9.188,0,0,809681,98237,66763,1,5,2,2011,3,3,10,0,2,1,3,11010,11,3,20,6
26.20745867,0,0,222222,222222,289940,5,2,3,2003,3,3,1,0,3,7,3,6345,6,3,10.4734101586205,6
53.604,79404.0859987105,6276.96274793659,338614.433976988,87535.4898956591,0,6,18,3,2010,3,3,7,6326.81983446279,3,7,3,8012,1,2.99999994330683,11,5.99999986172763
49.28139875,634452,0,634452,634452,598760,1,13,2,2006,3,4,1,0,2,6,3,8380,3,3,17,6
25.05108889,353400,0,353400,128000,61500,5,2,3,2006,3,3,2,0,1,7,3,7964,9,3,17,6
29.26985004,0,0,463554,463554,350660,1,13,2,2005,4,4,1,0,2,7,3,8294,11,3,17,6
23.88,0,12000,607908,48762,124443,6,27,3,2010,4,3,7,0,3,7,3,5770,11,3,20,6
49.94,0,16700,545474,51780,135704,3,27,2,2008,3,3,6,0,2,7,3,8280,11,3,17.5153322403291,6
33.07515132,0,3000,177200,43500,131200,6,2,3,2003,1,3,3,0,3,5,3,6360,6,3,9,6
18.87945795,479976,0,479976,240492,107000,5,2,3,2007,1,2,2,0,3,7,3,7874,9,3,17,6
38.304,0,5000,194756,54768,136548,5,27,3,2004,4,3,3,0,1,5,3,6441,11,3,14.3535323046052,6
94.936,0,16500,1290688,45528,927236,2,27,4,2010,3,1,10,0,3,7,3,7626,11,3,20,1
31.38,0,4000,190354,23277.5,0,5,27,3,2003,5,3,3,0,1,7,1,6722,1,2.99999997229658,11,5.9999999395664
131.848,0,13500,1408201.2,1019088,736263,3,27,2,2012,3,1,3,0,2,1,3,9467,11,3,7,9
39.0632123,0,0,166295,166295,289000,5,2,3,2003,3,2,1,0,1,7,3,6200,6,3,11.9431710527913,6
15.7871887,0,0,172536,172536,289760,5,2,3,2003,4,3,1,0,1,7,3,6472,6,3,10.9036776247844,6
41.48374654,0,16500,1151228,54000,132012,5,27,3,2010,3,2,10,0,3,6,3,6827,11,3,20,6
164.402811,1075580.1,0,1408201.2,1231011.6,927236,2,10,4,2011,4,6,1,0,3,1,3,7910,3,3,15.189411850244,7.29461618989348
46.92,0,12500,381034,80312,21685,1,27,2,2003,3,4,5,0,3,7,3,9808,6,3,10.261171369803,6
45.068,0,0,220506,220506,35000,5,2,3,2004,2,3,1,0,3,7,3,6507,6,3,12.3088539901832,6
99.872,0,14500,967900,953400,788000,2,10,4,2006,3,5,1,0,3,7,3,7384,11,3,14.7499888534701,6.01657065169389
8.388,0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,3,7,3,7680,6,3,9,6
33.984,1049370,0,1049370,1049370,841390,2,3,2,2011,3,3,1,0,5,8,3,9312,3,3,15.6321197791443,6
74.448,0,15000,1225372,157865,120132,4,27,1,2011,1,4,4,0,3,6,3,10242,11,3,3,9
54.856,0,15000,1074630,761483,927236,2,27,4,2011,3,4,3,0,3,1,3,9216,11,3,9,6.10186620159072
106.1477728,0,19500,1246198.184,1226694,927236,2,10,4,2005,3,1,1,0,3,7,3,7332,11,3,12.2878806606025,6
57.84,1075580.1,0,1136646,1136646,723275,2,10,4,2012,3,1,1,0,3,7,3,7950,3,3,15.8373101342699,6.52497093229221
44.904,0,15500,444134,79469,16036,1,27,2,2006,3,6,6,0,3,7,3,9957,6,3,10.9633745331422,6
20.16,383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,3,7,3,7671,9,3,17,6
51.64466495,0,0,980043,980043,598889,1,10,2,2008,3,1,1,0,3,6,3,8050,6,3,13.5259790524541,6.55320103311261
15.496,0,4500,154134,51583,140396,2,27,4,2008,3,4,3,0,3,5,3,7253,11,3,16.5630384997008,6
23.428,0,5000,153212,23277.5,155000,6,27,3,2003,1,3,3,0,3,7,3,7916,11,3,20,6
36.652,0,5000,231756,56070,141815,3,27,2,2009,4,2,4,0,3,5,3,6994,11,3,20,6
71.092,0,0,634000,391000,248100,2,2,4,2010,3,4,3,634000,3,7,3,9149,8,3,17,6.62912728590485
28.724,0,12080,486155,84620,40104,6,4,1,2008,1,5,5,0,5,1,3,9742,11,3,20,6
14.672,0,17475.7783864419,418200.061941461,73641.9725327123,0,6,18,3,2010,3,4,8,0,3,7,3,7962,1,2.99999981045402,11,5.12247194711771
14.988,0,6840,221636,47947,133337,3,27,2,2009,1,3,4,0,3,5,3,7397,11,3,20,6
44.784,59036.4063211085,10187.3620387339,447718.990639644,51094.226085062,0,6,18,3,2010,1,3,8,27698.6167314963,3,7,3,8344,1,2.73158022224492,11,4.7517617864247
19.898,240240,0,240240,81040,97700,5,2,3,2007,3,4,2,0,3,7,3,7717,9,3,17,6
69.34,0,24500,236954,212454,927236,2,25,4,2010,4,4,1,0,2,6,3,8288,11,3,15.6440718289006,6.08200529332413
25.01447869,0,5000,206138,23277.5,0,5,27,3,2003,4,2,3,0,1,5,1,6810,1,2.99999998256762,11,5.99999996465764
49.3320329,383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,3,7,3,7993,9,3,17,6
23.75980535,0,10000,289110,72835,31000,2,13,2,2004,3,4,4,0,2,7,3,10133,6,3,9.25470099144957,5.99999964002745
49.26,0,5000,203618,54810,135487,3,27,2,2004,2.73407885488363,3.06124131644565,3,0,3,7,3,7123,11,3,16.4932601258369,6
90.868,128334.816428793,10193.4037386821,1042902.19650936,287419.824340341,0,6,18,3,2010,3,2,8,42412.3627498779,3,7,3,8164,1,2.95918427894332,11,5.85191155078211
58.74358986,0,18000,356781,62231,127786,2,27,4,2007,4,4,6,0,5,7,3,9207,11,3,14.6819137079134,6
31.244,0,5000,194960,49073,135237,5,27,3,2005,1,3,3,0,3,7,3,6435,11,3,18.4013953185974,6
17.184,0,6000,246762,54589,134958,5,27,3,2008,4,2,4,0,3,5,3,6727,11,3,20,6
17.03817508,297000,0,297000,159000,87500,5,2,3,2009,2,3,2,0,3,5,3,7455,9,3,17,6
53.388,1038996,12600,1051596,1038996,927236,4,13,1,2011,4,1,1,0,3,1,3,6602,3,3,9,6.87559471199203
25.432,0,0,690144,690144,555860,1,13,2,2007,3,5,1,0,2,7,3,8869,11,3,17,11
6.904,0,12000,273394,140345,84000,4,27,1,2007,3,4,3,0,2,7,3,7525,11,3,14.1431609850184,6
28.532,0,12000,405279,105273,35858,2,27,2,2007,3.09601618326322,3.76350614248709,4,0,5,7,3,9307,11,3,16.077190848879,6
18.056,225000,26000,675500,110000,75000,4,14,1,2011,3,4,8,0,2,1,3,10148,3,3,3,6
200.612,1075580.1,0,1318170,1231011.6,927236,2,13,4,2006,4,4,1,0,3,7,3,7746,3,3,10.5161150304531,5.79124325489547
44.276,0,9000,919964,715572,458367,3,27,2,2010,3,3,3,0,2,7,3,9015,6,3,9,7.84789607993246
45.376,0,16128,1020768,1004640,927236,4,13,1,2008,3,3,1,0,1,1,3,6556,6,3,9,6.75467674154837
69,0,15000,1408201.2,367464,116528,3,27,2,2012,5,3,4,0,3,3,3,10872,11,3,20,9
35.488,549730,11500,561230,549730,508690,1,12,2,2010,3,3,1,0,3,7,3,7872,9,3,9,6.18810304946201
65.584,0,15750,424314,66080,176133,3,27,2,2007,3,1,6,0,2,7,3,8360,11,3,16,6
33.312,0,4000,204202,23277.5,0,5,27,3,2003,4,2,3,0,3,7,1,6580,1,2.99999997682526,11,5.99999995365053
26.62828616,0,11250,392187,71780,189940,2,27,2,2008,4,3,5,0,2,7,3,8467,11,3,17.2112494541799,6
34.92,0,10500,951450,658810,477584,6,27,3,2012,4,4,3,0,3,7,3,7411,11,3,20,6
44.628,0,5000,215336,59262,136920,3,27,2,2003,1,3,3,0,3,7,3,7055,11,3,14.1456294082481,6
36.356,368000,0,368000,158000,85000,2,28,4,2008,3,3,3,0,3,7,3,9101,9,3,17,9
65.232,0,5000,351629,66935,17341,2,13,2,2003,4,1,4,0,3,7,3,10212,6,3,9.78286717460638,6.10249693041989
34.74,0,7300,284749,68636,19000,2,13,2,2003,4,3,4,0,2,7,3,10188,6,3,9,5.0619354857535
60.272,0,12000,1061158,751850,668104,2,27,4,2011,3,4,3,0,3,1,3,9084,6,3,3,8.15324422179449
32.93505397,503000,9250,512250,503000,307000,1,12,2,2005,4,1,1,0,3,7,3,7819,9,3,14.2934560477356,6.41410376175504
25.31341516,0,13750,329397,52237,155100,4,27,1,2007,3,4,5,0,5,7,3,7973,11,3,16,6
76.244,330681,0,754313,23277.5,0,2,2,4,2011,3,3,8,0,1,6,1,7371,1,3.18113162094836,11,5.72118532888008
60.616,0,2000,1028438,23277.5,0,1,10,2,2011,1,3,1,0,3,1,1,10688,1,2.85768730909794,12.7571848622371,7.31633068517763
32.812,0,6250,195510,51922,135360,5,27,3,2006,3,3,3,0,1,5,3,6542,11,3,18.3504214675438,6
25.244,1072134,0,1072134,1072134,800820,2,13,4,2007,4,4,1,0,1,7,3,7752,9,3,12.8962405821446,5.99999986128958
78.06,0,0,312000,81000,132000,1,9,2,2006,4,4,5,0,3,7,3,8012,6,3,13.4939747504737,6
18.55149194,497600,0,497600,252900,99750,6,2,1,2006,4,3,2,0,3,7,3,7411,9,3,14.5699453562013,6
55.764,0,14000,878409,195873,136963,4,27,1,2009,3,5,6,0,5,7,3,8006,11,3,20,6
54.188,298000,5000,303000,298000,366000,1,24,2,2003,3,4,1,0,3,7,3,7689,9,3,9,6
18.56,1075580.1,0,1408201.2,1231011.6,879500,2,10,4,2012,3,5,1,0,3,1,3,7950,3,3,9.66337012532677,5.9999997282007
45.17484084,0,11000,330964,66244,17500,2,13,2,2003,3,4,5,0,3,7,3,10235,6,3,9.34501953123804,5.99999995683357
55.96,0,5000,204458,56196,133882,5,27,3,2004,3,3,3,0,1,7,3,6784,11,3,13.469327734501,6
32.264,0,5000,202232,55398,135198,2,27,4,2004,1,3,3,0,1,7,3,7247,11,3,12.0416633958119,6
60.88727674,0,5000,193723,23277.5,0,3,27,2,2003,4,3,3,0,3,7,1,7268,1,2.99999997521755,11,5.50522050826718
47.17776158,1075580.1,0,1330854,1231011.6,836650,2,10,4,2012,3,5,1,0,3,1,3,7935,3,3,10.0139748877754,5.99999889081102
31.096,423000,26000,747000,118000,75000,4,14,1,2011,4,5,7,0,3,1,3,10051,3,3,3,6
7.548,0,0,773088,71316,60178,2,5,2,2011,4,3,11,0,2,1,3,11354,11,3,14.583896557119,6
48.46,0,8568,880194,871626,828220,1,13,2,2010,4,4,1,0,2,7,3,8358,11,3,20,6.44963528168768
46.04231632,244692,0,244692,98658,135248,6,27,1,2006,1,3,3,0,3,7,3,8190,3,3,12.690608877116,6.05797339697654
33.488,55612.8659297392,12216.0968630641,444597.907226004,71123.4357264324,0,6,18,3,2009,1,1,6.82071555095673,4841.93978440729,3,7,1,8170,1,2.99999996079022,11,5.59744546243474
34.972,0,10000,288112,67765,18000,2,13,2,2004,1,4,4,0,2,7,3,10104,6,3,9.37675992210715,4.71803063448018
33.96,9933.07063359442,13365.7545607868,388795.597155979,54420.8504201097,0,6,18,3,2010,4,3,8,0,3,7,3,8094,1,2.99999996326733,11,5.83077000400252
55.772,0,17750,475791,81050,17851,3,27,2,2006,3,4,6,0,2,7,3,10003,6,3,13.453736319931,6
42.65727819,0,8500,895120,886620,793130,1,13,2,2010,4,1,1,0,2,7,3,8319,6,3,9,6.5812131533919
24.752,0,0,153212,141194,288550,5,2,3,2003,4,3,1,0,1,7,3,6316,6,3,9,6
39.468,497600,0,497600,252900,99750,6,2,1,2006,4,3,2,0,3,7,3,7356,9,3,17,6
95.916,0,13500,1408201.2,185684,135010,3,27,2,2012,4,2,4,0,3,6,3,10274,11,3,9,9
13.324,13020.2432321549,10243.7053103879,301502.081843833,61219.9307177924,0,6,18,3,2010,4,2,8,3990.3010010854,3,7,3,8200,1,2.99999995349293,11,5.99999987767824
30.91732865,0,5750,184579,42865,119012,3,27,2,2007,1,3,3,0,3,5,3,6927,11,3,16,6
22.956,0,5500,173362,57785,213755,6,27,3,2005,4,3,3,0,3,7,3,6357,11,3,16.8475480528017,6
