WellID,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,CLEARFORK..MAP.,SPRABERRY_U..MAP.,SPRABERRY_L..MAP.,WOLFCAMP..MA,WOLFCAMP_L..,WFMP_ATB..MA,CLINE..MAP.,STRAWN..MAP.,ATOKA..MAP.,BEND..MAP.,ATOKA_L..MAP,MISSISSIPPIA,WOODFORD..MA,DEVINOAN_UNC
439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5909.2,6691.13,7249.89,8221.13,8531.02,8726.88,9746.01,10046.51,10187.75,10258.01,10295,10568.89,10742.63,10794.7
440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5359.97,6232.93,6736.33,7789.98,8204.09,8225.82,9589.44,9882.86,10018.95,10138.91,10191.48,10295.12,10445.51,10488.79
442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5593.61,6253.02,6770.18,7838.38,8273.09,8624.89,9616.95,9894.97,10015.92,10149.06,10220.35,10326.51,10463.65,10501.74
445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5611.76,6433.15,6935.75,7893.96,8239.27,8658.6,9604.4,9915.29,10041.07,10145.66,10163.11,10299.96,10569.83,10618.12
447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4544.39,5955.47,6489.2,7586.63,7914.1,8200.67,9247.02,9630.91,9729.88,NA,9891.73,9985.51,10088.12,10113.81
448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4465.8,5806.12,6326.54,7465.22,7787.04,8089.31,9207.37,9538.1,9647.63,9753.24,9900.09,9873.93,9992.17,10070.22
450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5764.98,6629.42,7132.01,8153.89,8527.34,8844.87,9695.19,10024.44,10173.55,10236.14,10266.15,10488.28,10688.14,10736.07
452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5437.08,6123.22,6609.02,7716.37,8126.73,8224.03,9544.9,9843.35,9983.11,10091,10150.23,10252.49,10395.17,10436.88
453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421.14,6130.62,6613.18,7677.31,8072.25,8206.09,9521.79,9822.56,9969.87,10069.28,10131.58,10227.12,10369.07,10411.1
454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5543.63,6120.95,6631.87,7701.35,8069.46,8287.23,9506.24,9816.01,9941.87,10042.26,10122.18,10246.84,10343.13,10387.06
457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5218.46,6136.14,6655.75,7739.92,8056.93,8365.83,9539.14,9852.66,9974.71,10075.68,10164.14,10285.87,10385.79,10424.55
458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5243.78,6055.21,6596.69,7691.04,8040.16,8362.97,9429.13,9810.04,9919.16,10030.17,10050.6,10205.98,10319.84,10382.57
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5785.4,6876.69,7412.43,8378.01,8779.08,8927.96,9801.39,10134.77,10278,10312.19,10292.48,10663.28,10872.05,10915.5
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,NA,7644,8201,9188,9547,9853,10505.56,10774.66,NA,NA,NA,NA,NA,NA,6744.29,7649.13,8206.98,9194.69,9527.1,9852.87,10504.67,10771.75,10937.08,11032.85,11302.79,11740.16,11941.33,12009.11
465,6845,7736,8286,9253,9611,9929,NA,NA,NA,NA,NA,NA,NA,NA,6841.04,7732.5,8282.78,9250.49,9607.61,9925.91,10423.74,10689.48,10859.09,10947.19,11230.09,11744.53,11955.48,12034.37
469,6785,7678,8238,9206,9559,9862,NA,NA,NA,NA,NA,NA,NA,NA,6785.19,7680.34,8289.76,9214.99,9562.2,9861.49,10488.76,10724.37,10833.8,11049.19,11313.98,11847.13,12033.4,12044.04
470,6672,7505,8103,9124,9485,9908,NA,NA,NA,NA,NA,NA,NA,NA,6673.04,7560.67,8168.51,9132.61,9474.07,9902.75,10452.17,10766.11,10923.97,11010.5,11270.72,11720.44,11912.21,11962.09
471,6763,7665,8222,9199,9546,9944,NA,NA,NA,NA,NA,NA,NA,NA,6743.58,7662.21,8224.6,9199.48,9542.24,9944.24,10476.39,10805.42,10962.78,11061.13,11234.22,11906.41,12058.95,12099.92
472,6935,7773,8314,9206,9545,9981,10273,NA,NA,NA,NA,NA,NA,NA,6933.12,7774.1,8316.08,9205.98,9538.01,9979.81,10271.09,10237.08,10491.41,10611.72,10733.93,11624.12,11836.4,11935.26
473,6910,7759,8354,9269,9597,10012,NA,NA,NA,NA,NA,NA,NA,NA,6918.72,7808.56,8356.98,9284.49,9594.56,10007.35,10417.06,10557.56,10837.72,10826.01,11083.96,11852.74,12034.59,12117.28
474,6931,7808,8363,9286,9573,9990,NA,NA,NA,NA,NA,NA,NA,NA,6933.61,7810.75,8366.66,9280.88,9578.61,9989.64,10419.52,10551.94,10862.96,10862.32,11132.4,11861.34,12045.39,12130.84
476,6737,7633,8190,9192,9525,10021,10381,NA,NA,NA,NA,NA,NA,NA,6740.55,7636.97,8195.61,9196.14,9527.89,10010.57,10379.16,10673.61,10806.54,10931.27,11170.75,11658.27,11870.21,11968.99
478,6753,7633.35,8194,9193,9549.31,9938,NA,NA,NA,NA,NA,NA,NA,NA,6748.61,7628.75,8190.8,9192.4,9547.17,9938.1,10440.65,10703.89,10873.7,10962.17,11155.54,11553.73,11783.13,11888.58
480,6724,7569,8184,9156,9545,9898,NA,NA,NA,NA,NA,NA,NA,NA,6720.99,7593.81,8218.09,9176.7,9520.76,9895.4,10535.52,10853.88,11019.63,11035.01,11254.86,11951.94,12076.8,12128.29
481,6343,7255,7774,8808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6343.51,7229.34,7857.84,8808.43,9131.95,9504.28,10329.51,10571.89,10729.94,10793.29,10969.95,11346.22,11565.4,11628.98
483,6226,7150,7692,8691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6219.44,7137.31,7742.19,8707.24,9016.84,9191.63,10234.64,10497.99,10635.82,10681.48,10857.52,11240.2,11432.88,11519.03
484,6312,7199.88,7768.5,8777.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6306.02,7203.7,7775.33,8776.93,9100.21,9247.17,10292.01,10546.05,10685.75,10738.31,10920.53,11278.82,11497.17,11577.79
486,6136.7,7050,7626.76,8627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6150.33,7047.82,7629.28,8626.4,8914.83,9360.05,10187.15,10459.16,10619.83,10653.02,10795.44,11193.73,11351.84,11443.8
487,6081,6994,7560,8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6082.07,7000.62,7626.7,8569.37,8876.87,9333.54,10188.34,10497.28,10650.95,10710.6,10874.05,11208.43,11369.54,11449.17
488,6176,7069,7656,8647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6175.22,7063.84,7699.09,8652.66,8952.94,9432.98,10224.78,10531.79,10681.35,10738.41,10891.64,11262.57,11460.22,11544.11
490,6291,7151,7723,8734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6361.72,7155.21,7738.57,8737.68,9047.12,9494.95,10257.77,10515.4,10679.15,10720.29,10876.98,11259,11471.6,11551.8
491,7205,8031.5,8589.75,9438.79,9847.8,10117,10375.47,10783.22,NA,NA,NA,NA,NA,NA,7202.73,8030.79,8585.94,9433.04,9843.68,10114.92,10395.4,10774.39,10906.37,11188.07,10917.29,11417.07,11647.65,11774.04
492,6777,7643,8208,9169,9509,9942,NA,NA,NA,NA,NA,NA,NA,NA,6751.25,7650.53,8265.64,9195.51,9502.89,9939.74,10505.47,10771.16,10876.87,11034.26,11299.6,11784.59,11978.87,12008.68
493,6732,7622,8190,9186,9504,9908,NA,NA,NA,NA,NA,NA,NA,NA,6745.69,7624.94,8235.44,9173.98,9539.85,9903.91,10507.53,10794.32,10921.45,11042.83,11304.58,11761.89,11955.78,11996.86
495,6746,7611,8170,9149,9468,9881,NA,NA,NA,NA,NA,NA,NA,NA,6718.14,7607.36,8218.63,9155.69,9523.13,9880.93,10471.11,10761.95,10906.18,11021.82,11282.11,11723.87,11920.22,11967.48
497,NA,7739,8291,9227,9574,9887,10311,10571,10786,NA,NA,NA,NA,NA,6861.43,7734.87,8291.49,9226.02,9569.5,9880.04,10310.16,10565.75,10772.85,10860.07,11160.92,11621.5,11827.76,11943.77
499,6724,7644,8211,9205,9493,9913,10430,NA,NA,NA,NA,NA,NA,NA,6721.76,7639.73,8206.72,9197.18,9501.74,9914.91,10433.09,10799.14,10945.5,11053.08,11237.99,11873.13,12032.82,12065.92
500,7002,7852,8415,9312,9682,9945,10293,NA,NA,NA,NA,NA,NA,NA,7002.58,7847.21,8413.8,9309.42,9681.44,9943.76,10292.21,10522.2,10659.06,10860.02,11124.99,11592.81,11816.52,11917.81
502,NA,NA,NA,8996,9308,NA,10212.44,10404.42,10541.89,10629.58,NA,NA,NA,NA,6609.81,7447.07,8034.03,8990.77,9344.49,9729.35,10183.27,10412.4,10577.47,10629.4,10815.69,11172.48,11425.14,11531.57
503,NA,NA,NA,NA,9390,NA,10319.5,10580.22,NA,NA,NA,NA,NA,NA,6645.08,7500.36,8096.53,9066.32,9418.42,9775.66,10309.38,10579.47,10711.81,10764.69,10883.47,11260.43,11505.34,11620.2
504,6600,7465,8031.12,9051,9406.5,9829.77,10427,NA,NA,NA,NA,NA,NA,NA,6597.58,7466.87,8034.57,9050.27,9407.48,9812.54,10425.44,10678.1,10817.48,10887.09,11041.42,11499.76,11740.23,11818.06
505,6812.78,7711,8290.81,9244,9579.69,9981.75,10408,NA,NA,NA,NA,NA,NA,NA,6846.5,7711.43,8280.3,9238.32,9588.25,9976.5,10406.29,10647.92,10817.59,10923.1,11215.18,11697.15,11912.88,12004.03
507,6336.38,7224.07,7800.24,8801.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6341.21,7225.67,7807.29,8801.96,9143.41,9428.42,10295.86,10542.98,10687.82,10748.97,10910.9,11280.4,11516.12,11575.24
509,6794,7649,8229.48,9216,9590.14,9983.49,10398,NA,NA,NA,NA,NA,NA,NA,6784.71,7653.49,8237.82,9213.29,9581.37,9978.84,10397.96,10641.66,10872.64,10907.98,11168.61,11666.1,11877.9,11971.84
510,6817,7699,8257,9239,9581,10011,NA,NA,NA,NA,NA,NA,NA,NA,6816.57,7703.22,8323.4,9244.82,9607.43,10019.24,10561.59,10912.37,11044.78,11031.44,11252.42,12002.76,12125.44,12211.85
512,6763,7611,8206,9195,9546,10010,NA,NA,NA,NA,NA,NA,NA,NA,6763.26,7664.63,8232.2,9227.86,9591.53,10014.43,10633.45,10918.13,11077.58,11170.81,11299.36,12033.58,12142.31,12203.19
513,6543,7404,7967,8980,9335,9667,NA,NA,NA,NA,NA,NA,NA,NA,6539.59,7404.96,7967.59,8979.47,9334.27,9666.98,10370.73,10639.33,10769.22,10860.01,11020.05,11445.69,11686.83,11746.63
514,6403,7276,7861,8857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6403.54,7288.07,7910.69,8870.14,9222.68,9557.15,10371.78,10613.43,10762.31,10843.88,11020.19,11410.9,11641.38,11677.52
516,6272.33,7171,7745,8745.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6275.73,7179.12,7751.33,8751.86,9068.22,9270.07,10280.29,10528.64,10673.34,10724.54,10902.93,11278.68,11479.32,11561.45
518,6289,7164,7736,8747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6290.87,7169.03,7750.55,8749.83,9056.2,9429.34,10273.48,10518,10677.21,10725.31,10888.11,11268.65,11480.37,11557.49
521,6874,7771,8309,9237,9597,9895,NA,NA,NA,NA,NA,NA,NA,NA,6875.7,7769.84,8310.81,9238.57,9599.27,9899.7,10354.43,10616.03,10717.82,10855.93,11142.11,11689.6,11908.53,12004.18
525,6834,7725,8293.53,9241,9553.02,9835.22,10319.55,10617.92,10763.63,10891,11137.96,NA,NA,NA,6857.27,7726.23,8294.66,9246.64,9560.22,9844.82,10325.93,10622.67,10768.49,10891.34,11138.8,11693.73,11895.17,11995.69
526,6147,7085,7662,8659,8925,9263,NA,NA,NA,NA,NA,NA,NA,NA,6146.48,7129.32,7680.58,8669.89,8936.11,9270.86,9934.46,10307.87,10450.37,10453.53,10556.97,10911.97,11110.7,11193.81
527,6792,NA,NA,NA,NA,NA,10497.25,NA,NA,NA,NA,NA,NA,NA,6791.79,7684.45,8239.31,9199.75,9537.42,9872.14,10495.31,10750.61,10933.86,10983.82,11211.7,11909.03,12068.7,12121.99
529,6118,7086,7648,8611,8866,9226,NA,NA,NA,NA,NA,NA,NA,NA,6117.17,7115.04,7657.61,8641.21,8884.7,9223.63,9930.96,10249.74,10385.68,10440.57,10487.35,10767.34,11086.59,11168.44
530,NA,7652,8198.81,9190,9511.25,9980.01,10394.29,10640.5,NA,NA,NA,NA,NA,NA,6766.08,7652.66,8211.63,9192.94,9535.44,9977.02,10394.84,10648.49,10829.33,10929.2,11175.58,11676.28,11884.84,11983.86
531,6729,7615,8186,9198,9539,10011,NA,NA,NA,NA,NA,NA,NA,NA,6728.82,7618.69,8189.07,9197.75,9538.52,9999.84,10552.32,10830.61,10995.1,11062.33,11256.92,11904.14,12055.09,12095.89
534,7145,7965.83,8554.61,9434,9778.69,10071,10339,10671.96,10830.47,NA,NA,NA,NA,NA,7143.35,7991.26,8570.34,9452.8,9802.38,10070.3,10338.17,10692.8,10852.35,11096.61,11111.64,11518.45,11729.24,11842.05
536,6551,7429.94,7979.35,8994,9327,NA,10328,NA,NA,NA,NA,NA,NA,NA,6550.59,7427.76,7980.75,8992.17,9326.63,9697.17,10334.03,10581.03,10742.78,10815.96,11012.17,11338.28,11617.81,11696.8
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6627.38,7491.83,8055.33,9068.36,9426.27,9796.83,10319.97,10646.25,10805.85,10871.4,11058.4,11416.17,11680.77,11769.71
538,6592,7448,8005,9024,9354,9742.59,10351,NA,NA,NA,NA,NA,NA,NA,6589.28,7446.7,8005.22,9023.05,9353.7,9738.88,10327.76,10596.24,10755.84,10824.86,11021.71,11354.25,11630.81,11714.84
540,7185,8023.35,8596,9407.25,9860.49,NA,10332,10688.15,10839.58,NA,NA,NA,NA,NA,7190,8018.93,8591.29,9408.85,9864.06,9962.14,10334.82,10698.6,10856.72,11154.53,11297.69,11687.45,11925.87,12042.55
541,NA,7716,8258,9213,9543,9968,10371.32,10642.62,10802.21,NA,NA,NA,NA,NA,6805.23,7707.12,8265.17,9248.6,9535.05,9956.96,10372.05,10648.74,10800.76,10939.06,11286.39,11687.84,11907.97,11994.97
543,NA,7711,8262,9217,9534,9974,10348,10616.7,10776.3,NA,NA,NA,NA,NA,6818.47,7708.37,8264.89,9220.88,9534.6,9971.5,10351.24,10612.6,10769.21,10925.64,11294.91,11676.74,11894.68,11989.52
545,6604,7460.01,8032.45,9042,9402,9726,10452.17,NA,NA,NA,NA,NA,NA,NA,6601.52,7462.18,8084.87,9037.52,9395.44,9733.69,10451.93,10730.13,10856.58,10923.79,11114.48,11635.86,11843.02,11889.34
550,NA,NA,NA,9085,9402,NA,10319.5,10599.18,NA,NA,NA,NA,NA,NA,6647.65,7500.08,8093.75,9071.13,9426.37,9774.43,10316.53,10592.11,10718.21,10785.81,10893.49,11290.29,11537.37,11650.51
551,NA,NA,NA,9052,9369,NA,10306.8,10527.22,10667.06,NA,NA,NA,NA,NA,6637.06,7494.97,8092.39,9047.7,9395.72,9777.39,10302.84,10530.74,10674.63,10733.1,10884.7,11245.9,11489.13,11604.72
552,5943,6999,7536,8476,8792,NA,NA,NA,NA,NA,NA,NA,NA,NA,5944.52,7016.33,7552.57,8528.95,8819.09,9078.3,9906.13,10234.2,10362.02,10383.7,10410.91,10716.23,10986.53,11055.18
553,6714,7609,8180,9187,9558,9813,10429,10728,10892.05,11015.15,NA,NA,NA,NA,6718.75,7608.54,8180.07,9187.53,9556.47,9822.78,10429.93,10725.79,10916.1,11010.46,11193.32,11595.3,11817.37,11924.17
554,6603,7459.65,8157,9050,9402,9914,NA,NA,NA,NA,NA,NA,NA,NA,6603.48,7463.78,8089.24,9044.94,9406.11,9900.03,10438.09,10730.86,10860.44,10919.45,11121.81,11655.52,11858.55,11906.05
555,6592,7422,8149,9020,9391,9913,NA,NA,NA,NA,NA,NA,NA,NA,6592.85,7450.62,8074.34,9033.69,9391.82,9913.79,10423.53,10726.67,10861.47,10914.66,11127.64,11672.02,11869.22,11916.39
556,6607,7460.71,8116,9059,9412,9938,10462.45,NA,NA,NA,NA,NA,NA,NA,6608.43,7467.11,8095.39,9045.97,9407.91,9936.32,10462.85,10739.1,10872.37,10924.63,11127.59,11665.53,11865.52,11907.34
558,6697,7553,8131,9098,9498,9876,NA,NA,NA,NA,NA,NA,NA,NA,6702.62,7578.37,8203.39,9154.24,9486.19,9874.63,10527.3,10809.25,10977.47,11016.37,11240.55,11892.06,12037.29,12083.06
560,6676,7521,8115,9119,9482,9892,NA,NA,NA,NA,NA,NA,NA,NA,6675.6,7545.45,8167.69,9127.28,9472.77,9887.97,10466.58,10787.93,10953.03,10977.49,11227.46,11844.56,12001.99,12049.82
561,6648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6651.65,7515.08,8135.53,9101.76,9438.13,9923.5,10465.62,10779.77,10936.5,10975.87,11226.88,11800.88,11975.32,12025.26
562,6649,7510,8080,9091,9445,9749.25,10359,NA,NA,NA,NA,NA,NA,NA,6648.92,7512.37,8079.3,9090.03,9441.17,9751.47,10340.54,10640.23,10792.67,10871.41,11080.54,11370.46,11639.23,11737.99
563,6637,7497.7,8043.91,9068,9410,NA,10384,NA,NA,NA,NA,NA,NA,NA,6639.48,7502.5,8059.03,9075.48,9416.07,9818.76,10336.92,10629.04,10779.39,10855.33,11061.85,11372.12,11646.5,11738.94
564,6607,7461,8051,9045,9412,9722,NA,NA,NA,NA,NA,NA,NA,NA,6600.85,7467.06,8077.12,9044.58,9402.87,9726.62,10422.88,10725.35,10851.12,10920.24,11120.05,11644.63,11851.38,11904.15
566,6817,7702,8253,9198,9549,9800,NA,NA,NA,NA,NA,NA,NA,NA,6821.28,7715.06,8309.27,9203.56,9547.5,9808.1,10387.19,10599.02,10798.4,10878.51,11170.13,11835.37,12026.38,12092.16
567,NA,7713.54,8268,9222,9553.66,9961,10363.59,NA,NA,NA,NA,NA,NA,NA,6838.4,7716.35,8275.11,9240.93,9568.19,9953.28,10365.95,10661.02,10851.56,10947.64,11162.45,11724.43,11905.81,12002.89
568,6783,7644,8222,9201,9552,9974,NA,NA,NA,NA,NA,NA,NA,NA,6784.38,7674.89,8286.44,9213.55,9569.25,9968.19,10487.75,10728.17,10841.9,11047.23,11319.19,11821.83,12017.87,12034.07
569,6835,7715,8285,9216,9584,9850,NA,NA,NA,NA,NA,NA,NA,NA,6861.52,7717.13,8275.07,9234.5,9592.72,9821.65,10498.07,10847.7,11013.13,10969.09,11182.07,11981.64,12119.16,12195.24
571,6543,7415,7976,8983,9344,9674,10380.91,NA,NA,NA,NA,NA,NA,NA,6542.5,7413.3,7980.11,8984.25,9339.56,9671.55,10381.94,10655.07,10782.23,10870.36,11030.78,11473.31,11706.11,11763.61
574,6772,7653.87,8233,9198,9511.16,9948,10364.48,NA,NA,NA,NA,NA,NA,NA,6773.75,7660.73,8233.54,9203.02,9519.33,9950.52,10362.99,10672.24,10821,10928.2,11174.71,11690.95,11910.12,11990
575,6757,7641,8193,9183,9503.96,9883,10337,NA,NA,NA,NA,NA,NA,NA,6762.41,7648.56,8203.01,9194.62,9511.05,9896.72,10341.81,10676.62,10807.1,10925.53,11164.94,11675.55,11888.66,11976.23
579,6766,7651,8216,9228,9554,9844,10412,NA,NA,NA,NA,NA,NA,NA,6751.84,7639.54,8205.22,9210.74,9536.72,9843.34,10410.39,10665.7,10806.09,10920.98,11177.75,11662.02,11868.32,11973.8
580,6696,7588,8152,9145,9538,9813,10450.01,NA,NA,NA,NA,NA,NA,NA,6694.2,7589.16,8152.25,9151.49,9525.25,9817.78,10452.23,10761.43,10913.12,11002.22,11270.48,11687.94,11897.57,11981.4
581,6674,7572,8138,9121,9503,9823,NA,NA,NA,NA,NA,NA,NA,NA,6675.41,7576.26,8139.3,9138.48,9503.7,9824.48,10482.95,10772.25,10941.22,11043.15,11286.89,11683.16,11891.54,11964.74
586,6096,7006,7573,8556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6092.29,7015.06,7601.81,8568.91,8838.58,9327.83,10178.22,10479,10634.61,10695.52,10852.66,11197.39,11356.52,11441.28
587,6176,7039,7611,8604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6149.1,7026.81,7619.27,8597.71,8866.3,9313.12,10176.58,10465.18,10620.57,10675.09,10825.79,11198.32,11337.26,11425.85
592,6882,7788,8311,9266,9587,9950,NA,NA,NA,NA,NA,NA,NA,NA,6898.13,7778.95,8336.74,9257.17,9627.06,9947.25,10355.52,10638.9,10717.18,10860.76,11151.83,11711.15,11926.58,12024.23
593,5993,7005,7555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5994.23,6986.47,7560.37,8510.87,8840.64,9231.3,10071.55,10358.92,10511.98,10551.19,10659.53,11011.46,11156.75,11251.17
594,6715,7597,8160,NA,9512,NA,10375,NA,NA,NA,NA,NA,NA,NA,6712.16,7596.92,8158.14,9167.81,9511.33,9751.73,10372.07,10634.58,10801.57,10892.17,11067.75,11506.9,11729.68,11836.2
595,6642,7524,8077,9105,9454,9765,10385,NA,NA,NA,NA,NA,NA,NA,6642.59,7524.5,8078.37,9105.63,9454.9,9767.88,10385.84,10704.21,10867.95,10903.79,11134.87,11555.39,11782.45,11882.73
596,6408,7268,7848,8843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400.97,7268.37,7889.35,8846.16,9181.55,9560.07,10364.37,10607.18,10764.72,10834.06,11020.24,11403.48,11623.82,11676.79
599,6920,7782,8343,9262,9637,9890,10325,NA,NA,NA,NA,NA,NA,NA,6912.61,7788.31,8354.54,9269.7,9649.12,9899.69,10326.95,10577.69,10680.47,10864.79,11134.71,11661.05,11889.03,11984.79
600,6929,7786,8352,9232,9586,10115,10396,NA,NA,NA,NA,NA,NA,NA,6953.2,7791.3,8353.73,9237,9584.99,10112.27,10389.19,10349.6,10592.18,10679.36,10835.64,11705.98,11915.48,12005.78
602,6861,NA,NA,9241,9605,NA,NA,NA,NA,NA,NA,NA,NA,NA,6861.22,7752.82,8314.23,9239.5,9603.94,9884.32,10480.09,10642.7,10874.25,10840.7,11090,11880.94,12055.84,12132.4
603,6726,7616,8182,9197,9551,9852,10351,NA,NA,NA,NA,NA,NA,NA,6731.09,7618.88,8185.48,9199.28,9551.19,9853.59,10352.89,10684.22,10847.97,10964.5,11158.61,11596.51,11814.18,11921.42
605,6683,7591,8157,9158,9524,9812,10416,10727,10880.52,NA,NA,NA,NA,NA,6696.37,7586.98,8153.26,9161.18,9523.93,9819.77,10416.83,10721.63,10902.65,10970.92,11179.33,11581.2,11803.5,11909.95
608,6387,7257,7839,8850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6390.19,7265.26,7855.82,8851.11,9217.54,9542.53,10340.93,10583.91,10726.99,10811.29,10969.79,11363.61,11604.09,11631.47
611,6929,7801,8347,9270,9597,9982,NA,NA,NA,NA,NA,NA,NA,NA,6909.92,7797.89,8355.63,9274.88,9588.95,9981.42,10421.02,10557.5,10886.9,10905.11,11179.38,11867.27,12044.25,12133.37
612,6916,7745,8332,9247,9575,9975,NA,NA,NA,NA,NA,NA,NA,NA,6915.19,7804,8360.24,9283.24,9584.36,9984.3,10455.91,10602.94,10918.13,10924.44,11185.45,11893.94,12065.58,12152.72
613,6891,7796,8328,9306,9544,9955,NA,NA,NA,NA,NA,NA,NA,NA,6894.35,7790.41,8347.22,9273.99,9551.72,9957.79,10424.48,10571.04,10881.88,10865.3,11128.01,11865.9,12044.78,12129.64
615,6989,7835,8407,9300,9656,9916,NA,NA,NA,NA,NA,NA,NA,NA,6997.98,7846.95,8422.82,9309.66,9665,9915.84,10297.72,10518.96,10659.23,10862.9,11134.6,11585.56,11806.02,11912.34
616,6659,7525,8094,9102,9462,9800,NA,NA,NA,NA,NA,NA,NA,NA,6657.19,7533.61,8144.82,9111.75,9448.54,9798.4,10494.92,10760.5,10912.85,10984.87,11237.78,11743.92,11935.2,11989.35
617,6665,7556,8119,9140,9489,9776,NA,NA,NA,NA,NA,NA,NA,NA,6663.36,7555.64,8118.89,9137.79,9488.22,9792.38,10473.62,10762.87,10936.53,11036.14,11272.22,11665.55,11873.3,11942.66
618,6628,7498,8069,9024,9448,9838,NA,NA,NA,NA,NA,NA,NA,NA,6626.51,7487.54,8066.58,9085.18,9443.43,9788.06,10475.79,10773.97,10924.07,10942.01,11168.67,11767.91,11941.69,11985.94
619,6626,7467,8173,9066,9454,9958,NA,NA,NA,NA,NA,NA,NA,NA,6627.68,7488.35,8097.23,9080.1,9429.07,9924.99,10447.94,10765.25,10909.24,10942.1,11171.79,11750.08,11930.74,11977.52
621,6692,7574,8133,9148,9479,9879,10475,10770,NA,NA,NA,NA,NA,NA,6671.3,7571.55,8130.74,9144.95,9485.32,9888,10469.56,10765.5,10897.5,10969.16,11218.21,11650.65,11869.06,11953.75
622,6569,NA,NA,NA,NA,NA,10204.6,10454.46,10583.11,10654.85,10852.76,NA,NA,NA,6577.84,7432.84,8032.73,8990.03,9328.69,9736.88,10200.05,10456.6,10589.15,10647.09,10846.43,11187.53,11436.95,11546.91
626,6655,7516,8113,9100,9402,9777,NA,NA,NA,NA,NA,NA,NA,NA,6662.39,7537.84,8146.16,9104.41,9469.82,9775.77,10437.93,10745.65,10908.75,10986.24,11253.53,11778.96,11953.96,11996.65
627,6934,7828,8385,9316,9660,10106,NA,NA,NA,NA,NA,NA,NA,NA,6933.3,7830.29,8390.38,9319.38,9644.36,10101.38,10485.34,10664.68,10944.63,10906.67,11153.99,11931.47,12099.03,12181.4
630,6858,7742.31,8301.06,9253,9605.85,9965,10337.92,NA,NA,NA,NA,NA,NA,NA,6863.49,7742.44,8305.93,9254.25,9591.21,9961.29,10339.12,10592.71,10759.26,10869.64,11146.37,11663.3,11870.97,11977.58
633,6822,7691,8280,9186,9585,9857,NA,NA,NA,NA,NA,NA,NA,NA,6840.31,7715.54,8285.65,9230.48,9583.56,9858.64,10459.99,10807.11,10995.67,10955.37,11160.86,11967.39,12109.82,12186.05
634,6846,7714,8273,9223,9590,9850,NA,NA,NA,NA,NA,NA,NA,NA,6888.2,7741.86,8310.61,9248.62,9619.03,9844.59,10491.96,10813.82,10991.17,10946.2,11168.1,11946.74,12091.26,12179.94
635,6684,7520,8124,9122,9490,9919,NA,NA,NA,NA,NA,NA,NA,NA,6688.5,7559.62,8147.19,9144.33,9495.79,9915.48,10596.44,10885.08,11041.39,11132.01,11468.61,12078.4,12140.13,12220.62
